OGEN,Oragenics,NASDAQ
0.61,0.57,0.62,0.57
0.58,0.62,0.63,0.58
0.62,0.62,0.62,0.58
0.64,0.63,0.64,0.57
0.63,0.62,0.89,0.60
0.65,0.58,0.67,0.58
0.60,0.60,0.64,0.58
0.60,0.59,0.61,0.58
0.58,0.60,0.62,0.58
0.60,0.60,0.62,0.58
0.60,0.60,0.62,0.60
0.60,0.62,0.64,0.60
0.64,0.60,0.64,0.59
0.60,0.56,0.61,0.56
0.57,0.50,0.57,0.50
0.51,0.52,0.56,0.50
0.50,0.54,0.54,0.50
0.55,0.51,0.58,0.51
0.52,0.56,0.60,0.52
0.55,0.59,0.60,0.55
0.58,0.56,0.62,0.53
0.57,0.62,0.66,0.57
0.62,0.69,0.75,0.61
0.72,0.64,0.72,0.64
0.61,0.65,0.66,0.61
0.64,0.66,0.69,0.64
