OGEN,Oragenics,NASDAQ
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.40,0.35,0.40,0.35
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.35,0.32,0.36,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.33,0.35,0.35,0.33
0.40,0.36,0.40,0.36
0.40,0.33,0.40,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.38,0.38,0.33
0.36,0.35,0.36,0.34
0.35,0.34,0.35,0.34
0.34,0.33,0.34,0.33
0.35,0.30,0.35,0.30
0.30,0.31,0.31,0.30
0.34,0.35,0.35,0.34
0.35,0.35,0.35,0.35
0.35,0.34,0.35,0.34
0.34,0.34,0.34,0.34
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.35
0.34,0.34,0.34,0.33
0.32,0.32,0.32,0.30
0.34,0.30,0.34,0.30
0.31,0.30,0.31,0.30
0.30,0.30,0.30,0.25
0.28,0.29,0.31,0.28
0.29,0.29,0.29,0.29
0.34,0.34,0.34,0.34
0.32,0.32,0.32,0.32
0.34,0.34,0.34,0.34
0.32,0.34,0.34,0.32
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.34,0.34,0.34,0.34
0.34,0.33,0.34,0.33
0.33,0.34,0.34,0.33
0.34,0.32,0.34,0.32
0.34,0.40,0.40,0.31
0.48,0.33,0.48,0.30
0.33,0.33,0.33,0.33
0.31,0.31,0.32,0.31
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.31
0.33,0.33,0.33,0.33
0.31,0.33,0.33,0.31
0.33,0.31,0.33,0.31
0.33,0.33,0.33,0.31
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
8.00,8.00,8.00,6.00
8.00,8.00,8.00,8.00
6.50,6.50,6.50,4.10
5.00,8.00,8.00,5.00
7.00,8.50,8.50,7.00
7.00,7.00,7.00,7.00
6.80,6.50,7.00,6.50
6.50,6.50,6.50,6.50
6.60,6.00,6.60,6.00
6.00,6.00,6.00,6.00
5.70,6.00,6.00,5.70
6.60,5.99,6.60,5.70
6.60,5.20,6.60,5.20
5.70,6.00,6.39,5.70
6.00,5.45,6.00,5.45
5.50,5.25,5.50,5.05
5.10,4.00,5.10,4.00
3.00,4.00,4.00,3.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.00,4.00,4.00,4.00
4.75,4.75,4.75,4.75
4.00,4.05,4.10,4.00
4.05,4.00,4.05,4.00
4.00,4.00,4.00,3.99
4.50,4.00,4.50,4.00
4.00,4.00,4.00,4.00
4.50,4.50,4.50,4.50
5.00,5.00,5.00,5.00
5.00,4.50,5.00,3.60
4.50,4.50,4.50,4.50
4.00,4.20,4.20,4.00
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.26,4.00,4.26,3.51
4.00,3.51,4.00,3.51
3.51,4.00,4.00,3.51
3.55,4.00,4.00,3.55
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.75,3.75,3.75,3.75
3.55,3.51,3.55,3.51
3.51,3.51,3.51,3.51
3.50,3.25,3.50,3.25
2.95,3.10,3.10,2.95
3.10,3.50,3.50,3.00
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.30,3.00,3.30,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.25,3.25,3.00
3.00,3.00,3.00,3.00
3.26,3.50,3.50,3.26
3.85,3.85,3.85,3.85
3.85,4.00,5.00,3.85
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.10,4.10,4.10,4.10
4.50,4.61,4.90,4.50
4.70,4.90,4.90,4.70
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.70,4.80,4.80,4.70
4.80,4.95,4.95,4.80
4.85,4.90,4.90,4.85
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.10,3.75,4.11,3.75
3.51,3.50,3.51,3.50
3.50,3.99,3.99,3.50
4.00,4.00,4.00,4.00
3.50,4.00,4.00,3.50
4.00,3.60,4.00,3.60
3.60,3.60,3.75,3.60
3.50,3.52,3.55,3.50
3.51,3.69,3.69,3.51
3.41,3.42,3.42,3.40
3.42,3.71,3.71,3.42
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.70,3.50,3.70,3.50
3.45,3.45,3.45,3.45
3.41,3.50,3.50,3.41
3.75,4.00,4.00,3.75
4.00,3.50,4.00,3.45
3.50,3.50,3.50,3.50
3.61,3.61,3.61,3.61
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.40,3.46,3.60,3.40
3.46,3.46,3.46,3.46
3.46,3.46,3.46,3.46
3.46,3.50,3.50,3.46
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.52,3.52,3.52,3.52
3.54,3.54,3.54,3.54
3.54,3.54,3.65,3.54
3.65,3.54,3.65,3.54
3.65,3.50,3.75,3.50
3.40,3.30,3.80,3.30
3.30,3.30,3.30,3.30
3.32,3.28,3.32,3.28
3.10,3.00,3.10,3.00
2.75,3.00,3.00,2.75
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.29,3.00,3.30,3.00
2.55,2.75,3.00,2.00
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,3.80,3.80,2.75
3.80,3.98,3.98,3.80
3.90,6.00,6.00,3.90
6.00,6.00,6.00,6.00
6.50,5.00,6.50,4.65
4.21,4.20,4.21,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
3.75,4.00,4.00,3.75
4.50,5.25,5.25,4.50
5.00,4.26,5.00,4.25
4.26,4.26,4.26,4.26
4.26,4.26,4.26,4.26
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,4.26,5.00,4.26
5.00,5.00,5.00,5.00
6.00,6.00,6.00,6.00
6.00,4.26,6.00,4.26
5.00,5.00,5.00,5.00
4.50,4.76,4.76,4.27
4.76,4.76,4.76,4.76
4.76,4.76,4.76,4.76
4.26,4.26,4.26,4.26
4.26,5.49,5.49,4.26
5.49,5.49,5.49,5.49
4.26,4.25,5.49,4.25
5.00,5.00,5.00,5.00
5.00,4.70,5.00,4.70
4.50,4.50,4.50,4.50
4.26,4.25,4.26,4.25
3.63,4.00,4.00,3.63
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.51,3.75,3.75,3.51
4.00,3.90,4.00,3.90
4.08,4.30,4.30,4.08
5.00,5.00,5.00,5.00
4.00,3.50,4.00,3.50
3.51,3.51,3.52,3.51
3.75,3.45,3.75,3.45
3.45,3.45,3.45,3.45
3.75,3.75,3.75,3.75
3.50,3.30,3.50,3.30
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.70,3.70,3.70,3.70
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.70,3.75,3.50
3.70,3.50,3.75,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.51,3.75,3.75,3.51
3.75,3.75,3.75,3.75
3.60,3.50,3.60,3.50
3.50,3.50,3.50,3.50
3.50,3.30,3.50,3.30
3.30,3.30,3.30,3.30
3.25,3.25,3.25,3.25
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.25,3.00,3.25,3.00
2.30,2.10,2.30,1.99
2.10,2.10,2.10,2.10
2.20,2.20,2.20,2.20
1.70,2.20,2.20,1.70
1.80,2.05,2.20,1.80
1.90,2.15,2.15,1.90
2.15,2.20,2.20,2.10
2.10,2.10,2.20,2.10
2.10,2.10,2.10,2.10
2.20,2.20,2.20,2.20
2.20,2.29,2.59,2.11
2.29,2.29,2.29,2.18
2.29,2.29,2.29,2.29
2.33,2.39,2.39,2.33
3.25,2.40,3.45,2.40
2.41,2.41,2.41,2.41
2.31,2.50,2.50,2.31
2.50,2.35,2.50,2.35
2.35,2.28,2.36,2.28
2.28,2.28,2.28,2.28
2.28,2.28,2.28,2.28
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.00,2.20,2.20,2.00
2.20,2.20,2.20,2.20
2.10,2.00,2.10,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,1.90,2.00,1.90
1.70,1.75,1.75,1.65
1.75,1.75,1.75,1.75
1.60,1.50,1.60,1.50
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
2.25,2.00,2.25,2.00
2.25,2.25,2.25,2.25
1.50,2.50,2.50,1.50
2.15,2.15,2.50,2.15
2.00,2.00,2.00,2.00
1.90,1.85,2.00,1.85
1.90,1.80,1.90,1.80
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.70,1.50,1.70,1.50
1.70,1.70,1.70,1.70
1.80,1.80,1.80,1.70
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.67,1.67,1.67,1.67
1.70,1.67,1.70,1.67
1.50,1.50,1.50,1.50
1.51,1.70,1.70,1.51
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.61,1.51,1.61,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.70,1.70,1.70,1.70
1.80,1.80,1.80,1.80
1.50,2.00,2.00,1.50
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.50,1.52,1.55,1.50
1.55,1.40,1.55,1.40
1.40,1.60,1.60,1.40
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.43,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.25,1.10,1.25,1.10
1.10,1.01,1.10,1.01
1.01,1.01,1.01,0.75
1.01,1.10,1.10,1.01
1.01,1.01,1.01,1.01
1.01,1.10,1.10,1.01
1.10,1.35,1.35,1.10
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.20,1.25,1.25,1.20
1.25,1.25,1.25,1.25
1.27,1.27,1.27,1.27
1.29,1.35,1.35,1.29
1.25,1.20,1.25,1.20
1.20,1.20,1.20,1.20
1.05,1.20,1.20,1.05
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.15,1.15,1.15,1.15
1.10,1.15,1.15,1.10
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.25,1.50,1.50,1.25
1.60,1.80,1.80,1.60
1.95,2.25,2.25,1.95
2.25,2.25,2.25,2.25
2.12,1.70,2.12,1.70
1.80,2.25,2.25,1.80
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.09,2.09,2.09,2.09
2.09,2.09,2.09,2.09
2.09,2.09,2.09,2.09
2.09,2.09,2.09,2.09
1.85,1.85,1.85,1.85
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.40,1.40,1.60,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.70,1.70,1.70,1.70
1.40,1.25,1.40,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.40,1.40,1.40,1.40
1.40,1.15,1.40,0.75
1.10,1.15,1.15,1.10
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.10,1.50,1.50,1.10
1.19,0.82,1.19,0.82
0.82,0.82,0.82,0.82
1.05,1.05,1.05,1.05
1.05,1.50,3.00,1.05
1.95,1.95,1.95,1.95
1.95,1.40,1.95,1.40
1.40,1.40,1.40,1.40
1.78,1.78,1.78,1.78
2.00,2.00,2.00,2.00
2.49,1.60,2.49,1.15
1.60,1.59,1.60,1.59
1.59,1.59,1.59,1.59
1.59,1.59,1.59,1.59
1.60,1.59,1.60,1.15
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.25,1.25,1.37,1.25
1.37,1.60,1.60,1.37
1.60,1.60,1.60,1.60
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.30,1.30,1.30,1.30
1.60,1.59,1.60,1.59
1.59,1.59,1.59,1.59
1.59,1.59,1.59,1.59
1.59,1.59,1.59,1.59
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.20,1.32,1.32,1.20
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.25,2.60,3.10,1.25
2.60,2.60,2.80,2.35
2.56,3.00,3.00,2.35
3.00,2.80,3.10,2.80
2.75,2.75,2.75,2.75
3.00,3.20,3.20,3.00
2.90,2.63,2.90,2.50
2.63,3.00,3.00,2.54
2.95,2.80,3.00,2.80
3.00,2.53,3.00,2.53
2.50,2.62,2.62,2.50
2.55,2.90,2.90,2.55
3.00,2.70,3.00,2.60
2.50,2.75,2.89,2.50
2.50,2.38,2.52,2.38
2.26,2.16,2.26,2.16
2.16,2.16,2.16,2.16
2.80,2.45,2.80,2.15
2.24,2.24,2.24,2.24
2.24,2.24,2.24,2.24
2.17,2.26,2.26,2.17
2.26,2.45,2.45,2.26
2.00,2.50,2.50,2.00
2.59,2.49,2.59,2.49
2.40,2.40,2.56,2.40
2.40,2.25,2.40,1.90
2.25,3.00,3.00,2.25
2.59,2.45,3.00,2.40
2.10,2.40,2.75,2.10
2.40,2.40,2.40,2.40
2.50,2.50,2.50,2.49
2.50,2.50,2.99,2.24
2.50,2.50,2.50,2.50
2.09,2.51,2.51,2.09
2.50,2.29,2.50,2.29
2.50,2.00,2.50,2.00
2.21,2.50,2.50,2.21
2.50,2.50,2.50,2.25
2.65,2.60,3.00,2.55
2.99,2.95,3.00,2.90
3.05,3.00,3.05,2.90
3.05,2.90,3.10,2.90
3.05,2.75,3.05,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.70,2.70,2.70,2.70
2.90,2.65,2.90,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.55,2.65,2.65,2.40
2.65,2.64,2.65,2.40
2.64,2.53,2.64,2.53
2.53,2.53,2.53,2.53
2.64,2.98,3.10,2.45
2.50,3.00,3.00,2.50
2.86,2.85,2.86,2.85
2.90,3.00,3.00,2.75
2.80,2.70,2.80,2.70
2.70,2.70,2.70,2.70
2.70,2.27,2.70,2.26
2.34,2.50,2.50,2.34
2.70,2.50,2.70,2.50
2.50,2.35,2.50,2.25
2.33,2.33,2.33,2.33
2.33,2.35,2.35,2.27
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.35,2.35,2.38,2.34
2.35,2.35,2.35,2.35
2.34,2.35,2.35,2.34
2.30,2.17,2.30,2.15
2.20,2.47,2.58,2.20
2.47,2.47,2.47,2.47
2.27,2.30,2.30,2.26
2.20,2.20,2.20,2.15
2.10,2.24,2.25,2.10
2.06,2.24,2.24,2.05
2.00,2.00,2.00,1.88
2.00,2.00,2.50,1.98
2.20,2.20,2.20,2.20
2.20,2.15,2.20,2.01
2.20,2.20,2.20,2.20
2.25,2.20,2.25,2.20
2.15,2.13,2.25,2.13
2.05,2.03,2.05,2.00
2.03,2.05,2.05,2.03
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.10,2.10,2.15,2.10
2.15,2.15,2.15,2.15
2.10,2.10,2.10,2.10
2.10,2.10,2.14,2.01
2.10,2.10,2.15,2.01
2.10,2.07,2.10,2.05
2.07,2.11,2.15,2.07
2.05,2.05,2.07,2.05
2.09,2.10,2.14,1.97
2.14,2.14,2.14,2.00
2.01,2.00,2.05,2.00
2.00,1.85,2.00,1.85
1.84,1.80,1.85,1.80
1.85,1.90,1.90,1.83
1.95,1.98,1.98,1.95
2.00,1.85,2.00,1.82
2.00,2.00,2.00,1.96
2.00,2.00,2.00,1.90
1.95,1.90,1.95,1.82
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.87,1.81,1.87,1.81
1.81,1.85,1.85,1.81
1.81,1.85,1.85,1.79
1.93,1.95,1.95,1.93
1.95,2.31,2.31,1.75
2.31,1.95,2.31,1.85
1.95,2.00,2.00,1.80
2.00,1.88,2.00,1.88
1.95,1.80,1.97,1.75
1.85,2.30,2.40,1.85
2.25,2.10,2.25,2.00
2.05,2.24,2.24,2.01
2.24,2.07,2.24,2.07
2.05,2.05,2.05,2.05
2.25,2.11,2.41,2.06
2.10,2.05,2.10,2.05
2.20,2.05,2.35,2.05
2.07,2.00,2.10,2.00
2.00,2.00,2.00,1.95
2.00,2.25,2.25,2.00
2.15,2.00,2.15,2.00
2.01,2.05,2.05,2.00
2.04,2.45,2.45,2.01
2.45,2.25,2.51,2.10
2.37,2.25,2.54,2.15
2.35,2.25,2.35,2.05
2.25,2.05,2.25,2.05
2.10,2.22,2.22,2.06
2.24,2.24,2.24,2.24
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.24,2.50,2.50,2.24
2.35,2.64,2.64,2.11
2.55,2.70,2.74,2.55
2.75,2.50,2.75,2.45
2.50,2.40,2.50,2.40
2.40,2.50,2.50,2.30
2.40,2.50,2.70,2.30
2.50,2.40,2.50,2.40
2.50,2.50,2.50,2.35
2.50,2.40,2.50,2.40
2.40,2.45,2.45,2.34
2.41,2.60,2.60,2.41
2.60,2.55,2.60,2.50
2.60,2.65,2.70,2.55
2.65,2.51,2.65,2.50
2.50,2.45,2.50,2.45
2.45,2.38,2.50,2.38
2.45,2.60,2.75,2.45
2.75,2.81,2.81,2.45
2.65,2.41,2.65,2.41
2.65,2.75,2.81,2.65
2.70,3.25,3.49,2.70
3.13,3.20,3.20,3.00
3.00,3.20,3.20,3.00
3.12,3.00,3.12,3.00
3.00,3.00,3.00,3.00
3.00,3.50,3.50,3.00
3.25,3.50,3.50,2.80
3.50,3.50,3.60,3.30
3.50,3.50,3.60,3.20
3.60,3.50,3.60,3.35
3.50,3.50,3.50,3.45
3.60,4.02,4.09,3.60
4.05,3.85,4.05,3.65
3.84,3.75,3.85,3.75
3.74,3.50,3.74,3.50
3.52,3.57,3.65,3.50
3.53,3.60,3.60,3.45
3.70,3.65,3.70,3.47
3.65,3.55,3.65,3.45
3.82,3.51,3.82,3.49
3.60,3.46,3.60,3.45
3.45,3.55,3.55,3.39
3.60,3.62,3.82,3.45
3.62,3.61,3.62,3.40
3.70,3.71,4.00,3.45
3.61,3.50,3.61,3.50
3.50,3.55,3.55,3.39
3.40,3.50,4.00,3.40
3.40,4.00,4.12,3.26
4.02,3.56,4.02,3.56
3.60,3.55,3.60,3.50
3.55,3.90,3.90,3.55
3.94,3.50,3.94,3.50
3.55,3.40,3.55,3.40
3.40,3.36,3.40,3.35
3.35,3.45,3.46,3.28
3.47,3.35,3.47,3.30
3.35,3.34,3.35,3.26
3.26,3.25,3.29,3.25
3.28,3.28,3.28,3.28
3.25,3.35,3.35,3.25
3.35,3.35,3.35,3.35
3.30,3.25,3.30,3.25
3.25,3.15,3.25,3.15
3.25,3.10,3.25,3.00
3.00,2.85,3.00,2.55
2.75,2.66,3.00,2.50
2.69,2.70,2.70,2.68
2.79,2.65,3.15,2.65
2.70,2.65,2.70,2.65
2.65,2.75,2.75,2.65
2.70,2.75,2.75,2.70
2.70,2.75,2.75,2.70
2.80,3.45,3.50,2.80
3.35,3.73,3.73,3.20
3.75,3.64,3.99,3.50
3.84,3.84,3.84,3.41
3.84,3.50,3.84,3.50
3.60,3.35,3.60,3.30
3.35,3.20,3.35,3.08
3.17,3.11,3.17,3.11
3.05,3.06,3.07,3.03
3.10,3.40,3.50,3.10
3.40,3.48,3.48,3.40
3.63,3.58,3.63,3.50
3.57,3.36,3.57,3.35
3.35,3.38,3.38,3.35
3.43,3.50,3.51,3.43
3.51,3.36,3.55,3.35
3.40,3.35,3.40,3.35
3.40,3.27,3.41,3.25
3.31,3.12,3.31,2.90
3.00,3.00,3.00,2.91
2.98,2.96,2.99,2.95
3.00,2.95,3.00,2.95
2.95,2.95,3.01,2.92
2.96,3.02,3.02,2.96
3.03,2.95,3.03,2.95
2.95,2.85,2.96,2.81
2.80,2.76,2.80,2.70
2.79,3.35,3.35,2.74
3.39,3.15,3.39,3.15
3.10,3.03,3.10,3.02
3.00,3.00,3.00,3.00
2.93,2.84,2.93,2.75
2.74,2.78,2.80,2.71
2.80,2.80,2.81,2.75
2.86,2.90,2.95,2.80
2.90,2.90,2.90,2.79
2.85,2.86,3.00,2.72
2.92,2.99,2.99,2.82
2.77,2.99,2.99,2.77
2.97,2.95,2.99,2.78
2.80,2.95,2.95,2.78
2.88,2.90,2.90,2.80
2.90,3.00,3.00,2.77
2.98,3.11,3.11,2.80
3.01,3.40,3.40,3.00
3.40,3.52,3.72,3.03
