SHW,Sherwin-Williams Company (The) Common Stock,NASDAQ
267.04,266.46,268.47,265.23
265.82,269.78,269.78,263.89
268.68,271.36,272.00,267.61
271.09,270.92,273.42,270.43
271.29,270.76,271.29,266.56
272.43,269.59,272.59,269.27
269.66,266.49,270.24,265.57
266.54,267.72,269.18,266.48
267.32,271.76,272.86,267.04
271.82,268.88,272.27,266.58
267.97,266.19,268.41,265.14
266.94,271.21,271.63,265.52
272.41,270.21,272.74,269.12
270.72,272.30,272.46,268.30
272.13,272.38,273.18,270.57
273.28,270.30,273.49,270.21
270.00,271.13,271.76,268.71
272.43,268.74,272.43,268.05
270.72,274.54,274.62,270.29
275.08,276.40,277.53,274.73
273.63,276.18,277.29,271.98
275.98,278.99,280.34,275.66
278.98,278.76,279.48,277.23
277.46,278.88,279.22,276.14
277.61,283.76,284.32,277.61
281.94,283.54,284.23,280.16
283.76,285.10,285.32,280.80
