UNXL,Uni-Pixel,NASDAQ
0.37,0.37,0.37,0.37
0.37,0.37,0.37,0.37
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.38,0.42,0.35
0.38,0.38,0.38,0.38
0.32,0.38,0.38,0.32
0.38,0.38,0.38,0.38
0.38,0.40,0.40,0.38
0.40,0.40,0.40,0.40
0.42,0.40,0.42,0.35
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.35,0.32,0.35,0.32
0.35,0.32,0.35,0.32
0.36,0.36,0.36,0.36
0.36,0.36,0.36,0.36
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.36,0.36,0.32
0.28,0.32,0.32,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.36,0.36,0.36,0.34
0.28,0.38,0.38,0.28
0.38,0.34,0.38,0.34
0.34,0.30,0.34,0.30
0.35,0.42,0.42,0.32
0.42,0.48,0.48,0.41
0.47,0.47,0.49,0.46
0.50,0.50,0.50,0.50
0.50,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.51,0.48,0.52,0.48
0.50,0.50,0.50,0.50
0.48,0.56,0.56,0.48
0.55,0.50,0.55,0.50
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.50
0.45,0.50,0.50,0.45
0.28,0.37,0.40,0.28
0.40,0.36,0.47,0.36
4.50,5.25,5.30,4.50
5.30,5.40,5.45,5.20
6.51,6.20,6.51,5.40
6.50,7.15,8.00,6.50
7.20,7.07,7.45,7.01
6.98,6.55,7.40,6.55
7.35,7.00,7.35,6.75
7.20,6.97,7.25,6.87
5.71,7.13,7.23,5.71
7.03,7.00,7.15,7.00
7.05,7.00,7.22,6.97
7.20,7.00,7.20,7.00
7.10,7.00,7.10,7.00
7.00,7.10,7.16,6.95
7.25,7.30,7.36,7.00
7.50,7.30,7.50,7.05
7.03,7.02,7.05,7.02
7.11,7.03,7.11,7.00
7.03,7.00,7.03,7.00
7.00,7.00,7.00,6.95
6.95,7.00,7.00,6.80
7.00,7.00,7.10,7.00
6.95,7.00,7.00,6.95
7.00,7.33,7.45,6.90
7.00,7.18,7.29,7.00
6.90,7.00,7.04,6.85
7.00,7.00,7.00,7.00
7.06,7.00,7.06,6.98
6.85,6.93,6.96,6.70
6.80,6.75,6.80,6.70
6.70,6.65,6.91,6.65
6.80,7.01,7.25,6.80
7.01,7.00,7.01,6.65
6.81,6.80,6.81,6.80
6.70,6.70,6.70,6.70
6.90,7.20,7.20,6.78
7.20,7.20,7.20,7.20
6.80,7.15,7.20,6.80
6.60,6.95,7.00,6.60
6.99,6.85,6.99,6.85
6.75,6.93,7.00,6.67
6.60,6.99,7.00,6.60
7.00,7.00,7.20,6.98
7.00,6.90,7.00,6.90
7.00,6.90,7.00,6.90
6.90,6.85,6.90,6.85
6.85,6.90,6.90,6.85
6.80,6.90,6.90,6.80
6.85,6.89,6.89,6.80
6.90,6.90,6.90,6.80
6.85,6.90,6.90,6.80
6.80,6.50,6.80,6.50
6.80,6.66,6.80,6.65
6.53,6.70,6.70,6.50
6.60,6.60,6.60,6.60
6.70,6.60,6.70,6.50
6.70,6.60,6.70,6.60
6.61,6.60,6.61,6.60
6.60,6.79,6.85,6.60
6.61,6.40,6.81,6.40
6.40,6.40,6.40,6.40
6.40,6.70,6.70,6.40
6.70,7.44,8.00,6.50
7.34,7.21,7.50,7.04
7.34,7.09,7.35,7.00
7.12,7.06,7.13,6.85
7.26,7.30,7.40,7.20
7.45,7.62,8.15,7.40
7.95,7.85,8.44,7.85
7.93,7.80,8.05,7.72
7.90,7.90,7.91,7.84
8.00,7.67,8.00,7.67
7.30,7.31,7.55,7.07
7.35,7.07,7.35,7.07
7.08,7.17,7.29,6.70
7.10,7.09,7.31,6.85
6.90,7.15,7.31,6.90
6.94,7.12,7.17,6.94
7.15,6.90,7.16,6.90
6.80,6.50,6.80,6.50
6.60,6.60,7.00,6.60
6.72,6.72,6.72,6.72
6.55,6.71,6.71,6.55
6.72,6.50,6.72,6.24
6.50,6.55,6.60,6.50
6.50,6.36,6.74,6.36
6.57,6.57,6.58,6.50
6.67,6.66,6.73,6.50
6.66,6.66,6.66,6.66
6.70,6.73,6.75,6.70
6.70,6.70,7.03,6.70
7.55,7.16,7.55,6.93
7.11,7.15,7.28,7.00
7.28,7.08,7.28,7.03
6.94,7.10,7.11,6.94
7.07,7.00,7.07,7.00
6.70,6.72,6.72,6.70
7.00,7.00,7.00,7.00
7.28,7.15,7.28,7.14
7.24,7.19,7.24,7.10
7.35,7.14,7.35,7.05
7.12,7.38,7.38,6.98
7.80,7.50,7.80,7.18
7.99,7.75,7.99,7.50
7.76,7.80,8.00,7.62
7.80,8.60,8.70,7.80
8.71,9.09,9.15,8.71
8.90,8.85,9.20,8.60
8.74,8.50,8.74,8.38
8.50,9.00,9.00,8.40
9.09,8.65,9.09,8.50
8.50,8.43,8.50,8.43
8.36,8.18,8.36,8.18
8.20,8.25,8.30,8.20
8.09,8.38,8.75,7.67
8.65,8.30,8.65,8.30
8.54,8.56,8.56,8.54
8.61,8.86,8.98,8.39
8.98,8.10,8.98,8.01
8.01,7.90,8.31,7.90
7.78,7.69,7.78,7.61
7.64,7.68,8.31,7.60
7.60,7.48,7.98,6.61
7.20,6.83,7.25,6.83
7.04,6.73,7.04,6.55
6.50,6.71,6.71,6.48
6.70,6.70,6.95,6.58
6.59,6.58,6.78,6.57
6.55,6.40,6.60,6.20
6.43,6.60,6.60,6.35
6.39,6.58,6.84,6.39
6.58,6.60,6.60,6.58
6.78,6.65,6.78,6.65
6.52,6.37,6.56,6.37
6.53,6.40,6.53,6.40
6.40,6.37,6.50,6.37
6.37,6.28,6.59,6.28
6.26,6.23,6.26,6.13
6.14,6.30,6.30,6.10
6.32,7.02,7.58,6.32
7.02,7.57,8.00,7.02
8.01,8.14,8.50,8.00
8.25,8.10,8.25,8.01
8.15,8.26,8.26,8.01
8.37,8.25,8.37,8.21
8.27,7.93,8.27,7.78
7.80,7.72,7.80,7.60
7.97,7.92,8.05,7.72
8.40,8.05,8.40,8.00
8.45,8.25,8.45,8.15
8.46,8.20,8.85,8.08
8.30,8.20,8.30,8.10
8.54,8.37,8.63,8.22
8.52,8.28,8.52,8.20
8.30,8.33,8.39,8.25
8.42,8.20,8.42,8.20
8.23,8.12,8.30,8.12
8.13,8.00,8.30,8.00
8.00,7.95,8.20,7.80
7.80,7.82,7.95,7.75
8.00,8.00,8.03,7.95
7.97,7.62,8.00,7.60
7.58,7.75,7.99,7.58
7.68,7.75,7.90,7.60
7.75,6.59,7.79,6.14
6.55,5.00,6.55,4.82
4.63,5.31,5.64,4.63
5.76,6.06,6.59,5.40
5.19,6.16,6.50,5.19
6.63,6.00,6.70,6.00
6.08,6.25,6.48,6.06
6.37,6.23,6.37,5.86
6.19,5.96,6.19,5.95
6.19,5.34,6.19,4.67
4.38,4.80,4.95,3.98
4.80,5.04,5.04,4.25
4.93,5.06,5.25,4.76
5.06,4.95,5.06,4.95
5.06,4.75,5.35,4.57
4.53,4.90,4.90,4.53
5.09,4.79,5.10,4.60
4.78,4.75,5.10,4.74
5.05,5.30,5.34,4.74
5.34,5.19,5.34,4.88
4.80,4.95,5.05,4.75
4.89,4.92,5.08,4.40
4.61,5.18,5.23,4.50
5.18,5.54,5.60,5.05
5.35,5.25,5.49,4.91
5.32,5.49,5.49,5.00
5.49,5.33,5.49,5.03
5.26,5.09,5.45,5.00
5.26,5.14,5.35,4.99
5.14,4.98,5.24,4.98
5.03,5.32,5.34,5.03
5.32,5.01,5.32,5.01
5.01,5.25,5.27,4.99
4.99,5.05,5.19,4.98
5.00,4.98,5.01,4.98
5.00,4.88,5.29,4.88
4.93,4.88,5.11,4.88
4.88,5.01,5.39,4.88
4.95,5.01,5.08,4.88
4.88,4.88,5.05,4.88
4.88,4.90,5.00,4.88
4.97,4.96,4.98,4.88
4.90,4.95,4.95,4.90
4.99,5.00,5.08,4.99
5.02,5.00,5.10,5.00
5.02,5.04,5.12,5.00
5.14,4.92,5.14,4.88
4.99,5.09,5.13,4.92
5.10,5.10,5.16,5.00
5.21,5.31,5.31,5.21
5.50,5.38,5.94,5.26
5.50,5.29,5.50,5.20
5.50,5.50,5.50,5.06
5.62,5.61,5.79,5.50
5.78,5.46,6.00,5.25
5.86,5.45,5.86,5.35
5.32,5.30,5.58,5.16
5.70,5.55,5.70,5.52
5.79,5.50,5.79,5.25
5.61,5.69,5.69,5.60
5.80,6.00,6.22,5.68
7.18,6.06,7.18,5.81
6.32,6.00,7.49,6.00
6.11,6.00,6.12,5.95
5.75,5.59,5.81,5.55
5.55,5.13,5.57,5.08
5.03,5.06,5.15,5.01
5.00,5.00,5.10,4.90
4.95,4.72,5.13,4.72
5.06,5.45,5.76,4.81
5.54,5.90,6.15,5.54
5.99,6.25,6.27,5.90
6.20,6.60,6.67,6.05
6.63,6.12,6.69,6.05
6.29,6.39,6.39,6.10
6.11,6.25,6.30,5.18
6.42,6.15,6.42,5.50
6.05,6.05,6.09,5.76
5.90,5.96,6.02,5.90
6.32,6.00,6.32,5.76
5.89,5.59,5.89,5.41
5.86,5.95,6.00,5.00
5.84,5.72,5.96,5.60
5.82,5.60,5.82,5.33
5.66,5.93,6.00,5.66
5.67,5.44,6.09,5.31
5.32,5.22,5.44,5.20
5.31,5.20,5.53,5.00
5.00,5.26,5.50,4.27
5.25,5.55,5.89,5.25
5.59,5.68,5.85,5.30
5.50,5.39,6.38,5.26
5.26,5.10,5.26,5.04
5.14,5.20,5.25,5.01
5.22,5.00,5.29,4.88
4.96,4.77,4.96,4.64
4.69,5.27,5.57,4.54
5.31,5.26,5.58,4.77
5.25,5.19,5.25,4.87
5.06,4.95,5.18,4.73
5.04,5.04,5.04,4.82
4.81,4.87,5.09,4.81
4.87,5.10,5.10,4.84
4.93,5.38,5.43,4.88
5.36,5.94,5.99,5.10
5.77,5.91,5.99,5.77
5.99,6.00,6.00,5.68
5.81,5.86,5.94,5.67
5.90,5.84,5.97,5.57
5.89,5.63,5.89,5.51
5.65,5.49,5.66,5.13
5.55,5.43,5.55,5.20
5.22,5.12,5.41,4.94
5.34,5.45,5.50,5.23
5.44,5.37,5.52,5.35
5.38,5.44,5.47,5.36
5.36,5.23,5.50,5.00
5.23,4.94,5.36,4.93
5.15,5.00,5.29,4.81
5.00,4.96,5.01,4.80
4.79,4.95,5.35,4.75
4.87,4.76,5.16,4.75
4.81,4.85,5.15,4.81
4.86,4.95,4.95,4.85
4.94,5.00,5.04,4.90
5.05,5.17,5.20,5.00
5.10,5.20,5.40,5.10
5.14,5.15,5.26,5.14
5.21,5.33,5.45,5.21
5.35,5.40,5.49,5.29
5.35,5.30,5.35,5.20
5.29,5.23,5.32,5.21
5.26,5.10,5.27,5.07
5.15,5.03,5.22,4.74
4.97,4.92,4.97,4.88
4.91,5.00,5.02,4.88
4.92,5.10,5.10,4.92
5.00,4.95,5.01,4.95
4.97,5.11,5.22,4.97
5.05,4.98,5.05,4.98
4.98,5.00,5.00,4.88
6.20,5.41,6.68,5.26
5.40,5.41,5.50,5.28
5.40,5.40,5.55,5.25
5.40,5.14,5.45,5.13
5.17,4.99,5.20,4.83
4.97,5.00,5.00,4.85
5.00,4.98,5.00,4.93
5.09,5.35,5.38,4.98
5.70,5.43,5.70,5.02
5.50,5.60,5.99,5.30
5.61,5.36,5.75,5.35
5.35,5.21,5.48,5.20
5.21,5.30,5.42,5.20
5.30,5.74,5.74,5.21
5.73,5.39,5.92,5.29
5.42,5.96,5.99,5.42
6.02,6.00,6.02,5.88
5.93,5.96,5.98,5.83
5.84,5.70,5.85,5.50
5.65,5.43,5.85,5.20
5.43,5.41,5.55,5.38
5.41,5.34,5.49,5.25
5.34,5.42,5.82,5.24
5.42,5.39,5.50,5.36
5.37,5.29,5.44,5.24
5.37,5.49,5.49,5.29
5.41,5.52,5.55,5.41
5.54,5.54,5.58,5.40
5.39,5.45,5.53,5.35
5.38,5.23,5.45,5.20
5.19,5.28,5.36,5.19
5.25,5.38,5.48,5.25
5.35,5.42,5.42,5.35
5.53,5.44,5.54,5.35
5.51,5.42,5.60,5.42
5.46,5.35,5.49,5.35
5.39,5.50,5.50,5.37
5.52,5.52,5.62,5.52
5.52,5.62,5.62,5.50
5.62,5.64,5.70,5.61
5.65,5.67,5.83,5.42
5.63,5.58,5.66,5.44
5.69,5.43,5.69,5.40
5.52,5.41,5.52,5.15
5.42,5.27,5.42,5.17
5.33,5.39,5.39,5.30
5.35,5.76,5.90,5.35
5.67,5.76,5.86,5.59
5.75,5.87,5.88,5.59
5.77,5.41,5.77,5.30
5.47,5.46,5.53,5.35
5.51,5.54,5.54,5.44
5.45,5.50,5.64,5.41
5.42,5.51,5.58,5.25
5.50,5.53,5.62,5.32
5.39,5.41,5.54,5.39
5.39,5.48,5.62,5.38
5.42,5.69,5.69,5.42
5.69,5.69,5.75,5.46
5.74,5.57,5.74,5.42
5.62,5.50,5.69,5.39
5.45,5.50,5.50,5.31
5.48,5.50,5.57,5.27
5.50,5.51,5.51,5.49
5.49,5.80,5.88,5.49
5.95,6.19,6.20,5.67
6.10,6.09,6.10,5.93
6.03,5.93,6.06,5.90
5.94,5.91,5.95,5.85
5.78,5.57,5.80,5.50
5.57,5.78,5.78,5.57
5.70,5.84,5.84,5.70
5.77,5.79,5.90,5.77
5.81,5.69,5.81,5.62
5.70,5.67,5.70,5.50
5.67,5.84,5.84,5.67
5.66,5.78,5.79,5.54
5.75,5.75,5.86,5.63
5.75,5.55,5.77,5.54
5.59,5.61,5.65,5.52
5.60,5.49,5.65,5.44
5.50,5.48,5.51,5.45
5.45,5.50,5.55,5.40
5.50,5.44,5.50,5.38
5.44,5.50,5.51,5.44
5.46,6.56,7.05,5.45
6.90,6.72,7.29,6.65
6.70,6.51,6.70,6.00
6.40,6.42,6.56,6.27
6.35,6.44,6.63,6.35
6.40,6.41,6.69,6.40
6.47,6.20,6.47,6.18
6.04,5.97,6.18,5.75
5.87,6.10,6.11,5.70
6.10,6.16,6.16,5.85
6.11,5.87,6.11,5.85
5.97,5.65,5.97,5.60
5.72,5.66,5.87,5.61
5.60,5.80,5.90,5.58
5.73,5.95,5.95,5.65
5.81,5.93,6.00,5.81
5.80,5.89,5.96,5.73
6.04,6.29,6.44,6.00
6.30,6.14,6.30,5.88
6.10,6.20,6.28,6.10
6.14,5.89,6.15,5.80
5.85,5.69,5.86,5.57
5.68,6.10,6.10,5.55
5.72,6.05,6.08,5.71
6.05,6.20,6.39,5.82
6.20,5.80,6.25,5.70
6.22,6.26,6.50,6.21
6.43,6.10,6.43,6.09
6.10,6.07,6.10,5.80
5.83,5.80,5.89,5.50
5.86,5.89,5.98,5.80
5.90,5.96,6.14,5.82
5.90,5.96,6.15,5.90
5.96,6.00,6.13,5.95
6.11,6.04,6.15,6.01
6.01,6.16,6.16,5.96
6.16,6.17,6.31,6.08
5.97,6.20,6.21,5.97
6.14,6.15,6.33,6.14
6.20,6.20,6.20,6.11
6.15,6.03,6.20,6.00
6.00,6.15,6.26,5.75
6.20,6.18,6.25,6.12
6.12,6.01,6.28,6.01
6.09,6.02,6.09,5.87
6.06,6.04,6.11,5.99
6.10,6.05,6.14,6.02
6.10,6.11,6.20,6.04
6.22,6.29,6.33,6.04
6.30,6.29,6.38,6.25
6.23,6.32,6.38,6.10
6.35,6.36,6.43,6.26
6.36,6.26,6.36,6.17
6.20,6.17,6.21,6.08
6.22,6.10,6.32,6.02
6.10,6.10,6.15,6.05
6.18,6.09,6.18,6.06
6.08,6.04,6.10,6.00
6.02,6.02,6.05,6.00
6.08,6.29,6.30,6.08
6.34,6.18,6.37,6.15
6.13,5.93,6.19,5.93
5.90,5.81,6.00,5.64
5.82,5.97,5.97,5.70
6.00,6.19,6.25,5.99
6.18,6.04,6.24,5.93
6.01,5.96,6.03,5.86
6.00,6.14,6.15,5.95
6.06,6.17,6.17,6.02
6.15,6.08,6.15,6.06
6.11,6.16,6.16,6.01
6.12,6.10,6.14,6.00
6.14,6.03,6.14,6.01
6.07,5.95,6.07,5.84
5.91,5.99,6.08,5.91
6.09,5.90,6.09,5.84
5.93,5.77,5.93,5.64
5.81,5.64,5.81,5.27
5.59,5.69,5.72,5.34
5.68,6.18,6.24,5.64
6.20,6.48,6.79,6.06
6.64,6.40,6.64,6.02
6.37,6.35,6.39,6.28
6.35,6.35,6.51,6.29
6.58,6.62,6.69,6.36
6.74,6.80,7.10,6.62
6.82,6.83,6.97,6.69
6.77,6.82,7.00,6.77
6.75,6.76,6.80,6.65
6.76,6.82,6.85,6.62
6.90,6.87,6.90,6.41
7.00,6.71,7.00,6.67
6.68,6.70,6.79,6.64
6.66,6.55,6.72,6.40
6.37,6.64,6.72,6.37
6.53,6.90,7.00,6.50
6.92,6.73,6.96,6.70
6.73,6.70,6.77,6.58
6.71,6.87,6.96,6.71
6.90,6.89,7.05,6.81
6.90,7.08,7.10,6.90
7.04,6.97,7.04,6.94
7.02,7.06,7.10,6.95
7.10,7.13,7.14,7.05
7.18,7.39,7.45,7.13
7.39,7.43,7.43,7.30
7.55,7.90,7.96,7.55
7.95,7.83,8.07,7.50
7.79,7.53,7.80,7.43
7.55,7.94,8.01,7.25
7.89,8.26,8.50,7.89
8.75,9.75,9.84,8.63
10.40,15.07,15.25,10.40
15.60,13.59,15.61,13.43
13.41,14.83,14.83,12.88
14.92,15.39,16.33,13.86
15.40,13.89,16.00,13.66
13.85,13.89,14.70,13.67
13.69,13.82,14.63,13.25
13.73,13.30,14.25,13.10
12.95,10.94,13.03,10.71
10.80,10.32,11.60,10.24
11.43,11.14,11.48,10.72
11.00,10.56,11.15,10.51
10.98,10.77,10.98,10.25
10.86,10.83,10.99,10.53
10.72,13.69,14.19,10.69
14.37,13.64,15.74,13.59
13.70,14.10,15.15,13.35
14.50,16.95,17.03,14.24
17.51,19.03,19.67,17.09
18.25,16.75,18.60,16.40
16.95,17.62,18.22,16.52
17.35,15.36,18.42,14.50
15.01,17.19,17.22,15.01
17.36,17.01,17.83,16.50
16.94,16.35,17.20,16.06
16.07,17.77,18.35,16.07
17.48,16.18,17.49,15.63
15.61,15.66,16.95,15.29
15.86,15.28,16.90,15.04
15.51,14.42,15.75,13.99
14.67,13.97,14.67,13.33
13.89,14.67,14.90,13.50
14.55,13.33,14.55,12.53
13.35,13.18,13.76,12.80
13.18,13.11,13.50,12.85
12.93,13.41,13.42,12.91
13.41,13.42,13.65,12.92
13.47,13.83,15.84,13.40
14.29,15.40,15.58,13.92
15.90,15.52,16.80,15.49
15.90,16.20,16.35,15.50
16.20,15.03,16.39,14.80
16.20,17.18,17.87,15.50
17.01,16.65,18.11,16.40
16.95,17.22,17.43,16.60
17.45,18.57,18.87,16.72
18.50,19.65,19.76,18.10
21.45,21.10,22.38,19.97
21.00,19.69,21.43,19.00
19.26,18.58,19.31,18.40
18.89,19.61,19.75,18.71
19.99,19.69,20.24,18.50
19.95,18.80,19.95,18.40
21.75,22.80,24.93,21.65
23.30,23.60,25.00,22.21
23.00,21.97,23.10,20.81
21.00,23.91,24.10,20.58
24.34,25.27,25.79,23.95
25.67,25.70,26.00,23.62
25.39,26.35,28.00,25.00
26.60,27.00,27.34,25.75
27.61,28.69,29.32,27.00
29.50,27.80,29.90,27.32
27.61,26.91,27.96,26.04
27.49,27.45,27.76,26.35
28.00,27.97,28.85,26.67
27.55,27.69,28.66,27.22
27.59,28.20,28.45,27.31
28.50,30.52,30.70,28.44
30.19,31.20,33.91,29.20
32.40,29.49,32.89,28.10
29.80,29.72,30.60,28.18
30.00,31.11,31.67,29.74
31.24,32.28,32.71,30.30
31.75,30.65,33.24,30.50
30.50,25.01,31.40,24.78
24.54,22.85,25.27,21.76
24.93,27.22,28.60,24.80
27.35,27.96,28.28,26.26
27.00,27.00,27.63,26.50
31.00,26.85,31.30,26.75
28.26,27.09,28.37,26.30
27.20,29.87,30.40,26.70
29.52,29.35,30.82,29.23
30.39,31.14,32.00,29.52
31.50,32.00,33.00,30.74
32.56,37.27,38.31,32.56
38.70,38.07,41.42,37.24
35.25,32.35,36.25,32.05
32.45,34.05,34.75,31.98
34.44,35.67,36.08,33.65
36.74,34.45,36.98,33.05
34.28,35.17,35.50,33.63
35.19,37.55,38.34,34.67
38.01,38.70,39.70,38.00
40.29,36.20,40.88,35.77
36.80,35.55,36.90,34.44
34.00,33.22,34.44,32.57
34.22,34.31,35.47,33.63
34.69,35.34,35.59,34.32
35.18,35.39,36.25,35.00
35.33,35.95,36.93,35.00
35.91,34.89,36.31,34.25
34.60,34.48,35.09,33.14
34.87,34.75,35.49,33.94
33.30,34.13,34.99,32.79
34.21,33.92,34.81,33.61
33.95,35.17,36.40,33.83
35.55,36.74,37.43,35.14
37.44,27.19,37.44,26.80
28.00,25.95,30.18,25.33
26.08,23.47,26.47,22.07
24.02,23.18,25.55,22.77
22.30,22.35,23.87,21.56
22.09,23.94,24.10,21.75
24.29,21.10,25.05,20.85
20.52,19.44,21.48,18.92
19.27,19.78,20.90,19.15
19.15,15.21,19.85,15.11
15.50,16.31,17.10,14.31
17.20,16.57,17.93,16.41
16.76,16.43,16.81,15.55
16.36,16.92,17.30,16.26
17.04,18.14,18.67,17.04
18.11,16.30,18.20,15.62
16.20,16.30,17.00,15.76
16.39,14.69,16.60,14.43
14.47,14.19,14.77,13.68
14.70,15.76,16.03,14.50
16.20,15.93,16.50,15.35
15.72,16.07,16.20,15.66
17.00,15.59,17.31,15.35
15.33,14.33,15.35,14.21
