DNBF,DNB Financial Corp - Common Stock,NASDAQ
6.97,6.81,6.97,6.71
6.76,6.76,6.76,6.76
6.98,6.70,6.99,6.70
6.75,6.82,6.82,6.75
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
6.85,6.99,6.99,6.67
6.95,6.98,6.98,6.95
6.98,6.98,6.98,6.98
6.75,6.75,6.75,6.75
6.76,6.85,6.85,6.75
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.95,6.99,6.99,6.85
7.00,7.03,7.03,7.00
7.03,6.85,7.03,6.85
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
6.85,7.25,7.25,6.85
7.25,7.25,7.25,7.25
7.20,7.47,7.50,7.20
7.47,7.47,7.47,7.47
6.79,6.76,6.79,6.76
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.93,6.92,6.93,6.92
6.95,6.95,6.95,6.95
6.96,6.96,6.96,6.96
6.95,6.95,6.95,6.95
6.95,6.95,6.95,6.95
6.92,6.92,6.92,6.82
6.80,6.80,6.80,6.80
6.93,6.90,6.93,6.90
6.88,6.88,6.88,6.88
6.93,7.00,7.00,6.93
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.01,7.00,7.01,7.00
7.00,7.00,7.00,7.00
7.03,7.03,7.03,7.03
7.01,7.06,7.33,7.00
7.06,7.06,7.06,7.06
7.02,7.05,7.05,7.00
7.05,7.05,7.05,7.00
7.10,7.05,7.13,7.05
7.05,7.00,7.05,7.00
7.05,7.00,7.64,7.00
7.34,7.34,7.34,7.34
7.30,7.00,7.30,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.23,7.25,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.25,7.25,7.25,7.25
7.25,7.18,7.25,7.18
7.64,7.64,7.64,7.64
7.50,7.64,7.64,7.05
7.64,7.64,7.64,7.64
7.64,7.64,7.64,7.64
7.64,7.64,7.64,7.64
7.64,7.64,7.64,7.64
7.26,7.10,7.26,7.10
7.10,7.10,7.10,7.10
7.15,7.14,7.15,7.12
7.48,7.48,7.48,7.48
7.48,7.48,7.48,7.48
7.16,7.15,7.18,7.12
7.15,7.15,7.15,7.15
7.15,7.15,7.15,7.15
7.49,8.80,8.80,7.49
8.26,8.04,8.69,8.04
8.04,8.04,8.04,8.04
8.04,8.04,8.04,8.04
8.04,8.04,8.04,8.04
8.04,8.04,8.04,8.04
8.00,7.85,8.11,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
8.02,8.03,8.03,8.02
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.81,7.81,7.81,7.81
7.81,7.81,7.81,7.81
8.01,7.75,8.01,7.75
7.75,7.75,7.75,7.75
8.04,8.18,8.18,8.04
8.18,8.18,8.18,8.18
8.18,8.18,8.18,8.18
8.69,9.10,9.46,8.69
8.90,8.16,8.90,8.03
8.50,8.25,8.50,8.15
8.24,8.25,8.25,8.24
8.31,8.39,8.87,8.10
8.39,8.39,8.39,8.39
8.39,8.39,8.39,8.39
8.39,8.39,8.39,8.39
8.18,8.25,8.25,8.18
8.17,8.17,8.17,8.17
8.64,8.20,8.64,8.20
8.21,8.20,8.21,8.19
8.11,8.11,8.11,8.11
8.11,8.00,8.11,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.10,8.10,8.10,8.10
8.15,8.15,8.15,8.15
8.28,8.28,8.28,8.28
8.30,8.28,8.34,8.28
8.28,8.20,8.28,8.10
8.22,8.20,8.22,8.20
8.22,8.21,8.22,8.21
8.21,8.21,8.21,8.21
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.30,8.31,8.31,8.22
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.40,8.90,8.90,8.40
9.00,8.50,9.00,8.50
8.50,8.50,9.00,8.50
8.55,8.50,8.55,8.50
8.50,8.99,9.00,8.50
8.50,8.50,8.50,8.50
8.76,8.76,8.76,8.76
8.78,8.78,8.78,8.78
8.78,8.78,8.78,8.78
9.00,9.00,9.00,9.00
9.48,9.50,9.50,9.48
9.35,9.39,9.39,9.35
9.96,10.50,10.50,9.93
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,9.50,10.50,9.50
10.24,11.00,11.32,10.24
11.00,11.00,11.00,11.00
10.46,10.87,10.87,10.05
10.86,10.86,10.86,10.86
10.02,11.00,11.19,10.02
10.55,10.55,10.55,10.55
10.55,10.55,10.55,10.55
10.55,10.55,10.55,10.55
10.58,10.06,10.58,10.02
10.06,10.06,10.06,10.06
10.06,10.06,10.06,10.06
10.10,10.30,10.30,10.10
10.36,10.39,10.39,10.36
10.72,10.72,10.72,10.72
10.80,10.87,10.90,10.80
10.50,10.00,10.50,10.00
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.75,10.93,10.96,10.24
10.70,10.70,10.70,10.70
10.70,11.01,11.01,10.70
10.55,10.55,10.55,10.55
10.54,10.51,10.54,10.51
10.60,10.60,10.61,10.60
10.29,10.25,10.60,10.25
10.94,10.96,10.96,10.94
11.30,11.20,11.30,10.95
11.20,11.20,11.20,11.20
11.20,11.00,11.20,11.00
10.31,10.79,10.79,10.30
11.20,11.15,11.20,11.00
10.32,10.81,10.81,10.32
10.81,10.81,10.81,10.81
10.73,10.70,10.75,10.70
10.70,10.70,10.70,10.70
10.70,10.70,10.70,10.70
10.58,10.56,10.58,10.56
10.56,10.56,10.56,10.56
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.37,10.37,10.37,10.37
10.37,10.37,10.37,10.37
10.50,10.40,10.50,10.40
10.23,10.21,10.23,9.91
10.20,10.24,10.24,10.20
10.19,11.09,11.09,10.19
9.69,9.92,9.92,9.69
9.80,9.94,9.94,9.80
10.10,10.10,10.10,10.10
10.10,10.10,10.10,10.10
9.80,9.55,9.81,9.55
10.05,10.05,10.05,10.05
9.61,10.05,10.05,9.61
10.05,10.05,10.05,10.05
9.72,9.72,9.72,9.72
9.75,9.70,9.75,9.70
9.70,9.05,9.70,9.02
9.07,9.05,9.10,9.04
8.99,9.00,9.00,8.99
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.20,9.20,9.20,9.20
8.80,8.80,8.80,8.80
8.80,9.00,9.00,8.80
8.99,9.01,9.27,8.80
8.80,9.00,9.01,8.80
8.97,8.97,8.97,8.97
8.83,9.15,9.34,8.70
9.15,9.15,9.15,9.15
9.01,9.03,9.08,9.01
9.28,9.24,9.30,9.24
9.25,9.74,9.92,9.25
10.25,9.90,10.25,9.63
9.90,9.72,9.90,9.65
9.66,9.77,9.77,9.65
9.80,9.80,9.80,9.80
10.03,10.05,10.05,10.03
10.29,10.05,10.98,10.05
10.77,10.75,11.00,10.70
10.53,10.35,10.53,10.35
10.56,10.56,10.56,10.56
10.62,10.62,10.62,10.62
10.64,10.65,10.83,10.64
10.65,10.65,10.65,10.65
10.50,10.50,10.50,10.50
10.98,10.50,11.10,10.50
10.50,10.50,10.50,10.50
10.50,10.55,10.55,10.50
10.31,10.51,10.51,10.31
10.34,10.42,10.42,10.31
10.42,10.42,10.42,10.42
10.88,10.35,10.88,10.35
10.35,10.35,10.35,10.35
10.35,10.35,10.35,10.35
10.35,10.35,10.35,10.35
10.35,10.35,10.35,10.35
10.40,10.40,10.40,10.38
10.40,10.40,10.40,10.40
10.15,10.20,10.20,10.12
10.20,10.20,10.20,10.20
10.20,10.20,10.20,10.20
9.85,9.85,9.85,9.85
9.78,9.35,9.78,9.35
10.13,9.60,10.17,9.32
9.36,9.36,9.36,9.36
10.20,9.52,10.20,9.40
9.35,9.35,9.39,9.35
9.40,9.90,9.92,9.40
9.87,9.60,9.87,9.60
9.44,9.78,9.79,9.44
9.78,9.78,9.78,9.78
9.86,9.86,10.15,9.83
10.01,10.01,10.01,10.01
9.61,9.58,9.61,9.34
9.99,9.57,9.99,9.50
10.00,10.00,10.00,10.00
9.71,9.82,9.82,9.71
9.50,9.53,9.53,9.50
9.53,10.00,10.00,9.41
10.00,10.00,10.00,10.00
10.04,9.97,10.04,9.97
9.97,9.97,9.97,9.97
9.97,9.97,9.97,9.97
9.85,9.85,9.85,9.85
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.58,9.69,9.69,9.58
9.69,9.69,9.69,9.69
9.59,9.59,9.59,9.59
9.63,9.63,9.63,9.63
9.63,9.63,9.63,9.63
9.98,10.60,10.61,9.98
10.07,10.20,10.35,10.07
10.20,10.20,10.30,10.20
10.40,10.60,10.60,10.40
10.54,10.45,10.55,10.45
10.45,10.45,10.45,10.45
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.58,10.41,11.00,10.28
10.41,10.41,10.41,10.41
10.32,10.32,10.32,10.32
10.32,10.45,10.45,10.32
10.05,10.00,10.09,9.95
10.00,10.00,10.00,9.99
9.73,9.70,9.73,9.70
9.71,10.00,10.00,9.71
9.78,10.00,10.00,9.70
10.00,10.00,10.00,10.00
9.77,10.00,10.00,9.75
10.22,10.22,10.22,10.22
10.02,10.00,10.10,10.00
10.03,9.70,10.03,9.70
9.70,9.70,9.70,9.70
9.70,9.70,9.70,9.70
10.04,9.89,10.07,9.75
9.75,9.97,9.97,9.75
9.97,9.97,9.97,9.97
9.97,9.85,10.00,9.85
9.85,9.85,9.85,9.85
10.40,10.45,10.45,10.40
10.30,10.30,10.30,10.30
10.20,10.20,10.20,10.20
10.12,10.06,10.12,10.06
10.06,10.06,10.06,10.06
9.70,9.70,9.70,9.70
9.67,9.70,9.70,9.67
9.70,9.70,9.70,9.70
9.70,9.70,9.70,9.70
9.25,9.30,9.30,9.25
9.50,10.00,10.00,9.50
9.33,9.31,9.36,9.31
9.53,9.60,9.60,9.53
9.55,9.55,9.55,9.55
9.95,9.70,9.95,9.70
9.65,9.65,9.65,9.65
9.65,9.65,9.65,9.65
9.57,9.57,9.57,9.57
9.57,9.57,9.57,9.57
9.57,9.57,9.57,9.57
9.57,9.57,9.57,9.57
9.57,9.57,9.57,9.57
9.57,9.57,9.57,9.57
9.61,9.90,9.94,9.57
9.90,9.90,9.90,9.90
9.80,9.80,9.80,9.80
9.80,9.80,9.80,9.80
9.80,9.80,9.80,9.80
9.80,9.80,9.80,9.80
9.78,9.80,9.80,9.78
9.61,9.70,9.75,9.53
9.75,9.90,9.90,9.75
9.90,9.90,9.90,9.90
9.83,9.85,9.85,9.83
9.77,9.77,9.77,9.77
9.77,9.75,9.77,9.75
9.94,10.10,10.10,9.94
10.03,9.99,10.03,9.99
9.99,9.99,9.99,9.90
9.84,9.85,9.85,9.84
10.00,10.09,11.14,9.97
9.88,9.88,9.88,9.88
10.03,10.03,10.03,10.03
9.95,9.95,9.95,9.95
9.98,10.00,11.25,9.95
10.00,10.00,10.00,10.00
9.80,9.80,9.80,9.80
11.20,10.76,11.20,10.75
10.99,10.67,10.99,10.67
10.67,10.67,10.67,10.67
11.24,10.50,11.24,10.47
10.85,10.75,10.86,10.65
10.82,10.82,10.82,10.82
10.75,10.75,10.77,10.75
10.76,10.75,10.76,10.75
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.59,10.15,10.59,10.15
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
9.95,9.95,9.95,9.95
10.40,10.05,10.40,10.00
10.06,10.06,10.06,10.06
10.06,10.06,10.06,10.06
10.00,10.10,10.10,10.00
10.10,10.10,10.10,10.10
10.48,10.50,10.50,10.48
10.45,10.38,10.45,10.38
10.38,10.38,10.38,10.38
10.38,10.38,10.38,10.38
10.29,10.47,10.69,7.13
10.47,10.47,10.47,10.47
10.05,10.40,10.40,10.05
10.40,10.25,10.40,10.25
10.25,10.25,10.40,10.24
10.39,10.10,10.39,10.10
10.52,10.50,10.52,10.35
10.31,10.33,10.61,10.31
10.54,10.40,10.54,10.40
10.51,10.73,10.73,10.51
10.73,10.73,10.73,10.73
10.73,10.25,10.73,10.25
10.55,10.90,10.90,10.52
10.68,10.68,10.68,10.68
10.90,10.70,10.90,10.70
10.75,10.75,10.75,10.75
10.90,10.90,10.90,10.90
11.10,11.10,11.10,11.10
11.10,11.10,11.10,11.10
10.68,10.68,10.68,10.68
10.68,10.68,10.68,10.68
10.68,10.68,10.68,10.68
11.22,10.75,11.22,10.75
10.75,10.75,10.75,10.75
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.15,11.15,11.15,11.15
11.15,11.50,11.52,11.15
11.50,11.50,11.50,11.50
11.35,11.50,11.50,11.30
11.50,11.50,11.50,11.50
12.00,12.00,12.00,12.00
12.00,12.50,12.50,11.50
12.50,12.50,12.50,12.50
12.50,12.45,12.50,12.45
12.47,12.50,12.50,12.47
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
11.85,12.49,12.49,11.85
12.49,12.49,12.49,12.49
12.26,12.26,12.26,12.26
12.20,12.09,12.20,11.60
12.22,12.25,12.25,12.22
12.25,12.25,12.25,12.25
12.45,12.45,12.45,12.45
12.49,12.50,12.50,12.49
12.50,12.50,12.50,12.50
12.50,13.00,13.00,12.50
12.63,13.51,13.51,12.47
14.00,13.96,14.15,13.96
12.53,12.25,12.53,12.13
12.95,13.86,13.97,12.95
13.11,13.88,13.89,12.04
12.36,13.60,13.89,12.36
13.84,13.84,13.84,13.84
14.00,13.84,14.00,13.75
13.74,13.70,13.74,13.50
14.00,14.00,14.00,14.00
13.68,13.70,13.75,13.65
14.00,13.08,14.00,13.00
13.08,13.08,13.08,13.08
13.99,13.98,13.99,13.94
13.75,14.00,14.00,13.75
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
13.62,13.61,13.62,13.61
13.65,13.96,13.96,13.65
13.96,13.96,13.96,13.96
13.96,13.96,13.96,13.96
13.96,13.96,13.96,13.96
13.90,13.86,14.15,13.86
13.90,13.86,13.90,13.86
13.86,13.86,13.86,13.86
14.23,14.23,14.23,14.23
14.23,14.23,14.23,14.23
13.91,14.25,14.25,13.91
13.92,13.92,13.92,13.92
13.92,13.92,13.92,13.92
13.96,14.02,14.25,13.96
13.93,13.91,13.93,13.91
13.84,13.63,13.84,13.40
13.63,13.63,13.63,13.63
13.78,13.84,14.00,13.71
13.62,13.95,14.19,13.59
13.95,13.95,13.95,13.95
13.95,13.95,13.95,13.95
13.95,14.00,14.00,13.95
13.98,13.95,13.98,13.95
13.95,13.95,13.95,13.95
13.95,13.95,13.95,13.95
13.95,13.95,13.95,13.95
13.95,13.95,13.95,13.95
13.95,13.95,13.95,13.95
14.18,14.00,14.18,14.00
13.88,13.88,13.88,13.88
13.71,13.71,13.71,13.71
13.73,13.73,13.73,13.73
13.73,13.73,13.73,13.73
13.70,13.75,13.75,13.70
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.60,14.00,14.00,13.60
13.98,14.00,14.00,13.98
13.33,13.30,13.33,13.30
13.77,13.77,13.77,13.77
13.56,13.55,13.56,13.29
13.55,13.55,13.55,13.55
13.90,13.47,13.90,13.25
13.53,13.53,13.53,13.53
13.43,13.20,13.45,13.00
13.30,13.27,13.30,13.25
13.30,13.32,13.32,13.30
13.30,13.30,13.30,13.30
13.29,13.75,13.75,13.29
13.27,13.65,13.65,13.23
13.68,13.68,13.68,13.68
13.51,13.30,13.73,13.30
13.30,13.30,13.30,13.30
13.46,13.46,13.46,13.46
13.46,13.46,13.46,13.46
13.46,13.46,13.46,13.46
13.47,13.47,13.47,13.47
13.47,13.47,13.47,13.47
13.47,13.47,13.47,13.47
13.83,13.40,13.83,13.40
13.79,13.75,13.85,13.59
13.61,13.61,13.61,13.61
13.61,13.61,13.61,13.61
13.61,13.61,13.61,13.61
13.45,13.75,13.75,13.45
13.74,13.30,13.74,13.26
13.43,13.43,13.43,13.41
13.26,13.25,13.26,13.25
13.25,13.25,13.25,13.25
13.48,13.50,13.50,13.48
13.50,13.50,13.50,13.49
13.50,13.50,13.50,13.50
13.35,13.35,13.35,13.35
13.21,13.21,13.21,13.21
13.21,13.21,13.21,13.21
13.21,13.21,13.21,13.21
13.21,13.21,13.21,13.21
13.22,13.22,13.25,13.20
13.22,13.22,13.22,13.22
13.48,13.48,13.48,13.48
13.48,13.48,13.48,13.48
13.48,13.48,13.48,13.48
13.48,13.48,13.48,13.48
13.48,13.48,13.48,13.48
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.44,13.75,13.75,13.01
13.75,13.75,13.75,13.75
13.50,13.75,13.75,13.30
13.90,13.90,13.90,13.90
13.75,13.75,13.75,13.75
13.80,13.80,13.80,13.80
13.80,13.80,13.80,13.80
13.80,13.83,13.84,13.80
13.71,13.71,13.71,13.71
13.71,13.71,13.71,13.71
13.89,14.00,14.00,13.89
14.00,14.00,14.00,14.00
14.00,14.02,14.05,14.00
14.08,14.18,14.18,14.08
13.59,13.59,13.59,13.59
13.77,13.76,13.77,13.75
14.00,14.24,14.25,14.00
14.20,14.25,14.25,14.20
14.25,14.50,14.50,14.25
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.57,14.55,14.57,14.51
14.63,14.60,14.63,14.48
14.52,14.50,14.52,14.50
14.97,14.66,15.00,14.37
14.50,14.50,14.50,14.50
14.53,14.50,14.53,14.50
14.96,15.00,15.00,14.96
14.88,15.00,15.00,14.88
15.10,15.10,15.10,13.60
15.04,15.04,15.04,15.04
15.04,15.04,15.04,15.04
15.04,15.04,15.04,15.04
15.25,15.20,15.25,15.00
15.00,15.00,15.00,15.00
15.01,15.01,15.01,15.01
15.00,15.20,15.20,15.00
15.18,15.90,15.90,15.18
16.00,16.00,16.74,16.00
16.20,16.20,16.20,16.20
16.02,16.45,16.45,16.02
16.45,16.45,16.45,16.45
16.27,16.25,16.30,16.25
16.25,16.25,16.25,16.25
16.25,16.25,16.25,16.25
16.25,16.25,16.25,16.25
16.25,15.50,16.25,15.42
15.51,15.75,15.75,15.51
15.37,15.75,15.75,15.35
15.79,15.80,15.85,15.75
15.85,15.85,15.85,15.85
15.97,16.00,16.00,15.95
15.00,16.00,16.75,15.00
15.90,15.95,15.95,15.90
15.91,15.91,15.91,15.91
15.91,15.91,15.91,15.91
15.91,15.91,15.91,15.91
15.91,15.91,15.91,15.91
15.91,15.91,15.91,15.91
15.91,15.91,15.91,15.91
15.05,15.60,15.60,14.55
15.64,15.53,15.64,15.53
15.59,15.59,15.59,15.59
15.68,15.68,15.68,15.68
15.68,15.68,15.68,15.68
15.75,15.75,15.75,15.75
15.50,15.50,15.50,15.13
15.66,16.02,16.02,15.66
16.02,16.02,16.02,16.02
16.02,16.02,16.02,16.02
16.02,16.02,16.02,16.02
16.02,16.02,16.02,16.02
16.02,16.02,16.02,16.02
16.02,16.02,16.02,16.02
16.02,16.02,16.02,16.02
16.25,16.00,16.30,16.00
16.00,16.00,16.00,16.00
15.01,16.00,16.00,15.01
16.00,16.00,16.00,16.00
15.34,15.57,15.57,15.23
15.75,15.90,15.90,15.70
15.43,15.43,15.43,15.43
15.43,15.43,15.43,15.43
15.43,15.43,15.43,15.43
15.21,15.15,15.21,15.00
15.10,15.30,15.40,15.10
15.24,15.24,15.24,15.24
15.93,15.45,16.00,15.11
15.59,15.90,15.97,15.59
15.83,15.91,16.00,15.83
15.95,15.90,16.25,15.90
15.80,15.80,15.80,15.80
15.27,15.70,15.90,15.27
16.68,16.68,16.68,16.68
16.43,15.80,16.43,15.10
15.35,15.43,15.65,15.25
16.51,15.60,16.51,15.60
15.50,15.62,15.62,15.41
15.58,15.35,15.66,15.35
15.60,15.56,15.90,15.54
15.56,15.56,15.56,15.56
15.32,15.31,15.93,15.25
15.90,15.51,15.93,15.51
15.51,15.51,15.51,15.51
15.51,15.51,15.51,15.51
15.31,15.00,15.31,14.99
14.87,15.07,15.50,14.87
15.50,15.50,15.50,15.50
15.51,15.80,15.98,15.23
15.78,15.92,15.92,15.16
15.92,15.92,15.92,15.92
15.49,15.19,15.49,15.19
15.19,15.43,15.71,15.19
15.93,15.85,15.93,15.44
15.86,15.86,15.86,15.86
16.00,16.60,16.60,15.97
16.55,16.75,16.75,16.55
16.74,16.40,16.75,16.04
16.62,16.62,16.62,16.62
16.25,16.27,16.27,16.25
16.27,16.27,16.27,16.27
16.70,16.70,16.70,16.70
16.68,15.55,16.68,15.36
15.75,15.90,15.90,15.75
15.90,16.19,16.19,15.90
16.18,16.05,16.20,16.05
16.18,16.21,16.42,16.18
16.21,16.45,16.45,16.21
16.45,16.45,16.45,16.45
16.49,16.49,16.49,16.49
16.36,16.40,16.75,16.36
16.50,16.48,16.50,16.42
16.48,16.48,16.48,16.48
16.60,16.60,16.60,16.60
16.67,16.60,16.67,16.60
16.60,16.60,16.60,16.60
16.60,16.60,16.75,16.60
16.60,16.60,16.60,16.60
16.60,16.60,16.60,16.60
16.75,17.00,17.00,16.75
16.63,16.80,16.80,16.63
16.98,16.98,16.98,16.98
16.66,16.66,16.66,16.66
16.71,16.75,16.75,16.71
16.71,16.73,16.73,16.70
16.73,16.73,16.73,16.73
16.67,16.65,16.73,16.65
16.61,16.80,16.80,16.50
16.78,16.78,16.78,16.78
16.78,16.78,16.78,16.78
16.66,16.66,16.66,16.66
16.60,16.60,16.60,16.60
16.61,16.61,16.61,16.61
16.60,16.60,16.70,16.60
16.60,16.60,16.60,16.60
16.65,16.65,16.65,16.65
16.75,16.74,16.75,16.70
16.80,16.80,16.80,16.80
16.78,16.65,16.78,16.65
16.68,16.60,16.68,16.60
16.60,16.60,16.60,16.60
16.60,16.60,16.60,16.60
16.80,16.80,16.80,16.80
16.80,16.75,16.80,16.60
16.75,16.75,16.75,16.75
16.75,16.75,16.75,16.75
16.60,16.75,16.75,16.43
16.80,16.80,16.80,16.80
16.80,16.90,17.00,16.80
16.90,16.90,16.93,16.90
16.75,16.91,16.94,16.75
16.91,16.91,16.91,16.91
16.65,17.25,17.25,16.65
17.20,17.20,17.20,17.20
17.22,17.22,17.22,17.22
17.25,17.30,17.35,17.22
17.22,17.35,17.35,16.87
17.35,17.00,17.35,17.00
17.03,17.00,17.03,17.00
17.06,17.06,17.06,17.06
17.06,17.06,17.06,17.06
17.06,17.06,17.06,17.06
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
16.90,16.90,16.90,16.90
17.00,16.90,17.01,16.90
17.06,17.05,17.06,17.05
17.00,16.90,17.00,16.40
17.00,17.35,17.35,16.95
16.90,16.90,17.35,16.90
17.15,16.92,17.15,16.92
16.90,16.90,16.90,16.90
16.88,17.00,17.00,16.88
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.35,17.35,17.00
17.00,17.04,17.04,17.00
17.35,17.35,17.35,17.35
17.27,17.35,17.35,17.27
17.35,17.35,17.35,17.35
17.35,17.35,17.35,17.31
16.96,16.96,16.96,16.96
17.03,17.00,17.03,17.00
17.25,17.38,17.38,17.25
17.25,17.00,17.25,17.00
16.97,16.97,16.97,16.97
17.26,17.25,17.50,17.25
17.25,17.25,17.25,17.25
17.47,17.50,17.50,17.47
17.59,16.90,17.59,16.90
17.52,17.25,17.52,17.25
17.23,17.23,17.25,17.00
17.16,17.06,17.16,17.06
17.15,17.15,17.15,17.15
17.20,17.20,17.20,17.20
17.02,17.25,17.25,17.00
17.26,17.25,17.26,17.25
17.25,17.24,17.25,17.22
17.30,17.27,17.53,16.90
17.35,17.25,17.35,17.25
17.33,17.25,17.33,17.13
17.25,17.30,17.35,17.25
