DNBF,DNB Financial Corp - Common Stock,NASDAQ
27.00,28.60,29.00,26.80
28.40,28.30,28.40,28.25
28.26,28.30,28.30,26.53
29.00,28.10,29.00,27.70
27.80,26.90,28.43,26.85
27.30,27.25,28.00,26.65
27.25,27.95,28.00,27.25
27.15,27.30,27.65,26.25
27.45,26.45,27.50,26.45
26.55,28.00,28.00,26.55
26.90,28.00,28.10,26.90
27.60,28.00,28.05,27.50
28.45,28.10,28.45,28.10
28.95,28.95,28.95,28.95
28.55,28.35,28.75,28.00
28.35,28.15,28.35,28.00
28.00,28.30,28.30,28.00
28.07,28.40,28.40,28.00
28.25,28.06,28.30,28.00
28.05,28.25,28.55,28.00
28.35,28.90,28.90,28.00
28.97,29.00,29.00,28.25
27.35,28.75,28.75,27.10
28.52,28.80,28.80,28.00
28.30,28.40,28.40,28.20
28.05,28.90,28.90,28.05
29.00,28.80,29.00,28.80
