MLSS,Milestone Scientific,NASDAQ
1.55,2.10,2.15,1.55
1.90,1.65,2.05,1.55
1.65,1.70,1.70,1.60
1.60,1.70,1.80,1.50
1.65,1.71,1.73,1.65
1.72,1.80,1.80,1.65
1.70,1.65,1.70,1.60
1.40,1.30,1.40,1.29
1.35,1.30,1.40,1.30
1.50,1.40,1.50,1.30
1.40,1.40,1.45,1.35
1.45,1.40,1.50,1.40
1.40,1.30,1.45,1.30
1.35,1.35,1.44,1.35
1.40,1.35,1.45,1.35
1.40,1.40,1.45,1.35
1.40,1.40,1.43,1.35
1.35,1.30,1.40,1.25
1.35,1.35,1.40,1.30
1.25,1.30,1.32,1.25
1.30,1.25,1.35,1.20
1.20,1.25,1.30,1.20
1.30,1.25,1.30,1.25
1.30,1.25,1.30,1.25
1.25,1.25,1.30,1.25
1.25,1.35,1.40,1.25
