HBP,Huttig Building Products,NASDAQ
6.27,6.38,6.45,6.27
6.42,6.36,6.42,6.27
6.40,6.40,6.42,6.33
6.40,6.29,6.40,6.19
6.30,6.31,6.43,6.18
6.33,6.41,6.45,6.33
6.35,6.51,6.69,6.20
6.56,6.38,6.58,6.34
6.40,6.75,6.85,6.38
6.73,6.86,6.93,6.63
6.78,6.86,6.95,6.77
6.84,6.62,6.92,6.52
6.64,6.78,6.81,6.50
6.73,6.54,6.79,6.42
6.53,6.50,6.66,6.18
6.48,6.52,6.65,6.48
6.51,6.61,6.61,6.48
6.60,6.48,6.70,6.44
6.45,6.51,6.73,6.37
6.50,6.65,6.72,6.48
6.64,6.55,6.75,6.55
6.50,6.48,6.56,6.41
6.89,6.60,6.89,6.41
6.63,6.65,6.65,6.45
6.65,6.42,6.75,6.40
6.45,6.42,6.57,6.40
