PYDS,Payment Data Systems,NASDAQ
1.76,1.81,1.86,1.76
1.80,1.75,1.89,1.75
1.72,1.73,1.81,1.70
1.71,1.65,1.73,1.65
1.65,1.72,1.73,1.65
1.65,1.66,1.66,1.60
1.66,1.69,1.74,1.57
1.65,1.76,1.77,1.65
1.79,1.75,1.98,1.67
1.75,1.82,1.85,1.68
1.87,1.80,1.87,1.65
1.75,1.73,1.76,1.65
1.70,1.82,1.84,1.70
1.80,1.75,1.89,1.72
1.75,1.80,1.93,1.65
1.74,1.83,1.85,1.74
1.79,1.85,1.85,1.75
1.85,1.84,1.85,1.78
1.80,1.80,1.85,1.68
1.83,1.72,1.85,1.72
1.71,1.79,1.84,1.66
1.76,1.75,1.79,1.70
1.75,1.82,1.83,1.74
1.79,1.69,1.85,1.53
1.69,2.00,2.23,1.66
2.02,1.76,2.17,1.71
