COWN,Cowen Group,NASDAQ
15.25,15.45,15.45,14.95
15.40,15.80,16.00,14.90
15.95,15.85,16.10,15.82
15.95,15.90,16.15,15.55
15.95,15.75,16.00,15.35
15.85,16.15,16.15,15.85
16.25,16.30,16.55,16.20
16.40,16.25,16.60,16.20
16.25,16.00,16.25,15.48
15.90,16.20,16.65,15.50
16.20,16.65,16.75,15.55
16.60,16.25,16.60,16.00
16.15,16.15,16.20,15.95
16.20,16.25,16.55,16.05
16.30,15.95,16.35,15.95
15.90,15.50,16.05,15.45
15.60,15.50,15.65,14.95
15.70,15.30,15.95,15.20
15.50,16.40,16.40,15.45
16.40,16.30,16.65,15.89
16.40,16.25,16.40,15.85
16.20,16.10,16.40,15.55
16.10,15.80,16.20,15.65
15.80,15.90,16.15,15.65
15.75,15.45,15.75,15.15
15.55,15.30,15.80,15.28
