COWN,Cowen Group,NASDAQ
87.20,86.24,88.64,85.28
86.40,86.56,87.20,85.76
85.92,86.40,88.48,85.76
86.56,88.96,89.44,85.60
87.36,86.08,89.28,85.92
85.60,88.00,88.32,84.64
87.52,79.68,87.68,77.60
80.16,76.00,80.80,76.00
79.84,80.80,81.12,78.56
79.20,80.64,81.60,78.40
80.80,79.68,81.28,72.80
79.20,79.84,79.84,77.44
79.20,78.40,79.36,77.60
76.96,75.04,77.60,73.60
75.20,75.52,77.55,74.56
75.20,75.84,76.96,72.32
74.40,71.04,76.00,69.92
69.76,73.12,74.08,69.76
73.92,72.64,75.20,72.16
72.00,74.56,74.72,70.56
76.00,76.32,78.40,75.04
77.28,77.44,77.60,75.20
77.44,75.84,77.60,75.20
74.72,72.16,75.52,72.16
73.28,76.80,76.80,72.48
76.32,76.80,79.20,76.16
75.84,72.16,76.80,72.00
72.16,67.52,73.28,67.20
67.20,63.84,67.52,61.92
64.16,64.96,73.12,62.40
66.08,68.00,68.16,64.80
67.52,68.48,69.92,66.88
68.48,69.60,71.20,68.48
69.76,70.88,70.88,69.60
69.92,68.00,71.04,68.00
68.16,68.16,69.76,67.36
68.64,69.28,70.88,67.36
70.40,71.04,71.68,69.44
71.52,70.40,72.64,70.08
69.76,69.76,70.56,68.80
69.92,67.20,70.40,65.12
67.52,73.28,74.40,67.04
72.64,71.84,74.24,71.36
70.72,66.08,71.68,64.48
66.08,65.60,68.00,64.80
64.96,63.84,66.08,61.44
64.32,61.92,64.32,60.64
62.72,60.64,64.64,60.48
60.96,64.32,64.32,60.16
64.64,62.56,66.72,61.60
62.72,66.40,66.40,61.92
63.04,64.00,65.44,62.72
64.00,69.92,70.08,64.00
69.92,65.76,70.08,65.12
66.08,65.28,67.68,62.72
64.64,62.40,65.60,62.24
62.72,60.64,63.52,60.16
59.84,60.32,60.96,57.60
60.80,58.72,60.80,57.76
59.68,63.20,64.16,58.56
63.04,69.44,71.52,62.56
70.08,71.20,71.84,68.16
71.68,71.04,72.16,70.24
70.72,67.84,71.84,67.84
68.48,67.36,68.80,65.92
66.56,66.56,67.20,65.60
68.16,68.16,69.76,67.52
68.16,68.96,70.18,67.68
69.60,69.60,70.40,69.12
68.96,68.48,69.92,68.32
68.16,67.04,69.12,64.80
67.04,66.08,67.04,64.96
65.60,64.28,66.24,64.16
62.72,62.24,64.32,61.92
60.96,63.04,64.64,60.80
62.72,62.24,67.04,62.24
60.96,59.20,61.76,56.16
59.36,61.60,62.08,57.44
60.96,60.32,60.96,58.88
60.00,57.92,60.16,56.80
57.92,58.40,58.56,55.36
58.88,57.76,58.88,56.64
56.80,55.84,56.96,55.68
55.52,57.28,57.28,54.88
57.28,58.56,60.00,56.80
59.36,60.00,60.48,58.08
59.84,56.00,61.12,55.84
56.16,54.56,56.16,54.56
56.00,58.40,58.56,53.76
58.08,58.88,59.20,57.60
59.36,60.64,61.76,59.20
60.64,56.96,60.80,56.80
57.28,55.84,58.56,55.68
56.80,55.04,56.80,54.40
55.20,57.12,57.12,54.56
57.60,57.12,57.76,56.32
56.80,54.40,56.96,54.40
53.92,54.24,55.36,51.84
54.08,52.16,54.08,51.36
52.96,52.16,53.12,51.68
52.16,54.24,54.24,51.04
54.24,51.20,54.56,51.04
50.88,49.76,52.00,49.28
49.28,48.48,50.56,47.84
49.28,51.68,52.16,49.28
52.00,52.16,52.80,51.68
52.64,53.28,53.60,51.36
53.28,53.92,54.24,52.16
54.56,52.64,54.72,52.00
53.44,54.08,54.08,52.00
54.08,52.96,54.08,52.80
53.76,55.68,56.00,52.32
55.68,55.52,55.84,54.88
56.00,53.92,56.00,53.92
54.24,57.28,58.08,54.17
57.92,58.72,59.84,57.28
58.56,58.24,58.64,57.92
58.40,59.36,60.00,58.24
59.20,56.64,59.20,55.52
57.60,56.16,57.60,54.72
56.16,54.88,56.16,53.92
53.92,54.88,55.04,53.12
55.36,55.68,55.84,53.28
55.84,55.20,55.84,54.72
55.36,56.00,56.00,54.96
56.00,56.16,57.28,56.00
56.00,55.52,56.48,55.20
54.88,54.08,56.00,53.12
54.88,55.04,55.52,53.60
54.56,56.00,56.80,53.28
56.16,56.64,57.28,55.20
57.60,59.52,60.32,57.12
59.68,60.80,60.80,59.20
61.92,65.60,65.76,60.80
65.92,67.36,67.63,65.44
67.84,68.00,68.32,66.56
68.48,67.04,71.36,66.88
67.52,67.20,68.16,66.24
66.24,67.36,68.16,64.32
67.36,69.12,70.08,67.20
68.80,67.20,70.72,66.88
66.72,64.64,66.88,62.88
63.36,64.16,65.12,62.56
65.44,64.48,66.40,64.16
64.16,62.88,64.16,62.40
62.56,60.48,62.83,59.20
59.52,64.00,64.00,59.04
64.48,64.16,65.28,63.36
63.52,63.84,63.84,62.56
63.20,65.28,66.08,63.04
64.48,65.28,66.08,64.00
66.08,67.68,70.24,65.76
68.00,69.44,69.44,67.20
68.48,73.76,73.76,68.48
73.44,71.36,75.20,70.88
72.16,73.12,75.20,72.00
73.76,74.56,75.84,73.44
75.52,76.00,76.16,73.92
76.16,77.60,78.40,75.04
78.24,77.44,79.68,76.96
77.92,77.60,78.08,77.12
77.76,77.44,78.40,76.32
77.76,78.88,79.20,76.80
79.20,77.12,79.20,76.16
76.64,77.12,77.76,76.64
77.28,76.64,77.28,76.08
76.64,77.60,78.40,74.24
77.44,75.28,77.44,74.40
75.36,75.84,76.80,74.08
76.00,76.96,77.76,75.52
76.96,77.60,78.72,74.24
77.76,77.28,80.64,77.12
76.80,75.04,77.76,74.40
76.00,78.40,78.56,76.00
78.72,75.68,79.20,75.36
75.52,76.48,76.64,74.72
76.16,78.24,78.40,75.04
78.56,77.28,78.56,76.32
76.64,76.80,77.12,74.88
76.96,75.52,77.12,75.04
76.48,76.80,77.44,76.00
76.80,74.56,76.80,73.60
74.56,78.40,78.40,74.56
78.40,79.84,80.32,77.60
79.52,73.76,79.52,73.76
72.96,72.48,74.40,70.88
73.28,73.28,76.32,73.28
73.44,72.64,74.08,72.32
72.32,73.76,74.08,72.32
74.24,75.04,75.04,73.28
75.04,76.16,76.32,74.08
76.32,72.00,76.32,71.04
72.32,72.48,72.96,70.56
72.96,72.16,73.60,71.84
72.00,71.52,72.32,71.36
71.68,70.24,72.00,69.60
69.76,68.16,71.68,66.88
67.84,66.56,68.32,65.60
66.08,66.56,66.56,65.60
66.08,66.72,68.80,64.32
65.92,67.52,68.16,65.92
67.20,70.24,70.24,66.40
69.92,72.00,72.64,69.92
71.84,73.92,74.08,71.84
74.40,75.52,75.84,73.12
72.80,70.24,73.28,68.80
70.56,68.80,70.72,68.00
68.16,68.80,69.76,68.16
68.80,69.12,69.92,68.64
69.28,68.80,69.28,68.16
68.96,68.96,68.96,68.32
68.96,68.48,69.44,67.68
68.48,67.36,69.92,67.04
67.20,66.40,67.20,65.92
67.04,67.20,67.36,66.40
67.20,65.44,68.00,64.80
65.60,64.32,65.76,64.00
64.00,66.40,66.48,64.00
66.40,66.56,66.56,64.96
65.28,65.28,65.60,64.80
65.28,65.44,65.44,64.16
64.64,65.12,65.28,64.32
63.68,63.52,64.16,62.56
63.20,60.80,63.52,60.32
62.08,63.52,64.16,60.96
64.16,64.00,66.08,63.52
64.80,63.20,64.96,63.04
63.52,61.12,63.52,60.80
61.12,62.72,63.20,59.84
63.52,64.64,65.28,62.40
65.28,65.76,66.88,64.32
66.56,65.28,66.88,65.28
65.92,66.08,66.72,64.96
66.72,65.28,66.72,64.96
65.44,64.16,65.44,63.20
64.96,64.48,65.12,63.36
64.96,65.92,66.48,64.80
66.08,65.92,66.56,65.28
66.08,66.08,66.56,65.60
66.24,65.12,66.56,65.12
65.76,64.64,65.76,64.48
64.80,65.12,66.08,64.64
64.96,66.40,67.04,64.80
67.20,68.96,68.96,66.24
68.48,68.32,69.44,68.00
68.80,67.52,69.12,67.04
66.56,66.08,67.20,65.60
66.56,64.80,66.56,64.64
65.92,65.76,65.92,64.80
66.72,67.36,67.36,65.60
67.52,66.48,67.52,65.76
67.04,65.92,67.04,65.76
65.76,66.24,66.56,65.60
65.92,66.72,67.52,65.76
66.88,66.56,67.20,65.92
66.72,65.92,67.20,65.60
65.92,64.16,66.08,63.84
64.32,64.00,64.48,63.20
63.68,62.40,64.00,61.76
62.40,64.48,65.44,62.40
65.60,64.80,65.60,64.00
65.12,64.96,65.28,64.16
64.96,64.48,64.96,64.00
64.00,64.64,64.80,63.84
64.48,63.52,64.64,63.36
63.04,60.96,63.36,60.96
60.96,62.24,62.56,60.80
62.24,62.56,63.04,62.08
63.36,62.88,63.68,61.76
62.40,65.12,65.76,62.40
69.76,65.60,70.72,65.60
65.60,65.12,65.76,64.80
64.96,65.12,66.08,64.80
65.12,65.92,65.92,64.80
66.40,66.24,66.56,65.60
67.04,65.92,67.04,65.12
65.92,64.64,67.20,64.16
64.64,65.12,65.92,64.00
64.16,64.32,65.44,64.16
63.20,63.20,64.48,62.72
63.84,63.20,63.84,62.40
62.88,61.76,62.88,61.76
61.92,62.72,63.36,60.96
61.92,60.80,62.24,59.84
56.00,57.60,59.84,55.52
58.40,58.88,59.52,57.92
58.08,55.52,58.72,54.56
55.84,56.96,58.40,55.84
57.60,58.40,60.00,56.64
58.40,60.00,60.16,57.12
60.48,60.64,60.80,58.48
59.84,58.88,60.64,58.40
58.08,58.56,59.20,56.80
58.72,60.80,61.28,56.96
60.16,61.44,62.08,59.60
61.44,61.12,61.92,60.80
61.12,61.60,62.48,60.48
61.60,60.16,62.24,60.08
60.48,63.04,63.20,60.16
63.36,63.36,64.96,62.72
63.20,61.76,63.52,61.28
62.24,60.48,63.04,60.32
60.48,60.48,60.80,59.68
61.12,61.60,64.48,59.68
60.96,60.16,61.60,60.16
60.48,61.28,61.92,60.00
61.28,61.76,61.76,60.32
61.60,64.00,64.48,60.88
64.00,61.76,64.00,61.28
62.08,63.20,63.36,60.96
62.88,63.68,63.84,62.72
64.00,66.40,66.88,63.68
66.40,67.36,68.48,65.60
66.72,65.76,67.36,65.44
66.08,64.16,66.08,64.00
64.00,63.84,64.64,63.52
63.68,64.96,65.28,63.68
64.16,63.20,64.96,62.48
63.84,63.60,64.00,62.72
63.20,63.68,64.32,60.96
63.84,62.56,64.72,60.96
62.08,61.12,62.40,60.32
61.92,60.32,62.40,58.24
58.40,55.84,60.80,55.52
57.12,59.36,59.36,52.32
57.76,53.60,59.68,53.28
53.92,54.24,55.52,51.84
54.40,52.16,56.80,51.84
52.96,56.48,56.64,52.32
55.68,55.04,56.32,54.72
55.20,55.84,56.64,54.56
54.24,51.68,54.72,50.72
51.04,52.00,54.72,49.92
53.44,51.68,54.40,51.36
52.00,52.80,54.08,51.52
52.64,53.60,54.40,52.32
54.40,52.96,54.40,52.80
52.48,53.12,53.76,50.88
54.08,55.36,55.84,53.12
55.04,55.68,56.00,53.92
55.84,55.68,56.48,55.20
55.84,54.56,56.96,53.14
52.80,51.36,53.76,50.40
49.60,50.40,51.28,49.60
51.36,52.16,52.48,51.04
51.52,49.60,52.32,49.28
49.60,50.40,51.68,48.96
49.28,49.76,50.24,48.80
50.24,52.48,53.12,49.92
53.12,52.48,53.12,51.68
52.96,52.80,53.44,51.52
52.64,52.32,52.80,49.76
51.20,50.08,51.84,48.96
50.24,48.80,51.04,48.80
48.80,47.36,49.92,47.36
45.60,45.12,47.36,44.00
44.96,45.28,46.24,44.00
46.08,46.88,47.04,44.96
47.84,46.40,48.64,45.44
46.56,42.72,47.68,41.44
43.84,43.52,44.00,41.12
42.72,43.36,43.68,40.96
42.72,40.80,43.36,40.80
40.64,43.84,44.48,37.12
44.00,42.08,44.00,41.28
41.92,43.68,44.32,41.20
43.84,43.68,45.60,42.40
44.32,46.40,46.72,44.16
45.44,46.24,46.88,44.32
46.56,47.36,47.68,46.08
46.88,47.20,47.36,44.96
47.84,47.20,48.00,46.56
46.72,43.52,47.36,43.36
44.00,44.64,45.76,43.52
44.64,43.04,45.12,42.72
43.36,44.00,44.16,42.96
44.80,44.80,46.24,43.20
44.64,44.32,45.92,43.68
43.68,41.92,44.00,41.60
42.56,42.56,43.68,41.12
43.20,44.16,45.12,43.04
43.84,44.40,45.60,43.36
43.84,43.52,44.96,42.88
41.76,42.88,43.20,40.32
43.68,44.00,44.00,42.72
44.64,44.64,45.44,43.84
41.12,43.20,44.16,41.12
43.20,43.20,44.16,43.04
43.68,45.60,45.76,43.36
44.32,42.08,44.32,42.08
42.88,42.24,45.44,41.60
42.56,43.20,44.48,41.92
42.88,42.40,43.86,42.24
42.08,41.92,43.84,41.28
41.44,40.00,42.88,40.00
40.00,39.84,40.80,39.36
40.00,39.68,40.80,39.36
38.88,40.00,41.28,38.88
40.16,39.52,40.16,39.36
39.20,38.56,41.28,38.40
38.56,38.56,40.00,38.24
40.00,40.00,40.32,38.56
40.16,39.68,40.64,38.72
41.44,39.36,41.44,38.88
39.52,39.84,40.80,39.20
40.48,41.60,43.52,39.92
42.40,43.20,44.00,42.24
43.20,43.52,44.00,42.88
43.52,44.16,44.64,42.88
43.52,41.92,43.84,41.92
42.08,43.04,43.36,42.08
42.40,42.08,42.40,41.28
42.56,41.44,43.20,41.12
40.96,41.44,41.60,40.00
42.08,40.96,42.24,39.84
41.44,40.00,42.08,39.88
40.48,39.04,41.12,39.04
39.68,39.52,40.96,39.04
39.36,39.20,40.00,38.88
39.52,41.12,41.76,39.20
41.12,40.32,41.76,40.00
40.32,40.16,41.28,39.68
40.00,41.12,41.44,40.00
41.12,41.12,42.40,40.64
40.96,41.44,41.76,40.64
42.08,41.92,44.00,40.48
41.76,41.44,42.72,41.28
41.12,41.44,42.56,41.12
41.60,42.16,42.40,41.12
43.20,44.32,44.80,43.04
44.80,45.60,45.76,44.32
45.28,45.12,46.56,44.00
45.12,45.44,45.60,44.48
44.80,43.04,44.80,42.40
43.36,43.20,45.28,42.88
43.20,44.64,44.80,41.12
44.80,44.32,46.88,43.68
44.32,44.96,45.12,42.72
44.64,43.84,44.80,42.88
43.52,44.64,44.80,42.72
44.80,44.64,45.44,43.84
44.64,44.32,45.28,44.32
44.00,44.32,44.48,43.68
44.00,43.20,44.00,42.88
43.20,43.20,43.52,42.88
43.52,45.12,45.12,43.04
45.28,44.80,45.28,43.52
45.28,46.40,46.56,45.12
46.24,46.40,47.32,45.44
46.40,45.76,46.40,45.28
45.92,45.92,46.40,45.12
46.08,45.60,46.40,45.60
44.96,44.32,45.44,44.16
44.64,45.28,45.60,44.00
44.96,43.84,45.44,43.36
44.00,43.68,44.16,43.36
43.68,44.64,44.64,42.88
44.96,44.48,45.44,44.16
44.48,44.32,44.64,44.00
44.48,43.68,44.48,43.68
43.68,45.28,45.44,43.20
45.92,45.76,46.24,45.04
45.76,45.76,47.68,45.60
46.08,45.76,46.88,45.12
45.92,44.80,46.56,44.80
45.44,46.08,46.40,44.80
45.92,44.16,46.24,44.00
44.32,44.16,44.40,43.36
43.52,42.40,43.52,42.40
42.72,42.88,43.36,42.08
43.20,43.20,44.00,42.56
43.20,43.20,43.52,42.08
43.36,42.72,43.68,42.40
43.04,43.84,44.16,42.72
44.00,43.52,45.92,42.88
43.04,44.00,44.80,42.56
44.16,43.36,44.58,42.88
43.36,44.16,45.28,43.20
44.16,44.00,44.80,43.52
44.32,44.32,45.12,43.84
44.00,44.80,44.96,43.76
44.80,45.60,45.60,44.00
46.24,46.40,47.20,45.92
46.40,45.76,46.56,45.60
45.76,45.44,45.76,44.80
44.96,43.04,45.44,43.04
43.52,43.36,43.84,43.04
43.20,44.16,44.16,42.72
43.84,43.84,45.60,43.36
43.52,43.20,43.68,43.04
42.88,42.24,43.20,42.08
41.60,41.44,41.76,40.64
41.44,40.00,41.60,40.00
40.48,40.00,40.96,39.68
40.00,40.64,40.80,40.00
40.32,40.00,40.80,39.52
40.32,40.32,40.32,39.84
40.48,40.48,40.80,39.68
40.16,39.84,40.32,39.84
40.00,40.16,40.32,39.84
41.60,40.00,41.60,39.68
39.68,39.68,40.80,39.20
39.68,40.00,40.48,39.68
40.48,40.32,40.48,39.89
40.00,40.96,41.28,39.68
41.12,40.96,41.44,40.16
40.80,40.48,41.12,40.16
40.32,40.00,40.80,39.68
39.52,39.84,40.16,39.52
39.68,39.04,39.84,38.56
38.72,39.20,40.16,38.08
39.36,39.52,40.32,38.56
39.20,40.48,41.12,39.20
40.00,39.52,40.32,39.36
39.84,39.52,40.16,39.20
39.04,39.68,40.64,39.04
39.36,38.88,40.00,38.88
39.20,38.72,40.96,38.56
39.04,38.24,39.36,38.24
37.92,37.60,38.56,37.60
37.44,37.44,38.48,37.28
37.76,37.60,38.40,36.48
37.76,37.12,38.72,37.12
36.80,38.08,38.24,35.90
38.08,38.24,39.20,37.60
38.08,38.24,39.04,38.08
38.24,38.88,39.04,38.24
38.72,38.88,39.84,38.40
39.04,40.64,40.96,38.56
39.84,39.84,41.12,39.68
39.84,37.28,39.84,36.64
36.96,37.60,38.08,36.80
37.76,39.04,40.16,37.60
39.84,39.04,39.84,38.56
38.72,40.00,40.00,37.92
40.64,40.64,41.28,40.16
40.64,41.60,41.60,40.48
41.28,41.92,42.56,41.12
42.08,42.72,44.00,40.96
42.40,41.92,42.72,41.44
41.60,41.44,42.72,41.28
41.44,41.76,42.40,40.64
41.92,42.40,43.04,41.28
42.24,40.96,42.72,40.80
41.28,41.60,43.04,41.28
41.12,40.48,41.44,40.00
40.32,40.96,41.12,40.32
40.32,42.08,42.24,40.32
41.60,41.28,41.61,40.32
42.24,42.56,42.56,41.60
42.40,42.72,42.72,41.28
42.72,43.04,43.20,42.40
42.88,43.04,43.68,42.72
42.56,42.88,43.36,42.40
42.56,42.56,42.72,41.92
42.72,42.40,43.20,41.92
42.40,42.56,43.36,41.76
42.40,42.72,42.88,41.60
42.72,44.16,44.96,42.56
44.16,44.16,44.64,43.84
44.48,44.64,44.80,44.16
44.64,44.64,45.76,44.00
44.64,44.00,44.96,43.84
43.68,42.56,44.00,42.08
41.76,40.80,42.09,40.48
40.96,39.04,41.12,38.72
39.52,39.20,39.52,38.72
39.68,38.40,39.68,37.60
38.40,39.92,40.32,37.60
40.16,40.00,40.48,39.68
40.16,40.00,40.96,39.84
40.32,37.44,40.32,37.28
37.60,37.76,38.40,36.64
36.16,39.68,40.16,36.16
39.84,39.68,40.16,36.64
40.00,39.84,40.80,38.40
39.68,40.16,40.96,39.68
40.32,40.64,40.95,39.20
40.64,40.80,41.60,40.00
40.64,40.48,41.12,39.36
40.80,40.32,41.60,40.16
40.00,40.48,40.64,39.84
40.48,40.64,40.96,40.16
40.48,40.80,41.28,39.84
40.64,41.60,42.24,40.16
41.60,42.08,43.52,41.60
42.08,41.92,42.24,41.76
41.92,41.92,42.88,41.76
41.76,42.24,42.40,41.60
42.24,41.76,42.88,41.60
41.60,41.92,42.72,41.60
42.08,42.40,42.56,41.76
42.24,41.52,42.40,41.44
41.92,41.76,42.24,41.28
41.60,42.24,42.88,41.44
42.72,42.72,43.36,41.76
42.88,44.80,45.44,42.24
45.28,43.84,45.28,43.52
44.00,43.20,44.80,41.92
43.36,43.52,44.00,43.36
43.84,43.20,44.00,42.70
43.36,44.64,45.60,42.88
45.12,46.40,46.72,43.20
45.92,46.08,46.24,43.36
46.08,45.92,47.04,44.96
46.24,46.40,46.72,45.44
46.24,45.76,46.56,44.64
46.56,46.40,46.88,45.60
45.92,46.24,47.20,45.28
46.72,44.64,47.20,44.48
44.64,44.48,45.44,43.84
44.48,44.48,44.80,44.16
44.00,43.28,44.16,43.04
43.52,44.80,46.24,43.52
44.80,44.80,46.56,44.16
44.80,44.00,44.96,43.84
44.32,44.48,45.44,43.52
44.48,43.68,45.28,43.52
43.52,43.52,43.84,42.72
43.68,43.04,44.00,42.88
42.88,42.88,44.48,42.08
43.36,43.20,44.16,42.72
43.04,42.56,43.52,42.08
42.88,43.04,43.68,42.24
43.52,43.20,43.84,43.04
43.36,43.68,43.84,42.88
43.84,42.32,44.32,42.08
41.76,40.96,43.04,40.32
40.80,40.16,41.44,39.36
39.84,40.32,40.48,39.36
40.48,39.68,41.44,39.20
40.16,40.80,41.12,39.84
40.96,40.00,40.96,39.52
39.84,40.64,40.64,39.68
40.80,41.44,42.72,40.80
41.44,39.52,41.52,39.20
40.00,40.96,41.28,39.84
41.28,41.12,41.44,40.47
40.48,40.00,40.48,38.24
39.20,37.28,40.64,36.32
37.28,37.44,38.24,36.96
37.44,37.92,39.04,37.28
37.76,37.44,38.00,37.12
37.44,36.80,37.60,36.00
36.96,35.84,37.44,35.84
35.68,35.04,35.84,34.56
35.52,36.16,36.16,34.56
35.84,35.68,36.32,35.36
35.68,36.00,36.64,35.52
36.32,36.00,36.64,35.68
36.00,36.00,36.16,35.20
36.00,35.84,36.80,35.84
35.84,35.68,36.32,35.36
35.84,35.84,36.32,35.52
35.84,37.12,38.08,35.52
37.28,35.68,37.68,35.68
35.68,36.16,36.80,35.68
36.64,35.84,36.64,35.36
35.68,36.00,36.00,35.52
36.32,36.80,37.12,35.84
36.80,37.28,37.60,36.80
37.92,38.24,38.56,37.60
38.24,36.96,38.24,36.96
37.12,37.44,37.92,35.52
37.28,36.64,37.76,36.16
36.64,39.20,39.84,36.64
39.20,39.68,40.80,39.10
39.52,38.88,39.60,38.56
38.72,40.16,40.32,38.72
39.84,38.72,39.84,38.72
38.56,38.72,38.88,37.92
39.04,38.24,39.04,37.60
38.40,38.72,38.88,37.60
38.40,37.92,39.36,37.92
38.24,39.20,39.36,37.44
40.00,39.84,40.80,39.20
40.00,40.64,40.80,40.00
40.80,40.00,41.12,38.72
39.52,39.68,40.96,39.52
39.84,39.52,40.00,39.04
39.68,40.32,40.48,39.04
40.32,39.84,40.78,39.68
40.00,39.68,40.00,39.36
39.36,39.68,39.84,38.80
38.88,39.20,39.52,38.72
39.04,38.72,39.52,38.72
39.04,39.20,39.36,38.40
39.20,39.84,39.84,38.72
40.00,41.44,42.08,39.84
41.44,41.92,42.08,41.12
42.08,42.56,43.04,41.60
42.56,42.56,42.56,41.76
42.72,42.24,42.88,41.60
42.24,42.40,43.04,42.08
42.72,42.72,43.04,42.40
42.88,42.56,42.88,42.40
42.40,43.04,43.04,42.40
42.72,42.88,43.68,42.40
43.04,43.36,43.68,43.04
43.04,43.84,43.84,42.88
44.00,44.32,45.76,43.68
44.16,44.32,44.80,44.00
44.16,44.16,44.64,43.84
44.00,44.96,45.60,44.00
45.12,45.12,46.08,44.80
44.80,45.28,46.08,44.80
45.92,45.12,46.40,44.64
45.28,44.96,45.28,44.00
44.80,44.64,45.60,44.32
44.80,42.88,44.80,42.40
43.36,43.36,43.36,42.40
43.68,42.40,43.68,42.32
42.56,42.88,43.04,42.40
42.72,42.72,43.36,42.48
42.56,41.76,43.20,41.60
41.60,40.00,43.20,39.76
39.68,40.16,41.92,39.52
40.80,41.28,42.08,40.48
41.28,42.08,42.88,41.28
41.60,42.40,42.40,41.60
43.20,43.20,45.28,42.72
42.88,42.56,42.88,42.40
41.92,44.80,45.12,41.92
45.44,45.12,46.08,44.80
44.96,45.92,46.24,44.16
46.08,46.40,47.20,45.92
46.08,46.08,46.80,45.60
46.08,44.96,46.24,44.80
45.44,44.32,45.44,44.00
43.84,43.68,44.80,43.20
43.68,44.80,44.80,43.20
44.80,43.36,44.80,43.20
43.36,43.36,44.48,43.04
43.20,44.32,44.48,43.20
44.64,45.12,45.60,44.16
45.44,43.68,46.24,42.56
44.00,43.20,44.32,41.92
43.20,42.08,43.36,42.00
41.92,43.04,43.20,41.75
42.40,44.16,44.64,42.40
44.48,44.00,44.48,43.84
44.00,44.32,45.60,43.92
44.32,44.30,44.80,43.84
44.16,42.72,44.64,42.24
42.40,43.04,44.16,41.92
42.56,41.44,43.20,40.00
42.08,41.44,42.56,40.48
41.12,40.64,42.40,39.68
40.80,40.00,40.80,39.20
40.00,40.32,40.32,39.84
40.32,40.16,40.32,39.36
40.80,41.12,41.12,40.16
40.96,41.28,41.28,40.00
41.28,41.44,41.60,40.80
41.28,40.00,41.44,40.00
40.16,40.16,40.64,39.52
40.32,40.96,41.44,40.16
40.96,39.84,41.28,39.36
40.00,40.16,40.32,39.36
40.80,41.44,41.76,40.48
41.60,41.28,41.60,40.48
41.60,41.60,43.36,41.44
41.44,41.60,42.08,40.64
41.60,42.24,42.88,41.44
42.56,42.88,43.04,41.60
42.72,43.52,43.52,42.40
43.36,44.16,44.80,43.36
44.16,44.88,44.96,44.16
44.96,44.96,45.28,44.48
45.12,44.96,45.60,44.88
44.96,45.60,45.60,44.32
45.44,45.76,47.52,45.12
45.92,44.48,46.24,44.00
44.16,44.64,44.80,42.88
44.80,44.48,44.80,43.84
45.28,46.08,46.56,45.28
45.76,46.40,47.04,45.76
46.88,49.44,49.60,46.88
49.12,49.44,50.08,48.85
49.76,48.80,49.76,47.36
48.80,49.60,49.92,48.80
49.60,49.60,50.32,48.80
49.44,50.72,50.88,49.44
50.72,51.36,51.84,50.72
51.84,52.48,52.64,51.04
52.00,52.16,52.64,51.36
52.32,51.68,52.61,51.38
51.52,51.04,51.84,50.56
51.04,49.76,51.52,49.44
50.56,50.72,51.68,49.12
50.72,51.04,51.52,50.27
50.88,50.24,51.36,49.92
49.44,48.48,49.44,48.00
