KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ
37.96,36.92,38.26,36.38
37.29,36.46,37.63,35.50
37.06,36.80,37.72,36.74
36.68,35.80,37.17,35.10
34.71,34.00,35.42,33.60
33.29,35.50,35.79,33.29
35.51,34.56,35.94,34.56
33.54,35.44,35.67,32.91
35.74,35.84,36.71,35.74
36.95,37.57,37.57,36.16
37.31,37.43,37.71,36.80
37.48,36.73,38.77,36.72
37.21,37.90,37.90,37.11
37.72,37.84,38.43,37.02
36.51,35.25,37.21,35.06
35.33,34.12,35.64,33.88
34.24,35.39,35.51,33.80
35.91,35.73,36.68,35.56
36.53,38.70,38.84,36.37
38.33,39.14,39.23,37.30
39.25,38.31,39.70,38.03
38.63,39.34,39.51,38.46
39.05,38.70,39.50,38.70
39.02,38.92,39.15,38.33
39.19,39.05,39.89,38.52
39.74,39.04,39.91,38.35
39.07,37.74,39.50,37.65
37.53,37.53,37.75,36.97
37.15,37.12,37.93,36.77
37.20,38.06,38.31,36.77
38.16,37.37,38.47,37.34
36.63,35.68,36.94,35.46
35.58,34.67,36.26,34.45
34.60,35.03,35.16,34.00
35.25,34.39,35.61,34.06
35.03,34.07,35.51,33.90
34.11,36.47,36.64,34.11
36.95,37.22,37.23,36.12
37.13,37.52,38.00,36.71
37.30,36.70,37.82,36.20
37.30,37.45,37.80,36.80
37.27,37.57,38.29,36.80
37.61,37.60,37.87,36.68
37.19,37.50,37.75,37.12
37.75,38.13,38.19,37.25
37.46,39.05,39.18,36.65
39.27,38.95,39.37,38.55
39.29,39.74,39.92,39.25
39.54,40.59,40.70,39.54
40.45,41.26,41.35,40.40
41.53,40.99,41.84,40.57
40.73,40.59,41.41,40.31
40.85,40.49,41.19,39.83
39.75,41.00,41.45,39.34
41.84,41.09,41.99,40.59
42.37,40.80,43.09,40.46
41.16,41.28,41.63,40.48
41.05,41.13,41.85,41.05
40.82,40.90,41.54,40.19
41.33,41.20,41.50,40.91
40.85,39.56,40.88,39.53
39.20,37.62,39.21,37.56
37.35,37.41,37.66,37.06
37.15,36.48,37.71,36.46
36.34,36.98,37.20,36.34
37.48,38.84,39.22,37.41
38.72,38.89,38.95,37.81
38.65,36.97,38.79,36.94
36.77,36.90,36.96,35.81
37.20,36.37,37.20,36.29
36.21,35.91,36.35,35.54
35.56,36.95,37.01,35.54
37.13,35.93,37.77,35.83
36.46,37.78,37.92,35.69
37.49,36.70,37.80,36.62
36.56,36.93,37.30,36.25
37.64,39.67,39.69,37.64
39.48,39.19,39.87,38.67
39.83,39.46,39.91,39.18
41.00,40.47,41.31,39.86
40.63,40.72,40.91,40.31
40.98,40.68,41.27,40.35
40.71,40.93,41.12,40.55
41.32,41.48,41.57,40.62
41.29,41.92,42.15,41.14
41.64,41.60,41.93,41.23
41.40,41.38,41.87,41.08
41.97,41.26,41.97,40.53
41.49,41.47,41.81,40.82
41.35,41.48,41.89,41.17
40.64,41.63,42.54,40.64
41.19,40.62,41.98,40.50
41.34,43.05,43.11,41.22
43.18,41.72,43.18,41.62
41.58,42.88,43.00,41.11
42.64,42.55,43.14,42.18
42.88,42.79,43.23,42.11
43.34,43.66,44.14,43.34
43.59,42.40,43.87,42.07
43.01,43.89,43.99,42.67
43.92,43.74,44.58,43.55
44.10,43.21,44.45,42.70
43.44,44.38,44.50,43.25
44.47,44.18,44.50,43.92
44.25,45.77,45.94,43.51
45.95,46.11,46.83,45.68
46.21,46.44,46.47,45.83
47.35,46.02,47.43,45.40
46.00,46.00,46.11,45.64
45.23,44.53,45.58,44.12
44.72,46.07,46.31,44.29
46.45,45.10,46.80,44.35
45.37,45.17,45.99,44.87
43.61,44.25,45.29,42.65
43.85,44.24,44.69,43.13
43.76,43.19,44.04,42.50
43.67,43.27,43.90,42.89
43.18,44.99,45.13,42.87
45.30,44.76,45.50,44.21
44.64,44.96,45.21,44.26
44.92,44.82,45.19,44.44
45.72,46.79,46.88,44.96
46.68,46.81,47.12,46.15
46.84,46.89,47.19,46.20
46.98,46.16,47.00,45.74
46.09,47.06,47.14,45.68
46.73,47.43,47.56,46.73
46.91,45.66,47.23,45.52
45.74,45.90,46.77,45.20
45.74,44.18,45.74,44.11
44.15,44.40,44.98,42.80
45.27,46.12,46.77,44.98
46.18,47.12,47.19,45.44
47.21,47.42,47.52,46.51
46.77,46.58,46.84,46.00
47.44,47.77,47.89,46.69
47.70,47.18,47.70,46.94
47.00,46.95,47.12,45.82
46.40,46.90,47.40,46.29
48.47,48.75,49.13,48.08
49.13,50.50,50.81,48.86
50.35,50.00,50.35,49.59
50.18,50.81,51.16,49.86
51.26,51.16,51.76,50.93
51.16,50.41,51.23,50.26
51.18,50.97,51.78,50.44
51.22,51.70,51.82,50.86
51.89,50.98,52.00,50.96
50.53,49.58,50.53,49.13
49.66,49.14,50.49,49.12
49.16,49.11,49.60,48.87
49.29,50.28,50.54,48.78
50.78,50.81,50.93,50.13
51.09,51.16,51.35,50.88
51.42,51.07,51.66,50.63
51.27,51.58,51.99,51.22
51.20,51.00,51.46,50.83
50.90,50.90,51.37,50.77
51.05,50.70,51.05,50.68
50.72,50.54,50.99,50.54
50.52,50.09,50.80,50.00
50.87,50.57,51.24,50.31
51.19,49.90,51.40,48.94
49.61,49.24,50.69,49.11
49.16,49.18,49.64,48.66
49.18,48.40,49.18,47.46
48.26,48.48,48.99,48.01
48.79,48.00,49.24,47.97
48.65,47.90,48.65,47.36
47.77,48.17,49.28,47.69
48.15,48.04,48.68,47.61
47.80,48.05,48.28,47.72
48.25,47.25,48.42,47.15
46.67,46.36,46.95,45.93
46.86,45.88,47.01,45.88
46.02,47.00,47.47,45.91
46.95,46.64,46.95,45.76
46.87,48.55,48.61,46.87
48.79,49.24,49.33,48.40
49.54,47.67,49.54,47.64
48.18,47.71,48.48,47.70
48.30,50.73,50.78,48.15
50.30,50.19,51.33,50.19
50.16,50.31,51.26,49.19
50.22,49.85,50.30,48.62
50.15,50.78,50.92,49.92
50.82,51.07,51.28,50.31
50.99,50.26,50.99,49.60
49.94,50.33,50.59,49.75
50.27,50.66,51.15,49.78
50.97,50.94,51.31,50.51
50.88,50.35,50.92,50.30
50.80,52.16,53.29,50.47
52.27,52.33,52.69,52.06
52.40,52.77,53.65,52.07
52.45,48.99,52.83,48.95
49.12,47.82,49.12,46.87
48.14,48.41,48.80,47.77
48.68,49.02,49.05,48.21
49.65,50.53,50.57,49.61
50.82,49.14,50.84,49.07
49.31,48.16,49.63,47.90
48.87,48.86,49.27,48.26
49.11,49.41,49.47,48.58
49.83,48.92,49.83,48.60
49.04,49.18,50.33,48.55
49.15,49.10,49.40,48.50
48.29,47.90,49.80,47.50
47.87,48.66,48.89,47.50
47.98,49.15,49.20,47.93
47.20,48.10,48.79,46.37
48.15,46.76,48.18,45.87
47.77,47.07,47.88,46.95
47.83,46.76,47.83,46.60
47.88,48.80,48.80,47.14
48.81,48.70,49.01,48.31
48.50,48.57,48.78,47.73
49.04,49.06,49.48,48.46
49.42,48.90,49.82,48.85
49.00,48.63,49.34,48.49
48.75,49.00,49.12,48.64
49.10,49.10,49.24,48.49
49.05,49.25,49.34,48.88
49.20,48.97,49.25,48.62
49.04,49.02,49.15,48.77
49.02,49.12,49.39,48.71
49.20,49.31,49.56,49.04
49.35,49.47,49.71,49.28
49.88,49.37,50.45,49.28
49.41,49.18,49.53,48.97
48.88,47.81,49.04,47.74
48.20,47.72,48.50,47.22
47.38,47.36,48.23,46.87
47.23,47.39,47.70,46.60
46.60,46.90,47.07,46.04
47.00,46.37,47.26,46.24
47.11,47.67,47.88,46.97
48.25,48.25,48.35,47.37
48.08,48.11,48.24,47.06
48.23,49.22,49.60,47.98
49.30,50.17,50.38,49.14
49.00,49.64,49.75,48.50
49.71,50.11,50.32,48.98
50.38,51.21,51.30,50.13
51.09,50.60,51.97,49.96
50.32,50.05,50.41,49.64
49.75,49.41,50.64,49.34
50.17,49.24,50.35,49.02
49.31,50.13,50.23,48.75
50.27,51.42,51.48,49.88
51.20,50.52,51.53,49.95
50.18,51.29,51.56,49.60
51.22,49.99,51.70,49.57
49.72,50.01,51.16,49.64
49.70,49.99,50.42,49.30
50.11,51.14,51.26,49.85
51.54,50.30,51.95,49.49
49.93,50.10,50.74,49.31
48.96,49.88,50.47,48.96
50.14,49.74,50.65,49.57
49.55,50.62,50.99,49.55
50.29,50.78,50.89,49.95
50.98,51.28,51.49,50.54
51.83,52.74,52.80,51.43
52.49,50.17,52.49,50.00
50.18,50.64,52.67,49.82
49.92,49.63,50.25,49.50
49.63,49.44,50.78,49.18
49.87,49.77,50.23,49.45
49.41,49.77,50.18,49.38
50.03,49.98,50.32,49.38
49.63,49.69,50.14,49.18
49.74,49.89,50.34,49.48
50.68,50.86,51.19,50.02
50.23,49.96,50.60,49.65
49.92,49.31,50.65,48.50
49.71,48.16,50.72,48.12
48.05,49.12,49.47,47.54
49.52,51.49,51.76,48.98
51.10,51.74,53.06,50.77
51.00,51.94,52.03,50.28
52.11,52.92,53.39,51.43
52.91,53.01,53.59,52.37
53.05,53.65,54.07,52.95
53.95,53.94,54.83,53.46
54.00,54.62,55.07,54.00
54.77,55.52,55.76,53.59
55.04,54.46,55.04,54.05
54.28,54.37,54.52,53.81
54.90,55.00,55.37,54.50
54.11,54.38,54.88,53.90
53.56,53.10,53.84,52.58
53.09,53.11,53.98,52.62
53.34,54.83,54.89,52.80
54.89,54.47,55.15,54.21
54.56,54.24,54.56,53.27
53.84,53.80,55.30,53.63
54.26,55.65,55.94,54.26
55.99,55.89,56.50,55.33
55.94,56.30,56.64,55.52
56.20,56.00,56.91,55.66
55.50,55.83,56.52,55.50
55.78,55.52,56.37,54.70
55.21,53.75,55.21,53.39
53.75,53.86,54.49,52.35
53.22,55.82,56.23,53.22
56.43,55.26,57.29,54.85
54.86,54.26,56.40,54.10
54.37,54.91,54.99,52.82
53.98,51.00,53.98,50.94
51.77,48.68,51.93,47.96
46.83,43.71,48.03,43.68
44.80,47.81,48.00,43.54
46.27,44.58,50.02,44.23
44.86,44.89,45.72,43.71
45.40,45.13,46.21,44.57
45.78,47.47,47.50,45.73
47.20,47.67,48.47,46.75
48.10,49.95,50.69,48.05
48.23,47.54,49.06,47.30
46.37,47.89,48.84,45.88
49.00,47.62,49.00,47.43
47.86,49.50,49.59,47.49
49.39,49.74,50.13,48.52
50.09,47.97,50.66,47.76
47.54,48.88,49.02,46.36
49.43,51.21,51.23,49.43
50.89,51.33,51.67,50.35
51.70,51.87,52.92,50.97
51.98,50.72,52.64,50.56
49.61,48.68,50.39,48.32
46.99,48.62,48.70,46.79
49.32,50.45,50.91,48.83
50.15,49.67,50.82,49.47
49.18,49.00,49.70,48.33
48.11,48.91,50.22,47.68
49.10,49.52,50.28,48.60
50.16,49.60,50.35,47.67
50.02,49.69,50.77,49.23
50.27,51.77,52.01,50.08
50.94,50.92,51.37,49.24
51.39,48.99,51.39,48.93
48.81,47.15,49.42,47.14
45.74,46.86,47.04,45.04
46.63,45.64,47.04,45.24
45.97,47.09,47.19,45.03
48.07,48.55,51.07,47.25
48.69,44.76,49.00,44.51
45.87,45.75,46.47,44.76
44.99,44.28,45.33,44.00
43.65,41.28,44.45,40.72
40.85,44.89,44.98,40.12
44.94,45.50,45.66,43.98
45.42,44.96,46.37,43.97
45.07,43.76,45.28,42.70
44.65,46.25,46.30,44.19
45.75,45.77,46.20,45.06
46.16,46.28,46.78,45.76
45.93,45.94,46.67,44.89
46.52,46.75,47.56,45.81
46.20,44.23,46.74,44.10
44.45,46.80,47.32,43.60
46.61,44.56,46.73,44.20
44.26,44.08,44.78,43.69
44.88,45.05,45.19,43.98
45.36,46.06,46.83,44.85
45.80,44.42,46.63,44.12
45.17,45.37,45.88,44.16
47.00,49.37,50.28,45.83
49.02,49.46,49.98,48.32
48.50,46.46,49.21,46.34
44.46,45.31,46.59,44.36
46.00,46.19,46.43,44.98
46.88,47.69,48.03,45.55
47.14,47.50,47.76,46.22
47.33,47.46,48.38,45.90
47.99,48.28,48.62,47.13
46.76,45.43,47.63,45.12
46.05,45.79,46.05,44.45
46.33,47.32,48.34,46.01
47.14,46.36,47.14,45.95
46.02,47.01,47.78,45.94
46.31,45.19,47.01,45.05
45.23,44.26,46.76,43.90
44.23,44.23,44.85,43.91
43.21,43.10,43.60,42.52
42.99,42.32,43.23,41.83
41.78,40.66,42.31,40.30
40.31,40.26,41.24,40.26
40.77,43.12,43.19,40.56
43.01,43.14,43.47,42.46
45.10,46.60,46.91,44.13
46.31,46.44,47.04,46.11
46.89,45.95,47.07,45.76
46.87,46.41,47.56,45.85
46.30,47.51,48.14,45.75
47.02,46.42,47.03,45.32
45.57,44.00,46.23,43.53
44.10,46.57,47.13,43.90
46.32,45.31,46.32,44.95
45.88,44.08,47.07,43.78
43.52,43.01,44.19,42.36
43.76,43.08,44.22,42.33
43.35,42.82,44.63,42.51
43.12,43.01,43.97,42.45
44.00,45.99,46.44,43.49
46.12,45.85,46.55,45.26
45.90,45.80,46.32,45.33
45.84,46.01,46.34,45.14
45.85,46.10,46.49,45.49
46.10,45.35,46.15,45.07
45.52,45.98,46.10,45.27
45.81,45.88,46.44,45.48
47.21,48.03,48.56,46.37
47.55,47.60,48.36,46.79
47.02,47.45,47.58,46.08
47.18,48.41,48.65,46.86
48.36,48.39,48.57,47.90
48.89,49.48,50.20,48.89
48.96,49.09,49.93,48.91
48.98,49.40,49.77,48.59
48.44,48.79,48.90,47.91
48.97,49.03,49.65,48.42
49.06,49.51,50.10,48.72
49.74,49.82,50.26,49.33
49.55,49.09,49.78,48.71
49.11,49.08,49.86,48.75
48.75,49.21,49.35,48.55
49.18,49.67,50.29,48.59
49.93,49.87,50.20,49.30
49.49,50.51,50.52,49.39
49.81,50.27,50.43,49.31
50.59,49.38,50.69,48.45
49.94,51.27,51.88,49.61
51.37,51.83,52.70,51.13
52.31,52.46,52.78,51.70
52.00,52.00,52.81,51.91
52.03,51.05,52.05,50.87
51.10,51.22,52.13,50.79
51.37,50.81,51.37,49.87
50.06,49.70,51.05,48.69
50.40,50.13,50.89,49.66
49.93,49.76,50.36,48.75
50.46,49.03,50.46,48.82
48.83,50.36,50.82,48.70
50.47,50.01,50.86,49.63
50.20,50.55,50.84,49.28
50.43,49.66,51.32,49.58
49.83,50.25,50.94,49.32
50.18,49.45,50.41,49.30
48.90,49.47,49.73,48.26
49.38,49.44,49.71,49.04
49.55,48.34,50.05,48.02
48.83,48.51,49.48,48.21
48.47,48.07,48.86,47.94
47.74,47.44,47.85,47.10
46.60,46.82,47.29,46.34
47.22,47.12,47.23,46.15
47.62,47.74,47.80,47.03
47.54,48.32,49.48,47.54
48.27,48.04,48.59,47.50
48.58,49.29,49.42,48.46
49.23,47.72,49.23,47.19
48.00,48.42,48.58,47.81
48.58,49.02,49.78,48.58
48.94,49.48,50.46,48.94
49.25,48.87,49.50,48.35
49.06,48.41,49.54,48.21
47.79,48.30,48.32,47.42
48.20,48.55,49.29,48.20
49.00,49.17,49.52,48.84
49.29,48.40,49.29,48.32
48.31,48.01,48.31,47.51
47.52,47.74,47.97,47.50
48.00,47.26,48.00,47.26
47.27,48.46,48.56,47.00
48.50,48.36,48.97,48.06
47.74,48.21,48.37,47.16
47.75,48.12,48.88,47.75
47.26,47.74,48.39,47.26
47.72,47.15,47.88,46.67
47.83,48.16,48.90,47.79
48.20,49.22,49.71,48.20
49.12,48.03,49.24,47.85
47.71,47.95,48.28,47.36
48.25,48.86,49.72,48.25
48.75,48.74,49.28,48.51
48.80,48.20,48.93,47.82
48.87,48.24,48.87,48.11
47.26,47.45,48.10,46.96
47.05,47.91,48.13,47.05
48.63,49.20,49.36,48.54
50.00,50.90,51.06,49.73
50.90,52.15,52.96,50.90
54.89,52.57,54.94,51.85
52.57,52.48,53.73,52.09
52.15,52.43,52.57,51.47
52.37,52.33,52.65,51.77
51.93,51.46,52.00,50.99
51.38,51.84,52.25,51.18
51.39,52.53,52.75,51.15
51.73,51.90,52.99,51.31
52.46,51.99,52.64,51.72
51.41,51.57,52.47,51.14
50.89,51.37,51.78,50.89
51.23,51.58,52.10,51.10
51.75,51.13,52.24,51.09
51.44,50.64,51.49,50.48
50.60,50.62,51.22,50.11
50.62,50.86,51.06,50.21
50.86,50.17,51.19,49.78
49.46,50.58,50.70,48.81
50.53,49.87,50.70,49.44
49.79,49.46,50.01,49.12
49.95,50.67,50.95,49.56
50.14,49.12,50.14,48.97
49.16,47.99,49.16,47.86
47.32,47.35,48.23,45.65
47.67,46.62,47.67,45.98
46.17,46.95,47.00,46.06
47.00,47.75,47.92,46.79
48.36,47.68,49.35,47.64
47.50,47.50,47.93,46.89
47.94,47.37,47.94,47.13
47.80,48.44,48.62,47.44
48.25,48.23,48.89,47.89
48.15,48.92,49.00,47.71
48.80,48.58,49.53,48.37
48.48,48.82,49.26,48.01
49.20,50.44,50.98,49.20
50.34,50.11,50.82,49.31
50.14,48.36,50.14,48.13
48.70,49.43,49.76,48.25
49.19,49.47,50.25,48.68
49.63,49.64,50.21,49.57
49.61,50.33,50.50,49.29
49.80,50.36,50.56,49.53
51.50,51.84,52.38,50.37
51.93,51.97,52.04,51.12
51.93,53.21,53.65,51.88
52.85,52.37,52.95,52.09
51.79,51.68,52.06,51.50
51.55,51.45,51.84,51.12
51.70,51.10,53.00,50.47
51.27,52.21,52.48,50.43
51.69,52.64,53.04,50.75
52.70,52.71,53.06,52.26
52.53,52.35,52.54,52.00
52.75,52.07,52.94,51.77
52.12,51.80,52.23,51.24
52.04,52.51,52.73,49.45
51.82,51.59,52.00,51.16
50.62,50.96,51.32,50.00
50.85,49.42,51.18,49.32
49.80,49.51,49.89,47.41
51.60,53.92,55.43,50.79
54.01,55.42,55.74,53.55
55.50,55.30,55.50,54.46
54.96,54.54,55.74,54.37
54.75,54.69,55.66,54.65
54.50,54.59,55.51,53.56
55.44,55.68,55.92,55.19
55.75,56.75,57.48,55.43
57.01,56.43,57.19,56.16
56.34,56.49,57.64,55.48
56.50,56.17,56.94,55.92
55.86,57.10,57.11,55.09
56.96,57.25,57.33,56.49
57.72,57.14,57.72,56.71
56.95,57.33,57.40,56.57
57.16,57.28,57.55,56.48
57.10,57.74,58.10,57.10
57.78,57.35,58.14,56.82
57.67,57.68,59.04,57.40
57.57,57.49,57.85,57.02
57.52,56.12,57.74,55.74
56.18,56.07,56.27,55.24
56.32,55.65,56.61,55.38
55.70,55.77,56.18,53.27
55.84,56.10,56.38,55.58
55.50,55.12,55.52,54.57
55.55,55.85,55.93,54.65
55.43,56.98,57.01,55.25
57.29,56.10,57.99,55.96
56.23,57.25,58.07,56.23
57.59,57.81,57.90,57.32
57.86,57.38,58.25,56.98
57.43,57.86,58.00,57.35
57.92,58.64,58.66,56.81
58.36,59.15,59.25,57.86
59.63,58.70,59.99,58.24
58.20,58.04,58.64,57.49
58.03,58.36,58.46,57.30
58.48,58.58,58.92,57.71
58.21,58.56,59.01,57.52
59.18,57.55,59.18,57.52
57.37,58.01,58.42,56.43
58.30,56.79,58.68,56.71
56.78,57.90,58.33,55.88
58.15,58.97,59.10,57.46
58.47,58.39,58.82,57.99
58.55,58.36,59.16,58.00
58.87,58.32,58.87,58.16
58.40,57.49,58.40,56.96
57.80,58.23,58.49,57.46
58.40,58.00,58.65,57.30
57.90,57.43,58.16,57.33
57.64,57.35,58.06,57.13
57.26,57.01,57.46,56.37
57.43,56.70,57.78,56.65
56.64,56.27,56.87,55.28
56.23,57.58,57.69,55.27
57.77,59.12,59.22,57.76
59.00,59.02,59.26,58.21
58.91,58.95,59.05,58.46
58.38,58.07,58.41,57.35
58.06,58.75,58.81,57.86
58.27,57.63,58.27,56.57
57.77,57.92,58.37,57.22
58.68,59.42,60.20,58.68
59.67,59.70,60.80,59.17
59.91,60.58,60.84,59.46
60.32,60.85,61.30,60.13
61.00,59.17,61.09,58.75
58.96,59.39,59.60,58.96
59.88,60.71,61.16,59.62
60.55,59.42,60.55,58.52
59.54,59.33,59.77,58.88
59.07,59.96,60.49,59.07
60.25,60.34,60.66,59.72
60.19,60.10,60.73,59.70
60.22,58.67,60.22,58.36
58.36,57.93,59.10,57.47
57.61,58.40,58.86,56.75
59.24,59.83,59.83,59.02
59.57,59.75,60.66,59.14
59.98,59.69,60.07,59.29
60.24,60.13,60.56,59.89
59.95,59.60,60.27,59.03
59.39,60.19,60.72,59.39
59.84,60.61,61.16,58.90
60.97,60.78,61.21,60.00
60.78,60.87,61.60,60.21
60.87,60.74,61.40,60.23
60.89,61.03,61.34,60.26
61.03,61.30,61.84,60.86
61.42,60.88,61.61,59.94
60.99,61.30,61.32,60.29
61.18,61.24,61.55,60.81
61.64,61.34,62.25,61.18
61.72,60.56,61.72,60.35
60.44,60.49,61.14,60.21
60.30,60.50,61.12,60.16
60.85,60.06,60.85,59.26
60.04,60.74,61.08,59.84
61.00,61.75,61.93,60.42
61.50,61.12,61.88,60.60
60.61,61.02,61.11,60.26
61.02,60.98,61.22,60.56
61.09,60.76,61.54,60.71
60.97,60.91,61.08,60.04
60.44,60.26,61.00,60.17
60.32,61.69,61.94,60.09
62.75,63.22,63.54,62.02
63.12,62.65,63.12,62.36
63.04,63.08,63.84,62.43
63.00,62.25,63.25,62.07
62.47,63.65,63.81,62.25
64.00,64.25,64.62,63.68
64.30,65.03,65.13,64.20
65.06,64.05,65.17,63.72
63.93,63.67,64.25,63.13
63.56,63.55,63.98,63.37
63.55,62.89,63.55,62.45
63.19,63.00,63.19,62.71
63.00,62.64,63.00,62.11
62.86,63.01,63.39,62.62
62.69,61.76,62.69,61.58
61.69,63.15,63.20,61.64
63.20,62.65,63.20,62.01
62.60,62.62,62.83,62.07
62.80,62.28,62.90,61.93
62.17,61.63,62.46,61.28
61.80,62.16,62.23,61.45
62.22,63.28,63.48,62.22
63.20,62.01,63.20,61.72
62.18,61.90,62.40,61.82
61.80,63.00,63.12,61.65
63.00,62.69,63.00,61.94
62.75,63.02,63.29,62.60
63.01,63.07,63.11,62.67
63.17,63.21,63.85,62.92
63.32,63.60,63.71,63.07
63.51,64.30,64.41,63.51
64.62,64.33,64.62,63.48
64.33,64.98,65.18,62.86
63.98,61.34,63.98,60.71
61.50,60.77,61.50,59.50
60.92,61.72,61.79,59.85
61.98,61.55,63.65,61.40
61.93,61.79,62.29,60.97
61.55,61.81,62.31,61.37
61.86,61.24,61.94,61.17
60.95,60.91,61.45,60.40
60.56,61.13,61.35,60.49
61.34,61.12,62.16,61.06
61.21,61.97,62.31,61.17
61.89,62.18,62.20,61.55
62.35,62.71,63.14,62.31
62.62,62.84,63.00,61.96
62.76,62.45,63.36,62.20
62.45,63.05,63.15,62.00
63.07,63.94,64.19,62.99
64.00,64.04,64.61,63.80
63.50,63.86,64.54,63.40
64.00,63.50,64.09,62.32
63.70,63.82,64.02,63.42
63.60,63.78,64.36,63.60
63.92,63.49,64.33,63.28
63.58,63.51,64.18,62.93
63.80,64.08,64.17,63.20
63.80,64.34,64.82,63.13
64.54,64.65,64.78,63.79
64.70,63.59,64.84,62.94
63.78,62.68,63.86,62.25
62.78,61.89,62.78,61.17
61.97,62.26,63.07,61.92
61.68,61.79,62.37,61.40
61.93,62.04,62.41,61.72
62.06,62.65,63.38,62.06
62.75,62.84,63.24,62.59
62.77,62.85,64.14,62.64
62.75,61.12,62.75,60.81
60.78,58.80,60.78,57.67
59.23,60.84,61.10,58.93
60.54,59.17,60.56,58.54
58.90,59.11,59.37,58.60
58.98,58.75,59.30,58.31
58.75,58.79,58.91,58.39
58.79,59.16,59.21,58.44
59.38,62.90,64.94,59.36
63.36,63.18,64.25,62.81
63.18,62.51,63.29,62.13
62.83,63.06,63.43,62.45
63.00,63.00,63.25,61.88
63.03,61.75,63.04,61.03
62.05,62.02,62.65,61.29
62.25,62.92,64.30,62.25
63.11,63.23,63.25,62.02
63.51,63.81,64.06,62.85
63.68,64.83,65.11,63.68
64.93,64.51,65.09,64.18
64.69,64.43,64.81,63.60
64.30,64.12,64.30,63.53
64.12,64.40,64.81,63.89
64.01,64.13,64.48,63.40
63.76,63.87,64.78,63.60
64.25,64.26,64.47,63.86
63.84,65.33,65.67,63.84
65.54,65.44,65.80,64.34
65.75,65.06,67.04,64.27
64.73,64.36,65.17,63.75
63.97,64.01,64.32,63.64
64.88,64.73,65.27,64.03
64.28,63.82,64.45,63.03
63.86,64.32,64.90,63.47
63.97,63.44,64.45,63.44
63.75,63.38,64.42,62.85
63.27,62.43,63.64,61.68
62.31,62.11,62.77,61.70
62.24,62.57,62.63,61.72
62.92,62.64,62.94,61.75
62.51,63.35,63.73,62.50
62.78,63.16,63.40,62.35
63.62,63.19,63.98,62.92
63.05,63.42,63.98,63.04
63.59,63.04,63.95,62.67
63.54,62.88,63.72,62.44
63.02,63.86,64.01,62.58
63.67,63.34,64.14,63.04
