CJJD,China Jo-Jo Drugstores,NASDAQ
1.68,1.67,1.87,1.67
1.70,1.80,1.95,1.70
1.89,1.94,1.94,1.86
1.93,1.91,1.93,1.91
1.91,1.91,2.04,1.91
1.91,1.91,1.97,1.91
1.91,1.67,1.93,1.67
1.66,1.77,2.00,1.66
1.76,1.65,1.84,1.65
1.75,1.65,1.76,1.65
1.73,1.77,1.85,1.73
1.77,1.74,1.77,1.67
1.76,1.83,2.08,1.73
1.83,1.88,1.98,1.83
1.91,2.02,2.28,1.89
2.19,1.91,2.19,1.88
1.93,1.90,2.01,1.88
1.90,1.90,2.01,1.88
1.90,1.88,1.98,1.86
1.90,1.90,1.97,1.88
1.90,1.90,1.96,1.89
1.88,1.86,1.93,1.86
1.86,1.86,1.89,1.86
1.86,1.88,1.93,1.86
1.88,1.87,1.88,1.86
1.85,1.88,1.93,1.85
1.89,1.86,1.89,1.85
1.89,1.87,1.92,1.86
1.89,1.90,1.90,1.85
1.88,1.87,1.89,1.77
1.77,1.80,1.86,1.77
1.74,1.73,1.80,1.73
1.73,1.73,1.74,1.72
1.78,1.78,1.79,1.71
1.78,1.81,1.85,1.72
1.75,1.73,1.83,1.73
1.70,1.70,1.72,1.70
1.70,1.47,1.60,1.38
1.47,1.40,1.60,1.38
1.43,1.26,1.49,1.26
1.29,1.30,1.40,1.26
1.33,1.28,1.33,1.18
1.26,1.26,1.26,1.21
1.26,1.23,1.26,1.18
1.23,1.03,1.25,0.98
1.10,1.16,1.20,1.08
1.27,1.34,1.45,1.26
1.25,1.44,1.50,1.25
1.45,1.53,1.64,1.44
1.50,1.77,1.77,1.45
1.70,2.15,2.18,1.70
2.18,1.87,2.38,1.82
1.85,1.76,1.85,1.74
1.79,1.80,1.87,1.77
1.83,1.80,1.85,1.80
1.95,1.80,1.95,1.78
1.80,1.91,1.95,1.80
1.94,1.92,1.95,1.90
1.91,1.85,1.93,1.80
1.84,1.73,1.84,1.70
1.74,1.73,1.76,1.72
1.70,1.76,1.77,1.65
1.77,1.81,1.90,1.72
1.81,1.79,1.87,1.73
1.82,1.77,1.82,1.76
1.71,1.76,1.85,1.71
1.77,1.85,1.85,1.77
1.84,1.83,1.86,1.77
1.78,1.79,1.79,1.70
1.74,1.77,1.79,1.72
1.71,1.75,1.75,1.66
1.67,1.67,1.70,1.65
1.65,1.72,1.74,1.65
1.66,1.56,1.66,1.52
1.52,1.50,1.52,1.50
1.54,1.52,1.54,1.52
1.45,1.38,1.50,1.33
1.37,1.43,1.43,1.37
1.44,1.40,1.45,1.37
1.40,1.40,1.45,1.40
1.37,1.37,1.37,1.35
1.32,1.30,1.33,1.25
1.25,1.32,1.32,1.25
1.36,1.35,1.43,1.33
N/A,N/A,N/A,N/A
1.38,1.45,1.46,1.29
1.39,1.44,1.44,1.39
1.45,1.62,1.62,1.33
1.54,1.55,1.55,1.52
1.57,1.56,1.63,1.48
1.57,1.53,1.57,1.50
1.42,1.49,1.56,1.40
1.52,1.51,1.52,1.50
1.46,1.50,1.50,1.45
1.49,1.58,1.58,1.49
1.60,1.60,1.60,1.59
1.60,1.62,1.62,1.60
1.62,1.67,1.67,1.62
1.68,1.72,1.75,1.68
1.68,1.78,1.78,1.65
1.72,1.72,1.77,1.72
1.70,1.66,1.72,1.65
1.67,1.74,1.74,1.66
1.74,1.75,1.76,1.70
1.67,1.71,1.72,1.63
1.71,1.74,1.75,1.60
1.73,1.69,1.77,1.60
N/A,N/A,N/A,N/A
1.69,1.75,1.75,1.69
1.50,1.65,1.73,1.49
1.66,1.62,1.73,1.61
1.60,1.70,1.70,1.59
1.59,1.57,1.63,1.55
1.50,1.50,1.50,1.50
1.55,1.67,1.67,1.55
nan,1.58,nan,nan
1.59,1.59,1.59,1.59
1.59,1.58,1.59,1.55
N/A,N/A,N/A,N/A
1.54,1.55,1.55,1.51
1.45,1.50,1.50,1.41
1.51,1.45,1.51,1.45
1.35,1.38,1.48,1.35
1.37,1.43,1.52,1.33
1.38,1.40,1.41,1.35
1.35,1.28,1.57,1.28
1.26,1.28,1.37,1.25
1.25,1.22,1.35,1.21
1.32,1.22,1.32,1.22
1.19,1.25,1.25,1.19
1.25,1.19,1.25,1.11
1.19,1.15,1.22,1.15
1.26,1.18,1.26,1.15
1.20,1.18,1.20,1.13
1.13,1.11,1.15,1.10
1.16,1.08,1.16,1.08
1.08,1.08,1.16,1.08
1.15,1.11,1.15,1.10
1.10,1.15,1.15,1.10
1.10,1.10,1.15,1.10
1.15,1.13,1.15,1.10
1.15,1.13,1.15,1.10
1.12,1.14,1.14,1.08
1.15,1.21,1.21,1.15
1.18,1.20,1.28,1.18
1.20,1.22,1.22,1.19
1.15,1.15,1.15,1.15
1.12,1.17,1.30,1.12
1.15,1.14,1.20,1.11
1.15,1.28,1.29,1.15
1.27,1.25,1.28,1.19
1.25,1.18,1.26,1.17
1.23,1.22,1.23,1.18
1.20,1.25,1.26,1.18
N/A,N/A,N/A,N/A
1.20,1.25,1.30,1.20
1.25,1.36,1.39,1.25
1.35,1.34,1.38,1.30
1.35,1.31,1.36,1.31
1.35,1.29,1.36,1.25
1.37,1.35,1.37,1.35
1.37,1.28,1.37,1.25
1.35,1.26,1.36,1.26
1.34,1.26,1.35,1.26
1.33,1.27,1.37,1.26
1.33,1.28,1.34,1.28
1.33,1.26,1.37,1.26
1.28,1.37,1.39,1.25
1.36,1.35,1.36,1.28
1.35,1.37,1.38,1.28
1.39,1.32,1.39,1.30
1.35,1.34,1.40,1.31
1.34,1.28,1.41,1.28
1.34,1.28,1.35,1.27
1.27,1.25,1.38,1.24
1.26,1.25,1.35,1.25
1.26,1.24,1.26,1.24
1.25,1.24,1.25,1.24
1.25,1.24,1.25,1.24
1.26,1.27,1.31,1.26
1.29,1.27,1.32,1.27
1.30,1.32,1.32,1.25
1.32,1.29,1.32,1.29
1.31,1.29,1.31,1.29
1.29,1.25,1.29,1.25
1.26,1.26,1.30,1.26
1.25,1.22,1.25,1.22
1.22,1.21,1.24,1.21
1.22,1.24,1.25,1.22
1.24,1.22,1.30,1.22
1.21,1.21,1.26,1.20
1.22,1.22,1.23,1.20
1.21,1.21,1.30,1.21
1.20,1.21,1.21,1.20
1.20,1.28,1.30,1.20
1.30,1.29,1.30,1.19
1.29,1.25,1.29,1.22
1.24,1.23,1.25,1.23
1.23,1.23,1.29,1.23
1.23,1.23,1.25,1.23
1.23,1.23,1.25,1.23
1.24,1.29,1.30,1.23
1.28,1.21,1.29,1.21
1.21,1.25,1.28,1.21
1.21,1.21,1.21,1.18
1.27,1.27,1.29,1.25
1.25,1.19,1.25,1.19
1.18,1.19,1.20,1.16
1.25,1.25,1.25,1.25
1.26,1.20,1.27,1.20
1.21,1.21,1.21,1.20
1.26,1.16,1.26,1.16
1.21,1.17,1.22,1.17
1.19,1.19,1.21,1.13
1.19,1.19,1.19,1.19
1.20,1.16,1.20,1.11
nan,1.16,nan,nan
1.16,1.15,1.16,1.11
1.15,1.17,1.17,1.15
1.13,1.12,1.14,1.11
1.12,1.05,1.12,1.03
1.05,1.01,1.06,1.00
1.02,1.04,1.05,1.02
1.05,1.06,1.19,1.05
1.06,1.06,1.12,1.04
1.06,1.07,1.11,1.06
1.10,1.04,1.10,1.02
1.03,1.04,1.07,1.00
1.04,1.00,1.04,1.00
1.00,1.01,1.01,1.00
1.00,0.99,1.00,0.98
1.00,0.99,1.05,0.99
1.00,1.00,1.01,0.99
1.01,0.99,1.03,0.97
0.95,1.00,1.04,0.95
1.00,0.98,1.03,0.95
0.85,0.96,1.11,0.82
1.04,0.95,1.04,0.94
0.96,0.95,0.98,0.95
1.02,0.95,1.02,0.95
1.01,1.01,1.01,1.01
0.98,0.96,1.01,0.95
0.99,0.97,0.99,0.96
0.97,0.97,0.97,0.97
0.96,0.96,0.96,0.96
0.99,0.99,0.99,0.99
0.96,0.98,1.05,0.96
1.05,1.05,1.05,1.05
1.04,0.97,1.05,0.97
0.95,0.99,1.04,0.94
1.02,1.02,1.02,1.02
0.95,0.96,1.03,0.95
1.03,0.99,1.03,0.99
1.01,0.95,1.01,0.95
nan,0.95,nan,nan
1.01,1.00,1.01,1.00
1.01,0.99,1.01,0.95
nan,0.98,nan,nan
0.99,0.96,0.99,0.95
1.00,1.00,1.02,0.95
1.02,1.00,1.05,0.95
1.03,1.03,1.06,1.02
1.05,1.08,1.11,1.02
1.08,1.07,1.08,1.06
1.04,1.20,1.20,1.00
1.11,1.14,1.19,1.11
1.15,1.21,1.21,1.15
1.21,1.37,1.37,1.21
1.26,1.20,1.35,1.12
1.14,1.25,1.30,1.14
1.22,1.21,1.22,1.21
1.22,1.25,1.32,1.20
1.25,1.16,1.25,1.15
1.20,1.20,1.25,1.20
1.19,1.25,1.26,1.19
1.26,1.21,1.28,1.15
1.21,1.25,1.25,1.18
1.20,1.17,1.20,1.16
1.20,1.13,1.20,1.13
1.13,1.12,1.16,1.06
1.09,1.00,1.09,1.00
0.93,0.94,1.04,0.86
0.94,0.95,1.00,0.86
0.95,0.95,0.95,0.86
0.95,0.87,0.95,0.85
0.82,0.78,0.90,0.72
0.80,0.82,0.88,0.78
0.93,0.84,0.93,0.84
0.85,0.76,0.87,0.76
0.76,0.76,0.87,0.71
0.75,0.75,0.75,0.70
0.75,0.76,0.78,0.71
0.78,0.76,0.81,0.76
0.78,0.76,0.78,0.76
0.77,0.77,0.87,0.75
0.77,0.76,0.77,0.75
0.77,1.01,1.01,0.77
1.01,0.95,1.03,0.89
0.79,0.94,0.95,0.78
0.76,0.73,0.79,0.70
0.81,0.74,0.81,0.74
0.81,0.81,0.81,0.76
0.84,0.84,0.84,0.77
0.84,0.79,0.84,0.79
0.76,0.80,0.80,0.76
0.81,0.79,0.81,0.75
0.75,0.73,0.76,0.73
0.73,0.76,0.76,0.72
0.75,0.80,0.80,0.73
0.80,0.76,0.80,0.76
0.77,0.79,0.80,0.75
0.77,0.76,0.80,0.76
0.77,0.76,0.80,0.76
0.76,0.73,0.76,0.73
0.73,0.72,0.75,0.65
0.70,0.70,0.72,0.70
0.70,0.71,0.73,0.70
0.74,0.69,0.74,0.69
0.71,0.72,0.74,0.70
0.69,0.73,0.74,0.69
0.71,0.71,0.75,0.71
0.71,0.70,0.78,0.70
0.70,0.68,0.70,0.68
0.69,0.69,0.71,0.67
0.71,0.71,0.73,0.71
0.70,0.70,0.73,0.70
0.68,0.69,0.71,0.68
0.69,0.69,0.70,0.68
0.70,0.70,0.70,0.70
0.68,0.70,0.70,0.68
0.68,0.68,0.73,0.68
0.71,0.68,0.71,0.68
0.68,0.71,0.71,0.68
0.68,0.72,0.72,0.68
0.72,0.69,0.73,0.69
0.71,0.68,0.79,0.67
0.69,0.65,0.70,0.65
0.72,0.72,0.72,0.72
0.65,0.68,0.69,0.65
0.69,0.70,0.72,0.69
0.70,0.75,0.75,0.70
0.77,0.78,0.85,0.77
0.78,0.84,0.84,0.75
0.81,0.76,0.81,0.76
0.78,0.74,0.78,0.74
0.74,0.74,0.76,0.74
0.74,0.74,0.74,0.70
0.70,0.81,0.81,0.70
0.79,0.80,0.81,0.76
0.73,0.75,0.79,0.70
0.70,0.70,0.75,0.69
0.68,0.68,0.71,0.68
0.72,0.72,0.75,0.68
nan,0.72,nan,nan
0.68,0.73,0.73,0.68
0.69,0.69,0.69,0.69
0.70,0.71,0.71,0.70
0.72,0.74,0.74,0.72
0.72,0.75,0.75,0.72
0.74,0.74,0.74,0.74
0.73,0.74,0.75,0.68
0.69,0.68,0.69,0.68
0.68,0.66,0.68,0.60
0.63,0.79,0.80,0.63
0.75,0.97,1.00,0.72
1.00,0.99,1.00,0.85
0.96,1.02,1.02,0.90
0.98,1.06,1.07,0.95
1.05,1.12,1.16,1.05
1.15,1.15,1.28,1.05
1.15,1.12,1.15,1.05
1.11,1.10,1.12,0.80
1.01,1.00,1.08,1.00
1.00,1.08,1.10,0.99
1.08,1.05,1.08,0.98
1.00,1.08,1.08,1.00
1.07,1.09,1.14,0.98
1.14,1.07,1.14,1.02
1.08,1.08,1.08,0.97
1.08,1.01,1.08,0.98
1.05,1.14,1.14,1.01
1.14,1.08,1.14,1.07
1.08,1.08,1.08,1.05
1.05,1.08,1.08,1.03
1.13,1.14,1.14,1.03
1.14,1.13,1.14,1.04
1.14,1.13,1.14,1.12
1.08,1.12,1.12,1.04
1.13,1.14,1.14,1.13
1.14,1.14,1.14,1.09
1.04,1.11,1.14,1.02
1.06,1.07,1.14,1.00
1.09,1.14,1.14,1.01
1.14,1.14,1.14,1.08
1.12,1.14,1.14,1.12
1.07,1.06,1.12,1.04
1.07,1.04,1.11,1.03
1.07,1.14,1.14,1.03
1.12,1.12,1.13,1.07
1.13,1.11,1.13,1.11
1.11,1.11,1.11,1.04
1.07,1.12,1.13,1.05
N/A,N/A,N/A,N/A
1.08,1.13,1.13,1.08
1.13,1.06,1.13,1.06
1.12,1.08,1.12,1.07
1.08,1.08,1.08,1.08
0.90,1.08,1.08,0.90
1.09,1.09,1.09,1.09
1.10,1.02,1.10,0.91
1.03,1.03,1.03,1.02
N/A,N/A,N/A,N/A
1.02,1.03,1.03,1.02
0.94,0.87,0.99,0.83
0.91,0.91,0.91,0.91
1.03,0.91,1.03,0.83
1.02,0.92,1.02,0.91
0.91,0.91,1.02,0.91
0.93,0.99,0.99,0.91
0.99,1.04,1.04,0.91
1.04,1.02,1.04,0.92
1.03,1.08,1.08,1.03
1.04,1.06,1.07,0.95
1.01,1.02,1.02,1.01
0.91,0.86,0.91,0.79
0.82,0.80,0.82,0.80
0.80,0.76,0.80,0.74
0.80,0.88,0.88,0.76
0.88,0.85,0.88,0.81
0.88,0.88,0.90,0.84
0.89,0.89,0.89,0.78
N/A,N/A,N/A,N/A
0.85,0.85,0.90,0.77
0.88,0.90,0.90,0.83
0.90,0.86,0.90,0.82
0.86,0.82,0.90,0.80
0.83,0.88,0.89,0.80
0.84,0.80,0.84,0.80
0.85,0.81,0.85,0.81
0.80,0.83,0.85,0.77
0.78,0.83,0.84,0.78
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.87,1.07,1.15,0.85
1.00,1.12,1.14,0.93
1.11,1.07,1.11,0.95
1.05,1.08,1.08,1.04
1.08,1.07,1.08,1.07
N/A,N/A,N/A,N/A
1.06,0.99,1.08,0.95
0.99,1.07,1.08,0.99
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.99,0.99,1.01,0.94
0.99,0.97,1.00,0.97
0.94,1.00,1.00,0.94
0.95,0.99,0.99,0.94
N/A,N/A,N/A,N/A
0.96,0.95,0.96,0.88
0.99,0.98,0.99,0.88
0.89,0.88,0.91,0.88
0.93,0.93,0.93,0.89
0.92,0.88,0.93,0.88
0.86,0.76,0.88,0.67
0.82,0.77,0.82,0.76
0.76,0.75,0.80,0.70
0.72,0.71,0.74,0.68
N/A,N/A,N/A,N/A
0.68,0.68,0.70,0.66
0.70,0.71,0.76,0.70
0.71,0.69,0.71,0.66
0.67,0.69,0.75,0.61
0.68,0.69,0.70,0.64
0.70,0.65,0.70,0.65
0.66,0.66,0.68,0.66
0.66,0.66,0.66,0.66
0.66,0.67,0.68,0.66
0.68,0.68,0.68,0.68
0.68,0.74,0.75,0.66
0.74,0.74,0.75,0.70
N/A,N/A,N/A,N/A
0.69,0.68,0.69,0.68
0.69,0.68,0.71,0.68
0.66,0.68,0.68,0.65
0.61,0.69,0.69,0.61
0.69,0.77,0.85,0.69
0.75,0.67,0.75,0.61
0.63,0.65,0.68,0.63
0.64,0.67,0.68,0.63
0.68,0.68,0.68,0.60
0.64,0.67,0.67,0.61
0.62,0.66,0.68,0.62
0.62,0.61,0.62,0.60
0.60,0.64,0.64,0.60
0.62,0.66,0.66,0.60
0.63,0.63,0.63,0.60
0.63,0.61,0.63,0.61
0.60,0.62,0.64,0.60
0.64,0.66,0.66,0.64
0.62,0.61,0.62,0.60
0.70,0.65,0.70,0.64
0.65,0.63,0.65,0.63
0.60,0.63,0.63,0.60
0.66,0.66,0.66,0.62
0.66,0.61,0.66,0.61
0.64,0.61,0.64,0.61
0.61,0.61,0.61,0.61
0.65,0.65,0.65,0.64
0.64,0.65,0.65,0.64
0.61,0.60,0.62,0.60
0.63,0.63,0.63,0.63
0.61,0.61,0.61,0.61
