OPXA,Opexa Therapeutics,NASDAQ
1.73,1.79,1.80,1.71
1.78,1.71,1.82,1.70
1.71,1.71,1.77,1.68
1.76,1.73,1.78,1.71
1.71,1.70,1.74,1.67
1.69,1.70,1.73,1.68
1.68,1.67,1.77,1.67
1.67,1.73,1.76,1.67
1.75,1.75,1.77,1.73
1.76,1.78,1.79,1.70
1.77,1.81,1.87,1.76
1.85,1.80,1.85,1.78
1.83,1.83,1.88,1.79
1.81,1.94,2.04,1.80
1.93,1.86,1.96,1.85
1.88,1.86,1.89,1.84
1.86,1.83,1.90,1.79
1.94,2.01,2.30,1.92
2.00,1.86,2.01,1.86
1.88,1.81,1.88,1.78
1.84,1.92,1.93,1.84
1.93,1.98,2.07,1.93
2.00,1.92,2.00,1.89
1.94,1.89,1.94,1.87
1.94,1.85,1.94,1.85
1.85,1.83,1.90,1.81
1.85,1.80,1.90,1.80
1.84,1.78,1.84,1.75
1.79,1.77,1.82,1.76
1.77,1.81,1.85,1.76
1.84,1.77,1.89,1.75
1.83,1.82,1.83,1.75
1.80,1.80,1.84,1.76
1.82,1.80,1.83,1.77
1.83,1.86,1.94,1.83
1.89,1.78,1.89,1.76
1.79,1.76,1.85,1.76
1.80,1.71,1.80,1.71
1.76,1.74,1.83,1.70
1.73,1.73,1.75,1.71
1.75,1.76,1.81,1.70
1.75,1.71,1.80,1.71
1.71,1.70,1.73,1.63
1.66,1.65,1.71,1.64
1.65,1.63,1.68,1.60
1.65,1.64,1.65,1.60
1.65,1.69,1.69,1.62
1.74,1.74,1.77,1.66
1.76,1.66,1.76,1.62
1.69,1.67,1.73,1.66
1.72,1.66,1.72,1.61
1.63,1.64,1.65,1.61
1.64,1.63,1.70,1.62
1.63,1.65,1.65,1.62
1.65,1.66,1.67,1.61
1.63,1.63,1.65,1.60
1.63,1.62,1.63,1.60
1.63,1.65,1.67,1.62
1.64,1.62,1.66,1.60
1.63,1.61,1.66,1.61
1.62,1.64,1.64,1.60
1.60,1.71,1.71,1.59
1.72,1.68,1.72,1.64
1.68,1.67,1.70,1.64
1.64,1.62,1.67,1.50
1.61,1.66,1.66,1.59
1.68,1.66,1.68,1.61
1.67,1.66,1.69,1.64
1.65,1.62,1.67,1.62
1.61,1.59,1.62,1.58
1.58,1.64,1.64,1.58
1.65,1.62,1.66,1.59
1.63,1.59,1.63,1.56
1.60,1.60,1.60,1.56
1.58,1.54,1.61,1.52
1.55,1.59,1.60,1.53
1.59,1.57,1.60,1.57
1.58,1.60,1.61,1.56
1.63,1.56,1.63,1.55
1.59,1.56,1.59,1.51
1.52,1.52,1.60,1.50
1.52,1.49,1.54,1.48
1.52,1.50,1.54,1.48
1.48,1.48,1.51,1.45
1.46,1.42,1.47,1.41
1.41,1.41,1.44,1.39
1.40,1.39,1.45,1.36
1.37,1.35,1.37,1.22
1.35,1.29,1.35,1.29
1.29,1.50,1.75,1.29
1.55,1.39,1.60,1.38
1.36,1.36,1.43,1.34
1.38,1.34,1.38,1.30
1.33,1.29,1.33,1.26
1.30,1.23,1.30,1.21
1.21,1.15,1.21,1.12
1.15,1.19,1.26,1.11
1.17,1.13,1.23,1.13
1.16,1.25,1.29,1.15
1.25,1.50,1.65,1.16
1.65,1.46,1.65,1.40
1.47,1.53,1.53,1.40
1.55,1.61,1.63,1.55
1.60,1.52,1.60,1.48
1.51,1.51,1.58,1.48
1.57,1.53,1.65,1.51
1.59,1.58,1.60,1.50
1.60,1.56,1.68,1.54
1.57,1.52,1.64,1.50
1.50,1.52,1.56,1.50
1.55,1.50,1.56,1.49
1.55,1.45,1.55,1.42
1.48,1.38,1.48,1.37
1.41,1.31,1.43,1.30
1.31,1.30,1.34,1.29
1.25,1.27,1.32,1.25
1.30,1.27,1.32,1.26
1.28,1.28,1.29,1.27
1.26,1.27,1.30,1.25
1.25,1.35,1.35,1.25
1.36,1.40,1.42,1.35
1.44,1.35,1.45,1.32
1.36,1.37,1.40,1.29
1.35,1.29,1.38,1.28
1.31,1.31,1.41,1.30
1.30,1.31,1.33,1.29
1.33,1.29,1.33,1.28
1.26,1.22,1.29,1.20
1.20,1.16,1.23,1.16
1.19,1.17,1.20,1.16
1.19,1.17,1.22,1.16
1.17,1.19,1.20,1.17
1.20,1.14,1.20,1.11
1.14,1.11,1.15,1.11
1.11,1.10,1.15,1.10
1.10,1.06,1.10,1.02
1.03,1.06,1.10,1.01
1.04,1.12,1.12,1.04
1.11,1.07,1.11,1.05
1.09,1.10,1.14,1.09
1.10,1.09,1.14,1.09
1.10,1.14,1.15,1.10
1.13,1.14,1.15,1.09
1.16,1.12,1.18,1.08
1.12,1.04,1.12,1.04
1.04,1.12,1.16,1.04
1.12,1.09,1.14,1.07
1.09,1.10,1.12,1.05
1.17,1.17,1.17,1.12
1.18,1.15,1.19,1.11
1.15,1.14,1.19,1.12
1.13,1.09,1.14,1.09
1.10,1.05,1.16,1.02
1.05,1.04,1.08,1.03
1.03,1.07,1.07,1.03
1.03,1.07,1.09,1.03
1.08,1.09,1.09,1.05
1.08,1.07,1.10,1.05
1.09,1.05,1.09,1.02
1.08,1.03,1.08,1.02
1.26,1.37,1.53,1.25
1.31,1.40,1.45,1.20
1.43,1.35,1.45,1.31
1.32,1.30,1.39,1.30
1.34,1.39,1.42,1.34
1.39,1.28,1.40,1.25
1.30,1.21,1.30,1.20
1.22,1.14,1.22,1.10
1.18,1.12,1.18,1.10
1.10,1.12,1.17,1.07
1.14,1.08,1.14,1.08
1.05,1.06,1.10,1.05
1.07,1.07,1.10,1.07
1.10,1.05,1.11,1.05
1.01,1.05,1.08,1.01
1.10,1.05,1.10,1.02
1.02,1.06,1.06,1.02
1.05,1.09,1.09,1.05
1.11,1.08,1.11,1.05
1.07,1.09,1.09,1.07
1.08,1.16,1.18,1.07
1.12,1.18,1.24,1.09
1.15,1.24,1.28,1.15
1.24,1.18,1.25,1.12
1.18,1.12,1.19,1.11
1.09,1.07,1.12,1.06
1.07,1.06,1.08,1.05
1.05,1.06,1.13,1.05
1.06,1.05,1.07,1.05
1.05,1.06,1.07,1.04
1.02,1.06,1.07,1.02
1.05,1.02,1.05,1.01
1.02,0.98,1.02,0.91
0.98,0.99,1.01,0.98
0.95,0.92,1.00,0.92
0.94,0.90,0.98,0.89
0.90,0.93,0.97,0.90
0.95,0.95,0.98,0.94
0.93,0.94,0.95,0.92
0.93,0.95,0.95,0.93
0.94,0.95,0.95,0.92
0.93,0.92,0.93,0.92
0.92,0.92,0.93,0.91
0.91,0.95,0.95,0.91
0.95,0.95,0.95,0.93
0.94,0.93,0.95,0.90
0.95,1.01,1.02,0.93
1.00,0.99,1.00,0.93
1.00,0.98,1.01,0.97
0.96,0.95,1.02,0.94
1.00,0.98,1.00,0.96
0.98,0.94,0.98,0.93
0.97,0.98,0.98,0.96
0.98,0.96,1.00,0.95
0.99,0.95,0.99,0.95
0.95,0.98,0.99,0.95
0.99,0.99,0.99,0.97
0.99,0.99,1.00,0.96
0.93,0.99,0.99,0.93
1.00,0.96,1.00,0.93
0.99,0.97,0.99,0.95
0.95,0.93,0.97,0.92
0.93,1.00,1.00,0.93
0.99,0.97,0.99,0.96
0.98,0.97,0.98,0.96
0.99,1.09,1.09,0.95
1.12,1.07,1.15,1.04
1.07,1.01,1.07,1.01
1.00,1.01,1.01,0.97
0.99,1.00,1.02,0.97
1.00,0.95,1.00,0.95
1.00,1.01,1.04,0.95
1.00,1.02,1.02,0.97
1.02,1.03,1.05,0.98
1.02,0.95,1.05,0.95
0.95,0.94,1.00,0.92
0.92,0.93,0.97,0.86
0.96,0.94,0.96,0.87
0.91,0.88,0.91,0.86
0.88,0.88,0.92,0.87
0.87,0.86,0.91,0.86
0.87,0.87,0.87,0.84
0.87,0.85,0.87,0.85
0.87,0.85,0.87,0.81
0.84,0.84,0.86,0.82
0.84,0.81,0.86,0.80
0.81,0.75,0.82,0.75
0.75,0.71,0.77,0.70
0.71,0.79,0.79,0.71
0.85,0.82,0.87,0.80
0.80,0.81,0.82,0.76
0.81,0.79,0.85,0.76
0.77,0.77,0.80,0.77
0.77,0.76,0.79,0.75
0.75,0.75,0.81,0.75
0.77,0.79,0.80,0.73
0.80,0.77,0.80,0.75
0.77,0.74,0.78,0.72
0.74,0.75,0.77,0.72
0.74,0.76,0.76,0.74
0.72,0.68,0.74,0.68
0.65,0.62,0.68,0.62
0.64,0.60,0.65,0.60
0.60,0.61,0.67,0.57
0.59,0.52,0.60,0.50
0.54,0.55,0.58,0.50
0.55,0.59,0.61,0.55
0.57,0.62,0.64,0.57
0.65,0.61,0.65,0.59
0.62,0.63,0.65,0.61
0.63,0.63,0.64,0.58
0.64,0.60,0.64,0.60
0.60,0.62,0.64,0.60
0.60,0.58,0.62,0.58
0.56,0.62,0.64,0.56
0.58,0.62,0.62,0.57
0.61,0.60,0.62,0.59
0.60,0.60,0.61,0.55
0.61,0.62,0.62,0.58
0.62,0.61,0.62,0.59
0.55,0.58,0.63,0.55
0.51,0.53,0.57,0.51
0.51,0.61,0.64,0.51
0.61,0.61,0.62,0.61
0.60,0.59,0.64,0.59
0.59,0.58,0.64,0.55
0.56,0.62,0.63,0.55
0.58,0.58,0.62,0.58
0.55,0.55,0.60,0.55
0.59,0.53,0.59,0.53
0.55,0.49,0.59,0.46
0.47,0.51,0.52,0.46
0.49,0.47,0.53,0.46
0.49,0.50,0.55,0.48
0.52,0.48,0.52,0.48
0.48,0.45,0.49,0.44
0.45,0.45,0.50,0.45
0.47,0.48,0.48,0.44
0.44,0.43,0.48,0.42
0.45,0.47,0.55,0.45
0.50,0.43,0.50,0.41
0.41,0.44,0.45,0.41
0.44,0.41,0.44,0.41
0.41,0.42,0.43,0.41
0.40,0.41,0.44,0.40
0.41,0.40,0.44,0.39
0.43,0.45,0.46,0.40
0.45,0.44,0.46,0.44
0.46,0.43,0.46,0.42
0.44,0.46,0.51,0.42
0.50,0.41,0.50,0.41
0.41,0.46,0.50,0.41
0.46,0.43,0.49,0.38
0.44,0.41,0.46,0.41
0.43,0.42,0.45,0.41
0.41,0.44,0.45,0.41
0.42,0.42,0.45,0.42
0.42,0.41,0.44,0.41
0.43,0.40,0.43,0.40
0.40,0.36,0.43,0.36
0.36,0.34,0.40,0.34
0.34,0.32,0.37,0.30
0.30,0.32,0.33,0.29
0.33,0.35,0.35,0.32
0.30,0.32,0.35,0.30
0.34,0.35,0.35,0.32
0.35,0.34,0.35,0.33
0.35,0.36,0.36,0.32
0.36,0.35,0.39,0.34
0.38,0.37,0.40,0.36
0.36,0.69,0.75,0.36
0.80,0.64,0.82,0.57
0.64,0.67,0.70,0.60
0.65,0.74,0.78,0.65
0.75,0.75,0.77,0.68
0.76,0.72,0.76,0.68
0.70,0.71,0.72,0.65
0.65,0.63,0.72,0.56
0.71,0.64,0.71,0.64
0.66,0.64,0.70,0.62
0.67,0.61,0.67,0.60
0.64,0.58,0.64,0.56
0.56,0.52,0.57,0.52
0.52,0.49,0.56,0.49
0.53,0.52,0.53,0.49
0.48,0.46,0.48,0.44
0.44,0.52,0.52,0.44
0.52,0.48,0.52,0.46
0.48,0.45,0.50,0.42
0.48,0.47,0.49,0.47
0.45,0.53,0.55,0.45
0.50,0.47,0.53,0.45
0.45,0.49,0.51,0.45
0.49,0.51,0.55,0.49
0.54,0.53,0.55,0.46
0.50,0.50,0.54,0.49
0.49,0.52,0.54,0.49
0.52,0.53,0.55,0.50
0.53,0.56,0.57,0.50
0.57,0.52,0.58,0.50
0.55,0.55,0.56,0.52
0.55,0.62,0.65,0.55
0.60,0.72,0.75,0.60
0.72,0.76,0.87,0.72
0.75,0.72,0.75,0.66
0.70,0.75,0.76,0.66
0.75,0.70,0.78,0.68
0.72,0.65,0.72,0.65
0.65,0.63,0.74,0.60
0.69,0.65,0.69,0.63
0.70,0.72,0.74,0.65
0.74,0.69,0.74,0.68
0.74,0.75,0.84,0.74
0.80,0.77,0.80,0.76
0.80,0.73,0.80,0.69
0.75,0.70,0.77,0.68
0.70,0.66,0.70,0.65
0.69,0.73,0.74,0.66
0.73,0.68,0.74,0.68
0.72,0.74,0.74,0.66
0.70,0.69,0.70,0.68
0.70,0.69,0.70,0.68
0.70,0.69,0.70,0.67
0.70,0.67,0.70,0.66
0.70,0.68,0.70,0.67
0.70,0.68,0.70,0.66
0.68,0.68,0.70,0.66
0.68,0.74,0.78,0.68
0.80,0.74,0.80,0.72
0.77,0.77,0.77,0.70
0.79,0.72,0.80,0.70
0.75,0.68,0.78,0.68
0.68,0.68,0.73,0.67
0.70,0.69,0.70,0.66
0.72,0.66,0.78,0.61
0.70,0.78,0.78,0.70
0.78,0.77,0.80,0.71
0.75,0.77,0.79,0.75
0.79,0.82,0.84,0.75
0.83,0.77,0.83,0.77
0.77,0.71,0.80,0.67
0.71,0.70,0.71,0.68
0.68,0.69,0.73,0.68
0.71,0.69,0.71,0.69
0.69,0.69,0.71,0.68
0.68,0.68,0.70,0.68
0.69,0.70,0.70,0.68
0.63,0.68,0.71,0.63
0.65,0.68,0.70,0.64
0.65,0.64,0.69,0.64
0.66,0.56,0.66,0.55
0.58,0.49,0.58,0.49
0.50,0.48,0.52,0.47
0.50,0.49,0.52,0.47
0.50,0.47,0.53,0.46
0.47,0.48,0.50,0.47
0.48,0.45,0.51,0.45
0.45,0.48,0.50,0.45
0.45,0.47,0.49,0.45
0.46,0.44,0.47,0.42
0.44,0.42,0.47,0.40
0.43,0.43,0.43,0.42
0.43,0.41,0.43,0.40
0.40,0.41,0.45,0.40
0.41,0.41,0.44,0.40
0.42,0.44,0.46,0.42
0.45,0.43,0.46,0.42
0.42,0.43,0.46,0.41
0.42,0.44,0.44,0.41
0.41,0.42,0.45,0.35
0.42,0.42,0.44,0.42
0.40,0.40,0.41,0.39
0.38,0.41,0.42,0.38
0.38,0.43,0.44,0.38
0.42,0.39,0.44,0.39
0.43,0.43,0.44,0.39
0.40,0.43,0.43,0.40
1.61,1.40,1.70,1.25
1.46,1.76,2.00,1.40
1.72,1.52,1.73,1.48
1.68,1.44,1.68,1.42
1.35,1.26,1.35,1.21
1.24,1.19,1.24,1.12
1.19,1.22,1.22,1.14
1.18,1.19,1.20,1.12
1.13,1.12,1.19,1.07
1.09,1.14,1.17,1.08
1.18,1.16,1.20,1.09
1.15,1.16,1.16,1.11
1.16,1.30,1.30,1.15
1.26,1.21,1.29,1.15
1.32,1.19,1.32,1.19
1.15,1.29,1.29,1.15
1.29,1.21,1.31,1.17
1.24,1.27,1.28,1.19
1.38,1.26,1.38,1.21
1.26,1.27,1.28,1.18
1.28,1.22,1.28,1.18
1.24,1.23,1.24,1.18
1.23,1.20,1.24,1.20
1.22,1.24,1.24,1.17
1.20,1.19,1.21,1.17
1.24,1.20,1.24,1.15
1.24,1.27,1.27,1.20
1.28,1.23,1.29,1.22
1.26,1.21,1.28,1.19
1.25,1.17,1.27,1.15
1.19,1.20,1.25,1.19
1.24,1.23,1.25,1.18
1.19,1.21,1.24,1.18
4.71,3.15,5.19,3.05
2.88,2.94,3.19,2.78
2.92,2.67,2.94,2.58
2.80,2.39,2.82,2.35
2.39,2.54,2.65,2.36
2.62,2.43,2.74,2.40
2.52,2.34,2.52,2.26
2.31,2.46,2.48,2.15
2.47,2.34,2.48,2.29
2.34,2.19,2.34,2.17
2.23,2.11,2.24,2.10
2.15,2.29,2.44,2.10
2.33,2.13,2.36,2.07
2.18,1.96,2.18,1.93
2.00,1.99,2.05,1.85
2.00,1.90,2.06,1.90
1.92,1.92,1.98,1.87
2.08,2.05,2.20,1.96
2.00,1.97,2.04,1.91
1.97,1.95,2.00,1.88
1.97,1.66,2.02,1.28
1.70,1.90,1.90,1.67
1.88,1.80,1.88,1.76
1.80,1.92,1.94,1.78
1.93,2.20,2.26,1.85
2.15,2.05,2.20,2.00
2.04,2.12,2.23,1.97
2.15,2.13,2.32,2.06
2.13,2.07,2.14,1.95
2.07,2.16,2.35,1.92
2.18,2.07,2.18,2.02
2.08,1.97,2.08,1.96
1.97,2.04,2.14,1.96
2.09,2.11,2.17,2.00
2.15,2.61,2.72,2.15
2.61,2.44,2.82,2.35
2.45,2.34,2.47,2.25
2.44,2.21,2.44,2.17
2.32,2.24,2.32,2.17
2.24,2.05,2.24,2.04
2.08,2.02,2.09,1.97
2.00,1.91,2.01,1.85
1.92,1.93,2.01,1.92
1.97,2.00,2.07,1.95
1.98,1.98,2.06,1.97
1.96,1.98,2.02,1.90
1.96,1.95,1.96,1.89
1.91,1.80,1.91,1.80
1.83,1.73,1.83,1.73
1.70,1.67,1.77,1.66
1.73,1.71,1.73,1.66
1.75,1.69,1.80,1.68
1.71,1.86,1.89,1.69
1.88,1.81,1.90,1.79
1.78,1.79,1.82,1.75
1.80,1.81,1.92,1.77
1.77,1.71,1.83,1.67
1.73,1.75,1.78,1.72
1.70,1.69,1.75,1.66
1.69,1.74,1.79,1.67
1.74,1.70,1.74,1.69
1.72,1.73,1.75,1.69
1.75,1.68,1.75,1.64
1.69,1.72,1.80,1.67
1.75,1.76,1.80,1.71
1.71,1.75,1.78,1.68
1.74,1.73,1.79,1.69
1.75,2.18,2.25,1.72
2.01,1.81,2.08,1.74
1.78,1.75,1.82,1.75
1.76,1.74,1.79,1.71
1.74,1.67,1.74,1.65
1.68,1.67,1.74,1.66
1.69,1.67,1.73,1.67
1.67,1.64,1.72,1.54
1.62,1.62,1.66,1.57
1.62,1.69,1.75,1.57
1.69,1.67,1.72,1.61
1.63,1.75,1.92,1.62
1.79,1.80,1.82,1.71
1.80,1.78,1.91,1.76
1.80,1.71,1.80,1.70
1.71,1.68,1.73,1.65
1.67,1.70,1.72,1.65
1.72,1.73,1.77,1.66
1.75,1.87,1.95,1.73
1.90,1.86,1.94,1.83
1.89,1.80,1.89,1.75
1.77,1.73,1.84,1.71
1.76,1.69,1.81,1.66
1.68,1.70,1.75,1.68
1.72,1.68,1.72,1.66
1.65,1.49,1.65,1.46
1.47,1.51,1.54,1.44
1.50,1.47,1.50,1.46
