WYNN,Wynn Resorts,NASDAQ
146.84,146.76,147.60,144.43
146.57,145.71,147.33,143.74
145.37,147.15,149.18,144.40
148.36,147.87,151.69,147.23
147.70,146.08,148.50,144.36
145.70,143.13,145.70,140.66
142.04,143.69,146.39,141.43
145.95,144.34,147.38,144.00
144.50,144.71,146.90,144.50
145.57,149.74,150.20,145.25
149.25,148.63,151.73,146.86
147.59,146.83,148.50,146.20
147.23,146.27,149.52,145.72
146.45,140.54,147.29,139.80
140.58,142.85,143.25,140.07
143.18,146.86,147.46,142.35
148.00,147.01,148.62,146.03
146.27,144.98,147.13,144.49
142.65,142.47,143.32,140.15
143.69,141.75,143.75,140.80
141.79,143.15,143.90,140.67
143.14,145.34,145.78,142.75
145.17,146.40,147.49,145.17
147.82,146.52,149.10,145.75
146.07,145.86,149.80,145.45
146.34,146.26,147.42,143.40
144.76,143.41,145.89,142.53
143.32,141.30,144.75,141.21
142.30,136.09,143.00,136.07
136.19,134.60,137.77,134.14
134.58,135.20,135.70,133.70
134.42,131.99,134.84,131.29
132.13,129.78,133.44,128.56
132.50,133.06,133.84,131.43
131.31,130.37,133.17,129.52
129.84,129.95,131.46,128.15
132.72,129.40,133.48,129.28
129.25,132.27,133.00,128.41
132.64,135.43,136.81,132.15
134.58,133.07,136.42,132.94
131.40,132.85,132.91,128.91
132.90,131.33,133.20,130.22
130.82,134.30,135.20,130.29
135.00,139.43,139.95,135.00
141.18,140.21,142.00,138.91
141.00,143.54,145.88,140.45
144.52,149.57,150.53,143.54
149.87,151.16,151.44,148.41
150.99,153.29,154.15,150.20
155.14,157.49,159.17,155.13
155.44,161.15,161.74,154.66
159.17,156.81,160.61,155.96
157.19,156.87,159.50,156.32
158.65,156.35,159.77,155.86
157.04,158.78,159.71,156.53
160.32,162.62,162.70,158.15
163.05,164.89,165.31,161.78
169.15,162.27,172.58,160.72
163.10,160.18,163.18,157.68
161.31,163.76,164.50,160.28
163.33,165.25,166.90,163.02
163.74,164.62,165.00,163.31
164.48,164.13,164.92,163.14
164.23,159.17,164.61,158.10
159.17,155.43,159.82,155.01
153.34,153.68,155.25,149.68
157.74,154.21,158.27,152.56
153.58,146.83,155.08,146.45
146.96,151.75,151.98,142.91
149.05,141.07,150.00,141.00
143.72,139.91,144.33,132.86
134.41,126.91,137.60,123.69
129.59,139.68,139.92,125.09
135.62,134.68,141.88,133.09
136.71,140.92,143.10,132.26
145.23,145.32,146.72,141.39
146.37,149.10,149.65,145.32
147.62,146.88,149.41,143.88
147.69,147.60,150.40,145.68
142.38,136.00,142.91,134.09
132.27,131.34,138.83,130.14
135.18,129.98,135.87,129.35
130.95,138.14,138.24,129.06
137.49,139.87,141.22,135.42
140.30,137.19,141.45,136.30
136.01,140.34,141.27,134.70
142.61,147.11,147.13,141.82
146.37,153.50,154.46,145.66
155.00,154.72,156.45,152.90
155.90,152.82,157.69,151.88
149.20,147.90,149.78,146.01
143.42,148.89,149.41,142.30
153.45,152.65,153.59,150.65
151.59,152.47,155.32,150.25
151.10,148.43,152.83,146.85
149.26,151.72,154.87,147.29
151.62,150.69,151.74,147.55
151.44,148.65,152.42,147.72
150.05,149.61,150.89,145.14
150.60,152.12,152.67,148.76
149.94,158.31,159.63,147.85
159.08,153.21,161.33,152.71
154.81,147.21,156.49,147.06
140.44,139.02,143.50,134.61
138.47,138.67,142.63,138.05
140.41,136.78,140.46,128.10
140.22,140.02,144.42,139.16
141.45,135.49,142.97,135.15
138.55,125.54,139.47,120.42
121.76,115.08,124.75,111.71
111.86,110.67,115.35,107.78
112.06,118.75,119.00,108.42
117.25,119.94,120.30,115.05
124.20,132.58,132.71,123.65
136.18,129.06,137.85,127.96
131.68,139.73,139.77,131.53
138.84,137.77,140.95,136.04
139.30,137.71,140.40,136.75
136.86,131.28,137.90,129.90
134.33,134.48,134.81,129.07
133.66,134.81,138.24,133.16
132.65,137.65,138.60,129.41
136.77,130.27,139.30,129.50
124.09,123.37,125.40,119.60
124.60,120.40,125.55,117.37
122.90,127.65,127.95,122.66
126.75,123.18,128.00,123.00
126.44,128.01,128.64,121.75
134.03,136.89,138.36,131.57
137.89,138.03,142.20,136.11
135.52,132.80,137.92,132.68
129.01,128.61,130.96,127.02
133.39,132.54,136.70,131.29
134.14,133.69,134.94,129.10
132.21,131.65,134.46,131.05
131.36,128.72,132.31,127.20
130.22,129.04,130.72,126.75
126.00,123.91,127.71,123.21
125.18,119.57,125.50,117.40
120.98,125.46,125.75,119.26
125.07,125.02,128.98,124.34
124.71,127.86,129.00,123.72
126.19,123.25,127.05,122.94
124.49,120.78,124.85,119.17
121.78,121.76,123.13,119.82
115.15,112.07,116.02,110.09
110.48,112.90,114.17,110.07
111.33,107.99,112.50,107.71
107.18,107.02,109.77,106.77
112.39,114.60,115.95,112.36
114.32,110.14,115.00,110.00
116.00,120.56,120.62,115.65
119.85,118.96,121.66,117.58
121.25,118.41,121.50,118.27
120.58,117.63,120.92,116.03
117.11,113.67,117.88,113.00
112.50,114.05,114.55,110.00
113.45,110.18,114.83,110.00
110.22,110.86,111.88,108.63
109.52,109.04,109.97,108.00
109.33,104.41,110.49,103.77
104.01,102.29,104.48,101.67
103.41,104.58,105.29,101.02
105.52,105.65,107.26,104.92
106.50,102.20,108.65,101.90
104.84,107.58,107.72,104.22
106.94,107.94,108.39,105.00
108.08,108.04,108.65,106.57
107.97,110.00,110.06,107.91
110.56,113.53,114.45,109.36
113.55,109.22,113.75,109.09
109.66,110.34,110.88,108.53
110.15,110.49,112.25,109.70
114.47,113.97,115.80,112.30
113.65,112.01,114.00,111.92
111.16,110.84,111.45,109.32
110.90,106.94,111.19,106.72
107.38,106.64,108.00,105.88
109.16,107.53,109.30,106.84
107.00,111.89,112.16,106.93
106.98,109.80,110.94,104.62
108.32,107.85,110.33,107.29
110.46,111.90,113.68,110.36
112.27,116.81,117.20,112.00
118.63,117.35,119.08,116.00
117.27,115.47,117.76,115.18
115.79,117.27,119.57,115.64
116.78,118.47,119.31,115.76
118.54,120.42,121.17,117.47
121.49,119.15,123.27,118.35
119.00,119.07,120.00,118.13
116.33,115.41,116.57,112.16
117.10,115.23,117.65,114.87
117.34,117.75,118.84,115.82
118.53,120.78,120.81,117.10
117.01,114.98,117.23,114.39
114.44,112.83,114.87,112.05
112.50,112.67,114.45,112.50
113.26,114.64,114.66,112.71
115.17,113.59,115.30,113.21
112.50,113.20,114.21,112.02
113.24,110.56,113.25,110.00
109.80,111.16,111.85,109.18
111.48,111.41,112.74,111.06
111.58,112.67,112.90,110.63
114.20,112.69,114.84,112.45
118.65,119.40,121.58,117.99
118.51,117.74,120.15,117.19
117.68,116.34,118.13,115.79
116.94,118.10,119.49,116.80
117.41,116.52,117.60,116.33
116.38,115.09,117.16,115.09
116.50,118.54,119.84,116.05
120.00,122.06,123.38,119.62
124.20,127.27,132.59,123.21
126.55,122.75,127.96,122.32
119.97,119.38,120.74,118.60
121.27,122.27,123.35,121.21
123.81,123.39,124.26,122.50
123.28,120.79,123.97,120.26
121.11,121.07,122.57,120.09
124.65,125.33,126.23,124.02
125.74,126.08,126.54,125.18
125.40,128.00,128.83,125.36
128.20,126.96,129.00,126.33
126.58,129.29,130.71,126.58
128.03,128.01,128.68,126.04
128.21,128.87,129.95,127.70
128.00,126.81,129.85,125.97
127.19,126.57,127.41,125.85
127.68,130.00,131.20,127.52
129.79,128.81,130.46,128.66
128.90,126.25,129.01,124.39
124.97,124.93,125.42,122.86
126.03,124.88,126.57,123.77
124.73,125.48,127.69,124.26
125.34,125.68,127.10,125.03
124.15,123.76,125.16,123.41
123.45,125.94,126.38,123.45
123.38,124.22,125.00,122.82
124.56,122.10,125.95,120.75
123.69,124.28,126.33,123.60
124.92,126.28,127.86,124.66
125.39,125.48,126.75,124.18
125.44,123.37,125.65,123.18
124.46,124.77,125.55,123.40
128.74,130.28,132.47,128.48
130.75,129.55,131.85,129.05
130.82,128.99,130.82,128.87
127.38,125.25,127.38,124.72
124.91,124.71,125.93,124.18
127.65,128.90,129.18,125.84
130.09,134.13,134.30,127.90
134.48,135.04,136.63,133.87
134.56,133.40,135.36,130.50
132.80,134.71,135.88,132.49
138.00,133.65,138.28,133.52
133.79,130.55,134.26,129.87
128.67,127.40,129.55,126.94
126.18,125.19,127.59,124.75
123.24,119.23,123.25,116.35
116.94,115.37,117.77,113.95
117.02,113.25,117.25,113.21
112.44,112.90,115.38,111.55
111.01,108.09,111.19,107.94
108.20,106.45,109.28,106.19
107.14,105.06,108.35,104.81
104.85,101.54,106.02,101.26
102.03,101.94,106.68,101.39
102.43,104.17,104.34,98.26
103.89,103.15,105.30,101.72
102.22,103.66,104.12,101.01
104.66,103.23,105.46,102.10
103.05,102.04,104.40,101.50
103.56,104.61,105.80,103.23
105.74,104.55,106.14,103.08
104.09,103.04,104.46,100.17
99.80,97.38,100.56,96.52
97.15,98.17,98.70,95.82
97.38,100.99,101.30,97.00
102.32,103.91,104.69,102.11
105.88,102.64,107.00,102.31
101.94,104.21,104.38,100.99
105.16,99.53,105.65,99.40
101.28,101.47,101.70,99.40
100.72,100.20,102.27,99.96
98.90,100.49,101.12,98.24
99.99,99.53,100.56,99.07
98.90,100.33,101.00,98.01
100.74,104.52,105.08,100.74
105.36,104.89,105.45,103.00
105.16,102.05,107.57,101.95
102.63,103.32,104.14,101.84
101.18,102.06,102.74,101.00
101.69,102.04,102.93,100.45
102.78,102.40,103.66,101.96
101.70,102.01,103.24,100.40
104.28,103.72,105.00,102.89
102.60,102.15,104.57,101.59
101.98,101.55,102.70,100.67
100.98,101.82,102.30,98.44
100.88,100.69,101.00,99.03
99.89,100.01,101.19,99.25
100.60,100.23,101.69,99.47
99.95,100.64,102.98,99.43
99.56,96.75,100.26,96.46
96.83,96.22,97.00,95.10
96.03,96.44,97.70,95.33
97.45,97.36,98.27,95.58
96.25,96.29,100.94,94.52
96.54,99.66,100.13,95.87
98.58,97.31,99.94,97.23
95.34,95.02,95.50,94.00
95.68,93.00,95.99,92.02
93.20,92.79,94.00,91.58
93.27,93.10,93.43,90.11
93.41,94.61,94.85,93.17
94.42,94.55,96.57,93.70
94.29,93.75,94.91,93.00
95.39,95.30,95.87,94.11
94.04,93.53,95.98,92.56
95.15,95.56,96.38,95.01
95.98,97.80,98.63,94.84
99.39,102.64,104.00,98.81
101.81,102.71,102.98,101.54
102.34,101.53,103.14,101.30
101.00,101.83,101.98,99.87
100.91,100.13,101.75,99.55
101.04,99.54,101.34,99.32
99.36,100.21,100.50,99.09
100.69,104.24,104.78,100.40
104.78,104.80,105.38,103.71
108.10,105.60,110.00,105.25
105.65,105.41,107.50,104.84
105.36,105.80,107.10,104.84
106.11,105.15,106.70,105.11
104.53,105.33,105.61,103.48
106.13,105.47,106.30,104.51
105.00,105.23,105.95,104.32
105.25,104.92,105.68,103.65
104.52,102.85,104.52,102.36
103.80,103.17,105.05,102.84
102.60,100.72,102.89,100.38
100.58,99.61,101.14,99.32
100.78,101.55,102.25,100.47
102.00,102.74,103.85,101.71
104.10,103.09,104.50,102.76
102.40,104.80,105.21,102.29
105.70,107.45,107.82,105.68
106.75,110.02,110.42,106.49
110.95,113.02,114.50,110.80
114.16,112.47,115.19,111.95
112.39,112.73,113.44,111.66
113.25,115.69,116.39,112.77
114.43,114.90,114.97,113.00
115.50,114.37,115.50,113.42
113.45,114.07,114.78,113.11
115.48,113.93,116.47,113.53
113.91,113.71,114.73,111.90
114.21,115.43,116.22,113.30
114.80,115.44,116.10,114.14
116.00,115.58,117.82,114.98
116.41,114.61,116.41,113.45
115.16,114.87,115.75,114.09
113.87,114.02,114.80,111.87
115.13,113.81,115.88,113.14
113.26,112.68,113.64,112.00
112.77,111.78,114.13,110.93
112.16,111.02,113.21,109.95
112.02,112.46,112.86,111.15
113.41,113.81,114.98,113.00
113.89,116.25,116.50,113.53
116.89,117.80,118.98,116.32
117.82,118.95,119.29,116.81
119.06,118.30,119.50,117.36
117.90,115.62,117.90,114.79
114.22,115.46,116.49,114.22
114.10,114.38,114.79,113.25
114.04,112.29,116.00,111.82
118.13,120.43,121.00,117.63
121.50,118.97,121.54,118.07
119.18,121.06,121.40,118.11
121.24,122.90,123.64,118.77
123.46,120.80,123.54,120.48
114.00,111.52,114.48,110.80
112.11,112.21,112.75,110.52
111.09,111.03,112.18,109.77
110.61,109.25,111.55,108.71
108.46,108.35,109.87,108.23
108.67,107.42,109.15,106.66
106.96,106.93,108.48,105.58
107.67,104.56,107.71,104.05
104.31,104.55,105.61,103.34
107.61,104.33,109.41,103.88
106.11,105.79,107.30,104.92
106.38,106.87,107.48,105.57
106.61,108.03,108.29,106.61
108.77,109.33,109.42,107.93
108.98,107.57,109.18,106.63
107.14,108.26,109.49,107.14
108.80,111.69,111.86,107.84
112.00,112.03,113.36,110.50
112.10,112.40,112.73,111.32
112.97,113.40,115.69,112.97
108.85,110.12,110.62,107.50
110.11,109.94,110.74,109.02
110.00,111.45,111.74,109.75
111.75,110.26,112.63,109.13
110.39,110.04,110.49,108.92
111.25,109.80,111.75,109.28
110.82,113.46,114.45,110.27
113.37,114.22,115.16,113.16
112.24,113.75,114.92,111.99
114.28,113.69,114.59,112.45
113.80,113.95,115.01,113.02
113.95,113.64,115.67,113.03
114.16,114.28,114.75,113.14
112.96,113.51,113.64,112.16
113.12,112.52,113.48,111.77
112.61,111.55,112.98,110.89
111.90,111.01,112.08,108.93
110.48,109.67,112.29,109.48
109.58,112.49,112.54,109.13
116.37,118.07,119.02,115.88
118.57,119.34,121.06,118.34
119.93,120.78,122.21,119.40
120.73,121.19,121.99,120.26
121.04,121.09,121.88,119.83
121.37,121.52,123.72,121.20
123.65,122.90,123.69,120.26
122.76,122.99,123.36,121.77
122.84,122.80,123.87,122.50
122.64,123.80,123.95,122.26
122.71,122.96,123.32,122.21
123.51,123.46,123.82,122.22
125.15,124.06,126.11,123.71
123.61,124.32,124.66,122.67
124.40,123.13,124.98,122.75
123.58,122.68,124.57,122.54
123.06,123.93,124.34,122.70
123.21,123.54,124.97,123.05
123.27,122.39,123.95,121.85
122.08,123.49,123.86,122.06
125.50,125.22,126.95,123.32
123.99,126.37,126.66,122.50
125.35,124.76,126.98,124.56
124.75,125.75,126.77,124.75
121.43,123.30,124.82,120.91
123.28,122.83,123.28,120.77
123.51,126.52,126.92,123.50
126.88,124.10,126.88,123.56
123.57,122.67,124.01,122.50
123.60,122.40,124.24,122.39
122.80,123.20,123.25,121.49
123.08,122.96,123.52,122.01
120.90,120.39,120.91,118.07
120.18,116.56,120.92,116.33
116.31,115.53,116.32,113.85
116.15,117.34,117.85,115.02
118.56,115.56,120.68,115.51
115.78,115.50,116.32,113.39
115.88,117.64,118.33,115.29
117.24,116.90,119.25,116.90
116.95,116.57,117.30,115.14
116.15,116.55,117.49,115.12
116.88,116.00,117.33,115.91
116.39,117.30,118.28,115.83
117.27,117.21,118.27,116.46
118.02,117.35,118.22,116.65
117.58,118.15,119.28,117.24
117.84,117.98,118.00,116.60
118.18,118.63,119.47,117.47
118.99,119.81,119.98,118.66
119.52,119.97,120.24,118.50
118.71,120.11,121.81,118.24
120.36,119.93,121.33,119.00
121.10,122.32,122.79,120.83
121.99,121.09,122.88,121.09
121.81,122.08,122.90,121.21
122.88,121.64,124.65,121.50
122.60,124.54,125.00,121.95
123.86,124.13,124.44,122.76
124.25,125.16,125.41,123.36
125.23,123.19,125.23,122.41
123.75,123.26,124.24,122.51
123.07,120.40,123.12,119.75
120.55,118.80,120.57,118.66
116.60,118.04,118.17,114.41
118.17,122.68,123.28,118.17
123.29,123.53,124.74,122.64
123.70,126.36,126.47,123.60
126.48,127.16,128.21,126.27
127.00,128.54,129.39,126.56
127.51,124.13,128.20,123.18
125.02,127.04,127.44,125.00
126.29,124.33,126.36,123.17
124.79,123.94,125.32,122.24
125.16,127.56,127.93,124.71
127.95,128.40,128.63,126.74
129.05,129.37,129.91,127.35
130.00,131.50,132.04,129.92
133.50,134.91,135.98,132.90
135.40,135.50,136.27,133.84
135.69,135.80,136.51,133.44
136.26,137.30,137.53,135.59
136.87,136.22,137.39,135.55
137.15,136.62,138.43,136.06
138.23,138.80,139.00,136.39
138.85,138.68,140.34,138.05
138.03,138.84,139.53,137.49
139.05,138.84,139.92,138.05
138.33,139.55,140.09,137.26
139.66,139.10,140.43,138.74
139.19,140.36,140.39,138.24
140.50,142.14,142.65,140.27
141.81,139.76,142.40,138.96
138.99,139.36,141.27,138.99
140.58,140.99,141.65,140.11
141.48,143.11,143.56,141.05
143.26,142.43,144.17,141.49
143.18,141.64,144.99,140.85
139.79,138.45,140.00,137.36
137.15,137.90,138.45,136.50
139.68,140.58,142.53,139.53
140.37,138.48,141.01,137.83
138.98,138.12,139.38,137.90
137.18,135.89,139.06,135.89
136.20,138.10,138.22,134.69
137.89,136.84,138.50,135.28
135.98,133.78,136.99,133.01
133.50,134.94,135.19,133.01
135.77,137.50,138.10,135.19
137.96,138.96,140.41,137.51
136.69,134.78,136.97,134.24
135.49,133.89,136.30,133.46
133.56,136.52,137.05,132.16
135.97,135.14,137.11,134.43
137.00,138.39,140.25,136.11
138.87,139.30,140.40,138.58
140.25,137.86,140.25,137.68
136.48,132.17,136.51,130.62
