PII,Polaris Industries Inc. Common Stock,NASDAQ
81.57,81.45,82.00,80.95
82.23,81.87,82.91,80.42
83.00,84.28,84.74,82.65
84.49,81.96,84.49,81.82
81.97,83.30,83.79,81.40
83.77,83.10,84.30,82.70
83.52,85.11,85.99,83.41
85.11,84.35,85.47,84.33
84.19,85.90,86.12,83.92
86.05,87.12,87.41,85.82
86.97,87.02,87.39,86.06
87.38,87.02,88.04,86.56
87.33,88.00,88.25,87.13
87.94,88.86,89.53,87.80
89.33,88.57,89.36,87.94
88.59,88.43,89.13,87.63
89.19,91.69,91.74,89.01
91.43,90.88,92.16,90.29
90.20,89.31,90.95,89.06
89.72,91.05,91.14,88.87
90.09,91.10,91.51,89.71
91.03,91.77,92.42,90.36
90.37,90.74,91.34,89.23
91.17,91.18,91.98,90.11
105.68,110.28,115.83,105.48
109.01,106.16,109.07,103.09
104.96,105.41,107.24,102.51
105.00,105.62,106.11,104.63
105.80,106.02,106.60,104.89
106.37,105.51,106.37,104.45
105.51,105.43,106.00,104.74
107.01,104.25,107.01,104.18
104.87,104.99,105.53,103.02
104.93,103.72,105.14,102.92
103.26,103.59,105.25,102.81
105.03,103.70,105.91,103.01
103.73,104.12,105.01,102.89
104.37,104.86,105.18,103.50
104.54,103.43,104.54,102.89
103.27,104.70,105.80,103.01
104.81,102.57,105.18,101.68
102.25,101.46,103.61,100.65
100.58,101.31,102.27,100.48
101.52,103.95,104.43,100.98
104.70,104.99,105.15,103.37
104.43,103.73,105.35,102.46
102.16,102.04,103.48,102.02
102.12,102.00,102.99,101.26
101.32,103.25,103.62,100.83
102.74,104.21,104.35,102.04
104.50,104.55,105.36,103.61
106.15,110.35,110.77,105.31
110.23,104.19,110.35,103.86
104.12,106.04,107.44,104.00
104.06,102.80,105.74,102.75
102.62,103.18,104.78,102.62
104.01,101.31,104.18,101.28
100.70,101.71,103.07,100.51
102.70,102.56,103.90,101.72
102.16,99.17,102.56,99.14
99.90,98.73,100.35,97.78
101.07,101.55,102.50,99.85
100.15,99.33,102.87,99.30
99.54,99.33,100.93,97.78
100.30,99.73,102.30,99.29
99.42,104.38,104.73,98.64
105.44,107.63,109.88,105.44
106.86,105.79,108.47,105.60
103.86,107.79,108.02,103.65
108.07,106.73,108.73,105.64
106.91,108.68,109.24,106.00
109.01,111.09,111.35,108.48
111.75,111.25,111.86,110.00
111.72,111.17,113.03,110.51
111.35,114.18,115.05,111.27
114.51,116.48,116.53,113.84
116.48,120.08,120.26,116.19
121.33,121.24,122.53,120.44
119.64,119.31,119.96,118.28
119.15,113.87,119.37,113.19
113.03,115.74,116.52,113.03
116.65,114.62,117.21,114.36
114.99,113.41,114.99,111.88
113.75,113.67,115.14,113.34
113.22,112.88,114.89,112.21
119.53,118.06,121.98,114.53
118.30,116.51,119.43,115.06
116.76,119.49,120.84,116.15
119.04,122.25,123.00,119.04
119.80,120.81,122.21,119.41
120.76,120.32,121.25,119.20
119.15,118.84,120.53,118.14
118.87,117.77,120.43,117.44
116.34,118.55,119.51,115.40
120.00,118.28,120.84,116.70
117.44,110.00,117.95,109.71
109.64,111.78,112.05,107.19
109.60,105.00,111.19,104.94
106.85,102.20,106.85,98.82
96.87,92.01,99.98,91.87
94.35,96.33,97.34,90.41
95.01,91.97,95.73,91.57
93.23,95.06,96.54,92.20
97.15,98.50,100.39,97.15
99.33,100.54,101.69,98.68
101.95,103.06,105.05,101.53
103.52,101.74,104.65,100.14
98.45,94.72,98.58,93.51
92.41,93.05,97.69,92.41
96.40,93.20,98.00,91.78
93.97,99.78,100.76,92.21
99.66,102.36,102.66,98.53
103.07,99.51,103.93,98.95
98.58,102.37,104.00,97.24
103.72,106.37,106.69,103.52
105.97,110.79,111.19,105.79
111.74,109.87,113.47,107.96
109.82,106.68,110.52,106.31
103.99,103.79,104.98,102.10
100.26,102.25,103.38,99.45
104.52,108.39,109.25,104.40
107.37,107.17,108.86,105.76
105.85,104.64,107.11,102.75
102.49,105.26,105.26,101.59
52.71,54.62,55.44,52.36
55.29,55.82,56.50,53.99
56.64,55.79,56.65,54.82
56.11,56.84,57.11,55.40
55.62,56.34,56.94,55.19
56.52,54.29,56.79,54.21
54.44,52.67,55.24,52.63
50.79,51.30,52.08,50.13
50.85,50.96,51.30,50.10
51.30,51.92,53.19,50.09
52.98,53.40,54.81,52.87
53.48,52.00,54.50,51.88
53.15,51.13,53.17,49.22
50.08,49.97,51.20,49.71
49.64,48.58,51.78,48.56
47.85,50.17,50.24,46.83
50.41,51.69,52.39,49.66
51.75,53.42,53.70,51.25
53.72,54.00,54.75,52.55
54.64,56.10,56.54,54.62
55.88,56.63,57.15,55.15
57.08,57.88,58.74,56.95
57.47,58.45,59.49,57.21
59.31,59.68,60.12,58.36
59.59,58.50,60.49,58.15
56.23,54.23,57.21,52.02
54.59,55.70,56.36,53.92
56.28,55.92,56.30,54.66
56.48,56.79,57.44,56.07
57.13,60.03,60.09,56.98
59.43,58.96,59.70,58.64
59.64,62.00,62.59,58.93
63.98,63.98,65.61,63.54
63.98,62.71,64.12,62.01
62.14,63.34,65.86,61.86
61.73,61.36,62.04,60.01
62.42,63.26,63.91,62.27
63.89,65.53,65.77,62.64
64.95,64.61,65.18,63.45
64.68,64.66,65.29,63.25
65.16,64.59,65.44,63.08
63.24,62.30,63.67,61.87
63.47,61.19,63.54,60.87
61.83,63.73,64.13,61.83
63.68,62.58,63.72,62.43
62.38,64.41,64.88,62.20
63.87,61.98,64.00,61.82
61.80,60.85,62.78,60.60
61.26,60.78,61.49,59.68
59.04,58.70,59.16,56.69
58.41,58.43,58.98,57.56
57.98,56.89,58.20,56.64
56.72,56.10,57.29,55.95
58.03,58.40,59.47,57.61
58.18,58.58,59.18,57.90
61.94,60.10,61.94,59.22
59.79,60.87,61.98,59.69
61.54,61.53,62.75,61.36
62.71,62.46,63.06,61.63
62.43,61.45,62.43,60.87
60.79,59.56,60.96,58.83
59.14,57.44,60.16,57.41
57.87,59.80,60.16,57.57
58.71,61.45,61.48,58.71
62.15,59.26,62.84,59.07
58.87,57.28,59.00,57.05
57.77,57.79,58.78,57.16
58.20,56.08,59.05,55.95
56.57,53.61,56.85,53.35
54.38,54.98,55.19,54.36
54.98,55.16,55.44,54.18
55.34,54.98,56.09,54.85
54.97,56.80,56.88,54.97
56.70,56.90,57.28,55.81
56.81,55.75,57.03,55.61
56.01,57.14,57.33,55.66
56.82,55.98,57.38,55.97
57.38,54.67,57.40,53.64
54.47,55.41,55.71,54.15
55.09,57.60,57.65,54.37
57.61,58.77,59.00,56.72
59.24,60.05,60.79,59.19
60.73,60.96,62.12,60.27
60.50,59.71,61.34,59.60
59.69,58.58,59.79,58.11
57.84,59.78,59.80,57.61
60.28,61.11,61.24,60.09
61.09,62.22,62.25,60.86
62.62,62.76,63.18,62.07
62.59,61.07,62.66,59.84
61.07,61.33,61.62,60.50
60.85,62.69,62.91,60.70
60.40,65.32,65.86,59.10
65.36,63.33,65.46,63.16
63.17,64.35,64.66,63.17
63.75,64.03,64.68,62.92
64.44,64.40,65.37,63.47
65.15,65.57,66.21,64.79
65.75,65.21,66.23,64.76
66.29,67.68,67.75,66.21
67.79,68.20,68.40,66.71
67.87,68.80,68.89,67.51
68.69,67.93,69.29,67.57
68.25,68.16,68.46,67.43
67.33,68.25,68.59,66.86
68.95,69.81,69.88,68.83
69.31,69.67,69.88,69.02
69.89,68.31,69.96,68.03
68.42,67.96,68.93,67.77
68.01,67.19,68.64,66.62
67.50,67.14,68.25,66.91
66.86,66.38,67.14,65.96
66.60,67.52,68.70,66.49
67.71,66.81,67.75,66.45
66.16,66.08,66.62,65.67
65.83,66.35,66.67,65.57
66.40,66.06,67.00,66.00
66.56,68.94,70.31,66.47
68.79,66.32,68.87,65.75
66.25,65.51,66.72,65.21
64.94,64.21,65.18,63.10
64.35,65.99,66.25,63.72
66.53,66.90,67.17,65.70
66.99,67.16,67.57,66.52
67.11,67.04,67.87,66.65
67.53,68.50,68.52,66.72
68.50,67.79,68.70,67.20
68.00,67.96,68.50,67.16
68.37,66.60,68.37,66.01
66.56,66.97,68.20,65.73
66.55,67.30,67.43,65.97
67.67,67.26,68.11,67.23
67.01,66.98,67.23,66.61
66.87,70.54,70.87,66.50
72.38,73.77,73.80,71.39
73.80,73.78,73.96,72.94
73.59,73.52,73.74,72.64
73.06,72.32,73.18,71.26
73.03,72.15,73.34,71.95
72.16,73.99,74.78,71.57
73.99,75.16,75.60,73.72
73.14,72.23,73.14,71.71
71.77,72.83,73.64,71.62
71.97,71.23,71.97,70.02
71.20,69.02,71.20,68.77
69.92,70.22,70.71,69.32
70.77,72.72,73.33,70.47
72.54,72.15,72.83,71.39
72.28,72.16,72.54,70.48
72.74,73.13,74.00,72.55
77.51,80.50,81.38,76.33
80.42,78.53,80.87,77.69
78.86,79.70,80.28,78.28
78.22,78.62,79.19,77.28
78.37,77.73,79.01,76.60
78.88,80.63,81.20,78.77
80.63,80.44,81.91,80.37
80.99,80.00,81.06,79.78
79.90,79.44,79.94,78.95
79.40,80.53,81.70,78.51
80.00,82.64,83.63,79.69
82.80,81.48,83.60,81.31
80.91,79.90,81.85,79.56
79.53,79.81,80.43,78.73
79.32,77.99,79.43,75.33
76.79,77.65,78.17,76.31
78.68,78.86,79.68,77.83
78.11,80.76,82.67,78.08
79.71,78.17,79.91,78.02
77.22,77.69,79.32,75.87
78.16,76.74,78.62,76.58
76.91,73.41,76.91,72.39
73.90,73.59,75.35,73.04
74.03,75.36,75.47,72.33
75.73,76.39,78.22,75.73
75.99,78.41,78.51,75.64
78.64,78.62,79.20,78.00
78.76,77.61,79.36,77.03
78.42,77.73,79.00,77.03
76.70,77.04,77.63,76.07
77.04,75.97,77.14,75.01
74.14,71.97,74.77,71.27
71.98,72.24,73.49,71.42
71.84,73.98,74.53,71.80
74.67,75.59,75.88,74.65
76.25,74.19,77.00,73.97
73.87,75.43,75.52,73.83
76.50,72.39,76.63,72.31
72.69,73.03,74.05,71.58
72.56,68.63,72.56,68.38
68.87,69.76,70.66,68.44
69.59,69.98,70.40,68.81
68.92,69.97,70.50,67.69
70.45,71.26,72.31,70.27
71.31,71.75,72.36,70.11
71.88,70.94,72.36,70.28
71.74,71.36,72.47,69.95
70.36,69.38,70.51,68.99
69.14,69.14,69.55,67.89
69.10,69.02,69.37,67.96
68.21,69.10,70.09,67.80
70.94,71.48,71.84,70.57
71.70,71.69,72.54,70.58
71.86,73.52,73.77,71.80
73.26,73.44,74.02,72.89
72.63,73.67,73.88,71.16
73.33,73.13,74.37,72.10
73.90,73.56,74.25,72.82
73.55,72.25,73.77,71.50
71.52,71.66,72.03,70.00
72.05,73.78,73.99,71.94
73.93,74.35,75.00,73.33
74.77,74.79,75.75,73.50
74.40,74.20,75.46,74.09
74.62,75.03,75.49,74.28
74.34,74.70,74.81,73.76
72.82,71.92,73.38,71.72
74.40,70.98,75.50,69.62
71.65,71.49,72.34,70.35
73.04,75.21,75.38,72.77
75.71,77.89,78.27,75.68
77.95,76.22,78.91,75.92
76.22,75.16,76.22,74.56
75.64,72.15,75.79,72.14
71.64,73.33,73.38,71.58
74.70,74.57,76.47,74.09
74.79,73.07,75.13,73.05
73.48,75.17,75.55,73.48
75.02,74.94,75.22,74.25
74.76,74.21,75.47,73.51
73.80,74.48,74.54,73.31
74.28,74.08,74.28,73.42
74.08,72.70,74.08,72.51
72.45,73.81,73.99,72.20
73.92,75.19,75.29,73.29
75.42,76.99,77.16,75.20
77.05,77.00,77.95,76.07
77.40,76.57,77.46,76.12
76.29,76.08,76.93,75.84
75.71,74.53,75.76,74.40
74.21,74.30,74.85,73.94
74.51,74.81,76.13,74.31
74.82,75.77,75.86,74.43
75.68,76.31,76.76,75.61
75.66,74.85,76.11,74.47
75.51,75.19,75.83,73.67
75.32,76.52,76.89,74.55
76.20,75.38,76.40,75.00
76.06,78.27,78.65,75.91
78.52,78.57,79.30,78.26
78.77,80.76,81.88,78.61
80.95,82.41,82.70,80.47
82.79,82.80,83.00,82.15
82.50,85.11,85.55,82.03
85.50,85.55,86.24,84.95
85.05,85.00,85.47,84.65
83.88,81.26,83.88,80.05
81.26,82.06,82.80,80.05
81.74,81.30,82.10,81.07
82.77,81.60,82.77,80.89
81.59,81.32,81.81,80.77
81.51,80.04,82.14,80.04
80.30,79.17,80.93,78.50
79.67,81.13,81.14,78.84
80.54,80.87,81.46,80.12
81.24,81.28,81.67,80.32
81.49,81.00,81.70,80.36
81.03,82.48,82.75,80.85
82.94,84.90,84.92,82.71
85.50,83.23,85.74,82.78
83.18,82.47,84.36,82.09
82.64,81.41,83.16,80.28
81.59,80.83,81.59,80.33
81.59,81.76,82.75,81.23
82.18,82.57,82.81,81.93
84.62,84.67,85.00,83.10
84.95,85.26,85.46,84.72
85.68,85.28,86.93,84.95
85.63,88.35,89.50,81.74
88.61,88.05,89.83,87.20
87.32,85.45,87.50,84.37
84.39,84.86,85.45,83.83
85.29,83.59,85.69,83.17
84.22,84.62,85.10,81.90
84.59,83.68,85.10,82.96
84.27,84.50,84.55,83.32
84.63,86.81,87.00,84.40
87.09,85.84,87.32,85.79
85.77,86.06,86.20,85.03
86.21,88.08,88.12,86.14
86.73,87.05,87.75,86.17
86.71,83.75,86.71,83.63
83.70,82.98,84.39,82.75
83.70,81.68,83.70,81.52
81.21,81.03,82.60,80.98
81.26,80.06,81.64,79.57
80.56,80.14,81.62,79.81
80.20,80.35,80.86,78.83
80.80,81.61,81.75,79.70
81.61,81.96,82.33,81.04
82.22,82.70,83.22,81.52
83.58,84.02,84.52,83.49
83.89,83.46,84.28,82.00
83.36,85.01,86.39,83.36
84.84,84.51,85.14,83.29
84.75,85.25,85.58,83.96
85.00,84.81,85.82,84.30
85.67,81.96,85.67,81.90
82.15,81.95,82.42,81.20
83.65,80.74,83.65,80.52
80.81,81.61,82.36,80.03
82.05,80.06,82.42,79.75
80.07,80.58,81.50,80.07
80.69,81.21,81.40,80.25
81.46,81.25,82.05,80.72
81.03,81.08,81.98,80.84
81.03,80.63,81.91,80.52
80.51,80.42,81.57,79.02
80.89,82.58,82.66,80.50
82.43,83.61,84.83,82.30
84.08,84.68,85.10,83.65
82.98,84.35,84.49,82.12
82.28,84.20,85.16,82.28
84.26,82.59,84.93,82.25
82.73,82.10,83.43,81.04
81.33,81.62,82.57,80.81
81.21,84.15,84.23,80.87
86.18,86.22,86.41,84.82
86.00,85.71,86.30,85.11
86.04,85.62,86.68,85.27
85.42,85.50,85.84,84.87
85.79,87.34,87.63,85.11
87.69,87.39,88.62,86.95
87.99,87.81,87.99,87.00
87.81,88.90,88.99,87.58
89.45,88.68,90.53,88.19
88.44,89.40,89.90,87.75
89.69,88.69,89.69,88.20
89.28,90.05,90.26,88.58
90.11,90.10,90.21,88.74
90.22,90.57,90.96,88.92
90.66,91.02,91.75,89.94
91.11,91.80,91.92,90.51
91.83,93.23,93.89,91.59
92.69,91.93,92.69,89.42
88.85,86.62,90.00,85.70
86.66,86.45,86.80,84.83
86.32,87.09,87.22,85.59
87.70,87.04,88.25,86.73
86.23,85.71,86.61,84.85
85.44,85.94,86.41,84.84
85.76,86.17,86.31,85.28
86.11,84.57,86.38,83.87
84.78,84.76,85.79,84.38
84.82,84.84,85.07,84.03
84.89,84.61,85.41,83.94
84.72,85.03,85.72,84.49
84.67,85.58,85.75,84.32
85.59,85.88,86.53,85.33
85.87,86.31,86.47,85.07
86.35,84.45,86.82,84.44
84.24,84.02,84.77,83.30
84.61,85.82,85.86,84.24
86.31,83.24,88.13,83.19
83.76,83.73,85.27,82.80
83.12,86.66,87.05,82.93
86.56,87.37,88.00,86.47
86.76,86.77,87.74,85.65
86.36,88.33,88.49,86.36
88.69,89.14,90.15,88.69
89.53,89.22,90.40,88.97
89.17,88.79,89.57,88.40
88.97,89.61,89.90,88.25
89.31,89.69,89.96,88.93
89.78,89.08,90.01,88.77
89.41,89.20,90.62,88.78
89.66,89.39,89.89,88.69
88.97,89.22,89.62,87.83
88.21,88.84,89.16,87.18
89.04,86.96,89.25,85.95
87.81,89.77,89.98,87.48
89.17,88.10,89.37,87.88
88.55,89.76,90.11,88.33
90.09,90.34,91.65,89.59
90.61,90.69,91.06,90.05
89.88,92.08,92.36,89.69
92.08,92.49,92.93,91.60
92.41,89.92,93.28,89.54
90.47,89.75,90.84,89.49
90.85,90.01,92.46,89.75
90.00,89.20,90.46,88.68
87.94,88.29,88.44,86.31
88.48,87.84,89.19,87.40
87.85,86.84,88.00,86.68
87.14,87.80,88.11,86.94
87.88,89.61,90.17,87.50
89.32,88.72,90.29,88.32
88.32,84.90,88.35,84.77
85.91,86.49,86.50,85.18
85.47,84.27,85.66,83.63
84.62,84.61,85.77,83.84
84.96,85.81,85.91,84.78
85.77,85.24,85.99,84.61
83.94,85.96,86.98,83.20
86.14,85.88,86.74,85.27
86.58,86.89,87.55,85.82
86.57,86.00,87.12,85.69
86.30,86.26,87.16,86.01
86.23,86.19,86.80,85.73
86.13,83.57,86.18,83.55
83.94,85.03,85.03,83.57
85.70,85.38,86.40,85.22
85.47,85.06,85.52,84.41
85.21,86.67,86.70,85.21
86.38,88.01,88.01,86.27
88.00,86.80,88.39,86.65
87.14,87.82,88.07,87.03
87.70,88.14,88.37,86.90
88.16,89.39,89.60,88.16
89.10,90.27,91.13,88.71
90.25,90.38,91.11,89.96
90.50,91.46,92.06,90.50
91.57,92.05,92.73,91.14
92.10,94.01,94.66,92.10
94.09,92.25,94.56,91.81
90.93,92.60,92.69,90.57
91.89,92.11,92.46,91.23
93.33,93.13,94.40,92.41
91.94,91.63,92.43,91.05
91.69,95.07,95.99,91.27
94.41,95.51,97.28,93.51
95.47,95.77,96.81,94.45
95.31,95.41,96.61,94.77
95.22,94.46,96.04,93.87
94.40,95.39,95.41,93.57
95.89,96.13,96.25,94.73
96.21,96.03,96.51,95.00
94.67,94.62,95.72,94.15
95.26,94.00,95.62,93.69
94.07,95.01,95.27,92.77
94.46,95.52,95.82,93.72
96.13,95.41,96.72,94.71
95.66,96.76,97.03,95.50
96.56,96.60,97.96,96.13
