KONE,Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares,NASDAQ
0.77,0.74,0.77,0.73
0.75,0.79,0.81,0.75
0.81,0.80,0.82,0.80
0.85,0.83,0.88,0.83
0.90,0.93,1.00,0.87
0.93,0.90,0.93,0.90
0.91,0.95,0.99,0.91
1.00,0.99,1.08,0.98
0.99,0.99,1.04,0.99
0.94,1.03,1.06,0.93
1.00,0.99,1.02,0.99
0.97,0.97,0.98,0.95
0.97,0.90,0.97,0.90
0.92,0.91,0.94,0.91
0.90,0.92,0.93,0.83
0.90,0.90,0.92,0.90
0.90,0.91,0.94,0.90
0.93,0.90,0.93,0.90
0.90,1.08,1.08,0.90
1.04,1.03,1.08,1.00
1.02,1.01,1.02,1.00
1.05,1.02,1.06,1.01
1.03,1.03,1.08,1.01
1.02,0.93,1.02,0.92
0.92,1.02,1.04,0.91
1.05,1.04,1.06,1.02
1.00,1.11,1.17,1.00
1.11,1.12,1.17,1.11
1.10,1.17,1.17,1.10
1.19,1.20,1.22,1.11
1.19,1.25,1.25,1.16
1.25,1.41,1.50,1.24
1.43,1.45,1.48,1.39
1.52,1.52,1.55,1.41
1.51,1.48,1.52,1.47
1.47,1.52,1.52,1.47
1.47,1.49,1.53,1.46
1.50,1.49,1.51,1.44
1.50,1.47,1.52,1.47
1.44,1.40,1.50,1.40
1.44,1.54,1.58,1.44
1.58,1.50,1.58,1.42
1.51,1.10,1.51,0.95
0.94,1.00,1.19,0.91
0.94,1.00,1.11,0.94
1.04,1.17,1.18,1.04
1.19,1.11,1.19,1.10
1.13,1.12,1.14,1.12
1.11,1.20,1.22,1.11
1.20,1.24,1.26,1.15
1.24,1.28,1.29,1.24
1.17,1.26,1.26,1.06
1.21,1.10,1.21,1.10
1.18,1.20,1.28,1.18
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.23,1.23,1.24,1.23
1.14,1.20,1.20,1.12
1.20,1.20,1.20,1.19
1.20,1.20,1.20,1.20
1.09,1.21,1.24,1.09
1.12,1.21,1.21,1.11
1.21,1.21,1.21,1.21
1.13,1.13,1.13,1.13
1.06,1.15,1.15,1.06
1.07,1.20,1.20,1.01
1.12,1.10,1.12,1.10
1.10,1.20,1.24,1.10
1.10,1.12,1.19,1.10
1.15,1.20,1.20,1.15
1.20,1.20,1.20,1.20
1.11,1.19,1.19,1.06
1.10,1.20,1.36,1.05
1.15,1.20,1.30,1.06
1.20,1.15,1.20,1.15
1.15,1.15,1.15,1.15
1.15,1.17,1.17,1.05
1.11,1.08,1.12,1.08
1.13,1.20,1.20,1.13
1.15,1.15,1.15,1.15
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.02
1.01,0.97,1.02,0.97
0.86,0.89,0.89,0.75
0.89,0.90,1.00,0.89
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.89,0.89,0.90,0.89
0.89,0.89,0.89,0.89
0.89,0.84,0.89,0.81
0.81,0.79,0.81,0.79
0.80,0.78,0.80,0.78
0.78,0.78,0.78,0.78
0.71,0.71,0.78,0.71
0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71
0.72,0.72,0.72,0.72
1.00,1.00,1.00,0.99
1.00,0.86,1.00,0.86
0.99,0.92,1.06,0.85
1.00,0.96,1.00,0.82
0.87,0.87,0.90,0.87
0.89,1.00,1.00,0.89
0.99,1.14,1.14,0.83
1.14,1.14,1.14,1.14
1.10,0.95,1.10,0.93
1.06,1.06,1.06,1.06
1.06,0.94,1.06,0.91
1.07,1.07,1.07,1.07
1.07,0.89,1.07,0.86
0.96,0.92,0.96,0.92
1.04,0.96,1.04,0.80
0.81,0.80,0.82,0.79
0.80,0.80,0.80,0.80
0.76,0.87,0.88,0.71
0.80,0.80,0.80,0.79
0.77,0.81,0.81,0.71
0.71,0.73,0.73,0.66
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.68,0.62,0.73,0.62
0.62,0.79,0.99,0.62
0.80,0.80,0.85,0.80
0.80,0.80,0.80,0.80
0.86,0.83,0.87,0.83
0.83,0.83,0.85,0.83
0.83,0.83,0.83,0.83
0.90,0.67,0.90,0.67
0.78,0.67,0.99,0.67
0.76,0.73,0.76,0.71
0.68,0.68,0.68,0.66
0.65,0.70,0.77,0.64
0.68,0.62,0.68,0.62
0.61,0.57,0.61,0.57
0.59,0.56,0.59,0.56
0.54,0.47,0.54,0.39
0.44,0.46,0.53,0.43
0.44,0.47,0.52,0.44
0.46,0.42,0.50,0.42
0.38,0.41,0.42,0.35
0.42,0.36,0.44,0.36
0.35,0.34,0.38,0.31
0.34,0.31,0.34,0.31
0.31,0.57,0.59,0.31
0.55,0.58,0.58,0.49
0.58,0.41,0.58,0.41
0.42,0.41,0.43,0.40
0.44,0.49,0.52,0.43
0.47,0.44,0.47,0.43
0.43,0.43,0.43,0.41
0.44,0.42,0.49,0.42
0.41,0.39,0.42,0.37
0.39,0.39,0.40,0.38
0.42,0.42,0.42,0.41
0.42,0.46,0.47,0.42
0.48,0.48,0.48,0.48
0.47,0.46,0.47,0.43
0.43,0.44,0.45,0.41
0.41,0.44,0.44,0.41
0.41,0.41,0.41,0.41
0.39,0.39,0.40,0.33
0.35,0.36,0.37,0.35
0.37,0.40,0.45,0.37
0.42,0.40,0.43,0.40
0.40,0.41,0.51,0.40
0.42,0.42,0.42,0.40
0.45,0.38,0.45,0.38
0.40,0.41,0.41,0.36
0.40,0.45,0.50,0.40
0.48,0.48,0.51,0.42
0.50,0.64,0.65,0.50
0.65,0.66,0.84,0.64
0.68,0.57,0.81,0.48
0.57,0.47,0.59,0.42
0.49,0.48,0.49,0.47
0.49,0.52,0.55,0.47
0.48,0.49,0.51,0.46
0.47,0.41,0.49,0.40
0.40,0.43,0.45,0.40
0.42,0.40,0.43,0.40
0.44,0.40,0.44,0.40
0.40,0.40,0.42,0.40
0.40,0.42,0.42,0.38
0.40,0.40,0.41,0.40
0.41,0.43,0.45,0.41
0.44,0.45,0.45,0.41
0.45,0.45,0.46,0.45
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.43,0.47,0.47,0.43
0.47,0.47,0.47,0.47
0.46,0.47,0.47,0.46
0.45,0.40,0.45,0.40
0.45,0.43,0.46,0.42
0.45,0.44,0.47,0.43
0.44,0.48,0.50,0.44
0.44,0.48,0.49,0.41
0.48,0.48,0.48,0.48
0.44,0.45,0.45,0.44
0.45,0.45,0.45,0.45
0.42,0.45,0.45,0.42
0.45,0.45,0.45,0.45
0.45,0.48,0.48,0.45
0.43,0.42,0.43,0.42
0.42,0.42,0.42,0.42
0.45,0.49,0.49,0.45
0.45,0.45,0.45,0.45
0.45,0.48,0.54,0.45
0.49,0.44,0.50,0.44
0.44,0.45,0.49,0.40
0.45,0.45,0.45,0.42
0.46,0.46,0.46,0.46
0.43,0.50,0.50,0.40
0.41,0.50,0.54,0.36
0.45,0.41,0.45,0.40
0.40,0.49,0.49,0.40
0.49,0.44,0.52,0.40
0.46,0.46,0.46,0.40
0.41,0.41,0.48,0.40
0.45,0.42,0.45,0.39
0.40,0.45,0.45,0.40
0.41,0.40,0.43,0.40
0.41,0.41,0.45,0.41
0.40,0.40,0.43,0.40
0.40,0.40,0.40,0.40
0.42,0.40,0.42,0.40
0.41,0.41,0.41,0.41
0.41,0.45,0.45,0.41
0.45,0.45,0.45,0.45
0.40,0.41,0.41,0.35
0.42,0.40,0.42,0.38
0.40,0.35,0.40,0.35
0.35,0.41,0.41,0.35
0.40,0.34,0.40,0.34
0.34,0.34,0.35,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.40,0.40,0.34
0.40,0.40,0.40,0.40
0.33,0.40,0.40,0.33
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.38,0.38,0.38,0.38
0.39,0.40,0.40,0.39
0.37,0.40,0.40,0.37
0.36,0.35,0.36,0.35
0.28,0.31,0.34,0.23
0.32,0.31,0.38,0.31
0.26,0.27,0.27,0.25
0.34,0.33,0.34,0.33
0.33,0.28,0.33,0.27
0.28,0.29,0.31,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.29,0.24,0.34,0.24
0.28,0.28,0.28,0.25
0.29,0.30,0.30,0.29
0.24,0.29,0.29,0.24
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.28,0.37,0.37,0.28
0.37,0.37,0.37,0.37
0.31,0.39,0.39,0.31
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.29,0.28,0.29,0.28
0.25,0.28,0.28,0.25
0.24,0.30,0.30,0.24
0.30,0.30,0.30,0.30
0.25,0.22,0.25,0.22
0.30,0.29,0.30,0.29
0.29,0.23,0.29,0.22
0.30,0.28,0.32,0.24
0.28,0.30,0.30,0.25
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.28,0.27,0.28,0.24
0.28,0.27,0.28,0.27
0.28,0.27,0.28,0.27
0.30,0.28,0.30,0.28
0.27,0.27,0.27,0.27
0.27,0.30,0.30,0.27
0.30,0.30,0.30,0.30
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.26,0.26,0.26,0.26
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.30,0.30,0.18
0.27,0.21,0.27,0.21
0.25,0.20,0.25,0.20
0.22,0.22,0.22,0.22
0.25,0.29,0.29,0.25
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.29,0.29,0.29,0.29
0.23,0.24,0.24,0.19
0.28,0.28,0.28,0.22
0.26,0.25,0.26,0.23
0.24,0.24,0.24,0.24
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.23,0.23,0.22
0.28,0.30,0.31,0.28
0.32,0.30,0.32,0.30
0.30,0.30,0.30,0.30
0.25,0.21,0.30,0.21
0.22,0.24,0.24,0.22
0.24,0.24,0.24,0.24
0.24,0.26,0.26,0.23
0.22,0.26,0.26,0.21
0.26,0.26,0.26,0.26
0.21,0.26,0.26,0.21
0.25,0.25,0.25,0.25
0.20,0.25,0.25,0.20
0.21,0.23,0.23,0.21
0.23,0.21,0.24,0.21
0.21,0.22,0.23,0.19
0.18,0.23,0.23,0.18
0.19,0.23,0.23,0.19
0.23,0.23,0.23,0.23
0.18,0.21,0.21,0.18
0.21,0.21,0.21,0.21
0.18,0.18,0.20,0.18
0.18,0.20,0.20,0.18
0.26,0.24,0.26,0.20
0.24,0.24,0.24,0.24
0.19,0.22,0.22,0.19
0.27,0.34,0.35,0.26
0.34,0.28,0.34,0.25
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.23,0.25,0.28,0.22
0.24,0.22,0.25,0.20
0.22,0.22,0.22,0.22
0.16,0.21,0.22,0.15
0.25,0.25,0.28,0.25
0.28,0.30,0.30,0.28
0.30,0.30,0.30,0.30
0.30,0.25,0.30,0.22
0.25,0.25,0.25,0.25
0.23,0.22,0.29,0.22
0.27,0.27,0.30,0.23
0.27,0.27,0.27,0.27
0.28,0.30,0.30,0.28
0.24,0.28,0.28,0.24
2.05,2.94,3.07,2.05
2.94,2.94,2.94,2.94
2.51,2.47,2.80,2.11
2.11,2.17,2.17,2.11
2.17,2.17,2.17,2.17
2.17,2.17,2.17,2.17
2.17,2.17,2.17,2.17
2.17,2.17,2.17,2.17
2.10,2.15,2.15,2.10
2.03,1.88,2.04,1.88
1.88,1.88,1.88,1.88
1.57,1.60,1.60,1.56
1.60,1.60,1.60,1.60
1.60,1.65,1.65,1.60
1.85,2.32,2.50,1.85
2.79,2.72,2.85,2.04
2.34,2.40,2.79,2.03
2.71,2.71,2.71,2.31
2.71,2.50,2.71,2.50
2.50,2.20,2.50,2.20
2.38,2.22,2.50,2.22
2.66,2.75,2.90,2.37
2.94,3.40,3.41,2.94
3.70,3.70,3.70,3.60
3.93,3.73,5.05,3.38
3.68,3.80,4.00,3.68
3.56,3.11,3.56,3.11
3.19,2.85,3.19,2.80
2.85,2.94,2.94,2.72
2.94,2.89,2.94,2.89
2.89,2.89,2.89,2.89
2.89,2.70,2.89,2.67
2.70,3.10,3.14,2.57
3.10,3.10,3.10,3.10
3.20,3.05,3.20,2.77
3.05,3.05,3.05,3.05
3.10,3.07,3.10,3.07
3.07,3.05,3.07,3.05
2.97,2.97,2.97,2.96
2.77,2.77,2.77,2.77
2.56,2.66,2.66,2.56
2.25,3.18,3.18,2.25
3.11,3.11,3.11,3.11
3.07,3.06,3.07,3.06
2.94,3.00,3.01,2.61
3.10,3.12,3.58,3.07
3.12,3.12,3.12,3.12
3.37,3.05,3.37,2.46
3.05,3.05,3.05,3.05
2.90,3.31,3.36,2.90
3.35,3.15,3.35,2.86
3.19,3.19,3.19,3.19
3.15,3.16,3.16,3.15
3.17,3.20,3.27,3.17
3.30,3.36,3.36,3.18
3.36,3.36,3.36,3.36
3.18,3.18,3.18,3.18
3.18,3.20,3.20,3.18
3.16,3.65,3.66,3.16
4.01,3.86,4.01,3.80
3.86,3.86,3.86,3.86
4.15,4.00,4.15,3.80
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.05,4.16,4.17,4.05
3.75,4.01,4.41,3.75
4.18,3.98,4.18,3.70
3.98,3.98,3.98,3.98
3.98,3.98,3.98,3.98
3.27,3.50,3.50,3.27
3.50,3.50,3.50,3.50
3.38,3.89,3.89,3.29
3.94,3.41,3.94,3.41
3.41,3.41,3.41,3.41
3.41,3.41,3.41,3.41
3.87,3.20,3.87,3.20
3.37,3.23,3.37,3.21
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.47,3.50,3.50,3.47
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.21,3.00,3.21,2.70
2.87,2.88,2.88,2.87
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
2.92,2.92,2.92,2.92
2.72,2.72,2.72,2.72
2.72,2.72,2.72,2.72
2.72,2.72,2.72,2.72
3.09,2.71,3.09,2.71
2.72,2.72,2.72,2.72
2.72,2.72,2.72,2.72
2.99,2.98,3.01,2.98
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.75,2.18,2.75,2.14
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
2.15,2.19,2.19,2.15
2.22,2.23,2.26,2.22
2.23,2.23,2.23,2.23
2.38,2.23,2.38,2.15
2.23,2.23,2.23,2.23
2.23,2.23,2.23,2.23
0.99,1.95,1.99,0.99
2.26,2.40,3.08,2.26
2.50,3.20,4.40,1.70
3.31,2.65,3.31,2.65
2.63,2.63,2.63,2.63
2.93,2.60,2.93,2.55
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.57,2.55,2.57,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.56,2.59,2.59,2.56
2.57,2.57,2.57,2.57
2.64,2.97,2.97,2.64
2.75,2.75,2.75,2.75
2.75,2.76,2.76,2.75
2.59,2.65,2.76,2.55
2.65,2.65,2.65,2.65
2.55,2.21,2.55,2.16
2.25,2.25,2.32,2.25
2.25,2.25,2.25,2.25
2.26,2.35,2.35,2.26
2.36,2.36,2.36,2.36
2.41,2.58,2.68,2.41
2.59,2.53,2.79,2.53
2.54,2.95,2.95,2.07
2.95,2.95,2.95,2.95
2.71,2.71,2.71,2.71
2.30,2.30,2.30,2.30
2.30,2.35,2.35,2.30
2.30,2.53,2.55,1.73
