GVI,iShares Intermediate Government/Credit Bond ETF,NASDAQ
107.68,107.65,107.80,107.63
107.69,107.57,107.69,107.48
107.46,107.68,107.79,107.46
107.87,107.69,107.87,107.60
107.23,107.39,107.47,107.01
107.61,107.55,107.71,107.53
107.58,107.34,107.58,107.28
107.35,107.13,107.47,107.13
107.28,107.36,107.41,107.15
107.23,107.24,107.33,107.04
107.27,107.33,107.39,107.11
107.33,107.60,107.67,107.33
107.56,107.68,107.74,107.37
107.83,107.52,107.83,107.49
107.92,107.84,107.92,107.76
108.41,107.99,108.41,107.79
108.00,108.06,108.18,108.00
108.13,107.89,108.20,107.88
107.98,108.11,108.11,107.86
108.17,108.17,108.17,107.94
108.17,108.35,108.36,108.07
108.26,108.30,108.31,108.03
108.38,108.40,108.47,108.25
108.47,108.64,108.64,108.36
108.59,108.25,108.59,108.20
108.31,108.36,108.43,108.30
108.44,108.44,108.64,108.38
108.65,108.76,108.76,108.51
108.64,108.81,108.85,108.51
108.92,108.81,108.93,108.76
108.82,108.61,108.85,108.61
108.74,108.84,108.87,108.54
108.95,108.64,108.95,108.64
108.94,108.92,109.03,108.78
109.06,109.06,109.09,108.75
109.25,109.05,109.25,109.04
109.18,108.90,109.19,108.85
108.77,108.92,109.05,108.60
109.02,109.02,109.12,108.90
109.35,109.13,109.37,109.06
109.19,109.12,109.19,108.97
109.25,109.11,109.25,108.98
109.17,109.45,109.45,109.17
109.47,109.58,109.58,109.38
109.64,109.50,109.64,109.34
109.59,109.63,109.67,109.40
109.63,109.42,109.65,109.28
109.43,109.56,109.59,109.42
109.31,109.47,109.51,109.31
109.42,109.64,109.64,109.30
109.59,109.79,109.85,109.59
109.64,109.40,109.79,109.40
109.39,109.54,109.71,109.39
109.39,109.36,109.54,109.36
109.18,109.04,109.23,109.02
109.24,109.50,109.57,109.19
109.58,109.57,109.71,109.46
109.57,109.71,109.73,109.56
109.63,109.54,109.65,109.50
109.52,109.54,109.67,109.40
109.69,109.58,109.82,109.51
109.72,109.88,109.90,109.66
109.69,110.09,110.15,109.69
110.01,109.83,110.03,109.76
109.68,109.38,109.79,109.33
109.34,109.21,109.51,109.05
109.32,109.14,109.38,108.97
108.91,108.90,108.91,108.64
109.17,109.09,109.24,108.98
109.15,109.18,109.32,109.13
109.02,109.06,109.10,108.88
109.48,109.58,109.70,109.33
109.78,109.80,109.85,109.61
109.77,109.90,110.01,109.70
109.82,109.96,110.04,109.73
109.80,109.78,109.97,109.73
109.84,109.88,110.02,109.67
109.77,109.81,109.95,109.69
109.81,109.96,109.97,109.71
109.88,109.79,110.25,109.74
109.70,109.59,109.75,109.54
109.89,109.69,109.89,109.64
109.68,109.64,109.81,109.51
109.64,109.85,109.88,109.60
109.69,109.62,109.82,109.54
109.80,109.80,109.86,109.72
109.85,110.22,110.34,109.85
110.16,110.34,110.42,110.10
110.46,110.51,110.73,110.35
110.58,110.72,110.81,110.50
110.69,111.09,111.11,110.64
110.80,110.44,110.86,110.37
110.56,110.21,110.99,109.96
110.55,110.83,111.50,110.10
111.58,111.39,111.60,111.09
110.68,110.59,111.05,110.46
111.12,110.92,111.19,110.73
111.22,111.01,111.22,110.85
111.11,111.24,111.24,110.88
111.37,111.52,111.52,111.07
111.52,111.26,111.72,111.25
111.24,111.34,111.44,110.99
111.28,111.00,111.33,111.00
111.17,111.03,111.24,110.85
111.03,110.67,111.03,110.64
111.10,110.66,111.26,110.62
110.96,110.93,111.16,110.81
110.70,110.90,110.95,110.70
111.15,110.93,111.27,110.93
111.39,111.30,111.85,111.02
111.09,111.42,111.42,111.01
111.18,111.23,111.50,111.17
111.23,111.29,111.67,111.14
111.36,111.49,111.57,111.21
111.34,111.36,111.57,111.20
111.55,111.53,111.79,111.35
111.29,111.33,111.59,111.26
111.38,111.40,111.42,111.28
111.41,111.27,111.49,111.10
111.07,111.20,111.30,110.86
110.79,111.11,111.25,110.79
111.39,111.51,111.61,111.39
111.59,111.51,111.59,111.41
111.48,111.68,111.72,111.48
111.67,111.65,111.85,111.32
111.33,111.36,111.58,111.00
111.21,111.30,111.39,111.09
110.97,110.95,111.18,110.89
110.93,110.99,110.99,110.74
110.88,111.01,111.16,110.81
111.04,111.17,111.25,110.92
111.00,111.17,111.26,110.87
110.93,110.63,111.14,110.57
110.57,110.71,110.79,110.57
110.65,110.18,110.70,110.18
110.78,110.26,110.78,109.98
110.02,109.56,110.29,109.48
110.28,109.94,110.28,109.81
109.97,110.01,110.07,109.67
110.19,110.12,110.33,109.98
110.08,110.14,110.25,109.89
110.27,110.38,110.38,110.04
110.49,110.38,110.58,110.26
110.49,110.75,110.76,110.33
110.61,110.73,110.77,110.38
110.58,110.46,110.79,110.40
110.50,110.64,110.70,110.37
110.34,110.97,110.98,110.34
110.88,110.88,110.89,110.71
110.01,110.39,111.64,110.01
110.57,110.81,110.82,110.46
111.10,111.23,111.23,110.89
110.87,111.30,111.33,110.87
111.13,111.53,111.53,110.96
111.18,111.26,111.34,111.05
111.15,111.44,111.44,110.97
111.04,111.34,111.57,111.04
111.25,111.20,111.45,110.77
111.14,111.35,111.52,111.14
111.15,111.32,111.39,111.15
111.29,111.22,111.29,110.95
111.12,111.32,111.50,111.03
111.14,111.12,111.55,111.06
111.18,111.15,111.28,111.08
111.13,111.01,111.45,111.00
111.09,110.98,111.09,110.90
110.81,110.87,111.09,110.75
110.90,110.99,110.99,110.69
110.60,111.04,111.21,110.60
110.86,110.90,111.22,110.81
110.62,111.04,111.08,110.41
110.94,110.72,111.02,110.60
110.69,110.51,110.86,110.50
110.38,110.49,110.70,110.09
110.57,110.53,110.73,110.33
110.63,110.70,110.75,110.55
110.51,110.71,110.78,110.51
110.63,110.93,110.93,110.63
110.80,110.78,111.03,110.76
110.88,110.88,111.00,110.76
110.78,110.92,110.99,110.75
110.68,110.61,111.01,110.61
110.91,110.80,111.04,110.62
110.70,110.81,110.92,110.70
111.08,110.95,111.19,110.89
111.18,111.26,111.27,111.00
110.90,111.11,111.18,110.90
111.04,111.08,111.16,110.97
111.11,111.02,111.21,111.00
110.95,110.90,111.02,110.69
110.60,110.67,110.81,110.56
110.60,110.87,110.93,110.60
111.01,110.91,111.01,110.66
110.89,111.29,111.36,110.89
110.84,110.78,111.24,110.73
111.07,110.93,111.07,110.74
110.91,110.94,111.01,110.80
111.04,111.06,111.20,110.87
111.00,111.18,111.20,111.00
111.10,111.13,111.21,111.05
111.20,111.27,111.31,111.12
111.41,111.07,111.43,111.07
111.27,111.32,111.49,111.26
111.55,111.34,111.55,111.34
111.42,111.42,111.50,111.29
111.33,111.20,111.45,111.20
111.15,111.23,111.30,111.15
110.92,111.18,111.24,110.92
111.27,111.12,111.45,111.07
111.12,111.53,111.70,111.12
111.60,111.90,111.94,111.60
111.75,111.90,111.99,111.75
111.92,112.00,112.09,111.83
112.10,112.30,112.30,111.97
112.20,111.91,112.20,111.82
111.75,112.02,112.18,111.75
111.95,111.93,112.05,111.53
111.81,112.15,112.15,111.78
111.88,111.83,112.00,111.71
111.68,111.61,111.87,111.61
111.51,111.35,111.74,111.25
111.44,111.72,111.76,111.23
111.46,111.84,111.84,111.46
111.87,111.75,111.87,111.60
111.75,111.56,111.79,111.54
111.61,111.54,111.69,111.40
111.26,111.51,111.56,111.21
111.29,111.50,111.55,111.29
111.45,111.74,111.75,111.45
111.49,111.74,111.75,111.49
111.58,111.72,111.80,111.50
111.92,111.90,111.98,111.78
112.09,111.94,112.09,111.92
111.90,111.82,112.05,111.76
111.53,111.62,111.69,111.48
111.53,111.83,111.86,111.53
111.62,111.71,111.81,111.62
111.70,111.59,111.80,111.59
111.67,111.75,111.79,111.66
111.63,111.66,111.72,111.53
111.53,111.66,111.69,111.53
111.52,111.69,111.71,111.52
111.49,111.33,111.59,111.31
111.19,110.84,111.24,110.84
111.09,110.86,111.09,110.86
110.77,110.94,110.96,110.69
110.63,110.71,110.85,110.63
111.18,110.59,111.18,110.50
110.80,110.80,110.89,110.75
110.83,110.84,110.98,110.80
110.95,111.01,111.08,110.91
111.00,111.08,111.11,110.93
111.25,111.17,111.30,111.08
111.23,111.21,111.28,111.08
111.42,111.38,111.42,111.16
111.40,111.12,111.40,111.09
111.17,111.08,111.17,110.98
111.23,110.84,111.23,110.68
110.84,110.91,110.98,110.78
110.97,111.08,111.12,110.92
111.27,111.35,111.51,111.27
111.60,111.51,111.60,111.40
111.24,111.59,111.61,111.24
111.48,111.51,111.61,111.41
111.60,111.48,111.68,111.47
111.50,111.53,111.69,111.50
111.46,111.54,111.56,111.45
111.55,111.53,111.67,111.50
111.68,111.60,111.72,111.60
111.64,111.63,111.72,111.55
111.65,111.76,111.79,111.65
111.64,111.62,112.28,111.60
111.56,111.62,111.70,111.48
111.70,111.90,111.90,111.68
111.72,111.88,111.92,111.72
111.81,111.90,111.93,111.80
111.82,111.64,111.82,111.58
111.61,111.72,111.77,111.61
111.66,111.74,111.76,111.60
111.92,111.92,111.96,111.80
111.76,111.80,111.90,111.76
111.93,111.95,111.98,111.87
112.08,111.89,112.08,111.83
111.95,112.00,112.04,111.84
111.86,112.06,112.09,111.86
111.97,111.97,112.13,111.94
112.07,112.04,112.07,111.96
111.85,111.93,111.95,111.81
111.43,111.82,111.98,111.43
111.77,111.89,112.06,111.71
111.85,111.67,112.02,111.62
111.61,111.65,111.70,111.50
111.52,111.75,111.82,111.52
111.60,111.53,111.77,111.53
111.77,111.57,111.77,111.56
111.67,111.69,111.82,111.67
112.03,112.08,112.08,111.96
112.17,112.26,112.26,112.06
112.21,112.16,112.28,112.01
112.16,112.06,112.20,111.87
111.90,111.95,112.05,111.86
112.06,111.86,112.06,111.76
111.66,111.98,111.98,111.66
112.12,112.03,112.15,111.89
111.95,112.10,112.22,111.91
111.91,111.85,111.99,111.77
111.95,111.95,111.97,111.78
112.01,111.89,112.01,111.80
112.15,112.21,112.21,107.01
112.14,112.20,112.20,111.99
111.94,112.13,112.15,111.94
112.00,111.96,112.10,111.79
112.08,111.94,112.08,111.84
112.02,111.87,112.02,111.77
112.10,111.99,112.14,111.92
112.09,112.06,112.09,111.82
111.96,112.01,112.14,111.92
112.20,112.23,112.26,112.11
111.82,112.12,112.42,111.73
112.14,112.18,112.30,112.04
111.95,112.19,112.20,111.95
112.01,112.18,112.33,112.01
112.30,112.27,112.44,112.16
112.40,112.39,112.43,112.25
112.52,112.52,112.52,112.33
112.61,112.50,112.61,112.44
112.56,112.59,112.59,112.49
112.69,112.64,112.69,112.51
112.81,112.73,112.81,112.59
112.74,112.73,112.79,112.61
112.85,112.80,112.85,112.73
112.63,112.88,112.93,112.63
112.98,112.98,112.98,112.76
113.00,112.97,113.01,112.84
112.93,113.04,113.07,112.93
113.12,113.01,113.12,112.89
113.01,112.91,113.03,112.86
112.88,112.78,112.88,112.57
112.76,112.85,112.91,112.73
113.04,113.00,113.04,112.82
112.75,112.59,112.91,112.58
112.89,112.49,112.89,112.46
112.61,112.52,112.61,112.36
112.63,112.70,112.71,112.54
112.38,112.47,112.50,112.35
112.33,112.40,112.47,112.23
112.31,112.34,112.37,112.22
112.52,112.49,112.52,112.37
112.35,112.23,112.55,112.23
112.31,112.27,112.34,112.15
112.20,112.08,112.20,111.99
111.91,112.01,112.12,111.90
112.00,112.02,112.09,111.94
112.07,112.09,112.15,111.96
112.12,112.06,112.13,111.89
112.25,112.35,112.51,112.19
112.57,112.52,112.58,112.47
112.62,112.52,112.65,112.46
112.41,112.62,112.64,112.41
112.66,112.66,112.69,112.57
112.55,112.60,112.65,112.52
112.57,112.69,112.73,112.57
112.76,113.02,113.02,112.69
112.77,112.71,112.82,112.67
112.74,112.72,112.76,112.58
112.60,112.51,112.60,112.45
112.66,112.59,112.81,112.56
112.46,112.71,112.71,112.46
112.55,112.63,112.71,112.50
112.51,112.57,112.58,112.48
112.43,112.61,112.74,112.36
112.46,112.34,112.54,112.31
112.32,112.50,112.55,112.32
112.60,112.60,112.66,112.56
112.49,112.53,112.72,112.49
112.57,112.66,112.81,112.50
112.65,112.75,112.75,112.58
112.85,112.80,112.85,112.71
112.80,112.90,112.90,112.71
112.85,112.98,113.02,112.85
112.98,112.94,113.01,112.89
113.08,113.09,113.11,112.97
112.56,112.96,112.99,112.56
112.93,112.89,113.00,112.80
112.95,113.04,113.06,112.87
112.96,112.96,113.04,112.89
112.86,112.80,112.89,112.78
112.78,112.93,112.94,112.65
112.79,112.85,112.89,112.76
112.83,112.90,112.93,112.72
112.88,112.96,112.96,112.76
112.89,113.02,113.07,112.89
112.99,113.07,113.09,112.96
112.96,112.77,113.00,112.76
112.75,112.68,112.86,112.60
112.78,112.58,112.78,112.55
112.67,112.73,112.79,112.60
112.60,112.53,112.66,112.47
112.69,112.72,112.73,112.53
112.56,112.71,112.76,112.56
112.56,112.54,112.58,112.43
112.64,112.78,112.79,112.52
112.65,112.97,113.08,112.65
112.79,112.79,112.84,112.68
112.76,112.72,112.86,112.39
112.86,112.81,112.88,112.71
112.60,112.59,112.83,112.54
112.94,112.94,113.01,112.83
112.90,112.90,113.11,112.73
113.03,112.94,113.13,112.89
112.88,112.99,113.04,112.74
113.08,113.06,113.08,112.98
112.98,113.00,113.12,112.94
112.74,112.99,113.01,112.74
112.76,113.03,113.04,112.76
112.86,112.92,112.94,112.86
112.85,112.82,112.92,112.76
112.70,112.73,112.77,112.64
112.76,112.70,112.76,112.67
112.75,112.79,112.85,112.75
112.70,112.82,112.93,112.70
112.93,113.00,113.02,112.90
112.81,113.05,113.06,112.81
113.00,113.07,113.11,112.86
112.70,112.88,112.91,112.70
112.88,112.98,112.98,112.83
112.81,112.97,113.05,112.81
113.03,112.97,113.07,112.97
112.89,112.88,112.96,112.81
112.98,112.88,112.98,112.79
112.75,112.77,112.89,112.75
112.67,112.68,112.89,112.66
112.68,112.51,112.70,112.48
112.41,112.49,112.59,112.41
112.51,112.36,112.51,112.36
112.30,112.19,112.36,112.18
112.40,112.20,112.40,112.20
112.27,112.35,112.36,112.20
112.57,112.40,112.57,112.27
112.29,112.45,112.47,112.25
112.08,112.22,112.38,112.08
112.18,112.43,112.54,112.18
112.39,112.47,112.51,112.37
112.54,112.41,112.58,112.41
112.35,112.26,112.38,112.26
112.21,112.25,112.35,112.20
112.18,112.16,112.23,112.01
112.28,112.17,112.28,112.04
112.37,112.25,112.40,112.11
112.23,112.29,112.43,112.17
112.20,112.24,112.28,112.18
112.09,112.40,112.41,112.09
112.45,112.38,112.45,112.31
112.48,112.40,112.49,112.40
112.49,112.43,112.52,112.39
112.39,112.26,112.39,112.21
112.33,112.37,112.37,112.31
112.21,112.40,112.43,112.21
112.35,112.45,112.48,112.35
112.30,112.44,112.44,112.30
112.16,112.21,112.32,112.16
112.07,112.03,112.07,111.96
111.90,112.03,112.12,111.90
111.83,112.13,112.13,111.83
112.12,112.12,112.15,112.00
112.18,111.85,112.18,111.77
111.98,112.03,112.03,111.83
111.84,111.79,111.93,111.75
111.88,111.99,112.11,111.88
111.85,111.95,112.04,111.85
111.91,112.06,112.08,111.85
111.95,112.00,112.01,111.94
112.03,111.98,112.04,111.92
111.92,111.93,111.95,111.79
111.93,112.06,112.06,111.88
111.88,112.02,112.02,111.88
112.11,111.91,112.13,111.89
111.92,112.06,112.06,111.90
112.04,112.08,112.24,112.04
112.16,112.13,112.27,112.07
111.94,112.43,112.43,111.94
112.39,112.25,112.48,112.23
112.33,112.31,112.38,112.28
112.24,112.40,112.41,112.22
112.20,112.29,112.29,112.20
112.21,112.17,112.31,112.17
112.23,112.21,112.24,112.12
112.03,112.04,112.11,112.01
111.93,111.87,111.96,111.86
111.73,111.84,111.85,111.69
111.98,111.70,111.98,111.70
111.93,111.89,111.93,111.80
111.89,111.87,111.91,111.76
111.75,111.81,111.87,111.73
111.87,111.93,111.98,111.87
112.02,112.03,112.09,111.99
112.14,112.12,112.22,112.10
112.07,112.05,112.11,112.03
112.04,112.08,112.12,112.03
112.00,112.12,112.15,112.00
112.04,112.10,112.14,112.01
112.04,112.20,112.22,112.04
112.24,112.35,112.36,112.24
112.24,112.36,112.37,112.24
112.04,112.21,112.22,112.04
112.07,112.16,112.18,112.07
112.08,112.31,112.36,112.08
112.21,112.45,112.48,112.21
112.60,112.56,112.64,112.51
112.38,112.43,112.75,112.33
112.50,112.45,112.56,112.43
112.40,112.37,112.47,112.35
112.37,112.42,112.47,112.36
112.48,112.64,112.65,112.48
112.73,112.69,112.75,112.51
112.51,112.65,112.69,112.51
112.63,112.62,112.71,112.60
112.73,112.64,112.75,112.64
112.52,112.63,112.63,112.52
112.71,112.65,112.75,112.65
112.77,112.72,112.99,112.68
112.68,112.75,112.79,112.68
112.69,112.68,112.73,112.62
112.78,112.85,112.87,112.78
112.00,112.81,112.88,112.00
112.91,112.84,112.93,112.80
112.70,112.87,112.88,112.70
112.82,112.80,112.87,112.75
112.63,112.45,112.64,112.44
112.45,112.44,112.55,112.42
112.36,112.44,112.45,112.36
112.36,112.41,112.54,112.36
112.55,112.43,112.55,112.38
112.42,112.29,112.55,112.11
112.12,112.15,112.18,112.11
112.27,112.08,112.27,112.04
112.05,112.11,112.14,112.02
112.17,112.27,112.34,112.15
112.26,112.16,112.26,112.06
112.06,112.15,112.20,112.06
112.15,112.18,112.23,112.06
112.16,112.00,112.40,111.95
111.94,111.89,112.05,111.77
111.92,111.95,112.04,111.84
111.80,111.40,111.81,111.40
111.37,111.44,111.55,111.34
111.53,111.52,111.57,111.42
111.41,111.25,111.51,111.14
111.04,111.04,111.26,110.94
111.01,110.95,111.18,110.95
110.93,110.96,111.19,110.93
111.03,111.01,111.23,110.92
110.97,110.95,111.20,110.87
110.89,110.71,110.89,110.67
110.22,110.80,110.81,110.22
110.69,110.49,110.76,110.47
110.57,110.88,111.02,110.57
111.10,111.12,111.25,111.05
111.24,111.22,111.30,111.08
111.09,111.07,111.17,110.99
111.06,110.23,111.18,110.21
