WBC,Wabco Holdings Inc. Common Stock,NASDAQ
61.15,61.20,61.45,60.66
60.95,61.64,61.69,60.89
62.00,62.73,63.10,61.80
62.87,62.39,62.97,62.09
62.14,62.32,63.41,62.01
62.96,61.86,62.96,61.28
61.83,61.77,62.10,60.71
61.95,60.15,62.00,59.86
60.04,61.00,61.13,59.52
60.31,60.13,60.47,59.12
60.61,60.93,61.56,60.28
60.42,60.88,60.97,59.97
60.89,60.66,60.99,60.44
59.80,60.13,60.24,59.00
60.41,60.77,60.95,60.23
61.86,64.14,64.16,61.74
65.70,69.16,69.49,65.70
68.40,68.78,69.10,67.50
68.89,69.80,69.90,68.80
70.16,71.74,71.81,70.16
71.71,72.46,73.02,71.59
72.75,73.85,74.43,71.92
74.46,74.30,75.00,72.03
73.98,71.98,73.98,71.48
71.27,70.75,71.96,69.57
69.86,69.20,70.40,68.12
70.38,70.50,71.69,69.67
70.45,71.16,71.49,70.00
71.54,72.48,72.65,70.88
72.55,71.94,72.79,71.50
71.51,70.87,72.48,70.03
71.04,69.08,72.12,69.04
68.76,71.48,72.07,68.30
70.79,67.94,71.56,67.65
67.84,70.96,70.98,67.79
71.12,72.01,72.50,70.61
71.57,69.95,71.74,69.00
68.74,67.58,68.74,66.27
67.75,65.97,68.22,65.94
65.70,68.03,68.23,65.28
68.05,68.44,68.58,67.62
68.92,68.70,69.75,68.46
69.40,68.55,69.84,67.94
68.47,66.81,68.78,66.63
66.94,67.48,68.39,66.94
66.24,67.12,68.24,65.99
66.74,65.82,67.37,65.71
66.19,65.01,66.35,64.76
64.83,63.81,65.22,63.74
64.10,64.24,64.81,63.42
64.04,63.25,64.04,62.67
63.19,62.55,64.05,61.07
63.70,64.47,64.80,63.49
63.51,61.95,64.27,61.81
62.11,61.45,62.58,60.64
62.25,62.99,63.13,62.21
62.61,63.00,63.37,62.19
63.54,66.14,66.60,63.54
65.97,66.35,67.15,65.80
65.25,66.97,67.00,64.34
66.92,65.83,67.41,65.36
65.83,65.94,66.43,64.84
66.44,68.29,68.29,66.06
68.56,68.36,69.43,68.03
68.40,69.06,69.87,68.17
69.41,71.21,71.39,68.87
70.87,70.60,71.65,70.39
70.37,72.05,72.58,70.00
72.68,72.51,73.15,72.26
70.91,71.26,71.79,70.50
70.15,68.64,70.22,68.26
68.50,67.81,69.22,67.67
68.25,68.56,69.25,68.25
68.56,66.28,69.06,66.00
67.15,66.79,67.15,66.10
66.60,67.23,67.31,65.89
67.74,68.95,69.14,67.74
69.01,68.87,69.21,67.93
69.08,68.32,69.08,67.71
68.07,68.54,68.89,67.66
67.89,67.77,68.43,67.51
67.92,67.52,68.60,67.37
67.00,63.76,67.00,63.29
62.91,62.46,67.26,62.34
61.37,63.05,63.75,61.00
64.29,62.63,64.97,62.08
62.10,58.78,63.09,58.60
59.47,60.07,60.33,57.86
59.91,54.23,59.92,54.07
55.16,52.69,55.19,50.44
50.47,47.14,51.68,47.05
48.66,49.72,49.88,46.72
48.05,46.80,48.67,46.44
47.15,48.85,49.65,46.61
49.41,49.86,50.74,48.95
50.53,50.66,51.30,49.59
50.05,48.46,50.14,48.20
48.83,47.84,49.64,47.41
45.91,42.44,46.05,41.89
41.54,40.29,42.98,40.05
41.45,40.23,41.55,39.76
40.57,42.72,42.92,40.24
42.52,45.16,45.22,42.33
45.74,42.80,45.77,42.69
42.26,43.70,43.84,41.66
44.36,46.14,46.30,44.36
45.75,46.77,47.04,45.25
47.26,46.65,49.22,45.88
46.72,46.08,47.50,45.85
44.56,47.37,47.86,44.56
45.28,45.25,45.67,43.52
46.32,48.32,48.33,46.18
47.86,47.61,50.00,47.45
46.59,45.40,47.20,44.54
44.41,45.06,45.51,43.67
45.40,46.94,48.02,45.18
47.00,47.22,47.76,45.79
47.89,49.18,49.49,47.89
49.09,49.12,49.49,47.92
47.70,47.87,48.22,46.61
47.83,46.69,48.39,46.56
46.37,41.81,46.81,41.72
40.01,37.05,40.02,36.33
36.57,38.77,38.86,36.57
39.17,40.34,40.52,38.35
41.74,42.25,44.07,41.36
42.01,40.20,42.49,40.00
41.46,40.04,41.94,38.99
38.72,37.86,39.14,37.85
37.52,35.47,37.60,35.40
34.88,38.53,38.53,34.17
38.81,39.88,40.18,38.08
40.00,41.51,41.54,39.50
41.65,40.74,42.25,40.19
41.69,40.02,41.98,39.16
39.48,40.42,40.69,39.11
41.15,43.26,43.98,41.15
42.64,41.73,42.77,41.20
42.74,42.90,43.07,42.02
42.62,42.39,43.06,41.65
42.28,44.80,45.44,41.50
44.57,43.70,44.92,43.50
43.75,44.00,44.29,42.50
44.70,45.34,46.58,44.50
45.63,48.31,48.66,45.63
47.58,46.48,47.97,44.76
47.48,47.55,48.00,45.46
49.80,51.26,52.48,48.76
50.32,51.57,52.12,50.32
50.61,50.21,51.26,49.69
47.60,47.21,48.24,45.58
48.67,49.29,49.52,48.12
49.92,51.00,51.47,49.22
50.29,50.82,51.10,49.36
50.55,50.39,51.19,49.21
50.65,50.49,50.86,49.36
48.71,47.58,49.00,47.17
48.55,48.16,49.05,47.62
48.55,49.37,50.12,48.54
49.15,48.86,50.13,48.53
48.72,47.95,48.79,46.50
47.50,45.16,47.76,45.11
45.26,43.80,45.62,43.50
44.09,43.07,44.39,43.00
42.08,42.31,42.67,41.54
42.04,42.00,42.65,41.37
41.41,41.13,41.63,40.79
41.00,40.97,41.65,40.68
42.58,43.75,44.31,42.40
43.90,43.94,44.42,43.30
46.20,47.01,47.33,45.57
46.75,46.43,47.40,45.89
47.22,46.90,47.91,46.72
47.89,47.43,48.15,46.89
47.32,45.78,47.49,45.69
45.32,45.37,45.78,44.59
45.00,43.30,45.13,43.19
43.66,44.00,44.50,43.61
43.22,43.01,43.24,42.39
43.53,41.29,43.87,41.00
40.96,39.68,41.07,38.97
40.37,40.21,40.87,40.00
40.71,40.53,41.73,40.39
40.62,39.36,40.87,39.12
40.39,41.54,41.74,40.00
41.32,41.31,41.53,40.26
42.51,43.39,43.77,42.16
43.69,43.56,43.96,43.00
43.35,43.08,43.59,42.96
42.94,42.23,43.24,42.18
42.36,43.23,43.45,42.24
43.09,43.40,43.62,43.09
44.81,44.66,45.53,44.46
45.02,45.07,45.43,44.22
44.66,46.20,46.45,44.52
46.10,46.42,46.66,45.83
46.58,47.04,47.28,46.37
47.97,48.05,48.51,47.77
47.82,48.02,48.16,47.54
48.07,48.28,48.53,47.55
47.61,47.85,48.07,47.06
48.52,47.50,49.51,47.28
47.56,47.93,48.10,47.01
48.27,49.49,50.00,48.13
49.49,49.30,49.69,48.78
49.46,50.27,50.40,49.24
49.75,50.98,51.21,49.22
50.54,52.22,52.31,50.33
52.51,51.04,53.29,50.66
50.59,52.00,52.23,50.50
51.83,51.83,52.28,50.80
52.25,51.85,52.79,50.95
52.32,52.33,53.62,51.05
55.15,55.50,56.78,54.01
56.38,58.99,60.09,56.38
58.50,58.51,59.19,58.27
58.46,58.34,58.63,57.74
58.50,58.43,58.77,57.41
58.52,59.11,59.14,58.00
58.17,58.36,58.99,57.86
59.15,58.85,59.50,58.69
58.55,59.36,59.48,58.12
59.50,60.25,60.89,59.04
60.11,61.93,62.54,60.01
61.54,61.71,62.37,60.31
61.66,61.32,61.79,60.64
60.86,60.68,61.01,60.44
60.56,60.21,60.56,59.71
60.46,60.72,61.28,60.20
60.16,60.41,60.71,59.26
60.36,60.52,61.37,59.84
60.53,59.49,60.75,59.34
59.65,60.82,61.10,59.65
60.81,60.02,61.02,59.65
59.71,59.14,59.76,58.49
58.49,57.05,58.49,55.74
57.29,57.85,58.47,57.20
58.13,59.04,59.25,58.13
59.00,59.60,60.01,58.90
59.50,59.40,59.60,59.02
59.77,60.71,60.80,59.24
60.72,60.45,61.35,60.00
60.75,60.77,61.37,60.39
60.82,60.40,61.29,60.38
60.16,61.83,62.00,60.14
61.37,60.34,61.37,59.41
60.35,60.40,60.69,59.99
59.54,59.05,59.86,58.43
58.96,59.63,59.81,58.65
59.89,61.12,61.16,59.84
61.03,60.55,61.18,60.47
60.51,59.39,60.51,58.50
58.85,59.82,59.93,58.64
60.51,60.48,60.99,59.63
60.36,61.14,61.59,59.81
61.18,62.42,63.11,60.79
61.36,61.00,61.38,60.13
60.43,60.86,61.50,60.33
59.63,59.00,60.11,58.80
59.00,56.99,59.11,56.90
58.03,56.51,58.08,56.36
56.88,57.94,58.66,56.60
57.82,57.25,57.82,57.00
57.87,57.02,58.21,56.71
57.94,58.74,59.04,57.73
58.41,58.90,59.21,57.96
58.79,57.68,59.00,57.43
58.00,56.76,58.45,56.72
55.68,55.72,56.20,55.35
55.86,55.38,56.25,55.20
56.27,57.00,57.23,55.90
57.00,61.66,62.22,56.72
62.43,62.98,63.67,61.79
62.43,63.03,63.06,61.80
62.60,62.90,63.36,62.09
62.25,62.34,62.93,62.09
62.28,60.91,62.82,60.35
60.21,59.45,60.38,59.39
59.02,58.57,59.20,58.48
58.10,58.24,58.56,57.33
57.12,57.43,58.18,57.02
58.23,56.89,58.55,56.75
56.43,57.29,58.03,56.36
56.33,56.11,57.20,55.87
56.00,55.07,56.12,54.69
55.45,53.16,55.90,52.84
53.31,51.29,53.41,50.64
51.57,51.15,52.11,50.94
51.45,52.96,53.25,50.92
52.99,52.15,53.25,52.00
51.49,51.60,52.08,50.45
51.77,52.39,52.83,51.21
52.26,51.90,52.52,51.63
52.82,53.15,53.93,52.56
51.95,52.11,52.40,51.02
51.88,51.76,52.18,51.02
50.49,50.52,51.03,50.10
50.64,48.83,50.81,48.37
48.66,50.37,50.59,48.52
50.98,51.84,51.91,50.98
52.85,51.69,53.65,51.62
51.42,52.33,52.53,50.64
52.94,50.27,53.25,50.18
50.26,50.93,51.19,50.02
50.56,50.48,51.37,50.05
50.57,50.72,51.25,50.16
51.19,50.90,51.30,50.18
50.35,50.57,51.01,50.25
51.23,53.18,53.50,50.99
53.07,53.05,54.00,52.36
53.08,50.87,53.24,50.61
51.17,50.70,51.17,50.55
49.91,49.30,49.91,48.81
49.34,48.36,49.69,47.59
48.49,49.59,49.81,48.26
49.11,48.67,49.84,48.02
50.35,52.93,52.96,50.14
53.14,52.16,53.24,51.60
52.22,53.75,53.99,51.96
53.40,53.44,54.28,53.32
52.40,51.75,53.03,51.56
51.75,51.49,51.89,50.78
51.77,49.19,52.46,48.31
49.06,48.09,49.14,47.50
47.63,48.59,48.89,46.73
48.63,49.43,49.66,48.56
49.07,48.92,49.44,48.20
48.97,49.72,49.73,48.20
49.51,50.62,51.25,49.34
50.74,51.78,52.04,50.53
51.51,51.07,52.21,50.87
49.86,50.50,51.06,49.39
50.80,49.23,50.80,48.89
49.71,50.89,51.42,49.62
52.17,52.74,53.21,52.03
53.31,56.96,57.36,53.11
57.18,54.94,57.40,54.87
55.01,54.92,56.39,54.82
55.32,54.41,55.51,54.25
53.68,53.48,54.87,53.00
54.76,55.69,56.63,54.48
55.83,56.44,56.99,55.76
56.66,57.47,57.82,56.53
57.06,57.09,57.76,56.91
57.04,57.26,57.67,56.81
57.09,57.44,57.70,56.98
57.07,57.48,57.63,56.82
57.59,57.44,57.84,57.15
57.21,56.94,57.57,56.85
57.03,57.65,57.94,56.91
57.75,58.37,58.49,57.71
58.22,58.14,58.32,57.41
58.57,58.89,59.19,58.20
58.75,58.68,58.91,58.00
58.34,58.39,59.01,58.17
58.09,58.47,58.99,57.92
58.69,58.37,58.73,57.75
58.28,59.13,59.56,58.00
59.06,58.77,59.13,58.21
58.13,58.20,59.01,58.02
58.76,58.72,59.59,58.41
58.84,58.82,59.00,58.27
58.62,58.94,59.13,58.13
59.43,60.70,60.98,59.27
60.93,61.51,61.99,60.57
61.05,60.86,61.71,60.66
60.78,60.51,61.12,60.31
60.52,59.98,60.80,59.50
60.17,60.49,61.00,59.51
60.67,62.10,62.32,60.67
61.64,60.93,62.19,60.83
60.84,59.50,61.01,59.05
59.56,59.88,60.40,59.01
59.24,58.95,59.45,58.15
59.55,58.30,59.61,58.28
58.04,58.04,58.51,57.82
58.17,56.37,58.43,56.07
56.53,55.50,57.25,55.30
56.07,56.82,57.11,55.78
56.39,57.67,57.68,56.11
57.77,57.55,58.49,57.29
57.95,58.22,58.30,57.09
58.25,57.87,58.53,57.62
58.30,59.92,59.92,58.30
60.00,60.15,60.65,59.90
59.72,60.34,60.45,59.53
60.34,59.94,60.62,59.71
56.90,57.75,58.54,56.78
58.47,56.34,58.47,56.29
56.30,56.26,57.01,55.91
56.60,56.67,57.13,56.03
56.70,57.57,57.75,56.37
57.62,58.05,58.23,57.25
58.00,58.03,58.39,57.78
57.68,56.27,58.14,56.23
56.44,57.74,58.09,56.22
56.33,56.48,56.89,55.54
56.93,56.48,57.35,56.21
57.25,58.40,58.40,57.00
58.20,58.30,58.79,57.43
58.78,58.57,59.44,57.92
58.52,60.21,60.37,58.00
57.64,58.96,59.71,56.44
58.37,59.04,59.56,58.10
59.07,60.54,60.73,59.00
59.07,59.67,60.20,59.00
59.02,58.35,59.49,58.25
57.94,58.20,59.07,57.69
58.81,58.14,58.85,57.84
57.82,59.17,59.73,57.65
59.20,57.64,59.79,57.31
58.27,57.41,58.87,56.97
57.48,58.01,58.36,56.86
59.07,59.26,59.50,58.84
59.20,59.18,59.61,58.86
59.33,59.67,59.90,58.74
60.00,60.76,60.77,59.31
60.47,60.65,60.86,60.00
60.62,60.58,61.17,60.00
60.11,61.20,61.24,59.39
61.48,61.70,62.13,61.33
61.72,62.05,62.14,61.40
62.05,61.82,62.45,61.75
61.60,61.66,61.81,60.81
61.21,59.94,61.55,59.87
59.94,59.38,60.02,59.10
59.52,59.77,59.94,59.24
59.84,61.31,61.65,59.14
61.57,61.58,61.83,61.23
61.70,62.06,62.45,61.46
61.70,61.06,62.27,60.64
61.80,60.61,61.80,60.42
60.91,61.52,61.77,60.71
61.53,62.79,63.33,61.53
62.96,62.43,63.29,62.37
62.29,63.54,63.57,62.16
62.47,62.58,62.95,62.01
62.30,62.81,62.87,61.57
62.95,62.31,63.28,62.26
62.50,62.73,62.94,61.74
62.30,62.26,63.02,62.15
62.00,65.19,65.60,61.99
66.18,65.99,67.26,65.38
65.86,65.40,66.18,64.97
65.76,65.65,65.91,65.14
65.24,66.02,66.07,64.90
66.05,64.79,66.09,64.75
65.33,65.73,66.02,65.21
65.77,65.81,65.99,65.50
65.91,65.49,65.93,65.22
65.48,65.35,65.50,65.12
65.02,65.49,65.52,64.58
65.43,65.35,65.53,65.12
65.91,65.56,65.95,65.11
65.71,65.19,65.90,64.65
65.20,65.20,65.38,64.84
65.11,64.57,65.57,64.43
64.76,65.40,66.17,64.59
65.89,65.67,65.89,65.29
65.51,64.58,65.86,64.07
64.32,64.45,64.88,64.17
64.54,63.30,64.83,63.05
63.10,62.66,63.14,62.30
63.11,64.25,64.68,62.80
63.67,63.59,64.12,63.07
64.00,64.10,64.16,63.55
64.25,65.67,65.84,64.00
65.57,65.51,65.85,64.67
65.51,66.83,66.89,65.46
66.89,67.50,67.93,66.73
68.41,68.77,69.16,68.30
69.07,69.08,69.47,68.71
68.73,68.66,69.28,68.45
70.21,71.90,72.98,70.09
71.69,71.90,72.98,71.43
71.51,70.16,72.14,70.09
69.91,68.10,70.00,67.76
68.41,68.15,68.79,67.65
68.50,66.54,69.04,66.53
66.88,66.52,66.88,66.00
66.64,68.83,69.15,66.63
68.69,68.72,69.43,68.62
68.26,68.70,68.79,67.39
68.37,68.43,68.55,67.56
68.69,69.28,69.83,68.69
69.32,69.13,69.70,68.88
69.38,69.89,70.55,69.38
70.32,70.76,70.92,69.76
70.64,71.18,71.19,70.28
71.56,71.48,71.99,70.90
71.38,71.17,71.38,70.63
71.27,71.23,71.85,70.83
71.00,71.63,71.64,70.81
70.11,70.80,71.52,69.85
70.96,70.17,71.02,69.61
70.49,71.46,71.75,70.49
70.88,70.37,71.26,70.22
70.58,70.53,70.97,70.35
69.45,70.71,70.87,69.42
70.94,71.59,71.80,70.89
70.77,71.01,71.25,70.15
71.22,70.59,71.50,70.08
70.64,68.67,70.72,68.60
69.12,67.84,69.23,67.60
67.99,66.16,68.17,65.95
66.20,65.89,66.68,65.50
64.86,65.73,65.95,64.01
65.88,66.31,66.54,65.53
68.11,67.72,68.70,67.64
67.83,68.31,68.45,67.04
68.38,68.56,68.87,68.17
68.09,68.13,68.48,67.19
67.53,65.44,67.80,65.36
66.16,66.58,66.70,65.80
66.20,65.27,66.40,65.18
65.52,64.97,65.85,64.82
65.33,65.83,66.34,65.22
65.97,66.03,66.39,65.31
66.32,67.47,68.21,66.32
67.60,68.51,68.81,67.60
71.50,72.80,74.94,71.30
73.21,71.98,73.35,71.42
72.33,72.57,73.00,72.00
72.40,72.23,73.21,71.94
71.92,70.07,72.59,69.95
70.57,71.08,71.46,69.67
72.34,73.17,73.45,71.90
73.19,73.38,73.93,72.63
73.70,74.38,74.38,73.32
74.18,74.97,74.97,74.17
74.91,74.87,75.34,74.47
74.83,75.20,75.50,74.79
75.00,74.53,75.09,74.40
74.52,77.29,77.35,74.52
76.87,77.57,77.77,76.21
77.49,76.61,77.92,76.53
76.73,77.71,78.62,76.73
77.61,77.60,78.43,77.40
77.46,77.65,78.35,77.36
77.60,75.38,78.06,74.98
74.22,75.60,75.90,73.68
74.87,74.89,75.00,73.80
76.23,75.78,76.40,75.21
75.28,75.12,75.98,74.58
75.43,76.47,77.57,74.96
75.22,75.42,76.99,74.50
75.50,74.49,76.00,72.74
74.37,74.14,75.26,73.56
73.89,73.57,74.20,73.05
73.67,74.74,74.74,73.28
75.23,75.64,76.58,74.43
76.93,75.94,77.47,75.72
74.76,74.88,75.45,74.17
75.90,74.51,75.90,74.31
74.55,75.69,76.07,74.26
75.68,75.00,75.84,74.84
75.44,75.45,76.08,75.02
75.60,76.45,76.59,75.28
76.34,76.50,77.21,75.91
