WBC,Wabco Holdings Inc. Common Stock,NASDAQ
106.89,108.40,109.53,106.06
108.61,110.90,111.64,108.29
111.04,111.56,112.37,110.08
111.33,111.06,112.54,110.33
111.22,110.81,111.73,109.74
111.21,110.78,111.99,110.16
109.70,108.15,110.82,108.08
107.85,108.73,109.49,106.83
108.82,108.24,109.30,107.92
107.89,108.42,109.14,107.84
108.19,109.06,109.76,108.08
108.87,109.65,109.88,108.65
109.18,108.65,109.69,108.52
108.86,108.35,109.40,107.79
108.38,108.88,109.38,108.38
109.63,106.69,109.63,106.21
106.93,106.13,107.30,105.49
106.49,106.15,106.50,104.95
106.96,108.19,108.36,106.00
108.86,108.52,109.69,108.09
108.48,106.94,109.15,106.60
105.75,105.89,106.27,102.39
106.05,105.11,106.42,104.54
105.81,106.55,106.75,105.50
106.80,106.70,108.97,105.77
106.85,106.65,106.86,104.49
105.72,105.69,107.45,103.80
