V,Visa Inc.,NASDAQ
77.27,79.31,79.49,77.25
79.68,79.28,79.87,78.97
79.15,79.14,79.93,78.83
78.99,78.50,79.03,77.92
78.81,79.20,79.50,78.25
79.28,79.13,79.98,79.12
79.37,79.50,80.39,79.13
79.22,78.35,79.46,78.17
78.04,78.10,78.60,78.02
78.41,78.36,78.58,77.69
78.48,78.14,78.55,77.98
78.02,77.90,78.06,77.19
78.08,78.15,78.48,77.90
78.27,78.35,78.85,78.23
78.40,78.30,78.65,77.97
78.49,78.33,78.84,78.30
78.43,78.02,78.54,77.94
78.76,79.50,79.91,78.49
79.44,80.15,80.26,79.36
80.34,81.09,81.53,80.22
81.30,82.21,82.49,80.94
82.28,81.75,82.45,81.65
81.70,81.31,81.90,81.13
81.25,81.80,81.80,80.91
81.05,81.37,81.47,80.51
81.02,81.17,81.85,80.79
