CBPO,China Biologic Products,NASDAQ
10.20,10.50,10.80,10.20
10.60,10.78,11.30,10.60
10.62,10.74,11.19,10.62
10.82,10.79,10.94,10.61
11.29,11.10,11.60,10.82
11.25,11.16,11.30,11.04
11.30,10.50,11.30,10.47
10.50,10.28,10.68,10.10
10.20,10.24,10.41,10.20
10.14,10.42,11.00,10.14
10.19,10.30,10.44,10.02
10.30,10.92,10.99,10.30
11.10,11.52,11.58,10.94
11.75,11.64,11.75,11.35
11.50,11.40,11.64,11.36
11.88,11.54,11.88,11.40
11.54,11.62,11.67,11.36
11.78,12.43,12.67,11.78
12.93,12.92,12.99,12.62
13.00,13.63,13.64,12.89
13.60,14.05,14.16,13.60
14.10,14.99,15.35,14.10
14.81,15.72,15.75,14.76
15.90,15.61,16.20,15.40
15.70,17.09,17.13,15.23
16.90,17.23,17.50,16.09
17.23,16.00,17.25,15.62
15.91,15.44,15.91,15.33
15.33,16.00,16.13,15.30
16.00,15.66,16.00,15.61
15.57,15.78,15.83,15.53
16.00,15.96,16.14,15.79
15.95,15.92,16.00,15.87
15.91,15.99,16.17,15.62
15.93,15.74,16.07,15.71
17.00,16.39,17.00,15.75
16.35,16.26,16.56,16.03
16.14,15.97,16.20,15.90
16.00,16.72,16.74,15.99
16.75,16.50,16.75,16.34
16.50,16.06,16.50,15.92
16.22,15.74,16.49,15.62
16.00,16.00,16.06,15.85
16.06,16.03,16.23,15.92
16.19,16.03,16.19,15.95
15.94,15.68,16.00,15.65
15.67,16.01,16.10,15.65
15.92,15.98,16.19,15.84
15.91,16.04,16.10,15.73
16.25,16.12,16.25,15.86
16.32,15.91,16.33,15.60
16.00,15.87,16.23,15.75
15.85,16.00,16.00,15.81
16.24,16.05,16.24,16.00
16.41,16.21,16.47,16.03
16.43,15.97,16.43,15.81
15.88,16.10,16.17,15.88
16.20,17.00,17.00,16.10
17.01,17.87,18.73,17.01
18.00,16.01,18.00,15.66
16.20,15.95,16.33,15.65
15.86,16.14,16.15,15.76
16.25,16.00,16.25,15.88
15.90,15.80,15.94,15.63
15.73,15.88,15.94,15.66
16.00,17.57,17.74,16.00
17.56,16.94,17.60,16.63
16.94,17.03,17.15,16.65
17.00,17.02,17.02,16.85
17.75,17.30,17.80,16.75
17.14,16.80,17.14,16.80
17.00,16.62,17.25,16.50
16.56,16.79,16.97,16.56
16.93,17.00,17.00,16.77
17.00,16.84,17.00,16.65
16.94,16.23,16.99,16.02
16.15,16.84,16.86,16.13
17.00,16.89,17.24,16.82
16.79,16.17,16.79,16.11
16.99,16.53,16.99,16.10
16.46,16.92,17.00,16.46
17.00,16.88,17.00,16.85
16.77,16.99,17.00,16.33
16.85,16.70,16.99,16.39
15.16,15.83,15.89,15.00
14.82,15.45,15.60,14.82
15.10,16.04,16.10,15.00
14.17,15.02,15.12,14.00
15.77,15.61,15.88,15.13
15.62,15.41,15.68,15.12
15.33,15.21,15.33,15.11
15.21,15.50,15.57,15.20
15.45,15.16,15.59,15.13
15.13,15.13,15.43,15.10
15.10,15.45,15.51,15.10
15.10,16.05,16.05,15.10
15.98,15.59,16.07,15.23
15.55,15.96,15.96,15.55
15.50,15.56,15.75,15.50
15.50,15.69,15.75,15.50
15.61,15.50,15.65,15.50
15.50,15.55,15.65,15.50
15.60,15.80,15.98,15.58
15.99,16.35,16.43,15.85
16.25,15.76,16.50,15.51
15.70,15.68,15.74,15.58
15.67,15.35,15.67,15.10
15.23,15.04,15.23,14.62
14.96,14.90,14.96,14.75
14.75,14.17,14.75,14.02
14.14,14.20,14.53,13.92
14.22,14.77,14.78,14.22
14.73,15.00,15.10,14.69
14.91,14.83,14.91,14.37
14.75,14.22,14.75,13.96
14.17,14.42,14.47,14.12
14.35,14.11,14.37,13.96
14.06,14.00,14.07,13.65
13.91,14.04,14.07,13.72
13.91,14.10,14.47,13.82
14.05,14.13,14.28,13.77
14.01,13.78,14.01,13.36
14.50,14.06,14.50,13.85
14.01,14.15,14.24,13.80
13.88,14.79,14.79,13.85
14.71,14.31,14.71,14.02
14.25,14.00,14.25,13.78
13.96,13.98,13.98,13.79
13.92,13.80,14.10,13.60
13.61,13.72,14.22,13.61
13.69,14.50,14.50,13.69
14.49,14.96,14.96,14.40
14.94,14.99,14.99,14.20
14.90,15.00,15.00,14.66
14.68,15.33,15.33,14.68
15.79,16.25,16.30,14.89
16.15,16.47,16.47,15.79
16.70,16.10,16.70,15.83
15.88,13.78,15.88,13.78
13.86,11.38,14.04,11.23
11.50,11.50,12.06,11.42
11.42,10.35,11.42,10.35
9.85,10.22,10.31,9.56
10.20,10.77,10.93,10.05
10.76,11.00,11.15,9.52
11.36,11.00,11.36,10.90
10.85,11.04,11.06,10.85
11.10,10.27,11.10,10.02
10.27,10.01,10.27,9.60
9.72,10.14,10.20,9.51
10.10,9.95,10.20,9.83
9.98,9.89,10.19,9.70
9.83,9.41,9.89,9.41
9.51,10.20,10.20,9.38
10.19,10.10,10.20,10.04
10.20,10.20,10.20,10.00
10.19,10.01,10.20,9.81
10.20,10.20,10.20,10.04
10.18,10.13,10.20,10.08
10.13,10.20,10.20,10.10
10.14,10.20,10.21,10.09
10.20,10.09,10.25,9.87
10.08,10.13,10.20,9.90
10.20,10.38,10.46,10.05
10.38,10.32,10.39,10.13
10.24,10.83,10.84,10.21
10.43,10.06,10.43,9.51
9.85,10.11,10.36,9.64
9.94,10.12,10.35,9.94
10.15,9.85,10.22,9.79
9.75,9.21,10.18,6.85
9.20,9.20,9.35,8.55
9.25,9.30,9.34,8.61
9.26,9.98,10.00,8.97
10.00,9.89,10.01,9.70
9.99,9.93,9.99,9.35
9.71,9.70,9.83,9.29
9.26,9.95,9.95,9.10
9.81,9.97,9.97,9.31
9.56,9.51,9.95,9.51
9.46,9.40,9.90,9.00
9.55,9.94,9.95,9.40
9.90,9.75,9.90,9.75
9.70,9.60,9.90,9.56
9.60,9.38,9.89,9.01
9.49,9.50,9.85,9.00
9.29,9.24,9.30,8.91
8.99,8.64,9.00,8.58
8.56,8.58,8.89,7.95
8.46,8.45,9.10,8.32
8.49,8.78,9.50,8.08
8.86,8.50,8.86,7.88
8.36,8.85,8.90,8.35
9.10,8.41,9.10,8.31
8.08,8.12,8.33,8.06
8.12,8.50,8.50,7.99
8.52,7.95,8.52,7.83
7.94,7.74,8.01,7.57
7.68,8.19,8.48,7.68
8.22,7.91,8.22,7.64
7.20,8.01,8.39,7.08
8.35,8.18,8.35,7.80
8.50,8.10,8.63,8.10
8.52,7.53,8.55,7.53
7.61,8.10,8.11,7.61
7.55,7.63,8.00,7.51
7.59,7.19,7.96,7.19
7.28,7.32,7.50,7.28
7.33,7.26,7.53,7.14
7.37,8.50,8.75,7.37
8.54,8.75,8.85,8.49
8.71,8.36,8.74,8.36
8.20,7.52,8.28,7.33
7.68,7.77,7.78,7.61
7.25,7.42,8.00,7.25
7.44,7.66,7.91,7.44
7.71,7.67,7.98,7.67
7.50,7.48,7.75,7.44
7.36,7.09,7.49,6.70
7.01,6.85,7.40,6.78
6.85,6.81,6.85,6.50
6.98,6.95,7.19,6.89
7.48,7.08,7.48,6.89
7.09,7.17,7.22,6.88
7.27,6.81,7.27,6.53
6.44,6.54,6.82,6.41
6.49,6.17,6.70,6.17
6.43,5.97,6.50,5.97
6.19,6.40,6.49,6.13
6.37,6.38,6.40,5.99
7.00,7.00,7.00,6.70
6.94,7.29,7.50,6.94
7.38,8.15,8.20,7.04
8.20,8.20,8.25,7.92
8.18,9.68,9.85,8.18
9.80,8.94,9.80,8.94
8.90,8.97,9.12,8.90
8.51,8.98,9.00,8.51
8.95,8.83,8.96,8.83
8.88,7.94,9.22,7.12
7.77,7.67,7.94,7.52
7.70,8.98,9.16,7.53
8.33,8.59,8.68,8.33
8.57,8.28,8.73,8.01
8.35,8.41,8.72,8.35
8.62,7.78,8.63,7.78
7.79,7.50,8.06,7.50
7.58,7.65,8.00,7.10
7.66,7.33,7.79,7.20
7.34,7.26,7.54,7.15
7.22,7.46,7.48,7.20
7.44,7.47,7.48,6.92
7.35,7.16,7.53,7.13
7.08,7.22,7.22,7.08
7.29,7.19,7.29,7.10
7.16,7.12,7.20,7.07
7.13,7.12,7.20,7.05
7.16,7.12,7.47,7.12
7.00,7.09,7.30,7.00
7.06,7.03,7.23,6.95
7.02,7.02,7.02,6.55
6.95,7.01,7.18,6.90
7.05,6.95,7.06,6.60
7.07,7.49,7.49,7.07
7.49,7.30,7.49,7.18
7.31,7.31,7.36,7.19
7.50,8.35,8.52,6.97
8.34,9.03,9.03,8.08
9.50,9.58,9.58,9.07
9.58,9.88,10.33,9.24
9.80,10.50,10.60,9.30
9.83,10.95,11.00,9.42
10.95,11.25,11.25,10.50
11.32,11.30,11.96,11.20
11.15,11.62,11.62,11.15
11.55,11.62,11.75,11.25
11.60,11.82,11.82,11.28
11.50,11.40,11.51,11.09
11.25,11.70,11.80,10.80
11.78,11.55,11.78,11.27
11.52,11.16,11.52,11.15
10.82,11.01,11.19,10.63
10.76,10.84,11.20,10.71
10.85,10.30,11.00,9.48
10.52,10.30,10.93,10.08
10.44,10.17,10.54,9.95
10.32,10.38,10.60,10.01
10.38,10.46,10.69,10.10
10.29,10.09,10.50,10.01
10.00,10.00,10.31,9.86
9.89,10.50,10.50,9.65
10.64,10.74,10.74,10.42
10.45,10.67,10.67,10.00
10.69,10.68,10.70,10.68
10.40,10.65,11.00,10.13
10.50,10.35,10.89,10.31
10.35,9.69,10.56,9.69
9.67,8.44,10.30,8.34
8.58,8.98,9.27,8.00
9.33,9.92,10.00,8.75
9.27,9.97,9.97,8.98
9.35,9.21,9.73,9.20
9.74,9.09,9.80,9.00
9.39,10.25,10.25,9.04
9.99,10.24,10.24,9.23
10.16,9.62,10.16,9.41
9.35,9.68,9.76,9.20
9.62,9.49,9.62,9.30
9.39,9.91,10.16,9.28
9.84,10.78,10.78,9.84
10.34,10.74,10.83,10.13
10.61,10.16,10.79,10.05
10.05,9.90,10.39,9.70
10.20,10.40,10.78,9.90
10.05,9.71,10.58,9.58
9.56,9.75,9.98,9.50
9.82,9.85,9.86,9.79
9.82,9.96,9.96,9.82
9.95,10.04,10.07,9.95
9.86,10.18,10.18,9.79
10.18,10.45,10.45,10.18
9.78,9.85,10.04,9.75
9.75,9.85,10.09,9.75
9.85,9.95,9.97,9.85
9.92,9.95,9.99,9.85
9.85,9.90,9.90,9.85
9.86,9.87,9.87,9.85
9.94,9.88,9.94,9.77
9.85,9.85,9.98,9.75
9.85,9.51,9.85,9.14
9.51,9.11,9.51,8.78
9.05,9.05,9.12,8.59
9.19,9.17,9.28,8.80
9.13,9.08,9.13,9.08
9.06,9.15,9.15,9.05
9.13,9.08,9.40,9.05
9.05,9.12,9.29,9.05
9.01,9.19,9.44,9.01
9.16,9.29,9.29,9.16
9.22,9.16,9.22,9.16
9.20,9.44,9.44,9.20
9.35,9.26,9.35,9.02
9.20,9.11,9.30,9.05
9.10,9.01,9.14,8.91
9.00,9.15,9.22,9.00
9.24,9.22,9.42,9.15
9.29,9.25,9.31,9.15
9.23,9.18,9.43,9.11
9.36,9.20,9.39,9.11
9.19,9.28,9.35,9.00
9.41,9.26,9.41,9.25
9.20,9.23,9.30,9.12
9.20,9.19,9.20,9.07
9.04,9.14,9.17,9.00
9.00,8.65,9.09,8.32
8.70,8.82,8.97,8.61
8.78,8.88,8.90,8.60
8.95,9.05,9.05,8.92
9.05,9.01,9.74,9.01
9.15,9.00,9.15,8.91
9.00,9.08,9.08,8.93
9.00,9.00,9.00,8.96
9.02,9.61,9.74,9.01
9.60,9.47,9.60,9.01
9.44,9.44,9.68,9.30
9.41,9.41,9.41,9.31
9.43,9.43,9.48,9.32
9.37,9.49,9.49,9.31
9.50,9.23,9.50,9.23
9.29,9.26,9.36,8.94
9.32,9.48,9.50,9.32
9.10,9.03,9.15,8.95
9.01,8.65,9.01,8.44
8.48,9.30,9.30,8.10
9.44,8.90,9.48,8.45
8.93,8.82,8.93,8.60
8.85,9.15,9.38,8.85
8.90,9.23,9.23,8.83
9.50,9.58,9.74,9.50
9.50,8.47,9.52,8.46
8.45,8.24,8.47,8.02
8.21,8.94,9.28,8.14
8.66,8.23,8.66,8.18
8.14,8.10,8.49,7.94
8.05,8.14,8.63,7.50
8.20,8.20,8.55,8.20
8.19,8.00,8.19,7.90
8.11,7.93,8.66,7.60
7.81,7.90,8.20,7.07
8.01,8.13,8.19,8.01
8.11,8.49,8.49,7.23
8.58,8.52,8.58,8.30
8.44,8.70,8.73,8.44
8.70,8.55,8.70,8.46
8.59,8.72,9.00,8.50
8.86,9.22,9.49,8.86
8.92,9.70,9.75,8.90
9.70,10.05,10.30,9.70
10.20,10.16,10.20,9.85
10.05,10.06,10.27,10.03
9.84,10.01,10.29,9.32
9.80,9.37,10.19,9.31
9.75,9.26,10.17,8.74
9.30,8.90,9.30,8.88
8.80,9.09,9.27,8.80
9.00,9.01,9.15,8.93
8.89,8.99,8.99,8.85
9.07,9.22,9.23,8.39
9.18,9.01,9.18,8.00
9.05,9.86,10.28,9.05
9.89,9.70,9.89,9.70
9.51,9.51,9.51,9.50
9.62,9.37,9.62,9.37
9.36,9.80,10.22,9.36
9.67,9.59,9.69,9.30
9.61,9.78,9.78,9.61
9.80,9.42,9.80,9.23
9.60,9.61,9.97,9.60
9.40,9.42,9.42,9.05
9.55,9.47,9.92,9.42
nan,9.47,nan,nan
9.95,10.01,10.01,9.75
10.01,10.19,10.39,10.01
10.15,10.20,10.20,10.15
10.29,10.58,10.82,10.01
10.58,10.60,10.60,10.57
10.49,11.00,11.00,10.48
10.76,10.60,10.76,10.11
10.59,10.60,10.60,10.59
9.85,10.53,10.53,9.80
9.83,10.13,10.58,9.80
10.31,10.56,10.60,10.24
10.55,10.60,10.68,10.40
10.57,10.60,10.75,10.52
10.73,10.60,10.73,10.50
10.51,10.59,10.60,10.51
10.51,10.26,10.58,10.24
10.36,10.31,10.47,10.31
10.33,10.30,10.33,10.30
nan,10.31,nan,nan
10.34,10.34,10.34,10.34
10.49,10.31,10.65,10.31
10.30,9.64,10.30,9.64
10.15,9.62,10.15,9.62
9.88,9.73,10.00,9.70
nan,9.73,nan,nan
9.99,9.50,9.99,9.45
9.46,9.51,9.59,9.46
9.50,9.51,9.66,9.50
9.61,10.23,10.43,9.61
10.00,9.77,10.00,9.54
9.97,9.80,9.99,9.78
9.81,9.81,9.81,9.81
9.45,9.61,9.89,9.45
9.72,9.75,9.90,9.72
9.60,9.85,9.89,9.60
9.64,9.61,9.65,9.60
9.60,9.35,9.60,9.21
9.38,8.96,9.38,8.95
9.01,9.00,9.20,9.00
9.16,9.00,9.17,9.00
9.00,9.05,9.18,8.80
9.01,8.85,9.01,8.85
8.80,9.08,9.10,8.80
8.90,8.97,9.18,8.80
9.03,9.57,9.58,9.00
9.57,9.77,9.77,9.57
9.68,9.70,9.70,9.57
9.76,9.77,9.79,9.50
9.50,9.52,9.52,9.50
9.79,9.53,9.79,9.50
9.58,9.50,9.58,9.50
9.65,9.65,9.65,9.65
nan,9.50,nan,nan
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.55,9.66,9.68,9.55
9.55,9.58,9.58,9.55
9.55,9.55,9.55,9.55
9.59,9.55,9.59,9.50
9.60,9.60,9.60,9.60
9.61,9.60,9.65,9.60
9.60,9.60,9.60,9.60
9.58,9.60,9.60,9.58
9.64,9.60,9.64,9.60
9.60,9.69,9.69,9.60
9.64,9.69,9.69,9.64
9.65,9.60,9.68,9.60
9.61,9.65,9.66,9.61
9.66,9.65,9.70,9.64
9.65,9.65,9.65,9.65
9.70,9.70,9.70,9.70
9.67,9.41,9.67,9.41
9.50,9.56,9.62,9.50
9.62,9.56,9.62,9.56
nan,9.56,nan,nan
9.55,9.72,9.79,9.55
9.97,9.72,9.97,9.72
9.80,9.80,9.80,9.80
9.97,10.37,10.43,9.94
10.36,10.50,10.52,10.31
10.15,10.26,10.44,10.10
10.25,10.19,10.25,10.10
10.62,11.12,11.75,10.50
11.20,11.00,11.20,10.75
10.82,11.13,11.18,10.82
11.15,11.16,11.20,11.10
nan,11.10,nan,nan
11.00,11.00,11.00,10.20
11.00,11.19,11.19,10.96
11.11,11.20,11.20,11.09
11.20,11.88,11.89,11.19
11.95,11.96,12.29,11.78
12.46,13.00,13.20,12.45
13.00,14.01,14.23,12.90
14.00,15.52,15.76,13.46
13.86,14.57,14.98,13.52
14.00,14.32,14.45,13.94
14.31,14.79,14.80,14.30
14.55,14.65,14.79,14.55
14.61,13.91,14.61,13.46
13.96,13.87,14.14,13.50
13.87,14.23,14.50,13.63
14.10,15.35,15.50,14.10
15.11,15.11,15.40,14.81
15.20,15.50,15.74,15.20
15.26,15.50,15.60,15.00
15.05,15.50,15.60,14.77
15.50,15.50,15.50,15.26
15.14,15.47,15.50,15.14
15.45,15.43,15.45,15.32
15.29,15.50,15.60,15.12
15.35,15.60,15.60,15.35
15.23,15.50,15.59,15.23
15.40,15.48,15.60,15.40
15.59,15.84,16.47,15.50
15.90,16.85,16.90,15.90
16.99,16.31,17.18,14.76
15.69,14.71,15.99,13.07
15.25,15.39,15.72,14.91
15.44,17.49,17.99,15.44
17.75,17.81,17.88,17.10
17.86,17.86,17.98,17.80
17.80,17.92,17.97,17.80
17.95,18.90,18.99,17.86
18.50,18.99,19.73,18.50
19.13,19.45,19.99,18.65
19.79,20.20,20.40,19.79
20.01,20.16,20.20,18.80
20.20,20.07,20.40,19.65
19.59,19.21,20.10,19.01
19.11,18.74,19.46,18.10
18.74,19.24,19.72,18.74
19.24,18.48,19.24,18.32
18.36,18.89,19.11,18.36
19.00,19.30,19.73,18.80
19.01,19.44,19.74,19.01
19.43,19.42,19.70,18.92
19.42,18.69,19.42,18.25
18.70,19.40,19.42,18.70
19.25,19.36,19.60,18.52
19.30,19.55,19.55,18.95
19.40,19.04,19.40,18.93
18.99,19.23,19.23,18.90
19.25,18.85,19.39,18.22
19.01,18.72,19.39,18.51
18.69,18.10,18.75,18.10
18.13,18.93,19.15,18.13
19.19,18.51,19.19,18.49
18.62,18.58,18.92,18.51
19.95,20.79,21.00,19.21
20.61,20.52,20.69,20.25
20.50,20.45,20.50,20.06
20.45,20.70,20.75,20.34
20.70,20.37,21.05,20.35
20.37,20.69,20.69,20.37
20.56,20.89,20.98,20.38
20.83,21.09,21.10,20.80
21.00,21.00,21.00,20.78
20.89,22.74,22.85,20.76
23.31,23.35,23.90,23.20
23.50,24.05,24.18,23.25
24.24,24.29,24.98,24.06
24.61,23.10,24.62,23.00
23.31,25.30,25.39,22.80
25.00,26.01,26.20,24.31
25.50,25.47,25.50,21.74
25.29,24.40,25.29,23.88
24.29,25.46,25.76,24.01
25.50,28.93,29.42,25.09
28.80,28.20,31.15,28.20
29.61,28.00,29.61,26.36
28.80,27.22,28.80,26.71
27.19,26.38,27.22,25.95
26.14,26.07,26.50,24.50
26.42,27.04,27.45,26.07
27.31,28.00,28.14,27.31
28.10,27.73,28.10,27.65
27.90,27.67,28.54,27.00
28.05,26.90,28.05,26.51
26.97,26.68,27.08,26.65
26.94,26.91,27.00,26.69
26.74,26.70,27.25,26.25
26.86,26.90,27.04,26.32
26.76,27.03,27.06,26.47
26.97,26.95,27.00,26.80
26.33,26.58,26.93,26.33
26.42,26.74,26.83,26.40
26.74,26.50,26.85,25.52
26.22,26.75,26.95,26.01
26.75,26.40,26.75,25.69
26.50,26.50,26.59,25.97
26.51,26.25,26.51,26.08
26.21,26.21,26.42,25.00
26.49,26.41,26.68,26.00
26.42,26.23,26.47,26.07
26.09,25.27,26.32,25.05
25.19,24.68,25.75,24.59
24.51,25.36,25.83,24.51
25.67,25.44,25.85,25.31
25.59,25.58,25.85,25.02
26.05,26.50,26.50,25.85
26.50,26.36,26.50,26.13
26.76,25.86,26.76,25.86
25.79,26.11,26.25,25.51
26.00,25.78,26.34,25.61
26.04,26.10,26.34,25.60
25.82,25.90,26.10,25.64
25.72,25.84,26.00,25.61
25.99,25.66,26.05,25.47
25.19,26.00,26.00,25.10
26.07,26.14,26.48,25.54
26.35,26.48,26.48,26.35
26.54,26.33,26.54,26.22
26.34,26.50,26.59,26.34
26.50,26.40,26.50,26.35
26.33,26.50,26.50,26.18
26.43,26.52,26.65,24.00
26.00,25.60,26.00,25.50
25.47,25.17,25.60,24.43
25.00,25.46,25.79,24.50
25.39,25.49,25.76,25.05
25.46,25.79,25.80,25.13
25.30,25.98,26.00,25.30
25.90,24.07,25.98,24.00
24.15,24.51,24.86,24.15
24.50,21.35,24.74,19.10
21.32,22.16,22.50,21.25
21.95,22.68,23.08,21.95
22.51,22.71,22.88,22.51
22.56,22.62,22.86,22.53
22.60,22.58,22.75,22.58
22.56,22.70,22.81,22.23
22.80,23.37,23.50,22.80
22.56,23.06,23.48,22.56
23.06,22.57,23.47,22.50
22.70,22.32,22.70,22.27
