VTI,Vanguard Total Stock Market ETF,NASDAQ
114.34,114.68,114.71,114.02
114.63,116.10,116.19,114.51
116.18,116.52,116.85,115.97
116.77,117.15,117.15,116.62
117.12,116.85,117.35,116.59
117.30,117.53,117.79,117.13
117.48,116.47,117.73,116.23
116.56,116.95,117.53,116.50
117.27,116.77,117.38,116.59
116.96,117.10,117.32,116.80
116.88,116.87,116.93,116.60
116.87,116.54,116.92,116.54
116.42,116.24,116.51,115.98
116.23,116.42,116.42,116.13
116.57,116.71,116.99,116.50
116.88,115.74,116.93,115.66
115.74,115.75,116.03,115.47
116.00,115.32,116.00,114.96
116.15,116.20,116.55,115.49
116.47,117.09,117.19,116.42
116.95,116.86,117.09,116.40
117.02,117.23,117.52,116.64
117.10,116.78,117.14,116.74
116.76,116.87,117.36,116.62
116.91,117.24,117.24,116.49
117.04,116.93,117.04,116.01
116.99,117.22,117.40,116.98
