VTI,Vanguard Total Stock Market ETF,NASDAQ
71.46,71.57,71.88,71.43
71.32,71.66,71.75,71.29
71.53,71.72,71.88,71.51
71.50,71.86,71.87,71.33
71.73,71.80,71.85,71.38
72.08,71.78,72.12,71.59
71.69,71.94,72.03,71.66
72.02,72.49,72.58,71.82
72.56,72.63,72.69,72.44
72.53,72.62,72.63,72.30
72.80,72.47,73.11,72.25
72.22,72.38,72.53,72.02
72.26,71.84,72.27,71.72
71.64,72.25,72.38,71.60
72.42,72.24,72.52,72.13
72.10,72.23,72.44,71.98
72.36,72.32,72.51,72.09
72.05,71.78,72.05,71.63
72.23,72.21,72.45,71.68
72.14,72.16,72.39,71.62
72.23,72.16,72.42,72.01
72.55,73.60,73.61,72.55
73.75,73.96,73.96,73.68
73.88,73.52,73.98,73.50
73.56,73.68,73.95,73.55
73.99,73.99,74.04,73.72
73.97,75.10,75.32,73.84
75.22,75.50,75.91,75.20
75.37,75.19,75.43,74.97
75.04,75.06,75.16,74.86
75.12,75.12,75.33,74.95
74.75,75.02,75.05,74.51
75.40,75.04,75.41,75.02
74.33,74.51,74.69,74.26
74.69,73.75,74.79,73.65
73.67,73.26,73.68,73.04
73.57,73.99,74.13,73.35
73.71,73.65,73.94,73.36
73.99,73.78,74.47,73.63
74.09,73.89,74.21,73.55
74.06,74.16,74.34,73.67
74.41,74.72,74.74,74.31
75.05,74.70,75.25,74.47
74.38,74.41,74.53,74.26
74.36,73.66,74.41,73.64
73.65,73.23,73.71,73.12
73.80,73.34,73.88,73.33
73.38,73.02,73.58,72.88
73.17,73.62,73.68,72.94
73.95,74.38,74.41,73.90
74.44,74.73,74.79,74.30
74.57,74.58,74.87,74.31
74.35,73.29,74.35,73.11
73.19,73.29,73.42,72.73
72.50,72.36,72.65,71.95
72.63,72.16,72.73,72.04
72.68,72.36,72.80,71.92
72.30,72.28,72.54,71.80
72.58,72.32,72.63,72.00
72.54,73.23,73.27,72.45
73.61,72.47,73.63,72.43
72.39,72.70,72.82,72.20
72.90,73.25,73.51,72.82
72.62,71.61,72.63,71.28
71.60,70.70,71.92,70.70
70.54,70.77,71.72,70.48
70.99,70.81,71.10,70.68
70.45,70.54,71.27,70.36
70.78,69.55,70.87,69.37
69.50,69.37,69.79,69.07
69.47,69.75,69.91,68.90
70.57,71.19,71.20,70.54
71.10,71.27,71.34,70.71
71.30,71.45,71.48,71.18
71.77,72.38,72.38,71.73
72.06,72.29,72.29,71.82
72.17,71.91,72.44,71.89
71.65,72.48,72.51,71.24
72.82,72.90,73.05,72.50
72.91,72.88,73.02,72.65
73.27,72.56,73.29,72.51
72.58,72.46,72.78,72.26
72.58,72.60,72.91,72.04
72.54,72.83,72.86,72.43
73.11,73.04,73.19,72.69
72.99,73.13,73.27,72.95
73.44,73.59,73.92,73.40
73.94,73.62,74.14,73.53
73.60,73.20,73.79,73.00
73.02,72.89,73.18,72.80
73.12,73.80,73.80,73.05
73.94,74.66,74.71,73.80
74.84,74.20,74.88,74.17
73.72,74.06,74.07,73.48
73.02,73.43,73.54,72.97
73.20,73.18,73.26,73.10
73.32,72.83,73.35,72.68
72.88,72.77,73.02,71.94
72.33,71.98,72.68,71.97
71.88,73.28,73.31,71.82
74.53,75.14,75.15,74.50
75.12,75.03,75.37,74.84
75.14,75.41,75.52,74.99
75.18,75.21,75.28,74.95
75.11,75.01,75.18,74.70
75.19,75.24,75.41,75.11
75.62,75.76,75.77,75.22
75.76,75.77,75.80,75.51
75.75,75.69,75.80,75.44
75.40,75.83,75.89,75.34
75.68,75.77,75.91,75.59
76.11,76.29,76.50,76.00
76.32,76.50,76.54,76.04
76.50,76.90,76.90,76.33
76.93,76.99,77.08,76.78
76.92,77.08,77.44,76.86
77.38,77.51,77.53,77.12
77.60,77.44,77.61,77.15
77.34,77.70,77.77,77.24
77.69,77.39,77.83,77.27
77.33,77.25,77.50,77.15
77.78,78.00,78.11,77.61
77.64,77.18,77.72,77.13
77.62,77.91,78.11,77.54
77.68,78.05,78.06,77.60
78.05,77.91,78.13,77.36
78.03,78.38,78.38,78.01
78.36,78.34,78.39,78.14
78.34,78.47,78.60,78.28
78.68,78.58,78.79,78.34
78.35,78.68,78.75,78.28
78.75,78.59,78.83,78.32
78.71,79.14,79.16,78.71
79.11,78.09,79.13,78.08
77.89,77.56,77.89,77.25
77.92,78.31,78.31,77.77
78.68,76.87,78.78,76.85
77.19,77.36,77.44,76.67
77.27,78.31,78.53,77.26
78.31,78.24,78.81,78.13
77.96,78.42,78.50,77.51
78.24,78.78,78.78,78.10
79.15,79.57,79.72,79.10
79.84,79.69,79.89,79.52
79.80,79.88,79.95,79.72
80.23,80.27,80.36,79.82
80.19,80.50,80.53,80.09
80.47,80.36,80.57,80.12
80.37,80.51,80.61,80.15
80.72,80.96,80.99,80.68
80.90,80.87,80.97,80.60
80.14,80.43,80.77,80.00
80.60,80.21,80.72,79.69
80.65,80.81,80.93,80.56
80.34,80.16,80.61,79.99
80.03,80.29,80.32,79.97
80.55,80.02,80.70,79.72
80.34,80.62,80.63,80.24
80.16,80.68,80.71,80.01
80.67,80.96,81.02,80.58
80.95,80.53,81.06,80.32
80.86,80.77,81.04,80.54
80.82,79.89,80.88,79.68
80.01,80.24,80.33,79.82
79.26,79.96,80.01,79.14
80.00,80.45,80.47,79.73
80.60,80.68,80.99,80.34
80.88,81.72,81.80,80.87
81.73,82.03,82.28,81.69
81.76,81.74,81.92,81.32
81.45,79.75,81.45,79.74
80.36,80.93,80.98,80.14
80.39,79.72,80.42,79.29
79.85,79.22,79.91,78.93
79.49,79.98,80.01,79.23
80.13,80.32,80.50,79.55
80.72,81.19,81.24,80.39
81.20,81.31,81.50,81.07
81.54,81.64,82.04,81.45
81.53,81.49,81.68,81.22
81.71,82.01,82.19,81.59
82.02,82.26,82.30,81.69
82.11,81.42,82.17,81.38
81.61,82.27,82.32,81.61
82.99,83.04,83.38,82.86
83.15,83.36,83.46,83.10
83.58,83.82,83.83,83.31
83.72,84.21,84.21,83.68
84.19,83.93,84.35,83.74
84.04,84.30,84.30,83.81
84.19,84.32,84.44,83.96
84.40,85.19,85.25,84.40
85.06,85.56,85.79,85.02
85.53,85.21,85.76,85.10
85.57,86.08,86.09,85.46
86.01,86.07,86.39,85.90
86.14,86.21,86.48,85.86
86.28,85.36,87.09,85.00
84.49,85.20,85.37,84.32
84.66,85.09,85.10,84.38
86.03,85.64,86.42,85.34
85.20,85.06,85.32,84.57
85.16,85.41,85.77,85.08
85.18,84.27,85.65,84.20
84.45,84.61,84.66,83.74
84.72,84.20,84.99,83.77
83.99,83.01,84.11,82.94
82.99,83.79,83.80,82.53
84.35,84.83,84.90,83.97
85.15,84.86,85.16,84.61
84.10,84.00,84.72,83.77
84.58,83.29,84.63,83.19
83.22,84.58,84.72,83.03
84.49,84.10,84.81,83.93
84.67,84.69,85.06,84.26
84.79,85.33,85.52,84.79
85.19,84.24,85.47,84.21
