ASR,Grupo Aeroportuario del Sureste,NASDAQ
58.94,60.40,60.59,58.94
60.16,59.63,60.77,59.31
59.54,59.97,60.14,59.39
60.43,60.60,60.84,59.95
61.45,60.11,61.45,60.11
60.61,59.12,60.61,59.01
59.40,60.30,60.69,59.16
59.89,60.72,60.88,59.07
60.93,60.58,61.50,60.03
61.23,61.03,61.38,60.66
60.94,60.40,61.01,60.17
60.75,60.46,60.75,60.09
60.36,59.23,60.36,58.89
59.13,59.44,59.79,59.13
60.17,60.25,60.91,59.86
59.52,59.76,59.99,59.37
59.70,59.63,59.84,59.18
60.25,59.92,60.36,59.50
59.80,59.66,59.91,59.26
59.85,59.89,60.22,59.75
58.49,57.75,58.77,57.42
57.23,56.73,57.42,55.86
57.06,57.24,57.79,56.37
57.28,57.72,58.24,57.18
57.85,58.19,58.45,57.77
58.83,58.46,58.83,58.32
58.56,58.94,59.29,58.52
59.24,59.35,59.57,59.04
59.41,59.27,59.41,58.90
59.44,59.18,59.54,59.12
59.65,59.49,59.65,59.30
59.20,59.67,60.54,59.17
59.50,58.72,59.50,58.51
58.68,58.52,59.04,58.29
58.81,58.72,59.69,58.51
59.06,58.38,59.22,58.19
58.52,59.09,59.34,58.43
59.14,59.57,59.68,59.09
60.16,58.98,60.28,58.77
58.82,58.50,58.82,57.84
59.00,58.69,59.18,58.46
58.75,58.30,58.75,58.12
58.23,58.49,58.75,57.74
58.77,59.01,59.55,58.68
59.15,59.27,59.88,58.85
59.68,59.52,59.70,59.24
59.29,59.62,59.71,58.89
59.89,58.82,59.95,58.72
58.35,57.15,58.60,56.88
56.96,56.95,57.16,55.51
56.46,53.73,56.69,53.61
54.03,54.72,55.85,52.32
53.21,50.66,56.53,49.90
51.05,53.90,53.91,49.66
52.98,51.82,53.56,50.29
51.83,53.72,54.76,51.10
54.31,55.25,55.83,54.31
55.99,55.61,56.11,55.25
54.93,54.31,55.62,53.96
54.40,55.47,55.76,54.40
54.24,53.17,54.36,51.98
52.72,52.34,54.48,51.93
53.71,52.48,53.94,52.36
52.86,55.42,55.57,52.66
55.19,54.53,55.41,54.09
54.52,53.45,54.54,53.20
53.47,53.66,54.17,51.89
54.97,55.77,55.86,54.32
55.56,56.20,56.24,55.48
56.55,57.50,59.23,55.30
57.96,57.55,58.55,56.95
56.66,55.87,57.12,55.16
54.05,54.95,55.12,53.48
56.00,56.91,57.06,55.79
56.52,55.71,56.97,55.58
54.61,53.90,55.43,53.62
53.43,53.80,54.29,52.15
53.86,53.91,54.22,53.33
54.17,54.92,55.24,53.41
55.23,55.03,55.48,53.94
55.20,54.16,55.99,54.09
53.00,53.39,53.66,52.80
53.81,53.72,54.35,53.18
53.27,50.98,53.27,50.80
50.00,48.85,51.01,48.26
48.90,49.56,49.90,48.19
50.06,50.36,50.46,48.83
51.46,50.91,52.12,50.67
51.07,52.11,52.15,50.95
53.22,51.94,53.47,51.24
51.01,49.72,51.05,49.15
49.22,48.94,49.84,48.55
48.62,52.27,52.32,47.79
52.25,53.96,54.11,51.62
53.75,55.28,55.58,53.11
55.72,53.61,55.90,53.45
54.02,55.28,55.37,53.59
54.27,55.29,55.96,54.27
55.75,55.92,56.45,55.32
54.86,56.01,56.14,54.86
56.85,56.17,56.85,56.03
55.97,55.60,56.01,55.21
55.78,55.63,56.91,55.46
55.44,55.65,56.33,55.35
55.90,54.93,56.01,53.82
55.59,56.38,56.69,55.50
56.37,58.27,58.49,55.59
58.23,56.37,59.07,56.37
57.40,55.32,57.46,55.21
57.13,57.76,58.25,56.76
58.02,57.03,58.14,56.15
56.09,57.60,57.74,55.94
56.61,55.51,57.05,54.98
55.76,54.10,55.76,53.24
54.68,57.14,57.41,53.53
56.39,56.34,57.43,56.11
55.81,56.87,57.09,55.81
57.02,56.03,57.04,54.11
55.28,54.41,55.80,53.97
55.22,52.87,55.22,52.59
53.79,54.85,55.15,53.49
54.45,55.05,55.14,54.37
54.33,54.06,54.46,53.72
52.96,53.23,54.05,52.81
52.93,52.37,53.01,52.20
52.55,53.97,54.22,51.92
52.64,52.71,53.02,51.87
52.80,53.26,53.44,52.00
52.79,52.62,52.84,52.00
52.38,52.03,52.38,51.68
53.11,54.11,54.28,52.66
54.00,54.55,54.91,53.10
55.60,56.37,57.09,55.48
56.07,57.16,57.63,56.07
57.66,57.63,58.04,56.50
58.76,58.57,58.84,57.10
58.80,58.50,58.93,58.29
58.24,57.80,58.63,57.68
57.46,56.74,57.46,56.41
57.12,56.63,57.13,56.63
55.55,55.69,55.79,54.91
56.39,53.87,56.47,53.56
53.41,53.64,53.91,52.51
53.94,53.83,54.52,53.35
54.58,53.97,54.71,53.76
54.38,53.55,54.38,53.18
54.02,54.49,54.84,54.02
54.16,55.03,55.47,53.74
55.52,55.44,55.89,55.37
55.82,54.78,55.82,54.39
55.02,55.67,55.77,54.81
55.74,55.00,56.04,54.97
55.43,55.01,55.47,54.91
55.30,55.94,56.56,55.14
57.28,57.03,57.64,56.88
56.89,58.54,58.69,56.89
58.88,57.87,58.88,56.86
58.01,58.60,58.77,58.01
58.95,58.69,58.98,58.31
59.37,58.95,59.83,58.78
59.00,59.02,59.08,57.88
59.39,61.35,61.40,59.32
60.94,59.94,61.04,59.07
60.61,61.65,62.61,60.49
61.66,62.90,63.12,61.65
63.46,63.61,63.71,62.58
63.81,64.01,64.83,63.63
63.88,64.28,64.74,63.47
64.23,64.29,64.80,63.55
64.64,65.09,65.43,64.25
65.59,65.45,66.32,64.66
65.46,65.50,65.67,65.10
65.02,65.31,65.36,64.69
66.00,65.87,66.09,64.95
66.21,68.05,68.32,66.21
68.30,66.50,69.35,66.29
66.97,66.87,67.82,66.48
66.69,67.78,68.27,65.57
67.92,67.35,67.92,66.50
67.79,67.69,68.52,67.41
68.14,67.33,68.14,66.77
66.82,66.99,67.64,66.48
67.67,67.66,67.88,67.29
67.19,67.43,67.72,66.78
67.41,67.51,68.34,67.06
67.78,67.78,67.82,66.99
68.16,68.00,68.33,67.61
68.41,68.42,68.94,67.01
68.32,67.98,68.37,67.69
68.04,67.90,68.29,67.61
68.31,68.16,68.96,67.99
68.01,69.94,72.50,68.01
70.27,69.26,70.27,68.40
69.72,68.83,70.05,68.83
69.33,69.30,69.96,69.06
69.39,70.24,70.51,69.21
70.43,71.05,72.73,70.28
70.60,69.99,70.69,69.43
70.31,69.91,70.31,69.33
70.56,71.15,71.69,70.15
71.59,69.88,71.59,69.64
70.23,69.30,70.23,68.77
69.69,69.48,70.17,69.21
69.78,69.39,70.03,69.06
69.22,69.87,69.98,69.22
70.27,70.00,70.27,69.47
70.16,70.50,72.10,69.78
70.00,70.69,70.84,69.85
71.04,70.07,71.04,69.94
69.95,68.75,70.07,68.63
69.18,70.86,71.07,68.84
71.51,71.76,71.92,71.04
71.44,70.44,72.13,70.31
70.77,69.34,71.00,68.94
69.19,69.18,69.48,68.56
69.86,68.52,69.86,68.38
68.74,70.80,71.21,68.58
71.16,72.16,72.16,70.84
71.57,71.87,72.45,71.35
71.67,72.50,72.68,71.52
71.91,71.97,72.06,71.65
71.81,70.83,72.08,70.69
71.53,71.83,72.26,71.23
72.31,73.74,74.16,72.31
73.96,73.24,73.96,72.43
73.64,73.88,74.04,73.18
74.02,74.55,75.16,73.89
74.68,75.11,76.08,74.56
75.46,75.44,75.76,74.98
76.09,76.43,76.70,75.25
75.90,75.84,76.11,74.47
76.47,76.88,78.03,76.47
77.91,77.58,78.87,76.43
77.38,78.05,78.38,77.09
78.19,81.43,82.32,77.41
81.41,81.91,82.01,80.40
82.38,82.25,83.53,82.06
82.35,81.93,82.63,80.87
82.08,80.72,82.26,80.25
80.68,79.12,80.68,79.08
78.92,79.42,80.15,77.95
79.45,79.30,79.45,77.99
78.21,77.98,78.76,77.37
78.96,78.58,79.08,77.01
78.48,77.45,78.94,77.34
74.78,75.29,75.86,72.80
74.87,75.08,75.89,74.41
75.68,72.24,75.68,70.02
72.44,70.79,73.34,70.62
71.41,69.62,71.75,69.32
69.87,71.24,71.42,68.87
71.66,71.39,71.82,70.98
71.11,71.12,71.18,69.91
70.98,70.52,71.28,69.26
70.25,71.20,71.31,70.25
72.12,71.38,72.12,71.00
71.18,72.37,72.56,70.87
72.47,71.62,72.52,71.01
71.00,72.27,72.27,71.00
72.22,70.92,72.53,70.62
70.98,71.19,71.57,69.92
71.46,70.99,71.85,70.41
71.51,70.77,72.84,70.60
70.33,70.25,70.85,69.82
70.53,68.99,71.41,68.92
69.39,68.35,69.72,68.23
68.23,68.89,69.18,68.17
68.71,68.52,69.76,68.43
68.26,68.52,69.68,67.91
68.55,68.53,68.63,67.75
68.08,72.34,72.42,68.08
72.44,73.53,74.47,71.77
73.37,72.69,74.10,72.48
73.08,73.94,74.05,72.51
73.54,74.37,74.50,73.41
74.63,75.74,76.90,73.76
75.76,77.00,77.91,74.98
77.21,79.22,79.37,76.77
79.39,78.07,81.16,77.97
78.46,79.03,79.51,78.19
78.88,78.76,79.08,78.06
78.08,78.14,78.77,77.84
78.10,78.10,78.31,76.75
78.49,77.63,79.27,77.59
78.03,77.84,78.19,77.36
78.09,77.95,78.29,77.39
77.86,77.48,78.01,76.12
77.33,78.02,78.11,76.98
78.28,78.21,78.52,77.29
78.56,79.18,79.67,77.62
79.00,79.47,80.44,78.85
79.89,85.70,86.01,79.89
85.04,85.31,85.98,83.39
84.16,83.20,84.30,81.66
83.76,85.33,85.53,82.79
84.93,86.47,87.30,84.93
88.20,87.35,88.52,86.92
87.93,89.20,89.82,87.93
89.19,91.10,91.83,88.46
90.61,89.11,92.28,88.86
90.09,88.04,90.22,87.76
87.58,87.49,88.94,86.94
88.64,88.68,89.10,86.99
89.06,87.57,89.68,87.40
87.61,87.23,88.32,87.05
87.65,88.02,88.82,87.26
87.75,87.75,89.16,87.30
87.97,87.69,88.48,87.40
87.61,85.79,88.15,85.46
85.46,89.65,90.31,85.11
89.29,89.47,90.02,87.00
89.11,85.56,89.11,85.24
85.64,84.30,86.20,84.23
84.73,85.68,86.07,84.73
86.42,85.13,86.76,84.69
84.65,85.69,86.00,84.61
86.19,85.85,86.19,85.10
85.37,85.36,85.85,84.78
85.17,84.19,85.18,84.19
84.04,84.50,84.81,83.20
84.61,84.44,84.78,83.52
84.03,83.87,84.25,82.94
83.73,83.98,84.91,83.61
83.39,84.87,85.44,82.48
85.34,85.62,85.96,85.30
85.89,86.68,87.14,85.56
87.12,87.33,87.52,86.95
86.76,86.70,87.84,86.38
87.19,87.10,87.57,86.83
86.78,86.89,87.07,86.53
86.43,87.65,88.32,85.74
87.86,88.07,89.05,87.65
87.53,88.12,88.74,87.46
87.60,87.40,88.27,87.38
87.30,87.60,88.02,86.77
86.61,85.63,87.29,85.26
86.34,85.01,86.35,84.72
84.44,84.75,84.86,84.15
84.72,86.16,86.44,84.72
85.25,86.71,86.76,85.11
86.89,87.91,88.83,86.26
87.24,88.60,88.84,86.86
88.27,90.67,90.67,88.27
91.34,89.90,91.34,89.53
89.56,89.53,90.07,88.94
89.77,93.40,94.06,89.77
94.22,93.06,94.74,92.96
92.56,91.48,92.82,89.68
91.36,90.66,91.36,89.58
90.18,91.00,91.14,90.14
90.69,90.47,91.53,90.26
90.96,90.83,91.11,90.55
90.92,93.40,93.40,90.89
93.27,93.79,94.51,93.27
93.35,96.92,97.12,93.35
96.37,99.90,100.82,96.08
100.53,98.88,100.53,98.58
99.34,98.37,99.71,98.32
98.43,100.83,101.48,97.36
100.40,99.80,100.52,99.41
96.13,101.03,101.49,96.13
100.45,99.34,100.45,98.61
98.50,96.57,98.73,95.60
96.67,98.30,98.84,96.51
99.01,96.85,99.69,95.97
96.19,98.39,98.52,96.19
97.99,102.86,103.19,97.99
100.00,100.36,100.91,99.19
100.80,100.98,101.80,99.48
101.41,103.87,104.57,100.80
103.87,101.22,103.87,100.88
100.28,100.37,101.16,100.24
100.23,98.40,100.89,98.14
100.01,101.09,102.50,100.00
100.49,100.36,101.00,99.64
101.39,100.20,101.56,100.03
100.20,102.78,103.68,100.20
103.32,102.29,103.44,101.94
101.89,102.84,103.27,101.83
102.78,103.89,103.99,102.21
104.12,104.95,105.48,103.98
103.93,104.78,105.46,103.86
104.75,104.10,104.84,102.94
103.77,101.79,104.90,100.23
102.62,101.89,103.01,100.59
101.49,103.75,103.80,100.87
103.33,105.10,105.31,103.32
104.06,107.82,107.86,104.01
108.47,108.06,108.65,107.34
107.81,108.88,111.81,107.00
108.64,111.11,111.19,108.56
111.02,111.56,111.83,110.60
111.36,110.73,112.08,109.47
110.64,113.42,114.04,110.64
113.27,112.11,114.96,111.78
112.33,115.46,115.71,112.33
114.77,115.66,116.06,114.77
115.70,114.48,115.70,113.78
113.50,110.77,113.50,110.60
110.68,111.41,111.60,110.10
111.44,111.26,112.14,110.64
111.18,112.11,112.68,110.98
111.90,111.69,112.80,110.97
111.05,114.00,114.21,111.05
115.75,118.05,118.29,115.75
118.60,120.43,121.48,118.58
121.06,120.97,122.20,119.66
119.49,117.58,120.37,116.94
117.16,117.17,118.01,116.74
116.96,118.80,119.10,116.83
118.97,119.02,119.34,118.33
119.47,119.91,120.10,118.92
119.82,120.29,120.52,119.78
120.06,122.30,122.61,120.06
122.40,122.40,122.55,120.76
122.04,120.14,122.83,120.06
120.31,120.95,121.21,119.90
121.38,122.17,122.19,120.42
120.56,121.25,121.54,119.95
121.16,120.09,121.75,120.00
120.59,120.57,120.79,119.32
120.66,119.50,120.66,118.77
119.75,119.68,120.00,119.28
119.70,118.50,119.70,117.73
118.02,119.41,120.62,118.02
121.00,120.56,121.30,120.09
119.91,119.73,120.44,119.04
119.94,123.34,123.59,119.94
122.62,121.62,123.42,121.22
121.95,120.49,121.95,119.50
120.30,118.05,120.82,117.84
118.35,118.71,119.64,118.01
118.76,120.29,120.46,118.76
119.85,122.23,122.70,119.85
121.33,120.50,122.06,119.00
119.99,120.85,122.57,119.99
121.28,121.05,121.76,120.86
120.77,121.09,121.62,120.77
121.52,122.28,123.15,119.92
122.06,125.75,127.34,120.42
125.95,125.75,127.91,125.60
125.93,126.20,127.78,125.17
127.02,131.78,131.94,126.81
130.90,131.87,132.18,130.06
131.10,130.70,131.61,130.23
130.28,131.40,131.96,130.16
131.75,133.72,134.62,131.69
134.18,133.80,135.37,132.42
133.61,133.95,134.41,132.86
134.40,134.39,135.37,133.08
134.76,134.99,136.01,134.30
134.58,134.80,135.83,133.90
135.23,131.40,135.52,131.00
131.04,133.16,133.37,131.04
132.17,130.76,132.68,130.49
129.36,131.49,131.90,129.27
131.88,131.26,133.21,129.43
132.00,133.72,134.22,132.00
133.55,132.10,133.99,131.70
133.02,133.49,134.05,132.44
133.81,134.59,135.82,133.75
134.69,137.42,137.72,134.69
136.59,136.00,137.20,134.81
135.93,136.67,137.48,135.65
137.37,138.56,138.70,137.37
138.69,138.85,139.95,137.98
138.90,138.74,140.65,137.01
139.60,139.95,140.08,138.82
138.50,139.76,140.96,137.43
140.50,139.99,141.09,139.28
140.63,137.64,140.63,137.40
137.84,136.94,140.53,136.58
137.20,138.21,140.13,137.20
137.75,136.65,139.89,135.34
136.23,137.38,139.97,136.23
138.23,141.50,141.63,138.15
139.00,134.96,140.74,134.58
134.98,132.31,136.11,132.30
132.59,134.87,136.81,132.01
135.20,125.50,135.20,124.02
125.33,124.48,126.67,123.20
124.28,122.33,125.30,121.38
122.27,119.31,122.42,118.19
120.01,119.46,122.82,119.27
120.31,120.50,121.98,120.02
120.07,124.11,124.24,120.07
123.17,120.06,124.22,119.58
120.48,120.26,123.26,120.08
121.04,118.75,122.07,118.75
118.34,118.05,119.27,117.56
118.00,119.74,120.16,117.86
119.74,123.74,123.74,119.73
121.74,117.13,121.74,117.11
117.23,116.91,118.18,115.26
116.72,116.82,117.20,115.86
116.68,118.24,118.85,116.68
118.15,118.31,119.53,117.54
117.89,117.37,118.44,116.58
118.22,117.11,118.22,116.46
117.01,116.75,117.70,116.47
116.57,115.51,117.26,114.01
115.13,114.74,117.82,113.53
113.50,116.33,116.79,112.78
115.89,115.68,116.10,114.70
116.54,116.73,117.99,116.31
116.19,116.61,117.10,116.19
116.41,116.46,117.25,116.05
115.96,119.85,120.38,115.34
120.00,116.67,120.00,116.17
116.27,116.35,117.50,115.11
116.18,112.93,117.60,112.93
113.01,116.15,116.17,112.09
115.96,114.96,119.46,114.96
114.76,112.90,114.76,112.52
111.49,114.20,115.72,110.18
114.58,108.70,114.80,107.07
108.35,108.25,109.28,107.90
108.42,112.56,112.73,108.40
113.13,110.76,113.22,109.38
110.72,109.18,111.13,109.15
109.19,104.50,110.18,104.36
