ASR,Grupo Aeroportuario del Sureste,NASDAQ
142.92,143.79,145.23,142.92
144.48,147.73,147.86,144.48
146.44,147.56,147.75,145.50
148.13,150.55,150.69,146.05
150.98,148.88,150.98,148.36
151.83,150.79,152.41,146.40
150.27,147.90,150.69,147.71
147.15,147.64,148.63,145.84
147.21,145.94,147.21,145.45
145.50,148.07,148.29,142.29
148.42,147.21,148.45,145.96
145.65,145.75,146.93,144.38
145.10,143.06,145.10,142.00
143.33,143.15,143.33,142.41
143.02,143.50,145.16,142.97
142.90,143.61,143.91,141.47
143.90,143.80,144.96,142.79
144.02,143.89,144.57,142.47
145.44,141.97,146.06,141.50
142.50,141.43,145.26,139.41
142.13,143.25,144.10,140.96
143.15,142.13,143.48,141.08
142.00,138.84,142.00,137.40
138.82,140.22,141.24,136.65
139.63,139.14,140.74,138.01
139.43,139.53,141.60,138.65
140.36,141.40,141.62,139.44
