ABEO,Abeona Therapeutics Inc. - Common Stock,NASDAQ
6.25,6.20,6.40,6.10
6.15,5.90,6.25,5.75
5.95,5.90,6.40,5.55
5.85,5.95,6.10,5.65
5.85,5.80,5.95,5.70
5.85,5.15,5.95,5.10
5.05,4.45,5.05,4.25
4.25,4.90,4.90,4.22
4.85,4.85,5.15,4.65
4.90,4.70,4.98,4.60
4.75,4.50,4.95,4.45
4.45,4.65,4.75,4.45
4.55,4.45,4.60,4.30
4.40,4.25,4.42,4.05
4.30,4.65,4.95,4.25
4.65,4.80,4.80,4.50
4.75,5.20,5.35,4.75
5.30,5.10,5.44,4.90
5.05,4.90,5.15,4.80
4.85,4.85,4.95,4.75
5.10,5.00,5.20,4.80
4.95,5.35,5.35,4.95
5.35,5.60,5.60,5.15
5.90,6.10,6.35,5.70
6.10,6.05,6.30,5.46
6.15,5.80,6.15,5.65
5.75,5.35,5.79,5.16
5.35,5.35,5.40,5.05
5.35,5.30,5.50,5.20
