ABEO,Abeona Therapeutics Inc. - Common Stock,NASDAQ
2.25,2.29,2.29,2.25
2.25,2.30,2.36,2.10
2.15,2.25,2.25,2.15
2.20,2.24,2.29,2.10
2.24,2.20,2.24,2.04
2.28,2.25,2.28,1.92
2.05,1.95,2.05,1.51
1.65,2.04,2.18,1.65
2.00,2.10,2.20,1.96
2.10,2.15,2.19,2.09
2.15,2.25,2.25,2.06
2.06,2.15,2.20,1.89
2.15,2.15,2.20,1.95
2.15,2.15,2.15,2.15
N/A,N/A,N/A,N/A
2.15,2.15,2.20,2.06
2.15,2.14,2.20,2.00
2.00,2.09,2.09,1.96
2.05,2.00,2.08,1.90
2.05,2.05,2.07,1.85
2.00,1.99,2.00,1.75
1.99,1.99,1.99,1.96
1.98,1.98,1.98,1.98
1.85,1.98,1.98,1.85
1.85,1.97,2.05,1.85
1.75,2.00,2.20,1.75
1.76,2.00,2.15,1.76
2.00,2.00,2.18,1.91
2.05,2.05,2.10,1.96
2.00,2.10,2.10,1.98
2.10,2.10,2.10,2.10
2.08,2.08,2.08,1.90
1.81,2.10,2.10,1.81
1.80,2.00,2.18,1.80
1.99,2.10,2.10,1.84
1.85,2.05,2.10,1.85
1.86,2.05,2.05,1.86
2.10,2.00,2.10,1.86
1.90,1.90,2.00,1.76
1.80,1.90,2.00,1.76
1.78,1.95,1.95,1.78
1.95,2.04,2.04,1.90
2.05,2.05,2.05,2.05
1.85,1.92,2.00,1.83
2.00,2.05,2.05,1.85
1.86,1.90,1.98,1.75
1.76,1.88,1.89,1.76
1.76,1.86,1.88,1.65
1.71,1.75,1.75,1.65
1.75,1.75,1.80,1.55
1.65,1.75,1.80,1.65
1.70,1.71,1.75,1.65
1.65,1.83,1.83,1.40
1.83,1.80,1.83,1.60
1.80,1.80,1.82,1.64
1.66,1.74,1.80,1.62
1.74,1.75,1.75,1.64
1.65,1.74,1.79,1.65
1.74,1.72,1.74,1.65
1.73,1.73,1.73,1.68
1.68,1.73,1.73,1.64
1.73,1.75,1.75,1.64
1.70,1.74,1.75,1.65
1.66,1.75,1.75,1.53
1.75,1.74,1.75,1.66
1.66,1.77,1.77,1.66
1.76,1.71,1.76,1.63
1.63,1.32,1.63,1.26
1.38,1.36,1.38,1.32
1.36,1.34,1.36,1.32
1.32,1.35,1.35,1.27
1.30,1.34,1.34,1.30
1.29,1.34,1.34,1.28
1.28,1.32,1.32,1.27
1.30,1.32,1.34,1.27
1.33,1.32,1.33,1.28
1.32,1.34,1.35,1.27
1.30,1.35,1.35,1.28
1.35,1.34,1.35,1.30
1.34,1.32,1.35,1.30
1.33,1.34,1.34,1.30
1.34,1.32,1.35,1.31
1.30,1.35,1.35,1.29
1.35,1.35,1.35,1.35
1.35,1.33,1.35,1.30
1.33,1.33,1.35,1.26
1.32,1.33,1.33,1.26
1.28,1.47,1.47,1.28
1.38,1.44,1.44,1.32
1.35,1.43,1.44,1.31
1.43,1.43,1.43,1.40
1.43,1.40,1.48,1.30
1.36,1.39,1.39,1.33
1.39,1.44,1.44,1.36
1.42,1.44,1.45,1.35
1.37,1.44,1.44,1.37
1.40,1.41,1.44,1.40
1.40,1.45,1.45,1.38
1.44,1.42,1.46,1.32
1.37,1.38,1.42,1.28
1.36,1.39,1.40,1.31
1.39,1.39,1.39,1.31
1.31,1.36,1.36,1.29
1.30,1.38,1.38,1.24
1.26,1.35,1.37,1.26
1.30,1.33,1.36,1.26
1.26,1.35,1.35,1.26
1.28,1.44,1.44,1.16
1.42,1.40,1.42,1.30
1.40,1.40,1.42,1.30
1.39,1.40,1.40,1.39
1.39,1.36,1.39,1.25
1.27,1.36,1.37,1.27
1.36,1.38,1.39,1.28
1.29,1.38,1.38,1.29
1.29,1.38,1.38,1.29
1.37,1.35,1.37,1.31
1.31,1.33,1.38,1.29
1.33,1.38,1.38,1.29
1.38,1.37,1.38,1.32
1.32,1.36,1.36,1.32
1.36,1.25,1.36,1.16
1.28,1.30,1.34,1.20
1.26,1.30,1.30,1.26
1.27,1.30,1.30,1.27
1.30,1.32,1.32,1.28
1.34,1.35,1.35,1.30
1.35,1.37,1.37,1.31
1.35,1.37,1.38,1.35
1.32,1.44,1.44,1.32
1.40,1.44,1.44,1.40
1.41,1.41,1.43,1.35
1.35,1.40,1.40,1.35
1.38,1.40,1.40,1.33
1.40,1.40,1.40,1.33
1.37,1.40,1.40,1.37
1.36,1.40,1.40,1.35
1.40,1.39,1.40,1.35
1.35,1.36,1.39,1.32
1.36,1.37,1.37,1.34
1.37,1.37,1.39,1.32
1.37,1.32,1.37,1.30
1.28,1.28,1.32,1.26
1.25,1.30,1.30,1.21
1.29,1.30,1.31,1.27
1.30,1.33,1.34,1.28
1.33,1.37,1.37,1.28
1.30,1.38,1.38,1.30
1.38,1.35,1.39,1.31
1.31,1.25,1.34,1.20
1.25,1.23,1.28,1.19
1.23,1.15,1.23,1.06
1.15,1.16,1.16,1.14
1.16,1.15,1.16,1.09
1.06,1.15,1.15,1.06
1.15,1.13,1.15,1.08
1.10,1.15,1.16,1.10
1.13,1.12,1.15,1.10
1.10,1.14,1.14,1.10
1.09,1.09,1.11,1.08
1.09,1.06,1.10,1.03
1.06,0.98,1.06,0.94
1.01,1.01,1.01,0.85
1.02,1.01,1.02,0.91
1.01,1.09,1.09,1.01
1.08,1.15,1.17,1.08
1.14,1.13,1.16,1.05
1.13,1.12,1.13,1.06
1.06,1.13,1.13,1.06
1.14,1.13,1.14,1.07
1.08,1.13,1.13,0.94
0.91,1.15,1.15,0.91
1.15,1.19,1.19,1.10
1.11,1.17,1.17,1.11
1.17,1.23,1.24,1.12
1.12,1.15,1.24,1.12
1.14,1.18,1.18,1.13
1.14,1.14,1.15,1.10
1.13,1.15,1.15,1.10
1.09,1.14,1.15,1.08
1.14,1.18,1.18,1.10
1.18,1.18,1.18,1.18
1.18,1.17,1.18,1.09
1.18,1.17,1.18,1.10
1.10,1.15,1.17,1.09
1.17,1.12,1.17,1.07
1.13,1.09,1.13,1.02
1.03,1.02,1.10,0.95
1.02,1.14,1.16,0.98
1.02,1.09,1.09,1.02
1.05,1.08,1.09,0.98
1.06,1.02,1.06,0.93
0.94,0.98,0.98,0.92
0.93,0.95,0.98,0.92
0.85,0.94,0.95,0.85
0.94,0.95,0.96,0.88
0.92,0.90,0.92,0.86
0.90,0.88,0.91,0.80
0.88,0.88,0.88,0.81
0.90,0.90,0.90,0.85
0.85,0.88,0.89,0.85
0.85,0.64,0.89,0.60
0.56,0.45,0.64,0.45
0.45,0.54,0.55,0.45
0.54,0.54,0.54,0.50
0.50,0.56,0.56,0.50
0.56,0.61,0.65,0.50
0.56,0.65,0.65,0.56
0.65,0.77,0.77,0.65
0.90,0.88,0.90,0.83
0.88,0.92,0.92,0.82
0.85,0.98,0.98,0.85
0.90,0.88,0.90,0.78
0.79,0.80,0.88,0.77
0.80,0.78,0.89,0.67
0.71,0.77,0.78,0.71
0.74,0.71,0.78,0.69
0.69,0.71,0.71,0.69
0.69,0.75,0.76,0.66
0.75,0.75,0.75,0.70
0.70,0.75,0.75,0.65
0.70,0.76,0.76,0.70
0.66,0.74,0.74,0.66
0.68,0.68,0.73,0.68
0.65,0.68,0.70,0.65
0.68,0.68,0.68,0.68
0.73,0.70,0.73,0.66
0.65,0.67,0.67,0.62
0.67,0.65,0.67,0.62
0.63,0.70,0.78,0.63
0.65,0.70,0.70,0.65
0.70,0.67,0.72,0.65
0.65,0.65,0.67,0.55
0.59,0.65,0.65,0.59
0.59,0.65,0.65,0.59
0.60,0.65,0.65,0.59
0.61,0.60,0.61,0.60
0.61,0.60,0.61,0.58
0.61,0.56,0.61,0.56
0.55,0.60,0.61,0.55
0.56,0.56,0.56,0.56
0.56,0.56,0.57,0.56
0.57,0.52,0.57,0.52
0.52,0.56,0.56,0.52
0.52,0.45,0.53,0.43
0.48,0.46,0.48,0.43
0.46,0.34,0.46,0.32
0.34,0.32,0.34,0.31
0.30,0.37,0.37,0.23
0.37,0.49,0.49,0.33
0.51,0.62,0.64,0.51
0.51,0.62,0.62,0.51
0.58,0.56,0.58,0.51
0.56,0.73,0.74,0.55
0.60,0.73,0.73,0.60
0.73,0.68,0.73,0.58
0.55,0.70,0.70,0.55
0.55,0.49,0.55,0.43
0.48,0.47,0.50,0.44
0.43,0.49,0.49,0.41
0.42,0.48,0.48,0.41
0.48,0.50,0.50,0.45
0.46,0.46,0.46,0.45
0.41,0.49,0.49,0.41
0.49,0.49,0.49,0.45
0.45,0.45,0.46,0.45
0.49,0.47,0.50,0.42
0.46,0.50,0.50,0.42
0.50,0.49,0.50,0.40
0.47,0.45,0.47,0.45
0.45,0.47,0.50,0.44
0.50,0.64,0.64,0.46
0.65,0.61,0.65,0.53
0.61,0.60,0.61,0.60
0.60,0.60,0.60,0.60
0.51,0.59,0.59,0.51
0.59,0.66,0.66,0.59
0.52,0.59,0.66,0.52
0.52,0.57,0.66,0.52
0.52,0.53,0.57,0.52
0.57,0.57,0.57,0.53
0.53,0.53,0.56,0.52
0.53,0.53,0.57,0.53
0.53,0.66,0.66,0.52
0.66,0.60,0.66,0.52
0.55,0.52,0.57,0.52
0.51,0.51,0.51,0.45
0.45,0.43,0.51,0.41
0.41,0.44,0.45,0.41
0.44,0.45,0.45,0.44
0.41,0.45,0.45,0.41
0.45,0.46,0.46,0.42
0.45,0.45,0.45,0.40
0.45,0.45,0.45,0.40
0.45,0.46,0.46,0.45
0.42,0.45,0.45,0.42
0.45,0.45,0.45,0.45
0.42,0.45,0.45,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.46,0.38
0.41,0.38,0.41,0.38
0.40,0.39,0.40,0.39
0.38,0.42,0.45,0.38
0.41,0.40,0.41,0.38
0.40,0.39,0.40,0.35
0.34,0.40,0.40,0.34
0.38,0.38,0.40,0.38
0.35,0.36,0.38,0.34
0.35,0.30,0.36,0.30
0.23,0.29,0.32,0.23
0.29,0.25,0.29,0.24
0.26,0.27,0.28,0.24
0.27,0.27,0.27,0.27
0.35,0.26,0.35,0.26
0.27,0.36,0.40,0.27
0.36,0.38,0.38,0.34
0.46,0.35,0.46,0.35
0.38,0.35,0.38,0.35
0.35,0.33,0.35,0.33
0.35,0.31,0.35,0.31
0.35,0.35,0.35,0.31
0.30,0.31,0.33,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.30,0.27,0.30,0.26
0.27,0.27,0.27,0.26
0.26,0.26,0.26,0.23
0.25,0.25,0.25,0.24
0.25,0.25,0.25,0.23
0.27,0.25,0.27,0.23
0.24,0.24,0.25,0.24
0.24,0.25,0.25,0.24
0.25,0.25,0.25,0.25
0.25,0.26,0.26,0.23
0.25,0.37,0.37,0.25
0.35,0.35,0.37,0.34
0.35,0.31,0.35,0.30
0.30,0.32,0.32,0.30
0.32,0.30,0.32,0.30
0.30,0.27,0.30,0.26
0.25,0.26,0.27,0.24
0.26,0.26,0.30,0.26
0.26,0.27,0.27,0.23
0.27,0.24,0.27,0.24
0.24,0.23,0.25,0.23
0.23,0.25,0.25,0.23
0.24,0.24,0.25,0.24
0.24,0.23,0.26,0.23
0.23,0.24,0.25,0.23
0.23,0.24,0.25,0.23
0.25,0.23,0.25,0.22
0.22,0.23,0.25,0.22
0.23,0.25,0.28,0.23
0.25,0.22,0.25,0.21
0.22,0.25,0.25,0.21
0.22,0.24,0.28,0.22
0.25,0.25,0.25,0.24
0.24,0.24,0.25,0.22
0.25,0.27,0.27,0.23
0.23,0.26,0.26,0.23
0.26,0.25,0.26,0.24
0.24,0.25,0.25,0.24
0.24,0.25,0.25,0.24
0.24,0.25,0.25,0.24
0.25,0.28,0.28,0.24
0.28,0.27,0.28,0.23
0.27,0.28,0.28,0.25
0.25,0.28,0.28,0.25
0.26,0.28,0.28,0.26
0.28,0.28,0.28,0.28
0.28,0.34,0.34,0.28
0.34,0.38,0.38,0.30
0.35,0.38,0.38,0.33
0.38,0.38,0.38,0.33
0.32,0.36,0.36,0.31
0.36,0.36,0.36,0.31
0.37,0.41,0.42,0.37
0.40,0.47,0.47,0.38
0.44,0.49,0.49,0.44
0.46,0.48,0.49,0.40
0.48,0.44,0.48,0.43
0.44,0.47,0.47,0.43
0.48,0.49,0.49,0.42
0.49,0.51,0.51,0.42
0.50,0.50,0.50,0.47
0.50,0.50,0.51,0.47
0.45,0.51,0.51,0.45
0.45,0.55,0.55,0.45
0.55,0.55,0.56,0.51
0.55,0.49,0.55,0.41
0.45,0.50,0.50,0.45
0.50,0.50,0.50,0.45
0.49,0.49,0.49,0.49
0.47,0.49,0.49,0.45
0.43,0.50,0.50,0.43
0.45,0.45,0.45,0.45
0.50,0.50,0.51,0.50
0.49,0.49,0.49,0.49
N/A,N/A,N/A,N/A
0.49,0.49,0.49,0.49
0.47,0.49,0.49,0.47
0.49,0.45,0.49,0.45
0.45,0.49,0.49,0.45
0.46,0.46,0.49,0.46
0.49,0.52,0.54,0.49
0.50,0.60,0.60,0.50
0.52,0.58,0.58,0.52
0.55,0.56,0.58,0.55
0.80,0.60,0.80,0.57
0.60,0.60,0.60,0.55
0.53,0.60,0.60,0.53
0.65,0.60,0.65,0.56
0.63,0.55,0.63,0.55
0.55,0.53,0.57,0.53
0.53,0.50,0.53,0.50
0.42,0.45,0.46,0.42
0.43,0.44,0.45,0.42
0.42,0.49,0.49,0.41
0.49,0.51,0.51,0.48
0.45,0.44,0.51,0.42
0.44,0.51,0.51,0.43
0.51,0.51,0.55,0.48
0.48,0.50,0.50,0.48
0.48,0.48,0.50,0.44
0.45,0.46,0.46,0.43
0.43,0.46,0.46,0.43
0.43,0.45,0.45,0.42
0.42,0.45,0.45,0.42
0.41,0.44,0.44,0.41
0.41,0.44,0.44,0.41
0.44,0.44,0.44,0.41
0.42,0.42,0.42,0.42
0.41,0.40,0.41,0.40
0.40,0.38,0.40,0.36
0.40,0.38,0.40,0.36
0.37,0.38,0.38,0.37
0.36,0.38,0.38,0.36
0.37,0.38,0.40,0.36
0.38,0.42,0.42,0.37
0.42,0.50,0.50,0.42
0.49,0.48,0.49,0.44
0.47,0.48,0.48,0.46
0.48,0.46,0.48,0.43
0.46,0.46,0.46,0.46
0.41,0.46,0.46,0.41
0.46,0.46,0.46,0.46
0.46,0.45,0.46,0.45
0.46,0.46,0.46,0.46
0.43,0.46,0.46,0.43
0.46,0.46,0.46,0.44
0.46,0.45,0.46,0.44
0.41,0.47,0.47,0.41
0.47,0.52,0.52,0.45
0.42,0.52,0.52,0.42
0.51,0.45,0.52,0.45
0.46,0.50,0.50,0.43
0.50,0.52,0.52,0.45
0.52,0.53,0.55,0.48
0.46,0.53,0.53,0.46
0.46,0.46,0.46,0.46
0.46,0.50,0.50,0.46
0.50,0.50,0.55,0.50
0.50,0.49,0.50,0.47
0.50,0.54,0.54,0.48
0.48,0.52,0.52,0.48
0.53,0.54,0.54,0.53
0.46,0.52,0.53,0.44
0.51,0.53,0.56,0.47
0.53,0.53,0.53,0.44
0.53,0.51,0.53,0.51
0.51,0.47,0.53,0.45
0.47,0.50,0.50,0.46
0.46,0.50,0.50,0.46
0.46,0.50,0.50,0.46
