TRCB,Two River Bancorp - Common Stock,NASDAQ
4.54,4.54,4.54,4.54
4.75,4.75,4.75,4.75
4.49,4.49,4.49,4.49
4.60,4.50,4.60,4.50
4.50,4.50,4.50,4.50
4.74,4.69,4.74,4.69
4.51,4.45,4.53,4.45
4.49,4.45,4.50,4.45
4.45,4.45,4.45,4.45
4.50,4.50,4.55,4.50
4.50,4.53,4.54,4.50
4.54,4.45,4.60,4.44
4.45,4.45,4.45,4.45
4.25,4.45,4.45,4.25
4.59,4.41,4.60,4.41
4.42,4.42,4.42,4.42
4.04,4.04,4.07,4.04
4.71,4.89,4.89,4.25
4.90,4.38,5.00,4.38
4.38,4.38,4.38,4.38
4.97,4.92,4.98,4.92
4.02,4.76,4.92,4.02
4.78,4.84,4.92,4.55
4.84,4.84,4.84,4.84
4.89,4.90,4.90,4.89
4.36,4.35,4.38,4.35
4.70,4.11,4.70,4.02
4.04,3.94,4.07,3.70
3.99,4.17,4.21,3.99
3.59,4.00,4.00,3.59
4.00,4.15,4.20,3.64
4.19,4.03,4.19,4.00
4.06,4.05,4.06,4.05
4.19,4.19,4.19,4.19
4.20,4.45,4.50,4.20
4.05,4.15,4.15,4.05
4.01,4.05,4.06,4.01
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
3.62,4.42,4.45,3.62
4.42,4.42,4.42,4.42
3.47,3.80,4.40,3.47
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
4.34,4.24,4.39,4.24
4.24,4.24,4.35,4.24
4.08,4.25,4.28,4.08
4.15,4.15,4.15,4.15
4.21,4.23,4.28,4.21
4.23,4.23,4.23,4.23
4.23,4.23,4.23,4.23
4.09,4.09,4.09,4.09
4.16,4.16,4.16,4.16
4.26,4.38,4.38,3.80
4.38,4.44,4.44,4.01
4.78,4.85,4.85,4.78
4.85,4.85,4.85,4.85
4.85,4.64,4.85,4.62
4.64,4.64,4.64,4.64
4.61,4.60,4.66,4.40
4.59,4.61,4.61,4.57
4.61,4.61,4.61,4.61
4.61,4.61,4.61,4.61
4.58,4.57,4.58,4.57
4.57,4.57,4.57,4.57
4.57,4.57,4.57,4.57
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.41,4.41,4.41,4.41
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.32,4.32,4.32,4.32
4.34,4.25,4.34,4.25
4.25,4.25,4.25,4.25
4.24,4.60,4.73,4.11
4.60,4.60,4.60,4.60
4.50,4.45,4.50,4.40
4.60,4.49,4.60,4.49
4.60,4.50,4.90,4.42
4.70,4.67,4.80,4.40
4.21,4.34,4.34,4.21
4.34,4.34,4.34,4.34
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.60,4.40,4.61,4.40
4.50,4.70,4.95,4.45
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.80,4.80,4.80,4.80
4.89,4.88,4.89,4.87
4.90,4.90,4.90,4.90
4.30,4.98,4.98,4.30
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.10,5.21,5.29,5.10
5.30,5.50,5.50,5.25
5.50,5.23,6.00,5.12
5.13,4.87,5.13,4.73
4.85,4.86,4.92,4.85
4.86,4.86,4.86,4.86
4.86,4.86,4.86,4.86
4.97,4.87,5.99,4.80
4.87,4.87,4.87,4.87
4.90,4.90,4.95,4.90
4.90,4.90,4.95,4.80
4.90,4.90,4.90,4.90
4.90,4.70,4.90,4.70
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.70,4.97,5.00,4.70
4.97,4.97,4.97,4.97
4.97,4.97,4.97,4.97
4.70,4.75,4.75,4.70
4.98,4.90,4.98,4.90
4.97,4.89,4.97,4.89
4.70,4.70,4.70,4.70
4.70,4.65,4.70,4.65
4.98,4.98,4.98,4.98
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.61,4.71,4.71,4.61
4.78,4.85,4.85,4.78
4.95,4.86,4.95,4.86
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.90,4.80,4.90,4.80
4.90,4.90,4.90,4.90
4.85,4.85,4.85,4.85
4.89,5.00,5.00,4.88
5.00,4.96,5.49,4.96
4.94,4.94,4.94,4.94
5.01,5.09,5.10,5.01
5.49,5.04,5.50,5.04
5.05,5.11,5.11,5.04
5.04,5.04,5.04,5.04
5.05,5.24,5.79,5.05
5.24,5.24,5.24,5.24
5.26,5.26,5.26,5.26
5.29,5.19,5.29,5.19
5.10,5.05,5.24,5.05
5.06,5.04,5.06,5.04
5.04,5.02,5.16,5.02
5.02,5.02,5.02,5.02
5.03,5.02,5.04,5.02
5.03,5.02,5.10,5.02
5.05,5.05,5.05,5.05
5.02,5.01,5.05,5.01
5.01,4.72,5.01,4.68
4.81,4.81,4.81,4.81
4.84,4.81,4.99,4.81
4.82,4.81,4.82,4.81
4.92,4.91,4.92,4.91
4.91,4.91,4.91,4.91
4.91,4.66,4.91,4.66
4.66,4.98,5.00,4.65
4.98,4.95,5.00,4.95
4.65,4.70,4.70,4.65
4.68,4.65,4.70,4.65
4.55,4.51,4.65,4.50
4.61,4.61,4.61,4.61
4.72,4.70,4.72,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.50,4.50,4.50,4.50
4.60,4.94,4.99,4.60
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.84,4.84,4.84,4.84
4.84,4.84,4.84,4.84
4.78,4.83,4.83,4.50
4.55,4.61,4.61,4.55
4.63,4.70,4.70,4.60
4.60,4.65,4.79,4.60
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.95,4.78,5.00,4.70
4.87,5.00,5.00,4.87
4.90,4.89,4.90,4.88
4.74,4.90,5.00,4.73
4.90,5.00,5.00,4.90
4.90,5.35,5.45,4.89
5.34,5.29,5.34,4.85
5.29,5.29,5.29,5.29
5.00,5.25,5.25,5.00
5.00,5.00,5.24,5.00
4.95,4.95,4.95,4.95
5.00,5.05,5.05,5.00
5.05,5.10,5.10,5.05
5.06,5.05,5.06,5.05
5.32,4.95,5.33,4.95
5.28,5.07,5.28,5.01
5.25,5.33,5.33,5.22
5.33,5.33,5.33,5.33
5.31,5.11,5.31,5.11
5.20,5.20,5.20,5.20
5.20,5.00,5.20,5.00
5.06,5.25,5.25,4.97
5.19,5.05,5.19,5.05
5.23,5.15,5.23,5.15
4.90,4.85,4.95,4.85
4.85,4.89,4.94,4.85
4.85,5.00,5.00,4.85
4.95,4.85,4.95,4.85
4.85,4.85,4.85,4.85
4.96,5.01,5.08,4.85
4.87,4.89,4.89,4.87
4.89,4.89,4.89,4.89
4.85,4.85,5.02,4.85
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.80,4.64,4.80,4.35
4.37,4.50,4.60,4.35
4.60,4.47,4.62,4.40
4.50,4.63,4.63,4.50
4.55,4.60,4.67,4.55
4.65,4.55,4.66,4.50
4.59,4.51,4.59,4.51
4.51,4.51,4.51,4.51
4.64,4.79,4.79,4.62
4.55,4.75,4.75,4.55
4.72,4.72,4.72,4.72
4.95,4.97,4.98,4.95
4.97,4.97,4.97,4.97
4.96,4.54,4.97,4.54
4.61,4.61,4.61,4.61
4.62,4.66,4.67,4.62
4.61,4.61,4.61,4.61
4.62,4.57,4.62,4.55
4.60,4.77,4.77,4.60
4.65,4.60,4.70,4.55
4.60,4.45,4.60,4.35
4.45,4.45,4.45,4.45
4.45,4.45,4.45,4.45
4.48,4.48,4.48,4.48
4.51,4.75,4.75,4.50
4.91,4.81,4.91,4.81
4.79,4.79,4.79,4.79
4.97,4.56,4.97,4.56
4.91,4.69,4.95,4.56
4.67,4.85,4.93,4.67
4.80,4.79,4.80,4.79
4.75,4.81,4.81,4.75
4.81,4.81,4.81,4.81
4.70,4.94,4.94,4.70
4.80,4.89,4.89,4.80
4.76,4.76,4.76,4.70
4.80,4.87,4.87,4.80
4.87,4.87,4.87,4.86
4.88,4.90,5.00,4.80
4.86,4.85,4.86,4.85
4.86,4.91,4.91,4.86
4.92,4.90,4.92,4.90
4.92,4.90,4.92,4.90
4.85,4.88,4.88,4.85
4.87,4.89,4.90,4.85
4.89,5.02,5.02,4.89
5.02,5.10,5.25,5.02
5.11,5.21,5.30,5.11
5.28,5.02,5.28,4.90
5.00,5.05,5.19,5.00
5.08,5.04,5.09,5.04
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
4.90,5.00,5.00,4.90
5.05,4.98,5.05,4.98
4.98,4.98,4.98,4.98
4.92,4.95,5.00,4.92
4.81,4.86,4.86,4.81
4.83,4.81,4.83,4.81
4.90,4.90,4.90,4.90
4.90,4.97,5.04,4.85
4.90,4.97,5.00,4.90
4.95,4.97,4.97,4.80
4.95,4.82,4.95,4.82
4.86,4.97,4.97,4.75
4.95,4.90,4.95,4.84
4.90,4.72,4.94,4.72
4.77,4.67,4.79,4.65
4.77,4.81,4.81,4.76
4.81,4.81,4.81,4.81
4.65,4.76,4.76,4.55
4.79,4.59,4.79,4.55
4.58,4.59,4.72,4.54
4.56,4.65,4.70,4.55
4.74,4.74,4.74,4.74
4.74,4.80,4.80,4.74
4.80,4.80,4.80,4.80
4.82,4.93,4.93,4.82
4.94,4.94,4.95,4.81
4.94,4.94,4.94,4.94
5.00,4.96,5.00,4.90
4.90,4.85,4.95,4.85
4.83,4.80,4.83,4.80
4.88,4.85,4.95,4.85
4.80,4.80,4.83,4.80
4.75,4.75,4.80,4.75
4.75,4.75,4.76,4.75
4.76,4.75,4.76,4.59
4.76,4.82,4.82,4.75
4.76,4.94,4.94,4.76
4.95,4.84,4.95,4.76
4.97,4.76,5.00,4.75
4.84,5.05,5.05,4.84
4.82,4.96,5.10,4.82
4.93,5.05,5.10,4.81
5.03,5.25,5.25,5.00
5.25,5.10,5.25,5.05
5.02,4.91,5.04,4.91
5.03,5.05,5.05,5.03
4.90,5.06,5.06,4.90
4.90,5.08,5.08,4.90
5.00,5.00,5.00,5.00
4.90,5.11,5.11,4.90
4.90,4.90,5.05,4.80
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.96,4.95,4.96,4.95
4.81,4.81,4.84,4.81
4.81,4.81,4.81,4.81
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,4.95,5.00,4.85
4.98,4.95,4.98,4.95
4.95,4.95,4.95,4.95
4.86,4.99,5.00,4.86
4.95,4.91,4.95,4.90
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.87,4.88,4.88,4.86
4.88,4.88,4.88,4.88
4.88,4.88,4.88,4.88
4.78,4.79,4.79,4.78
4.79,4.79,4.79,4.79
4.78,4.85,4.85,4.75
4.80,4.85,4.90,4.80
4.90,4.98,4.98,4.90
4.81,4.86,4.95,4.81
4.78,4.76,4.81,4.75
4.80,4.75,4.80,4.75
4.62,4.68,4.75,4.56
4.38,4.51,4.69,4.38
4.51,4.59,4.59,4.51
4.50,4.61,4.69,4.50
4.64,4.60,4.64,4.60
4.60,4.63,4.64,4.51
4.64,4.64,4.64,4.64
4.64,4.64,4.64,4.64
4.64,4.65,4.69,4.64
4.67,4.70,4.70,4.65
4.70,4.70,4.70,4.70
4.65,4.69,4.73,4.65
4.73,4.66,4.80,4.61
4.80,4.70,4.80,4.56
4.86,4.72,4.91,4.71
4.71,4.65,4.74,4.60
4.66,4.62,4.69,4.60
4.71,4.62,4.75,4.60
4.67,4.61,4.67,4.60
4.61,4.61,4.61,4.61
4.61,4.59,4.61,4.55
4.63,4.77,4.77,4.63
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.85,4.75,4.85,4.75
4.75,4.70,4.75,4.65
4.70,4.60,4.71,4.60
4.60,4.70,4.75,4.60
4.70,4.70,4.70,4.66
4.70,4.70,4.70,4.70
4.72,4.70,4.72,4.60
4.62,4.70,4.70,4.62
4.73,4.70,4.73,4.70
4.75,4.75,4.75,4.75
4.71,4.80,5.10,4.70
4.73,4.70,4.83,4.70
4.78,4.78,4.78,4.75
4.77,4.70,4.79,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.71,4.70,4.71,4.70
4.70,4.70,4.70,4.70
4.70,4.65,4.80,4.62
4.75,4.80,4.85,4.62
4.66,4.86,4.86,4.65
4.93,4.83,4.93,4.65
4.66,4.66,4.71,4.65
4.69,4.70,4.71,4.66
4.75,4.65,4.75,4.65
4.65,4.65,4.65,4.65
4.65,4.65,4.65,4.65
4.66,4.65,4.70,4.65
4.65,4.70,4.71,4.65
4.70,4.70,4.70,4.70
4.55,4.69,4.69,4.55
4.69,4.69,4.69,4.69
4.70,4.69,4.70,4.60
4.69,4.69,4.69,4.69
4.69,4.60,4.69,4.51
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.59,4.60,4.60,4.50
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.63,4.63,4.63,4.63
4.54,4.54,4.54,4.54
4.50,4.54,4.58,4.50
4.49,4.65,4.76,4.49
4.70,4.75,4.75,4.60
4.65,4.70,4.70,4.60
4.70,4.70,4.70,4.70
4.65,4.62,4.73,4.57
4.55,4.66,4.66,4.55
4.57,4.70,4.70,4.55
4.60,4.62,4.62,4.50
4.50,4.55,4.55,4.50
4.56,4.57,4.58,4.55
4.56,4.55,4.56,4.55
4.56,4.65,4.66,4.55
4.65,4.65,4.65,4.65
4.65,4.80,4.80,4.60
4.70,4.80,4.80,4.70
4.65,4.76,4.80,4.65
4.75,4.84,4.84,4.65
4.70,4.85,4.85,4.70
4.75,4.85,4.85,4.75
4.76,4.85,4.99,4.75
4.85,4.85,4.85,4.85
4.85,5.12,5.20,4.85
5.10,5.01,5.15,5.00
5.13,5.15,5.15,5.10
5.05,5.10,5.10,5.00
5.15,4.95,5.15,4.90
4.95,4.95,4.95,4.95
5.00,5.15,5.15,5.00
5.15,5.40,5.40,5.15
5.29,5.40,5.40,5.29
5.40,5.40,5.40,5.40
5.27,5.40,5.41,5.25
5.37,5.34,5.37,5.34
5.36,5.40,5.40,5.24
5.37,5.41,5.43,5.37
5.43,5.69,5.69,5.43
5.65,5.70,5.80,5.65
5.70,5.68,5.73,5.59
5.65,5.95,6.05,5.65
5.77,5.97,5.99,5.46
5.97,5.97,5.97,5.97
6.00,5.86,6.00,5.86
5.86,5.56,5.86,5.56
5.67,5.82,5.93,5.67
5.82,5.82,5.82,5.82
5.82,5.82,5.82,5.82
5.75,5.91,5.92,5.75
5.95,5.96,5.96,5.91
5.93,5.90,5.93,5.90
6.00,6.00,6.00,6.00
5.98,6.03,6.03,5.98
6.02,6.07,6.10,6.02
6.06,6.10,6.10,6.04
6.06,6.04,6.06,6.04
6.00,5.88,6.00,5.88
5.90,5.75,6.04,5.75
6.00,6.00,6.00,6.00
5.78,5.75,5.90,5.68
5.60,5.75,5.75,5.60
5.71,5.69,6.05,5.67
5.80,5.75,5.80,5.67
5.77,5.70,5.79,5.69
5.65,5.50,5.66,5.45
5.58,5.65,5.65,5.58
5.64,5.75,5.75,5.54
5.75,5.63,5.75,5.63
5.66,5.65,5.66,5.62
5.53,5.60,5.60,5.53
5.56,5.50,5.56,5.50
5.55,5.55,5.55,5.55
5.55,5.55,5.55,5.55
5.65,5.65,5.65,5.62
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.71,5.75,5.75,5.71
5.75,5.75,5.75,5.72
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.50
5.75,6.00,6.00,5.75
5.36,6.00,6.00,5.36
5.93,6.00,6.00,5.75
5.82,5.95,5.95,5.75
5.95,5.89,6.00,5.89
5.86,5.86,5.86,5.86
5.91,5.90,6.06,5.90
5.92,5.60,5.94,5.55
5.76,5.81,6.00,5.51
5.77,5.94,5.94,5.77
5.90,5.86,5.95,5.86
6.00,6.08,6.20,5.99
6.09,6.09,6.09,6.09
6.00,6.15,6.20,6.00
6.15,6.20,6.20,6.10
6.15,6.10,6.15,6.10
6.00,6.20,6.20,6.00
6.20,6.20,6.20,6.20
6.03,6.00,6.03,5.75
5.76,5.76,5.76,5.76
5.80,5.80,5.80,5.80
5.83,5.75,5.83,5.53
5.75,5.86,5.86,5.54
5.85,5.90,5.90,5.85
5.90,5.90,5.90,5.90
5.92,6.00,6.04,5.92
5.99,6.09,6.17,5.80
6.00,6.07,6.07,6.00
6.00,5.76,6.00,5.76
5.93,6.14,6.14,5.60
5.98,5.84,5.98,5.84
5.84,5.84,5.84,5.84
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.77,5.75,5.86,5.75
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.75
5.75,6.00,6.00,5.70
5.82,5.61,5.82,5.53
5.76,5.76,5.76,5.76
5.85,5.85,5.85,5.85
5.85,5.85,5.85,5.85
5.89,5.61,5.95,5.61
5.60,5.60,5.60,5.60
5.61,5.60,5.62,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.44,5.70,5.83,5.40
5.73,5.56,5.73,5.42
5.42,5.67,5.67,5.42
5.59,5.69,5.69,5.54
5.50,5.55,5.55,5.41
5.55,5.55,5.55,5.55
5.52,5.50,5.52,5.50
5.50,5.50,5.51,5.50
5.45,5.80,5.83,5.40
5.80,5.80,5.80,5.80
5.51,5.63,5.70,5.49
5.46,5.74,5.74,5.39
5.59,5.65,5.69,5.50
5.79,5.55,5.79,5.55
5.45,5.46,5.46,5.45
5.62,5.62,5.62,5.62
5.62,5.62,5.62,5.62
5.55,5.65,5.65,5.51
5.68,5.65,5.68,5.65
5.65,5.65,5.65,5.63
5.63,5.45,5.64,5.45
5.49,5.75,5.75,5.49
5.71,5.71,5.71,5.71
5.54,5.46,5.54,5.46
5.57,5.57,5.57,5.57
5.57,5.57,5.57,5.57
5.68,5.70,5.70,5.68
5.62,5.65,5.67,5.62
5.65,5.65,5.65,5.65
5.56,5.56,5.56,5.56
5.56,5.56,5.56,5.56
5.55,5.45,5.55,5.45
5.50,5.56,5.56,5.50
5.56,5.56,5.56,5.56
5.58,5.58,5.58,5.58
5.58,5.58,5.58,5.58
5.58,5.58,5.58,5.58
5.42,5.65,5.65,5.42
5.65,5.65,5.65,5.65
5.70,5.65,5.70,5.65
5.70,5.70,5.70,5.60
5.73,5.75,5.75,5.73
5.74,5.75,5.80,5.55
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.75
5.60,5.75,5.75,5.60
5.86,5.95,5.95,5.77
5.95,5.95,5.95,5.95
5.75,5.90,5.90,5.75
5.90,5.95,5.95,5.90
5.91,5.70,5.91,5.70
5.77,5.75,5.77,5.75
5.75,5.83,5.85,5.75
5.75,5.85,5.85,5.65
5.85,5.95,5.95,5.75
5.97,5.97,5.97,5.97
5.91,5.94,5.94,5.80
5.89,5.95,5.98,5.86
5.95,5.98,6.05,5.85
5.82,5.83,5.85,5.82
5.77,5.69,5.83,5.67
5.69,5.80,5.80,5.69
5.80,5.80,5.80,5.80
5.84,5.80,5.84,5.80
5.84,5.80,5.84,5.62
5.78,5.82,5.98,5.78
5.82,5.82,5.82,5.82
5.84,5.75,5.92,5.75
5.75,5.95,5.95,5.75
5.95,5.95,5.95,5.95
5.86,5.95,5.97,5.82
5.85,5.98,5.98,5.85
5.99,6.04,6.04,5.85
6.00,6.00,6.00,6.00
5.94,6.00,6.00,5.86
5.97,5.97,5.97,5.97
6.03,6.00,6.03,5.87
5.96,5.99,6.00,5.96
5.91,6.00,6.00,5.87
5.95,5.99,5.99,5.50
5.76,5.90,5.90,5.67
5.95,5.96,6.11,5.95
5.90,5.94,6.09,5.90
5.99,6.05,6.05,5.99
6.04,6.04,6.04,6.04
5.85,5.90,5.90,5.48
5.90,5.90,5.90,5.84
5.90,5.84,5.91,5.84
5.84,5.84,5.84,5.84
5.85,5.68,5.85,5.62
5.73,5.75,5.75,5.73
5.56,5.71,5.71,5.55
5.71,5.71,5.71,5.71
5.71,5.71,5.71,5.71
5.71,5.71,5.71,5.71
5.63,5.57,5.63,5.46
5.50,5.59,5.59,5.37
5.41,5.56,5.63,5.41
5.55,5.50,5.55,5.45
5.42,5.50,5.50,5.42
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.47,5.45,5.47,5.26
5.45,5.45,5.45,5.45
5.65,5.75,5.75,5.64
5.45,5.60,5.60,5.45
5.50,5.70,5.70,5.50
5.65,5.45,5.73,5.45
5.48,5.35,5.61,5.29
5.38,5.27,5.38,5.25
5.40,5.40,5.48,5.40
5.41,5.43,5.50,5.35
5.44,5.49,5.55,5.44
5.50,5.50,5.50,5.50
5.51,5.60,5.60,5.51
5.60,5.60,5.60,5.60
5.51,5.55,5.56,5.46
5.51,5.56,5.56,5.51
5.56,5.51,5.56,5.45
5.33,5.40,5.42,5.33
5.37,5.44,5.44,5.37
5.43,5.45,5.45,5.41
5.45,5.54,5.54,5.45
5.45,5.55,5.55,5.45
5.52,5.58,5.59,5.52
5.59,5.59,5.59,5.59
5.60,5.59,5.60,5.47
5.60,5.60,5.60,5.60
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.69,5.69,5.69,5.69
5.57,5.55,5.57,5.55
5.68,5.70,5.70,5.68
5.66,5.65,5.66,5.65
5.65,5.64,5.65,5.64
5.65,5.70,5.71,5.65
5.56,5.56,5.58,5.56
5.58,5.61,5.69,5.58
5.70,5.70,5.88,5.70
6.01,6.20,6.38,6.00
6.19,6.15,6.35,6.07
6.17,6.17,6.17,6.17
6.21,6.20,6.21,6.20
6.20,6.29,6.30,6.20
6.27,6.29,6.30,6.25
6.31,6.30,6.31,6.26
6.30,6.32,6.35,6.30
6.30,6.35,6.35,6.27
6.30,6.22,6.33,6.22
6.20,6.36,6.36,6.20
6.30,6.30,6.30,6.20
6.30,6.30,6.33,6.30
6.30,6.30,6.30,6.29
6.30,6.20,6.30,6.20
6.20,6.20,6.20,6.20
6.26,6.25,6.27,6.25
6.25,6.33,6.35,6.21
6.25,6.37,6.37,6.25
6.40,6.50,6.50,6.40
6.47,6.41,6.50,6.28
6.41,6.41,6.41,6.41
6.38,6.36,6.38,6.36
6.36,6.36,6.36,6.36
6.40,6.50,6.50,6.25
6.47,6.39,6.47,6.39
6.39,6.39,6.39,6.39
6.41,6.41,6.41,6.40
6.31,6.50,6.50,6.31
6.50,6.51,6.51,6.45
6.48,6.50,6.50,6.48
6.60,6.53,6.60,6.53
6.53,6.53,6.53,6.53
6.43,6.95,6.95,6.43
6.55,6.80,6.89,6.55
6.55,6.80,6.80,6.55
6.71,6.80,6.80,6.71
6.83,6.83,6.83,6.83
6.79,6.79,6.82,6.70
6.78,6.70,6.78,6.55
6.70,6.68,6.70,6.56
6.61,6.61,6.82,6.58
6.73,6.73,6.73,6.73
6.61,6.75,6.75,6.60
6.66,6.66,6.69,6.65
6.60,6.62,6.62,6.55
6.55,6.70,6.70,6.55
6.58,6.66,6.70,6.56
6.55,6.55,6.55,6.55
6.60,6.69,6.70,6.60
6.69,6.69,6.69,6.69
6.56,6.62,6.62,6.55
6.55,6.68,6.68,6.53
6.60,6.60,6.60,6.51
6.53,6.60,6.65,6.51
6.47,6.60,6.60,6.47
6.59,6.59,6.59,6.59
6.61,6.61,6.61,6.61
6.60,6.40,6.60,6.40
6.46,6.50,6.55,6.46
6.45,6.45,6.45,6.45
6.48,6.55,6.55,6.48
6.46,6.48,6.69,6.46
6.48,6.48,6.48,6.48
6.43,6.43,6.43,6.43
6.41,6.45,6.45,6.41
6.44,6.46,6.46,6.44
6.47,6.45,6.47,6.45
6.46,6.46,6.46,6.46
6.51,6.51,6.51,6.51
6.45,6.45,6.45,6.45
6.70,6.68,6.70,6.62
6.69,6.67,6.69,6.67
6.67,6.43,6.69,6.43
6.41,6.70,6.70,6.41
6.70,6.60,6.70,6.41
6.46,6.46,6.46,6.46
6.64,6.40,6.64,6.40
6.44,6.50,6.55,6.44
6.64,6.65,6.65,6.50
6.52,6.44,6.60,6.40
6.40,6.55,6.55,6.32
6.37,6.47,6.47,6.26
6.46,6.40,6.46,6.40
6.35,6.37,6.37,6.35
6.42,6.60,6.66,6.37
6.46,6.60,6.61,6.46
6.42,6.43,6.47,6.40
6.43,6.38,6.43,6.38
6.39,6.63,6.64,6.39
6.52,6.60,6.60,6.52
6.54,6.54,6.54,6.54
6.40,6.40,6.40,6.40
6.41,6.41,6.42,6.41
6.50,6.31,6.52,6.30
6.40,6.39,6.40,6.39
6.40,6.43,6.45,6.40
6.43,6.50,6.50,6.31
6.49,6.40,6.49,6.35
6.41,6.30,6.41,6.26
