TRCB,Two River Bancorp - Common Stock,NASDAQ
13.26,13.53,13.71,13.26
13.66,15.30,15.73,13.51
15.33,14.92,15.58,14.55
14.85,15.05,15.05,14.64
15.05,15.05,15.11,14.86
14.92,14.92,15.00,14.85
15.14,14.76,15.14,14.65
15.00,14.99,15.00,14.75
14.91,15.05,15.05,14.80
15.05,14.86,15.05,14.76
14.90,14.93,14.93,14.90
14.79,14.72,14.79,14.40
14.61,14.66,14.78,14.50
14.61,14.89,14.89,14.61
14.90,14.67,14.90,14.42
14.65,14.65,14.92,14.44
14.71,14.73,14.73,14.67
14.85,14.92,14.92,14.77
14.74,14.45,14.85,14.29
14.49,14.54,14.86,14.49
14.65,14.75,14.75,14.65
14.79,14.65,14.85,14.25
14.48,14.50,14.65,14.26
14.83,14.48,14.83,14.48
14.61,14.50,14.78,14.50
14.70,14.84,14.84,14.70
14.84,14.83,14.84,14.75
