RBPAA,Royal Bancshares of Pennsylvania,NASDAQ
2.60,2.54,2.60,2.45
2.51,2.65,2.65,2.51
2.60,2.60,2.60,2.56
2.59,2.59,2.59,2.59
2.41,2.58,2.60,2.39
2.50,2.45,2.50,2.45
2.45,2.25,2.50,2.20
2.21,2.20,2.23,2.12
2.19,2.05,2.20,2.00
2.05,1.99,2.06,1.99
1.79,1.74,1.89,1.64
1.41,1.60,1.60,1.40
1.52,1.49,1.52,1.47
1.49,1.60,1.66,1.47
1.60,1.50,1.60,1.50
1.50,1.54,1.58,1.49
1.55,1.51,1.55,1.50
1.50,1.44,1.50,1.44
1.45,1.63,1.63,1.45
1.65,1.76,1.91,1.65
1.79,2.04,2.07,1.78
2.05,2.04,2.05,1.98
2.49,2.03,2.49,1.98
2.07,2.02,2.07,2.02
2.04,1.78,2.04,1.77
1.78,1.76,1.80,1.76
1.76,1.76,1.76,1.76
1.82,1.80,1.82,1.80
1.85,1.82,1.87,1.80
1.86,1.85,1.86,1.85
1.76,1.80,1.80,1.67
1.68,1.63,1.76,1.62
1.63,1.60,1.72,1.60
1.65,1.65,1.65,1.65
1.65,1.95,2.01,1.65
1.99,1.96,1.99,1.85
1.98,2.01,2.09,1.80
2.10,1.89,2.10,1.89
1.91,1.90,1.96,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.82,1.90,1.82
1.69,1.69,1.69,1.69
1.70,1.50,1.73,1.44
1.55,1.62,1.62,1.55
1.64,1.50,1.64,1.50
1.50,1.43,1.50,1.43
1.49,1.42,1.49,1.42
1.45,1.38,1.50,1.38
1.46,1.30,1.46,1.25
1.30,1.40,1.45,1.30
1.43,1.43,1.48,1.43
1.45,1.40,1.45,1.40
1.45,1.45,1.45,1.44
1.43,1.49,1.49,1.43
1.50,1.49,1.50,1.49
1.50,1.29,1.50,1.27
1.31,1.39,1.50,1.31
1.41,1.40,1.48,1.39
1.43,1.36,2.46,1.36
1.41,1.49,1.52,1.41
1.53,1.55,1.55,1.44
1.57,1.65,1.65,1.55
1.67,1.66,1.74,1.63
1.71,1.71,1.71,1.65
1.71,1.71,1.71,1.71
1.76,1.56,1.76,1.54
1.50,1.45,1.50,1.14
1.40,1.45,1.45,1.31
1.31,1.35,1.40,1.31
1.44,1.36,1.44,1.30
1.39,1.32,1.40,1.32
1.30,1.32,1.35,1.30
1.31,1.31,1.39,1.31
1.31,1.40,1.40,1.30
1.50,1.52,1.53,1.45
1.55,1.53,1.55,1.39
1.63,1.70,1.75,1.63
1.79,1.82,1.84,1.79
1.86,1.92,1.98,1.85
1.87,1.75,1.90,1.70
1.80,1.70,1.80,1.70
1.93,1.88,1.93,1.70
1.76,1.85,1.85,1.73
1.96,1.88,1.96,1.73
1.80,1.80,1.81,1.80
1.80,1.70,1.80,1.70
1.60,1.60,1.70,1.60
1.89,1.65,1.89,1.60
1.85,1.61,1.85,1.61
1.60,1.65,1.69,1.60
1.60,1.59,1.70,1.59
1.59,1.59,1.59,1.59
1.65,1.60,1.65,1.60
1.73,1.73,1.98,1.50
1.92,1.78,1.92,1.78
1.80,1.82,1.82,1.80
1.83,1.87,1.87,1.83
1.86,1.90,1.90,1.86
1.86,1.90,1.90,1.85
1.90,1.90,1.90,1.90
1.91,1.80,1.91,1.80
1.80,1.80,1.80,1.80
1.76,1.62,1.86,1.60
1.69,1.89,1.92,1.69
1.90,1.87,1.90,1.70
1.71,1.89,1.89,1.71
1.89,1.89,1.89,1.89
1.81,1.79,1.81,1.70
1.80,1.74,1.80,1.62
1.80,1.74,1.80,1.73
1.75,1.75,1.75,1.75
1.72,1.74,1.84,1.72
1.67,1.90,1.90,1.65
1.77,1.77,1.77,1.77
1.76,1.75,1.77,1.75
1.70,1.70,1.75,1.61
1.64,1.60,1.76,1.60
1.60,1.60,1.69,1.55
1.62,1.68,1.80,1.62
1.72,1.57,1.72,1.57
1.74,1.72,1.75,1.72
1.72,1.79,1.79,1.72
1.79,1.75,1.79,1.75
1.75,1.75,1.75,1.75
1.79,1.83,1.83,1.70
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.76,1.79,1.79,1.76
1.77,1.85,1.85,1.77
1.82,1.90,1.90,1.82
1.89,1.76,2.00,1.66
1.70,1.75,1.80,1.70
1.70,1.63,1.78,1.63
1.74,1.80,1.80,1.74
1.80,1.80,1.80,1.80
1.79,1.80,1.80,1.79
1.80,1.78,1.80,1.68
1.70,1.70,1.77,1.70
1.65,1.80,1.80,1.64
1.79,1.80,1.80,1.79
1.69,1.69,1.69,1.69
1.75,1.80,1.80,1.75
1.67,1.73,1.74,1.67
1.70,1.72,1.72,1.70
1.76,1.75,1.77,1.65
1.76,1.76,1.80,1.76
1.76,1.76,1.76,1.76
1.83,1.74,1.83,1.74
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.84
1.84,1.72,1.84,1.72
1.72,1.55,1.72,1.55
1.55,1.55,1.63,1.55
1.62,1.84,1.84,1.56
1.58,1.59,1.79,1.57
1.61,1.62,1.62,1.61
1.61,1.73,1.73,1.59
1.73,1.59,1.76,1.59
1.75,1.69,1.75,1.69
1.69,1.69,1.69,1.69
1.78,1.79,1.79,1.78
1.79,1.79,1.79,1.79
1.79,1.79,1.79,1.79
1.78,1.65,1.79,1.63
1.61,1.62,1.67,1.61
1.62,1.62,1.62,1.62
1.61,1.67,1.67,1.58
1.56,1.60,1.64,1.56
1.69,1.67,1.78,1.66
1.70,1.73,1.73,1.70
1.75,1.75,1.75,1.75
1.70,1.67,1.71,1.58
1.71,1.73,1.75,1.71
1.75,1.79,1.79,1.75
1.64,1.78,1.78,1.64
1.77,1.80,1.85,1.70
1.74,1.73,1.82,1.69
1.60,1.62,1.71,1.56
1.62,1.62,1.62,1.62
1.57,1.64,1.64,1.57
1.64,1.59,1.64,1.55
1.64,1.64,1.64,1.64
1.64,1.63,1.64,1.56
1.64,1.63,1.64,1.56
1.63,1.59,1.63,1.52
1.50,1.41,1.54,1.38
1.41,1.41,1.41,1.41
1.38,1.32,1.38,1.32
1.35,1.38,1.38,1.28
1.39,1.52,1.62,1.34
1.47,1.28,1.47,1.28
1.32,1.33,1.44,1.31
1.32,1.33,1.33,1.32
1.31,1.40,1.47,1.30
1.37,1.37,1.37,1.37
1.62,1.33,1.62,1.33
1.36,1.33,1.41,1.29
1.35,1.47,1.47,1.35
1.42,1.55,1.55,1.42
1.48,1.45,1.48,1.45
1.40,1.34,1.40,1.34
1.28,1.27,1.38,1.27
1.29,1.34,1.34,1.27
1.33,1.33,1.33,1.33
1.32,1.28,1.39,1.28
1.36,1.36,1.36,1.36
1.27,1.31,1.31,1.27
1.27,1.24,1.28,1.24
1.32,1.29,1.32,1.29
1.31,1.31,1.31,1.31
1.33,1.32,1.33,1.32
1.28,1.28,1.28,1.28
1.25,1.24,1.25,1.20
1.20,1.20,1.25,1.20
1.20,1.31,1.31,1.20
1.31,1.31,1.31,1.31
1.20,1.14,1.27,1.11
1.14,1.26,1.26,1.14
1.20,1.20,1.25,1.10
1.25,1.28,1.28,1.25
1.20,1.29,1.29,1.16
1.17,1.16,1.20,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.14,1.03
1.03,1.02,1.03,1.01
1.01,1.16,1.16,1.01
1.16,0.95,1.16,0.91
0.78,1.02,1.06,0.78
1.03,1.04,1.04,1.03
1.13,1.11,1.13,1.04
1.14,1.10,1.14,1.10
1.13,1.10,1.13,1.10
1.10,1.10,1.11,1.10
1.10,0.97,1.10,0.97
1.09,1.06,1.09,0.96
1.00,0.95,1.01,0.95
1.00,1.00,1.00,1.00
1.00,0.95,1.00,0.95
0.98,1.00,1.00,0.98
1.10,1.09,1.10,1.09
1.09,1.06,1.09,1.06
1.02,1.00,1.02,1.00
1.00,1.00,1.00,1.00
1.00,1.02,1.02,1.00
1.02,1.02,1.02,1.00
1.02,1.00,1.08,1.00
1.02,1.08,1.08,1.01
1.00,1.09,1.09,1.00
1.09,1.01,1.09,1.01
1.00,1.07,1.09,1.00
1.00,1.08,1.08,1.00
1.08,1.08,1.08,1.08
1.04,0.98,1.07,0.98
1.02,1.01,1.02,0.98
1.00,1.02,1.02,1.00
1.00,1.00,1.00,1.00
1.00,1.07,1.07,1.00
1.08,1.09,1.09,0.98
0.98,0.98,0.98,0.98
0.98,0.95,0.98,0.95
1.06,1.01,1.06,0.95
1.01,1.01,1.01,1.01
0.95,1.07,1.07,0.95
1.07,1.07,1.07,1.07
1.07,1.07,1.07,1.07
1.00,1.00,1.00,1.00
0.99,0.99,0.99,0.99
0.95,1.00,1.00,0.95
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.92,0.99,0.99,0.88
1.00,0.99,1.00,0.92
0.92,0.99,0.99,0.92
0.97,0.99,0.99,0.92
0.98,0.99,0.99,0.89
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.92,0.82,0.92,0.79
0.88,0.90,0.90,0.83
0.90,0.91,0.91,0.75
0.85,0.92,0.92,0.85
0.92,0.90,0.92,0.90
0.90,0.90,0.90,0.90
0.90,0.92,0.92,0.85
1.00,0.99,1.00,0.99
0.90,0.91,0.91,0.90
0.92,0.98,0.98,0.92
0.95,0.95,0.95,0.95
1.00,0.96,1.00,0.96
1.00,1.00,1.00,0.95
0.95,0.95,1.00,0.95
0.95,0.95,0.95,0.95
0.96,0.96,0.96,0.96
0.98,0.98,0.98,0.98
0.98,1.00,1.00,0.95
1.10,1.07,1.10,1.05
1.05,1.07,1.07,1.02
1.25,1.25,1.41,1.24
1.32,1.30,1.32,1.21
1.30,1.30,1.30,1.10
1.30,1.25,1.41,1.25
1.25,1.25,1.25,1.25
1.22,1.20,1.22,1.20
1.30,1.09,1.30,1.09
1.20,1.05,1.20,1.03
1.20,1.13,1.25,1.10
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.12
1.27,1.10,1.27,1.10
1.24,1.27,1.67,1.24
1.22,1.26,1.49,1.17
1.35,1.12,1.40,1.10
1.15,1.32,1.35,1.15
1.40,1.54,1.55,1.15
1.57,1.40,1.57,1.35
1.56,1.39,1.56,1.30
1.53,1.31,1.53,1.31
1.31,1.30,1.34,1.30
1.48,1.30,1.48,1.30
1.28,1.23,1.28,1.23
1.18,1.28,1.28,1.18
1.29,1.46,1.46,1.25
1.39,1.28,1.39,1.24
1.25,1.32,1.32,1.25
1.29,1.25,1.29,1.25
1.20,1.25,1.48,1.20
1.46,1.40,1.48,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.22,1.25,1.28,1.22
1.26,1.28,1.28,1.26
1.30,1.30,1.30,1.30
1.46,1.37,1.46,1.30
1.46,1.65,1.65,1.46
1.51,1.39,1.65,1.30
1.35,1.50,1.59,1.35
1.44,1.50,1.50,1.36
1.39,1.35,1.50,1.35
1.44,1.45,1.50,1.32
1.41,1.42,1.42,1.41
1.42,1.42,1.42,1.42
1.31,1.31,1.31,1.31
1.31,1.39,1.39,1.31
1.39,1.39,1.39,1.39
1.35,1.35,1.35,1.35
1.35,1.31,1.50,1.30
1.26,1.26,1.26,1.26
1.40,1.40,1.40,1.39
1.29,1.29,1.38,1.28
1.29,1.29,1.35,1.29
1.29,1.29,1.29,1.29
1.31,1.29,1.31,1.29
1.35,1.39,1.39,1.34
1.32,1.45,1.45,1.32
1.42,1.42,1.42,1.42
1.43,1.31,1.45,1.31
1.37,1.38,1.38,1.37
1.38,1.31,1.38,1.31
1.45,1.45,1.45,1.45
1.45,1.31,1.45,1.31
1.38,1.39,1.39,1.32
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.32
1.32,1.39,1.39,1.32
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.30
1.30,1.30,1.34,1.30
1.35,1.31,1.35,1.31
1.31,1.31,1.31,1.31
1.33,1.33,1.39,1.33
1.33,1.33,1.33,1.33
1.29,1.35,1.35,1.29
1.35,1.35,1.35,1.35
1.35,1.30,1.35,1.29
1.30,1.35,1.35,1.30
1.35,1.38,1.38,1.24
1.30,1.30,1.30,1.30
1.32,1.35,1.35,1.28
1.35,1.34,1.35,1.34
1.35,1.35,1.35,1.35
1.35,1.32,1.35,1.31
1.33,1.25,1.33,1.25
1.26,1.33,1.33,1.26
1.30,1.35,1.35,1.30
1.34,1.59,1.59,1.31
1.49,1.50,1.50,1.49
1.45,1.50,1.50,1.41
1.50,1.50,1.50,1.50
1.50,1.48,1.50,1.48
1.36,1.38,1.38,1.35
1.38,1.23,1.42,1.21
1.30,1.45,1.50,1.30
1.47,1.31,1.55,1.31
1.49,1.59,1.59,1.49
1.52,1.63,1.64,1.37
1.64,1.67,1.68,1.47
1.68,1.68,1.68,1.50
1.67,1.70,1.72,1.67
1.70,1.54,1.70,1.51
1.54,1.54,1.54,1.54
1.65,1.63,1.65,1.60
1.65,1.61,1.72,1.61
1.54,1.56,1.56,1.54
1.56,1.56,1.56,1.56
1.65,1.34,1.65,1.34
1.41,1.65,1.69,1.41
1.69,1.72,1.72,1.65
1.65,1.72,1.72,1.65
1.65,1.74,1.74,1.65
1.75,1.55,1.75,1.54
1.70,1.72,1.72,1.59
1.53,1.61,1.75,1.51
1.74,1.58,1.76,1.58
1.57,1.74,1.74,1.57
1.59,1.54,1.63,1.48
1.52,1.52,1.52,1.52
1.57,1.70,1.70,1.55
1.70,1.70,1.70,1.51
1.55,1.59,1.70,1.55
1.66,1.68,1.68,1.46
1.50,1.55,1.57,1.50
1.59,1.49,1.59,1.49
1.49,1.43,1.58,1.43
1.43,1.42,1.43,1.42
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.55,1.56,1.56,1.55
1.50,1.69,1.69,1.50
1.68,1.67,1.69,1.67
1.69,1.54,1.69,1.54
1.58,1.69,1.69,1.54
1.68,1.65,1.68,1.62
1.67,1.60,1.70,1.60
1.65,1.68,1.68,1.60
1.55,1.60,1.60,1.47
1.68,1.60,1.68,1.45
1.59,1.61,1.70,1.59
1.62,1.59,1.62,1.46
1.57,1.60,1.60,1.42
1.44,1.60,1.63,1.44
1.61,1.60,1.63,1.42
1.45,1.60,1.64,1.42
1.55,1.60,1.60,1.55
1.55,1.59,1.59,1.55
1.60,1.84,1.84,1.60
1.85,1.95,2.00,1.85
1.98,1.97,1.98,1.82
1.93,1.81,1.98,1.81
1.90,1.98,2.00,1.90
2.00,1.99,2.00,1.99
2.00,2.00,2.00,2.00
2.00,1.90,2.05,1.90
1.95,1.90,1.95,1.90
1.92,1.89,1.92,1.80
1.88,2.06,2.06,1.80
2.04,2.08,2.08,2.03
2.09,2.14,2.15,2.07
2.18,2.19,2.30,2.16
2.25,2.18,2.50,2.18
2.21,2.49,2.50,2.21
2.50,2.66,2.70,2.48
2.75,2.67,2.75,2.03
2.66,2.67,2.74,2.33
2.54,2.54,2.54,2.54
2.42,3.03,3.09,2.35
3.09,2.90,3.09,2.80
2.74,2.69,2.75,2.48
2.68,2.55,2.68,2.41
2.50,2.50,2.50,2.40
2.26,2.30,2.30,2.26
2.15,2.15,2.15,2.15
2.09,1.98,2.09,1.98
1.95,1.85,1.97,1.56
1.80,1.70,1.80,1.70
1.70,2.10,2.50,1.69
2.10,2.44,2.44,1.69
2.44,2.40,2.44,2.39
2.40,2.35,2.41,2.35
2.23,2.22,2.39,2.19
2.39,2.39,2.39,2.39
2.34,2.40,2.40,2.10
2.40,2.40,2.40,2.40
2.20,2.30,2.30,2.20
2.30,2.30,2.30,2.30
2.30,2.20,2.39,2.09
2.24,2.40,2.40,2.24
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.12,2.35,2.35,2.12
2.22,2.33,2.33,2.22
2.33,2.33,2.33,2.33
2.22,2.14,2.24,2.14
2.14,2.29,2.31,2.14
2.12,2.07,2.12,2.07
2.13,2.26,2.26,2.12
2.19,2.15,2.19,2.09
2.15,2.18,2.25,2.12
2.18,2.19,2.19,2.02
2.19,2.19,2.19,2.19
2.18,2.18,2.18,2.18
2.17,2.25,2.25,2.17
2.25,2.13,2.25,2.13
2.13,2.13,2.13,2.13
2.10,2.14,2.14,2.10
2.12,2.12,2.15,2.12
2.12,2.32,2.32,2.12
2.25,2.25,2.25,2.25
2.24,2.24,2.24,2.24
2.25,2.25,2.25,2.24
2.25,2.25,2.25,2.25
2.24,2.24,2.25,2.24
2.24,2.25,2.25,2.20
2.04,2.22,2.22,2.04
2.22,2.18,2.22,2.03
2.15,2.12,2.15,2.05
2.06,2.03,2.17,2.01
2.10,2.06,2.11,2.06
2.13,2.05,2.19,2.05
2.04,2.06,2.06,2.04
2.15,2.05,2.21,2.01
2.10,2.05,2.10,2.01
2.04,1.92,2.04,1.89
1.90,1.90,1.90,1.90
1.90,1.88,1.93,1.88
1.88,1.88,1.88,1.88
1.88,1.88,1.88,1.88
1.88,1.95,1.95,1.88
1.88,1.88,1.88,1.88
1.95,1.95,1.95,1.95
1.93,1.95,1.95,1.93
1.98,1.98,1.98,1.98
1.99,1.99,2.00,1.99
1.95,1.85,1.96,1.85
1.90,1.95,1.95,1.90
1.95,1.95,1.95,1.80
1.99,1.85,1.99,1.82
1.87,1.80,1.87,1.80
1.80,1.80,1.80,1.80
1.80,1.73,1.84,1.28
1.73,1.73,1.73,1.73
1.67,1.58,1.80,1.43
1.41,1.55,1.55,1.28
1.29,1.20,1.50,1.20
1.38,1.29,1.49,1.19
1.49,1.33,1.49,1.30
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.33,1.25,1.33,1.25
1.29,1.30,1.30,1.29
1.22,1.21,1.23,1.20
1.22,1.22,1.22,1.22
1.21,1.22,1.22,1.20
1.29,1.22,1.30,1.20
1.21,1.21,1.24,1.20
1.21,1.21,1.21,1.21
1.20,1.21,1.25,1.20
1.21,1.21,1.21,1.21
1.23,1.49,1.49,1.23
1.35,1.25,1.35,1.25
1.23,1.25,1.25,1.23
1.26,1.48,1.49,1.20
1.46,1.22,1.48,1.06
1.20,1.21,1.21,1.00
1.20,1.09,1.20,1.08
1.23,1.15,1.23,0.95
1.03,1.10,1.19,1.01
1.12,1.17,1.17,1.01
1.20,1.08,1.22,1.08
1.14,1.10,1.14,1.04
1.17,1.02,1.17,1.02
1.11,1.12,1.27,1.09
1.24,1.20,1.29,1.10
1.22,1.35,1.40,1.17
1.36,1.27,1.37,1.27
1.31,1.40,1.42,1.25
1.24,1.43,1.43,1.24
1.44,1.47,1.50,1.37
1.37,1.49,1.49,1.37
1.49,1.49,1.49,1.49
1.49,1.35,1.49,1.35
1.41,1.33,1.46,1.33
1.30,1.35,1.39,1.17
1.35,1.26,1.35,1.17
1.27,1.21,1.27,1.17
1.29,1.30,1.46,1.29
1.31,1.26,1.50,1.22
1.27,1.35,1.35,1.26
1.31,1.47,1.50,1.27
1.46,1.64,1.69,1.29
1.60,1.50,1.60,1.38
1.51,1.48,1.57,1.45
1.48,1.48,1.48,1.48
1.49,1.53,1.53,1.48
1.49,1.51,1.63,1.45
1.56,1.45,1.56,1.45
1.46,1.45,1.62,1.45
1.46,1.41,1.49,1.41
1.48,1.49,1.49,1.43
1.49,1.41,1.50,1.41
1.47,1.58,1.61,1.45
1.54,1.57,1.57,1.41
1.48,1.43,1.50,1.43
1.41,1.55,1.55,1.41
1.45,1.85,1.85,1.45
1.85,1.80,1.85,1.80
1.80,1.71,1.80,1.71
1.70,1.63,1.70,1.57
1.62,1.63,1.75,1.62
1.65,1.42,1.65,1.42
1.65,1.65,1.65,1.65
1.69,1.52,1.69,1.49
1.45,1.45,1.47,1.43
1.53,1.64,1.69,1.49
1.62,1.60,1.62,1.36
1.58,1.53,1.58,1.45
1.50,1.52,1.54,1.50
1.49,1.46,1.49,1.45
1.45,1.43,1.48,1.36
1.46,1.51,1.51,1.46
1.51,1.51,1.51,1.51
1.51,1.54,1.54,1.48
1.54,1.64,1.65,1.54
1.57,1.73,1.73,1.49
1.60,1.56,1.68,1.56
1.57,1.60,1.62,1.54
1.53,1.59,1.60,1.46
1.48,1.58,1.59,1.42
1.52,1.60,1.63,1.52
1.53,1.58,1.62,1.53
1.59,1.60,1.60,1.59
1.56,1.56,1.56,1.56
1.50,1.50,1.50,1.50
1.46,1.41,1.46,1.41
1.43,1.42,1.43,1.42
1.42,1.42,1.42,1.42
1.44,1.41,1.46,1.41
1.41,1.43,1.44,1.35
1.40,1.39,1.44,1.37
1.38,1.38,1.38,1.38
1.38,1.42,1.42,1.38
1.38,1.44,1.44,1.38
1.42,1.42,1.43,1.41
1.41,1.38,1.42,1.35
1.38,1.38,1.38,1.38
1.37,1.37,1.37,1.37
1.41,1.40,1.49,1.40
1.47,1.53,1.53,1.47
1.49,1.42,1.49,1.41
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.37,1.37,1.37,1.37
1.50,1.50,1.50,1.50
1.49,1.35,1.49,1.34
1.33,1.35,1.39,1.33
1.38,1.36,1.45,1.35
1.36,1.35,1.36,1.30
1.34,1.34,1.49,1.31
1.33,1.35,1.46,1.32
1.33,1.42,1.44,1.33
1.42,1.42,1.42,1.42
1.43,1.44,1.46,1.43
1.44,1.44,1.44,1.44
1.42,1.40,1.43,1.37
1.43,1.43,1.45,1.43
1.44,1.44,1.44,1.43
1.44,1.43,1.44,1.37
1.49,1.46,1.50,1.46
1.55,1.52,1.57,1.47
1.65,1.52,1.65,1.52
1.56,1.52,1.56,1.48
1.41,1.53,1.64,1.41
1.52,1.52,1.52,1.52
1.52,1.53,1.58,1.52
1.60,1.54,1.60,1.54
1.48,1.48,1.48,1.48
1.46,1.50,1.53,1.46
1.40,1.40,1.55,1.40
1.43,1.43,1.43,1.43
1.43,1.48,1.48,1.43
1.48,1.42,1.65,1.42
1.45,1.44,1.52,1.44
1.50,1.44,1.55,1.42
1.46,1.44,1.46,1.44
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.44,1.40,1.44,1.30
1.34,1.37,1.43,1.34
1.33,1.40,1.48,1.33
1.49,1.49,1.50,1.46
