MCF,Contango Oil & Gas Company Common Stock,NASDAQ
65.98,66.24,66.30,65.37
66.30,66.21,66.84,65.55
64.41,66.29,67.25,64.41
66.41,64.53,66.68,64.50
64.00,64.30,65.08,62.53
64.21,64.45,65.46,63.84
62.76,63.08,64.10,62.01
65.00,62.34,65.08,61.49
61.93,60.45,63.21,60.45
60.60,60.78,61.35,58.20
61.48,61.09,63.50,60.88
61.70,61.56,62.71,60.39
60.01,55.03,61.34,55.03
56.34,59.95,59.95,54.84
59.04,56.62,61.50,56.58
57.34,61.25,61.42,57.16
62.04,61.05,64.15,60.47
61.92,62.82,63.64,61.68
62.19,58.79,62.51,58.49
60.67,58.87,65.66,58.23
57.36,55.57,57.44,55.00
54.50,55.53,56.33,54.26
57.60,54.67,57.60,53.02
54.96,57.21,57.48,54.04
57.46,57.28,58.04,56.25
60.23,56.98,60.23,56.62
56.64,58.35,58.40,56.15
58.91,60.62,60.67,58.91
61.22,62.08,62.78,60.16
62.14,60.63,63.38,59.26
59.41,59.44,61.08,59.00
58.88,57.95,58.94,56.95
56.86,58.01,58.28,56.21
59.66,61.76,61.88,59.47
61.04,58.76,62.26,58.21
56.81,56.99,58.42,56.17
56.11,57.95,58.11,55.56
58.04,57.88,59.34,56.91
58.25,59.67,60.30,57.73
60.18,60.68,60.96,59.71
60.55,60.26,61.68,59.89
58.78,58.40,59.76,57.84
58.62,57.00,59.08,57.00
56.72,55.65,57.81,55.48
54.51,53.40,54.98,52.25
53.36,55.04,55.65,53.11
55.58,56.71,56.95,53.35
58.16,57.49,59.44,57.08
57.64,55.18,58.44,55.18
56.59,56.15,57.60,54.47
55.15,54.71,56.60,54.42
54.23,52.89,55.64,52.00
52.55,56.98,57.97,51.54
57.07,56.02,57.28,54.42
55.60,55.84,57.10,54.94
56.13,55.67,56.90,53.89
56.69,58.93,59.00,56.69
58.43,59.40,59.71,57.68
60.00,60.34,60.74,59.29
59.84,59.38,60.00,58.85
59.77,59.78,59.80,58.89
59.32,58.40,59.61,58.01
58.21,59.80,60.44,56.60
59.77,59.18,61.08,58.94
59.09,58.40,59.67,57.33
58.92,59.79,60.10,58.03
59.80,61.87,62.30,59.80
61.43,61.96,62.60,60.29
63.01,63.65,63.89,62.27
64.76,68.53,69.45,64.69
67.50,68.74,69.75,67.30
68.00,64.34,68.31,64.34
58.89,62.67,63.99,58.89
63.11,63.48,63.66,61.11
63.99,64.94,65.40,62.16
64.52,65.38,65.77,63.02
65.28,65.64,66.48,64.34
65.94,66.10,66.70,64.04
64.50,61.42,65.99,61.17
62.00,63.47,64.75,61.50
64.00,64.92,64.93,63.45
64.52,64.65,65.02,64.03
64.08,64.50,65.16,63.90
63.55,63.58,65.97,63.39
63.53,60.30,63.54,60.08
60.35,60.49,60.88,59.73
58.14,60.03,60.51,58.14
59.87,60.09,61.00,59.78
58.43,58.21,59.57,58.06
57.97,56.82,58.20,56.82
60.78,60.53,60.82,58.39
60.53,59.96,61.00,59.80
62.18,63.00,63.00,60.82
62.55,61.95,63.52,61.76
63.00,62.24,63.75,61.77
63.11,62.61,64.10,61.87
62.48,63.48,64.55,62.06
63.12,63.31,64.36,61.88
62.81,59.78,62.81,59.67
60.07,62.04,62.25,59.67
61.20,60.13,61.20,58.87
60.61,58.95,62.38,58.63
58.46,57.07,58.47,56.62
57.75,57.67,58.61,56.95
58.14,59.69,59.85,58.14
59.74,57.42,59.93,57.24
58.81,59.22,60.16,58.48
59.24,60.35,60.54,58.01
60.49,59.86,61.45,59.20
60.23,58.59,60.23,58.13
58.67,60.18,60.42,58.17
60.09,58.73,60.18,58.45
58.80,58.93,59.30,58.31
59.85,58.18,59.85,58.18
60.92,60.94,61.42,59.67
60.61,60.60,61.19,60.12
60.00,60.14,60.73,59.25
59.76,59.08,60.00,58.55
59.42,58.93,60.12,58.93
59.93,59.90,60.53,59.41
59.42,59.04,59.47,58.27
59.09,59.40,59.81,58.85
57.55,58.66,59.14,56.73
59.16,57.66,59.61,57.45
57.73,59.19,59.43,57.23
59.24,58.72,59.66,57.78
58.37,59.14,59.26,58.22
59.00,60.11,61.02,58.83
59.36,60.12,60.61,58.86
59.91,62.18,62.44,59.55
61.99,61.55,62.65,61.50
61.45,62.53,63.11,61.40
61.57,61.94,62.62,61.45
62.40,62.28,62.85,60.65
61.55,62.93,63.27,61.55
63.01,62.64,63.80,62.19
63.89,62.55,63.89,62.50
62.39,62.12,63.73,61.59
62.07,63.29,63.47,61.45
63.50,63.63,64.13,62.84
62.69,62.84,63.85,61.58
61.89,62.75,62.89,61.89
63.39,64.00,64.00,63.29
63.79,64.50,64.50,63.35
64.53,63.83,64.59,63.53
63.70,64.21,64.50,63.70
64.20,64.27,64.85,63.94
64.26,64.38,64.67,63.93
64.40,63.65,64.78,63.52
63.53,63.86,63.95,63.14
63.93,64.10,64.34,63.14
63.97,64.66,65.08,63.95
64.72,64.10,64.97,64.03
64.44,63.58,64.75,63.45
63.94,63.85,64.61,63.75
63.80,62.72,64.28,62.62
62.43,60.99,63.00,60.68
60.43,59.44,60.86,59.01
59.63,59.82,60.22,59.33
60.04,60.00,60.23,59.28
60.02,60.02,61.35,59.77
59.99,59.70,59.99,59.13
59.99,60.55,61.07,59.35
60.43,59.70,60.79,59.64
59.93,61.06,61.39,59.18
61.26,63.06,63.06,61.26
62.69,63.71,64.27,62.69
62.99,62.55,62.99,62.38
62.45,62.57,63.25,62.32
62.37,61.65,62.66,61.65
61.84,62.17,62.33,61.47
62.90,61.97,63.05,61.69
62.05,61.34,62.17,61.28
61.17,59.65,61.19,59.13
59.25,59.11,59.33,58.01
59.58,58.91,59.60,58.42
58.51,59.92,59.93,58.27
59.83,58.53,59.84,58.04
58.00,58.00,58.11,56.96
57.64,58.60,59.17,57.33
56.45,56.71,57.68,56.43
56.65,56.09,56.71,54.88
56.80,55.70,57.38,54.94
55.70,57.08,57.97,55.67
56.10,55.50,57.18,55.09
55.70,55.14,56.00,54.55
55.70,56.12,56.87,55.70
55.29,54.72,55.31,54.20
54.57,54.10,55.52,53.47
55.34,54.40,55.49,54.23
53.46,53.75,54.36,53.12
53.75,53.76,54.08,53.26
54.25,54.44,54.62,53.73
54.19,54.13,54.55,54.01
54.27,54.22,54.57,53.98
54.28,54.26,54.53,53.79
54.48,55.28,55.78,54.20
54.81,55.65,55.76,54.80
55.38,55.51,55.76,54.75
54.90,54.31,55.15,54.24
54.13,55.39,55.60,54.00
54.79,54.57,54.79,53.80
53.68,54.15,54.65,53.45
55.13,54.09,55.20,53.68
53.83,54.46,55.67,53.51
54.01,54.90,55.51,53.98
54.80,54.37,55.20,54.10
54.57,54.09,57.10,54.02
54.09,53.67,54.75,53.67
53.63,53.20,54.49,53.05
53.40,54.41,54.58,53.40
54.37,53.58,54.89,53.09
53.11,54.67,54.72,52.76
54.82,53.64,55.01,53.30
53.57,53.62,54.05,53.29
54.03,54.42,54.90,53.91
54.00,53.00,54.00,52.83
53.11,52.54,53.16,51.98
51.58,51.82,52.72,51.53
52.00,52.24,52.75,51.00
51.88,53.39,53.44,51.88
53.75,54.90,54.90,53.51
55.24,54.44,55.50,54.15
54.18,54.41,55.22,53.68
54.96,52.89,55.16,52.89
53.33,54.06,54.45,52.61
54.12,53.76,54.70,53.58
53.97,55.07,55.22,53.47
54.90,56.67,56.67,54.90
56.12,55.44,56.22,55.05
56.76,56.50,56.91,55.59
56.62,56.42,57.09,55.97
56.08,54.52,56.10,54.03
55.79,55.80,55.94,54.44
54.78,54.49,54.82,54.08
54.73,55.51,55.74,54.24
55.66,57.21,57.94,55.66
56.66,57.91,57.94,56.41
58.61,59.20,60.24,58.60
59.54,59.66,59.66,58.00
59.56,60.30,61.16,59.56
59.97,59.23,60.45,58.99
58.41,58.33,58.58,57.89
58.13,58.18,58.70,57.85
58.45,57.15,59.37,56.93
57.45,57.01,57.97,56.82
56.61,56.51,56.82,55.53
56.72,56.73,57.15,56.20
56.43,56.60,56.92,56.18
56.91,57.46,57.62,56.17
57.12,57.94,58.20,57.12
58.19,58.00,58.64,57.33
57.99,58.65,58.65,57.76
57.27,57.23,57.63,56.73
57.33,56.82,57.33,56.53
59.08,57.02,59.08,56.10
58.02,58.14,58.44,57.02
58.47,59.09,59.56,57.82
59.04,59.00,59.38,58.57
59.03,59.25,60.00,58.55
59.46,59.33,60.18,58.96
58.76,57.98,59.16,57.66
59.03,59.92,60.29,58.28
59.85,60.00,60.56,59.38
60.37,60.03,61.00,59.50
59.95,60.09,60.92,59.89
59.85,59.56,60.65,59.31
59.38,60.05,60.10,58.66
59.77,58.89,60.14,58.37
59.08,59.88,59.98,58.99
58.10,55.12,58.17,54.75
55.05,56.16,56.49,54.82
55.95,56.37,56.45,55.73
56.32,56.82,56.85,56.21
57.01,57.75,57.75,56.60
57.41,57.82,58.70,57.16
57.52,57.33,57.83,57.02
57.02,57.74,57.77,57.02
57.85,58.21,58.39,57.35
57.92,58.01,58.43,57.44
57.96,58.11,58.12,57.64
57.49,56.14,57.49,56.00
56.47,55.53,56.47,54.90
57.99,55.70,57.99,54.83
54.88,55.15,55.97,54.84
56.21,56.17,56.57,55.55
56.35,57.00,57.45,56.35
56.34,57.23,57.71,56.34
57.20,55.25,57.45,55.15
55.21,54.37,55.40,54.00
53.05,53.82,54.09,52.42
54.18,54.10,54.56,53.71
53.72,53.97,54.25,52.97
53.00,52.47,53.75,52.44
52.48,51.78,53.11,51.75
50.80,51.25,51.82,50.80
51.54,51.32,52.01,50.82
50.81,51.20,51.70,50.71
51.20,50.87,51.88,50.71
52.00,49.68,52.00,49.51
49.86,49.81,49.90,49.15
49.36,49.14,49.66,49.11
49.34,49.02,49.59,48.83
49.60,50.80,51.17,49.60
50.73,50.63,50.81,50.11
51.00,50.72,51.13,50.50
50.99,50.80,51.24,50.59
50.54,50.42,50.84,50.32
50.60,51.45,51.65,50.30
51.65,51.40,51.72,51.07
51.64,51.67,52.10,51.16
52.14,51.27,52.14,51.13
51.35,51.54,51.78,51.10
51.88,51.84,52.21,51.64
52.40,52.39,52.40,51.86
52.33,51.99,52.42,51.79
51.15,51.14,52.64,51.05
51.37,50.30,51.60,49.87
49.95,48.93,50.05,48.14
49.35,49.23,49.91,48.91
49.55,49.48,49.70,49.19
49.61,49.45,49.97,49.25
49.00,49.16,49.40,48.94
49.20,49.66,49.70,48.70
49.71,48.70,49.71,48.60
48.13,49.47,49.82,48.13
49.70,50.15,50.52,49.70
49.69,49.19,49.69,48.81
49.00,48.33,49.50,48.33
47.89,48.39,49.14,47.64
48.33,47.17,48.33,47.17
46.83,45.56,46.83,45.46
45.54,44.42,45.75,44.32
44.38,44.75,45.26,42.44
43.11,44.26,44.51,43.11
44.50,44.49,45.00,44.09
44.18,44.00,44.67,43.82
44.21,43.55,44.21,43.49
43.69,43.76,44.05,43.50
43.37,42.97,43.81,42.85
42.67,40.81,43.07,40.79
40.58,40.17,40.58,39.77
40.08,40.78,41.23,39.14
41.04,40.99,41.20,40.91
41.13,40.84,41.35,40.80
41.00,40.88,41.05,40.51
41.12,40.54,41.14,40.21
38.94,38.20,38.94,38.10
38.87,38.39,38.87,38.21
38.82,39.87,39.94,38.82
39.93,40.19,40.45,39.68
39.81,40.40,40.84,39.80
40.32,40.25,40.62,39.97
39.79,40.00,40.33,39.79
40.10,41.10,41.36,40.10
41.17,42.50,42.88,41.17
42.65,42.92,43.10,42.45
42.92,43.31,43.51,42.91
43.09,44.52,44.52,42.78
45.49,42.54,45.49,42.47
42.95,42.09,43.50,41.96
44.07,41.95,44.07,41.40
41.77,41.21,41.92,41.12
41.10,42.36,42.40,41.10
42.93,43.15,43.34,42.63
43.43,43.29,43.81,42.93
43.51,43.96,44.11,43.36
43.95,44.29,44.56,43.95
45.94,45.29,45.98,44.10
45.48,43.89,45.48,43.76
43.83,44.17,45.88,43.78
44.34,44.12,44.47,43.69
44.09,44.10,44.60,43.67
43.77,43.99,44.31,43.73
44.05,44.06,44.19,43.74
44.26,44.38,44.74,43.95
44.45,44.96,44.99,44.19
44.84,45.18,45.18,44.34
45.20,44.42,45.37,44.31
45.76,44.51,46.05,44.06
44.75,43.62,44.75,42.90
43.44,41.84,43.44,41.68
41.84,42.26,42.27,41.15
42.24,43.26,43.66,41.79
43.07,42.93,43.23,42.52
42.91,42.60,43.11,42.14
42.35,41.63,42.35,40.65
41.59,42.17,42.34,41.59
41.80,43.37,43.42,41.80
43.20,43.14,43.47,42.69
43.07,43.20,43.54,42.80
43.57,42.79,43.57,42.66
42.78,42.72,42.99,42.29
42.65,42.43,42.98,42.32
42.28,43.08,43.35,42.25
43.47,43.50,43.96,43.10
43.77,43.99,44.14,43.33
43.80,42.03,43.80,41.77
41.96,42.59,42.93,41.64
42.68,41.70,42.68,41.39
41.51,38.30,41.51,38.25
38.09,38.00,39.61,37.35
37.97,39.06,39.24,37.92
38.91,38.76,39.44,38.67
38.27,38.00,38.37,37.41
37.50,36.68,37.93,36.27
36.90,37.89,38.09,36.55
37.93,37.86,38.10,37.26
37.59,39.67,39.72,37.59
40.00,39.60,40.26,39.01
39.27,39.57,39.84,39.05
39.50,41.80,41.94,39.24
41.60,41.32,41.80,41.10
41.26,42.79,42.85,41.15
42.78,43.99,44.74,42.78
43.67,43.92,44.99,43.61
44.02,43.22,44.27,42.96
43.37,43.23,43.63,42.47
42.83,42.27,42.90,41.82
42.67,41.34,42.67,41.12
41.70,41.62,42.20,41.23
41.98,41.37,42.21,40.90
41.15,40.78,41.57,40.72
41.00,40.09,41.00,39.80
39.95,39.74,40.30,39.46
39.92,38.67,39.92,38.26
38.92,38.20,39.05,38.17
38.41,38.88,38.91,37.64
38.74,39.04,39.33,38.50
38.85,39.31,39.55,38.64
39.25,39.31,40.31,39.22
39.55,40.22,40.38,39.55
40.15,39.99,40.49,39.76
39.80,39.08,39.84,38.75
38.90,36.90,38.90,36.54
37.20,37.67,37.71,36.95
37.25,37.30,37.60,37.06
37.30,37.65,38.20,37.10
37.50,37.20,37.61,36.85
37.35,37.09,37.35,36.12
37.35,37.97,38.03,36.99
38.00,38.31,38.85,38.00
38.08,38.39,39.12,38.02
38.35,37.60,38.35,36.76
37.61,38.50,38.91,37.61
37.78,37.62,38.19,37.26
37.60,37.53,37.99,37.28
37.50,38.55,39.07,37.50
39.00,39.01,39.91,38.80
39.18,38.41,39.18,37.89
38.22,38.59,38.70,38.15
38.57,38.29,38.57,37.91
38.16,38.10,38.33,37.77
36.99,38.15,38.54,36.99
38.00,38.00,38.10,37.70
36.85,38.00,38.10,36.85
37.80,37.11,37.88,36.83
37.00,37.09,37.54,36.79
37.25,37.09,37.44,36.79
36.87,37.90,38.10,36.75
37.71,37.77,38.09,37.10
37.60,36.74,38.08,36.22
35.63,35.82,36.50,34.87
35.07,35.22,35.42,34.81
35.78,36.44,36.46,35.43
36.43,36.13,36.47,35.53
36.00,35.86,36.25,35.50
35.85,34.98,36.23,34.92
35.10,35.29,35.45,34.95
35.35,35.22,35.66,34.65
34.99,34.71,35.14,34.66
34.85,35.11,35.35,34.66
35.31,35.47,35.80,35.06
35.66,35.51,35.90,35.36
34.94,35.16,35.28,34.81
34.81,33.95,35.48,33.94
34.15,34.39,34.41,33.96
34.45,34.02,34.45,33.91
34.39,34.36,34.68,34.04
34.46,35.03,35.09,34.38
34.90,34.90,35.48,34.67
