CYAN,Cyanotech Corporation - Common Stock,NASDAQ
2.80,3.65,4.67,2.80
3.75,3.90,3.90,3.53
3.90,3.62,3.90,3.62
3.70,3.62,3.74,3.60
3.77,3.41,3.81,3.35
3.32,3.24,3.44,3.23
3.23,3.36,3.41,3.11
3.39,3.60,3.67,3.39
3.76,3.70,3.76,3.62
3.64,3.54,3.69,3.54
3.71,3.55,3.71,3.55
3.55,3.52,3.60,3.50
3.46,3.70,3.70,3.46
3.71,3.60,3.71,3.60
3.66,3.80,3.88,3.65
3.83,3.83,3.85,3.63
3.75,3.50,3.75,3.42
3.59,3.45,3.62,3.45
3.45,3.50,3.61,3.39
3.44,3.39,3.45,3.35
3.39,3.38,3.45,3.35
3.41,3.39,3.42,3.37
3.41,3.41,3.45,3.41
3.41,3.45,3.45,3.39
3.41,3.45,3.45,3.40
3.45,3.44,3.45,3.44
3.39,3.45,3.45,3.37
3.48,3.51,3.73,3.48
3.47,3.38,3.50,3.37
3.37,3.41,3.43,3.37
3.36,3.42,3.44,3.36
3.45,3.38,3.45,3.35
3.44,3.41,3.44,3.37
3.48,3.58,3.58,3.46
3.58,3.45,3.58,3.40
3.45,3.42,3.49,3.38
3.39,3.32,3.42,3.32
3.37,3.37,3.39,3.37
3.40,3.45,3.45,3.40
3.49,3.48,3.49,3.41
3.45,3.58,3.58,3.30
3.55,3.59,3.60,3.55
3.64,3.69,3.83,3.60
3.62,3.56,3.72,3.56
3.57,3.38,3.59,3.30
3.28,3.24,3.46,3.22
3.23,3.32,3.34,3.23
3.26,3.30,3.39,3.26
3.26,3.28,3.29,3.26
3.27,3.25,3.33,3.25
3.29,3.23,3.30,3.11
3.20,3.22,3.22,3.11
3.15,3.18,3.21,3.15
3.16,3.15,3.20,3.15
3.15,3.07,3.15,3.05
3.04,3.04,3.05,3.04
3.03,3.40,3.40,2.93
3.30,3.35,3.45,3.24
3.34,3.34,3.36,3.26
3.31,3.55,3.56,3.30
3.50,3.45,3.50,3.40
3.46,3.46,3.46,3.45
3.49,3.38,3.49,3.38
3.58,3.59,3.59,3.49
3.59,3.53,3.59,3.47
3.41,3.50,3.55,3.41
3.47,3.42,3.48,3.40
3.39,3.42,3.42,3.24
3.35,3.35,3.40,3.33
3.34,3.35,3.36,3.30
3.39,3.36,3.39,3.31
3.36,3.38,3.38,3.36
3.28,3.15,3.28,3.08
3.16,3.20,3.20,3.16
3.21,3.25,3.27,3.20
3.22,3.22,3.26,3.22
N/A,N/A,N/A,N/A
3.20,3.12,3.36,3.12
3.13,3.24,3.29,3.09
3.18,3.15,3.24,3.08
3.26,2.93,3.45,2.93
3.01,3.04,3.09,2.85
3.10,3.03,3.14,3.03
3.05,3.01,3.05,3.00
3.08,3.12,3.12,3.04
3.09,3.08,3.23,3.08
3.09,3.12,3.12,3.08
3.11,3.10,3.11,3.07
3.16,3.07,3.16,3.06
3.11,3.06,3.11,3.06
3.09,3.08,3.11,3.00
3.06,3.57,3.60,3.06
3.67,3.57,3.67,3.49
3.50,3.64,3.64,3.50
3.64,3.58,3.67,3.57
3.57,3.65,3.70,3.50
3.61,3.60,3.70,3.52
3.67,3.55,3.68,3.53
3.57,3.55,3.57,3.55
3.53,3.64,3.70,3.52
3.65,3.69,3.69,3.50
3.70,3.62,3.70,3.62
3.62,3.67,3.67,3.62
3.70,3.67,3.70,3.53
3.65,3.66,3.66,3.56
3.64,3.50,3.66,3.50
3.50,3.54,3.54,3.50
3.54,3.59,3.63,3.54
3.60,3.66,3.66,3.57
3.59,3.64,3.70,3.49
3.65,3.70,3.70,3.65
3.70,3.61,3.73,3.59
3.65,3.62,3.66,3.51
3.57,3.52,3.62,3.52
3.58,3.65,3.70,3.55
3.65,3.57,3.62,3.57
3.56,3.80,3.80,3.55
3.77,3.66,3.85,3.56
3.69,3.27,3.78,3.27
3.20,3.28,3.45,3.08
3.20,3.57,3.70,3.20
3.54,3.66,3.69,3.52
3.75,3.95,3.95,3.70
3.98,4.14,4.24,3.98
4.25,4.18,4.38,4.15
4.23,4.27,4.29,4.20
4.29,4.38,4.38,4.24
4.25,3.96,4.25,3.93
3.98,4.07,4.20,3.98
4.05,3.70,4.05,3.70
3.70,3.85,3.97,3.70
3.87,3.88,3.97,3.85
3.91,3.91,3.98,3.85
3.90,3.81,3.90,3.80
3.90,3.82,3.90,3.80
3.85,3.80,3.99,3.80
3.83,3.81,3.99,3.81
3.82,3.75,3.86,3.75
3.75,3.66,3.75,3.65
3.66,3.74,3.74,3.65
3.68,3.62,3.76,3.62
3.65,3.62,3.76,3.62
3.62,3.75,3.75,3.62
3.75,3.61,3.76,3.58
3.66,3.70,3.70,3.62
3.62,3.90,4.00,3.62
3.99,3.93,3.99,3.73
3.94,4.00,4.00,3.93
4.00,4.00,4.00,3.86
4.00,3.93,4.00,3.93
4.00,3.99,4.25,3.98
4.06,3.56,4.06,3.56
3.70,3.80,3.84,3.70
3.90,3.71,3.90,3.70
3.77,3.72,3.94,3.71
3.77,3.80,3.91,3.75
3.89,3.75,3.90,3.75
3.77,3.76,3.77,3.75
3.75,3.61,3.75,3.61
3.58,3.74,3.78,3.56
3.72,3.65,3.73,3.65
3.86,3.87,3.90,3.86
3.90,3.68,3.90,3.62
3.86,3.89,3.89,3.80
3.90,3.94,4.07,3.90
3.95,4.19,4.19,3.89
4.19,4.19,4.19,4.15
4.19,4.42,4.42,4.15
4.42,4.75,4.90,4.42
4.84,4.68,4.92,4.63
4.82,4.90,5.05,4.80
4.98,5.36,5.36,4.95
5.35,5.25,5.49,5.12
5.25,4.90,5.34,4.67
4.86,4.62,4.99,4.62
4.63,4.84,4.89,4.50
4.81,5.00,5.09,4.56
5.10,4.99,5.10,4.85
4.85,5.20,5.20,4.85
5.18,5.09,5.18,5.01
5.10,5.29,5.30,5.08
5.24,5.45,5.45,5.20
5.50,5.49,5.50,5.42
5.49,5.47,5.50,5.37
5.40,5.40,5.47,5.30
5.37,5.40,5.45,5.36
5.50,5.01,5.50,5.01
5.08,5.04,5.21,5.02
5.18,5.70,5.72,5.18
5.76,6.00,6.09,5.69
6.00,5.87,6.00,5.75
5.80,5.87,5.95,5.80
5.95,5.48,5.95,5.36
5.45,5.30,5.45,5.25
5.25,5.31,5.39,5.05
5.21,5.36,5.48,5.15
5.35,5.41,5.41,5.30
5.41,5.44,5.57,5.25
5.48,5.78,5.86,5.48
5.75,5.80,5.85,5.60
5.80,5.86,6.00,5.78
5.95,6.00,6.02,5.90
6.11,6.49,6.64,6.11
6.33,7.26,7.80,6.31
7.30,7.30,7.46,6.88
7.25,7.64,7.70,7.25
7.85,8.59,8.90,7.79
8.50,8.40,8.53,7.95
8.42,8.70,8.70,8.15
8.69,8.18,8.69,8.01
8.46,8.40,8.50,8.10
8.39,8.48,8.49,8.22
8.50,8.51,8.88,8.41
8.51,8.66,8.75,8.50
8.68,8.91,9.19,8.68
8.96,8.99,9.22,8.90
9.13,9.09,9.36,8.99
9.00,9.02,9.09,8.90
9.04,8.90,9.05,8.85
8.96,7.62,8.96,7.50
7.55,6.95,7.55,6.88
7.10,6.88,7.24,6.62
6.86,6.89,7.11,6.60
6.92,6.60,7.01,6.27
6.52,6.50,6.68,6.31
6.45,6.38,6.55,6.33
6.55,6.41,6.55,6.35
6.43,6.47,6.53,6.35
6.52,6.78,6.85,6.50
6.71,6.77,6.85,6.69
6.73,6.50,6.86,6.40
6.47,6.50,6.60,6.44
6.56,6.53,6.60,6.44
6.50,6.20,6.52,6.14
6.20,6.20,6.33,6.15
6.22,6.12,6.33,6.12
6.12,6.10,6.14,5.92
6.09,6.42,6.45,6.06
6.35,6.49,6.52,6.35
6.41,6.51,6.57,6.39
6.52,6.55,6.62,6.52
6.60,6.50,6.64,6.40
6.45,6.59,6.63,6.45
6.62,6.62,6.73,6.62
6.62,6.60,6.65,6.19
6.60,6.31,6.63,6.07
6.26,6.51,6.51,6.24
8.00,9.07,9.39,8.00
9.02,8.69,9.03,8.46
8.80,8.64,9.41,8.43
8.66,8.06,8.87,7.77
8.12,7.74,8.38,7.58
7.74,8.20,8.23,7.73
8.23,8.18,8.49,7.90
8.42,7.72,8.42,7.53
7.66,7.70,8.05,7.65
7.73,7.95,8.07,7.73
8.00,8.12,8.20,7.95
8.12,8.37,8.42,8.02
8.43,8.47,8.50,8.32
8.50,8.11,8.50,8.02
8.12,8.13,8.18,7.78
8.18,7.85,8.18,7.63
7.94,9.01,9.01,7.89
8.98,8.77,8.98,8.50
8.84,8.95,8.99,8.61
9.02,9.85,10.10,8.95
9.96,10.02,10.48,9.88
10.02,11.14,11.21,10.02
11.27,11.35,11.84,10.66
11.43,11.31,11.44,10.70
11.35,10.89,11.35,10.50
10.88,10.12,10.88,10.05
10.12,10.74,11.00,10.12
10.75,10.84,10.99,10.69
10.78,10.74,10.99,10.70
10.81,10.58,10.81,10.31
10.59,10.33,10.59,10.18
10.32,10.18,10.48,10.14
10.22,9.63,10.22,9.32
9.60,9.44,9.60,9.40
9.46,9.20,9.46,8.81
9.20,10.13,10.19,9.18
10.16,9.53,10.25,9.42
9.59,9.25,9.61,9.13
9.22,8.92,9.30,8.55
8.90,9.67,9.97,8.90
9.58,9.29,9.58,8.82
9.30,9.12,9.79,9.05
9.25,10.17,10.20,9.25
10.14,9.76,10.25,9.51
9.74,9.55,9.74,9.38
9.67,9.25,9.70,9.14
9.34,9.51,9.62,9.34
9.54,8.88,9.61,8.66
8.89,9.34,9.36,8.78
9.34,8.99,9.38,8.85
8.92,8.84,9.03,8.70
9.06,8.84,9.08,8.74
8.91,8.78,8.93,8.65
8.79,9.39,9.40,8.79
9.47,9.92,9.95,9.35
10.00,10.28,10.35,10.00
10.49,10.89,10.99,10.26
10.88,10.55,10.88,10.38
10.58,10.39,10.69,10.30
10.30,10.26,10.43,10.10
10.17,10.63,10.84,10.17
10.65,10.50,10.65,10.21
10.40,10.23,10.40,7.29
10.25,10.18,10.43,10.00
10.05,10.31,10.39,10.05
10.15,10.28,10.41,10.13
10.34,9.63,10.40,9.52
9.75,9.02,9.87,8.88
9.03,7.93,9.03,7.64
7.90,8.08,8.09,7.21
8.15,7.56,8.25,7.30
7.66,7.59,7.89,7.16
7.51,7.67,7.67,7.23
7.70,7.75,7.89,7.51
7.71,7.60,7.90,7.60
7.51,7.56,7.73,7.50
7.41,7.55,7.73,7.41
7.53,7.46,7.59,7.31
7.40,6.97,7.40,6.90
6.94,6.90,7.30,6.90
6.93,6.97,6.98,6.34
7.03,7.69,7.71,6.92
7.70,7.40,7.92,7.40
7.52,7.38,7.71,7.32
7.45,7.46,7.55,7.18
7.46,7.45,7.63,7.38
7.36,7.17,7.42,7.05
7.07,7.18,7.44,7.07
7.17,7.29,7.41,7.17
7.26,7.38,7.39,7.12
7.40,7.45,7.62,7.21
7.53,7.20,7.85,7.20
7.90,7.21,8.07,7.02
6.86,6.97,7.33,6.38
6.69,6.57,7.06,6.46
6.68,6.60,6.84,6.40
6.64,6.71,6.76,6.54
6.62,6.75,6.78,6.51
6.87,6.92,7.16,6.72
6.83,7.24,7.28,6.83
7.19,7.08,7.22,6.99
6.94,6.88,6.98,6.85
6.78,6.80,7.00,6.78
6.87,6.58,6.90,6.49
6.63,6.65,6.83,6.62
6.75,6.96,6.96,6.70
6.84,6.63,6.84,6.48
6.62,6.63,6.75,6.50
6.54,6.45,6.54,6.39
6.42,6.13,6.49,6.00
5.91,5.44,6.14,5.27
5.42,5.84,5.85,5.42
5.73,6.13,6.33,5.73
6.10,6.22,6.36,6.10
6.35,6.47,6.50,6.35
6.51,6.68,6.78,6.44
6.74,6.60,6.74,6.50
6.61,6.67,6.69,6.51
6.70,6.75,6.82,6.65
6.75,6.80,6.82,6.75
6.80,6.65,6.80,6.65
6.67,6.18,6.78,6.12
6.41,6.43,6.79,6.38
6.44,6.25,6.59,6.17
6.33,6.03,6.33,6.00
6.03,6.21,6.25,6.03
6.15,6.15,6.21,6.03
5.97,5.61,6.13,5.54
5.67,5.70,5.85,5.65
5.79,5.61,5.79,5.61
5.66,5.60,5.79,5.55
5.55,5.61,5.61,5.30
5.61,5.74,5.74,5.50
5.71,5.74,5.95,5.38
5.75,5.90,6.00,5.74
5.88,5.85,5.99,5.68
5.72,5.81,5.84,5.58
5.79,5.90,5.94,5.50
5.92,5.73,5.92,5.60
5.75,5.75,5.75,5.65
5.75,5.78,5.78,5.71
5.76,5.76,5.85,5.75
5.76,5.79,5.79,5.76
5.90,6.01,6.25,5.75
6.02,6.49,6.50,6.00
6.53,6.26,6.61,6.11
6.25,6.27,6.38,6.23
6.26,5.93,6.26,5.84
5.95,5.79,6.02,5.65
5.65,5.86,5.87,5.55
5.87,6.00,6.29,5.87
6.07,5.84,6.07,5.75
5.82,6.01,6.13,5.76
6.09,6.00,6.09,5.92
5.98,6.04,6.12,5.91
5.92,5.98,6.19,5.75
5.81,5.91,6.13,5.75
5.96,5.80,5.99,5.75
5.79,5.79,5.83,5.70
5.71,5.81,5.84,5.70
5.80,5.88,5.90,5.80
5.90,5.90,5.93,5.90
6.02,6.16,6.18,5.96
6.13,5.87,6.17,5.80
5.96,5.87,6.03,5.81
5.93,5.96,5.97,5.92
5.94,5.85,6.10,5.81
5.95,6.08,6.09,5.86
6.12,6.19,6.20,6.05
6.20,6.15,6.20,6.00
6.05,6.10,6.10,6.03
6.11,6.00,6.11,5.90
6.00,6.15,6.15,5.99
6.19,6.09,6.20,6.02
6.15,6.15,6.16,6.13
6.19,6.10,6.19,6.10
6.10,6.09,6.10,6.01
6.01,6.18,6.20,5.86
6.09,5.97,6.09,5.90
5.96,5.95,6.02,5.95
5.98,6.00,6.02,5.95
6.00,6.01,6.06,6.00
6.10,6.00,6.18,6.00
6.00,6.02,6.10,6.00
6.04,6.00,6.15,6.00
6.00,6.00,6.00,6.00
5.97,5.99,6.06,5.96
6.01,6.08,6.08,5.85
6.10,6.15,6.30,6.10
5.86,5.81,6.20,5.80
5.81,5.83,5.84,5.81
5.89,5.84,5.91,5.83
5.85,5.59,5.90,5.50
5.62,5.55,5.62,5.50
5.52,5.36,5.60,5.36
5.37,5.26,5.50,5.23
5.31,5.22,5.31,5.22
5.17,5.20,5.23,5.15
5.17,5.30,5.34,5.16
5.20,5.20,5.28,5.19
5.21,5.26,5.33,5.21
5.21,5.27,5.37,5.10
5.30,5.35,5.39,5.30
5.37,5.23,5.56,5.22
5.26,5.30,5.30,5.10
5.28,5.28,5.30,5.28
5.25,4.82,5.25,4.80
4.83,4.60,5.07,4.50
4.62,5.23,5.27,4.52
5.30,5.08,5.40,4.99
5.08,5.20,5.25,5.08
5.16,4.99,5.35,4.95
5.06,4.82,5.08,4.80
4.88,4.86,4.88,4.85
4.92,4.96,5.04,4.83
5.00,4.95,5.00,4.93
4.96,4.95,4.98,4.84
4.81,4.82,4.88,4.81
4.80,4.80,4.81,4.80
4.78,4.81,4.86,4.78
4.85,4.77,4.90,4.77
4.76,4.77,4.99,4.76
4.70,4.76,4.76,4.62
4.62,4.63,4.82,4.62
4.75,4.72,4.75,4.71
4.75,4.73,4.92,4.67
4.81,4.96,4.98,4.80
4.91,4.91,4.97,4.69
4.92,5.19,5.19,4.92
5.16,5.30,5.39,5.16
5.38,5.15,5.38,5.15
5.07,5.11,5.37,5.05
5.11,5.10,5.19,5.10
5.10,5.04,5.12,4.99
4.95,4.97,5.10,4.95
4.95,5.00,5.00,4.84
4.94,4.90,4.95,4.85
4.99,4.90,4.99,4.90
4.91,4.98,5.10,4.91
4.93,5.00,5.17,4.91
5.03,4.96,5.29,4.96
4.96,4.98,5.15,4.90
4.93,4.95,5.16,4.92
4.96,4.89,5.15,4.89
4.87,5.04,5.04,4.87
4.99,5.04,5.04,4.97
5.04,5.00,5.04,4.97
4.99,4.96,4.99,4.96
4.96,4.96,4.99,4.96
4.95,4.90,5.03,4.90
4.88,4.92,4.92,4.83
4.91,4.86,4.91,4.85
4.68,4.74,4.85,4.68
4.79,4.74,4.79,4.73
4.71,4.65,4.72,4.65
4.70,4.66,4.70,4.65
4.69,4.60,4.69,4.60
4.59,4.58,4.60,4.58
4.57,4.53,4.61,4.53
4.52,4.50,4.53,4.48
4.48,4.44,4.49,4.43
4.49,4.34,4.49,4.34
4.31,4.28,4.33,4.25
4.44,4.40,4.72,4.34
4.50,4.37,4.50,4.37
4.37,4.47,4.48,4.37
4.45,4.42,4.62,4.41
4.46,4.44,4.50,4.41
4.50,4.44,4.54,4.44
4.48,4.57,4.68,4.47
4.58,4.44,4.61,4.44
4.48,4.52,4.61,4.44
4.54,4.44,4.54,4.44
4.50,4.65,4.65,4.50
4.68,4.73,4.74,4.68
4.72,4.70,4.77,4.65
N/A,N/A,N/A,N/A
4.69,4.63,4.69,4.60
4.65,4.65,4.73,4.65
4.67,4.66,4.67,4.66
4.60,4.68,4.84,4.45
4.53,4.51,4.58,4.50
4.53,4.51,4.53,4.42
4.41,4.47,4.53,4.41
4.50,4.44,4.52,4.39
4.40,4.42,4.44,4.36
4.40,4.40,4.43,4.39
4.37,4.44,4.51,4.37
4.37,4.40,4.40,4.33
4.42,4.27,4.42,4.22
4.35,4.27,4.35,4.27
4.35,4.30,4.40,4.30
4.30,4.27,4.31,4.26
4.26,4.32,4.43,4.26
4.35,4.35,4.35,4.35
4.25,4.27,4.27,4.22
4.26,4.29,4.29,4.21
4.25,4.26,4.26,4.24
4.35,4.38,4.39,4.27
4.33,4.24,4.33,4.24
4.25,4.25,4.26,4.25
4.25,4.26,4.38,4.25
4.30,4.30,4.43,4.23
4.46,4.34,4.46,4.32
4.38,4.32,4.46,4.30
4.31,4.38,4.38,4.31
4.38,4.50,4.52,4.38
4.50,4.63,4.68,4.50
4.74,4.56,4.80,4.43
4.58,4.79,4.80,4.58
4.80,4.80,4.90,4.79
4.85,5.02,5.10,4.85
5.14,4.95,5.18,4.63
4.96,4.82,5.13,4.74
4.84,5.04,5.04,4.84
5.00,5.16,5.33,5.00
5.10,5.18,5.25,5.09
5.27,5.60,5.92,4.78
5.51,5.59,5.87,5.51
5.73,5.68,5.80,5.60
5.75,5.63,5.75,5.50
5.53,5.84,5.85,5.49
5.90,5.77,5.90,5.51
5.67,5.73,5.80,5.67
5.69,5.78,5.88,5.50
5.79,5.75,5.81,5.50
5.68,5.80,5.80,5.68
5.80,5.73,5.85,5.62
5.80,5.78,5.88,5.76
5.90,5.70,5.98,5.61
5.62,5.61,5.64,5.57
5.64,5.61,5.64,5.57
5.56,5.58,5.68,5.56
5.59,5.58,5.69,5.58
5.60,5.66,5.70,5.58
5.60,5.69,5.69,5.60
5.69,5.64,5.70,5.55
5.58,5.41,5.58,5.40
5.48,5.67,5.67,5.48
5.60,5.47,5.60,5.46
5.45,5.23,5.45,5.23
