VDE,Vanguard Energy ETF,NASDAQ
87.80,88.22,88.53,87.57
88.50,88.41,88.50,87.14
89.70,91.13,91.22,89.70
91.31,91.51,91.54,90.90
91.18,92.16,92.16,91.13
92.51,92.03,93.38,91.58
92.31,93.41,93.41,91.50
93.00,94.36,94.37,92.97
93.54,92.88,93.77,92.15
93.56,92.48,93.56,92.48
91.60,90.70,91.60,89.91
90.71,91.10,91.52,90.26
92.01,93.03,93.24,91.99
92.87,93.79,93.79,92.04
93.42,93.57,93.57,91.86
92.29,91.70,92.29,90.98
92.20,93.34,93.40,92.20
92.66,92.40,92.93,92.10
91.98,92.86,93.10,91.00
91.87,92.58,93.25,91.52
94.27,95.11,95.39,94.15
95.39,96.49,96.59,95.25
96.14,97.05,97.13,96.11
97.05,97.40,97.66,96.85
98.69,97.17,98.79,97.00
97.34,96.71,97.73,96.15
97.33,96.90,97.33,96.10
97.18,97.32,97.40,96.71
97.93,98.00,98.81,97.93
98.23,97.61,98.42,97.32
97.42,96.97,97.99,96.82
97.04,97.61,97.61,96.30
97.67,97.58,97.78,97.16
98.12,98.32,98.59,97.50
98.91,99.39,99.50,98.54
98.54,98.51,98.57,98.20
98.49,98.71,98.84,98.36
98.31,98.36,98.50,98.00
98.74,98.72,98.82,98.26
98.99,99.60,99.87,98.90
99.70,99.78,100.18,99.39
99.56,99.67,100.14,99.40
100.80,100.60,101.21,100.43
101.30,99.84,101.30,98.85
99.48,100.18,100.29,98.94
100.55,99.38,100.61,98.96
99.39,100.00,100.32,99.05
99.77,99.79,99.89,98.90
100.45,101.31,101.35,100.22
102.22,102.53,102.64,101.72
102.65,102.32,102.96,101.92
102.24,103.35,103.40,101.83
103.49,104.06,104.06,103.07
104.35,102.69,104.35,102.58
102.09,101.85,102.17,100.46
102.98,102.33,103.11,101.85
102.39,102.66,102.88,101.85
102.41,102.22,102.54,101.19
102.65,104.68,104.93,102.62
104.86,104.25,104.97,103.76
104.28,103.85,104.58,103.52
104.60,106.68,106.69,104.28
107.12,108.62,108.79,107.09
108.39,108.57,109.36,107.98
108.69,108.64,108.69,107.25
108.84,108.24,108.88,107.67
108.75,109.06,109.86,108.75
108.99,108.70,109.05,107.81
108.17,107.35,108.61,106.63
106.73,108.44,108.59,106.71
108.19,108.44,109.04,107.84
108.45,110.90,111.01,108.45
110.87,109.71,110.98,109.29
110.25,111.18,111.27,109.95
111.25,112.26,112.50,111.00
112.52,112.64,112.92,111.75
113.42,111.53,114.14,110.97
112.07,113.54,114.35,112.00
114.08,112.11,114.10,111.47
112.46,113.96,113.97,112.28
114.33,114.71,115.06,113.64
115.30,112.65,115.58,112.53
112.39,113.22,113.35,111.37
113.88,114.99,115.10,113.56
115.21,114.42,115.21,113.58
114.90,113.60,115.70,113.00
113.68,112.67,113.68,111.68
112.35,111.86,113.07,111.57
110.33,107.75,110.53,107.45
106.67,109.60,110.32,106.45
108.87,110.14,110.40,108.31
106.90,109.21,110.08,106.24
109.54,107.46,110.47,106.34
109.02,110.67,111.05,108.82
111.63,110.43,112.13,110.10
112.14,113.55,113.55,111.93
113.75,113.31,113.90,112.94
113.33,113.45,113.82,112.50
113.96,113.78,114.00,112.72
114.07,114.88,115.31,113.65
114.90,114.70,116.05,114.55
114.43,115.99,116.23,114.13
116.86,116.99,117.45,115.96
117.57,116.73,118.25,116.73
117.85,117.23,118.07,116.85
117.77,117.32,117.90,117.12
117.21,117.60,118.19,117.06
118.25,116.29,118.43,115.88
116.12,116.42,116.84,115.40
117.02,116.86,117.67,116.18
117.11,114.35,117.11,114.07
113.06,110.98,113.19,110.23
111.77,111.41,112.33,110.56
110.88,112.17,112.47,110.39
112.59,113.28,113.36,111.68
111.91,111.42,111.91,110.30
111.30,112.56,112.70,111.30
114.67,115.00,115.11,114.08
115.27,115.78,115.89,114.80
115.99,115.19,116.03,114.51
115.43,116.37,116.50,115.16
116.88,116.30,116.88,114.38
115.86,116.03,116.61,115.17
116.16,118.09,118.09,116.16
118.16,116.40,118.43,115.66
115.69,113.42,115.69,112.48
113.03,111.25,113.10,110.35
109.64,108.95,110.70,107.72
109.83,109.37,111.81,108.32
109.91,111.34,111.91,109.73
111.51,111.99,112.41,110.56
111.43,108.69,111.43,107.93
108.06,108.50,109.30,106.49
108.86,107.92,109.48,106.93
107.26,106.95,109.21,106.74
106.34,106.87,107.42,105.62
107.23,109.18,109.92,107.07
109.58,109.33,110.17,108.47
109.36,109.25,110.12,107.85
107.19,107.58,108.05,106.84
108.45,108.88,110.09,108.45
108.40,110.66,111.25,108.26
110.38,111.37,111.60,109.87
112.11,111.72,112.88,111.24
113.31,112.91,113.58,111.66
112.51,110.25,113.09,109.90
110.28,109.99,111.00,108.87
108.36,109.94,110.95,108.15
109.55,107.49,110.09,107.31
108.25,107.36,108.78,107.20
107.45,107.70,109.05,107.45
108.40,109.09,109.61,108.02
108.27,107.05,108.40,106.88
107.07,105.33,107.86,104.33
106.66,107.47,108.06,106.66
106.28,105.20,107.24,104.61
105.15,105.32,106.21,104.26
106.30,105.10,106.34,104.46
104.45,105.31,105.58,104.28
106.05,107.49,108.05,106.05
107.14,107.14,108.64,106.89
105.06,106.09,106.20,103.37
106.10,104.22,106.30,104.06
103.90,104.73,105.27,103.60
105.54,107.65,107.69,105.46
108.14,109.07,109.67,107.65
109.46,110.55,110.73,109.45
110.39,111.73,111.81,109.50
111.72,112.41,112.87,111.60
112.28,112.16,112.33,111.16
113.41,113.66,114.03,112.95
112.04,112.97,113.04,111.82
111.27,110.45,111.48,110.00
110.00,110.08,111.58,109.91
110.61,111.03,112.56,110.58
112.02,110.20,112.40,110.14
111.56,113.40,113.47,111.56
112.99,112.84,113.14,112.08
113.70,114.88,114.97,113.48
115.59,114.73,115.59,114.46
115.29,116.72,116.90,115.29
116.92,117.36,117.53,116.22
115.88,116.94,117.74,115.80
117.00,116.47,117.44,116.08
115.52,114.09,115.80,113.81
113.53,113.37,114.79,113.13
111.82,112.29,113.20,111.50
114.51,112.23,114.51,111.15
111.19,109.00,112.66,109.00
109.24,108.51,109.25,105.91
106.50,100.70,106.51,100.45
101.99,99.91,102.85,96.05
95.99,91.38,97.27,91.01
92.93,95.81,95.85,89.49
94.69,92.83,96.42,92.34
93.52,97.52,98.85,92.80
99.19,98.30,99.47,97.66
99.46,101.67,101.75,99.42
100.02,99.71,101.25,98.69
100.85,100.23,101.98,99.71
97.13,94.39,97.36,93.44
93.00,92.51,95.83,92.35
95.60,91.75,95.60,91.42
92.29,96.06,96.11,91.81
95.61,96.53,96.73,94.61
97.19,94.32,97.71,93.94
93.47,96.28,96.68,92.50
97.83,99.26,99.39,97.20
98.68,99.80,100.43,97.85
100.74,100.29,101.89,99.44
100.68,99.49,101.74,99.37
97.35,96.78,97.75,96.03
93.46,95.68,95.82,93.00
97.34,99.38,99.43,97.26
98.98,98.22,100.20,97.70
97.15,95.07,97.45,94.31
93.24,95.43,95.43,92.80
95.78,95.84,96.38,94.21
96.25,97.04,98.40,94.61
98.38,98.95,99.01,97.41
99.35,98.71,99.63,97.68
96.34,97.32,98.04,95.42
97.83,96.54,98.76,96.46
96.25,92.61,96.55,92.52
89.59,87.40,89.59,85.84
86.61,86.50,87.75,86.00
87.01,89.66,89.77,85.49
92.07,90.95,93.39,90.51
91.35,87.98,91.93,87.87
90.15,88.89,90.31,87.00
87.23,86.34,88.46,86.34
85.12,82.95,86.04,82.95
81.51,85.82,86.01,79.78
86.37,88.83,89.12,85.15
88.50,90.47,90.54,87.68
90.90,89.29,91.13,88.48
91.05,93.42,93.42,91.05
92.60,93.60,94.40,92.29
94.50,94.49,95.67,93.90
93.69,94.24,94.63,92.45
95.80,97.79,97.83,95.80
97.57,96.14,97.86,95.96
96.04,99.18,99.79,95.00
98.97,98.12,100.14,97.66
97.86,98.75,99.00,96.75
100.00,100.60,101.00,99.50
100.98,102.06,102.24,100.74
101.88,99.58,101.96,99.27
101.16,102.05,102.41,99.16
104.86,106.38,107.33,104.40
105.98,106.91,107.25,105.00
105.38,102.27,105.43,102.27
97.85,98.91,100.28,97.19
101.17,101.88,102.06,100.34
103.05,104.44,104.73,101.80
103.65,104.49,104.78,102.61
104.87,105.11,105.75,103.25
106.00,106.67,106.84,104.49
103.37,101.92,104.52,101.66
103.51,103.63,104.36,101.75
104.78,105.55,106.05,104.78
104.69,104.31,105.26,103.38
103.93,104.42,105.17,103.40
103.65,103.04,105.60,102.87
103.01,100.62,103.50,99.74
101.50,100.15,101.65,99.50
98.33,98.42,98.85,96.86
98.03,97.32,98.76,96.80
95.87,94.30,96.06,94.30
93.97,93.64,95.18,93.60
97.12,97.15,97.84,96.21
97.50,98.64,99.36,97.17
102.44,103.93,104.09,101.98
103.87,103.39,104.60,102.81
104.66,103.47,104.88,103.23
105.06,104.66,105.95,103.80
104.66,104.78,105.58,103.87
104.62,103.86,104.62,103.05
103.30,100.84,103.65,100.64
101.32,103.37,103.76,101.32
102.32,100.90,102.32,99.51
101.45,99.94,102.99,99.25
98.85,96.98,99.03,96.64
98.08,96.72,98.43,96.50
97.50,97.91,98.26,96.87
98.23,96.09,98.23,95.84
97.93,99.96,100.21,97.93
98.49,99.55,99.76,97.81
99.92,100.80,101.01,99.83
101.29,101.47,101.47,100.60
101.45,101.76,102.10,101.23
101.80,99.75,102.09,99.64
100.04,100.80,100.97,100.04
100.40,100.81,101.29,100.40
103.05,103.54,104.09,102.86
103.32,103.85,104.02,102.66
103.33,103.41,103.49,102.15
103.96,102.78,103.96,102.60
102.98,103.17,103.41,102.69
104.60,104.06,104.90,103.85
103.86,102.74,103.90,102.44
102.45,101.90,102.69,101.46
101.23,101.22,101.31,100.31
102.86,101.92,102.86,101.61
101.80,103.60,103.67,101.43
104.05,103.99,104.40,103.59
103.98,103.90,104.38,103.23
104.30,104.86,105.11,104.07
104.10,104.55,104.63,103.52
104.40,105.96,106.14,103.23
106.50,104.27,106.52,103.90
103.70,104.18,104.53,103.70
103.50,103.60,103.61,102.20
104.13,102.86,104.27,102.36
103.70,103.39,104.11,102.98
103.59,103.99,104.40,103.10
105.21,105.81,105.87,104.75
105.33,107.07,107.11,105.04
106.50,107.63,107.82,105.81
107.83,107.36,108.13,106.70
107.81,107.36,107.81,106.61
106.28,106.15,106.45,105.68
107.08,107.07,107.33,106.25
106.86,107.36,107.53,106.50
107.86,107.27,108.09,106.95
107.40,108.82,108.96,106.84
109.66,109.18,109.69,108.58
109.90,109.85,110.42,109.56
109.90,110.06,110.75,109.78
110.31,110.76,110.84,109.32
111.01,111.16,111.53,110.89
110.85,110.79,111.37,110.00
111.00,110.40,111.20,109.83
110.76,109.12,110.92,108.80
109.61,110.28,110.48,109.36
109.90,108.94,110.13,108.51
108.79,108.41,108.79,107.34
106.43,106.46,106.87,105.73
106.89,107.20,107.57,106.05
107.89,108.11,108.42,107.20
108.52,108.17,108.99,107.90
107.90,107.41,108.04,107.00
107.91,108.87,108.90,107.09
108.65,107.80,109.07,107.49
107.99,107.95,108.34,107.15
108.20,109.38,109.79,108.20
109.24,110.08,110.50,109.14
109.12,108.36,109.12,108.19
108.24,107.35,108.24,107.01
106.30,105.00,106.35,104.47
105.26,106.15,106.46,104.65
107.32,107.09,107.32,106.48
107.18,105.93,107.18,105.88
105.29,104.48,105.69,103.63
103.93,104.49,104.57,103.00
105.01,105.18,105.47,104.21
104.90,106.23,106.97,104.67
106.08,105.40,106.14,104.29
104.07,103.92,104.51,103.36
103.30,103.28,104.62,103.11
101.64,102.01,102.65,101.44
101.78,99.86,101.94,99.67
100.89,99.87,101.26,99.74
100.00,102.08,102.29,99.99
101.53,100.51,101.89,100.40
100.77,99.95,101.27,99.45
100.68,101.57,102.01,100.68
101.29,101.35,101.88,101.00
101.28,101.19,102.07,100.76
102.01,100.94,102.53,100.89
99.35,100.86,101.04,99.00
101.15,101.50,101.82,100.74
102.01,102.67,102.73,101.65
102.30,103.63,103.69,101.98
103.82,103.60,104.01,103.14
103.38,104.06,104.24,103.14
104.22,105.36,106.15,104.06
104.41,103.67,104.41,103.43
103.69,101.90,103.70,101.65
100.83,99.66,101.12,99.23
98.97,99.48,100.00,98.49
98.57,99.08,99.24,97.01
97.85,98.44,99.15,97.07
99.31,98.95,100.02,98.71
98.50,98.25,99.73,98.11
97.10,96.58,97.18,96.40
96.50,94.98,96.95,94.68
95.11,94.55,96.77,94.55
94.62,93.86,95.38,93.80
94.15,93.14,94.87,92.78
93.22,95.48,95.50,93.22
95.79,95.05,96.83,94.40
94.14,95.46,95.50,92.87
95.67,95.19,95.83,94.09
95.21,94.93,95.68,94.66
95.77,96.42,97.08,95.50
94.99,93.52,95.04,93.18
93.43,92.53,93.61,91.07
90.65,90.25,91.14,90.08
90.29,90.09,90.79,88.79
89.95,90.95,91.42,89.88
92.00,93.77,93.79,91.96
95.04,93.89,95.84,93.67
93.16,93.82,93.95,92.29
95.00,92.51,95.17,92.36
92.99,93.73,93.94,92.53
93.16,92.56,94.14,92.17
92.65,94.11,94.40,92.39
94.65,95.86,95.88,94.17
94.99,94.92,95.21,94.36
95.53,96.50,96.91,95.22
96.59,96.11,97.09,95.26
95.89,92.01,96.11,91.92
92.79,92.77,93.11,91.73
91.51,90.71,91.51,89.95
90.97,91.69,91.98,90.26
92.10,93.59,93.86,92.10
93.03,94.29,94.39,92.60
96.36,97.29,97.29,95.96
97.47,97.41,97.56,96.15
97.93,99.65,99.65,97.93
99.03,98.39,99.23,98.06
97.00,97.27,97.63,96.50
97.00,96.79,97.25,96.02
97.30,95.22,97.60,94.70
95.48,96.51,96.85,95.41
95.50,95.97,96.51,94.89
96.58,97.62,97.79,96.43
97.31,98.01,98.33,96.78
98.45,99.23,99.28,96.92
98.82,99.99,100.15,98.68
100.45,100.29,100.60,99.75
100.00,100.45,100.45,99.48
98.56,99.19,99.50,97.71
99.52,97.72,99.52,96.50
98.13,97.64,98.37,96.90
99.02,100.17,100.44,98.89
100.55,101.98,102.40,99.95
102.03,102.36,102.67,101.59
102.08,101.10,102.54,101.10
101.50,101.53,102.01,100.58
100.32,99.65,100.71,98.84
101.25,102.04,102.64,101.25
102.21,102.37,102.89,102.20
103.00,103.89,104.37,103.00
103.49,103.98,104.38,103.30
103.71,104.57,105.07,103.61
104.07,104.93,104.99,103.39
104.86,104.33,104.97,103.86
104.83,104.34,105.04,104.00
104.17,104.28,104.62,103.93
104.57,105.33,105.48,104.37
105.39,105.11,105.52,104.89
104.84,104.79,105.17,104.45
105.23,104.47,105.78,104.25
104.23,104.77,104.90,103.80
104.55,103.57,104.81,103.47
103.30,104.21,104.43,102.88
104.35,104.07,104.86,103.89
103.93,104.24,104.61,103.82
104.31,103.66,104.37,103.50
103.26,102.43,103.26,102.19
103.19,103.35,103.89,102.64
103.31,102.75,103.43,101.88
102.70,102.54,103.09,102.29
103.17,104.63,105.32,103.17
104.88,106.46,106.48,104.88
106.30,105.93,106.92,105.89
106.25,107.00,107.23,106.25
107.56,107.49,107.80,107.12
107.74,109.57,110.00,107.03
110.38,111.23,112.08,110.10
110.94,110.24,111.48,109.91
109.72,109.24,109.90,108.62
109.35,108.28,109.35,108.28
107.44,108.64,108.83,106.96
109.47,108.87,109.59,108.75
108.00,108.26,108.60,107.93
108.52,107.08,108.82,106.99
106.56,105.98,106.69,105.66
106.70,107.47,107.72,106.39
107.19,106.98,107.23,106.33
107.59,107.48,108.43,107.30
108.15,107.49,108.15,106.89
107.30,106.11,107.30,105.62
106.73,107.25,107.37,106.48
107.61,106.93,107.92,106.61
106.33,107.06,107.21,106.22
107.07,107.23,108.11,107.07
106.72,105.34,106.85,105.12
106.23,106.21,107.05,106.13
106.21,105.58,106.35,104.96
105.48,106.10,106.19,104.66
106.58,107.69,107.82,106.58
107.86,109.00,109.11,107.75
108.48,109.07,109.35,108.48
109.07,107.30,109.15,106.99
107.12,106.67,107.59,105.60
105.07,104.24,105.08,103.50
104.76,103.49,104.93,103.30
104.46,104.40,104.58,103.25
104.26,104.52,105.19,103.96
104.70,104.38,105.16,103.65
103.97,105.07,105.17,103.97
105.27,103.29,105.70,103.00
103.27,104.10,104.30,103.00
104.68,105.65,106.05,104.49
104.23,102.65,104.35,102.06
102.71,100.92,103.09,100.92
100.59,100.91,102.05,100.11
101.23,100.97,101.33,100.64
100.14,100.40,101.75,100.03
100.63,99.18,100.87,99.03
99.21,99.16,100.10,98.54
99.36,99.70,99.74,98.00
100.95,102.05,102.09,100.90
101.71,101.62,102.11,100.94
101.95,102.12,102.21,101.46
102.57,103.50,103.50,102.38
102.74,102.60,102.80,101.94
102.34,101.69,102.64,101.56
100.95,102.76,102.78,100.48
103.18,103.03,103.77,102.65
103.03,102.99,103.45,102.61
103.64,102.39,103.75,102.31
102.26,102.13,102.93,102.03
102.55,103.08,103.61,102.39
103.11,103.43,103.44,102.73
103.64,104.07,104.08,103.31
103.92,103.96,104.39,103.73
104.30,104.49,104.92,104.21
104.79,104.82,105.75,104.57
104.71,103.88,104.71,103.40
103.39,103.50,103.71,103.10
103.63,104.40,104.40,103.63
104.57,106.26,106.52,104.24
106.44,105.57,106.58,105.55
103.56,104.30,104.30,103.38
102.97,103.20,103.48,102.58
103.01,102.29,103.01,102.24
102.80,102.03,103.00,101.88
102.08,101.80,102.12,100.55
101.14,100.19,101.23,100.00
99.88,102.26,102.37,99.76
104.84,104.65,104.84,103.28
104.56,104.69,105.53,104.09
104.75,105.79,105.95,104.75
105.42,105.07,105.42,104.70
104.82,104.86,104.90,104.20
105.22,104.68,105.28,104.32
105.54,105.67,105.83,104.99
105.89,105.81,105.89,105.42
105.87,105.69,106.03,105.40
105.31,106.21,106.24,105.17
106.06,106.49,106.61,105.87
106.93,107.26,107.88,106.85
107.45,108.15,108.15,107.10
108.10,109.26,109.28,107.80
109.05,108.84,109.13,108.54
108.96,109.17,109.97,108.85
109.75,110.15,110.31,109.45
110.42,109.83,110.42,109.26
110.14,111.49,111.63,110.14
111.63,110.79,112.17,110.68
110.61,110.45,111.00,110.16
111.10,111.46,111.58,110.26
110.84,110.45,110.91,110.33
111.21,111.35,111.65,110.70
110.97,111.40,111.40,110.42
111.36,111.11,111.50,110.34
111.39,112.10,112.10,111.36
112.08,111.43,112.08,111.36
111.63,111.66,111.84,111.09
111.87,112.10,112.15,111.76
111.94,112.96,113.23,111.64
113.06,111.69,113.06,111.16
112.07,113.00,113.04,112.07
112.99,110.74,112.99,110.62
110.17,109.88,110.32,109.14
110.61,111.04,111.07,109.77
111.63,108.16,112.07,108.13
108.80,109.04,109.35,107.51
108.91,110.73,111.00,108.84
110.58,110.81,111.52,110.48
110.00,110.45,110.70,109.52
110.12,110.11,110.31,109.11
110.98,110.89,111.33,110.45
111.43,111.14,111.53,110.65
111.39,111.66,111.81,110.98
112.01,112.21,112.42,111.48
112.29,112.28,112.47,111.39
112.36,112.43,113.05,112.15
112.45,112.23,112.59,112.00
112.57,113.77,113.95,112.57
113.71,113.69,114.20,113.26
112.35,112.78,113.54,112.26
113.03,111.59,113.03,110.69
112.32,112.28,112.54,111.63
111.80,111.62,112.46,111.56
112.02,112.48,112.63,111.94
112.95,112.16,113.40,111.71
112.79,113.39,113.43,112.60
112.84,113.70,113.85,112.50
113.70,113.31,114.05,113.27
113.28,113.08,113.64,112.35
113.21,112.38,113.21,112.09
112.39,110.44,112.52,110.08
110.27,110.36,110.76,109.55
108.94,110.45,110.50,108.62
110.74,111.18,111.20,110.32
111.27,112.12,112.54,111.02
112.50,112.70,113.10,112.22
112.95,113.11,113.59,112.42
112.56,111.61,112.61,110.89
110.62,107.16,110.62,107.00
108.26,108.31,108.45,106.86
107.58,106.11,107.58,105.24
106.34,106.97,107.52,105.43
107.59,106.84,107.89,106.29
107.26,107.98,108.20,106.50
108.36,109.21,109.23,107.92
109.47,110.59,111.10,109.47
110.99,110.42,111.73,110.17
110.30,110.29,110.51,109.49
110.71,111.41,111.82,110.46
111.59,111.85,111.85,110.58
111.47,110.10,111.47,110.01
110.68,111.35,111.70,110.22
112.11,113.61,113.77,112.11
113.65,114.23,114.63,113.62
114.64,115.02,115.42,114.26
115.12,115.29,115.43,114.62
115.29,115.09,115.65,114.59
114.53,114.62,114.78,113.63
114.50,114.54,114.58,113.89
114.74,116.00,116.02,114.50
115.72,115.73,116.10,114.93
115.62,115.24,116.04,114.95
115.72,117.00,117.06,115.72
117.10,118.66,118.81,117.10
119.00,118.54,119.44,118.19
118.76,117.01,119.62,116.56
115.46,116.93,117.01,115.29
116.03,116.47,116.47,115.50
117.96,117.70,118.56,117.14
117.24,117.46,117.84,116.65
117.02,117.15,117.68,116.50
116.93,114.85,117.00,114.85
115.23,115.93,115.93,114.68
115.56,115.04,116.00,114.21
114.88,113.73,115.09,113.67
113.66,114.54,114.54,112.85
115.15,115.98,116.02,114.72
116.59,115.59,116.59,115.27
114.48,113.91,114.94,113.85
114.97,113.12,115.25,112.93
112.91,115.08,115.21,112.91
115.06,114.01,115.23,113.77
114.77,115.40,115.77,114.68
115.61,116.09,116.48,115.42
116.23,115.09,116.65,115.09
113.81,111.81,113.81,111.47
