VDE,Vanguard Energy ETF,NASDAQ
104.54,105.19,105.33,104.31
105.43,105.92,105.98,104.73
106.37,106.30,106.42,105.72
109.06,106.86,109.08,106.53
108.00,108.16,108.83,106.67
106.85,105.06,107.22,104.83
104.64,105.50,105.78,104.05
106.39,106.11,106.39,105.59
106.15,105.67,106.17,105.41
106.16,105.53,106.41,105.25
105.86,105.67,106.10,105.29
105.62,106.10,106.30,105.50
105.86,105.93,106.14,105.70
106.01,106.22,106.60,106.01
106.39,105.13,106.55,105.05
105.00,104.88,105.27,104.09
104.75,104.68,105.42,104.27
105.69,105.91,106.69,104.69
106.01,105.88,106.17,105.40
106.23,105.59,106.36,104.98
105.78,105.56,106.10,104.83
104.83,103.89,105.00,103.77
103.93,102.95,104.05,102.93
103.30,104.13,104.25,102.97
104.77,103.59,104.77,103.20
103.21,103.25,103.68,103.12
