FXA,Guggenheim CurrencyShares Australian Dollar Trust,NASDAQ
74.47,74.50,74.64,74.39
74.51,74.70,74.97,74.46
74.44,74.57,74.61,74.44
74.50,74.78,74.83,74.50
74.57,74.61,74.65,74.34
74.76,74.51,74.76,74.40
75.00,74.92,75.04,74.86
75.08,74.99,75.14,74.91
75.13,74.02,75.20,74.00
73.75,73.56,73.77,73.41
73.25,73.00,73.26,72.91
72.69,72.50,72.69,72.47
72.27,72.58,72.59,72.27
72.69,72.51,72.69,72.44
72.20,72.15,72.26,72.05
71.73,71.79,71.82,71.67
71.88,71.87,72.00,71.85
71.70,71.85,71.90,71.70
71.90,72.15,72.26,71.90
72.17,72.18,72.48,72.14
71.85,72.25,72.38,71.85
72.79,72.83,72.84,72.60
73.10,73.43,73.56,73.10
73.16,73.03,73.31,72.92
73.43,73.56,73.70,73.40
73.56,73.72,73.83,73.56
73.61,74.49,74.52,73.61
75.03,74.96,75.18,74.91
74.75,75.04,75.04,74.54
