WSO,Watsco,NASDAQ
152.47,154.33,154.48,151.28
154.89,157.32,157.66,154.02
157.75,159.03,159.45,156.84
158.76,158.73,159.55,158.12
158.00,156.49,158.66,155.64
155.33,155.29,155.92,153.15
154.56,152.57,156.42,152.10
152.97,150.77,154.14,150.32
150.81,150.76,152.26,149.52
151.03,151.38,152.41,150.40
149.43,150.06,150.83,148.28
150.50,149.91,152.14,149.80
149.65,147.56,151.34,147.43
148.17,150.05,150.99,148.17
150.02,149.71,150.87,149.19
150.09,148.13,150.20,147.94
148.08,148.99,150.44,146.97
150.00,148.12,150.21,147.79
147.97,148.83,150.03,147.34
149.54,149.82,151.58,148.63
149.80,148.79,151.16,148.15
148.61,147.83,149.41,147.57
148.09,146.58,149.00,146.48
146.89,147.57,148.73,146.89
147.57,149.03,149.10,146.80
147.88,147.28,148.36,145.02
148.28,150.45,150.83,148.13
