BAP,Credicorp Ltd. Common Stock,NASDAQ
158.82,157.71,159.49,156.96
158.61,158.41,159.19,155.93
157.17,157.35,159.49,156.66
158.23,159.91,160.30,157.05
159.14,155.74,159.74,155.53
156.00,158.07,158.40,155.14
156.96,156.08,159.72,155.77
156.02,156.83,157.60,155.24
156.34,156.80,158.02,155.99
156.80,155.77,157.67,155.12
155.91,157.17,157.49,154.96
157.51,158.32,158.69,156.60
157.83,156.71,158.61,155.99
157.00,155.78,158.20,155.54
155.44,156.11,156.46,155.44
156.52,158.11,158.33,154.10
158.07,157.65,159.73,157.65
158.30,157.86,159.18,157.21
160.00,161.49,164.00,157.41
162.18,163.79,163.88,161.84
163.62,164.18,164.29,162.78
163.96,164.69,164.94,162.83
165.02,163.20,165.37,163.14
164.50,165.00,165.79,163.60
164.09,163.58,164.53,161.45
163.58,163.33,164.24,162.00
163.36,161.25,163.56,160.69
