BAP,Credicorp Ltd. Common Stock,NASDAQ
82.47,82.95,84.44,81.60
82.46,80.62,82.69,77.69
80.45,78.39,81.27,76.78
82.46,84.95,85.11,80.31
84.42,85.86,86.70,84.07
86.31,89.40,89.49,86.31
89.49,87.82,89.87,87.35
86.49,84.49,86.60,83.53
85.09,83.78,85.89,82.55
84.27,83.51,84.79,82.78
83.16,83.00,84.06,81.62
80.16,81.51,82.56,80.16
80.71,83.71,83.95,80.52
83.72,83.21,85.13,83.15
82.02,83.26,83.64,81.26
83.72,84.11,84.39,82.68
85.08,88.77,88.84,84.91
89.00,88.29,89.00,86.81
88.29,89.47,90.91,87.44
90.36,89.78,91.15,88.53
90.41,90.07,90.75,89.04
88.92,87.58,89.61,87.17
88.20,87.81,88.84,87.56
87.80,89.15,89.26,86.97
90.58,90.97,91.94,89.98
92.02,92.70,93.00,91.89
91.80,93.22,93.38,91.80
93.62,92.95,93.96,92.68
93.70,95.39,95.42,93.41
94.77,95.62,96.06,94.71
96.00,94.79,96.00,94.14
95.12,94.39,95.12,94.04
95.10,97.56,99.36,95.10
97.20,93.00,97.26,92.72
93.51,93.34,94.07,92.46
92.80,93.12,93.80,92.01
92.93,92.34,92.93,90.21
92.83,92.86,93.41,91.87
91.75,90.42,91.84,90.00
90.32,90.89,92.96,90.25
86.44,90.24,90.56,86.44
91.37,91.34,92.29,90.76
92.90,92.86,94.57,91.75
92.80,91.87,92.80,90.87
92.50,94.90,94.90,92.30
95.56,95.56,95.80,94.51
95.74,95.57,95.81,94.93
95.57,97.65,98.16,95.57
97.73,97.82,97.83,96.91
97.65,98.61,98.72,96.62
98.01,97.16,98.01,96.79
97.35,97.44,98.05,97.12
95.42,94.85,96.17,94.20
95.47,92.70,95.49,92.48
94.08,95.04,95.37,93.03
95.04,97.63,97.69,95.04
97.75,99.60,99.81,97.75
100.89,99.06,101.10,98.33
98.74,97.89,99.01,97.50
98.37,97.18,98.99,96.95
96.44,97.72,97.97,96.44
99.00,101.58,101.74,99.00
101.88,100.96,101.88,99.52
101.16,101.34,101.87,100.59
100.83,100.19,100.83,99.64
99.14,99.68,100.33,98.50
100.57,101.16,101.46,100.21
100.80,101.07,101.73,100.79
99.96,98.03,100.06,97.51
95.85,97.46,98.40,95.85
98.02,99.00,99.54,97.82
99.59,99.93,99.96,98.46
99.98,101.06,101.53,99.98
101.06,100.09,101.29,99.13
100.00,100.16,100.49,99.41
99.46,100.57,100.61,98.85
101.10,100.89,101.53,100.81
100.00,101.94,102.15,99.80
101.02,102.81,102.96,100.42
103.24,103.03,104.07,102.26
103.07,105.16,105.36,103.07
104.96,105.42,106.23,104.71
105.41,105.25,107.63,104.72
106.20,107.83,107.85,105.84
108.02,109.87,109.90,107.75
109.96,110.34,110.59,109.45
109.41,108.17,109.50,108.09
108.51,109.39,111.10,108.51
110.54,109.57,111.00,109.18
110.09,112.91,113.04,109.82
113.36,117.30,0.00,113.36
117.21,115.13,118.01,114.91
115.17,114.50,116.75,114.39
114.72,115.95,116.46,114.72
116.37,115.43,116.89,115.41
116.26,116.06,116.47,115.47
116.39,116.59,117.07,115.08
116.32,116.92,117.77,116.09
116.50,115.20,117.16,115.08
116.48,115.91,116.87,115.19
116.19,113.91,116.20,113.69
114.02,113.03,114.20,111.37
113.33,113.42,113.67,112.24
113.49,113.90,114.00,113.13
114.00,115.61,116.81,113.99
115.61,115.60,116.99,114.81
116.21,119.11,119.62,116.00
119.32,118.59,120.03,117.84
119.00,118.03,119.32,117.03
118.36,119.04,119.14,118.14
119.31,120.34,120.38,119.14
120.27,122.07,122.23,119.74
123.00,126.43,126.91,123.00
126.29,126.40,127.75,125.34
126.98,126.25,126.98,126.02
125.92,127.27,127.38,125.92
126.43,126.68,127.85,125.69
127.21,125.86,127.21,125.38
126.40,123.77,127.56,123.33
124.16,124.32,124.60,123.08
125.51,124.25,126.68,123.72
123.55,125.17,125.43,122.88
123.64,124.70,125.29,123.34
124.51,124.67,125.99,124.28
124.14,125.88,125.88,123.86
126.22,125.21,128.37,124.35
126.05,127.12,127.34,125.84
126.99,126.13,127.53,125.13
127.09,127.03,128.69,126.62
127.18,126.61,127.72,125.70
126.49,127.52,127.54,126.27
127.52,124.03,127.97,123.90
124.21,124.93,125.19,123.02
124.49,122.15,125.48,121.67
121.10,119.89,122.10,119.27
120.32,120.26,121.29,119.91
120.00,117.01,120.29,115.65
117.23,117.95,118.76,117.20
119.33,120.76,121.08,119.16
120.69,121.51,121.77,119.75
121.01,120.97,121.61,119.58
119.64,120.63,120.82,118.62
121.50,121.49,122.16,120.12
120.66,120.95,121.51,120.17
120.57,121.40,121.74,120.18
120.58,119.87,121.34,119.22
121.04,122.10,122.48,120.78
122.43,124.02,124.81,122.36
123.82,126.64,126.72,123.82
126.93,127.14,127.53,126.67
128.08,127.10,128.70,126.55
127.07,126.73,127.24,125.46
127.18,126.58,127.80,125.93
127.06,126.03,127.41,125.57
126.33,124.74,126.33,124.28
124.89,123.10,125.32,121.03
123.40,120.02,123.47,119.51
120.72,120.54,121.33,119.31
121.96,121.05,122.29,120.72
121.29,120.34,121.84,120.22
121.30,119.97,122.20,119.73
119.74,120.77,121.38,119.50
120.77,118.74,120.77,118.55
118.52,118.94,119.22,117.60
119.56,119.36,120.26,118.84
119.34,119.70,120.89,118.94
119.28,118.85,120.80,117.97
118.78,118.91,119.06,117.54
119.75,119.77,121.05,119.12
120.19,118.52,120.39,117.53
118.20,118.51,119.02,117.39
118.55,117.45,119.04,117.30
117.91,113.00,118.10,112.68
111.98,110.80,111.98,110.20
111.12,111.23,113.16,110.57
112.31,113.80,114.42,111.65
114.17,111.27,114.44,110.79
111.12,111.59,113.00,110.77
111.37,111.85,112.26,110.87
111.53,112.77,113.39,111.30
112.60,111.04,113.00,110.49
111.50,110.05,112.21,109.57
110.13,110.30,110.66,109.59
110.28,111.24,112.21,109.73
111.20,109.53,112.17,109.23
109.62,107.48,110.03,107.20
107.64,104.48,107.64,104.20
104.50,104.26,105.44,103.73
104.35,108.11,108.87,103.73
107.89,107.71,108.93,107.49
107.21,105.99,107.81,105.90
106.00,103.84,106.00,100.00
104.15,101.72,104.25,101.27
102.16,102.29,102.44,100.33
101.83,100.78,102.30,100.00
100.13,97.22,100.34,96.80
97.22,99.63,99.93,96.86
99.97,98.87,100.18,98.78
99.02,97.64,99.83,96.98
98.04,97.84,99.68,97.42
98.41,99.87,100.30,97.94
99.69,101.15,101.54,99.05
100.00,98.45,101.14,98.33
98.54,97.17,99.33,96.01
97.40,98.67,99.12,96.55
98.58,100.00,100.43,98.04
100.46,100.45,100.73,99.25
100.26,100.62,101.17,100.11
100.46,102.15,103.91,100.38
102.46,107.44,107.54,102.46
106.77,106.02,107.08,104.47
106.35,105.96,106.86,105.22
106.67,107.27,107.85,105.43
106.77,107.26,107.41,105.81
105.79,105.55,106.36,105.00
105.56,107.18,107.53,105.22
106.58,106.26,106.95,105.40
103.03,106.55,106.93,103.03
106.37,104.50,106.68,104.25
106.44,104.57,107.25,103.94
106.09,105.39,106.09,103.52
106.56,105.34,106.56,105.22
105.21,105.57,105.88,104.36
105.43,109.21,109.41,105.39
109.84,108.06,110.56,107.95
108.18,105.88,108.42,105.08
105.75,102.73,106.45,102.19
102.88,101.87,103.14,101.41
102.52,104.22,104.36,101.65
104.06,104.93,105.98,103.80
105.84,107.59,109.05,105.71
107.80,105.96,108.19,104.79
105.93,106.47,107.30,105.77
107.19,107.78,108.39,107.04
107.51,103.42,107.98,103.18
103.43,103.60,104.69,102.87
103.20,100.92,103.20,100.87
100.48,98.50,100.48,97.48
98.84,96.98,101.89,96.57
97.00,95.00,97.00,93.50
94.00,95.39,96.10,92.77
93.74,92.63,94.66,92.25
93.13,92.76,93.94,92.22
94.62,90.82,95.48,90.02
91.70,92.83,95.16,91.70
91.99,91.07,92.38,90.36
90.89,89.50,90.89,88.54
90.17,88.54,90.17,87.85
88.45,91.44,91.72,88.07
91.85,96.52,98.00,91.85
96.98,95.04,98.45,94.48
95.04,95.11,95.35,92.86
95.63,98.52,99.67,95.27
97.87,98.32,98.92,97.04
98.85,102.54,102.75,98.19
103.01,101.27,104.71,99.79
103.85,102.14,107.86,101.94
101.79,99.61,102.04,98.19
100.44,101.16,101.92,99.83
101.10,102.37,102.51,100.48
101.95,102.91,103.46,101.62
102.66,105.08,105.27,102.11
105.00,104.80,105.16,104.31
104.81,104.85,105.45,103.84
104.69,103.59,104.69,103.26
102.97,104.12,104.50,102.85
104.76,103.49,104.81,103.02
103.00,102.69,103.25,101.98
103.22,104.71,104.85,102.29
105.00,104.46,105.55,104.09
104.51,101.37,104.51,100.28
100.16,97.99,101.44,97.11
98.00,104.29,104.68,97.62
102.40,101.68,103.34,100.11
89.33,82.55,92.21,81.76
82.80,85.73,88.47,82.64
85.00,86.43,87.26,84.70
86.60,91.07,91.88,85.32
91.07,92.55,92.92,90.10
93.01,91.45,93.16,91.07
92.00,91.80,93.03,91.25
91.66,89.78,91.66,88.97
90.11,86.58,90.29,85.77
87.51,85.53,88.79,84.72
85.23,86.27,86.58,84.45
87.56,86.72,88.14,85.90
86.43,86.25,87.10,85.75
85.00,86.35,86.48,84.70
86.28,85.34,87.18,84.96
85.22,84.73,85.98,84.52
85.64,84.90,85.64,84.60
85.13,86.47,86.66,84.94
85.78,86.10,87.38,85.72
86.39,86.84,87.48,86.04
86.72,85.79,86.97,85.37
85.71,84.86,86.30,84.54
85.52,84.16,85.89,84.05
83.48,86.69,86.86,82.65
85.15,84.58,85.71,84.12
84.17,86.23,86.87,84.17
86.23,87.12,88.54,86.10
87.18,86.09,88.02,85.65
86.41,88.44,88.51,86.00
88.19,92.00,93.87,88.19
92.95,94.55,94.95,92.95
95.18,96.51,97.40,94.72
98.03,98.13,100.30,97.60
98.17,95.53,98.90,95.36
94.18,97.93,98.00,94.18
97.84,96.74,98.03,96.24
96.25,94.37,97.04,94.10
94.57,94.93,95.80,94.31
94.32,97.70,97.75,94.24
98.12,96.58,98.31,95.19
95.93,92.44,96.17,92.36
93.04,92.34,93.92,90.68
92.16,88.98,92.16,87.31
90.04,89.36,90.46,85.07
86.48,82.25,86.91,81.21
83.96,85.60,85.67,81.48
84.61,83.53,85.32,82.80
83.44,86.71,87.99,80.79
86.61,88.56,89.96,86.61
89.47,91.52,91.57,89.47
90.16,89.96,90.16,88.20
90.97,91.79,92.92,90.61
90.83,91.07,91.38,88.72
89.86,89.98,92.25,89.72
91.70,89.24,91.85,88.69
89.37,92.36,92.44,88.67
92.27,93.21,93.62,91.84
94.07,93.76,94.93,92.44
93.00,93.84,94.63,91.50
94.26,95.96,96.15,94.26
95.34,98.23,98.77,94.66
98.58,99.64,99.65,98.00
100.01,101.60,103.39,99.56
100.34,98.00,100.77,97.30
96.77,98.51,98.60,95.76
99.88,101.65,101.77,99.27
100.71,100.52,100.71,99.19
100.00,99.21,100.41,98.49
97.99,99.57,99.57,97.82
99.73,101.09,101.37,98.10
101.48,100.99,101.94,98.89
102.63,102.79,103.03,101.30
102.86,100.90,102.90,100.19
99.26,101.37,101.81,99.11
101.50,101.51,101.73,100.00
101.16,100.60,101.64,100.00
98.11,95.35,100.00,94.61
94.12,89.72,95.45,89.44
90.77,93.48,93.74,88.14
95.42,94.99,97.43,94.39
94.66,91.05,95.37,90.80
92.63,91.83,93.23,90.21
90.77,92.20,93.50,90.00
91.37,90.11,92.10,89.09
88.93,89.44,90.34,86.46
89.50,91.40,91.87,88.46
90.72,92.82,93.58,90.49
93.82,93.58,95.47,92.44
95.12,97.45,97.57,95.12
97.02,98.30,98.85,96.40
100.00,103.24,103.61,99.57
103.24,102.54,103.71,101.29
103.81,105.03,105.83,103.76
104.63,103.60,104.74,102.72
103.66,105.56,105.95,102.72
105.23,103.73,105.71,103.71
104.00,104.70,104.83,102.74
104.80,108.38,108.38,104.50
108.41,108.00,109.80,107.79
107.36,105.23,107.36,104.79
106.65,107.84,108.03,105.38
110.17,110.59,112.53,110.17
111.62,110.90,113.99,110.65
109.61,108.78,110.35,108.68
105.09,106.10,108.30,104.30
107.34,108.39,110.27,107.34
109.40,111.08,111.16,107.89
111.08,109.03,111.28,108.01
109.45,107.25,110.29,106.48
107.89,109.43,110.00,107.20
104.81,103.87,106.80,103.58
105.00,105.19,105.78,104.38
106.29,107.95,108.58,106.12
107.25,107.70,109.32,107.02
107.36,105.79,107.58,105.33
105.04,102.70,105.67,102.61
102.76,101.55,104.23,100.83
101.71,101.41,102.74,100.06
100.26,102.66,103.07,98.90
102.11,101.60,102.36,100.20
100.53,100.67,101.47,100.22
101.00,100.03,102.84,99.67
102.38,103.59,103.66,101.73
103.86,104.22,104.85,103.02
106.74,108.62,109.53,105.67
108.79,110.75,111.29,108.43
111.84,110.25,111.84,108.56
111.60,111.14,111.77,109.64
110.86,106.01,110.86,105.71
105.57,106.87,107.11,105.00
105.80,104.85,106.67,104.47
105.26,107.69,108.22,105.26
105.98,105.21,106.32,104.13
105.91,105.26,107.52,104.36
104.28,101.86,107.35,101.68
103.17,104.09,104.65,102.50
104.53,104.00,105.13,103.59
103.69,104.11,105.17,103.16
105.00,105.55,105.93,104.65
105.70,104.77,106.29,104.40
105.59,107.51,107.51,104.37
107.90,107.69,109.19,107.12
107.28,108.00,108.33,107.11
108.19,107.24,108.56,107.08
107.18,108.08,108.38,107.18
107.99,109.47,110.00,107.99
110.98,109.02,112.77,108.88
108.06,108.92,110.36,107.91
107.93,109.02,109.41,107.88
108.64,104.85,108.64,104.40
105.44,106.37,106.52,104.75
107.73,109.22,109.37,107.25
108.97,108.66,110.95,107.41
109.27,108.04,110.94,107.84
107.63,108.71,108.90,106.48
109.50,110.55,111.15,109.01
110.62,110.24,112.41,109.85
111.04,110.60,112.06,110.28
110.64,110.71,111.60,109.61
110.87,110.72,111.30,110.15
110.25,111.37,111.79,110.25
112.01,112.79,113.47,110.98
115.67,112.63,115.99,111.98
112.42,111.49,113.50,108.63
110.11,111.64,111.81,109.64
112.08,113.66,114.12,111.36
114.12,115.90,118.82,114.12
115.75,114.96,116.22,113.40
115.99,117.44,117.77,114.87
119.99,116.45,119.99,115.99
116.32,117.57,117.86,116.15
117.83,119.16,119.57,117.67
119.16,118.96,119.56,117.30
117.61,119.25,119.25,117.07
119.80,119.34,120.54,119.08
118.67,119.10,120.45,117.59
119.72,119.60,121.52,119.09
119.15,118.83,119.81,118.35
119.06,121.70,121.82,118.48
122.00,123.18,123.40,121.92
123.20,123.00,123.91,121.37
122.62,122.72,124.39,121.86
123.17,122.25,123.89,120.73
121.48,122.81,123.01,120.36
122.97,124.27,124.85,122.47
124.18,122.89,124.59,122.45
123.33,125.57,126.49,122.71
125.56,125.26,126.06,123.91
124.96,127.23,127.25,123.61
125.47,125.20,125.97,123.90
125.32,125.88,126.81,124.87
126.97,127.79,128.23,125.48
128.03,129.40,130.13,127.40
129.33,129.29,130.05,128.37
129.55,130.16,131.14,127.65
130.62,128.50,131.05,128.05
128.72,126.37,129.12,124.92
126.94,127.36,128.12,126.16
127.11,127.75,128.38,126.03
127.09,127.29,127.49,125.67
127.20,127.31,128.44,126.90
126.80,126.81,127.84,125.79
126.92,127.58,127.60,125.94
128.00,129.20,130.18,127.65
129.57,129.49,130.30,129.11
129.43,129.57,129.57,128.18
128.41,129.37,129.60,126.28
129.81,131.82,132.05,129.41
131.99,134.20,134.82,130.98
134.31,135.66,136.75,133.79
134.40,134.45,135.11,133.86
134.02,136.27,136.46,133.00
134.94,135.25,135.96,133.65
135.25,133.80,137.35,133.66
134.98,134.27,136.09,133.88
134.49,133.84,135.03,133.14
133.02,131.15,134.07,130.85
129.56,129.95,130.38,127.57
130.36,129.55,132.65,129.45
129.32,128.84,130.29,128.56
129.10,130.24,130.37,128.49
130.44,130.22,131.75,129.92
129.60,127.58,129.70,126.43
127.43,127.99,128.69,125.86
128.03,129.35,129.87,126.75
129.57,129.75,129.94,127.51
130.41,132.16,132.47,130.18
132.07,130.91,132.07,130.25
131.02,131.31,132.37,130.78
131.00,131.34,132.26,130.48
131.21,131.28,131.85,130.35
130.39,129.03,132.34,128.23
128.22,128.43,129.90,128.18
127.99,126.76,128.46,125.04
125.15,125.63,126.44,123.73
126.28,126.09,126.85,124.75
124.99,125.25,126.75,123.43
124.04,124.02,125.11,123.13
124.35,124.54,126.49,123.83
125.55,124.36,126.13,123.62
125.02,120.95,125.02,120.48
121.98,118.47,121.98,118.26
118.71,119.72,119.88,118.50
119.69,121.92,122.99,119.54
121.86,120.61,121.86,117.36
120.97,120.33,121.39,119.37
120.41,120.46,121.74,119.93
120.47,122.29,122.70,120.47
122.24,122.10,122.64,121.03
122.69,124.77,124.82,122.12
122.96,120.18,123.29,120.13
119.98,117.25,120.29,116.86
117.08,117.22,118.11,117.03
118.44,120.63,121.64,118.05
122.42,122.33,124.23,120.01
122.18,122.12,122.85,120.75
123.07,120.30,123.07,120.25
119.82,119.19,121.31,118.50
119.35,119.29,120.58,118.73
119.43,118.49,119.53,117.51
119.58,121.31,121.42,119.17
121.21,123.24,123.80,120.48
123.91,126.83,127.18,123.75
126.59,128.70,128.74,126.59
128.42,125.86,128.42,125.62
126.99,126.79,127.20,125.98
124.85,125.48,126.77,124.66
125.94,123.93,126.85,122.80
124.14,121.96,124.40,121.72
121.40,121.24,121.79,120.23
123.57,125.89,125.91,123.45
127.35,127.96,128.46,125.82
127.90,128.13,128.93,127.73
128.08,127.48,128.70,127.17
126.74,125.39,127.50,125.36
125.19,124.14,125.66,123.85
124.49,122.13,125.05,121.72
122.96,124.04,125.17,122.47
122.79,122.41,123.11,121.34
122.61,123.49,123.96,122.61
124.12,123.82,125.50,123.31
124.25,122.50,124.25,122.18
122.14,122.50,122.83,120.94
122.09,121.12,123.31,120.57
120.43,118.92,120.93,118.40
117.66,116.80,118.00,116.57
116.74,114.31,117.08,114.19
115.07,114.45,115.90,113.05
116.73,116.52,117.00,115.80
117.32,118.25,118.96,116.97
117.85,118.71,119.77,117.75
118.52,115.94,118.81,115.54
116.29,114.47,116.89,114.36
113.99,113.07,115.69,112.18
114.63,114.35,115.50,114.21
114.61,112.59,115.04,112.42
111.00,113.03,113.52,110.15
112.77,114.52,114.66,111.78
114.53,113.41,114.66,113.28
113.45,113.28,113.85,112.21
113.28,112.55,113.70,112.05
112.78,112.09,113.20,111.97
112.34,112.44,112.48,111.60
113.13,114.10,114.27,112.63
118.00,119.13,120.06,116.15
119.41,117.96,120.01,117.57
119.30,118.55,121.35,117.73
118.07,117.77,118.46,117.29
117.31,117.83,118.58,117.25
117.03,118.97,119.36,116.90
119.01,118.58,119.49,118.37
118.57,119.58,120.06,118.13
119.50,119.58,119.73,118.59
118.80,119.96,120.17,118.80
120.19,120.53,120.95,118.98
119.86,119.09,120.55,118.64
118.69,117.39,118.72,116.72
118.24,121.21,121.29,118.24
122.80,122.56,123.14,121.98
122.45,121.73,122.99,121.64
122.05,121.06,122.07,120.62
121.88,125.00,125.14,121.39
125.00,126.83,126.99,123.19
127.66,128.71,131.17,126.85
129.33,127.79,129.41,127.71
128.18,126.18,128.22,125.53
126.35,127.41,127.75,126.26
126.25,126.13,127.17,125.03
127.33,126.50,129.17,126.09
125.55,125.49,126.84,124.64
125.60,124.25,126.14,124.21
122.95,123.70,124.20,122.95
124.11,125.46,125.59,122.91
124.59,125.28,125.36,123.01
125.76,126.64,127.70,125.40
128.20,126.74,129.12,125.97
127.03,128.06,129.00,125.56
128.32,127.71,129.38,126.68
128.12,127.82,128.82,127.23
127.12,127.96,128.22,126.08
127.55,126.11,128.70,125.80
126.33,126.27,127.49,125.98
126.68,126.24,127.19,125.91
125.90,125.03,126.20,124.79
125.11,125.00,125.78,124.79
125.85,125.48,125.90,124.67
125.05,125.25,125.66,124.29
125.15,124.19,125.23,123.77
124.20,125.70,125.91,124.09
125.36,125.92,126.52,125.00
124.74,124.34,124.75,123.98
124.80,124.96,126.22,124.34
126.14,127.50,128.35,126.01
127.34,126.99,128.87,126.89
128.75,129.34,129.42,128.01
129.29,131.91,131.93,128.79
132.00,131.80,132.54,130.85
131.62,131.37,132.12,130.74
131.38,132.45,133.23,130.38
133.64,130.15,133.64,130.07
130.44,133.45,134.62,130.44
132.48,135.80,136.02,132.12
137.84,137.93,140.45,136.24
137.11,137.34,138.37,136.77
139.97,136.56,140.00,136.17
136.72,136.30,137.22,134.91
136.16,137.79,138.93,135.52
137.80,139.16,140.33,137.80
138.93,139.00,139.51,138.00
139.20,138.86,139.66,138.02
140.17,139.49,140.19,138.44
138.20,138.65,139.91,137.74
141.42,137.77,141.42,137.26
137.84,138.87,139.24,137.31
139.41,141.58,142.15,139.41
141.80,139.90,142.80,138.02
140.13,138.30,140.67,137.75
138.23,138.31,139.39,137.88
139.00,138.28,139.00,136.83
138.17,138.92,139.15,137.40
139.11,137.34,139.61,135.91
137.31,137.62,139.31,136.11
137.46,140.75,140.75,137.46
142.35,140.49,143.22,139.98
141.00,141.50,141.90,139.65
141.00,141.53,142.33,140.26
141.89,142.58,143.54,141.63
143.68,144.17,145.08,142.37
144.65,145.75,148.31,144.04
145.19,147.70,147.70,145.16
145.45,146.50,147.06,145.45
146.62,147.86,147.89,146.05
147.85,146.15,148.26,145.93
146.53,146.53,147.02,145.45
145.44,146.55,146.56,144.88
145.88,146.56,147.23,145.45
149.89,149.19,149.89,147.21
149.34,150.30,150.90,147.83
150.24,151.93,151.98,149.67
151.03,150.48,151.95,149.10
150.84,151.23,151.25,149.70
150.80,151.99,152.51,150.80
152.39,155.44,155.50,151.58
155.07,153.39,155.24,152.99
153.81,155.83,155.83,153.64
155.69,154.41,155.69,153.01
154.87,157.20,157.59,154.17
157.41,158.97,160.35,157.12
158.01,157.59,158.21,155.83
157.91,158.00,158.80,156.93
157.68,158.00,158.53,157.45
158.19,155.59,158.46,155.08
155.62,156.49,156.62,154.57
157.28,155.32,157.28,154.00
155.42,156.98,158.14,155.15
156.84,156.62,156.95,155.62
156.23,156.73,156.95,155.53
157.70,158.80,160.08,157.70
153.81,150.37,155.73,147.60
141.79,142.95,150.00,141.79
146.60,145.28,147.47,142.17
145.00,147.19,148.14,145.00
147.45,146.07,149.91,146.04
146.01,146.47,147.22,145.49
146.60,148.09,148.50,146.60
148.01,148.86,149.48,147.26
148.40,147.98,149.28,147.73
147.74,146.61,148.39,146.48
147.62,147.00,148.25,146.67
146.92,146.86,148.52,146.44
146.41,144.73,146.41,143.12
145.50,148.08,148.14,144.95
148.59,147.15,149.98,146.83
147.85,147.60,148.74,146.44
147.32,148.92,149.70,146.68
149.58,149.98,150.00,148.42
149.36,151.82,151.82,149.06
150.88,153.52,153.75,150.88
153.28,156.91,157.68,153.28
156.94,159.02,159.14,156.50
159.07,159.09,160.70,158.50
159.59,158.79,160.28,157.44
156.09,157.88,158.06,155.74
157.88,158.22,159.50,157.58
158.57,158.50,159.12,157.28
159.19,158.89,159.32,157.65
159.39,159.53,159.56,158.12
158.13,159.28,159.62,158.13
159.24,159.13,160.00,158.77
159.70,160.64,160.80,159.27
160.03,159.70,161.51,159.19
159.75,159.93,160.41,159.18
160.50,159.49,160.50,158.76
159.70,161.84,163.30,159.51
160.02,161.83,161.87,159.18
162.05,166.05,166.10,161.81
166.04,165.35,167.63,164.58
166.15,164.91,166.44,164.05
164.66,161.55,165.10,160.82
161.83,159.52,162.55,158.92
158.15,159.56,159.80,156.78
159.39,160.55,160.55,158.68
161.03,158.92,161.94,158.64
159.59,158.71,160.00,158.33
158.90,158.80,159.23,158.14
155.41,154.89,155.50,150.78
153.84,152.61,155.62,152.49
153.01,152.57,153.28,152.08
151.15,147.00,152.22,146.78
146.82,145.21,147.05,144.24
145.65,145.50,145.89,144.77
145.86,146.37,146.76,145.51
146.00,145.41,146.21,144.70
145.45,148.54,149.22,145.45
149.00,150.59,150.96,148.54
150.14,149.50,152.03,148.65
145.66,150.43,151.84,145.66
150.42,150.59,152.02,149.68
150.35,150.42,151.10,149.50
150.35,148.73,151.83,148.51
149.31,147.74,150.78,147.51
147.80,148.34,149.11,147.26
149.99,154.85,155.30,148.53
155.24,153.47,155.75,153.27
153.11,150.00,153.95,149.89
150.36,150.58,151.18,150.22
150.25,149.64,150.25,149.28
149.40,148.94,149.59,148.71
148.94,147.16,149.42,146.44
146.98,144.94,147.37,144.88
145.53,148.49,148.59,144.34
148.31,148.01,148.87,146.97
148.00,146.24,149.72,145.86
146.23,147.68,148.20,145.51
147.00,145.95,147.00,145.13
145.50,144.39,146.00,143.29
145.78,144.82,145.78,143.99
144.65,144.18,144.65,143.16
144.03,144.08,145.54,143.50
143.97,137.62,143.97,137.57
137.65,137.89,138.24,136.00
137.67,140.05,140.59,137.46
140.16,137.26,140.16,136.63
137.19,136.60,137.66,135.78
136.67,136.81,138.00,135.02
136.83,137.22,137.66,135.01
135.47,135.32,138.12,134.50
135.77,131.84,136.30,131.09
132.09,130.26,133.92,128.44
130.25,130.08,132.62,129.16
130.75,132.18,132.77,129.86
132.31,131.30,132.94,130.54
131.70,129.96,132.76,129.80
