ESGR,Enstar Group Limited - Ordinary Shares,NASDAQ
194.70,194.15,195.28,194.10
194.00,190.70,194.00,190.45
190.70,192.75,193.90,190.70
192.80,193.40,194.00,190.60
193.70,195.25,198.00,192.55
196.90,198.10,200.80,196.90
198.90,197.65,199.20,197.20
196.75,198.50,200.40,196.75
197.95,197.75,202.00,197.20
197.75,203.75,204.50,196.40
204.95,202.70,204.95,201.40
202.70,199.10,203.40,198.95
197.30,198.50,200.50,194.05
198.00,202.00,203.70,198.00
200.20,198.10,200.50,198.00
198.70,198.25,199.35,195.65
199.55,198.25,199.70,196.30
198.85,197.70,199.10,196.25
200.85,197.90,203.05,196.70
199.05,203.45,203.75,199.05
202.05,198.70,202.70,197.20
200.00,199.20,203.72,198.10
198.20,196.60,199.00,195.25
196.20,197.20,197.85,192.50
198.25,198.10,199.35,196.05
207.30,194.25,207.30,193.55
194.85,194.30,195.45,193.10
