ESGR,Enstar Group Limited - Ordinary Shares,NASDAQ
63.56,63.81,64.16,63.05
64.52,64.37,65.63,64.08
65.50,65.70,66.31,64.25
65.42,66.60,66.63,65.42
66.39,66.33,67.26,66.06
68.00,68.55,68.97,67.00
68.20,67.81,68.50,66.59
67.68,66.60,67.82,65.78
67.19,68.04,69.25,66.72
68.51,67.11,69.61,67.04
66.93,67.03,68.86,66.93
67.16,66.79,67.16,66.45
66.59,66.52,67.10,66.03
66.88,69.15,69.22,66.60
69.30,68.83,69.74,68.67
67.98,66.67,67.98,66.45
66.87,66.44,66.87,66.21
66.33,66.18,67.49,65.01
66.80,66.21,66.99,66.02
66.92,65.72,67.56,65.56
65.90,68.04,68.09,65.80
68.79,68.83,69.00,67.88
68.08,70.53,70.78,68.06
70.25,70.17,70.76,69.96
71.29,73.26,73.41,71.24
73.21,73.51,73.86,72.33
73.80,72.54,73.80,72.06
71.84,70.78,71.84,70.58
71.05,70.10,71.05,69.93
69.21,71.76,71.77,69.21
72.17,71.25,73.08,71.22
72.04,72.48,73.39,71.22
72.04,73.60,73.67,71.70
74.33,75.17,75.20,73.98
75.91,74.99,76.29,74.99
74.17,73.37,74.75,73.32
74.18,73.38,74.72,72.94
72.27,72.73,73.75,72.27
73.50,73.19,74.11,72.73
73.12,72.41,73.12,72.41
72.56,74.77,74.89,72.32
74.46,73.56,75.24,73.56
72.79,73.66,74.00,72.79
74.35,75.50,76.21,73.06
74.57,74.02,75.97,70.97
72.76,71.90,74.89,70.94
70.98,71.27,71.79,70.60
71.25,70.28,71.62,70.28
70.28,70.52,70.72,69.63
71.39,71.57,71.75,70.16
71.70,71.87,72.35,70.69
71.40,69.82,71.49,69.75
69.50,70.35,70.52,69.50
70.56,69.37,70.80,69.37
68.56,68.50,69.48,68.34
67.98,70.59,70.70,67.98
70.64,69.91,71.00,69.63
70.71,71.50,71.50,70.02
70.95,69.52,71.42,69.49
67.04,69.62,70.30,67.04
70.79,72.17,72.18,70.00
71.97,71.81,72.15,71.14
72.60,72.29,72.60,70.83
71.99,70.00,72.30,69.89
70.39,70.55,71.77,70.39
71.39,71.33,72.00,70.23
71.39,71.02,71.39,70.66
71.56,73.68,73.68,70.40
73.50,73.25,73.50,71.38
72.74,73.13,73.13,71.32
72.80,71.70,72.80,71.66
72.59,70.82,72.59,70.74
71.19,71.47,71.80,71.05
71.10,70.35,71.50,70.10
70.14,69.97,70.78,69.97
69.34,69.73,70.40,69.34
69.84,71.49,71.50,69.84
68.96,70.15,71.53,68.96
70.28,71.13,71.14,70.18
70.71,72.11,72.12,70.71
72.38,72.60,73.00,71.57
73.17,72.25,73.27,72.01
71.90,71.69,71.93,70.86
71.36,72.74,72.75,70.26
72.38,73.77,74.72,71.68
74.45,75.05,76.40,73.03
75.00,76.97,77.33,74.91
77.05,75.67,77.05,75.35
75.24,76.52,76.57,74.53
76.52,78.97,79.45,75.82
78.74,79.61,80.06,78.06
80.55,80.80,81.25,79.94
81.30,81.43,82.22,80.90
80.59,80.21,81.71,79.84
80.86,81.14,81.38,77.89
81.42,79.45,82.07,78.66
72.01,81.54,81.95,72.01
81.86,81.90,82.74,80.04
80.41,80.85,81.84,80.41
80.70,80.74,81.18,79.32
81.17,80.21,81.57,80.21
80.20,80.22,81.95,78.98
80.58,81.38,81.70,80.00
81.99,85.93,86.50,81.99
84.99,84.00,85.64,83.96
85.48,86.80,86.89,85.40
86.66,84.72,86.66,84.55
84.17,82.33,84.25,81.54
82.33,80.11,82.33,80.11
79.06,82.69,82.97,76.60
81.76,82.52,83.10,81.66
81.69,81.40,82.15,80.96
81.59,82.50,82.95,81.30
82.00,81.61,82.00,80.78
81.39,82.15,82.15,80.92
82.49,84.19,84.43,81.94
84.11,85.18,85.67,83.43
85.13,86.09,86.09,84.79
85.43,84.21,85.49,83.26
84.89,85.12,85.60,83.49
84.81,84.94,85.50,84.81
84.28,83.50,84.46,82.38
82.93,83.00,84.10,82.52
84.58,84.22,84.94,83.66
84.49,85.07,85.41,82.54
84.89,85.26,85.35,84.26
85.14,85.17,85.69,84.43
85.79,86.21,86.57,85.27
86.65,86.94,87.50,85.67
87.81,89.07,89.74,85.98
87.30,89.72,89.73,87.30
89.70,88.82,89.92,88.46
89.32,87.85,89.32,85.61
87.98,86.79,89.43,85.58
86.85,86.61,87.08,85.31
86.72,85.89,87.74,85.34
86.51,85.33,86.55,84.29
85.41,85.67,85.99,85.00
85.04,85.64,86.00,84.56
85.84,85.26,86.08,84.70
85.26,85.15,85.55,84.79
85.33,85.31,85.43,84.59
85.49,87.40,87.46,85.41
86.44,87.15,87.52,86.13
85.57,84.58,87.18,84.58
84.66,86.76,87.07,84.58
87.14,84.58,87.62,84.58
84.53,86.11,86.11,84.44
85.89,83.72,85.89,83.50
83.61,82.70,84.02,81.77
82.26,83.09,83.42,82.26
83.38,83.68,84.79,83.00
84.70,84.72,84.72,83.08
84.95,84.62,85.30,84.31
84.34,83.73,84.72,83.30
83.79,83.18,85.19,82.57
83.29,81.38,83.30,80.75
81.46,80.50,81.50,80.20
80.80,80.71,81.35,80.25
80.75,81.40,81.50,80.43
81.12,81.28,81.48,80.58
81.31,81.22,81.65,80.78
81.43,81.21,81.81,80.76
81.21,80.75,81.21,80.60
80.75,82.77,82.96,80.75
83.04,83.93,84.19,82.98
83.60,83.32,85.00,82.36
83.32,82.66,84.32,82.50
83.61,81.70,84.00,81.60
82.11,83.13,83.78,81.91
83.18,82.52,83.18,82.00
82.52,82.54,82.91,81.31
82.95,82.03,82.95,81.61
81.60,82.72,82.98,81.10
82.48,82.45,83.49,80.58
81.22,82.52,82.74,81.22
82.16,82.59,83.33,82.16
82.19,82.97,83.24,82.19
83.35,83.18,83.35,82.45
82.19,82.23,83.15,82.11
82.24,81.00,83.04,80.81
81.07,81.31,81.80,81.00
81.34,82.92,83.38,81.10
83.55,83.86,84.74,82.81
83.75,83.48,84.10,82.73
83.22,82.75,83.72,82.36
83.35,83.08,83.73,83.03
83.02,82.78,83.65,82.42
83.15,87.25,88.14,83.15
87.12,91.36,93.46,87.12
91.58,93.43,93.54,91.51
92.55,91.03,93.04,90.78
90.57,89.87,90.85,89.05
88.82,90.13,90.97,88.82
87.82,88.95,89.03,84.91
88.95,87.07,88.95,87.07
88.14,90.06,90.07,87.55
90.49,91.66,91.67,90.38
92.24,93.66,93.67,92.24
93.73,94.09,94.65,93.73
93.79,95.27,95.40,93.30
95.73,95.10,95.73,94.34
95.06,96.51,97.68,95.06
96.50,96.42,97.00,96.05
96.69,97.70,97.70,96.30
97.86,100.32,100.32,97.02
99.77,99.88,100.69,98.97
100.00,99.84,100.00,99.32
100.00,100.00,100.00,97.36
99.71,99.85,101.60,99.07
99.85,99.89,100.00,99.63
100.16,99.44,100.16,98.29
100.00,99.19,100.00,99.19
99.34,99.37,99.61,99.13
99.00,97.58,99.00,97.58
98.33,98.73,99.45,97.23
97.85,99.05,99.06,96.23
99.00,101.47,101.47,99.00
100.26,101.35,101.80,99.17
101.48,99.14,101.91,98.52
100.99,101.37,101.57,99.26
101.46,100.65,101.46,99.61
100.52,100.76,101.00,99.15
100.74,104.72,104.78,100.68
104.68,105.40,106.97,103.55
105.41,106.82,106.82,105.41
107.23,112.15,114.56,106.25
112.43,106.18,113.83,106.18
109.50,108.77,110.86,107.22
109.55,107.25,112.10,106.75
107.04,104.75,108.86,104.51
105.99,103.90,108.13,103.65
104.65,104.18,106.90,103.40
104.63,105.30,106.40,103.85
104.83,101.23,104.83,101.13
101.05,102.00,103.03,99.78
102.00,100.00,103.48,97.92
101.35,99.63,101.99,99.25
99.46,101.17,102.29,99.46
101.94,101.81,103.05,100.30
102.00,101.92,102.04,100.27
100.03,100.87,101.92,99.99
99.91,98.62,102.00,98.51
97.87,97.03,98.43,96.34
97.01,101.09,101.49,96.50
100.70,103.22,104.24,100.70
103.89,102.83,104.65,101.99
103.99,101.73,104.58,101.68
102.47,100.19,103.80,99.78
100.59,100.18,100.63,99.55
98.84,99.62,100.10,98.84
99.74,100.01,100.86,99.62
102.09,100.29,103.60,100.00
99.90,100.34,102.61,99.90
101.10,100.43,101.41,99.75
100.24,99.73,100.91,99.31
100.57,99.59,101.17,99.19
100.80,102.37,102.64,100.05
101.74,100.15,101.74,99.74
99.20,99.90,101.46,98.35
100.47,100.54,101.00,99.45
100.31,100.92,100.99,99.37
101.86,100.21,104.21,99.74
100.00,99.99,100.72,99.80
99.27,102.12,102.18,99.27
102.08,100.47,102.86,99.94
100.93,103.77,104.57,97.31
103.80,104.92,105.20,101.89
105.56,103.39,105.99,103.14
103.97,104.49,105.45,102.55
104.82,106.04,106.11,104.32
106.00,104.09,106.00,103.81
104.13,105.17,106.00,103.00
106.08,106.33,107.03,104.40
105.58,106.53,107.48,104.68
105.58,103.99,106.48,103.41
104.27,104.74,105.94,103.96
105.80,107.35,108.80,104.22
107.76,107.50,109.65,106.68
106.42,108.15,108.56,106.42
108.12,107.06,109.30,106.11
107.76,108.05,108.30,105.25
108.06,107.91,108.87,106.02
108.83,110.00,110.00,106.15
110.00,108.99,110.00,108.44
108.70,106.40,108.80,106.16
105.72,105.27,107.89,104.80
105.25,104.90,107.16,104.43
105.00,106.21,106.96,104.73
105.31,105.64,106.78,103.53
106.28,105.41,106.99,105.00
105.14,104.00,104.00,103.50
104.15,107.74,107.80,103.49
105.98,102.31,107.31,102.11
102.37,101.29,103.04,97.50
90.51,97.53,100.98,90.51
98.56,101.24,102.24,94.25
99.44,98.30,99.74,94.15
96.51,100.89,101.55,96.00
99.31,96.85,101.75,96.53
97.80,100.05,100.32,96.46
99.33,99.50,100.03,97.50
99.32,99.06,100.48,98.09
95.36,93.41,97.64,91.31
91.80,91.56,94.18,91.54
93.72,92.01,93.89,90.77
91.70,98.91,98.94,91.70
98.05,102.52,102.72,98.05
102.94,99.36,104.83,98.67
98.95,101.57,102.24,98.64
101.99,105.00,105.50,101.99
104.25,103.94,104.40,102.12
104.65,102.96,104.81,102.84
103.59,100.09,104.42,99.75
98.51,95.66,99.90,95.52
92.74,95.20,95.34,90.54
96.35,98.46,98.46,95.25
98.31,95.54,98.89,95.14
95.26,91.88,95.26,91.36
90.66,93.75,94.14,86.55
93.99,95.29,95.50,93.50
95.59,96.43,97.45,93.79
96.72,95.04,97.90,94.67
94.80,99.85,100.27,94.04
97.60,98.23,99.61,96.22
98.88,98.31,100.82,98.30
97.95,98.00,99.95,97.56
95.60,96.20,99.61,94.45
95.77,97.05,97.44,94.82
97.25,97.92,98.52,95.79
99.34,98.57,101.70,97.54
98.98,93.35,99.60,93.29
96.72,95.12,96.72,92.36
94.22,95.23,96.22,93.41
94.34,90.06,96.74,89.52
89.63,97.48,99.62,89.63
97.65,96.44,97.65,95.40
95.91,97.31,97.99,95.91
98.00,95.11,99.00,94.71
96.57,98.91,98.98,96.38
98.50,99.58,99.94,97.50
99.95,99.00,100.13,98.51
97.74,98.48,98.48,97.74
99.00,98.94,99.00,97.00
97.80,94.00,97.80,93.53
94.84,94.73,95.69,93.30
94.40,92.56,95.07,92.23
92.83,92.88,94.02,90.85
93.04,93.38,94.00,92.37
94.44,94.30,94.84,92.98
91.43,93.59,95.39,91.43
93.00,95.48,95.77,92.97
98.25,99.95,100.00,96.00
98.93,98.00,100.48,97.80
97.26,91.97,97.26,91.81
89.37,88.08,93.00,87.53
89.91,91.71,91.71,88.79
89.62,93.90,93.97,89.62
93.09,93.30,93.85,91.75
93.27,95.72,97.33,93.01
96.77,99.32,99.89,96.13
97.06,95.55,97.13,93.03
97.26,95.00,97.26,93.60
96.04,97.15,98.19,96.04
96.98,95.81,97.76,95.15
95.56,97.96,98.00,94.81
97.07,95.06,97.56,95.06
95.27,95.17,98.85,94.36
95.33,96.36,96.95,95.28
95.08,94.50,96.07,94.44
94.93,93.67,95.09,93.35
93.36,91.85,93.36,91.04
91.14,91.69,92.28,90.89
93.98,95.15,95.20,93.24
94.73,94.85,95.89,94.64
97.85,101.11,101.26,95.22
100.01,97.41,100.01,95.26
98.46,99.44,99.53,97.33
99.66,99.84,99.85,98.43
99.55,99.48,100.63,98.23
99.29,98.70,99.29,96.95
97.45,97.55,98.50,96.27
97.75,98.75,99.95,97.27
97.54,97.95,97.99,97.10
98.29,98.84,99.25,98.25
98.40,98.43,99.68,97.83
98.55,99.31,99.31,98.02
100.46,99.72,100.46,97.64
99.82,97.99,99.82,97.94
99.35,99.90,99.90,98.73
99.36,99.59,99.83,98.97
98.60,99.25,99.83,98.43
98.96,98.62,99.01,97.93
98.64,98.69,98.70,98.00
97.91,97.58,98.50,96.54
97.89,98.69,98.70,97.60
98.51,98.20,98.55,97.65
99.20,99.40,99.59,98.76
98.51,98.00,98.56,96.96
97.46,97.71,97.83,95.81
97.90,96.86,97.90,96.86
96.37,96.09,96.48,95.49
97.16,97.05,97.55,96.30
96.40,97.51,98.40,96.40
97.75,97.98,98.00,96.54
96.65,96.93,97.39,95.00
97.50,97.06,97.73,96.60
96.99,97.02,97.25,94.94
97.12,96.81,97.20,96.07
97.14,97.65,97.95,96.50
98.15,97.75,98.15,96.59
97.36,98.26,98.55,96.03
98.04,98.39,101.66,97.81
98.94,99.11,99.47,98.70
98.95,99.68,100.06,98.60
99.00,99.57,99.76,98.81
99.89,99.53,99.90,98.81
99.60,99.58,100.12,97.00
99.81,99.89,100.18,99.37
100.60,100.07,100.70,99.57
99.47,99.01,99.98,98.75
98.73,100.08,100.09,98.05
100.08,99.54,101.70,98.32
99.53,97.93,99.53,97.69
97.01,97.01,97.61,97.01
97.62,97.35,97.89,97.00
97.05,96.96,97.50,96.70
97.28,97.56,97.66,96.90
97.95,98.54,98.65,97.83
98.79,98.70,98.88,98.28
98.55,98.49,98.55,97.37
97.90,97.85,98.29,97.28
97.80,99.30,99.50,97.75
99.00,98.86,99.50,98.65
98.01,97.81,98.45,97.38
97.88,97.30,98.19,96.80
97.85,96.98,98.40,96.97
97.28,97.64,98.25,97.15
97.79,96.59,98.05,95.77
96.81,98.15,98.27,96.30
97.48,97.55,97.85,96.73
98.03,98.25,98.25,97.52
98.34,98.53,98.55,97.74
97.85,99.24,99.25,97.85
98.59,98.20,98.66,97.78
98.72,98.75,99.02,97.95
98.47,97.50,98.47,97.46
97.50,97.15,97.50,96.91
97.04,98.18,99.25,97.04
98.20,99.17,99.50,97.03
98.48,98.44,99.40,98.43
98.75,97.27,98.75,97.00
97.00,96.73,97.04,96.10
96.62,98.16,98.17,96.45
98.69,99.94,100.59,98.69
99.95,100.72,101.50,99.66
100.56,99.25,100.99,99.05
99.00,100.04,100.25,99.00
100.83,98.99,100.83,98.41
98.66,99.26,99.67,98.66
99.21,98.01,99.40,97.56
97.76,96.63,97.76,96.63
97.15,96.87,97.25,95.84
95.51,95.52,96.73,95.40
96.01,94.02,96.15,93.67
95.29,95.08,95.70,93.71
95.25,95.49,96.05,94.84
94.44,92.72,94.44,91.31
93.33,94.16,94.55,92.96
94.23,95.85,96.07,94.23
95.49,93.25,95.49,92.41
92.96,92.50,94.00,92.34
93.88,93.30,93.90,92.68
92.18,91.50,92.50,91.01
91.55,94.35,94.35,91.55
94.96,95.55,95.55,94.71
95.84,95.82,96.05,95.24
97.76,96.10,97.76,95.64
95.97,94.17,96.58,93.66
94.13,93.42,94.84,92.68
93.13,92.33,93.25,91.42
92.29,93.01,93.44,91.96
93.01,92.86,94.30,92.00
92.63,93.60,93.84,92.58
92.77,94.86,95.03,92.68
93.71,94.11,94.60,93.45
94.15,94.28,94.56,92.87
93.20,93.24,93.58,92.52
92.82,93.73,94.00,92.82
93.60,93.84,94.17,93.40
94.33,94.55,95.11,93.47
94.44,93.81,94.99,93.80
93.59,90.68,94.21,90.60
90.73,91.39,92.34,90.02
91.69,91.07,93.79,90.54
90.08,90.85,91.06,89.03
90.11,93.46,93.46,90.11
94.06,93.24,94.39,93.00
94.00,93.75,94.00,92.49
92.48,93.75,95.00,92.00
94.04,91.12,94.90,91.11
90.00,90.51,91.73,89.00
90.48,92.51,92.98,90.07
92.30,95.01,95.01,92.09
95.35,98.00,98.00,95.35
98.75,97.00,98.75,96.04
96.73,98.52,98.75,96.47
99.00,96.27,99.00,96.25
97.28,97.20,97.69,96.11
97.35,96.43,98.52,96.43
97.00,98.00,98.50,97.00
98.51,98.99,99.00,97.22
98.21,98.99,99.72,98.21
99.14,100.50,101.00,98.38
100.72,99.15,100.72,97.75
100.55,97.11,100.55,96.41
97.87,98.78,99.05,97.42
97.59,97.00,98.48,95.68
97.25,96.80,98.48,96.42
96.80,96.30,97.74,96.00
95.46,96.07,96.61,94.09
97.42,98.94,98.95,95.92
97.83,100.65,100.85,97.83
100.56,101.47,101.47,97.59
101.38,96.69,101.38,96.04
95.88,97.51,99.10,95.16
97.11,96.36,97.11,95.88
97.25,96.25,97.81,95.42
95.92,96.52,96.98,94.96
95.92,98.68,99.53,95.71
99.38,100.57,100.75,97.51
99.82,97.50,100.03,97.50
98.26,98.80,98.96,97.57
98.72,97.64,98.72,96.12
97.57,95.15,98.98,94.98
95.62,96.66,99.06,95.62
95.56,94.31,96.67,93.84
94.80,92.11,97.05,91.53
93.13,93.17,94.55,92.20
94.23,95.25,96.02,94.23
95.83,97.00,97.47,93.81
97.02,94.18,97.95,93.67
94.18,93.48,95.22,92.58
93.42,90.99,94.21,90.98
91.18,91.48,92.82,90.51
92.28,97.03,97.87,92.28
97.50,96.24,97.91,93.64
96.64,97.10,98.17,95.66
96.20,94.23,96.60,93.77
93.98,94.70,94.70,92.50
94.43,93.89,94.43,93.50
93.51,93.78,93.79,91.49
94.42,94.62,95.00,93.19
94.06,94.70,94.79,93.56
94.39,95.99,96.32,94.00
95.59,96.15,96.84,94.66
95.88,96.14,96.92,95.17
96.01,95.48,97.16,95.26
94.73,94.92,95.48,92.53
95.17,95.62,96.88,93.41
95.17,95.87,96.53,94.24
95.74,94.75,96.09,94.07
93.95,94.69,95.81,93.85
94.82,93.81,94.82,93.45
93.45,93.55,94.48,93.25
94.05,92.46,94.05,92.02
92.95,93.50,93.69,92.30
94.08,93.83,94.70,92.51
94.00,95.42,95.47,93.75
95.66,95.21,95.66,93.72
95.57,96.57,96.87,94.89
96.29,97.28,97.52,96.13
97.72,97.67,97.96,97.17
97.62,99.76,101.42,97.09
99.08,100.73,101.00,99.08
100.71,99.48,100.91,98.22
99.07,101.24,101.50,98.09
101.50,101.97,102.72,100.21
100.96,102.40,103.20,100.72
102.04,103.57,103.78,102.04
103.38,104.45,105.44,103.07
104.20,101.77,105.18,101.77
102.55,101.62,103.20,100.80
102.28,101.22,102.28,100.00
100.40,99.65,100.89,99.38
100.42,100.86,101.10,99.15
100.86,100.42,100.86,99.30
100.00,98.75,100.85,97.90
99.10,100.58,100.58,99.10
100.23,100.73,100.73,97.01
100.69,101.11,101.66,100.27
100.65,99.82,100.84,99.30
99.64,100.89,100.89,98.92
101.18,100.07,101.18,99.36
99.81,99.65,100.51,99.22
100.19,101.91,101.93,99.61
102.00,101.99,102.10,101.26
102.10,102.03,102.10,100.07
101.65,100.73,101.70,100.11
101.31,98.47,101.31,97.22
99.21,98.97,99.57,98.30
98.79,98.70,99.28,98.15
98.99,98.73,99.70,98.36
99.66,100.49,100.50,99.26
100.28,99.18,100.28,98.50
99.53,100.00,100.20,97.53
99.76,100.35,102.25,98.00
100.42,99.80,102.70,97.00
99.04,99.24,101.23,98.59
99.72,101.57,102.58,98.27
100.35,98.13,100.35,98.00
98.29,98.82,99.40,98.00
98.06,101.09,102.20,98.04
100.35,101.43,101.57,99.74
100.84,99.93,100.84,98.60
100.43,98.08,101.08,98.00
98.05,98.61,99.86,98.05
98.47,99.88,99.95,98.07
101.00,101.48,101.49,100.01
100.96,101.63,102.00,100.59
101.76,101.86,102.17,100.93
102.00,101.67,102.00,100.41
101.35,102.61,102.61,100.84
102.37,102.41,102.87,102.09
102.30,101.75,102.41,100.50
102.79,102.26,102.79,101.78
102.50,102.41,102.50,101.85
102.50,102.21,102.50,101.51
101.98,104.29,104.70,101.73
104.75,105.38,105.79,104.29
105.20,105.31,105.86,105.00
105.75,105.62,106.27,105.00
105.47,105.36,105.70,104.21
105.83,105.73,106.43,105.16
106.25,105.10,106.33,104.44
105.00,104.22,105.19,104.22
104.20,104.76,105.17,103.85
105.24,105.13,106.02,104.37
105.15,104.99,105.78,104.43
105.36,106.24,106.25,104.37
105.69,109.10,110.14,105.69
105.46,104.30,107.26,103.16
104.92,103.78,105.48,103.78
104.50,103.84,106.30,102.40
103.64,103.12,104.59,102.28
102.91,107.07,108.53,102.91
107.00,111.98,112.06,105.73
113.16,119.79,125.49,112.72
119.61,117.91,119.61,114.06
118.70,117.85,118.70,117.20
116.92,115.21,117.89,115.21
114.51,115.25,117.25,114.51
115.88,116.03,117.77,115.88
117.23,117.04,118.25,115.57
117.34,115.51,117.60,115.51
115.53,118.19,118.19,115.53
117.88,116.36,117.90,116.08
116.38,116.32,117.94,116.32
116.36,117.23,118.86,116.30
117.52,117.64,117.98,116.25
118.53,120.00,121.44,117.75
119.91,119.99,120.00,119.18
120.43,119.83,120.43,118.80
120.66,120.97,121.03,119.31
121.00,122.03,125.10,118.53
121.56,123.21,125.11,121.52
123.73,121.19,124.62,120.53
120.71,123.06,124.49,118.24
123.91,124.63,125.06,121.65
123.00,124.07,125.68,121.46
124.28,124.40,125.38,123.26
124.27,125.30,125.55,123.44
125.60,124.62,125.75,123.14
125.15,125.13,125.99,123.33
125.88,128.09,129.83,125.53
127.75,128.50,129.31,127.41
128.86,125.58,128.86,124.05
125.65,125.01,126.05,124.18
126.25,127.05,128.02,126.25
127.58,126.96,128.10,126.63
127.38,125.71,127.38,125.19
125.94,124.77,126.39,124.25
125.83,126.22,126.53,124.65
125.91,123.74,127.10,122.88
124.24,123.88,125.35,123.75
124.13,125.72,126.27,122.92
125.64,125.34,126.54,124.28
124.40,125.53,125.75,123.90
125.75,123.45,125.75,119.66
124.00,121.43,124.00,119.28
122.57,123.83,124.00,119.49
123.61,123.20,124.35,120.63
124.23,124.00,124.57,123.00
123.46,121.87,123.46,121.57
121.70,120.16,122.62,119.91
119.87,120.98,121.00,118.90
120.99,122.95,123.00,120.02
123.00,123.70,123.76,120.46
121.86,122.19,123.00,121.01
122.88,123.38,124.14,122.22
123.83,123.67,124.00,123.10
122.98,124.50,124.80,122.05
124.30,125.02,125.40,123.92
125.59,125.69,125.88,124.40
126.45,125.40,126.59,124.70
124.91,124.57,125.30,122.49
125.22,124.29,125.22,121.73
124.50,122.58,124.56,121.50
123.71,122.83,124.96,122.70
123.43,121.90,123.91,121.84
122.00,122.35,122.88,121.69
120.40,120.35,121.98,120.35
121.09,120.19,121.09,118.56
120.70,120.96,121.50,120.34
120.96,122.54,122.59,120.41
122.10,123.67,125.00,122.10
123.45,123.88,124.12,122.52
123.06,124.16,124.46,122.52
125.23,126.56,126.60,123.31
125.09,125.30,125.99,124.21
125.14,125.10,125.59,124.15
124.70,125.01,125.49,124.45
124.90,124.65,125.00,122.79
124.92,125.70,125.70,123.75
125.22,125.08,125.49,124.75
125.07,127.25,127.80,125.00
127.16,126.50,127.16,125.83
126.80,126.82,127.58,126.01
126.75,127.09,127.34,126.75
127.00,127.01,127.38,126.95
127.28,127.06,127.84,127.00
127.80,129.81,130.70,127.80
129.31,129.89,130.40,129.31
130.05,131.84,131.84,129.29
131.84,133.39,134.29,130.54
133.54,132.14,134.87,131.74
132.73,133.41,135.75,131.99
132.85,133.58,134.35,132.35
134.18,135.93,138.99,133.23
135.95,134.00,136.00,133.18
133.83,133.40,134.77,132.90
134.49,132.65,134.49,131.62
133.02,131.41,133.78,129.55
131.80,130.44,131.80,129.68
130.19,127.98,132.94,127.26
127.00,127.15,128.00,126.60
126.57,126.94,127.56,125.84
127.00,127.24,128.19,125.51
126.50,126.87,127.75,125.61
127.00,127.72,127.87,125.52
126.94,126.27,127.77,125.80
127.00,132.68,132.72,126.22
132.53,130.99,133.95,129.79
131.14,130.44,131.99,129.96
130.10,131.00,132.02,130.10
132.05,134.94,134.95,131.53
135.00,134.02,135.00,133.23
133.43,133.13,134.95,133.00
133.97,132.42,135.00,131.60
132.30,133.25,134.08,132.09
132.65,130.83,133.01,130.53
131.64,131.58,133.23,128.45
132.41,132.44,132.94,130.70
132.69,131.54,133.60,131.13
