TSI,TCW Strategic Income Fund,NASDAQ
5.25,5.24,5.27,5.23
5.24,5.24,5.24,5.23
5.23,5.23,5.25,5.23
5.24,5.26,5.26,5.23
5.25,5.25,5.26,5.25
5.25,5.27,5.27,5.23
5.25,5.26,5.27,5.25
5.27,5.28,5.29,5.25
5.26,5.29,5.29,5.26
5.28,5.30,5.30,5.28
5.31,5.31,5.32,5.27
5.31,5.35,5.35,5.30
5.32,5.35,5.35,5.31
5.35,5.34,5.35,5.33
5.27,5.27,5.29,5.23
5.29,5.29,5.29,5.26
5.29,5.33,5.33,5.27
5.32,5.32,5.32,5.30
5.32,5.32,5.33,5.30
5.32,5.32,5.33,5.31
5.32,5.30,5.32,5.27
5.29,5.28,5.30,5.25
5.27,5.33,5.34,5.27
5.31,5.32,5.33,5.30
5.31,5.32,5.34,5.31
5.34,5.39,5.39,5.33
