TSI,TCW Strategic Income Fund,NASDAQ
5.20,5.22,5.24,5.19
5.22,5.17,5.24,5.02
5.19,5.11,5.19,5.06
5.14,5.19,5.19,5.11
5.19,5.24,5.24,5.19
5.22,5.22,5.26,5.18
5.23,5.27,5.28,5.22
5.37,5.26,5.37,5.26
5.24,5.34,5.34,5.23
5.37,5.32,5.37,5.29
5.34,5.24,5.35,5.24
5.22,5.21,5.27,5.20
5.21,5.16,5.22,5.14
5.19,5.15,5.19,5.11
5.14,5.12,5.16,5.10
5.12,5.15,5.21,5.12
5.16,5.22,5.22,5.15
5.21,5.24,5.27,5.18
5.24,5.26,5.28,5.22
5.24,5.20,5.28,5.20
5.23,5.23,5.25,5.21
5.21,5.20,5.28,5.20
5.21,5.20,5.24,5.18
5.16,5.16,5.19,5.15
5.15,5.21,5.22,5.15
5.22,5.28,5.28,5.20
5.26,5.28,5.28,5.23
5.29,5.26,5.30,5.24
5.25,5.19,5.27,5.17
5.19,5.33,5.33,5.19
5.31,5.24,5.32,5.23
5.25,5.33,5.34,5.24
5.34,5.29,5.34,5.29
5.30,5.31,5.34,5.29
5.34,5.30,5.34,5.29
5.30,5.38,5.38,5.29
5.35,5.32,5.36,5.29
5.32,5.27,5.32,5.26
5.29,5.33,5.34,5.29
5.35,5.38,5.38,5.32
5.38,5.40,5.40,5.36
5.39,5.38,5.39,5.35
5.37,5.37,5.39,5.36
5.38,5.36,5.40,5.36
5.37,5.40,5.40,5.36
5.37,5.44,5.44,5.37
5.40,5.50,5.50,5.40
5.47,5.45,5.50,5.45
5.44,5.41,5.45,5.41
5.40,5.42,5.44,5.40
5.42,5.45,5.48,5.35
5.44,5.38,5.45,5.36
5.39,5.41,5.41,5.38
5.41,5.41,5.46,5.37
5.43,5.46,5.50,5.42
5.44,5.50,5.50,5.44
5.49,5.50,5.50,5.44
5.49,5.48,5.50,5.47
5.46,5.49,5.49,5.46
5.46,5.50,5.50,5.46
5.46,5.46,5.47,5.40
5.44,5.42,5.48,5.41
5.42,5.47,5.47,5.42
5.44,5.46,5.48,5.41
5.44,5.41,5.45,5.41
5.40,5.40,5.43,5.40
5.40,5.41,5.41,5.38
5.43,5.39,5.43,5.36
5.39,5.40,5.41,5.36
5.38,5.35,5.40,5.34
5.34,5.41,5.44,5.28
5.40,5.44,5.46,5.40
5.42,5.45,5.45,5.42
5.46,5.45,5.46,5.42
5.45,5.41,5.46,5.40
5.41,5.45,5.45,5.40
5.45,5.45,5.45,5.38
5.44,5.48,5.49,5.41
5.50,5.49,5.50,5.41
5.45,5.47,5.50,5.43
5.45,5.43,5.49,5.43
5.43,5.42,5.47,5.42
5.42,5.44,5.47,5.42
5.45,5.46,5.48,5.43
5.44,5.44,5.47,5.43
5.43,5.43,5.47,5.43
5.43,5.46,5.49,5.43
5.45,5.47,5.49,5.44
5.47,5.48,5.49,5.44
5.47,5.48,5.50,5.46
5.47,5.43,5.48,5.42
5.43,5.41,5.45,5.41
5.42,5.43,5.45,5.41
5.42,5.48,5.50,5.41
5.45,5.42,5.47,5.41
5.47,5.49,5.50,5.43
5.48,5.46,5.48,5.44
5.44,5.44,5.47,5.42
5.43,5.45,5.46,5.43
5.47,5.45,5.48,5.44
5.44,5.49,5.49,5.44
5.47,5.46,5.49,5.45
5.45,5.48,5.50,5.45
5.49,5.50,5.50,5.45
5.47,5.48,5.49,5.44
5.47,5.45,5.47,5.44
5.43,5.45,5.48,5.43
5.44,5.44,5.46,5.43
5.45,5.50,5.50,5.44
5.48,5.44,5.48,5.43
5.43,5.42,5.45,5.42
5.42,5.31,5.43,5.30
5.26,5.24,5.30,4.95
5.27,5.30,5.41,5.20
5.22,5.32,5.37,5.21
5.30,5.30,5.37,5.29
5.35,5.32,5.35,5.30
5.32,5.35,5.37,5.32
5.37,5.39,5.40,5.33
5.39,5.37,5.39,5.35
5.33,5.34,5.37,5.32
5.34,5.34,5.38,5.32
5.36,5.30,5.36,5.30
5.20,5.22,5.26,5.19
5.19,5.24,5.30,5.19
5.23,5.33,5.33,5.23
5.30,5.30,5.32,5.27
5.29,5.33,5.36,5.29
5.33,5.32,5.34,5.30
5.34,5.33,5.36,5.30
5.33,5.31,5.34,5.31
5.31,5.31,5.32,5.30
5.30,5.33,5.34,5.30
5.32,5.33,5.36,5.32
5.31,5.35,5.37,5.31
5.43,5.38,5.43,5.35
5.40,5.36,5.40,5.35
5.39,5.30,5.39,5.28
5.31,5.29,5.34,5.29
5.30,5.33,5.33,5.26
5.29,5.31,5.35,5.29
5.28,5.26,5.30,5.26
5.26,5.22,5.26,5.21
5.22,5.21,5.28,5.20
5.22,5.21,5.23,5.18
5.17,5.19,5.23,5.17
5.27,5.20,5.29,5.19
5.22,5.17,5.24,5.16
5.21,5.27,5.27,5.14
5.23,5.17,5.25,5.17
5.19,5.14,5.25,5.08
5.05,4.89,5.06,4.70
4.80,5.00,5.00,4.72
4.98,4.90,5.04,4.89
4.86,4.95,4.99,4.86
4.93,5.05,5.05,4.93
5.05,5.12,5.12,5.05
5.14,5.12,5.14,5.10
5.13,5.15,5.15,5.09
5.09,5.06,5.09,5.01
5.00,5.02,5.07,4.99
5.00,5.00,5.05,4.90
5.03,5.10,5.19,4.96
5.12,5.10,5.20,5.08
5.15,5.07,5.17,5.07
5.03,5.04,5.09,5.03
5.10,5.13,5.15,5.07
5.10,5.15,5.20,5.10
5.17,5.19,5.20,5.14
5.17,5.18,5.20,5.16
5.06,5.15,5.17,5.06
5.05,5.16,5.16,5.05
5.17,5.15,5.18,5.15
5.16,5.15,5.18,5.15
5.15,5.16,5.17,5.11
5.12,5.14,5.15,5.10
5.11,5.18,5.18,5.11
5.17,5.16,5.18,5.13
5.18,5.16,5.19,5.12
5.18,5.19,5.20,5.14
5.17,5.16,5.17,5.10
5.17,5.13,5.17,5.11
5.15,5.11,5.16,5.10
5.09,5.11,5.13,5.09
5.12,5.13,5.13,5.04
5.13,5.10,5.14,5.03
5.17,5.08,5.17,5.07
5.04,5.08,5.11,5.03
5.05,5.04,5.08,5.02
5.04,4.98,5.08,4.98
4.95,4.94,4.99,4.92
4.94,4.82,4.94,4.81
4.83,4.95,4.95,4.83
4.92,5.00,5.00,4.92
4.98,4.92,4.98,4.85
4.93,4.96,5.00,4.93
4.98,5.00,5.04,4.97
5.00,4.97,5.04,4.97
4.97,5.03,5.03,4.97
5.08,5.03,5.08,5.01
5.05,5.05,5.08,5.00
5.03,5.04,5.05,5.01
5.03,5.03,5.05,5.01
5.03,5.02,5.03,5.00
5.01,5.03,5.06,5.01
5.03,5.08,5.08,5.02
5.03,5.05,5.07,5.03
5.07,5.10,5.10,5.06
5.08,5.08,5.13,5.04
5.05,5.10,5.13,5.05
5.12,5.14,5.14,5.09
5.06,5.12,5.14,5.06
5.10,5.10,5.13,5.10
5.10,5.08,5.12,5.07
5.08,5.08,5.11,5.07
5.07,5.09,5.11,5.07
5.10,5.08,5.12,5.08
5.07,5.07,5.09,5.06
5.07,5.09,5.10,5.03
5.08,5.12,5.12,5.07
5.11,5.06,5.12,5.06
5.10,5.08,5.11,5.07
5.09,5.07,5.10,5.05
5.09,5.06,5.10,5.06
5.09,5.05,5.09,5.05
5.05,5.05,5.07,5.03
5.04,5.05,5.08,5.04
5.03,5.04,5.05,5.03
5.02,5.09,5.10,5.02
5.12,5.04,5.12,5.04
5.07,5.04,5.09,5.04
5.19,5.08,5.19,5.07
5.09,5.08,5.11,5.08
5.09,5.12,5.12,5.08
5.11,5.13,5.13,5.10
5.10,5.14,5.14,5.10
5.12,5.15,5.15,5.10
5.12,5.11,5.12,5.11
5.11,5.10,5.15,5.06
5.10,5.12,5.13,5.10
5.09,5.09,5.14,5.06
5.10,5.08,5.10,5.05
5.07,5.07,5.11,5.05
5.14,5.19,5.21,5.12
5.18,5.18,5.18,5.15
5.18,5.20,5.22,5.15
5.20,5.25,5.25,5.19
5.23,5.27,5.29,5.22
5.26,5.25,5.27,5.23
5.25,5.22,5.26,5.22
4.71,4.77,4.92,4.70
4.76,4.79,4.83,4.75
4.77,4.85,4.86,4.76
4.90,4.76,4.92,4.73
4.79,4.76,4.83,4.74
4.77,4.79,4.79,4.75
4.79,4.74,4.79,4.73
4.75,4.81,4.82,4.75
4.83,4.81,4.83,4.80
4.79,4.80,4.85,4.75
4.80,4.86,4.87,4.79
4.91,4.89,4.91,4.88
4.90,4.87,4.93,4.87
4.87,4.85,4.96,4.80
4.89,4.85,4.90,4.84
4.88,4.82,4.88,4.81
4.85,4.87,4.90,4.85
4.88,4.85,4.89,4.83
4.85,4.85,4.87,4.81
4.84,4.92,4.92,4.84
4.92,4.89,4.92,4.87
4.87,4.92,4.92,4.87
4.92,4.87,4.94,4.87
4.88,4.92,4.95,4.85
4.91,4.96,4.96,4.88
4.94,4.94,5.00,4.90
4.97,4.94,4.99,4.91
4.93,4.96,4.99,4.92
5.00,4.97,5.00,4.94
4.97,4.97,5.03,4.96
4.98,4.96,4.98,4.95
4.96,5.02,5.03,4.95
5.02,5.02,5.02,4.96
5.02,5.09,5.12,5.02
5.09,5.11,5.11,5.05
5.12,5.10,5.12,5.09
5.10,5.09,5.11,5.06
5.06,5.13,5.15,5.06
5.13,5.13,5.14,5.11
5.13,5.17,5.18,5.13
5.17,5.14,5.19,5.12
5.15,5.13,5.19,5.09
5.13,5.13,5.17,5.10
5.12,5.18,5.18,5.12
5.15,5.15,5.20,5.14
5.17,5.09,5.17,5.05
5.09,5.05,5.11,5.03
5.12,5.10,5.14,5.08
5.11,5.15,5.15,5.11
5.14,5.15,5.15,5.13
5.15,5.15,5.16,5.12
5.15,5.20,5.20,5.12
5.18,5.17,5.21,5.14
5.18,5.17,5.18,5.11
5.13,5.10,5.15,5.10
5.11,5.17,5.18,5.11
5.17,5.18,5.19,5.14
5.17,5.13,5.17,5.13
5.15,5.20,5.20,5.13
5.19,5.18,5.20,5.18
5.20,5.20,5.23,5.19
5.20,5.18,5.22,5.18
5.14,5.20,5.20,5.12
5.17,5.16,5.19,5.08
5.14,5.15,5.19,5.10
5.17,5.20,5.21,5.16
5.20,5.15,5.20,5.11
5.10,5.13,5.14,5.10
5.13,5.13,5.15,5.11
5.10,5.12,5.13,5.10
5.13,5.16,5.17,5.10
5.14,5.14,5.17,5.12
5.13,5.20,5.20,5.12
5.19,5.22,5.23,5.17
5.24,5.23,5.25,5.21
5.25,5.26,5.33,5.20
5.25,5.24,5.26,5.21
5.21,5.26,5.26,5.19
5.23,5.27,5.27,5.21
5.20,5.24,5.27,5.10
5.22,5.25,5.27,5.21
5.26,5.21,5.26,5.20
5.23,5.19,5.26,5.15
5.19,5.18,5.21,5.17
5.19,5.16,5.21,5.15
5.18,5.18,5.22,5.16
5.19,5.16,5.23,5.15
5.19,5.22,5.23,5.17
5.21,5.21,5.21,5.17
5.17,5.24,5.36,5.17
5.24,5.21,5.24,5.17
5.18,5.18,5.21,5.17
5.21,5.16,5.21,5.15
5.14,5.13,5.20,5.13
5.19,5.14,5.19,5.13
5.16,5.12,5.19,5.11
5.15,5.11,5.15,5.10
5.12,5.08,5.12,5.08
5.07,5.03,5.09,5.03
5.06,5.07,5.12,5.05
5.07,5.11,5.13,5.06
5.11,5.11,5.12,5.06
5.12,5.15,5.16,5.09
5.12,5.07,5.13,5.06
5.08,5.06,5.11,5.05
5.06,5.07,5.12,5.06
5.09,5.11,5.12,5.07
5.09,5.07,5.09,5.04
5.08,5.02,5.08,5.01
5.04,5.06,5.07,5.02
5.08,5.11,5.15,5.06
5.07,5.15,5.15,5.07
5.15,5.14,5.15,5.04
5.16,5.13,5.17,5.11
5.11,5.21,5.26,5.10
5.15,5.13,5.17,5.12
5.15,5.18,5.20,5.14
5.19,5.13,5.29,5.13
5.15,5.19,5.20,5.15
5.17,5.20,5.24,5.17
5.20,5.20,5.24,5.17
5.22,5.23,5.24,5.20
5.23,5.22,5.26,5.17
5.24,5.27,5.29,5.22
5.26,5.26,5.29,5.22
5.23,5.14,5.23,5.14
5.16,5.15,5.21,5.15
5.20,5.20,5.22,5.16
5.23,5.18,5.24,5.16
5.19,5.19,5.22,5.18
5.19,5.21,5.23,5.18
5.21,5.26,5.26,5.20
5.25,5.28,5.28,5.24
5.28,5.28,5.29,5.24
5.27,5.22,5.33,5.21
5.11,5.22,5.22,5.05
5.28,5.26,5.32,5.22
5.28,5.32,5.38,5.25
5.33,5.29,5.36,5.29
5.32,5.28,5.32,5.26
5.25,5.23,5.29,5.22
5.25,5.32,5.32,5.23
5.27,5.31,5.34,5.26
5.32,5.28,5.34,5.28
5.32,5.31,5.34,5.27
5.30,5.36,5.37,5.30
5.37,5.35,5.37,5.30
5.38,5.38,5.38,5.33
5.34,5.31,5.35,5.27
5.35,5.40,5.44,5.32
5.39,5.38,5.40,5.35
5.42,5.48,5.48,5.41
5.47,5.45,5.49,5.42
5.46,5.50,5.52,5.45
5.47,5.49,5.50,5.44
5.49,5.51,5.51,5.45
5.50,5.52,5.52,5.46
5.52,5.53,5.65,5.50
5.53,5.49,5.53,5.44
5.51,5.49,5.51,5.49
5.52,5.50,5.54,5.48
5.54,5.58,5.61,5.53
5.59,5.52,5.59,5.50
5.56,5.50,5.56,5.50
5.50,5.53,5.58,5.50
5.56,5.44,5.56,5.41
5.44,5.43,5.51,5.40
5.47,5.45,5.49,5.42
5.48,5.43,5.48,5.41
5.47,5.47,5.50,5.43
5.49,5.51,5.58,5.46
5.53,5.55,5.55,5.45
5.56,5.56,5.58,5.52
5.57,5.53,5.57,5.50
5.54,5.51,5.54,5.48
5.50,5.51,5.53,5.50
5.52,5.55,5.55,5.52
5.55,5.49,5.61,5.42
5.49,5.50,5.56,5.46
5.54,5.58,5.58,5.49
5.58,5.64,5.65,5.54
5.72,5.58,5.73,5.58
5.59,5.65,5.65,5.58
5.66,5.69,5.69,5.59
5.68,5.67,5.69,5.64
5.65,5.70,5.70,5.65
5.74,5.76,5.80,5.72
5.80,5.76,5.80,5.74
5.72,5.69,5.72,5.64
5.73,5.72,5.75,5.68
5.76,5.71,5.76,5.67
5.70,5.70,5.75,5.69
5.70,5.75,5.79,5.67
5.75,5.78,5.79,5.71
5.78,5.77,5.80,5.76
5.79,5.74,5.80,5.74
5.76,5.70,5.77,5.69
5.74,5.71,5.77,5.70
5.68,5.66,5.78,5.65
5.65,5.72,5.72,5.63
5.84,5.80,5.84,5.74
5.83,5.80,5.83,5.74
5.82,5.79,5.83,5.76
5.75,5.81,5.82,5.75
5.80,5.82,5.83,5.76
5.82,5.76,5.82,5.73
5.79,5.80,5.80,5.74
5.75,5.78,5.83,5.72
5.80,5.80,5.81,5.75
5.80,5.81,5.83,5.75
5.80,5.76,5.82,5.73
5.76,5.76,5.76,5.68
5.76,5.82,5.85,5.75
5.84,5.82,5.88,5.81
5.85,5.78,5.85,5.72
5.79,5.68,5.82,5.66
5.66,5.70,5.74,5.65
5.74,5.67,5.76,5.64
5.63,5.61,5.67,5.61
5.61,5.59,5.67,5.49
5.58,5.61,5.64,5.58
5.63,5.35,5.63,5.31
5.36,5.34,5.47,5.17
5.39,5.55,5.55,5.29
5.53,5.53,5.68,5.52
5.60,5.55,5.60,5.49
5.58,5.63,5.63,5.54
5.67,5.71,5.72,5.64
5.69,5.70,5.70,5.62
5.70,5.70,5.74,5.68
5.69,5.69,5.72,5.67
5.70,5.72,5.74,5.65
5.73,5.71,5.73,5.65
5.72,5.79,5.84,5.71
5.80,5.79,5.81,5.68
5.76,5.77,5.77,5.70
5.80,5.79,5.80,5.76
5.82,5.84,5.85,5.79
5.84,5.86,5.88,5.82
5.87,5.86,5.89,5.81
5.88,5.84,5.88,5.81
5.85,5.80,5.85,5.75
5.80,5.82,5.82,5.77
5.84,5.81,5.85,5.80
5.78,5.80,5.84,5.77
5.78,5.70,5.80,5.60
5.75,5.72,5.75,5.66
5.68,5.70,5.71,5.62
5.72,5.71,5.72,5.65
5.67,5.63,5.74,5.59
5.43,5.35,5.49,5.30
5.31,5.37,5.39,5.30
5.29,5.36,5.45,5.27
5.43,5.50,5.54,5.43
5.50,5.52,5.54,5.50
5.51,5.54,5.54,5.50
5.55,5.50,5.55,5.44
5.52,5.53,5.54,5.49
5.55,5.60,5.60,5.53
5.58,5.59,5.62,5.57
5.66,5.69,5.69,5.64
5.65,5.70,5.70,5.64
5.70,5.75,5.75,5.67
5.75,5.77,5.78,5.71
5.77,5.80,5.80,5.73
5.82,5.82,5.83,5.79
5.78,5.80,5.83,5.76
5.82,5.84,5.84,5.82
5.84,5.80,5.86,5.78
5.75,5.79,5.84,5.75
5.78,5.80,5.81,5.77
5.79,5.82,5.82,5.77
5.81,5.81,5.83,5.78
5.82,5.83,5.85,5.80
5.85,5.85,5.86,5.81
5.83,5.86,5.86,5.80
5.86,5.87,5.89,5.81
5.86,5.89,5.89,5.82
5.88,5.88,5.89,5.84
5.87,5.89,5.89,5.83
5.87,5.88,5.89,5.86
5.88,5.88,5.90,5.83
5.88,5.90,5.90,5.84
5.86,5.82,5.88,5.80
5.84,5.88,5.89,5.81
5.89,5.87,5.91,5.85
5.86,5.87,5.88,5.82
5.88,5.88,5.89,5.85
5.88,5.83,5.88,5.81
5.84,5.85,5.86,5.82
5.84,5.85,5.85,5.82
5.82,5.86,5.86,5.82
5.85,5.85,5.86,5.82
5.84,5.86,5.86,5.84
5.84,5.84,5.86,5.83
5.83,5.81,5.86,5.81
5.85,5.82,5.86,5.82
5.84,5.90,5.90,5.81
5.89,5.89,5.90,5.84
5.85,5.92,5.93,5.84
5.90,5.89,5.90,5.85
5.89,5.84,5.90,5.82
5.84,5.85,5.86,5.83
5.82,5.79,5.83,5.76
5.78,5.86,5.86,5.78
5.85,5.88,5.88,5.81
5.90,5.88,5.90,5.82
5.86,5.89,5.89,5.85
5.89,5.91,5.93,5.84
5.93,5.92,5.95,5.89
5.87,5.82,5.88,5.81
5.85,5.82,5.85,5.81
5.83,5.81,5.85,5.79
5.84,5.75,5.84,5.75
5.75,5.85,5.88,5.75
5.83,5.78,5.83,5.77
5.81,5.77,5.86,5.76
5.80,5.80,5.82,5.77
5.82,5.83,5.83,5.77
5.84,5.76,5.85,5.76
5.78,5.81,5.82,5.78
5.81,5.82,5.85,5.79
5.87,5.86,5.89,5.80
5.85,5.84,5.85,5.82
5.85,5.85,5.88,5.83
5.80,5.85,5.85,5.79
5.82,5.88,5.90,5.81
5.87,5.88,5.89,5.85
5.87,5.88,5.88,5.84
5.89,5.95,5.98,5.88
5.92,5.89,5.98,5.85
5.90,5.96,6.00,5.84
5.94,5.97,5.97,5.92
5.96,5.95,6.02,5.94
5.95,5.97,6.00,5.95
5.95,5.97,5.97,5.95
5.97,6.07,6.07,5.95
6.13,6.04,6.13,6.01
6.10,6.07,6.10,6.00
6.06,6.06,6.12,5.96
6.03,6.05,6.14,6.02
6.49,6.05,6.49,5.99
6.05,6.07,6.10,6.03
6.04,6.06,6.10,6.02
6.04,6.03,6.08,6.01
6.03,5.98,6.07,5.95
6.03,6.07,6.09,6.00
6.08,6.02,6.14,6.02
6.04,5.99,6.08,5.97
6.03,5.97,6.03,5.93
5.94,6.01,6.06,5.94
6.03,5.95,6.04,5.92
5.96,5.96,5.99,5.92
5.98,5.87,6.00,5.79
5.90,5.80,5.91,5.66
5.80,5.72,5.80,5.71
5.75,5.68,5.77,5.62
5.63,5.51,5.69,5.45
5.50,5.60,5.70,5.50
5.62,5.63,5.65,5.60
5.64,5.70,5.70,5.63
5.70,5.72,5.76,5.70
5.75,5.72,5.76,5.63
5.54,5.58,5.63,5.53
5.64,5.53,5.64,5.52
5.50,5.57,5.59,5.48
5.57,5.58,5.61,5.54
5.63,5.56,5.65,5.53
5.59,5.56,5.59,5.55
5.55,5.56,5.58,5.55
5.56,5.44,5.56,5.40
