THRK,SPDR Russell 3000 ETF,NASDAQ
165.16,166.21,166.21,165.16
166.42,168.77,168.77,166.29
168.55,169.11,169.61,168.11
169.96,169.99,169.99,169.44
170.00,169.79,170.00,169.29
170.17,170.33,170.69,169.90
170.06,169.49,170.28,168.85
169.35,170.02,170.29,169.35
168.29,168.46,169.57,168.29
168.35,168.89,169.33,168.35
169.06,169.61,169.84,169.06
170.02,169.60,170.02,169.59
168.78,168.84,169.06,168.46
168.39,168.86,169.20,168.39
169.17,169.86,169.91,169.17
170.05,168.07,174.18,167.92
168.04,167.98,168.37,167.68
168.87,167.38,169.92,166.95
168.42,168.62,168.65,167.84
169.65,170.13,170.16,168.94
170.11,169.90,170.11,169.15
170.48,170.49,170.77,169.51
169.79,169.62,170.15,169.47
170.36,169.76,170.39,169.62
170.20,170.11,170.20,169.30
169.71,169.74,169.80,168.78
169.64,170.13,170.36,169.64
