THRK,SPDR Russell 3000 ETF,NASDAQ
87.60,87.06,87.60,87.06
86.97,85.78,87.23,84.74
84.88,84.18,85.21,84.18
83.52,81.66,83.52,81.64
80.45,83.16,83.16,79.51
83.65,84.92,85.00,83.14
84.80,86.63,86.65,84.80
86.53,86.00,86.53,85.73
87.49,88.69,88.69,87.49
88.48,88.75,88.99,88.44
89.52,89.72,90.40,89.37
88.92,89.29,89.40,88.69
90.80,91.10,91.12,90.26
90.66,89.06,90.66,89.05
89.17,91.27,91.27,88.82
90.86,89.95,91.30,89.95
89.88,90.25,90.47,89.23
91.66,92.02,92.12,91.61
92.02,93.50,93.57,92.02
92.12,92.04,92.79,92.00
92.63,92.54,92.63,91.49
94.93,95.77,96.40,94.43
95.49,95.91,95.91,95.33
94.49,93.63,94.62,93.63
91.29,90.77,91.69,90.46
92.58,92.20,92.58,91.68
92.62,94.10,94.17,92.62
93.59,93.73,93.73,93.00
93.64,94.20,94.20,92.71
94.65,95.37,95.44,94.50
93.05,91.88,93.05,91.76
93.14,92.57,93.14,92.17
93.92,94.34,94.50,93.92
93.88,93.52,94.02,93.22
93.19,94.07,94.50,92.96
93.03,92.56,94.27,92.50
92.44,91.01,92.44,90.69
91.40,90.99,91.40,90.94
89.57,89.33,89.57,88.80
89.13,89.03,89.50,88.78
88.01,87.29,88.01,87.00
87.36,87.49,87.66,87.26
89.43,89.18,89.43,88.68
89.89,89.44,89.95,89.42
91.88,93.40,93.50,91.88
93.11,93.25,93.61,92.93
93.93,93.32,94.12,93.32
94.54,94.30,94.99,93.84
94.30,94.31,94.60,93.99
93.96,94.59,94.68,93.47
92.59,92.35,93.04,92.20
93.22,94.13,94.19,93.22
92.12,91.91,92.12,91.91
93.49,91.61,93.49,91.33
90.97,90.53,91.10,90.45
91.50,91.00,91.50,90.88
91.22,90.86,91.53,90.67
90.95,89.66,91.00,89.64
91.49,92.35,92.37,91.49
91.93,92.66,92.68,91.78
92.76,93.37,93.48,92.76
93.56,94.10,94.11,93.54
94.19,94.39,94.42,94.19
94.23,93.00,94.23,93.00
93.30,93.80,93.80,93.30
93.98,93.54,94.01,93.54
95.28,94.99,95.47,94.87
94.92,95.02,95.03,94.81
94.50,95.42,95.46,94.46
95.27,95.19,95.34,95.10
95.31,95.40,95.40,95.16
96.40,96.31,96.40,96.17
95.92,96.43,96.53,95.92
96.64,96.69,96.69,96.07
95.96,96.15,96.15,95.91
97.09,96.53,97.18,96.53
96.81,97.55,97.65,96.81
98.25,98.22,98.27,98.13
98.09,98.25,98.26,97.95
98.37,98.36,98.83,98.05
97.85,98.14,98.14,97.85
98.03,99.35,99.35,97.92
99.56,99.18,99.80,99.08
98.40,98.84,98.84,98.40
97.96,98.28,98.28,97.58
98.90,98.40,98.90,97.98
99.02,99.44,99.64,99.02
99.63,99.58,99.63,99.20
100.48,101.05,101.05,100.48
100.56,100.94,100.94,100.56
101.27,101.05,101.27,101.05
101.37,101.19,101.37,100.91
101.79,101.58,101.79,101.58
100.77,100.55,100.79,100.55
101.45,101.32,101.50,101.32
101.18,100.89,101.30,100.89
101.63,100.85,101.85,100.85
101.00,102.13,102.13,100.85
102.29,102.12,102.29,102.12
102.45,102.16,102.57,101.98
101.94,101.90,102.15,101.67
101.88,102.32,102.32,101.88
102.50,102.46,102.70,102.46
101.86,102.78,102.78,101.77
102.79,102.89,103.00,102.64
103.00,102.21,103.00,102.20
102.80,102.75,102.96,102.60
102.57,102.46,102.57,102.46
101.90,102.19,102.19,101.90
101.00,100.55,101.00,100.39
100.47,101.23,101.23,100.47
101.86,102.31,102.46,101.86
102.74,102.72,103.06,102.72
102.69,102.73,102.86,102.59
103.66,104.60,104.60,103.59
104.77,104.39,104.77,104.36
104.89,105.14,105.14,104.88
104.71,104.82,104.86,104.70
105.47,105.15,105.54,105.15
104.55,104.80,104.85,104.55
104.65,104.76,104.76,104.65
103.85,103.64,104.08,103.64
103.91,104.25,104.36,103.47
105.00,105.68,105.68,105.00
105.88,105.43,105.88,105.43
104.96,104.87,105.00,104.29
104.16,104.83,104.83,103.87
105.25,105.15,105.25,105.15
105.05,105.92,106.04,105.05
105.73,105.42,105.73,105.00
104.18,104.36,104.45,104.13
103.88,104.22,104.31,103.88
102.83,102.98,103.13,102.72
102.58,101.15,102.61,101.13
102.15,101.97,102.34,101.91
103.18,103.52,103.52,103.18
103.13,102.59,103.13,102.56
102.83,102.16,102.86,101.88
102.66,103.76,103.78,102.66
103.15,103.31,103.48,103.15
103.14,102.76,103.80,102.68
103.21,102.88,103.42,102.88
101.81,102.03,102.06,101.55
102.15,102.30,102.59,102.02
103.64,103.83,103.83,103.54
103.81,104.57,104.71,103.76
104.59,104.86,105.11,104.55
104.51,104.38,104.51,104.27
104.36,104.94,105.62,104.25
104.47,104.72,104.81,104.21
104.80,103.78,104.83,103.78
103.44,102.16,103.44,102.16
101.74,102.31,102.53,101.74
101.79,101.91,101.91,100.66
100.93,101.60,101.95,100.50
102.00,101.76,102.13,101.60
100.90,101.24,102.08,100.90
100.34,100.72,100.72,100.33
100.21,99.63,100.53,99.61
99.99,99.23,100.37,99.23
99.00,97.57,99.00,97.57
97.63,96.48,97.63,96.48
96.94,98.15,98.15,96.94
99.07,98.24,99.07,98.11
97.65,98.05,98.05,96.80
98.89,98.00,98.91,98.00
98.76,98.47,98.76,98.47
99.35,99.36,99.45,99.13
98.84,98.10,98.84,97.95
97.58,98.16,98.17,96.99
96.32,95.39,96.53,95.39
95.44,95.02,95.68,94.57
95.13,96.09,96.09,95.13
96.79,98.23,98.23,96.79
99.35,98.21,99.35,98.21
97.93,98.97,98.97,97.72
99.90,98.01,99.90,97.96
97.87,98.60,98.60,97.70
98.41,97.91,99.00,97.78
98.16,99.04,99.29,98.15
98.91,99.53,99.76,98.91
99.18,99.90,100.03,99.18
100.89,101.13,101.24,100.89
100.78,100.44,100.78,100.44
100.86,98.88,100.86,98.84
98.92,99.00,99.00,98.62
97.46,97.46,97.46,97.46
98.30,98.30,98.30,98.30
98.96,99.07,99.10,98.96
98.52,98.10,98.54,97.76
100.68,101.40,101.40,100.68
101.12,101.48,101.48,101.08
102.12,102.23,102.49,102.12
102.09,102.07,102.43,102.07
102.07,102.07,102.07,102.07
100.91,100.52,101.07,100.52
100.70,100.70,100.72,100.70
100.70,100.70,100.70,100.70
99.50,99.83,99.83,99.50
100.70,100.70,100.70,100.70
100.38,100.77,100.85,100.38
101.08,101.59,101.59,101.08
102.17,102.10,102.21,102.10
102.27,102.46,102.46,102.14
102.12,101.50,102.12,101.45
100.07,100.48,100.48,100.07
99.66,99.00,99.66,99.00
99.79,99.70,99.81,99.18
100.82,100.77,100.93,100.69
102.70,103.23,103.23,102.70
103.00,102.83,103.19,102.64
102.83,102.83,102.83,102.83
102.97,102.24,102.97,102.24
101.39,100.60,101.75,100.60
103.06,103.15,103.56,103.06
103.71,103.84,103.84,103.71
104.00,104.51,104.56,104.00
103.90,104.28,104.28,103.90
104.56,104.48,104.56,104.35
104.06,104.06,104.06,104.06
104.25,104.32,104.45,103.97
104.65,104.21,104.65,104.21
104.21,104.21,104.21,104.21
104.58,105.33,105.40,104.58
105.53,105.60,105.60,105.44
105.22,105.49,105.54,105.22
105.79,105.50,106.27,105.50
104.94,104.86,105.29,104.86
105.06,104.37,105.30,104.27
104.17,104.77,104.77,104.17
105.31,105.22,105.47,105.00
104.74,104.96,105.17,104.74
105.10,105.12,105.12,104.77
104.31,104.38,104.44,104.24
105.27,105.03,105.27,104.71
104.74,104.49,104.89,104.20
104.79,104.65,104.98,104.65
105.33,106.80,106.80,105.33
107.09,107.40,107.42,107.09
107.40,107.40,107.40,107.40
106.81,107.21,107.35,106.81
107.50,107.41,107.50,107.28
108.60,108.95,109.01,108.60
109.36,109.40,109.95,109.36
109.38,109.03,109.50,109.03
108.51,108.82,108.95,108.50
109.17,109.47,109.47,109.17
108.57,108.96,108.96,108.40
109.19,108.59,109.19,108.59
107.91,108.29,108.38,107.90
108.16,107.25,108.16,107.25
106.58,106.55,106.58,106.45
106.82,107.60,107.60,106.75
106.77,107.12,107.12,106.77
107.37,107.15,107.99,107.14
107.38,107.25,107.38,107.05
107.21,107.56,108.13,107.21
108.38,108.59,108.65,108.38
109.07,108.97,109.07,108.97
108.54,108.24,108.54,108.22
108.30,107.40,108.30,107.40
107.00,106.39,107.00,106.39
107.08,106.95,107.08,106.95
106.13,106.13,106.13,106.13
106.35,106.96,106.96,106.21
107.44,108.04,108.04,107.42
108.63,108.60,108.64,108.41
103.63,108.22,108.22,103.63
108.33,106.59,108.33,106.59
106.59,106.39,106.65,106.00
104.97,105.33,105.65,104.97
105.54,104.98,105.54,104.98
104.90,104.90,104.90,104.90
105.00,105.25,105.26,104.92
106.98,105.16,106.98,104.71
106.33,106.27,106.34,106.27
106.90,106.65,106.90,106.58
105.32,105.64,105.94,105.32
106.00,106.09,106.11,106.00
103.48,104.51,105.35,103.48
104.21,103.48,104.55,103.10
102.46,103.64,103.64,102.00
103.12,103.19,103.43,102.73
102.98,102.78,103.29,102.78
102.17,101.25,102.17,101.25
100.97,100.87,101.21,100.49
100.96,101.56,101.56,100.47
102.82,102.99,102.99,102.82
102.99,103.58,103.77,102.99
103.80,103.95,103.95,103.80
104.31,104.81,104.81,104.31
104.90,104.79,104.98,104.55
104.82,104.86,105.25,104.82
103.78,104.93,104.93,103.44
105.49,105.95,106.01,105.49
105.84,105.82,105.84,105.62
105.98,105.74,106.14,105.74
105.47,105.26,105.58,105.10
104.81,105.43,106.09,104.81
105.66,105.95,105.95,105.66
106.00,105.93,106.06,105.92
106.15,106.38,106.38,106.11
106.63,106.68,107.48,106.23
107.20,107.00,107.78,107.00
107.26,106.37,107.28,106.06
106.00,105.93,106.37,105.93
106.21,107.22,107.22,106.21
107.61,108.31,108.43,107.61
108.50,108.02,108.50,107.85
107.99,108.13,108.18,107.82
106.18,106.50,106.54,106.06
106.44,106.51,106.58,106.44
106.61,106.05,106.61,105.73
105.94,105.61,105.94,104.57
105.18,104.62,105.44,104.56
104.64,106.26,106.26,104.58
108.49,109.12,109.12,108.27
109.04,108.92,109.33,108.85
109.29,109.47,109.47,109.17
109.29,109.06,109.29,108.87
108.64,108.51,108.64,108.51
109.35,109.35,109.35,109.35
109.41,109.85,109.85,109.41
109.58,109.97,110.00,109.58
109.97,109.89,110.04,109.81
109.86,110.25,110.25,109.81
110.20,110.17,110.27,109.97
110.71,110.92,111.13,110.71
110.71,110.67,110.71,110.67
111.06,111.65,111.65,110.98
111.95,111.95,111.95,111.95
111.91,112.16,112.46,111.91
112.41,112.44,112.64,112.09
112.84,112.48,112.84,112.33
112.60,112.95,113.03,112.60
113.14,112.71,113.14,112.64
112.40,112.61,112.63,112.20
113.35,113.32,113.40,113.32
112.90,112.28,112.90,112.28
112.63,113.22,113.22,112.46
112.80,113.20,113.20,112.74
113.31,112.94,113.31,112.94
113.68,113.68,113.68,113.68
113.72,113.63,113.72,113.63
113.99,114.00,114.00,113.99
114.30,114.14,114.30,114.14
114.07,114.16,114.16,114.07
113.81,114.15,114.15,113.81
114.27,114.84,114.84,114.27
113.49,113.65,114.68,113.49
113.13,112.84,113.13,112.29
113.39,113.57,113.60,113.39
114.26,112.81,114.26,112.75
112.16,112.39,112.55,111.85
112.24,113.64,113.64,112.24
113.99,113.65,114.25,113.65
113.19,113.99,113.99,112.64
113.84,114.45,114.45,113.64
115.00,115.78,115.78,115.00
116.12,115.79,116.12,115.65
115.98,116.18,116.20,115.89
116.74,116.55,116.74,116.12
116.58,116.58,116.58,116.58
116.78,116.63,116.78,116.50
116.65,116.50,116.75,116.50
117.43,117.58,117.62,117.41
117.11,117.10,117.16,116.93
116.01,116.50,116.82,116.01
116.31,116.08,116.31,115.72
116.82,116.95,116.95,116.72
116.33,116.04,116.68,116.00
116.50,116.61,116.61,116.50
117.19,116.11,117.21,115.89
116.64,117.14,117.14,116.64
117.15,117.12,117.15,117.12
117.23,117.60,117.61,117.21
116.83,116.65,116.83,116.65
117.31,117.44,117.44,117.31
117.51,116.27,117.54,116.27
116.49,116.50,116.52,116.26
115.18,115.78,115.81,115.00
116.21,116.64,116.64,115.97
117.17,117.37,117.37,117.17
117.50,118.79,118.79,117.50
119.00,119.14,119.34,119.00
118.83,118.79,118.83,118.67
118.20,116.29,118.20,116.01
116.88,117.48,117.50,116.75
117.10,116.09,117.10,115.50
115.59,115.26,115.81,115.16
115.55,116.26,116.32,115.55
116.00,116.54,116.54,116.00
117.94,117.97,117.97,117.94
118.00,118.24,118.26,118.00
118.44,118.69,119.13,118.43
118.46,118.38,118.46,118.38
119.11,119.35,119.50,119.10
118.75,119.50,119.50,118.71
119.12,118.27,119.16,118.27
118.86,119.52,119.52,118.86
120.44,120.90,121.04,120.44
120.85,121.18,121.23,120.85
121.28,121.32,121.53,121.28
121.69,122.00,122.24,121.69
122.36,122.18,122.51,122.18
122.35,122.64,122.64,121.91
122.33,122.44,122.76,122.30
122.94,123.56,123.65,122.94
123.97,124.04,124.46,123.81
124.42,124.37,124.42,124.25
124.39,124.86,124.86,124.38
125.01,124.94,125.42,124.84
125.23,124.71,125.23,124.71
125.71,123.68,126.45,123.68
122.87,123.82,123.90,122.61
123.04,123.58,123.64,123.04
125.44,124.68,125.44,124.68
123.54,123.92,123.92,123.54
123.96,123.96,123.96,123.96
124.38,122.44,124.38,122.44
122.86,122.69,122.86,122.08
123.21,122.62,123.46,122.00
121.21,120.88,121.36,120.63
121.06,121.56,121.56,119.92
122.49,122.97,123.22,122.00
123.38,123.20,123.69,123.10
122.78,122.44,123.15,122.43
121.50,121.42,121.50,121.42
120.65,123.08,123.08,120.65
122.61,122.49,122.62,122.46
122.79,123.10,123.49,122.72
123.86,124.06,124.24,123.85
123.57,122.81,123.64,122.81
