SBR,Sabine Royalty Trust Common Stock,NASDAQ
49.59,48.39,49.59,48.31
48.98,48.55,48.98,48.36
48.43,48.34,48.75,48.06
48.75,48.12,48.75,47.95
47.80,48.09,48.36,47.80
48.25,47.81,48.77,47.73
47.62,47.30,48.24,47.21
47.19,47.05,47.75,47.00
47.02,46.72,47.22,46.61
46.56,46.79,47.49,46.50
46.54,47.20,47.26,46.13
47.00,47.01,47.50,47.00
47.45,47.14,47.80,47.05
47.05,47.16,47.42,46.95
47.26,47.17,47.48,47.13
47.24,47.76,48.29,47.24
48.06,48.68,49.07,48.06
48.90,49.99,49.99,48.82
50.25,50.71,50.86,49.94
50.72,51.24,51.54,50.72
50.85,51.50,51.68,50.29
51.45,51.23,51.45,50.81
51.63,51.07,51.63,50.69
50.66,50.46,50.86,49.45
51.00,51.19,51.19,50.12
51.00,52.26,52.49,50.61
51.96,52.18,52.99,51.81
52.46,52.80,53.10,52.43
52.22,53.09,53.44,52.22
53.44,53.85,53.96,53.44
54.25,53.05,54.64,52.74
52.73,52.44,53.31,52.04
53.10,52.94,53.30,52.27
53.06,52.64,53.06,52.32
52.88,53.04,53.43,52.81
52.53,53.11,53.25,52.53
53.03,53.99,54.15,52.64
53.99,54.05,54.50,53.58
53.18,53.97,54.41,53.18
53.89,54.18,54.59,53.89
54.55,53.98,54.55,53.98
53.90,53.18,54.05,52.76
52.90,52.32,53.31,51.76
52.05,52.54,52.75,52.05
52.25,52.06,52.55,52.05
52.37,52.18,52.68,52.05
52.15,52.46,52.85,52.15
52.40,52.22,52.43,52.05
52.05,51.64,52.19,51.18
51.66,51.51,52.00,51.40
51.16,51.01,51.49,51.01
51.00,50.06,51.00,49.21
50.98,50.51,50.98,50.07
50.74,51.50,51.87,50.01
51.44,51.31,52.26,50.93
50.41,50.76,51.82,50.41
51.74,51.74,51.86,51.12
52.07,51.79,52.07,51.51
52.15,51.93,52.25,51.70
51.82,51.95,52.55,51.82
52.27,52.72,52.87,52.12
52.90,53.64,53.96,52.51
53.66,53.72,54.00,53.41
53.71,53.72,54.13,53.35
53.71,50.80,53.71,50.44
50.90,51.44,51.58,50.55
51.64,51.41,51.72,51.25
51.54,51.66,51.66,51.30
51.69,51.86,51.99,51.49
51.50,52.00,52.00,51.50
51.98,51.71,53.00,51.50
51.50,51.40,51.78,51.25
51.90,51.84,52.00,51.50
51.84,52.00,52.00,51.75
52.25,52.85,53.21,52.19
52.98,53.05,53.23,52.01
53.02,53.02,53.30,53.00
53.25,53.77,53.77,53.14
53.47,53.84,53.88,53.15
53.95,53.22,54.50,52.90
53.10,53.79,53.99,53.10
53.94,53.72,53.94,53.09
53.50,53.90,54.01,53.27
54.00,53.76,54.00,53.63
53.66,53.99,54.15,53.66
53.67,53.76,53.91,53.57
53.80,53.95,53.95,53.54
53.80,54.05,54.06,53.70
54.00,54.09,54.09,53.87
53.82,53.31,53.83,53.31
53.36,53.81,53.88,53.36
53.72,53.71,53.95,53.45
53.37,53.35,53.60,53.34
53.35,53.40,53.94,53.35
53.82,53.94,54.00,53.32
53.95,53.67,53.95,53.45
53.95,53.95,54.10,53.75
54.27,53.76,54.35,53.76
54.00,54.81,55.00,53.94
55.25,56.00,56.47,55.10
56.00,56.57,56.96,55.59
57.00,57.50,58.20,56.64
57.50,58.19,58.20,57.18
58.20,58.03,58.66,57.80
58.75,58.60,59.38,58.30
58.50,58.49,59.00,58.31
58.49,58.50,58.75,58.49
58.85,58.43,58.85,57.15
58.50,58.01,58.59,57.30
57.56,56.28,58.11,55.68
56.10,56.74,56.74,56.10
57.50,58.10,58.86,57.50
58.25,58.00,58.25,57.63
57.81,57.82,58.24,57.44
57.40,57.71,58.21,57.28
57.50,57.55,57.88,57.32
57.40,57.68,58.31,57.36
57.81,58.07,58.12,57.35
58.25,58.45,58.68,57.75
58.95,58.32,58.95,57.88
58.49,59.00,59.00,58.49
58.84,58.77,59.09,58.37
58.77,58.51,58.77,58.20
59.00,57.89,59.00,57.58
58.37,58.01,58.46,57.40
58.43,57.92,58.43,57.51
58.09,58.15,58.30,58.00
57.85,58.12,58.18,57.42
57.82,57.63,58.40,57.57
57.92,57.45,58.14,57.40
57.23,57.85,57.87,57.23
57.46,57.16,58.05,57.11
56.95,57.21,57.36,56.93
57.19,58.02,58.02,57.19
57.90,57.80,57.99,57.75
58.00,58.10,58.40,57.80
58.40,58.46,59.07,58.01
59.25,59.34,59.52,58.41
59.49,59.69,59.77,59.28
60.00,59.69,60.00,59.46
59.67,59.55,60.00,59.43
59.55,59.99,60.13,59.45
60.00,60.02,60.20,59.66
60.36,60.86,61.01,60.25
60.76,60.20,60.87,60.15
60.19,60.19,60.24,59.57
60.08,60.81,60.99,60.08
61.43,62.33,62.39,61.43
62.33,63.40,64.00,62.31
63.00,63.10,63.91,63.00
63.50,63.86,63.98,63.06
63.99,64.54,64.95,63.99
64.89,63.52,65.00,63.52
63.16,61.81,63.16,60.70
62.80,61.51,62.80,61.16
61.61,60.59,61.61,60.59
60.50,58.45,61.20,56.02
57.75,58.30,58.42,57.32
57.99,58.85,59.29,57.99
58.85,59.48,59.58,58.42
59.72,61.10,61.10,59.60
61.82,61.56,61.95,61.27
61.30,62.27,62.67,61.30
62.45,62.26,62.75,62.16
62.15,61.50,62.18,61.27
62.00,63.25,63.65,61.32
62.63,62.41,63.23,61.76
62.57,63.07,63.80,62.45
63.28,63.29,63.95,63.01
63.02,63.74,63.97,62.40
63.90,63.71,64.00,63.60
63.75,63.57,63.87,63.40
63.60,63.41,63.91,63.41
63.71,62.93,63.71,62.82
63.24,62.89,63.24,62.62
63.50,63.90,63.99,62.31
63.90,64.43,64.83,63.49
64.88,64.43,64.96,64.19
64.97,64.56,65.00,63.34
64.82,64.58,65.00,64.02
64.80,64.25,64.80,62.75
63.88,64.06,64.73,63.85
64.30,63.38,64.46,62.68
62.00,63.28,63.28,62.00
63.71,62.85,64.00,62.36
62.60,62.50,62.80,61.61
62.25,61.99,62.84,61.85
61.79,59.86,61.79,59.25
59.01,59.66,59.92,59.00
58.77,59.83,59.83,58.11
59.75,59.90,60.93,58.19
60.14,59.85,60.41,59.75
60.01,61.10,61.42,60.01
61.91,61.78,61.93,60.26
62.00,63.04,63.40,61.99
63.29,62.95,63.29,62.65
62.77,63.21,63.22,62.67
63.60,62.99,63.60,62.35
62.79,62.68,63.45,62.37
62.50,60.92,62.50,60.69
60.92,60.44,61.69,59.97
60.28,60.13,60.67,59.98
60.35,60.65,60.90,60.08
60.80,60.79,60.90,60.66
60.60,60.82,60.85,60.50
60.52,62.75,62.78,60.52
62.80,63.03,63.40,62.80
63.05,63.04,63.34,62.77
63.30,63.30,63.50,63.13
64.39,63.66,65.12,63.66
63.74,63.81,63.96,62.30
63.68,63.09,63.68,62.28
63.10,63.25,63.42,63.06
63.18,63.07,63.62,62.81
63.81,65.99,65.99,63.81
66.33,67.60,67.95,66.29
67.87,68.16,68.80,67.85
67.80,68.35,69.00,67.75
68.08,69.06,70.00,68.08
69.25,69.06,69.29,68.50
68.99,69.00,69.68,68.51
69.45,69.09,69.45,68.86
70.54,69.15,70.54,68.74
69.25,68.64,69.65,68.32
68.74,66.67,68.99,65.67
66.50,65.59,66.50,64.61
64.14,64.05,64.60,62.01
63.80,65.48,66.35,63.80
65.70,66.28,66.50,65.58
66.50,67.07,67.50,66.30
67.13,65.85,67.38,65.24
65.27,64.47,65.27,64.30
64.23,64.28,65.32,64.00
64.20,64.46,64.60,64.17
64.91,64.27,64.98,63.66
64.00,65.15,65.44,63.65
65.18,65.25,66.28,64.97
65.28,65.22,65.49,64.79
64.75,64.57,64.75,63.75
64.54,64.92,65.34,64.54
64.80,65.42,65.60,64.58
65.38,65.39,65.50,64.00
65.37,65.18,66.07,65.00
65.49,66.08,66.39,65.19
66.47,64.55,66.47,64.50
64.31,64.98,65.35,64.13
64.20,65.03,65.14,64.20
64.82,65.01,65.09,64.38
65.10,64.67,65.20,64.67
64.85,65.05,65.73,64.83
65.50,65.57,65.92,65.32
65.99,66.19,66.19,65.71
65.94,65.27,66.00,64.67
65.00,66.21,66.21,64.95
65.10,64.50,65.74,64.50
64.20,63.64,64.99,63.55
63.52,62.52,63.92,62.10
62.22,61.39,62.22,59.82
61.45,62.86,62.86,61.45
62.51,62.35,63.22,62.04
61.27,61.82,61.83,60.50
62.00,62.30,62.56,61.10
62.56,60.85,63.50,60.59
60.71,62.46,62.47,60.51
62.80,63.33,63.84,62.77
64.40,63.74,64.40,62.67
63.55,63.27,63.75,63.00
64.00,65.40,65.72,63.64
65.76,65.81,65.98,65.15
65.98,66.49,66.53,65.62
66.15,65.85,66.59,65.44
65.36,65.25,65.60,64.89
64.71,65.10,65.42,64.71
64.65,64.01,65.11,63.80
64.31,64.02,65.65,63.91
64.45,65.53,65.65,64.19
65.80,65.96,66.10,64.99
66.43,66.49,66.96,66.20
66.60,66.48,66.73,66.03
66.10,66.61,66.95,65.80
66.03,66.86,66.95,66.03
65.15,66.46,66.84,65.06
66.62,66.20,67.00,66.08
65.36,65.59,66.05,65.36
65.31,64.51,65.38,64.11
64.30,64.29,64.30,63.22
66.25,64.99,66.41,64.99
66.00,64.26,66.00,64.00
64.94,64.90,65.20,63.24
64.57,62.05,64.57,61.74
62.13,57.19,62.90,47.43
52.00,53.50,57.00,52.00
53.10,58.00,58.61,53.00
57.15,59.88,62.63,55.96
59.88,60.54,60.95,59.05
60.51,61.16,61.90,60.32
61.20,61.39,61.52,60.74
60.50,60.42,60.60,59.40
56.58,61.00,61.86,56.34
59.45,60.03,60.59,58.81
57.28,59.50,60.11,57.00
59.50,58.85,60.07,58.60
58.85,60.46,60.61,57.94
60.44,60.50,60.73,58.23
60.51,60.05,60.64,59.80
59.74,60.70,60.70,59.44
61.30,61.78,62.25,60.86
62.23,62.30,62.49,61.70
62.50,62.19,62.71,61.59
62.56,61.35,62.56,60.05
60.57,60.94,61.67,59.75
59.70,60.20,60.67,59.70
60.45,61.95,62.10,60.45
61.96,62.32,63.38,61.85
62.61,61.96,63.20,61.61
61.41,62.25,63.20,61.41
61.96,63.49,63.99,61.96
63.47,63.19,63.67,62.80
63.77,63.51,64.18,63.11
64.13,63.94,64.19,63.68
63.01,62.71,64.44,62.49
63.20,63.01,63.88,62.05
63.27,62.30,63.27,61.96
61.96,62.85,62.85,61.53
62.63,61.90,63.47,61.56
61.95,61.97,63.12,61.66
62.39,63.78,64.32,62.39
63.99,62.72,63.99,61.73
63.56,63.87,64.31,62.31
63.58,63.04,63.82,62.91
62.64,60.52,63.57,60.33
60.00,60.57,60.96,60.00
60.61,61.88,62.52,60.02
62.30,64.00,64.41,62.30
63.58,63.87,64.50,63.12
64.35,64.25,64.97,63.00
63.54,64.40,64.75,63.54
64.95,64.18,64.95,62.56
64.19,64.62,64.79,63.30
65.00,65.34,65.34,64.52
65.05,64.65,65.80,64.33
64.24,65.03,65.45,64.24
64.30,64.70,65.36,63.98
64.27,65.17,65.26,64.01
64.94,65.71,65.90,64.94
65.90,66.25,66.64,65.58
66.06,66.41,66.73,65.53
66.50,66.65,66.89,65.99
66.90,66.48,67.44,66.34
65.69,66.32,66.35,65.69
66.46,66.03,66.85,66.00
65.00,65.76,66.40,64.51
65.50,66.19,66.48,65.50
66.19,66.18,66.82,65.44
65.76,66.36,66.44,65.00
65.44,66.29,66.52,65.44
66.50,66.45,66.73,66.20
65.07,65.76,66.99,65.07
65.52,66.13,66.13,65.23
66.50,66.97,67.06,66.47
66.87,66.20,66.89,65.57
65.79,65.76,66.48,65.57
65.37,66.14,66.16,64.50
66.06,65.36,66.06,65.06
65.36,65.56,66.00,65.36
64.97,65.00,65.28,64.44
64.95,65.53,65.94,64.62
64.83,65.33,65.76,64.83
64.72,64.88,65.75,64.72
66.07,65.24,66.09,64.96
65.25,65.47,66.35,64.92
66.92,66.14,66.92,64.87
65.68,66.19,66.54,65.65
66.01,66.24,66.42,65.16
66.41,66.29,66.65,65.63
66.64,66.14,66.69,64.99
65.95,65.53,65.95,64.50
65.25,64.91,65.63,64.25
65.50,65.81,65.98,65.23
65.66,65.44,65.66,65.00
65.25,64.56,65.35,64.56
64.55,63.75,64.75,63.71
64.11,64.11,64.16,63.71
64.02,65.16,65.60,64.02
64.88,64.07,64.88,63.95
64.10,64.66,65.00,64.06
64.93,64.62,65.07,64.00
64.10,64.28,64.47,63.75
64.07,63.90,64.63,63.00
64.04,63.88,64.69,63.70
63.50,63.01,63.90,62.01
63.22,63.46,63.99,62.86
63.30,63.05,63.96,63.00
63.05,63.80,64.31,63.05
63.80,64.53,65.08,63.80
64.22,64.38,65.11,63.46
64.04,64.56,65.25,64.04
65.20,64.24,65.46,64.08
65.12,64.66,65.45,64.50
64.66,64.25,64.66,63.72
63.82,62.91,64.20,62.72
62.55,62.56,62.85,62.05
62.50,60.72,62.60,60.63
60.28,60.02,60.68,60.00
60.00,60.09,61.39,60.00
60.00,60.56,60.60,60.00
62.07,61.68,62.29,60.94
61.28,61.41,62.42,61.20
61.40,62.20,63.10,61.35
62.75,61.88,62.95,61.55
62.00,61.92,62.05,61.57
61.77,61.86,62.17,61.41
62.05,62.00,62.10,61.56
62.25,61.82,62.26,61.61
61.86,62.10,62.62,61.67
62.16,61.74,62.16,61.63
61.36,61.64,61.89,61.05
61.37,61.84,61.97,61.26
62.10,61.73,62.49,61.00
62.14,62.22,62.44,61.96
62.16,61.87,62.16,61.70
61.66,62.04,62.49,61.60
62.26,62.94,63.50,62.16
62.85,63.50,64.03,62.85
63.26,64.55,64.96,63.26
64.50,65.23,65.40,64.50
65.55,66.38,66.50,65.33
66.12,66.37,66.50,65.95
65.31,65.90,66.36,65.05
66.11,65.95,66.30,65.88
65.80,65.45,66.00,65.28
65.10,64.70,65.46,63.80
64.51,64.32,65.27,63.80
65.09,64.72,65.36,64.01
65.15,63.85,65.36,63.80
63.85,63.46,64.25,63.24
63.00,62.33,63.06,61.75
62.26,62.74,63.18,62.26
63.07,63.00,63.45,62.77
62.73,63.22,63.70,62.73
63.25,63.49,63.77,63.22
63.50,62.91,63.94,62.15
62.75,62.80,63.19,62.23
62.63,61.85,62.63,61.55
61.87,61.61,62.30,61.51
61.51,61.67,62.05,61.05
61.40,60.66,61.73,60.66
60.41,60.69,60.84,60.31
60.30,59.61,60.65,59.61
59.61,60.81,60.81,59.61
60.66,60.50,61.46,60.27
60.30,60.03,60.60,59.71
59.80,60.18,60.68,59.80
60.45,60.13,60.45,59.70
60.30,60.14,60.62,59.87
59.80,61.57,61.84,59.80
61.84,62.14,63.00,61.44
61.80,61.14,62.22,60.76
61.13,61.35,61.60,61.08
60.87,61.24,61.91,60.67
61.40,60.01,61.72,59.13
60.50,60.32,60.82,60.01
60.23,60.92,61.25,60.18
61.41,61.12,61.45,61.00
61.12,60.04,61.12,59.79
60.50,59.61,60.51,59.55
59.20,57.43,59.29,56.48
57.14,57.04,57.29,56.47
57.20,57.60,57.67,56.71
57.35,57.02,57.44,55.25
56.86,56.05,56.90,55.86
57.41,56.72,57.41,56.08
56.71,57.46,57.98,56.71
57.42,57.43,57.45,56.50
57.44,57.80,57.89,57.03
57.76,57.78,58.98,57.65
58.13,57.89,58.37,57.76
57.73,56.80,57.73,56.18
56.22,56.71,57.16,56.11
56.40,56.88,56.97,55.71
56.51,56.38,57.14,55.90
56.28,56.14,56.94,55.75
56.53,56.51,57.77,56.18
56.23,56.10,56.72,55.91
55.87,55.53,56.00,55.53
55.74,54.13,55.74,53.58
53.87,53.16,54.88,53.00
53.00,51.06,53.48,50.80
51.00,49.77,51.09,49.74
49.53,50.81,51.42,49.01
50.81,50.49,51.32,50.27
50.42,49.94,50.65,49.01
49.96,49.45,49.98,49.01
49.25,49.75,49.87,49.01
50.00,50.46,50.75,49.70
50.33,49.42,50.33,49.10
49.33,49.06,49.36,48.51
48.16,47.83,48.42,47.65
47.44,46.16,47.50,45.57
46.32,47.82,48.00,46.01
47.90,48.55,48.91,47.58
49.07,48.19,49.45,48.01
48.11,48.34,48.70,47.29
48.40,48.50,48.99,48.40
48.63,49.50,49.55,48.63
48.79,48.22,49.27,48.03
48.17,48.02,48.72,48.01
47.99,47.76,48.29,47.22
47.57,47.91,48.30,47.16
48.02,49.40,49.77,47.71
49.42,49.55,49.92,49.26
49.79,47.71,49.79,47.60
47.92,48.17,48.50,47.50
47.52,47.34,48.26,47.01
47.07,47.61,47.81,46.74
47.94,49.34,49.85,47.65
49.38,49.15,49.57,48.61
49.69,50.12,50.74,49.40
50.43,51.15,51.17,50.10
51.45,53.42,54.01,51.45
53.02,53.63,54.36,52.80
53.16,54.27,54.67,52.54
54.42,56.01,56.01,54.25
55.31,53.67,55.31,53.01
54.03,54.04,54.13,53.11
53.38,53.87,54.00,52.55
53.97,53.10,54.10,53.00
53.48,53.34,53.75,52.63
53.01,53.43,53.84,52.79
53.50,54.25,54.53,53.27
55.20,54.31,55.20,53.96
54.23,53.56,54.23,52.48
53.10,53.17,53.46,52.56
52.83,52.91,53.33,52.10
53.21,53.20,53.48,52.25
53.80,52.54,53.80,52.20
53.00,52.91,53.71,52.09
53.53,53.80,54.30,53.01
54.12,53.39,54.12,53.36
53.46,53.17,53.46,52.54
52.60,52.20,53.24,51.60
52.84,52.95,53.67,52.65
52.78,53.43,53.85,52.18
53.01,54.44,55.11,53.01
55.05,54.80,56.00,54.00
54.41,54.40,55.97,54.40
54.65,55.61,55.92,54.30
55.00,54.56,55.52,54.49
54.94,55.82,55.83,54.49
55.58,55.19,55.58,54.50
54.63,55.10,55.79,54.63
55.03,54.95,55.21,54.50
55.11,54.34,55.50,54.11
54.89,53.80,55.37,53.80
53.55,53.49,54.00,52.74
53.45,53.23,53.87,53.00
53.38,53.43,53.90,53.19
52.96,52.81,53.92,52.51
53.24,51.39,53.25,50.73
52.03,51.29,54.06,51.03
51.28,52.05,52.36,50.00
51.20,52.65,52.96,51.20
52.28,52.40,53.33,51.40
52.57,52.74,53.20,52.45
52.92,52.27,53.00,52.15
52.40,52.16,52.40,51.00
52.33,53.14,53.73,52.00
53.06,53.24,53.86,53.06
53.85,53.45,53.85,52.61
53.45,52.97,53.46,52.00
53.10,53.24,53.26,52.74
53.41,53.27,53.55,53.00
53.30,53.03,53.30,52.90
53.23,53.24,53.29,52.75
53.30,52.73,53.30,52.65
52.52,52.68,53.14,52.50
52.50,52.67,52.95,52.50
52.50,52.14,52.75,52.02
52.11,51.97,52.35,51.27
52.00,51.69,52.00,51.40
51.89,51.65,51.89,51.03
51.95,51.47,52.00,51.32
51.80,51.25,51.80,50.99
51.10,51.09,51.36,50.50
51.01,51.90,52.35,50.50
51.70,51.56,51.99,51.52
51.61,51.72,52.09,51.56
51.62,51.97,52.09,51.56
52.00,51.66,52.00,51.57
51.42,51.47,51.65,51.15
51.40,51.16,51.41,51.00
51.16,50.74,51.20,50.67
50.91,49.66,51.20,49.52
49.86,50.19,50.49,49.66
50.01,50.06,50.48,50.00
50.00,50.00,50.46,49.78
49.81,49.63,49.98,49.50
49.39,49.10,49.43,48.30
49.35,49.63,49.80,49.25
49.53,49.47,49.59,47.81
49.23,48.97,49.36,48.61
49.00,48.05,49.69,47.79
47.76,48.49,48.50,47.50
48.45,47.37,48.50,47.26
47.56,48.23,48.50,47.31
48.23,48.43,48.96,48.15
48.57,48.31,48.68,47.91
48.08,47.92,48.34,47.52
47.34,46.82,47.51,46.45
46.95,45.94,47.51,45.12
45.14,45.11,45.39,44.18
44.81,44.47,45.20,44.20
44.10,44.00,44.48,43.55
43.46,44.28,44.45,43.09
44.44,46.01,46.35,44.27
46.10,45.22,46.11,44.88
45.01,45.72,45.96,45.01
46.26,46.62,46.73,45.68
46.75,47.00,47.84,46.40
47.25,46.51,47.35,46.00
46.50,47.78,47.95,46.50
48.00,47.93,48.24,47.63
47.69,47.89,48.19,47.13
47.85,47.51,47.91,47.23
47.26,46.50,47.43,46.41
46.92,46.54,47.25,46.50
46.08,45.00,46.61,44.17
44.10,45.29,45.38,44.10
44.53,44.91,45.15,44.51
44.75,44.86,45.00,44.75
44.94,44.75,45.19,44.70
44.40,44.54,44.54,43.79
44.24,43.88,44.90,43.50
43.70,43.47,44.38,43.11
43.29,43.83,44.45,43.29
44.00,43.16,44.34,43.16
43.16,41.63,43.60,41.08
41.95,40.16,42.00,39.86
40.18,40.27,40.66,39.00
39.14,39.67,40.26,38.86
39.56,39.77,40.48,39.16
39.69,39.37,40.01,39.18
39.20,39.79,40.18,39.10
40.37,40.66,40.73,39.94
40.67,42.10,42.61,40.66
42.48,43.64,44.09,42.48
44.05,44.25,44.45,43.41
44.60,44.44,44.84,43.55
44.77,44.50,44.79,44.45
44.67,44.20,44.67,44.00
44.00,44.36,44.49,43.24
43.97,44.29,44.61,43.81
44.24,44.62,44.76,44.00
44.62,44.92,45.20,44.04
45.15,45.00,45.19,44.70
44.83,45.93,46.10,44.28
45.90,47.24,47.48,45.42
47.22,46.42,47.23,46.42
46.76,46.13,47.21,45.51
46.07,46.33,46.90,46.00
46.67,46.90,47.24,46.30
46.81,47.16,47.40,46.74
47.30,46.95,47.90,46.90
47.08,46.85,47.56,46.80
46.72,46.45,47.18,46.39
46.40,46.32,46.66,46.15
46.66,48.00,48.20,46.35
48.22,48.15,48.59,47.79
47.50,47.73,48.05,47.50
48.00,48.28,48.45,47.72
48.17,47.99,48.30,47.81
47.99,48.14,48.43,47.83
47.41,47.81,48.00,47.41
47.81,48.22,48.23,47.81
47.91,47.67,48.15,47.40
47.30,47.34,47.69,47.20
47.37,46.91,47.55,46.91
46.60,45.00,46.64,44.67
44.99,46.60,46.60,44.01
46.60,46.44,47.15,46.31
46.97,45.71,46.97,45.14
45.40,46.99,47.12,45.40
47.10,46.58,47.45,46.58
46.70,46.80,47.47,46.63
47.07,46.56,47.07,46.00
46.33,45.45,46.33,45.35
45.26,45.36,45.55,45.20
45.62,45.59,45.92,45.15
45.90,45.90,46.00,45.42
47.08,46.96,47.31,46.29
46.96,47.62,47.62,46.96
47.01,46.65,47.20,46.65
46.89,46.40,47.00,46.10
46.40,46.60,46.60,46.20
46.60,46.60,46.60,46.31
46.69,45.75,46.69,45.75
45.87,45.80,46.43,45.64
45.91,46.02,46.30,45.91
46.09,45.95,46.47,45.80
46.11,45.64,46.11,45.64
45.64,46.13,46.95,45.64
45.95,46.31,46.49,45.84
46.70,46.64,46.99,46.41
46.75,46.57,46.80,46.13
47.00,47.12,47.15,46.80
46.81,47.33,47.67,46.22
47.78,47.45,47.85,47.36
46.56,49.20,49.63,46.50
48.68,50.32,50.50,48.44
50.34,50.55,51.00,50.32
50.87,50.47,50.87,50.00
49.85,50.08,50.39,49.55
49.60,49.75,50.32,48.98
49.76,47.71,49.81,47.70
47.71,48.16,48.28,47.18
48.48,47.23,48.79,47.15
47.04,48.15,48.65,47.04
48.00,49.42,49.48,48.00
49.63,49.46,49.73,48.62
49.87,49.30,49.90,49.25
49.60,49.50,50.00,49.00
49.87,50.49,50.50,49.52
49.86,50.21,50.25,49.50
50.53,50.48,50.97,50.10
50.72,50.85,51.00,50.26
50.99,50.73,51.75,50.70
50.89,50.89,51.07,50.51
51.00,51.08,51.41,50.77
51.30,50.51,51.83,50.51
51.12,51.47,51.50,50.61
51.55,51.24,51.73,51.20
51.21,51.42,51.78,51.21
51.67,51.71,51.75,51.24
51.31,54.21,54.21,51.05
54.20,54.21,55.00,54.20
54.42,53.58,54.42,53.30
53.47,52.20,53.53,52.17
52.80,53.00,53.00,52.16
53.00,53.00,53.24,52.24
52.60,53.51,53.62,52.40
53.75,53.66,53.97,53.50
53.65,54.74,54.94,53.02
54.74,54.95,54.95,54.00
54.47,53.18,54.94,53.02
52.95,52.96,53.94,50.89
52.75,52.67,53.75,52.48
52.61,52.72,53.58,52.00
52.70,52.79,53.58,51.90
53.20,53.15,53.60,52.55
52.80,52.28,53.86,51.62
52.00,52.35,52.94,51.17
52.90,52.38,52.90,51.90
52.00,52.96,53.45,52.00
52.50,52.76,52.87,52.00
52.98,53.34,53.41,51.90
52.78,52.79,53.02,51.67
52.77,51.55,52.77,51.55
52.14,51.41,52.25,51.30
51.41,51.25,52.35,51.01
51.00,52.33,52.33,51.00
