PRAA,PRA Group,NASDAQ
36.60,37.10,37.25,35.95
37.25,38.30,38.60,37.15
38.45,38.35,38.90,38.10
38.50,37.20,38.50,36.75
37.55,36.55,37.55,36.40
36.30,35.65,36.80,35.55
35.70,36.05,36.65,35.50
36.15,36.00,36.65,35.65
36.15,35.85,36.40,35.20
36.15,36.00,36.20,35.30
35.85,35.85,36.25,35.35
35.85,35.75,36.10,35.40
35.70,36.05,36.15,35.70
36.05,37.15,37.60,35.85
37.15,37.85,37.90,36.92
38.00,38.60,38.75,37.92
38.75,39.10,39.70,38.40
39.65,40.40,40.70,39.38
40.40,41.75,41.90,40.38
41.50,40.45,41.70,40.40
40.75,39.65,40.75,39.60
39.50,39.05,39.65,38.75
39.15,39.55,39.65,38.60
39.55,39.75,39.80,39.03
39.55,39.15,39.55,38.45
39.30,39.65,40.00,39.30
