PRAA,PRA Group,NASDAQ
68.86,68.49,70.00,67.80
67.09,66.51,68.03,65.71
66.64,66.38,67.81,66.11
66.83,66.43,67.73,65.52
67.18,66.16,67.62,65.93
67.00,67.62,67.79,66.69
66.62,69.19,69.35,66.62
69.65,67.65,69.96,67.51
67.40,68.77,68.98,66.89
68.09,72.37,72.55,67.91
72.40,71.23,72.80,71.03
71.76,70.78,71.76,70.75
71.52,69.19,71.52,68.82
69.22,68.51,69.94,68.24
68.47,68.45,68.97,67.81
68.12,67.62,68.86,67.34
67.76,68.47,69.44,67.26
68.69,69.57,70.64,67.82
69.50,66.68,69.50,65.72
66.89,66.78,68.05,66.54
66.59,66.85,67.39,65.00
67.26,65.40,67.38,64.66
66.48,64.51,67.00,64.10
64.58,66.89,67.01,64.58
67.64,66.50,67.91,66.00
66.21,66.47,66.78,65.63
66.05,65.95,66.46,65.05
66.64,68.33,68.63,65.89
67.87,67.15,68.33,67.00
67.23,65.19,67.23,64.51
64.87,62.65,65.97,62.53
62.79,61.56,64.19,60.90
60.69,61.17,61.45,58.82
61.29,58.86,61.29,58.85
59.85,61.57,61.82,58.84
61.02,62.61,62.99,60.35
62.98,66.71,66.75,62.08
66.99,68.50,68.59,66.68
67.92,67.08,69.00,66.39
67.42,67.04,67.85,65.23
66.64,69.68,70.98,66.09
70.94,71.00,71.61,70.52
70.07,71.10,71.98,70.03
70.31,69.97,70.78,69.05
69.44,69.38,70.29,69.22
69.01,68.50,69.30,67.34
69.15,69.89,69.99,68.25
69.03,67.83,69.29,67.73
67.03,64.43,67.23,64.09
64.02,64.73,65.16,63.03
64.32,64.54,65.34,63.50
64.22,65.35,65.59,63.86
66.22,66.30,66.82,64.37
66.25,65.72,66.53,64.98
65.27,65.00,65.60,64.62
64.77,64.93,65.09,63.72
65.49,65.51,66.06,65.08
64.77,63.82,65.42,63.79
63.49,63.45,64.10,63.11
64.01,62.88,64.01,62.54
63.41,63.51,63.55,62.45
63.41,63.25,63.86,63.20
63.01,63.70,63.95,62.75
64.82,66.91,67.00,63.19
66.40,68.16,68.47,66.40
68.71,69.75,69.89,68.71
69.45,67.33,69.47,67.12
67.72,68.98,69.11,67.71
69.12,67.95,69.42,67.51
68.10,68.95,69.16,68.10
69.55,69.44,69.69,68.16
69.16,68.61,69.52,68.57
68.20,68.01,68.31,67.28
67.77,67.59,68.25,67.14
68.00,67.52,68.17,67.35
67.61,68.00,68.20,67.61
68.00,67.53,68.30,67.35
67.04,66.81,67.64,65.58
66.23,64.81,66.90,64.68
65.32,67.44,67.63,64.86
67.65,64.05,67.65,63.78
64.12,65.45,65.60,63.21
65.05,65.97,66.49,64.85
66.63,64.66,67.29,64.26
65.44,63.30,65.93,63.10
63.02,63.30,64.02,62.31
63.74,65.05,65.68,63.18
64.85,65.44,65.52,64.34
66.00,64.70,66.25,64.67
64.71,64.77,65.01,63.79
64.74,64.10,65.41,64.10
63.81,64.16,64.31,63.10
64.36,66.02,66.84,64.36
65.84,67.04,67.10,65.50
67.75,67.49,67.87,66.76
67.50,67.30,67.73,67.00
66.33,64.97,66.91,64.49
65.17,65.45,65.98,65.17
65.84,65.53,66.30,64.52
65.58,66.98,67.45,65.52
67.20,67.39,67.88,66.95
66.86,65.26,67.31,64.70
64.80,64.43,66.05,63.85
66.70,66.69,67.92,65.61
66.40,67.05,67.31,66.21
67.30,66.32,67.93,65.92
67.17,66.75,67.81,66.54
66.80,67.38,67.38,66.34
68.50,69.78,69.80,67.91
69.78,68.58,70.48,68.07
68.12,67.90,68.71,67.25
68.18,65.54,68.18,65.00
65.88,67.95,67.95,64.80
67.12,67.51,67.79,66.93
66.80,67.45,68.00,66.80
67.69,67.31,68.55,66.79
67.06,66.35,67.31,66.13
66.57,65.44,66.57,64.64
66.46,65.15,66.46,64.87
64.79,64.94,65.39,64.49
64.80,64.50,65.03,64.05
64.05,63.95,64.85,63.50
64.43,65.76,66.31,63.88
65.19,65.15,65.65,64.51
64.61,64.02,64.72,62.98
63.16,63.37,64.15,63.15
64.05,65.85,66.87,64.05
66.07,65.81,66.96,65.00
65.27,66.35,66.59,65.27
66.07,66.61,66.73,65.91
67.00,67.67,68.25,66.90
68.04,69.25,69.50,68.02
69.70,69.68,70.22,69.39
69.62,70.99,71.00,69.04
71.00,71.60,72.13,70.26
72.01,72.22,72.88,71.01
71.89,71.89,73.27,71.11
71.99,74.20,74.24,71.99
74.39,76.70,76.80,73.81
76.93,75.96,76.96,75.62
76.48,77.13,77.22,75.55
77.26,76.10,77.47,75.93
76.00,76.93,77.05,75.84
76.89,77.84,77.97,76.71
78.00,77.28,78.00,76.64
77.29,76.73,77.41,76.53
76.56,76.65,77.01,76.51
76.23,75.20,76.44,74.87
76.19,75.79,76.74,74.17
76.27,75.57,76.70,74.06
75.55,75.85,76.15,75.09
76.00,75.67,76.25,75.13
75.96,74.59,76.05,73.78
73.99,74.61,74.99,73.12
74.84,74.97,75.18,74.59
75.79,76.00,76.10,72.00
75.88,75.54,76.09,75.20
75.50,75.50,75.92,75.24
74.92,75.59,75.68,74.00
75.40,73.94,75.54,73.60
73.49,72.87,74.53,72.66
73.38,72.29,73.38,72.25
72.40,69.85,72.40,69.70
69.40,70.82,70.98,68.29
70.87,73.93,75.07,70.87
74.00,72.82,74.00,72.03
72.56,71.70,72.82,71.59
71.93,72.14,72.91,71.03
72.71,73.64,74.35,72.25
73.30,73.88,74.40,73.29
73.73,74.29,74.73,73.73
74.11,74.20,74.52,73.73
74.43,76.36,76.88,74.43
76.55,76.64,77.29,76.34
76.31,76.14,76.98,75.84
75.54,77.14,77.60,75.54
76.66,78.87,79.23,76.40
78.68,79.58,79.84,78.68
79.30,79.10,79.86,78.27
82.48,84.59,86.53,81.65
84.88,86.42,86.89,84.88
85.56,85.07,86.00,84.50
84.00,83.07,85.83,82.69
82.91,81.76,83.90,81.50
81.84,83.01,83.15,79.88
83.36,85.00,85.00,82.77
85.00,83.35,85.00,82.94
83.35,81.27,83.61,81.21
81.70,81.94,82.66,80.53
82.25,84.50,84.50,82.25
84.47,84.70,84.70,83.61
84.70,83.45,85.00,82.63
83.45,83.91,84.90,83.12
83.81,84.54,84.94,83.76
83.19,81.00,83.19,80.84
80.29,81.80,82.05,78.31
80.65,80.86,81.77,80.13
79.03,79.78,80.80,79.03
79.42,79.22,80.75,79.00
80.34,79.72,80.72,79.28
80.58,81.50,81.53,79.52
82.05,83.00,83.00,82.05
83.00,81.27,83.00,81.26
80.92,82.04,82.48,79.79
82.45,82.27,83.08,81.33
82.53,83.81,84.55,82.21
83.99,81.96,84.31,81.76
81.78,81.90,82.31,80.01
82.12,84.40,84.41,82.06
83.99,85.13,85.18,83.83
85.57,85.83,86.73,85.24
85.90,85.71,86.04,85.00
85.71,85.58,85.82,84.57
85.79,85.71,86.03,85.35
85.56,84.68,85.89,84.67
85.29,82.51,85.29,81.82
82.90,82.44,83.08,82.00
81.69,81.47,82.38,81.47
81.85,81.04,82.21,80.36
80.20,81.71,81.71,79.63
81.41,83.93,84.06,81.41
82.36,82.87,82.90,81.14
83.01,82.29,83.19,81.61
83.34,83.61,83.91,83.04
84.15,83.50,84.39,82.80
82.93,83.28,83.88,82.75
83.70,84.80,85.24,82.97
85.00,85.17,85.28,83.54
84.80,87.50,87.78,84.80
87.49,90.26,90.58,86.89
90.94,88.91,90.95,88.54
88.56,87.50,89.51,87.00
87.47,85.37,87.50,84.16
85.32,83.34,85.76,82.54
84.49,85.51,85.80,84.20
85.20,84.90,85.69,84.35
85.31,85.78,86.24,84.93
85.38,84.40,85.96,83.52
84.03,85.38,85.64,83.47
85.13,83.03,85.59,82.81
82.59,81.41,82.59,81.28
80.95,81.39,82.02,80.00
81.45,81.97,82.25,81.02
82.47,84.01,84.40,81.54
83.41,84.00,85.94,82.96
82.34,82.46,82.90,81.78
82.64,83.01,83.47,81.29
82.55,83.67,84.20,82.41
83.17,84.29,84.29,82.73
84.52,84.54,85.75,84.31
85.48,86.62,86.62,84.66
86.34,84.81,86.34,84.37
84.80,83.96,84.92,83.53
82.50,82.70,83.89,81.92
82.13,81.36,82.54,80.77
81.67,80.40,81.67,80.17
79.89,79.92,81.02,79.20
80.16,79.69,80.84,79.36
79.16,78.48,79.56,77.64
79.04,78.13,79.20,77.84
79.02,79.92,80.34,78.53
78.96,78.76,79.59,78.52
78.76,80.20,80.28,78.14
80.76,80.78,81.95,80.09
80.78,84.52,84.56,80.18
85.03,85.71,86.31,83.86
85.08,84.15,85.84,84.01
83.20,84.65,84.87,82.56
84.95,85.00,85.12,83.15
84.71,83.21,85.34,82.93
83.30,83.85,83.89,82.52
84.37,84.32,84.40,83.52
84.20,84.79,84.95,83.69
84.87,86.07,86.68,84.27
86.07,86.95,88.49,86.07
86.78,87.40,88.11,86.04
88.02,88.77,89.67,88.02
87.51,85.15,88.21,85.08
84.18,82.37,84.55,81.70
81.81,81.31,82.92,81.31
81.72,82.25,83.78,80.44
82.29,79.13,82.90,78.10
79.36,79.67,80.49,78.77
79.18,78.79,79.25,77.53
79.43,81.26,81.48,78.82
81.41,81.42,82.16,81.00
81.79,83.67,83.75,80.83
83.37,82.81,83.75,81.53
81.82,80.97,82.89,80.65
80.83,80.20,81.44,79.76
80.00,79.19,80.58,79.08
79.00,79.65,80.20,78.48
78.28,80.93,82.00,77.67
81.92,82.03,82.24,79.95
81.19,79.22,81.60,78.57
79.22,79.83,80.56,77.65
78.66,75.48,80.25,75.36
76.28,75.04,76.63,72.34
73.00,67.16,73.54,66.76
68.94,72.02,72.63,65.78
70.00,66.88,70.09,66.76
67.37,72.70,73.94,66.11
73.44,71.94,73.44,71.18
72.70,75.06,75.20,72.70
74.06,72.48,75.05,71.79
73.22,73.57,74.15,72.06
71.02,69.16,71.43,68.55
67.58,67.68,70.00,67.06
69.88,68.38,69.88,67.62
68.77,71.73,71.85,68.32
71.74,73.49,73.78,70.18
74.23,71.26,74.56,70.28
70.80,72.63,73.47,69.38
74.31,74.73,75.23,71.88
74.29,73.97,74.51,72.48
74.30,73.13,74.39,70.91
73.06,70.40,73.34,70.07
68.83,69.20,70.67,68.71
67.54,69.39,70.26,67.01
71.20,71.86,71.93,70.25
71.28,69.58,71.70,69.04
68.84,67.44,69.38,66.76
66.11,67.11,67.70,66.00
67.28,67.09,68.17,65.95
67.78,67.42,68.28,66.23
68.25,66.63,68.65,66.00
67.23,68.08,68.10,66.27
66.67,65.37,67.35,65.09
65.51,62.12,65.73,61.34
62.18,59.61,63.77,59.41
57.85,58.17,59.28,56.76
58.00,59.57,59.90,56.79
60.31,60.53,60.66,58.79
61.50,62.20,63.55,60.60
62.12,62.01,63.68,61.20
63.42,63.67,64.35,62.00
62.50,62.22,63.64,62.00
61.45,59.41,62.58,59.40
58.75,64.91,65.01,58.29
65.01,64.18,65.01,63.36
64.32,66.37,66.40,63.65
67.17,64.24,67.59,64.13
65.68,68.17,68.33,65.52
67.58,67.00,69.99,66.25
67.55,66.65,68.09,66.36
66.13,65.58,66.42,64.73
65.84,65.94,66.99,65.39
65.50,63.65,65.60,63.37
64.87,65.54,65.98,63.01
65.27,63.71,65.69,63.38
63.82,63.59,63.84,62.12
64.84,65.98,66.10,63.78
66.23,68.14,68.93,65.81
67.59,65.69,67.59,65.26
66.77,67.57,68.12,65.71
69.98,70.59,72.82,69.00
70.31,71.01,71.74,67.39
69.93,70.14,71.08,69.38
66.80,67.71,69.36,66.71
68.81,70.77,71.31,68.81
71.07,72.51,72.94,68.90
71.59,72.60,73.25,70.82
72.75,72.18,73.10,71.04
72.67,73.25,73.63,72.05
71.82,69.72,72.50,69.60
71.01,71.01,71.35,70.10
72.06,73.18,73.56,71.98
72.86,71.66,72.86,71.36
71.19,73.25,73.55,71.03
72.41,70.81,72.77,70.78
70.99,69.93,71.34,69.51
69.95,70.60,70.81,69.31
69.30,68.36,69.71,68.02
68.48,67.24,68.79,67.16
66.44,64.99,66.56,64.81
64.61,64.13,66.04,64.13
66.49,66.29,66.49,64.94
66.36,65.48,66.77,65.09
68.35,69.37,69.37,67.01
69.07,68.12,70.52,68.08
69.09,67.81,69.88,67.49
69.11,69.93,70.68,67.59
69.92,69.59,70.39,69.14
68.81,69.52,69.77,68.02
68.64,67.77,69.33,67.47
68.20,69.32,69.72,68.20
68.41,68.20,69.05,67.07
68.66,66.78,69.37,66.25
66.09,65.66,67.03,65.23
66.84,64.87,68.52,64.53
65.53,64.39,65.53,63.91
64.24,63.45,64.84,63.25
64.90,64.98,66.00,64.43
64.71,65.20,65.37,64.08
65.42,66.58,66.75,65.07
66.94,67.14,67.32,66.20
66.95,67.06,67.62,66.22
66.81,66.25,66.93,65.96
67.04,68.08,68.57,65.08
68.04,67.52,70.48,67.45
68.96,68.59,69.97,66.35
67.99,66.90,68.27,65.76
66.30,66.20,66.58,64.50
66.04,63.56,66.27,63.52
63.85,60.62,64.00,60.12
61.30,64.11,64.14,61.05
63.60,64.71,64.90,62.93
65.38,65.12,67.36,64.35
64.45,65.37,65.66,64.45
65.85,66.07,66.92,65.70
66.02,66.42,66.80,65.92
66.88,67.71,68.14,66.62
67.79,67.78,68.33,66.57
67.60,67.11,68.16,66.83
66.89,67.39,67.66,66.71
67.25,66.80,67.25,66.56
67.00,66.54,67.40,66.28
66.14,66.70,67.86,66.14
66.01,65.51,66.47,65.05
66.11,64.95,66.11,64.94
65.83,67.03,67.44,64.88
67.46,67.28,67.46,66.66
68.63,69.77,70.10,68.44
69.20,70.09,70.13,69.20
69.78,70.87,71.15,69.75
71.03,70.88,71.37,70.30
71.03,70.97,71.35,70.67
70.35,70.03,70.87,69.77
70.58,70.45,70.96,70.10
70.22,69.08,70.28,68.38
69.26,68.40,69.63,68.00
68.40,70.58,70.68,68.40
70.67,69.64,70.67,68.55
69.66,69.34,70.58,68.96
69.28,68.87,69.28,68.03
68.99,69.03,69.61,68.47
69.13,69.33,69.74,68.89
68.54,70.13,70.31,68.54
70.02,69.77,70.53,69.31
70.12,69.73,70.86,69.66
69.67,69.50,70.46,68.98
69.33,68.52,69.88,68.08
68.43,69.19,69.75,68.43
68.50,69.00,69.25,68.29
69.09,68.51,69.24,68.33
68.75,68.12,68.94,68.01
68.35,67.99,68.35,67.93
68.20,68.11,68.59,67.96
68.67,69.07,69.40,67.91
69.20,69.46,69.91,69.02
69.61,70.11,70.62,69.12
70.31,70.60,70.90,69.77
70.31,70.48,71.45,70.31
70.00,70.80,71.38,69.56
70.85,70.07,71.44,70.00
69.50,70.04,70.34,69.41
70.33,70.30,71.09,69.70
71.09,73.17,73.40,70.43
73.34,73.11,74.08,73.10
73.51,72.70,73.51,71.49
72.46,71.99,73.04,71.55
72.58,71.72,72.66,70.68
71.41,72.42,72.69,71.41
72.16,71.53,72.23,70.98
70.67,70.22,71.47,69.59
70.36,70.01,70.36,69.63
69.18,68.90,69.42,68.31
68.87,67.84,69.07,67.36
68.69,68.24,68.92,67.82
68.17,68.35,68.56,68.16
68.01,67.72,68.80,67.70
67.92,67.96,68.39,66.83
68.52,68.89,69.46,68.41
68.68,67.86,68.68,67.36
67.89,66.87,67.91,66.29
68.69,67.47,68.69,67.29
66.40,66.50,66.81,65.81
66.37,66.76,67.39,66.00
67.59,67.15,67.60,66.29
67.08,67.39,67.87,67.05
67.45,68.88,69.00,66.86
68.67,68.82,68.95,68.00
68.72,67.73,68.83,67.70
67.40,66.87,67.48,66.03
66.73,66.94,67.66,65.83
66.82,66.50,66.90,64.90
66.15,66.66,66.87,65.32
67.46,73.48,74.15,67.46
72.82,73.00,74.97,71.82
73.35,71.31,73.35,71.08
70.49,70.74,71.16,70.27
70.01,69.64,70.53,69.57
69.78,70.48,71.45,69.52
70.65,69.85,70.96,69.68
69.79,70.03,70.60,69.67
69.91,70.25,70.60,69.34
70.25,70.76,70.89,68.02
70.62,70.99,73.67,70.31
70.10,70.77,70.84,68.88
71.08,69.20,71.87,68.94
69.04,69.24,70.18,68.91
69.54,69.98,70.21,69.16
69.48,68.99,69.80,68.72
68.93,69.11,69.63,68.01
67.79,67.77,68.46,67.26
68.00,67.19,68.24,67.05
66.88,68.44,68.90,66.88
68.82,70.20,70.29,68.66
70.94,71.41,73.00,70.72
71.18,72.88,73.16,70.78
73.85,70.97,73.99,70.92
71.57,71.40,71.57,70.40
71.10,71.94,72.67,70.94
71.08,72.93,72.94,70.88
72.35,76.35,77.11,72.24
76.11,79.84,80.20,75.90
79.82,84.03,84.15,79.47
84.00,84.52,84.88,83.56
84.26,84.11,84.86,83.30
84.95,83.46,85.16,82.63
82.71,84.23,84.39,82.00
84.27,84.68,85.97,84.27
84.63,85.91,85.91,84.05
85.22,87.02,87.09,84.98
88.58,91.26,91.36,86.19
91.05,89.17,91.05,88.58
89.07,88.88,89.27,88.58
88.95,88.96,89.64,88.08
87.97,88.85,88.98,87.97
88.46,89.02,89.40,88.33
89.14,88.54,89.23,88.36
88.65,89.00,89.85,88.12
88.04,88.12,89.20,87.01
88.63,89.34,89.71,88.18
89.07,89.81,89.97,87.32
90.00,90.29,91.64,90.00
90.25,91.02,91.47,90.25
91.02,90.69,91.16,90.05
89.99,88.09,89.99,88.08
87.00,85.79,87.61,85.50
86.32,84.41,86.32,80.19
84.51,84.69,85.94,84.09
85.78,85.00,85.82,84.46
85.34,87.92,88.10,84.88
87.94,85.00,88.40,84.16
84.88,84.68,86.41,84.45
85.34,85.13,87.49,85.13
90.98,99.91,100.71,89.88
99.51,97.87,101.64,97.24
97.76,94.82,98.95,93.96
95.08,96.48,98.96,95.08
95.75,96.44,97.45,95.75
96.11,94.93,96.11,94.09
94.90,95.00,95.96,94.67
95.12,96.53,96.82,94.59
97.23,98.16,99.24,95.72
97.84,99.12,99.46,97.84
98.75,99.02,99.05,97.37
98.77,100.23,100.27,98.17
100.11,100.19,100.60,99.43
100.24,97.50,101.24,96.70
97.73,97.14,98.09,95.86
96.73,97.89,98.13,96.56
97.37,99.46,99.75,96.43
99.68,99.80,100.40,98.57
99.58,99.98,100.58,99.58
100.35,100.65,101.00,99.71
100.44,99.99,100.52,99.79
100.72,100.35,100.80,99.72
100.80,101.72,102.77,100.36
101.08,101.95,102.48,100.20
102.24,103.14,103.87,101.28
103.04,101.95,103.04,100.35
102.00,102.00,102.19,100.98
102.45,102.61,102.89,101.38
102.55,102.46,102.99,101.10
102.03,100.90,102.99,100.70
100.97,100.34,102.98,99.20
99.87,102.25,102.33,99.72
102.45,102.66,102.98,100.96
102.56,102.55,103.14,101.75
101.75,101.00,102.24,100.01
101.89,101.30,103.03,100.93
100.91,102.67,102.76,100.79
103.04,103.02,105.47,102.49
103.54,104.52,104.76,103.27
105.19,105.85,106.13,103.69
105.22,104.43,106.18,103.59
104.66,105.21,106.47,102.70
105.78,103.52,105.99,103.33
103.36,104.23,104.97,102.11
104.30,104.34,104.45,102.20
104.43,103.71,105.91,103.60
103.53,103.22,103.55,101.25
103.01,101.57,103.48,101.29
101.85,102.11,102.26,100.95
102.58,102.56,103.74,102.07
102.38,101.53,102.38,99.70
101.87,105.56,105.70,101.87
106.26,104.94,106.85,104.57
104.83,104.81,105.32,104.49
104.45,103.30,105.79,103.10
102.85,101.55,103.55,100.50
101.64,99.92,101.64,98.68
99.38,99.96,101.00,97.26
100.05,100.31,101.40,97.77
101.03,101.16,101.42,99.91
100.77,100.26,101.23,99.76
101.48,104.65,105.24,101.48
104.92,104.98,105.98,103.41
105.01,101.59,105.90,100.79
101.48,103.51,104.34,100.72
104.02,103.25,104.66,102.59
102.00,99.18,102.00,98.01
99.22,97.07,100.47,96.09
96.56,96.65,98.78,96.03
92.67,95.18,96.78,91.89
95.05,97.08,97.50,93.52
97.01,94.00,97.16,93.41
93.74,97.50,97.50,91.91
97.19,97.85,98.42,94.36
97.51,98.21,101.57,97.02
97.51,97.33,97.51,96.11
97.64,96.61,97.64,95.83
96.72,96.94,97.21,96.43
96.99,96.45,97.67,95.98
96.31,94.97,96.67,94.77
94.97,96.65,97.45,94.00
96.93,98.96,99.00,94.95
99.35,98.82,99.35,97.73
99.47,99.56,99.85,98.61
99.48,98.87,99.80,98.20
98.89,99.17,99.57,97.52
98.82,99.61,99.99,97.91
100.00,100.31,100.56,99.46
100.13,101.79,101.99,99.78
101.54,105.36,105.36,101.54
104.51,101.13,105.00,100.68
101.09,98.35,101.53,97.46
97.51,98.30,98.84,97.03
98.41,100.92,100.92,98.20
100.25,101.03,101.47,100.20
101.17,100.41,102.10,100.04
100.19,103.29,103.93,99.94
102.25,104.64,104.65,101.65
104.33,104.33,104.90,100.56
104.19,103.27,104.43,101.80
102.85,103.60,103.85,102.53
102.97,104.55,105.97,102.75
104.31,106.86,107.01,103.17
109.02,106.32,110.00,103.57
105.86,105.22,106.21,103.88
105.65,105.00,105.65,104.19
104.31,104.78,105.09,104.02
104.77,103.87,104.77,103.07
104.38,103.57,104.38,102.83
103.68,103.81,103.94,102.85
103.62,103.38,104.38,103.06
103.24,101.93,103.62,101.03
101.76,103.90,104.13,101.06
103.93,104.39,105.10,103.16
104.22,103.51,104.43,102.81
103.49,103.11,104.78,102.74
102.80,103.70,103.75,102.14
103.84,103.43,104.81,102.93
103.33,104.58,105.13,103.33
104.93,105.17,106.36,104.20
105.00,105.97,106.12,104.38
106.12,108.07,108.09,105.54
107.63,106.06,108.06,105.71
106.06,106.95,107.97,105.21
106.94,108.79,109.32,106.62
108.00,108.33,109.10,105.96
108.51,110.29,111.60,107.48
109.69,111.14,111.25,109.31
110.77,110.17,111.12,109.43
110.03,110.73,111.25,109.77
110.45,110.84,111.38,110.22
110.52,110.43,110.75,109.34
110.96,112.02,112.09,109.74
113.10,118.07,120.00,113.10
117.50,116.51,117.76,115.30
116.37,117.36,117.98,116.31
116.95,118.02,120.47,116.50
118.46,118.79,119.24,117.83
119.44,119.76,120.30,118.18
119.90,119.00,120.25,118.60
119.64,115.62,119.64,115.43
115.72,117.26,117.92,115.48
117.47,116.93,117.99,116.01
116.50,119.29,119.99,116.16
119.26,120.48,120.94,117.17
121.32,121.71,122.00,119.90
122.34,122.31,122.92,121.34
121.87,123.17,123.32,121.81
123.99,124.97,125.41,122.55
125.05,124.10,125.50,121.61
123.50,122.63,124.13,122.17
122.05,122.30,123.70,121.80
122.07,124.05,124.18,121.76
124.35,125.55,125.68,123.24
124.49,125.45,127.12,124.30
125.28,124.90,125.78,123.49
125.87,126.02,126.14,124.45
125.67,125.08,126.84,125.05
125.69,124.00,125.93,123.12
123.97,123.71,124.91,123.11
124.61,125.65,125.87,123.82
125.32,125.78,125.93,124.12
125.67,126.92,127.78,124.41
127.16,124.60,127.74,124.13
125.18,123.88,127.06,123.50
123.49,121.94,124.00,121.58
122.44,122.72,123.49,120.90
120.89,121.96,122.20,120.89
122.65,123.42,123.62,120.87
123.39,121.21,124.06,121.04
121.74,122.90,123.88,121.74
123.10,122.72,124.27,122.41
122.65,122.51,123.34,122.30
121.75,118.45,122.29,118.12
119.48,120.47,120.97,117.21
119.98,120.00,120.71,118.71
120.50,119.17,120.80,116.90
119.07,120.00,120.63,117.87
120.49,120.75,121.52,118.54
121.13,120.92,121.85,120.00
120.48,122.25,123.05,119.53
122.06,121.85,122.80,121.14
121.83,121.45,122.16,120.60
121.75,122.00,122.53,120.37
121.74,122.75,123.31,121.00
127.78,130.88,133.50,127.78
131.82,136.74,138.20,129.91
139.35,138.97,140.98,135.15
138.55,139.25,139.86,137.66
139.40,141.76,141.84,138.45
141.19,142.55,142.55,140.56
142.07,146.33,147.00,142.07
146.20,146.92,147.48,144.31
146.18,146.93,147.41,146.05
147.46,148.97,149.69,147.46
149.28,150.00,151.00,147.79
150.00,149.27,151.51,146.84
149.44,150.06,151.50,148.80
149.29,147.23,149.79,146.35
147.04,147.27,148.36,146.91
147.82,147.14,149.99,145.37
146.46,146.49,147.04,145.07
146.21,147.12,147.95,145.51
149.15,150.64,151.09,148.71
153.85,150.83,153.85,149.21
151.60,152.01,153.25,151.27
151.10,152.27,153.65,151.10
153.11,152.55,153.11,150.32
152.55,150.41,152.92,149.03
149.88,149.24,151.29,147.58
148.98,150.16,150.24,146.85
150.88,148.99,150.88,147.01
150.08,152.32,153.88,149.50
151.38,151.90,153.59,150.29
152.50,153.77,154.81,152.06
154.29,154.03,154.70,153.05
153.48,155.06,155.59,153.19
155.58,161.60,163.87,155.58
162.30,160.23,163.43,159.79
160.60,160.06,161.57,159.27
158.48,156.70,159.90,156.00
