SGOL,ETFS Physical Swiss Gold Shares,NASDAQ
127.21,128.42,128.59,126.66
129.01,128.66,129.07,128.16
128.65,128.75,129.06,128.32
129.34,129.13,129.43,128.78
129.37,129.20,129.37,129.00
128.93,130.37,130.48,128.56
130.38,130.45,130.66,130.04
130.65,130.35,130.71,129.10
131.21,131.42,131.57,130.99
131.02,130.98,131.11,130.76
132.68,133.55,133.65,132.43
134.05,134.36,134.37,133.91
135.21,132.87,135.21,132.05
133.36,134.20,134.40,133.01
133.84,134.85,134.85,133.60
134.58,134.50,134.77,133.93
135.33,136.69,136.80,135.26
136.68,137.40,137.45,136.53
136.87,136.30,137.05,135.67
136.02,136.82,136.92,135.76
133.01,132.65,134.09,132.25
132.91,133.89,134.19,132.87
133.57,131.95,134.13,131.25
131.93,132.23,132.25,131.49
133.75,133.41,133.89,132.78
132.51,133.43,133.67,132.33
132.45,131.98,132.48,131.31
132.87,133.78,133.98,132.38
134.05,135.19,135.32,133.65
135.42,134.47,135.58,134.35
135.00,135.03,135.13,134.50
134.86,134.18,135.06,132.00
137.34,138.55,138.69,136.85
137.77,138.97,139.21,137.65
138.57,140.40,140.40,138.16
141.42,138.31,141.83,137.67
139.71,139.89,139.94,137.84
140.30,140.30,140.39,139.27
138.56,136.28,138.92,135.40
136.58,134.97,137.06,134.95
134.81,133.51,134.91,132.36
133.27,132.91,133.88,132.66
134.41,134.65,135.35,134.12
134.03,134.75,134.85,133.57
134.71,136.05,136.17,134.39
136.22,136.92,137.67,136.07
136.99,136.80,137.29,136.41
134.98,135.42,135.44,134.56
135.78,136.13,136.35,135.04
137.81,137.97,138.37,137.49
138.37,138.10,138.71,137.64
138.29,137.81,139.17,137.81
139.24,140.77,140.78,139.22
140.85,141.85,142.13,140.42
142.18,139.13,142.23,139.13
138.59,137.41,138.92,136.52
138.31,137.95,138.78,137.56
137.55,138.01,138.04,136.61
138.85,138.71,139.22,138.53
138.87,138.80,139.84,138.49
137.95,137.48,138.52,137.31
136.78,136.40,136.83,135.54
136.58,136.81,137.20,135.80
137.78,137.69,138.03,136.99
137.82,137.86,138.19,137.40
138.22,137.64,138.28,137.61
136.85,137.24,137.45,136.55
137.59,137.63,137.65,137.18
139.49,139.89,139.97,139.28
140.05,140.35,140.66,139.89
140.26,139.72,140.33,139.59
140.47,141.39,141.44,140.42
141.38,140.63,141.64,140.59
138.87,137.35,138.90,136.76
136.05,136.98,137.19,135.68
136.60,136.45,136.95,135.77
135.94,136.19,137.18,135.74
136.47,136.78,136.79,135.81
137.38,137.47,137.76,136.58
137.39,138.07,138.15,136.99
138.32,136.58,138.32,136.26
135.71,135.27,136.17,134.80
136.25,135.99,136.57,135.82
136.96,136.26,137.00,135.98
134.29,133.68,134.59,133.64
133.27,133.51,133.95,133.05
133.51,132.82,134.12,132.65
132.12,132.60,132.72,131.62
132.32,133.66,133.67,131.80
132.82,130.40,132.93,130.30
130.42,132.71,133.95,130.42
131.80,132.36,132.98,131.79
133.04,133.32,133.57,131.83
132.89,132.94,133.03,131.98
132.59,134.75,134.85,131.80
134.40,134.15,135.27,133.79
134.24,134.20,134.47,133.84
135.50,135.71,136.05,135.40
135.79,135.69,135.95,135.07
134.67,135.50,135.86,134.58
135.64,134.89,136.01,134.73
135.54,135.53,135.98,135.35
136.48,136.57,136.76,136.28
136.88,136.72,137.42,136.09
137.39,137.69,137.77,137.11
137.79,138.00,138.43,137.54
139.53,138.97,139.88,138.86
139.65,140.24,140.86,139.60
140.71,139.11,140.85,138.50
139.94,140.08,140.36,139.49
140.34,140.36,140.78,139.77
141.22,142.68,142.72,141.22
142.97,142.62,143.25,142.21
141.51,140.81,141.85,140.29
141.36,142.05,142.45,141.36
144.75,142.42,144.75,142.10
142.33,142.02,142.36,141.56
142.63,142.11,142.63,141.65
141.21,140.48,141.21,139.50
139.98,140.88,141.58,139.87
142.03,141.54,142.23,141.31
137.99,138.97,139.55,137.88
139.23,138.92,139.83,138.44
139.19,139.56,139.69,138.96
140.85,141.03,141.50,140.47
142.24,141.87,142.61,141.77
141.54,141.80,142.03,141.38
142.35,143.05,143.27,142.33
143.01,142.00,144.00,141.62
142.71,141.99,142.96,141.39
140.47,141.23,141.50,140.45
140.90,140.96,141.50,140.65
141.81,141.36,141.87,140.39
142.79,142.59,143.10,142.55
141.39,141.89,142.19,140.43
142.88,142.53,142.96,142.25
142.30,144.74,144.82,142.30
145.18,145.18,145.36,144.54
145.01,145.24,145.59,144.65
146.16,146.46,146.63,145.77
146.05,145.38,146.26,145.13
145.53,144.42,145.53,143.52
145.13,144.68,145.23,144.26
145.12,146.58,146.59,145.01
146.66,147.87,147.91,146.40
148.00,148.73,148.85,147.45
148.57,148.80,149.04,148.00
149.21,149.32,149.65,148.65
149.43,149.60,149.90,149.20
150.38,149.76,150.44,149.27
149.33,149.17,149.43,148.30
150.28,152.07,152.07,149.35
152.22,152.70,152.88,151.50
152.77,155.26,155.96,152.66
154.35,153.34,156.51,153.31
153.35,152.77,153.89,151.77
152.80,150.65,153.25,149.67
149.63,146.18,150.42,145.35
148.01,148.17,148.89,147.24
149.54,150.30,150.43,149.19
150.04,150.75,151.05,149.91
150.03,149.46,150.22,148.65
148.70,149.42,149.97,147.79
149.56,148.42,150.05,147.32
148.72,148.23,149.47,148.03
147.03,147.53,147.58,146.25
148.43,148.43,149.02,147.95
147.94,148.49,148.65,147.73
148.60,150.40,150.63,147.72
149.85,150.74,150.79,149.80
151.37,151.48,151.86,151.18
151.59,151.53,152.25,151.45
151.32,151.15,151.50,150.50
151.94,152.67,152.83,151.90
152.80,152.56,153.05,152.31
152.59,152.78,154.04,152.39
153.08,152.34,153.30,150.98
153.23,153.14,153.55,152.57
153.70,153.39,154.33,153.15
153.57,153.30,153.76,152.63
152.95,152.73,153.26,152.24
152.93,153.46,153.95,152.71
151.96,152.13,152.67,151.62
151.57,150.63,151.86,150.09
150.61,151.57,151.60,150.44
151.07,152.07,152.38,150.86
151.73,151.88,152.28,151.17
151.80,152.86,153.12,151.76
153.04,152.90,153.56,152.53
153.14,153.68,153.75,153.11
153.94,153.95,154.79,153.52
151.56,151.25,151.71,150.15
150.68,149.07,150.84,148.82
148.77,148.53,149.23,148.01
148.95,149.09,149.59,148.54
149.62,150.07,150.25,149.30
150.01,148.91,150.26,148.91
147.75,147.76,147.90,146.83
149.83,150.47,150.68,149.73
151.60,151.83,152.38,151.51
151.92,152.10,152.23,151.17
153.20,153.15,153.41,152.93
154.29,154.51,154.61,153.18
154.19,155.77,156.23,153.70
156.75,157.10,157.70,156.57
157.83,157.60,158.25,156.96
157.34,158.24,158.25,157.25
158.80,159.54,159.58,158.70
159.33,157.72,159.34,157.11
157.19,159.00,159.00,157.10
158.93,157.81,159.00,157.42
159.04,159.10,159.58,158.75
160.61,160.38,160.83,159.81
159.99,160.82,160.82,159.66
161.58,160.18,161.71,159.75
160.60,160.36,160.62,159.14
161.53,161.36,162.25,160.90
160.56,160.75,162.01,159.80
162.45,164.65,164.77,162.10
165.55,164.58,166.02,164.50
166.79,163.80,167.03,162.81
164.79,164.93,165.50,163.62
168.78,170.40,170.82,167.95
173.15,171.93,176.44,170.81
175.88,177.99,178.54,175.00
175.56,174.10,175.70,171.97
172.90,173.30,173.34,171.06
172.61,175.16,175.22,172.25
175.95,177.25,177.43,175.89
177.30,177.84,178.06,176.62
180.54,181.19,181.53,179.85
185.17,183.44,185.17,182.45
185.53,188.10,188.37,185.14
185.82,181.11,187.30,180.96
181.25,174.96,181.74,173.56
170.27,175.61,176.09,169.10
176.88,180.92,180.92,175.11
179.36,177.27,179.36,176.22
181.22,182.55,182.65,180.07
181.16,181.06,182.54,179.79
180.85,181.29,181.67,179.93
186.45,186.79,187.00,185.65
188.18,186.46,189.38,184.77
179.61,180.51,181.50,177.84
184.95,185.28,185.61,183.35
183.24,184.20,185.42,182.67
182.22,180.13,182.27,178.71
180.99,182.00,182.96,179.77
181.04,180.63,181.21,179.48
177.97,177.68,178.16,175.89
177.04,179.38,180.80,177.04
180.06,176.63,180.10,175.45
176.49,179.14,179.69,176.25
178.20,176.89,180.16,176.50
172.56,172.41,173.51,170.77
167.70,162.92,168.83,161.62
160.16,160.58,161.77,157.22
164.70,163.73,165.40,163.01
163.84,159.27,164.38,158.63
161.16,160.68,161.23,159.23
160.38,161.06,161.76,159.39
164.21,164.02,164.59,163.07
164.00,160.74,164.11,158.30
161.09,162.47,163.41,159.58
163.11,163.70,164.03,161.93
164.18,162.39,164.34,161.33
165.26,166.40,166.47,164.31
165.36,165.33,165.57,164.40
166.88,166.39,167.07,165.91
165.43,165.36,165.58,163.95
166.45,166.61,166.98,165.45
167.19,165.72,167.33,165.12
163.06,165.05,165.11,161.39
164.24,162.88,164.51,162.64
160.56,160.75,161.42,159.06
163.03,162.67,163.48,162.15
163.68,164.04,164.35,163.34
164.39,168.83,169.55,163.64
170.30,170.64,171.27,169.69
170.91,172.83,173.59,169.99
172.94,172.96,173.21,172.06
171.02,170.47,171.30,170.20
167.18,170.63,170.64,166.79
171.84,172.32,172.99,170.62
174.48,175.03,175.33,173.26
174.35,174.18,174.59,173.48
176.20,178.34,178.41,176.13
177.73,176.96,178.78,176.37
177.65,175.45,178.11,174.96
175.88,174.54,175.88,172.00
175.48,177.37,177.40,175.40
177.15,176.61,177.29,176.03
176.73,176.83,177.13,175.42
174.87,174.81,176.27,173.90
173.35,170.26,173.58,169.63
170.48,170.89,171.87,169.85
169.77,166.83,169.88,165.39
167.95,168.51,169.10,167.90
167.80,168.11,168.51,166.32
166.54,166.58,168.38,166.53
170.23,169.83,170.36,169.30
169.60,170.22,170.57,169.35
173.03,173.37,173.53,172.48
173.16,172.94,173.81,171.96
173.99,173.10,174.06,172.75
172.44,170.63,173.21,170.37
169.48,171.48,171.80,168.74
172.12,172.56,172.81,171.08
170.22,169.17,170.78,169.00
169.65,169.62,170.57,169.41
165.51,165.19,165.53,164.35
165.03,161.72,166.33,160.89
159.89,155.78,160.33,155.00
157.74,155.32,157.77,154.72
157.32,158.30,158.35,156.95
158.47,157.83,158.84,157.43
159.89,160.00,160.43,159.61
160.04,160.20,160.49,159.26
159.30,158.99,159.73,158.37
159.30,159.34,159.48,158.84
158.01,157.88,158.52,157.56
156.98,153.96,157.22,153.65
151.89,153.19,153.58,151.28
155.08,154.93,156.62,154.79
157.74,159.02,159.18,157.59
158.37,159.70,160.33,158.36
158.30,160.81,161.02,158.25
161.63,160.21,161.63,159.45
160.44,159.49,160.57,159.25
161.97,161.69,162.41,161.53
162.38,162.74,163.10,162.00
164.12,163.47,164.69,162.89
162.37,162.37,162.65,161.21
164.31,163.62,164.68,163.51
163.09,164.75,164.75,162.89
164.03,164.33,164.50,163.50
163.66,165.21,165.21,163.66
165.51,166.33,166.52,165.50
164.97,165.14,165.50,164.72
164.20,169.66,169.73,163.46
171.29,170.54,171.61,170.31
170.67,172.26,172.27,170.66
171.48,171.34,171.80,171.00
173.10,172.57,173.12,171.06
172.99,172.85,173.40,172.40
173.26,174.38,174.52,173.05
173.23,170.93,173.45,170.82
170.20,170.45,170.93,169.88
170.65,172.95,173.32,170.43
172.54,171.75,173.23,170.86
173.34,171.23,173.66,171.00
169.72,170.37,170.85,169.62
170.58,170.78,171.01,170.00
170.91,170.38,171.17,169.70
171.90,171.38,171.99,170.60
169.52,171.25,171.39,169.41
171.57,170.63,171.57,170.21
172.96,174.33,174.36,172.93
173.70,176.30,176.42,173.55
176.00,176.35,177.13,175.67
175.97,175.59,176.29,175.32
175.52,175.04,176.23,174.92
176.23,176.88,177.34,176.10
176.51,167.50,176.94,167.31
169.31,169.87,170.96,169.02
169.49,169.57,170.03,168.87
168.97,168.94,169.04,167.75
165.31,165.86,165.89,164.93
165.89,166.87,167.15,165.76
167.96,168.44,168.71,167.31
166.81,169.60,169.73,166.44
168.56,168.22,168.77,167.92
167.09,165.37,168.48,164.63
162.73,162.65,163.58,161.90
162.73,164.23,165.08,162.38
163.18,164.40,164.59,163.09
163.91,164.66,165.28,163.84
163.27,163.19,164.06,162.88
163.65,163.27,164.49,163.27
161.28,162.60,162.74,161.20
164.04,164.62,164.99,163.74
166.36,167.59,167.72,166.19
167.67,166.39,167.86,166.30
165.84,164.56,165.98,163.89
164.29,164.43,164.53,162.94
164.85,165.23,165.39,164.41
165.03,166.06,166.68,165.00
166.32,162.92,166.32,162.27
160.77,160.20,161.02,159.66
160.95,161.44,161.63,160.86
162.75,162.48,163.00,162.10
162.78,164.21,164.62,161.56
164.23,164.14,164.55,163.85
163.80,165.87,166.16,163.80
165.59,163.93,165.60,163.26
163.57,163.44,164.14,162.75
163.61,163.32,164.00,161.83
162.62,162.30,162.96,162.17
163.05,162.45,163.73,162.21
162.30,162.55,162.88,162.30
161.26,162.14,162.20,160.93
162.74,162.37,163.19,162.35
162.57,162.71,162.97,160.86
163.59,164.12,164.44,163.27
164.85,164.50,164.99,164.36
163.59,164.92,164.92,163.53
165.22,164.44,165.29,164.03
163.79,163.68,163.84,162.91
162.27,162.07,162.49,161.48
161.85,162.56,163.00,161.75
162.38,162.14,162.38,161.51
159.63,159.02,159.69,157.95
157.08,157.51,157.85,156.56
158.10,157.76,158.42,157.66
156.37,156.50,157.42,156.24
154.54,154.23,154.92,153.97
154.04,152.60,154.33,152.53
152.35,152.40,153.61,151.51
153.78,155.79,156.35,153.37
157.48,157.58,158.16,157.03
157.14,157.68,157.88,156.90
156.55,155.08,157.40,154.59
154.45,154.42,154.69,151.79
155.74,154.33,155.85,153.60
154.84,155.66,155.73,154.61
156.49,153.97,156.53,153.25
152.63,154.89,155.32,151.53
155.04,154.59,155.67,153.60
158.42,160.51,161.38,158.00
160.33,160.37,160.44,159.26
160.00,160.23,160.31,159.63
161.97,160.29,162.24,159.65
160.90,157.48,160.91,156.24
155.99,157.83,157.83,155.96
157.90,158.23,158.36,156.61
158.53,159.48,160.10,158.51
160.69,160.21,160.69,159.61
160.75,160.76,160.85,159.35
160.81,160.93,161.45,160.50
160.56,160.96,161.19,159.52
161.07,160.23,161.17,160.06
159.06,159.00,160.48,157.37
156.75,154.96,157.19,154.81
154.99,155.65,155.65,154.16
155.53,156.71,157.12,155.25
156.02,155.64,156.22,155.16
156.34,155.80,156.38,155.35
154.85,153.96,155.10,153.15
158.15,158.18,158.96,157.63
157.62,158.11,158.50,157.43
159.99,160.41,160.73,159.84
158.45,158.70,159.37,158.16
157.22,156.66,157.47,155.91
156.60,157.02,157.53,156.40
158.15,155.13,158.15,154.77
155.55,155.87,156.23,155.00
154.22,155.50,155.84,153.86
156.38,157.11,157.84,156.38
157.45,157.19,157.70,156.98
157.13,156.41,157.43,155.41
155.64,156.00,156.55,155.50
156.72,156.39,157.07,156.14
155.96,156.68,156.96,155.86
155.41,155.98,156.23,155.19
156.65,156.49,156.67,155.20
158.35,158.67,159.27,158.11
159.72,159.80,160.29,159.14
160.68,160.58,160.94,159.70
159.87,160.44,160.70,159.76
160.63,159.59,160.69,159.30
158.18,158.20,158.77,157.75
157.67,157.14,158.04,156.64
157.69,158.54,158.90,157.47
158.97,159.27,159.66,158.78
159.35,159.29,159.61,159.00
159.48,159.45,159.81,159.29
159.36,159.95,159.96,159.28
160.00,160.20,160.77,159.99
160.07,158.99,160.41,158.95
158.04,158.11,158.53,157.85
158.27,158.58,158.73,158.27
158.85,159.53,160.07,158.50
160.08,159.79,160.08,159.30
159.53,160.28,160.38,159.53
161.85,161.89,162.25,161.77
162.29,163.62,163.70,161.57
164.54,165.04,165.55,164.42
165.02,165.10,165.35,164.69
164.90,164.50,165.42,164.48
164.76,164.82,165.32,164.50
164.74,163.72,164.74,163.19
164.40,163.61,164.40,163.19
164.25,167.32,167.32,162.04
167.28,167.70,168.01,166.91
167.33,167.46,167.54,167.04
168.36,168.10,168.98,168.06
171.03,171.74,172.29,170.65
171.10,170.58,171.42,170.49
171.47,171.23,171.77,171.11
172.17,171.19,172.17,170.46
171.15,174.60,175.11,169.72
175.19,175.18,175.51,174.67
175.10,173.75,175.25,173.42
174.13,175.05,175.12,174.08
175.21,175.05,175.30,174.59
174.36,174.78,174.93,173.71
176.25,175.29,176.44,174.93
173.96,174.37,174.56,173.90
175.11,174.03,175.41,173.87
172.76,173.08,173.31,171.70
174.40,175.70,175.84,174.18
175.40,175.29,175.54,174.76
176.18,175.67,176.82,175.14
175.78,175.41,175.96,174.97
175.86,175.78,175.86,175.30
176.61,176.95,177.44,176.32
176.19,176.00,176.68,175.35
175.03,175.37,175.57,175.00
175.15,174.28,175.47,174.00
173.83,174.18,174.54,173.79
174.62,174.64,175.25,174.51
174.47,173.37,174.65,173.00
172.30,171.59,172.37,170.61
172.13,172.65,172.67,171.91
172.51,172.78,173.16,172.19
172.09,171.96,172.53,171.89
171.70,170.15,171.70,168.91
170.24,170.76,170.76,170.24
169.20,168.62,169.23,168.39
168.93,167.99,169.34,167.81
169.51,169.16,169.65,169.00
169.45,169.11,170.05,169.00
169.64,170.04,170.36,169.64
170.26,169.28,170.26,169.28
167.59,165.75,167.61,165.46
166.21,166.37,166.44,166.00
167.07,169.51,169.95,166.85
170.10,169.71,170.35,168.26
169.35,171.20,171.34,169.35
171.51,171.03,171.72,170.93
171.33,170.69,171.51,170.55
169.93,170.38,171.12,169.86
170.74,170.41,171.23,170.06
170.22,169.28,170.29,168.40
168.94,169.13,169.55,168.71
171.04,171.11,171.34,170.80
171.02,170.69,171.24,170.31
170.45,170.81,170.96,170.25
171.26,172.93,173.26,171.09
172.82,172.73,173.00,172.60
172.43,172.00,172.63,171.94
168.66,169.91,169.99,168.62
170.36,170.44,170.72,170.20
170.19,169.22,170.48,168.80
169.34,169.40,170.00,169.28
167.25,167.64,167.93,167.03
167.43,167.27,167.56,166.49
166.88,167.72,168.08,166.74
168.12,168.36,168.36,167.86
169.34,169.03,169.38,169.00
168.68,168.84,168.87,168.42
169.46,168.96,170.00,168.66
167.07,167.58,168.07,166.97
167.35,167.35,167.57,167.34
167.38,167.68,168.11,167.38
167.59,165.18,167.60,164.00
164.44,164.83,165.29,164.33
163.00,162.82,163.20,161.51
162.92,163.42,163.85,162.92
164.03,163.78,164.06,163.59
164.50,163.97,164.55,163.79
163.33,164.36,164.41,163.25
164.09,163.61,164.09,163.25
164.04,165.17,165.85,163.91
166.67,166.36,167.26,166.33
165.65,164.37,165.96,164.00
162.63,163.58,163.64,162.00
162.41,162.55,163.00,162.24
163.54,163.70,164.06,163.20
163.88,163.60,163.92,163.03
164.75,165.14,165.65,164.75
164.96,164.16,165.01,163.27
165.03,164.69,165.11,164.30
165.97,165.73,166.29,165.52
165.57,165.79,166.04,165.37
165.08,166.51,167.59,164.96
167.12,166.23,167.13,166.21
166.67,166.86,167.39,166.56
167.12,166.38,167.13,166.18
165.09,164.55,165.26,164.44
163.62,163.82,164.08,163.55
163.36,163.33,163.80,163.17
164.08,164.09,164.36,163.83
165.82,165.32,166.17,165.27
164.75,164.29,164.92,163.54
165.76,164.62,165.89,164.07
164.33,165.12,165.50,164.25
165.92,165.08,165.94,164.50
165.24,165.54,165.73,165.12
164.38,164.98,166.06,164.30
164.58,164.64,165.11,164.39
162.88,162.79,163.01,162.35
162.38,162.95,163.10,161.96
162.64,162.10,162.69,161.86
162.43,161.38,162.70,161.14
159.46,158.82,159.60,157.68
158.76,158.34,158.84,157.97
156.90,154.40,156.91,153.79
154.94,155.56,156.36,154.88
155.22,155.91,155.93,154.99
156.55,157.36,157.58,156.36
157.45,159.25,159.89,156.36
158.52,157.62,158.54,157.18
157.08,156.00,157.12,155.42
156.20,155.48,156.59,155.18
155.44,155.28,155.62,154.88
156.08,155.55,156.37,155.21
155.19,156.22,156.27,154.65
156.07,155.65,156.18,155.40
154.61,155.68,156.18,154.39
155.80,155.96,155.96,155.65
157.07,157.18,157.64,156.99
157.31,156.66,157.57,156.47
156.03,156.73,157.15,156.03
157.22,157.01,157.67,157.01
158.77,158.39,158.91,158.07
158.23,159.10,159.37,158.18
158.59,158.45,158.79,158.00
159.26,159.26,159.43,159.00
158.44,158.57,158.97,158.44
157.75,158.27,158.52,157.40
157.53,157.77,157.92,157.31
157.67,158.34,158.59,157.53
157.54,157.46,157.79,157.25
157.55,157.69,157.89,157.34
156.04,155.41,156.23,155.23
155.03,153.63,155.49,152.91
152.57,153.19,153.48,152.40
154.52,155.79,155.95,154.00
155.42,155.18,155.56,154.61
155.30,156.36,156.82,155.29
155.67,153.72,155.68,153.55
153.69,153.96,154.63,153.60
151.55,146.67,151.71,146.33
138.66,133.89,139.34,133.04
137.48,135.43,137.73,134.40
136.39,135.44,137.51,134.90
136.70,136.95,137.88,136.24
138.61,138.13,138.65,137.32
140.85,140.53,140.93,139.92
139.85,139.54,139.85,138.57
140.81,141.05,141.20,140.16
142.76,144.37,144.74,142.55
145.01,143.63,146.18,142.80
144.88,145.02,145.40,144.29
145.00,145.49,145.55,144.34
143.32,143.85,144.25,142.12
144.75,144.61,145.10,144.40
144.44,144.84,145.28,144.21
145.06,144.86,145.21,144.41
143.06,143.10,143.32,142.12
144.48,145.22,145.52,144.28
144.14,143.59,145.06,143.26
140.85,142.33,142.40,139.96
141.11,141.08,141.63,140.95
140.60,140.52,141.80,140.44
139.26,137.29,139.62,136.89
135.70,136.70,137.04,135.65
135.73,133.62,135.93,133.62
133.42,137.77,137.92,133.42
134.69,135.50,136.22,134.02
136.75,134.54,139.45,133.51
137.16,137.25,137.32,135.82
136.71,136.37,137.09,136.24
136.25,136.08,138.15,135.41
136.67,137.44,137.47,136.26
139.40,139.32,139.71,138.94
138.19,136.43,138.54,136.43
137.39,139.08,139.60,137.03
137.75,137.82,138.00,136.90
138.04,138.20,138.92,137.65
138.00,139.14,140.30,137.68
136.64,135.87,137.16,135.76
135.95,136.51,136.77,135.57
134.83,135.82,136.05,134.83
135.50,136.77,137.36,135.50
135.83,136.29,136.71,135.39
136.55,136.99,137.13,136.55
136.53,136.40,136.59,136.14
135.26,134.74,135.52,134.14
135.08,133.17,135.46,132.91
