SGOL,ETFS Physical Swiss Gold Shares,NASDAQ
113.90,113.61,114.10,113.50
114.35,114.00,114.66,114.00
113.96,113.79,114.00,113.69
113.45,112.57,113.45,112.42
112.80,112.97,113.26,112.47
112.82,112.61,112.91,112.28
113.12,111.00,113.15,110.69
110.00,109.51,110.01,109.18
109.99,110.13,110.85,109.64
110.79,110.73,111.00,110.50
109.63,109.94,110.11,109.45
110.36,109.97,110.46,109.90
109.89,109.68,110.18,109.60
109.89,110.03,110.35,109.89
110.69,110.71,110.78,110.42
110.55,110.99,111.06,110.51
111.39,112.41,112.71,111.33
112.45,111.76,112.75,111.76
111.69,112.61,113.21,111.63
113.35,113.05,113.38,112.82
114.40,114.77,115.08,114.40
114.07,113.99,114.53,113.85
114.68,114.88,115.15,114.40
115.15,115.34,115.69,114.90
115.12,115.76,116.40,114.42
116.71,116.22,117.13,116.05
115.98,116.42,116.51,115.53
