NSYS,Nortech Systems Incorporated - Common Stock,NASDAQ
3.02,3.05,3.05,3.02
2.79,3.00,3.03,2.79
3.35,3.30,3.35,3.29
3.07,2.93,3.07,2.77
3.11,3.09,3.14,3.09
3.15,3.12,3.24,3.12
3.24,3.30,3.30,3.12
3.25,3.14,3.25,3.07
3.32,3.34,3.35,3.32
3.27,3.27,3.27,3.27
3.35,3.27,3.35,3.27
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.07,3.33,3.35,3.01
3.33,3.33,3.33,3.33
3.33,3.33,3.33,3.33
3.33,3.33,3.33,3.33
3.33,3.33,3.33,3.33
3.33,3.11,3.33,3.04
3.11,3.11,3.11,3.11
3.01,3.01,3.04,3.01
3.01,3.01,3.01,3.01
3.27,3.28,3.28,3.26
3.28,3.28,3.28,3.28
3.10,3.01,3.12,3.01
3.01,3.01,3.01,3.01
2.81,2.81,2.81,2.81
2.81,2.81,2.81,2.81
3.26,3.26,3.26,3.26
3.28,3.35,3.35,3.28
3.35,3.32,3.35,3.32
3.01,3.02,3.09,3.01
3.01,2.82,3.01,2.80
2.76,2.75,2.87,2.75
2.76,2.75,2.78,2.75
2.75,2.51,2.77,2.51
2.50,2.60,2.66,2.43
2.69,2.83,2.96,2.68
2.83,3.07,3.10,2.83
3.10,3.02,3.11,2.95
3.07,3.08,3.08,3.07
3.19,3.08,3.19,3.08
3.24,2.93,3.24,2.91
3.35,3.14,3.35,2.94
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.21,3.13
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.25,3.44,3.44,3.25
3.54,3.23,3.54,2.93
3.23,3.23,3.23,3.23
3.23,3.23,3.23,3.23
3.58,3.48,3.58,3.23
3.58,3.82,3.90,3.33
3.82,3.82,3.82,3.82
3.84,3.79,4.14,3.70
4.25,4.04,4.25,3.34
4.05,4.05,4.05,4.03
4.05,4.05,4.05,4.05
4.05,3.95,4.05,3.95
3.95,3.95,3.95,3.95
3.92,3.90,4.05,3.75
4.20,3.86,4.20,3.74
3.86,3.86,3.86,3.86
3.74,3.74,3.74,3.74
3.74,3.84,3.99,3.74
3.78,3.82,3.93,3.76
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.97,3.97,3.97,3.97
3.97,3.97,3.97,3.97
3.97,4.10,4.20,3.97
4.10,4.10,4.10,4.10
4.08,4.08,4.08,4.08
3.76,3.76,3.76,3.76
3.76,3.76,3.76,3.76
3.76,3.76,3.76,3.76
4.16,4.03,4.16,4.03
4.03,4.03,4.03,4.03
3.70,4.14,4.14,3.70
4.08,4.08,4.08,4.08
3.77,3.80,3.82,3.75
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.06,4.06,4.06,4.06
4.05,4.05,4.05,4.03
4.05,4.05,4.05,4.05
4.01,3.84,4.01,3.84
3.84,3.84,3.84,3.84
3.84,3.84,3.84,3.84
3.92,3.92,3.92,3.92
3.92,3.98,3.98,3.70
3.98,3.94,3.98,3.93
3.90,3.93,3.93,3.90
4.02,4.18,4.18,4.02
4.18,4.18,4.18,4.18
4.17,4.17,4.17,4.17
4.30,4.14,4.33,3.92
4.05,4.10,4.24,4.03
4.04,4.08,4.15,4.00
4.00,4.00,4.00,4.00
4.29,4.29,4.29,4.29
4.22,3.95,4.22,3.95
3.95,3.95,3.95,3.95
3.95,3.94,3.95,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.90,3.90,3.90,3.90
3.90,3.90,3.90,3.90
4.00,3.99,4.00,3.84
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
3.62,3.62,3.62,3.62
3.63,3.61,3.63,2.49
3.61,3.61,3.61,3.61
3.62,3.62,3.62,3.62
3.62,3.62,3.62,3.62
4.17,4.27,4.27,4.17
4.11,4.11,4.11,4.11
4.16,4.16,4.16,4.16
4.15,4.15,4.15,4.15
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.18,4.00,4.18,3.78
4.00,3.90,4.00,3.90
3.78,3.79,3.79,3.78
3.78,3.52,3.78,3.49
3.51,3.51,3.51,3.51
3.53,3.02,3.53,3.02
3.02,3.90,3.90,3.02
3.84,3.84,3.84,3.84
3.83,3.83,3.83,3.83
3.82,3.82,3.82,3.82
3.82,3.82,3.82,3.82
3.82,3.82,3.82,3.82
3.85,3.75,3.85,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.21,3.50,3.50,3.21
3.49,3.50,3.50,3.49
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.80,3.75,3.80,3.73
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.27,3.60,3.60,3.23
3.27,3.22,3.27,3.22
3.25,3.25,3.50,3.24
3.33,3.35,3.35,3.31
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.35,3.35,3.35,3.35
3.50,3.50,3.50,3.50
3.25,3.33,3.33,3.22
3.23,3.38,3.38,3.23
3.38,3.38,3.38,3.38
3.38,3.38,3.38,3.38
3.43,3.45,3.45,3.43
3.45,3.48,3.48,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.74,3.74,3.74,3.74
3.74,3.74,3.74,3.74
3.50,3.61,3.72,3.50
3.61,3.61,3.61,3.61
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.85,3.86,3.87,3.84
3.81,3.87,3.87,3.81
3.76,3.29,3.80,3.20
3.23,3.25,3.53,3.17
3.25,3.25,3.25,3.25
3.35,3.45,3.54,3.29
3.48,3.45,3.48,3.45
3.27,3.30,3.33,3.15
3.30,3.30,3.30,3.30
3.21,3.07,3.21,2.97
3.07,3.07,3.07,3.07
3.10,3.10,3.10,3.10
3.20,3.20,3.20,3.20
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.70,3.50,3.70,3.50
3.56,3.50,3.56,3.50
3.45,3.44,3.45,3.44
3.44,3.44,3.44,3.44
3.44,3.44,3.44,3.44
3.59,3.60,3.60,3.59
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.65,3.28,3.65,3.28
3.28,3.28,3.28,3.28
3.28,3.28,3.28,3.28
3.53,3.40,3.63,3.40
3.45,3.33,3.45,3.33
3.50,3.50,3.50,3.50
3.75,3.74,3.75,3.73
3.74,3.50,3.74,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.47,3.47,3.47,3.47
3.50,3.52,3.52,3.50
3.52,3.52,3.52,3.52
3.52,3.52,3.52,3.52
3.35,3.59,3.59,3.28
3.48,3.52,3.52,3.48
3.52,3.52,3.52,3.52
3.52,3.52,3.52,3.52
3.48,3.34,3.48,3.27
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.20,3.10,3.20,3.10
3.12,3.30,3.30,3.12
3.30,3.30,3.30,3.30
3.29,3.10,3.29,3.10
3.30,3.30,3.30,3.30
3.25,3.25,3.25,3.25
3.12,3.08,3.12,3.07
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.03,3.00,3.03,3.00
3.01,3.01,3.01,3.01
3.02,2.92,3.02,2.92
2.96,3.29,3.30,2.96
3.22,3.22,3.22,3.22
3.22,3.22,3.22,3.22
2.81,2.95,2.97,2.81
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.81,2.81,2.81,2.81
3.02,3.02,3.02,3.02
3.02,3.00,3.02,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.81,2.85,2.85,2.81
2.92,2.92,2.92,2.92
2.94,2.74,2.94,2.74
2.72,2.65,2.75,2.65
2.87,2.80,2.87,2.75
3.05,3.05,3.05,3.05
2.99,2.90,2.99,2.90
2.90,2.90,2.90,2.88
2.90,2.84,3.00,2.84
2.99,3.00,3.00,2.99
2.99,3.00,3.00,2.99
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
3.01,3.20,3.22,3.01
3.22,3.26,3.26,3.00
3.26,3.12,3.26,3.12
3.25,3.11,3.25,3.11
3.11,3.11,3.11,3.11
3.04,2.93,3.10,2.93
3.10,3.10,3.12,3.08
3.12,2.95,3.12,2.93
2.95,2.95,2.95,2.95
2.96,2.91,2.96,2.91
2.80,2.90,2.90,2.78
2.89,2.90,2.90,2.89
3.04,3.04,3.04,3.04
3.04,3.04,3.04,3.04
2.99,3.00,3.03,2.79
3.01,2.98,3.01,2.95
3.08,3.08,3.08,3.08
3.07,2.97,3.14,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.99,2.99,2.95
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
3.04,3.00,3.04,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
3.00,3.03,3.03,3.00
3.05,3.05,3.05,3.05
3.00,3.06,3.08,3.00
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.06,3.06,3.06,3.06
3.02,3.15,3.20,3.00
3.14,3.10,3.15,3.01
3.24,3.20,3.24,3.14
3.20,3.20,3.20,3.20
3.06,3.19,3.19,3.06
3.14,3.04,3.14,3.03
3.08,3.11,3.11,3.08
3.11,3.11,3.11,3.11
3.11,3.11,3.11,3.11
3.11,3.11,3.11,3.11
3.08,3.03,3.08,3.03
3.03,3.03,3.03,3.03
3.10,3.28,3.28,3.10
3.37,3.35,3.37,3.35
3.37,3.10,3.37,3.10
3.16,3.10,3.16,3.10
3.10,3.10,3.10,3.10
3.10,3.06,3.10,3.03
3.35,3.14,3.50,3.14
3.25,3.33,3.33,3.25
3.25,3.21,3.44,3.18
3.43,3.25,3.45,3.24
3.15,3.49,3.49,3.15
3.47,3.77,3.77,3.47
3.87,3.46,3.87,3.27
3.50,3.50,3.50,3.30
3.50,3.50,3.59,3.48
3.85,3.50,3.85,3.37
3.37,3.50,3.50,3.37
3.50,3.50,3.50,3.50
3.50,3.37,3.50,3.35
3.48,3.48,3.50,3.31
3.30,3.31,3.48,3.30
3.48,3.31,3.48,3.31
3.48,3.48,3.48,3.46
3.48,3.48,3.48,3.48
3.31,3.31,3.32,3.31
3.35,3.37,3.37,3.35
3.36,3.30,3.37,3.29
3.25,3.25,3.25,3.25
3.32,3.25,3.32,3.25
3.25,3.25,3.25,3.25
3.30,3.26,3.35,3.24
3.26,3.46,3.46,3.26
3.40,3.45,3.45,3.40
3.45,3.45,3.45,3.45
3.43,3.43,3.43,3.43
3.40,3.47,3.47,3.40
3.41,3.34,3.41,3.34
3.26,3.26,3.26,3.26
3.26,3.26,3.26,3.26
3.33,3.33,3.33,3.33
3.33,3.49,3.49,3.33
3.49,3.49,3.49,3.49
3.49,3.49,3.49,3.49
3.57,3.60,3.85,3.57
3.52,3.95,3.95,3.51
3.95,3.95,3.95,3.95
3.90,3.90,3.90,3.88
3.90,3.84,3.90,3.83
3.89,4.20,4.20,3.86
4.19,4.29,4.29,3.99
3.75,3.43,3.77,3.27
3.43,3.38,3.61,3.38
3.36,3.32,3.37,3.32
3.32,3.32,3.33,3.31
3.30,3.31,3.71,3.30
3.50,3.28,3.54,3.26
3.40,3.25,3.40,3.25
3.15,3.38,3.40,3.15
3.30,3.30,3.38,3.29
3.31,3.36,3.40,3.31
3.26,3.35,3.35,3.26
3.35,3.35,3.35,3.35
3.42,3.30,3.48,3.30
3.30,3.30,3.30,3.30
3.49,3.30,3.49,3.30
3.30,3.30,3.30,3.30
3.31,3.30,3.31,3.30
3.36,3.36,3.37,3.36
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.31,3.34,3.34,3.31
3.35,3.35,3.35,3.35
3.35,3.31,3.35,3.31
3.45,3.45,3.45,3.45
3.46,3.41,3.46,3.35
3.41,3.41,3.41,3.41
3.44,3.32,3.44,3.32
