ERX,Direxion Energy Bull 3X Shares,NASDAQ
31.79,32.08,32.58,31.15
30.24,29.39,30.47,29.08
27.96,28.88,29.50,27.96
28.75,28.66,29.45,28.46
28.32,28.58,28.81,27.70
29.49,29.98,30.48,29.04
29.89,29.11,29.89,28.44
28.85,27.79,28.92,27.32
27.42,26.79,27.42,26.16
27.02,26.84,27.63,26.82
25.85,25.69,26.67,25.39
25.33,25.44,25.66,24.27
26.01,24.75,26.12,24.41
25.16,26.67,26.81,24.16
26.38,25.55,26.86,25.53
25.38,25.38,25.95,24.84
26.55,28.12,28.31,26.47
28.25,28.88,28.92,27.77
nan,29.71,nan,nan
29.02,28.42,29.20,28.20
28.57,29.11,29.50,28.42
30.25,29.24,30.30,29.04
29.78,30.16,30.30,29.66
30.99,30.74,31.00,30.16
30.55,30.52,31.25,30.15
29.81,30.37,30.40,29.46
29.93,30.08,30.42,29.53
30.38,29.73,30.49,29.48
29.97,31.19,31.46,29.65
31.31,31.15,31.69,30.46
31.15,30.62,32.00,30.49
29.77,29.97,30.72,29.56
30.83,31.83,32.22,30.59
32.08,31.55,32.30,31.47
31.58,32.18,32.44,30.61
32.06,32.95,33.37,31.79
33.61,33.04,34.18,32.09
33.85,34.27,34.54,33.38
34.18,33.06,34.46,32.38
34.07,35.30,35.65,34.00
35.44,36.13,36.50,35.35
36.84,35.75,36.84,34.97
35.65,37.01,37.31,35.40
37.02,37.27,37.79,36.89
36.89,37.16,37.63,35.69
37.80,38.39,38.95,37.59
38.28,38.35,39.10,37.48
38.71,38.61,39.08,37.44
38.17,39.31,39.88,38.06
37.83,36.57,38.00,35.63
36.70,38.01,38.65,36.70
38.32,37.82,39.19,36.69
38.33,38.51,38.94,38.10
39.50,38.73,40.36,38.67
38.50,38.98,39.20,38.19
38.07,38.50,38.58,36.89
39.30,38.39,39.50,37.92
37.88,38.28,38.47,37.49
39.39,38.70,40.17,38.15
39.60,40.08,40.50,39.11
40.58,40.39,40.60,38.63
41.90,43.96,44.09,41.87
44.00,44.56,44.58,43.59
43.98,45.14,45.29,43.73
45.85,45.15,46.95,44.40
45.66,46.89,46.90,44.23
46.24,48.46,48.46,46.09
46.88,46.31,47.48,45.06
46.67,45.70,47.13,45.57
44.34,43.03,44.34,41.92
42.85,43.45,44.20,42.31
45.20,46.15,46.45,44.87
45.87,47.19,47.25,44.69
46.51,46.80,46.84,44.11
44.79,44.16,44.79,42.92
nan,46.41,nan,nan
45.15,44.88,45.81,44.42
44.18,45.57,45.86,42.89
43.88,45.05,46.13,43.53
47.12,48.82,49.36,47.12
49.23,50.98,51.14,49.00
50.06,51.81,52.04,49.91
51.75,52.33,52.81,51.59
54.37,51.85,54.64,51.70
52.30,51.39,52.98,50.49
52.22,51.81,52.44,50.44
52.06,52.32,52.45,51.43
53.57,53.62,54.80,53.40
53.64,53.04,54.17,52.40
52.09,52.03,53.49,51.75
52.18,52.98,52.99,50.78
52.86,53.00,53.28,52.22
53.49,53.97,54.47,52.71
54.76,55.67,55.83,54.34
56.37,56.18,56.37,55.64
nan,56.63,nan,nan
55.97,55.97,56.31,55.40
56.59,56.69,56.84,55.81
57.11,58.06,58.58,56.84
58.41,58.32,59.10,57.69
58.25,58.45,59.05,57.68
60.00,59.83,60.87,59.42
60.57,58.63,60.80,56.95
57.95,59.06,59.36,57.01
59.80,57.81,59.81,57.04
57.88,58.82,59.35,57.27
58.40,58.30,58.57,56.90
59.19,60.95,61.09,59.11
62.48,63.16,63.37,61.60
63.63,62.80,63.90,62.03
nan,64.82,nan,nan
64.85,66.16,66.28,64.28
66.73,64.03,66.74,63.62
62.50,62.60,63.08,59.89
64.28,63.47,64.78,62.51
63.34,64.08,64.46,62.59
63.40,63.28,63.91,61.40
63.88,67.61,68.09,63.81
67.41,66.77,68.07,65.75
66.50,65.88,67.34,65.26
67.00,71.17,71.17,66.63
72.04,74.85,75.32,71.90
74.50,75.06,76.43,73.64
75.23,75.07,75.23,72.18
75.54,74.37,75.56,73.13
75.25,75.90,77.48,75.22
75.53,75.07,75.80,73.25
74.03,72.44,74.74,70.81
71.03,74.16,74.70,70.99
73.42,74.40,75.79,73.10
74.24,79.34,79.66,74.20
79.26,76.89,79.52,75.89
78.34,79.80,80.00,77.21
79.88,81.96,82.47,79.40
nan,82.99,nan,nan
85.28,80.79,86.52,79.57
82.17,85.29,86.96,81.75
86.16,81.77,86.25,80.50
82.87,85.00,85.16,81.97
85.78,86.56,87.54,84.40
88.01,82.38,88.60,82.15
81.84,83.36,83.67,79.46
84.84,87.00,87.43,84.22
87.35,85.56,87.51,83.80
87.00,83.83,88.69,82.84
83.82,82.15,83.82,79.85
81.41,80.51,82.68,79.67
77.65,71.73,77.65,71.23
69.56,75.30,76.74,69.37
73.98,76.27,76.93,72.81
69.35,74.66,76.43,68.64
75.47,70.85,76.83,69.00
74.07,77.04,78.00,73.50
79.48,76.47,80.29,75.73
79.83,82.63,82.72,79.45
82.74,82.08,83.44,81.29
81.98,82.49,83.35,80.50
83.59,83.22,83.96,81.21
83.50,85.57,86.35,82.98
85.31,85.22,87.99,84.73
85.00,87.84,88.57,83.98
89.60,90.24,91.27,87.99
91.25,89.78,93.15,89.48
91.80,90.56,92.36,89.75
91.49,90.69,91.98,90.25
90.01,91.54,92.80,90.00
93.00,88.66,93.26,87.76
88.65,88.82,89.89,86.55
90.49,89.93,91.75,88.45
90.19,84.81,90.48,83.94
82.25,77.23,82.25,75.73
79.36,77.69,79.90,76.35
76.48,79.40,80.12,75.95
80.14,81.52,81.95,78.45
77.88,77.81,78.92,75.40
77.90,80.19,80.64,77.75
84.43,85.54,85.70,83.43
nan,87.11,nan,nan
87.40,85.87,87.40,84.29
86.45,88.50,88.73,85.54
89.01,88.45,89.35,84.06
87.26,88.00,88.63,85.81
88.08,92.36,92.36,88.08
92.27,88.36,92.87,86.67
86.27,81.92,86.77,79.74
81.07,77.70,81.29,75.60
74.38,72.71,76.21,70.10
75.00,73.40,78.25,71.40
75.04,77.02,78.16,74.04
77.00,78.12,79.05,75.25
76.89,71.47,76.89,70.06
70.73,71.34,72.76,67.42
71.99,70.36,72.99,68.26
69.04,68.74,72.65,68.05
67.70,68.54,69.48,66.08
69.51,72.56,74.04,68.80
73.90,72.86,74.55,71.10
72.88,72.50,74.20,69.94
68.61,69.25,70.21,67.91
71.30,71.80,74.04,71.17
70.85,74.95,76.12,70.85
74.53,76.22,76.71,73.32
nan,76.85,nan,nan
79.70,79.14,80.84,76.82
78.68,73.81,79.67,73.20
74.00,73.38,75.39,71.23
70.21,73.42,75.40,69.88
73.03,68.84,73.65,68.25
70.26,68.65,71.31,68.35
69.27,69.44,71.78,69.00
70.60,71.85,73.05,70.01
70.70,67.86,70.72,67.70
68.54,65.11,69.57,63.21
67.38,68.69,69.80,67.38
66.62,64.31,68.17,63.26
64.58,64.60,66.16,62.76
66.19,64.25,66.48,63.02
63.04,64.78,65.24,62.75
66.04,68.46,69.40,65.94
67.76,67.72,70.31,67.17
63.95,65.50,65.70,60.55
65.44,61.90,65.69,61.58
61.36,62.80,63.84,60.78
64.22,67.89,68.11,64.19
68.90,70.54,71.72,67.85
71.15,73.51,73.76,71.15
nan,75.75,nan,nan
75.59,76.87,77.92,75.50
76.18,76.43,76.75,74.57
78.80,79.61,80.15,77.97
75.99,77.86,78.00,75.62
74.63,72.82,74.86,72.01
72.01,72.34,75.15,71.89
73.13,73.76,76.80,72.99
75.81,72.52,76.62,72.25
75.20,78.50,78.54,75.20
77.54,77.40,77.82,75.82
79.14,81.18,81.46,78.87
82.11,80.61,82.34,80.37
81.95,85.30,85.59,81.95
85.80,86.55,86.83,84.10
83.48,85.20,87.10,83.07
85.59,83.99,86.20,83.25
82.34,79.47,82.69,78.77
78.88,77.69,80.46,77.16
74.70,75.34,77.07,74.00
79.79,74.93,79.79,72.85
73.38,68.85,75.80,68.85
69.52,67.74,69.52,63.32
64.29,53.68,64.30,53.15
56.40,53.00,57.21,46.80
47.56,39.99,49.02,39.41
42.91,45.52,45.52,37.19
43.52,40.70,46.00,40.22
42.70,46.74,48.73,40.97
49.23,47.89,49.73,47.10
49.85,52.81,52.91,49.77
50.39,50.15,52.31,48.52
51.81,50.77,53.32,49.87
46.11,42.25,46.44,40.70
40.43,39.90,44.18,39.57
43.35,39.06,43.50,38.55
39.88,44.37,44.40,39.16
43.77,45.08,45.17,42.40
45.93,42.02,46.59,41.36
40.80,44.21,44.86,39.30
46.17,48.17,48.31,45.45
47.12,48.84,49.74,46.00
49.99,49.45,51.73,48.40
49.70,48.49,51.75,48.25
45.21,44.67,46.02,43.50
40.57,43.01,43.30,39.47
45.49,47.88,47.96,45.29
47.00,46.22,49.16,45.38
44.33,41.80,45.08,40.89
39.93,42.29,42.29,38.87
42.77,42.67,43.45,40.49
43.44,44.36,46.11,41.02
45.85,46.84,46.95,44.81
47.19,46.67,47.85,45.12
43.29,44.65,45.70,42.06
45.11,43.74,46.68,43.61
43.44,38.89,43.75,38.88
35.30,32.24,35.30,30.31
31.25,31.33,32.65,30.68
32.13,34.66,34.86,30.35
37.50,36.31,38.85,35.64
36.53,32.84,37.35,32.67
35.42,34.10,35.48,32.04
32.27,31.25,33.61,31.25
30.47,28.16,32.46,28.10
26.88,30.55,30.80,24.85
30.84,33.69,33.97,29.94
33.58,35.45,35.58,32.37
36.01,34.05,36.25,33.20
36.10,38.65,38.67,36.10
37.50,38.83,39.81,37.44
39.87,39.64,41.25,39.01
38.69,39.43,39.93,37.37
41.44,43.73,43.83,41.37
43.75,41.60,43.80,41.27
41.60,45.25,46.18,40.18
45.17,44.19,46.71,43.44
44.00,44.90,45.50,42.38
46.60,47.16,47.78,45.75
47.91,49.07,49.45,47.46
49.03,46.06,49.10,45.44
48.00,49.01,49.45,45.20
53.09,54.18,56.25,52.34
53.07,55.84,56.23,52.95
53.21,48.45,53.21,48.44
43.36,43.80,45.79,41.72
46.86,47.56,47.88,45.55
49.66,51.04,51.35,47.56
49.85,50.92,51.34,48.33
51.26,52.07,52.87,49.35
53.16,54.30,54.53,51.20
50.00,47.48,51.24,47.01
50.00,49.76,50.75,47.12
51.34,52.45,53.17,51.30
51.42,50.75,52.02,49.36
50.14,50.66,51.82,49.50
49.55,48.65,52.15,48.25
48.58,45.32,49.27,44.15
46.22,44.70,46.80,43.82
42.23,42.32,43.09,40.52
42.14,41.13,42.89,40.37
nan,37.62,nan,nan
37.30,36.69,38.52,36.65
40.42,40.60,41.45,39.55
40.99,42.50,43.45,40.66
46.83,49.21,49.52,46.76
48.74,48.47,50.18,47.65
50.10,48.40,50.46,48.23
50.80,50.09,51.88,48.99
50.12,50.29,51.50,49.20
49.73,49.31,50.39,48.11
48.34,45.46,48.89,44.86
46.23,48.34,48.88,46.03
46.45,45.00,46.58,43.21
46.23,44.00,47.74,43.15
42.30,40.35,43.00,39.74
42.00,39.92,42.03,39.57
40.99,41.17,41.79,39.96
41.60,39.15,41.64,38.80
41.40,43.65,43.92,41.40
43.76,45.16,45.53,43.08
46.03,46.93,47.22,45.54
nan,47.90,nan,nan
47.41,48.21,48.80,47.41
48.23,45.57,48.51,45.35
45.75,46.91,47.13,45.58
nan,46.85,nan,nan
49.76,50.44,51.27,49.56
50.00,50.90,51.08,49.16
50.04,50.05,50.23,48.42
50.64,49.18,50.64,48.99
49.39,49.88,50.17,49.14
52.14,51.02,52.24,50.72
50.37,49.07,50.38,48.65
48.52,47.80,49.01,47.22
nan,47.17,nan,nan
48.84,48.11,49.25,47.62
48.05,50.21,50.31,47.25
50.92,50.77,51.32,50.14
50.76,50.89,51.31,49.78
51.24,51.91,52.35,51.00
50.67,51.56,51.60,50.07
51.31,53.28,53.65,49.54
54.16,51.05,54.33,50.51
50.16,50.68,51.27,50.10
49.02,49.89,49.91,47.87
50.89,48.66,50.89,47.97
49.81,49.31,50.35,48.89
49.33,50.00,50.65,48.84
51.75,52.74,52.80,51.11
51.81,54.47,54.56,51.66
54.14,55.40,55.67,52.61
56.15,54.85,56.15,53.82
55.46,54.83,55.57,53.67
52.94,52.98,53.38,52.26
54.52,54.21,54.63,53.12
54.01,54.70,54.95,53.38
55.20,54.49,55.61,54.01
54.71,56.67,56.92,53.95
57.75,57.22,58.04,56.34
58.50,58.53,59.35,58.10
58.90,58.79,59.96,58.50
59.05,59.81,59.92,57.81
60.24,60.56,61.05,60.06
59.67,59.99,60.84,58.70
60.18,59.56,60.62,58.55
59.76,57.56,60.44,57.10
58.21,59.22,59.48,57.91
58.57,57.27,59.02,56.57
56.70,56.55,56.70,54.83
53.92,53.75,54.35,52.71
54.33,54.85,55.29,53.17
55.63,55.73,56.34,54.78
56.17,55.66,57.03,55.33
55.20,54.99,55.65,54.29
55.89,57.07,57.14,54.38
56.78,55.31,57.41,54.94
55.73,55.50,56.23,54.43
56.40,57.53,58.15,56.12
57.57,58.68,59.20,57.27
57.16,56.08,57.18,55.78
56.00,54.32,56.00,53.98
52.74,51.00,53.00,50.25
51.28,52.60,52.97,50.46
53.93,53.90,54.02,53.08
53.91,52.32,54.09,52.25
51.44,50.32,52.02,49.10
49.21,50.30,50.52,48.22
51.40,51.32,51.79,50.08
51.00,52.83,53.94,50.63
52.56,51.37,52.67,49.93
49.67,49.39,50.26,48.65
48.94,48.61,50.53,48.41
46.46,46.77,47.77,46.33
46.77,44.01,46.77,43.75
45.59,44.07,45.80,43.89
44.39,46.84,47.08,44.24
46.14,44.64,46.64,44.55
45.31,44.12,45.75,43.58
45.28,46.37,46.90,45.28
45.73,46.09,46.83,45.62
46.19,45.72,46.98,45.25
47.00,45.52,47.54,45.43
43.43,45.41,45.71,43.03
45.65,46.30,46.64,45.30
47.19,47.73,47.73,46.35
46.89,48.85,48.93,46.68
49.07,48.75,49.41,48.20
48.54,49.38,49.56,48.22
49.80,51.42,52.41,49.36
50.13,48.94,50.18,48.58
49.04,46.64,49.04,46.24
45.47,43.57,45.53,43.05
42.80,43.32,44.06,42.10
42.40,42.92,43.15,40.32
41.11,42.04,43.04,40.48
43.27,42.63,44.01,42.38
41.82,41.83,43.67,41.68
40.49,39.91,40.64,39.60
40.05,38.02,40.42,37.73
38.47,37.62,40.11,37.61
37.80,36.91,38.58,36.84
37.68,36.03,38.11,35.70
36.40,38.46,38.53,36.30
38.76,38.08,40.08,37.32
37.06,38.47,38.54,35.56
39.11,38.35,39.11,37.13
38.28,37.96,38.85,37.60
39.04,39.55,40.35,38.50
38.03,36.02,38.03,35.68
36.20,35.04,36.25,33.43
32.93,32.68,33.61,32.50
32.85,32.54,33.25,31.25
32.37,33.31,33.89,32.37
34.27,36.43,36.45,34.27
37.73,36.61,38.68,36.26
35.77,36.59,36.67,34.87
37.87,35.25,38.21,35.05
35.89,36.55,36.89,35.31
35.92,35.35,37.11,34.86
35.54,37.09,37.40,35.22
37.73,38.93,39.11,37.20
37.86,38.03,38.32,37.35
38.89,39.73,40.21,38.40
39.70,39.32,40.51,38.28
39.21,34.59,39.32,34.42
35.40,35.20,35.62,34.15
33.72,32.95,33.80,32.07
33.20,34.09,34.45,32.51
34.60,36.03,36.36,34.58
35.25,36.72,36.86,34.87
39.30,39.90,39.98,38.47
39.70,40.00,40.47,38.74
40.89,42.92,42.92,40.89
42.05,41.13,42.20,40.73
39.38,39.75,40.27,38.80
39.63,39.25,39.84,38.38
39.86,37.44,40.17,36.81
37.91,38.88,39.40,37.74
37.53,38.41,39.05,37.06
38.91,40.46,40.55,38.83
40.10,40.91,41.43,39.48
41.60,42.30,42.50,39.58
41.97,43.42,43.64,41.70
44.11,43.92,44.28,43.11
43.53,44.17,44.22,42.92
41.40,42.87,43.16,40.62
43.07,40.93,43.12,39.25
41.50,40.96,41.85,39.92
42.80,44.45,44.84,42.75
45.00,46.85,47.30,44.24
46.50,47.22,47.64,46.16
46.78,45.50,47.42,45.50
46.21,46.22,46.98,44.70
44.64,44.10,45.37,42.73
46.34,47.12,47.83,46.31
47.32,47.45,48.20,47.24
48.46,49.47,50.18,48.40
48.90,49.73,50.21,48.76
49.34,50.70,51.26,49.22
49.64,51.06,51.14,48.79
50.95,50.42,51.18,49.72
51.04,50.22,51.28,49.72
49.97,50.02,50.51,49.52
50.23,51.55,51.69,49.97
51.80,51.28,51.80,50.85
51.03,50.92,51.35,50.39
51.45,50.45,52.29,50.14
49.84,50.88,51.07,49.44
50.50,49.27,50.92,48.97
48.78,50.17,50.47,48.20
50.38,50.09,51.12,49.63
49.94,50.18,50.71,49.58
50.32,49.39,50.32,49.15
48.63,47.70,48.63,47.24
48.85,48.99,49.79,47.98
49.00,47.95,49.03,46.80
47.80,47.53,48.31,47.18
48.49,50.32,51.35,48.49
50.63,52.98,53.03,50.63
52.81,52.38,53.85,52.25
52.95,53.97,54.39,52.86
54.98,54.91,55.36,54.31
55.30,57.86,58.62,54.10
59.02,60.11,61.72,58.75
59.27,58.55,60.43,58.00
57.91,57.16,58.01,55.98
57.26,55.66,57.30,55.49
54.28,56.17,56.44,53.61
57.57,56.28,57.64,56.16
54.97,55.37,55.89,54.87
55.89,53.68,56.00,53.51
53.00,52.09,53.07,51.59
53.36,54.30,54.68,52.70
53.75,53.54,53.88,52.50
54.61,54.34,55.84,54.10
55.35,54.45,55.35,53.55
54.27,52.44,54.28,51.78
53.25,54.13,54.45,53.11
55.01,53.74,55.17,53.20
52.84,53.94,54.15,52.65
54.11,54.05,55.44,53.92
53.29,51.04,53.49,50.76
52.68,52.26,53.53,52.23
52.25,51.44,52.50,50.33
51.26,52.12,52.38,50.04
53.03,54.70,54.95,53.03
55.10,56.63,56.81,54.90
55.82,56.71,57.04,55.82
56.51,54.03,56.85,53.45
54.06,53.20,54.60,51.60
50.54,49.51,50.66,48.49
50.26,48.37,50.52,48.10
49.80,49.69,50.01,48.00
49.43,49.93,50.76,49.17
50.51,49.56,50.90,48.70
49.25,50.50,50.73,49.06
51.00,47.89,51.35,47.49
47.76,49.15,49.40,47.60
49.89,51.44,52.00,49.79
49.13,47.18,49.41,46.33
47.29,44.78,47.80,44.78
44.31,44.74,46.29,44.00
45.34,44.99,45.37,44.49
43.80,44.46,46.10,43.67
44.86,42.77,45.07,42.50
42.88,42.92,44.14,42.15
43.26,43.38,43.64,41.40
45.25,46.49,46.69,45.19
46.02,46.00,46.62,44.99
46.37,46.75,46.80,45.80
47.26,48.59,48.60,46.96
47.40,47.26,47.49,46.20
46.90,46.06,47.43,45.82
44.85,47.43,47.49,44.30
48.12,47.66,48.75,47.11
47.77,47.48,48.27,46.96
48.60,46.75,48.74,46.53
46.75,46.17,47.42,46.11
46.62,47.09,47.90,46.22
46.84,47.52,47.59,46.59
48.02,48.36,48.46,47.39
48.27,48.25,48.93,48.00
48.80,49.13,49.65,48.64
49.60,49.62,51.00,49.20
49.43,48.39,49.48,47.70
47.32,47.72,48.02,47.12
48.17,49.11,49.11,48.00
49.05,51.73,52.07,48.75
52.05,50.56,52.17,50.56
50.64,51.70,51.78,50.41
49.80,50.18,50.56,49.11
50.03,48.91,50.03,48.74
49.78,48.31,49.89,48.10
48.33,48.03,48.51,46.25
47.08,45.68,47.14,45.44
45.31,48.48,48.67,45.03
51.62,51.85,51.85,49.81
51.45,51.85,53.16,50.89
52.01,53.52,53.71,51.93
52.78,52.35,52.78,51.66
51.84,51.69,51.88,50.77
52.21,51.49,52.39,50.83
52.60,52.88,53.15,51.90
53.01,53.15,53.29,52.46
52.96,53.07,53.50,52.53
52.28,53.85,53.87,52.10
53.47,54.43,54.52,53.28
55.20,55.50,56.56,54.86
55.51,57.08,57.08,55.30
56.92,58.82,58.83,56.40
58.39,58.19,58.65,57.53
58.43,58.80,60.10,58.23
59.53,60.44,60.74,59.28
60.99,60.00,61.00,59.03
60.48,63.14,63.31,60.43
63.36,61.84,64.40,61.69
61.36,61.39,62.32,60.70
62.35,63.07,63.33,60.94
61.48,61.43,62.14,61.19
62.49,62.78,63.38,61.85
61.99,63.06,63.07,61.36
62.90,62.66,63.27,61.29
62.80,64.32,64.32,62.80
64.04,63.32,64.31,63.07
63.49,63.88,64.16,62.74
64.04,64.49,64.65,63.89
64.09,66.01,66.53,63.61
65.95,63.92,65.96,62.80
64.60,66.15,66.26,64.56
66.12,61.91,66.12,61.77
60.95,60.57,61.34,59.24
61.82,62.61,62.61,60.31
63.74,57.59,64.35,57.51
58.56,59.24,59.72,56.53
58.76,62.11,62.48,58.76
61.82,62.08,63.50,61.53
60.92,61.86,62.21,60.02
61.19,61.45,61.72,59.62
62.62,62.71,63.35,61.90
63.37,62.86,63.75,62.16
63.29,63.83,64.12,62.43
64.48,64.75,65.02,63.52
64.10,64.81,65.13,63.24
64.88,65.10,66.06,64.46
64.91,64.59,65.31,64.09
64.89,67.24,67.50,64.89
67.30,67.19,67.99,66.26
64.67,65.40,66.68,64.37
65.75,63.29,65.80,61.56
64.60,64.54,64.97,63.28
63.38,63.41,64.93,63.26
64.19,64.77,65.17,63.86
65.54,64.19,66.40,63.34
65.25,66.31,66.36,64.90
65.22,66.85,67.10,64.54
66.70,66.21,67.59,66.12
66.22,65.84,66.83,64.48
66.14,64.68,66.14,64.08
64.72,61.15,64.93,60.51
60.95,60.92,61.91,59.66
58.41,61.32,61.41,58.10
61.51,62.42,62.52,60.90
62.73,63.99,64.79,62.00
64.50,65.10,65.83,64.21
65.66,65.87,66.80,64.62
64.47,62.87,64.89,61.74
60.84,55.00,60.84,55.00
57.00,57.12,57.35,54.86
55.74,53.35,55.80,52.13
53.92,54.72,55.71,52.32
55.77,54.24,56.30,53.37
55.25,56.10,56.75,53.83
56.75,58.04,58.17,55.97
58.54,60.38,61.18,58.53
60.76,60.45,62.65,59.66
60.11,60.27,60.64,58.80
61.42,62.09,62.77,60.52
62.30,62.81,62.81,60.54
61.31,59.80,61.40,59.61
60.66,62.24,62.64,59.95
63.48,65.51,65.98,63.47
66.00,66.94,67.62,65.80
67.75,68.29,69.26,67.00
68.27,68.70,69.08,67.45
68.79,68.54,69.55,67.43
67.60,67.45,67.79,65.66
66.96,67.50,67.52,66.35
67.72,70.33,70.33,67.53
69.45,69.75,70.35,67.94
69.15,68.56,70.25,68.23
69.74,72.09,72.34,69.68
72.21,75.29,75.68,72.21
75.70,74.79,76.63,73.95
74.96,72.09,76.98,71.05
69.20,71.90,72.21,68.70
70.48,70.98,70.98,69.12
73.91,73.04,74.84,72.10
71.53,72.72,73.50,71.09
72.10,72.16,73.23,70.69
71.45,67.85,72.01,67.68
68.43,69.51,69.67,67.52
68.56,68.00,69.84,66.50
67.38,65.56,68.10,65.53
65.72,67.17,67.17,64.19
68.50,69.59,69.81,67.23
70.30,68.94,70.58,68.36
66.36,65.95,67.80,65.62
67.86,64.49,68.16,64.20
64.54,67.85,68.38,64.37
67.98,65.82,68.17,65.47
67.30,68.61,69.23,67.23
68.62,69.91,70.55,68.52
69.91,67.93,70.88,67.89
65.36,62.06,65.41,61.42
63.65,62.50,63.70,60.16
60.29,59.57,61.52,57.18
