SLG,SL Green Realty Corporation Common Stock,NASDAQ
108.95,109.77,110.64,108.75
110.17,111.01,111.37,109.45
110.12,110.75,111.21,109.02
110.89,110.58,112.34,109.75
110.07,112.89,112.91,110.07
113.34,112.73,113.77,111.44
112.80,110.65,113.41,110.34
110.65,107.95,110.94,107.59
108.93,109.59,110.74,108.77
110.18,110.11,111.02,109.53
110.27,110.30,111.71,109.54
110.36,107.61,110.75,107.27
107.54,106.80,107.99,105.62
107.07,105.59,107.59,104.90
105.98,106.00,106.71,105.12
105.95,105.09,105.95,104.53
104.77,105.10,106.06,103.95
105.02,107.55,107.63,104.76
108.71,108.53,108.92,107.14
108.58,110.68,110.85,107.06
109.76,109.32,110.25,107.97
109.13,110.49,111.00,108.57
110.31,107.44,111.02,106.88
107.08,106.05,107.19,105.63
106.12,105.05,106.58,104.94
105.08,106.17,106.27,104.27
106.07,106.46,106.87,106.05
