SLG,SL Green Realty Corporation Common Stock,NASDAQ
66.54,63.99,66.76,63.16
64.46,63.42,65.54,61.27
64.64,61.51,64.99,60.66
61.21,59.86,62.33,57.90
57.91,56.26,58.73,56.11
55.60,59.82,60.28,55.26
59.67,57.17,60.06,56.96
55.34,56.86,57.10,53.81
57.47,58.03,60.16,57.30
59.85,62.71,62.95,59.29
62.25,62.29,63.73,61.37
61.87,60.85,62.49,60.69
61.28,61.77,61.90,59.27
62.72,62.49,62.88,60.99
60.10,57.95,61.87,57.72
58.69,56.39,59.69,56.35
56.74,56.32,57.47,54.42
56.81,56.97,59.09,56.50
58.65,60.28,60.44,57.80
59.30,61.38,61.72,59.20
62.00,62.29,63.59,61.58
62.71,63.79,64.15,61.94
63.29,62.70,63.98,62.32
62.82,63.38,63.90,61.91
63.69,62.63,63.73,62.31
63.88,61.51,64.25,61.17
61.57,58.47,61.75,58.26
58.16,59.73,60.62,57.62
59.19,57.82,59.41,57.66
58.07,59.72,59.75,57.58
59.43,58.72,59.85,58.27
57.54,55.41,57.54,54.90
55.56,55.04,57.13,54.96
55.31,53.99,55.66,52.51
54.48,52.21,54.84,51.98
53.40,50.41,54.91,50.11
50.61,53.30,53.41,50.41
54.18,54.50,55.22,53.45
54.10,56.20,56.27,53.97
56.34,56.14,56.66,55.44
57.36,57.68,58.00,56.99
57.14,57.21,58.05,55.74
57.14,57.07,57.21,54.89
56.59,54.66,56.59,54.29
54.84,54.81,55.19,53.68
53.72,56.36,56.58,53.20
56.99,54.81,56.99,54.48
56.17,56.30,56.89,55.23
55.78,56.95,57.06,54.96
56.94,58.57,58.85,56.44
57.31,59.14,59.47,56.56
59.24,59.07,59.68,58.34
59.72,59.60,60.36,58.31
58.68,60.24,60.68,58.23
61.28,63.29,63.52,60.77
62.94,60.93,62.94,60.81
61.38,62.36,62.40,61.11
61.92,61.76,62.50,61.38
60.66,61.44,62.03,60.40
62.10,62.75,62.84,61.29
61.64,60.40,62.04,59.42
59.24,57.64,60.05,57.38
57.17,57.74,58.55,57.11
57.41,57.02,58.58,56.99
56.61,56.86,57.61,55.93
57.61,57.95,58.86,57.05
57.96,58.74,59.38,57.33
58.27,57.00,58.36,56.47
56.71,57.02,57.26,56.34
57.46,57.80,58.63,57.09
56.57,56.82,57.99,56.04
56.16,58.58,58.70,56.08
58.79,58.07,59.55,58.00
58.75,58.85,59.25,56.90
58.45,58.25,59.61,58.11
57.96,60.28,60.59,57.78
61.26,62.25,62.25,60.04
62.19,63.07,63.30,61.63
63.61,63.68,64.41,63.08
62.92,61.84,63.88,61.81
62.21,61.90,62.99,61.64
62.96,60.92,62.98,60.53
61.12,61.68,61.92,60.44
62.82,63.10,63.39,62.04
63.05,63.52,64.55,62.94
63.18,64.79,64.89,62.84
64.71,64.50,65.29,63.79
64.99,64.63,64.99,63.73
64.81,66.61,66.88,64.61
66.67,64.65,66.77,64.48
64.20,62.93,64.71,62.84
62.19,60.84,63.45,60.70
62.64,63.23,63.87,62.10
63.12,63.52,64.02,63.08
63.75,62.73,63.80,61.55
62.50,62.62,63.24,62.01
63.18,63.33,64.31,62.27
64.00,63.75,64.24,62.81
63.59,64.34,64.62,63.26
65.24,66.01,66.22,64.15
63.39,64.37,64.74,63.39
64.91,64.50,65.18,63.96
64.45,65.59,65.78,63.90
65.48,65.67,66.28,65.41
65.57,67.22,67.61,65.47
67.63,68.45,69.04,67.29
68.16,69.30,70.00,68.12
69.95,69.34,70.19,68.72
68.07,69.66,69.69,68.01
68.59,67.21,69.65,66.85
67.60,68.40,69.45,67.48
68.78,68.03,69.99,67.57
69.28,69.74,69.94,68.06
69.95,70.04,70.89,69.71
67.50,68.08,68.50,67.00
67.36,66.51,67.82,66.04
67.14,66.02,67.47,65.59
65.78,65.71,66.66,65.69
66.47,66.41,67.45,65.82
67.07,67.32,67.50,66.34
67.46,66.89,67.59,66.68
67.72,69.75,69.99,67.68
69.27,70.27,70.89,69.27
69.51,68.39,70.00,68.18
69.45,65.43,70.42,64.68
65.43,65.32,66.26,64.65
64.58,64.75,65.18,63.94
64.17,64.25,65.23,63.86
64.48,63.54,65.04,63.39
63.01,61.50,63.14,61.13
61.76,62.85,63.54,61.26
63.83,63.85,64.50,63.64
63.44,64.14,64.34,62.83
63.86,63.91,65.15,63.57
63.06,63.55,63.83,62.99
64.24,65.28,65.29,64.02
64.66,64.89,65.42,64.63
64.38,65.69,65.81,64.36
65.01,65.40,66.09,64.79
66.44,66.08,66.54,65.31
66.21,66.43,66.46,65.74
66.06,65.89,66.35,65.29
65.81,67.03,67.79,65.40
67.84,66.42,67.98,66.25
66.57,64.48,66.78,64.00
64.80,63.69,64.87,63.51
63.89,64.04,64.63,63.60
64.39,64.82,65.40,63.90
64.98,63.98,65.47,63.53
63.83,63.18,64.77,63.15
63.33,63.29,63.72,62.72
63.13,63.53,64.00,63.02
63.69,64.29,64.80,63.54
64.73,65.35,65.59,64.54
65.50,65.86,66.77,65.36
65.90,65.74,66.42,65.57
65.56,66.62,66.71,65.48
66.95,67.29,67.55,66.66
67.59,67.70,68.08,67.03
67.69,67.57,67.95,67.33
67.54,67.51,68.15,67.40
68.11,69.14,69.23,68.11
69.24,68.26,69.74,67.57
67.98,68.07,68.44,67.50
68.29,67.48,68.36,67.29
67.79,67.05,68.20,66.10
66.73,68.16,68.69,66.60
68.33,68.40,69.21,67.83
69.24,70.02,70.25,69.11
69.76,70.19,70.45,69.43
70.61,70.95,71.38,70.28
70.88,71.15,71.18,70.55
70.98,69.77,71.16,69.36
69.35,70.30,70.93,69.29
70.57,70.77,70.86,70.01
70.63,71.50,72.24,70.47
70.31,70.74,71.31,69.57
70.90,70.79,71.23,70.50
70.98,72.59,72.76,70.87
72.45,71.85,73.32,71.58
72.31,72.76,73.20,72.17
73.25,73.43,73.89,72.16
73.40,73.34,74.02,73.20
73.16,73.39,73.55,72.25
73.55,72.48,73.82,72.41
72.58,73.30,73.79,72.36
73.22,73.50,73.98,73.12
73.26,73.83,74.17,72.99
73.16,75.01,75.24,73.16
74.38,74.50,75.50,74.04
74.49,73.56,74.72,73.40
73.04,73.40,74.14,72.91
73.57,73.21,74.14,73.07
73.07,73.50,73.95,72.92
73.72,74.10,74.27,73.25
73.43,73.21,74.15,72.97
73.24,71.86,73.55,71.00
71.84,70.81,71.90,70.09
71.40,73.07,73.17,71.18
73.44,75.73,75.83,73.41
75.73,73.90,75.85,73.88
73.65,72.43,73.86,72.18
73.44,74.10,74.35,72.83
74.24,73.11,74.55,72.74
73.51,72.46,73.75,72.06
72.62,73.37,74.18,72.52
73.10,72.85,73.50,72.27
71.93,71.29,72.13,71.14
71.07,72.09,72.31,70.65
71.90,70.47,71.90,70.07
68.46,69.89,70.48,68.20
69.72,69.03,70.47,68.64
70.28,70.72,70.77,69.54
71.68,71.08,72.19,70.88
72.06,71.69,72.23,71.41
71.97,71.66,72.03,71.30
71.43,71.30,71.78,70.47
71.87,71.65,71.87,70.40
71.96,73.03,73.17,71.50
72.96,72.58,73.50,72.46
72.21,73.17,73.38,71.68
73.48,74.56,74.56,72.77
74.37,75.20,75.33,74.04
75.50,76.32,76.95,75.12
76.38,76.50,76.54,75.98
76.88,77.47,77.63,76.55
77.79,77.40,77.93,77.11
77.22,76.34,77.31,75.51
77.12,75.49,77.15,75.09
75.81,75.54,76.53,75.04
75.16,75.92,76.12,75.10
76.27,74.74,76.27,74.28
74.36,75.00,75.22,74.23
75.29,76.15,76.33,74.90
75.19,74.72,75.48,74.16
75.06,76.68,77.16,75.06
77.76,77.44,77.83,76.85
77.76,78.71,79.07,77.10
78.63,79.50,79.99,78.63
79.99,80.26,80.31,79.48
79.91,80.97,80.97,79.45
82.85,82.54,84.75,82.30
83.02,82.53,83.10,81.29
83.10,82.84,83.42,82.26
82.87,82.74,83.74,81.84
82.77,82.40,82.94,81.28
81.84,82.93,83.70,81.56
83.86,82.15,84.10,82.03
81.97,83.13,83.24,81.91
83.19,85.16,85.31,83.19
85.00,83.99,85.00,83.72
83.39,83.99,84.32,82.94
84.29,83.92,84.43,83.22
83.71,84.39,84.79,83.43
84.05,83.85,84.19,82.89
84.19,86.01,86.15,83.40
86.29,85.98,86.52,85.27
85.73,85.25,85.76,84.58
83.92,84.75,85.17,83.82
85.11,85.04,85.45,84.50
84.88,85.69,85.89,84.45
85.22,87.24,87.40,85.22
87.47,88.30,88.38,86.89
89.16,90.01,90.01,88.74
89.86,87.59,89.95,87.53
87.69,86.42,88.23,86.28
85.29,86.28,87.12,85.29
86.22,84.92,86.52,84.82
85.51,86.21,87.12,85.03
85.84,84.52,86.74,84.33
84.86,82.42,84.87,82.00
82.07,80.04,82.24,79.61
79.95,80.20,81.19,79.41
81.00,82.44,82.72,80.39
82.44,80.75,82.63,80.05
80.80,81.13,82.23,79.89
82.11,82.00,82.42,81.33
81.80,84.28,84.58,81.32
84.64,85.11,85.32,84.36
84.76,85.04,86.19,84.50
83.67,82.58,83.67,81.67
82.72,81.96,83.23,81.41
82.17,82.13,83.09,81.80
82.41,82.44,83.10,81.66
83.01,82.74,83.18,82.06
83.05,82.87,83.66,82.50
83.21,84.95,85.11,82.77
84.91,86.03,86.22,83.94
85.83,86.74,86.87,85.15
87.53,87.54,87.87,86.94
86.42,87.34,87.39,86.07
85.50,84.72,86.24,84.48
84.40,85.47,86.81,84.30
85.72,85.85,88.25,84.93
85.79,83.79,86.55,83.76
84.12,84.71,84.88,83.66
84.51,84.74,85.09,83.25
85.29,86.32,86.36,85.15
86.49,86.80,87.48,86.36
87.48,87.40,87.68,86.95
87.37,87.38,87.68,86.92
86.41,87.04,88.00,86.19
86.86,86.27,86.86,85.54
85.95,82.85,86.00,82.41
82.68,82.65,83.53,81.89
81.62,82.02,82.70,80.90
82.96,80.06,83.23,79.16
79.57,76.12,79.70,76.07
76.81,77.91,78.28,74.84
76.65,73.23,76.82,73.13
74.22,69.93,74.55,68.56
68.11,63.26,68.25,63.25
64.77,70.88,71.10,63.70
68.77,70.68,75.05,68.16
71.03,74.17,75.61,70.36
74.52,72.45,75.09,71.95
73.20,74.13,74.97,72.99
72.78,72.31,73.96,72.14
72.96,72.61,73.64,72.08
70.19,68.25,70.67,67.17
67.24,65.77,68.93,65.65
67.68,65.88,67.68,64.17
66.32,66.07,66.69,64.65
66.00,66.23,66.67,64.38
66.87,63.99,67.69,63.36
63.52,65.74,65.78,61.95
66.86,69.47,69.51,66.68
69.04,70.19,70.48,68.09
70.83,72.24,72.34,69.89
71.82,71.59,73.00,71.09
70.40,70.49,72.21,69.79
68.06,68.05,69.50,67.14
69.43,71.58,71.68,68.38
71.35,69.64,71.55,69.12
68.91,66.95,69.33,66.09
65.52,65.98,66.06,64.62
66.42,66.00,66.86,64.95
66.52,68.20,68.75,65.32
68.98,70.96,71.00,68.23
70.94,71.98,72.07,70.07
70.31,69.17,70.64,68.79
69.52,68.83,70.51,68.79
68.96,64.14,68.96,63.96
61.86,59.95,62.34,58.80
59.50,60.50,61.26,58.85
61.33,61.90,62.02,59.70
63.35,63.28,64.86,62.57
63.59,60.70,63.78,60.60
62.25,61.50,62.46,60.08
60.42,58.15,61.10,58.04
58.39,55.14,59.11,54.90
54.10,58.39,58.54,52.41
58.08,57.61,58.42,55.08
57.40,58.70,59.49,56.74
58.95,56.74,59.74,56.68
58.09,60.32,60.34,57.92
60.41,59.65,61.41,58.65
60.12,60.65,62.01,59.58
60.34,60.56,61.15,58.96
61.57,62.32,62.76,61.07
61.83,60.22,61.98,59.92
60.47,63.00,63.49,59.89
62.79,62.05,63.44,61.82
62.02,63.17,63.38,61.15
64.26,65.14,65.17,63.66
65.36,67.80,68.43,65.12
67.30,65.73,67.30,65.69
66.03,67.54,67.85,64.86
70.99,71.33,71.85,69.15
70.84,71.13,71.66,69.94
69.76,68.99,71.09,68.91
66.40,66.57,68.00,65.95
67.73,67.74,68.47,66.39
68.64,68.36,68.72,66.09
67.87,68.43,68.66,66.42
68.51,69.39,69.80,68.27
69.92,70.82,70.97,68.41
68.81,66.48,69.22,66.08
67.37,67.35,67.84,65.93
68.10,68.81,69.57,67.59
68.36,66.91,68.36,66.41
66.57,67.60,68.17,66.14
67.00,65.30,67.23,65.22
65.32,65.14,66.44,64.71
65.72,65.89,65.96,64.79
64.78,63.68,64.91,62.68
63.42,63.50,64.15,62.85
62.85,60.54,62.88,60.48
60.40,60.92,62.25,60.01
62.60,62.39,62.88,60.99
62.65,60.63,62.77,60.22
63.21,65.84,66.12,62.97
65.49,64.32,65.49,63.74
65.25,65.48,66.63,65.04
66.13,67.53,68.38,66.11
67.31,67.70,68.09,66.79
67.28,68.28,68.42,66.51
67.75,66.05,67.75,65.79
66.22,67.80,68.47,66.11
67.00,65.48,67.00,65.10
65.95,64.07,66.58,63.62
63.87,63.35,64.32,62.89
64.24,64.50,64.78,63.59
65.11,65.35,65.99,64.88
65.82,64.20,66.07,64.10
65.38,65.96,66.53,65.28
65.68,65.73,66.06,64.73
66.00,66.35,66.75,65.96
66.49,66.44,66.68,66.01
66.19,66.74,67.42,65.67
66.66,65.14,66.66,65.08
65.59,66.75,66.86,65.08
66.90,66.64,67.87,66.11
67.94,68.16,70.00,67.13
67.67,68.19,68.50,66.96
68.02,69.44,69.46,66.49
69.35,69.78,70.11,68.20
70.00,69.53,70.00,69.11
70.56,71.24,71.75,70.41
71.09,72.15,72.32,70.54
71.21,71.03,71.23,69.59
70.25,70.56,70.71,69.36
71.30,71.53,72.00,71.08
71.52,71.37,71.97,71.07
71.78,72.50,72.92,71.67
72.73,74.27,74.34,72.00
74.35,73.84,74.98,73.55
73.35,73.53,74.09,72.57
73.48,74.67,74.96,73.27
74.83,73.82,75.44,73.63
73.19,73.97,74.19,73.19
73.12,72.75,73.71,72.55
73.58,73.53,74.95,72.78
74.38,74.56,74.84,73.79
74.93,75.86,75.96,74.78
76.17,77.57,77.85,76.17
77.34,77.22,77.53,76.80
76.53,76.58,76.90,76.12
76.42,75.83,77.34,75.45
76.01,75.55,76.27,74.95
74.58,74.83,75.65,74.56
75.93,75.61,76.25,75.01
75.33,74.63,75.71,74.17
75.08,75.52,76.00,74.78
75.51,75.92,76.46,75.35
76.32,75.69,76.32,75.46
75.80,74.75,75.89,74.01
74.63,74.77,75.32,74.20
74.78,75.75,76.41,74.57
75.83,75.53,75.90,75.17
75.07,75.68,75.88,74.30
75.89,75.80,76.31,75.24
76.04,76.05,76.46,75.40
76.53,76.50,76.89,75.83
76.46,76.17,76.95,75.77
76.00,77.31,77.41,75.71
76.52,76.23,76.70,76.00
76.59,77.05,77.14,75.79
77.42,76.29,77.42,76.06
76.48,77.10,77.31,76.15
77.18,77.10,77.58,76.92
77.40,79.27,79.30,77.40
79.08,78.89,79.56,78.30
78.85,78.91,79.51,78.20
78.77,78.57,79.01,78.29
78.54,78.29,79.25,78.05
77.84,78.62,78.98,77.57
78.50,77.42,78.87,77.42
76.87,76.50,76.87,75.53
76.27,76.64,77.13,75.42
77.64,77.63,77.85,76.95
77.32,77.02,77.75,76.58
76.89,77.48,77.63,76.03
76.76,76.95,77.09,75.75
77.56,77.55,78.11,76.98
76.48,77.69,78.09,76.18
77.46,77.19,77.91,76.86
76.51,75.35,76.79,75.29
75.21,74.27,75.36,73.79
72.94,73.43,73.69,72.85
74.23,71.83,74.23,71.48
72.56,72.88,73.00,72.28
73.16,74.35,74.35,72.84
74.00,73.06,74.25,72.95
73.42,73.96,74.44,73.26
74.60,75.49,75.66,74.14
75.06,75.66,75.81,74.84
75.75,75.56,76.32,74.94
75.85,76.29,76.99,75.70
73.23,75.63,75.81,73.23
75.58,77.12,77.23,75.51
78.48,78.61,79.65,77.59
79.50,81.71,82.40,79.22
81.81,82.17,82.60,81.00
82.24,82.44,82.84,81.46
82.64,83.31,84.00,82.11
82.53,82.65,83.53,81.71
83.01,81.93,83.24,81.91
81.66,80.58,81.83,80.19
80.13,81.04,81.17,80.02
80.60,81.38,81.68,80.22
80.35,81.02,81.69,80.23
81.61,81.18,81.87,80.39
80.52,80.74,81.43,80.19
79.95,79.29,80.30,79.22
79.10,78.41,79.32,77.98
78.54,77.80,79.59,77.80
77.94,74.58,78.13,74.26
74.75,72.47,74.89,72.20
72.75,74.94,75.34,72.45
74.95,75.09,75.71,74.62
74.39,75.11,75.11,73.77
74.68,75.12,75.78,73.91
75.35,74.51,75.35,74.30
75.29,76.08,76.26,74.97
75.09,73.90,75.23,73.65
73.87,75.01,75.72,73.18
74.08,72.30,74.58,72.17
72.09,70.91,72.65,70.34
70.92,72.56,72.73,70.64
73.55,74.99,75.01,73.07
75.85,74.20,76.05,74.03
74.22,75.62,75.62,73.88
76.25,72.80,76.37,72.69
73.40,73.97,74.12,72.74
73.88,72.95,74.17,72.47
72.98,73.88,74.23,72.82
73.98,74.49,74.50,73.45
74.04,75.75,75.94,73.85
75.93,76.63,77.22,75.61
76.37,76.31,77.81,76.07
76.52,74.85,76.63,74.53
75.34,75.14,75.63,74.35
74.28,73.94,74.71,73.30
74.10,75.72,76.29,74.09
75.83,76.00,76.48,75.35
75.46,77.25,77.25,74.84
79.04,80.24,80.30,78.34
82.60,80.69,82.60,76.28
80.88,81.99,82.10,80.42
81.72,81.50,82.00,80.94
80.63,81.54,81.69,80.51
81.80,81.35,81.80,80.86
81.94,79.20,81.94,78.79
79.16,78.45,79.66,78.00
78.00,78.55,79.19,77.02
78.70,79.70,79.79,78.23
79.66,79.36,79.87,78.96
79.90,80.18,80.38,78.57
80.08,79.52,80.19,79.07
80.05,78.22,80.05,77.85
77.57,78.37,78.72,77.40
76.86,77.00,77.23,76.34
77.37,76.37,77.72,75.83
76.70,76.45,77.92,75.75
78.06,77.57,78.82,76.03
77.79,77.88,79.74,77.10
77.94,79.18,79.26,77.85
78.94,78.75,79.34,78.31
78.96,80.20,80.54,78.96
79.75,80.44,80.60,79.20
81.39,81.75,82.18,80.94
82.00,81.88,82.08,81.38
82.09,80.80,82.32,80.57
80.64,80.40,80.99,80.01
80.47,80.88,81.54,80.40
80.88,80.78,81.23,80.00
80.50,80.78,81.25,80.35
80.97,80.43,81.08,80.24
80.49,80.94,81.04,80.17
81.07,81.11,81.18,80.17
80.89,81.10,81.20,80.78
81.05,80.81,81.27,80.36
80.95,80.68,81.30,80.50
80.58,80.99,81.04,79.79
80.85,80.83,81.32,80.43
80.84,80.94,81.21,80.53
81.28,80.46,81.66,80.09
80.55,81.22,81.25,79.82
80.96,81.00,81.21,80.59
80.36,79.92,80.77,79.75
80.49,80.60,80.68,79.38
80.78,81.92,81.99,79.68
81.86,81.28,81.99,80.93
81.95,81.99,82.49,81.66
81.73,82.39,82.85,81.73
81.90,81.79,82.38,81.17
81.68,81.69,82.06,80.72
82.00,82.27,82.64,81.51
82.29,83.60,83.95,82.13
84.05,85.14,85.57,84.01
84.92,83.91,85.74,83.89
83.64,82.58,83.91,82.48
82.57,82.01,82.75,81.56
81.60,81.05,81.61,80.24
81.53,81.54,81.93,80.89
80.86,81.16,82.17,80.77
81.13,80.34,81.72,80.23
80.47,79.29,80.79,79.24
79.73,80.46,81.22,79.39
79.97,80.07,80.34,79.28
80.37,78.86,80.37,77.94
79.45,79.63,79.79,78.58
79.69,79.14,80.21,79.04
79.67,78.52,79.69,78.06
78.64,78.48,78.74,78.00
78.09,78.13,78.32,77.59
78.24,77.78,78.94,77.75
78.02,78.10,78.31,77.23
78.75,79.06,79.33,78.48
79.01,78.17,79.26,78.05
78.17,78.92,79.28,77.67
78.98,78.60,79.53,78.17
78.36,78.46,78.90,77.15
78.64,79.61,79.84,78.47
79.39,78.55,79.89,78.37
77.13,78.24,78.37,77.13
77.21,77.79,77.99,76.62
77.95,77.50,78.17,77.18
78.92,76.01,78.92,74.94
75.87,75.40,76.01,74.58
75.50,75.30,76.39,74.33
75.38,76.11,76.83,74.65
76.59,77.46,78.00,76.48
77.26,76.44,77.80,76.08
76.79,76.91,77.05,76.22
76.23,75.71,76.61,75.01
75.12,74.04,75.26,74.00
73.87,73.37,74.14,73.15
74.08,74.43,74.76,73.45
74.01,74.31,74.53,73.21
74.60,71.48,74.60,71.18
71.47,71.53,72.36,70.73
71.75,71.37,72.19,70.84
72.35,72.83,73.17,71.81
72.48,73.24,73.25,71.99
73.33,73.22,74.00,72.63
73.64,73.91,74.36,73.23
73.50,74.34,75.27,73.50
73.71,74.19,74.46,72.80
73.59,74.68,74.90,73.32
74.82,74.38,75.33,74.11
74.24,75.38,75.51,74.22
75.88,75.95,76.06,75.19
75.94,75.69,76.36,75.48
75.75,75.09,75.97,74.86
75.12,75.73,75.85,75.06
76.11,76.24,76.39,75.27
76.35,75.99,76.59,75.52
76.21,76.23,76.46,75.96
76.32,75.87,76.44,75.53
75.80,75.56,76.25,75.39
75.49,76.07,76.24,75.46
76.13,76.42,76.43,75.67
76.64,77.22,77.25,76.38
76.88,76.77,77.30,76.67
76.61,77.66,77.68,76.60
76.39,76.61,77.24,76.29
76.63,76.99,77.28,75.96
77.05,76.15,77.05,75.65
76.28,76.44,76.64,75.45
75.79,75.63,76.44,75.03
75.50,76.65,76.73,75.25
78.20,78.43,78.59,77.33
78.32,78.16,79.14,77.96
78.22,78.48,78.79,78.01
78.15,78.98,79.08,78.03
79.09,78.62,79.23,78.34
78.80,78.95,79.30,78.80
79.12,79.06,79.46,78.57
79.04,79.12,79.27,78.81
79.03,78.82,79.15,78.56
77.68,79.34,79.48,77.68
78.79,79.33,79.39,78.66
79.47,79.32,79.70,79.24
79.44,80.23,80.28,79.18
80.06,80.64,81.37,78.78
80.43,80.34,80.73,80.24
80.21,80.75,80.84,79.94
80.83,81.44,81.46,80.31
81.79,81.52,81.79,80.55
81.37,81.82,81.85,81.12
82.03,80.32,82.03,79.99
80.00,80.38,81.18,78.89
80.90,80.74,81.32,80.23
80.43,80.76,80.93,80.24
80.97,81.13,81.54,80.16
80.69,81.06,81.38,80.58
81.19,81.02,81.36,80.49
81.22,81.89,81.93,80.94
81.87,81.79,82.28,81.36
81.79,82.79,82.94,81.73
82.80,82.76,82.96,82.45
82.52,82.15,82.69,81.94
82.09,82.70,82.70,81.70
83.21,83.49,83.50,82.99
83.27,82.16,83.76,82.10
82.24,81.09,82.81,80.98
81.62,81.64,82.02,81.32
81.81,80.13,82.04,80.12
80.55,80.67,81.11,79.90
80.67,81.31,81.55,80.32
81.47,81.62,82.07,81.07
81.34,82.67,82.67,81.08
82.50,82.77,83.00,82.23
83.04,82.93,83.31,82.51
83.00,83.87,83.99,82.48
83.74,84.00,84.28,83.42
84.13,84.45,84.81,83.58
84.43,85.25,85.50,84.31
85.36,85.43,85.58,84.67
85.38,85.76,86.06,84.96
85.67,86.18,87.50,85.67
86.22,85.74,86.33,85.55
85.31,85.60,85.89,84.99
85.70,84.95,85.90,84.87
85.32,85.99,86.04,84.71
85.60,85.46,86.27,85.21
85.86,86.07,86.07,85.46
86.15,86.16,86.90,86.03
86.16,86.29,86.87,86.10
85.17,86.17,86.27,85.17
86.14,86.11,86.37,85.50
86.05,86.35,86.66,85.73
86.38,87.06,87.22,86.38
87.54,86.54,87.76,86.21
86.60,88.15,88.37,86.40
87.16,88.44,88.50,86.59
88.45,88.73,88.96,87.62
88.94,88.19,88.94,87.83
88.40,88.35,88.81,88.06
88.54,88.49,89.16,88.20
88.24,88.31,88.98,87.96
88.10,85.94,88.48,85.89
86.56,87.70,87.95,86.11
87.15,86.58,87.15,85.78
86.53,85.99,86.59,85.80
86.05,87.70,89.18,86.02
87.88,86.84,87.88,86.28
87.37,88.10,88.32,87.06
88.25,88.72,88.74,87.24
89.62,88.65,89.62,87.62
88.50,88.38,89.18,88.08
88.49,88.70,88.98,88.32
88.77,90.70,90.70,88.47
90.02,88.61,90.50,88.52
88.93,88.92,89.65,88.71
89.10,89.77,89.94,89.10
89.79,90.96,91.12,89.79
90.84,90.83,91.25,90.27
90.58,90.92,91.31,90.33
91.16,90.03,91.40,89.71
90.20,90.33,90.42,89.43
90.19,90.81,91.08,89.87
91.08,90.88,91.45,90.60
90.73,91.34,91.47,90.20
91.11,91.12,91.72,90.71
91.55,92.13,92.14,91.25
92.10,93.24,93.38,92.10
93.22,94.21,95.39,93.18
94.23,92.07,94.99,91.47
90.88,91.18,91.58,89.14
90.75,90.97,91.29,89.87
91.92,90.43,92.25,89.57
89.33,89.62,89.73,87.74
89.53,88.22,90.20,88.10
87.92,86.98,88.54,86.98
87.19,86.72,87.75,86.01
86.74,86.13,87.25,85.92
86.31,85.55,86.55,84.96
85.46,87.10,87.15,85.18
87.79,86.91,88.01,85.57
87.28,87.88,87.88,86.18
87.08,86.67,87.62,85.54
87.01,87.01,87.17,86.26
87.59,89.67,89.96,87.08
89.62,91.36,91.99,89.40
91.71,91.57,92.77,90.91
91.52,91.72,92.19,91.21
91.61,89.06,91.81,88.69
