RWR,SPDR DJ Wilshire REIT ETF,NASDAQ
58.79,59.15,59.24,58.25
58.50,58.80,59.16,58.47
59.50,59.20,59.52,58.73
59.38,60.17,60.18,59.26
59.83,60.07,60.28,59.59
60.11,60.27,60.40,59.45
60.83,60.44,60.95,60.38
60.49,59.52,60.61,59.17
59.78,58.93,59.94,58.86
59.09,59.45,59.75,59.03
59.48,59.51,59.89,59.40
59.61,58.83,60.08,58.64
58.67,58.28,59.23,58.21
58.35,58.38,58.66,58.02
57.91,58.32,58.36,57.84
58.38,59.06,59.18,58.38
59.25,59.66,59.74,59.10
59.59,60.11,60.49,59.59
60.05,59.84,60.31,59.84
59.68,60.56,60.59,59.61
60.67,60.75,60.88,60.27
60.98,61.02,61.06,60.61
61.00,61.14,61.34,60.88
61.07,61.02,61.42,60.93
61.40,62.12,62.17,61.39
62.19,60.91,62.31,60.62
60.59,61.25,61.28,60.59
61.25,60.60,61.27,60.56
60.78,60.55,61.08,60.05
60.41,60.59,60.74,60.00
60.69,60.44,61.01,60.05
60.88,60.82,61.00,60.50
60.75,60.93,61.15,60.61
60.85,61.32,61.37,60.79
61.30,61.89,61.89,61.08
61.85,61.05,61.88,60.83
60.97,61.05,61.59,60.84
61.30,61.28,61.43,61.05
61.11,61.53,61.81,61.09
61.40,62.25,62.25,61.15
62.34,62.37,62.59,61.96
62.84,63.34,63.44,62.69
63.39,62.21,63.55,62.09
62.60,63.07,63.30,62.44
63.46,63.32,63.52,62.64
63.12,63.21,63.64,63.12
63.07,63.43,63.53,62.90
63.64,62.82,63.64,62.65
62.96,63.56,63.64,62.89
63.64,63.79,63.92,63.54
63.63,63.82,64.25,63.51
63.60,64.07,64.26,63.60
64.00,64.54,64.61,63.79
64.73,64.52,64.75,64.12
64.25,64.26,64.58,64.00
64.54,64.52,65.00,64.23
64.48,64.58,64.78,64.41
64.66,64.82,64.96,64.52
64.35,64.20,64.96,64.11
64.24,63.66,64.47,63.28
63.58,63.22,63.80,62.67
63.47,64.48,64.49,63.47
64.87,66.07,66.07,64.85
66.07,64.12,66.10,64.11
64.04,63.41,64.21,63.31
64.09,64.44,64.44,63.95
64.37,63.74,64.51,63.45
63.71,63.23,64.18,62.93
63.34,64.17,64.50,63.33
64.07,64.13,64.49,63.66
63.69,63.15,63.69,63.09
62.90,63.79,63.91,62.90
63.36,63.17,63.54,62.92
61.88,62.86,63.27,61.64
62.71,61.86,62.89,61.47
62.63,62.43,62.79,61.92
62.42,62.59,62.91,62.34
63.23,63.32,63.58,63.01
63.36,62.85,63.44,62.68
62.65,62.13,62.77,61.79
62.38,62.45,62.61,61.77
62.60,62.95,63.20,62.44
63.17,62.82,63.22,62.70
62.79,63.11,63.24,62.22
63.49,64.02,64.07,63.19
63.98,64.60,64.63,63.90
64.86,64.64,65.08,64.36
64.79,64.61,64.90,64.46
64.44,64.68,64.93,64.44
64.85,64.65,64.86,64.50
64.64,63.92,64.64,63.64
64.20,63.45,64.40,63.32
63.59,63.53,64.03,63.34
63.32,63.43,63.70,63.20
63.64,63.36,63.76,63.26
63.17,64.32,64.41,63.17
64.34,65.16,65.17,64.33
64.50,64.48,64.74,64.13
64.53,65.11,65.16,64.53
65.71,65.88,65.91,65.18
66.09,66.29,66.34,65.56
66.29,66.76,66.99,66.09
67.01,67.36,67.57,66.63
67.42,67.74,67.89,67.25
67.79,68.74,68.98,67.79
68.88,68.45,68.88,67.57
68.77,68.51,69.01,67.93
68.33,67.91,68.80,67.16
67.79,67.55,68.04,67.24
67.19,67.51,68.03,66.95
68.00,66.92,68.19,66.74
66.99,67.28,67.45,66.68
67.55,68.38,68.46,67.52
68.30,67.62,68.30,67.42
67.44,67.69,67.81,66.87
67.87,66.98,67.87,66.88
66.85,67.16,67.61,66.69
67.00,67.07,67.29,66.67
67.21,67.76,67.83,66.83
67.95,68.04,68.31,67.55
67.87,67.19,67.99,67.14
66.39,66.47,66.82,66.22
66.65,66.75,66.95,66.49
66.62,67.07,67.38,66.14
66.90,67.95,68.15,66.77
68.14,68.31,68.40,67.87
68.80,69.44,69.46,68.61
69.18,67.47,69.27,67.38
67.65,66.97,68.07,66.91
66.28,67.28,67.57,66.17
67.02,66.26,67.35,66.24
66.74,67.04,67.56,66.49
66.87,66.84,67.46,66.68
67.01,66.07,67.01,65.82
65.84,64.41,65.91,64.33
64.50,64.77,65.14,64.29
65.30,65.63,65.80,65.18
65.18,64.55,65.42,64.10
64.65,65.04,65.35,64.12
65.06,65.19,65.34,64.56
64.93,65.97,66.11,64.93
66.29,66.43,66.54,65.95
66.21,66.27,66.90,66.21
65.35,64.86,65.36,64.32
65.10,64.86,65.42,64.53
64.85,65.13,65.42,64.85
65.40,65.75,65.77,64.97
66.01,66.48,66.60,65.77
66.63,66.60,66.92,66.34
66.58,67.86,67.98,66.58
67.99,68.43,68.51,67.47
68.07,68.76,68.89,68.01
69.25,69.71,69.82,69.22
68.80,69.56,69.58,68.69
68.63,68.26,68.90,68.20
68.19,68.59,69.54,68.01
68.81,67.95,68.86,67.86
68.08,67.27,68.22,66.98
67.51,68.04,68.05,67.11
67.83,67.50,67.92,66.95
67.80,68.61,68.68,67.72
68.82,69.27,69.30,68.51
69.56,69.74,70.15,69.54
69.86,70.14,70.26,69.59
69.34,69.44,69.88,69.13
69.45,69.58,69.86,69.03
69.25,67.65,69.25,67.58
67.63,67.70,68.35,66.99
67.13,67.74,67.89,66.50
68.47,66.73,68.47,66.25
66.27,64.59,66.67,64.55
64.51,64.08,64.61,62.48
63.39,60.76,63.54,60.67
61.51,59.36,61.55,58.51
57.63,54.26,58.14,54.14
54.97,59.38,59.41,54.44
58.19,57.86,60.79,57.42
58.25,61.02,62.07,58.00
61.73,60.96,62.23,60.58
61.38,63.25,63.25,61.33
62.50,62.99,63.39,61.90
63.35,63.13,63.99,62.62
61.20,60.20,61.60,59.65
59.35,59.09,60.79,58.97
60.42,59.17,60.57,58.41
59.38,60.72,60.72,58.91
60.62,61.53,61.59,59.98
61.98,60.26,62.49,59.72
59.83,61.05,61.26,58.56
61.74,63.09,63.18,61.74
62.97,63.34,63.74,61.99
63.92,64.08,64.31,63.14
64.01,63.14,64.37,62.83
61.76,61.51,62.76,61.48
59.53,61.42,61.63,59.52
62.33,63.66,63.76,61.46
63.19,63.15,64.02,62.91
62.52,61.15,62.84,60.65
60.14,61.33,61.40,60.02
61.41,61.53,61.78,60.82
61.73,62.00,62.27,60.73
62.37,62.95,62.96,62.06
62.81,62.97,62.99,61.61
61.58,61.62,62.18,61.47
61.71,61.52,62.38,61.35
61.54,58.27,61.54,58.23
56.81,56.74,57.75,55.95
56.63,57.29,57.45,56.22
57.62,58.08,58.12,56.79
59.21,58.70,59.70,58.32
58.83,57.06,59.11,57.00
58.27,58.10,58.35,57.19
57.23,56.50,58.04,56.45
55.90,53.81,56.94,53.77
53.14,55.98,56.12,52.32
55.98,55.52,56.05,53.14
55.25,56.89,57.01,54.77
57.18,55.31,57.51,55.29
56.47,58.15,58.18,56.35
57.66,56.93,57.97,56.75
57.42,58.04,58.86,57.01
57.82,57.51,58.06,56.44
58.14,59.01,59.16,58.14
58.77,57.63,58.77,57.38
57.56,59.69,59.94,57.53
59.58,58.90,60.02,58.74
59.05,59.29,59.38,57.91
60.00,61.28,61.30,59.97
61.56,62.90,62.94,61.19
62.41,61.72,62.43,61.55
62.47,62.34,62.61,61.32
64.09,65.31,65.74,63.59
64.59,65.39,65.44,64.46
64.44,64.71,65.52,64.11
63.06,62.43,63.98,62.28
63.49,63.82,64.31,62.67
64.56,64.68,64.79,62.89
64.10,64.04,64.23,63.04
64.10,64.20,64.86,63.30
64.38,64.98,65.07,63.07
63.42,61.95,63.79,61.83
62.65,62.02,62.83,61.57
62.69,63.68,63.83,62.47
63.05,62.33,63.29,62.09
62.28,62.93,63.36,61.89
62.24,62.27,63.23,62.13
62.18,61.02,62.23,60.74
61.33,61.54,61.60,60.81
60.50,59.90,60.60,59.56
59.84,59.57,60.16,59.23
58.98,57.79,59.18,57.79
57.59,58.19,59.16,57.59
59.83,59.39,60.17,58.89
59.65,59.23,59.67,58.92
60.91,62.15,62.15,60.79
61.84,61.43,61.97,60.97
61.87,61.55,62.60,61.49
62.42,62.08,62.71,61.61
62.11,61.97,62.31,61.51
61.60,62.71,62.83,61.31
62.57,61.25,62.57,61.09
61.65,62.58,62.89,61.47
62.00,61.35,62.00,60.89
61.59,60.76,62.22,60.35
60.54,61.08,61.72,60.34
61.58,61.99,62.32,61.46
62.23,62.15,62.63,61.70
62.15,61.56,62.52,61.45
62.56,63.49,63.56,62.29
63.42,63.45,63.68,62.92
63.54,64.39,64.73,63.43
64.82,64.71,64.82,64.21
64.60,65.02,65.39,64.30
64.91,64.20,65.04,64.12
64.37,64.68,64.86,64.19
64.68,64.40,65.21,64.40
65.72,64.97,66.29,64.40
64.91,63.84,64.91,63.68
63.70,64.54,64.58,63.35
64.72,64.22,64.79,63.95
64.25,63.98,64.38,63.82
64.76,64.81,65.12,64.70
64.68,65.19,65.29,64.43
65.29,64.70,65.31,64.30
64.50,64.89,64.89,64.02
65.44,65.40,65.85,65.14
65.26,65.83,66.07,65.26
66.09,66.16,66.34,65.76
66.10,66.58,66.59,65.75
66.75,66.86,67.07,66.41
66.50,67.31,67.36,66.35
67.25,68.20,68.29,67.06
68.46,68.64,69.00,68.46
68.28,68.80,68.91,68.16
68.25,68.10,68.37,67.83
68.59,68.49,68.67,68.09
69.14,69.17,69.27,68.84
69.28,69.37,69.37,68.96
70.25,70.39,70.50,69.69
70.15,70.04,70.29,69.70
69.95,69.97,70.17,69.77
70.03,70.06,70.32,69.54
70.19,69.47,70.21,69.12
68.85,68.85,69.30,68.66
69.42,69.68,69.74,69.20
69.59,68.74,69.59,68.43
68.92,68.51,69.07,68.24
68.41,69.26,69.38,68.41
69.31,69.25,69.41,68.82
69.43,68.13,69.43,67.92
68.07,67.56,68.39,67.53
67.53,68.44,68.46,67.53
68.52,68.52,68.73,68.05
68.00,68.53,68.60,67.58
68.56,67.99,68.64,67.79
68.01,67.76,68.48,67.62
67.84,68.18,68.27,67.77
68.01,68.13,68.44,67.88
68.00,68.76,68.78,67.76
67.92,67.82,68.50,67.75
67.66,68.20,68.24,67.42
68.40,67.87,68.47,67.66
67.88,68.19,68.41,67.78
68.13,68.60,68.87,68.13
69.04,70.04,70.19,69.01
70.05,69.91,70.37,69.49
70.04,69.82,70.06,69.57
69.61,69.79,69.83,69.28
69.83,70.32,70.64,69.51
69.86,70.20,70.44,69.81
70.34,70.04,70.41,70.04
69.62,69.11,69.62,68.68
69.18,69.54,69.82,68.86
70.15,70.25,70.44,69.86
70.39,70.34,70.75,70.21
70.36,70.14,70.36,69.50
69.79,70.23,70.29,69.39
70.40,70.83,71.00,70.40
70.91,71.33,71.37,70.68
71.20,71.04,71.38,70.76
70.38,70.23,70.58,70.00
70.14,69.99,70.32,69.74
69.06,69.29,69.60,68.83
69.11,67.81,69.48,67.71
68.40,68.65,68.66,68.08
68.68,69.61,69.62,68.51
69.56,69.28,69.72,69.06
69.69,70.35,70.72,69.62
70.77,70.92,71.18,70.16
70.71,70.43,70.86,70.43
70.38,70.39,70.84,70.09
70.88,71.28,71.57,70.70
70.55,70.54,70.81,70.06
70.68,71.61,71.61,70.68
72.24,72.46,72.46,71.95
72.29,72.65,72.77,72.01
73.02,73.06,73.23,72.46
73.02,72.98,73.06,72.43
72.96,73.82,74.30,72.93
73.50,73.72,73.83,72.98
73.90,73.41,74.00,73.33
73.19,72.77,73.19,72.54
72.66,73.23,73.45,72.50
72.91,73.15,73.22,72.48
72.50,72.90,73.43,72.32
73.49,72.89,73.49,72.47
72.67,73.15,73.34,72.36
72.47,72.17,72.89,72.13
72.19,71.78,72.24,71.58
72.10,70.91,72.13,70.84
70.98,68.87,71.00,68.87
69.31,67.98,69.39,67.83
68.02,69.51,69.66,68.01
69.68,69.72,70.09,69.37
69.18,69.83,69.94,68.59
70.10,70.13,70.45,69.30
70.22,69.82,70.40,69.58
70.24,70.90,70.90,70.08
70.39,69.18,70.45,69.15
69.14,69.63,70.19,68.51
68.31,67.86,68.81,67.76
67.88,67.38,68.03,66.93
67.07,68.79,68.91,67.07
69.14,70.24,70.25,69.01
70.93,69.84,71.05,69.73
69.80,70.82,70.82,69.69
71.52,69.25,71.52,69.15
69.58,69.86,69.91,68.92
69.69,69.52,70.38,69.20
69.66,70.55,70.75,69.52
70.12,70.37,70.50,69.80
70.19,70.98,71.36,70.00
71.23,71.29,71.72,70.75
71.34,71.22,71.57,70.83
71.46,70.07,71.46,69.97
70.33,70.06,70.53,69.60
69.27,69.69,69.91,69.20
69.87,69.97,70.30,69.50
70.06,70.22,70.55,69.87
69.96,70.94,70.95,69.55
72.41,72.89,72.90,71.95
74.09,73.59,74.09,72.68
73.60,73.99,74.19,73.49
73.90,73.64,74.16,73.41
73.24,73.74,73.89,72.99
73.79,73.89,73.92,73.43
74.11,73.05,74.15,72.64
73.02,73.10,73.26,72.64
72.50,73.35,73.68,72.38
73.57,74.21,74.32,73.46
74.17,74.45,74.59,74.03
74.86,75.13,75.31,74.11
75.03,74.64,75.08,74.38
74.91,73.81,74.91,73.33
73.53,73.39,73.66,73.08
72.64,72.91,73.08,72.43
73.08,72.72,73.29,72.20
72.98,72.70,73.12,72.27
73.77,73.30,73.83,72.89
73.74,74.05,74.53,73.64
74.10,74.28,74.59,73.97
74.25,74.26,74.45,73.98
74.66,74.02,75.05,74.00
73.67,74.08,74.15,73.39
74.83,74.68,75.02,74.58
74.99,74.60,75.13,74.57
74.78,73.72,74.87,73.67
73.50,73.09,74.50,72.90
73.14,72.89,73.42,72.78
72.83,72.94,73.01,72.68
72.94,72.89,73.14,72.59
73.15,72.71,73.17,72.64
72.64,73.08,73.25,72.64
73.26,73.61,73.64,72.79
73.76,73.69,73.76,73.39
73.70,73.42,73.72,73.06
73.70,73.52,73.79,73.44
73.50,73.50,73.56,72.73
73.43,73.27,73.57,73.10
73.16,73.55,73.75,72.99
73.86,73.80,73.92,73.41
73.75,74.00,74.08,73.36
74.03,73.99,74.18,73.85
73.60,73.87,73.94,73.56
74.19,74.05,74.19,73.51
74.07,74.61,74.64,73.54
74.72,74.42,74.72,74.08
74.82,75.10,75.12,74.78
75.29,75.11,75.38,75.04
75.08,74.50,75.08,74.45
74.58,74.75,74.79,74.40
74.89,74.94,75.02,74.61
74.99,75.89,76.00,74.89
76.13,76.37,76.81,76.13
76.30,76.08,76.74,75.99
75.94,75.30,75.94,75.08
75.55,74.95,75.55,74.95
74.56,73.74,74.65,73.51
73.48,73.14,73.54,73.09
72.65,72.88,73.42,72.65
73.11,71.78,73.15,71.74
71.75,71.75,72.19,71.51
72.07,72.10,72.61,71.84
71.97,71.96,72.29,71.57
72.15,71.41,72.20,70.70
71.56,71.93,71.95,71.32
72.00,72.12,72.75,71.97
72.49,72.01,72.64,71.76
72.20,72.13,72.54,71.92
71.78,71.98,72.01,71.71
72.00,71.76,72.35,71.73
71.84,72.02,72.17,71.60
72.43,72.03,72.56,72.03
72.10,71.73,72.33,71.64
71.73,72.19,72.23,71.39
72.46,72.60,72.75,72.45
72.27,72.41,72.53,71.97
72.32,73.19,73.19,72.32
73.13,72.59,73.46,72.50
72.60,72.19,72.69,71.79
71.54,71.52,71.75,70.94
71.67,71.41,71.89,71.18
71.74,71.15,72.12,70.43
71.09,70.59,71.09,70.18
70.57,71.32,71.32,70.20
71.42,71.52,71.77,71.09
72.09,72.19,72.62,71.95
72.15,71.66,72.15,71.15
71.89,71.92,72.08,71.43
71.58,71.63,71.94,71.30
71.66,70.80,71.66,70.80
70.69,70.57,71.09,70.31
70.74,70.43,70.74,70.20
70.10,70.41,70.77,70.00
70.66,69.09,70.66,68.86
69.03,68.61,69.47,68.31
68.67,69.10,69.18,68.34
69.49,69.96,70.12,69.49
69.99,70.39,70.40,69.60
70.50,70.25,70.60,69.93
70.45,70.85,70.87,70.36
70.71,71.02,71.47,70.44
70.41,70.55,71.21,69.94
70.47,70.45,70.55,69.81
70.92,70.85,70.92,69.37
70.89,70.98,71.34,70.76
71.20,71.30,71.68,71.06
71.17,71.36,71.77,71.15
71.60,71.17,71.60,70.88
71.13,71.84,71.85,71.13
72.07,72.11,72.12,71.80
72.12,72.08,72.42,71.97
72.01,72.21,72.48,72.01
72.38,72.08,72.38,71.76
71.74,71.54,72.17,71.30
71.50,71.52,71.64,71.35
71.81,71.94,71.95,71.50
72.00,72.62,72.65,71.97
72.98,72.53,72.98,72.48
72.55,73.51,73.53,72.51
72.10,72.69,72.96,72.07
72.50,72.82,73.02,71.60
73.12,72.45,73.12,72.24
72.48,72.70,72.82,71.86
72.43,72.18,72.87,72.16
72.34,72.97,72.98,71.95
74.40,73.79,74.43,73.39
73.80,73.84,74.17,73.68
74.07,74.18,74.20,73.75
74.09,74.34,74.37,73.95
74.26,74.16,74.46,73.94
74.43,74.41,74.47,74.16
74.51,74.42,74.83,74.12
74.51,74.36,74.57,74.07
74.46,74.53,74.54,74.33
74.45,74.87,74.98,74.31
74.79,74.80,74.84,74.56
74.92,75.00,75.14,74.92
75.08,75.32,75.35,74.89
75.37,75.74,75.74,75.30
75.74,75.74,75.83,75.51
75.84,75.89,76.04,75.61
76.05,76.39,76.39,75.95
76.62,76.53,76.66,76.14
76.52,76.64,76.66,76.38
76.59,75.94,76.59,75.85
75.98,75.47,75.98,75.28
75.82,75.90,76.12,75.55
76.10,75.75,76.10,75.50
76.00,75.55,76.05,75.47
75.38,75.73,75.81,75.20
75.76,75.47,75.92,75.27
75.51,76.16,76.19,75.51
76.06,76.29,76.36,76.06
76.38,76.79,76.81,76.25
77.01,76.74,77.01,76.52
76.62,76.38,76.70,76.33
76.50,76.44,76.50,76.09
76.61,76.96,76.99,76.52
76.97,76.52,77.30,76.52
76.31,75.90,76.56,75.74
76.10,76.62,76.62,76.08
76.90,75.21,77.25,75.18
75.46,75.64,75.91,75.04
75.70,76.10,76.50,75.50
76.17,76.08,76.44,76.00
75.89,76.35,76.40,75.46
76.32,76.88,77.07,76.30
77.24,77.49,77.62,76.85
77.82,77.34,77.83,76.98
77.17,76.89,77.53,76.76
77.03,76.92,77.19,76.45
77.02,77.05,77.07,76.64
77.07,76.81,77.10,76.64
76.78,76.82,77.09,76.59
77.03,77.34,77.41,76.81
76.92,76.97,77.04,76.48
76.47,76.66,76.87,76.40
76.74,76.20,76.74,75.74
76.59,76.43,76.61,76.21
76.24,76.17,76.74,76.15
76.53,76.59,76.71,76.30
76.79,76.67,77.08,76.50
76.80,77.31,77.32,76.80
77.09,77.34,77.37,76.88
77.59,77.63,77.68,77.18
77.55,77.85,77.85,77.17
77.88,78.20,78.42,77.88
78.19,77.96,78.61,77.76
78.08,79.24,79.28,78.08
78.47,79.54,79.55,78.36
79.63,80.33,80.37,78.81
80.52,80.32,80.63,79.87
80.40,80.78,80.92,80.40
80.98,81.35,81.68,80.88
81.02,81.49,81.53,81.00
81.43,79.91,81.58,79.91
80.44,81.28,81.30,79.74
80.88,80.32,80.95,79.80
80.38,80.24,80.54,79.82
80.31,81.44,81.47,80.26
81.39,81.23,81.58,80.84
81.57,81.65,81.83,81.08
81.83,81.93,81.98,81.51
81.81,81.56,81.97,81.09
81.69,81.32,81.82,81.20
81.74,81.97,82.04,81.34
82.08,82.89,82.93,81.94
82.98,82.34,83.03,82.14
82.40,82.88,83.11,82.40
83.68,83.05,83.68,82.90
83.24,83.47,83.50,83.14
83.71,83.89,83.94,83.25
83.69,83.87,84.04,83.43
83.83,83.33,83.83,83.20
83.51,83.65,83.67,83.24
83.70,84.03,84.10,83.58
84.06,84.37,84.56,84.06
84.25,85.07,85.13,83.96
84.97,84.67,85.32,84.44
85.03,85.13,85.17,84.62
85.02,85.34,85.39,84.99
85.59,85.91,86.07,85.52
86.10,83.80,86.63,83.31
83.11,82.35,83.14,81.86
82.15,82.15,82.29,81.25
83.64,81.47,83.64,80.97
80.86,79.78,80.86,78.87
79.73,79.01,80.32,78.95
78.85,77.95,79.49,77.92
78.11,78.51,78.76,77.33
78.47,77.43,78.78,77.43
77.43,76.76,77.66,76.47
76.66,77.98,77.99,76.07
78.01,77.97,78.48,76.86
78.02,77.25,78.16,77.12
76.79,76.05,76.99,76.04
76.48,75.06,76.50,74.80
74.91,77.07,77.27,74.67
77.12,77.36,78.23,76.86
77.63,77.59,78.27,77.08
77.68,77.88,78.38,77.25
78.04,75.41,78.05,75.20
