PNC,PNC Financial Services Group,NASDAQ
67.45,68.57,68.62,67.05
67.68,66.46,67.77,65.97
65.78,67.59,68.88,65.42
67.16,64.41,68.01,60.86
64.50,64.14,65.66,63.31
67.45,67.84,68.45,66.39
66.74,68.61,69.68,66.53
68.97,68.52,69.19,68.07
68.16,66.99,68.79,66.98
66.39,65.61,66.72,64.70
65.72,65.85,66.49,64.25
66.44,63.68,66.44,63.17
63.10,62.78,64.15,61.28
61.26,60.55,62.14,60.38
59.52,62.76,62.87,59.28
62.24,60.56,62.50,60.42
59.01,61.80,61.90,58.77
61.99,61.63,62.74,61.02
62.52,64.47,64.56,62.13
64.23,62.75,64.29,62.32
62.21,61.16,63.75,61.12
61.85,63.69,63.70,61.46
63.97,62.04,63.99,61.75
60.85,58.68,61.31,58.50
59.08,58.31,60.22,58.23
58.45,59.24,59.35,57.59
59.33,58.01,59.45,57.75
58.84,60.58,60.73,58.84
59.67,61.25,61.33,59.63
61.67,60.20,61.69,60.12
60.84,61.96,62.01,60.20
61.51,62.35,62.83,61.46
62.38,62.19,62.49,61.31
62.45,62.78,62.95,61.93
63.69,61.87,63.81,61.53
62.01,60.63,62.11,60.52
60.63,60.71,61.43,60.28
60.11,59.07,60.41,58.89
59.88,61.03,61.22,59.49
61.23,59.83,61.30,59.74
58.97,57.58,59.59,57.26
57.40,56.50,58.22,56.30
56.50,56.32,57.39,54.53
56.70,55.67,56.96,55.28
56.69,56.74,57.37,55.99
57.31,61.15,61.23,57.03
61.35,61.14,61.60,60.06
61.04,61.89,62.05,60.76
61.64,61.49,61.92,60.64
62.38,62.74,62.99,61.99
62.22,61.29,62.22,60.30
61.36,60.88,61.53,59.24
59.97,58.23,60.42,57.89
58.43,57.97,58.55,56.71
57.16,58.94,59.03,56.71
60.00,58.54,60.08,58.06
59.84,59.78,61.10,59.50
59.46,61.02,61.50,59.02
61.17,61.85,62.27,60.50
62.00,61.30,62.74,61.27
60.91,59.63,61.45,58.93
60.72,59.60,60.94,58.91
58.98,59.39,59.84,58.67
60.21,60.96,61.00,59.47
60.69,60.35,60.82,59.95
60.45,60.33,60.50,59.77
59.85,60.17,60.36,59.50
59.19,58.83,59.48,57.68
59.18,58.02,59.21,57.64
57.28,58.71,59.20,57.28
57.61,56.75,58.15,56.64
55.74,56.09,56.93,55.74
56.15,55.09,56.45,55.02
54.81,55.64,55.78,54.71
56.24,55.42,56.36,55.28
55.54,56.26,56.36,55.02
55.93,54.29,56.33,54.26
54.27,52.73,54.35,52.48
53.30,52.15,53.50,52.13
51.48,50.56,51.73,50.49
50.24,50.54,50.74,49.43
50.65,50.53,51.88,50.49
50.82,51.97,52.06,50.20
51.56,50.36,51.67,50.31
50.39,50.99,51.48,50.10
51.88,53.19,53.44,51.41
53.09,54.11,54.16,53.00
54.68,54.93,55.17,54.16
54.43,52.98,54.43,52.85
52.93,53.94,54.30,52.68
54.77,54.70,55.27,54.00
54.73,54.76,55.34,54.40
55.74,56.34,57.38,55.74
56.06,55.28,56.15,54.82
54.86,54.83,54.97,53.66
54.76,54.47,54.92,53.84
54.76,54.35,55.11,53.79
54.56,53.98,54.62,53.83
54.29,52.55,54.63,52.54
52.33,51.27,52.58,50.79
50.85,51.43,52.50,50.75
52.24,53.08,53.12,51.50
52.94,51.47,52.95,51.41
51.49,52.50,52.69,51.37
52.13,51.80,52.34,51.56
52.29,51.91,52.76,51.71
52.56,52.84,53.00,51.94
52.66,52.10,53.27,51.84
52.51,53.48,53.95,52.30
53.27,53.78,53.97,52.94
54.13,53.10,54.35,52.69
53.19,53.08,53.44,52.76
53.03,52.84,53.31,52.59
52.71,53.05,53.25,52.10
53.37,52.92,53.88,52.79
52.73,51.75,52.73,50.97
52.03,51.32,52.24,50.69
51.08,53.01,53.08,51.01
52.42,53.04,53.82,52.42
52.96,52.74,53.45,52.00
52.59,53.56,54.36,52.40
53.79,54.72,54.73,53.65
55.00,54.00,55.00,53.85
53.76,54.00,54.33,53.60
53.67,53.75,54.61,53.46
54.08,53.64,54.30,53.26
53.51,53.90,54.18,53.36
54.08,53.17,54.60,52.52
53.47,52.90,53.49,52.65
52.90,54.06,54.08,52.55
54.54,55.93,56.00,54.31
56.47,58.41,59.00,56.12
57.84,57.65,58.26,56.73
57.91,56.25,58.05,56.08
56.30,57.32,57.35,55.91
56.87,57.81,58.08,56.76
57.33,56.64,58.02,56.47
56.95,56.96,57.33,56.64
56.65,55.61,56.69,55.00
55.74,55.40,56.15,55.27
56.18,56.23,56.95,55.86
56.01,56.29,56.38,55.59
55.73,55.58,56.07,55.21
54.71,54.65,55.22,54.50
55.00,54.66,55.12,54.29
54.03,54.12,54.94,54.03
53.84,54.32,54.67,53.66
53.85,53.85,54.37,53.72
54.62,55.17,55.23,54.25
55.12,56.57,56.74,55.04
56.29,57.26,57.38,55.86
56.98,57.31,57.48,56.80
58.08,57.86,58.23,57.55
57.92,60.18,60.18,57.76
60.55,61.57,61.79,60.43
61.51,60.67,61.78,60.32
61.24,60.00,61.35,59.77
60.02,60.41,60.98,60.02
60.41,58.56,60.43,58.48
58.80,58.42,59.39,57.88
58.51,58.50,58.89,58.31
58.73,58.63,59.20,58.62
58.91,60.11,60.23,58.74
60.07,60.62,61.32,60.07
60.44,60.11,60.67,59.77
59.99,60.40,60.42,59.73
60.41,60.79,60.92,59.90
60.88,61.19,61.26,60.60
60.99,60.88,61.10,60.51
60.77,60.72,61.02,60.59
61.29,61.46,61.92,61.29
61.67,60.63,61.89,60.13
60.65,61.80,61.85,60.48
61.71,62.28,63.18,61.45
62.53,61.94,62.70,61.11
61.37,61.62,62.05,61.16
61.89,61.72,62.13,61.23
62.23,62.20,62.82,62.11
62.29,61.13,62.30,61.04
61.13,64.22,64.34,61.08
63.32,63.24,64.07,62.85
62.68,61.81,63.35,61.48
60.71,61.00,61.42,59.91
61.99,60.83,62.07,60.20
60.52,60.48,60.98,60.25
60.21,60.88,60.96,59.84
61.00,61.17,61.50,60.43
61.24,61.67,61.82,60.55
61.65,60.11,61.99,60.07
60.36,60.00,60.74,59.76
60.32,62.29,62.69,60.13
62.05,62.33,62.72,61.89
62.07,62.11,62.75,61.82
62.07,62.00,62.13,61.51
62.17,62.75,63.25,61.92
62.86,64.31,64.32,62.55
63.92,64.21,64.67,63.64
64.28,63.85,64.44,63.42
63.72,64.49,64.89,63.13
64.03,64.94,64.96,64.03
64.56,64.61,65.19,64.44
64.73,64.89,65.06,64.55
64.54,64.03,64.74,63.95
64.25,63.99,64.46,63.92
63.05,61.86,63.33,61.68
61.79,61.56,62.03,60.22
61.36,61.17,61.69,60.59
61.63,61.88,62.18,61.42
62.08,61.70,62.13,61.35
61.84,60.35,61.84,60.34
60.11,59.99,60.53,59.67
60.69,60.95,61.26,60.56
60.99,60.95,61.40,60.22
61.43,60.70,61.68,60.47
61.09,63.37,63.56,61.04
63.00,63.10,63.33,62.37
62.29,62.21,62.78,61.68
62.07,62.91,63.17,61.92
62.53,62.56,63.04,62.13
60.83,62.13,62.54,60.70
62.04,60.76,62.44,60.32
61.81,62.01,62.16,61.13
62.96,62.76,63.75,62.60
63.56,62.30,63.60,62.03
62.30,61.43,62.44,61.39
61.18,61.27,61.48,60.36
61.52,61.41,61.56,60.70
61.74,61.77,62.25,61.31
61.84,61.47,62.15,61.40
61.43,62.03,62.05,61.09
62.46,62.93,63.18,62.07
62.70,62.99,63.24,62.20
63.69,63.72,64.10,63.20
63.77,63.60,63.99,63.25
63.47,63.01,63.47,62.98
63.22,63.77,64.00,62.78
64.36,63.49,64.37,63.47
63.95,63.23,64.10,63.00
63.37,63.26,63.90,63.24
63.00,63.13,63.62,62.70
63.60,62.54,63.61,62.39
61.82,61.87,62.25,61.21
61.96,61.90,62.55,61.69
61.31,60.97,61.59,60.75
61.14,60.97,61.45,60.60
61.73,60.75,61.73,60.38
62.06,61.62,62.36,60.40
61.59,61.18,61.87,60.96
61.35,62.01,62.10,61.18
62.27,62.25,62.47,61.92
62.13,62.51,62.67,61.70
62.56,62.34,62.56,61.92
62.79,62.89,63.15,62.59
62.94,64.13,64.23,62.67
64.15,63.51,64.25,63.30
63.22,62.50,63.68,62.30
63.44,62.52,63.53,62.34
62.36,62.08,62.54,61.98
62.25,63.46,63.53,62.19
63.26,63.44,64.19,62.71
63.22,63.19,63.38,62.50
63.09,61.80,63.19,61.72
61.47,61.90,62.56,61.47
61.56,62.76,62.76,61.56
62.68,63.03,63.04,62.31
63.17,62.97,63.19,62.44
62.63,61.67,63.15,61.58
61.00,61.09,61.55,60.97
61.26,60.68,61.48,60.34
60.52,61.11,61.34,60.41
60.92,61.74,61.89,60.70
62.12,62.54,62.70,61.88
63.00,62.42,63.22,62.02
62.24,59.97,62.32,59.85
60.08,60.19,60.61,59.56
59.36,59.34,60.25,59.27
59.27,59.17,59.88,58.23
59.50,59.59,60.24,59.39
59.35,59.20,60.17,59.16
59.40,59.14,59.55,58.79
58.79,59.07,59.63,58.14
59.33,59.25,59.50,58.58
59.80,59.86,60.24,59.54
59.35,58.50,59.48,58.14
58.94,59.47,59.96,58.42
59.07,57.79,59.18,57.56
57.20,56.66,57.69,56.05
56.51,56.90,56.95,56.13
56.89,56.61,57.09,56.45
56.00,56.69,57.09,55.56
56.80,56.61,57.07,56.17
56.80,57.85,58.04,56.75
58.04,57.91,58.22,57.36
58.30,58.94,59.07,57.91
58.84,59.61,59.65,58.31
59.78,60.89,61.04,59.60
61.21,60.27,61.21,59.59
60.23,59.78,60.29,59.27
59.75,60.59,60.90,59.64
59.79,59.83,60.10,59.28
58.92,58.48,59.46,58.32
58.17,58.05,59.09,58.01
58.47,58.01,59.13,57.90
58.20,57.26,58.31,56.95
57.59,56.82,57.98,56.53
56.43,55.93,56.71,55.71
56.39,55.83,56.39,55.38
56.00,55.59,56.60,54.89
56.05,56.77,56.96,55.85
56.81,56.59,56.97,56.45
56.08,56.51,56.61,55.79
56.48,55.82,56.49,55.71
55.55,54.50,55.74,54.50
54.52,54.59,55.32,54.48
54.14,54.29,54.74,53.76
54.90,54.90,55.07,54.01
54.31,53.22,54.81,53.21
53.16,53.79,53.86,52.52
53.10,51.33,53.44,51.25
51.99,51.18,52.50,49.87
49.85,46.99,51.96,46.93
48.07,49.32,49.35,45.81
47.74,45.28,47.90,44.97
45.63,47.65,48.32,45.53
48.22,46.88,48.95,46.52
47.51,47.78,47.91,47.18
47.15,47.04,47.33,46.32
47.27,47.31,48.19,46.78
45.81,45.00,46.21,44.54
44.32,43.12,45.38,43.10
44.42,42.98,44.42,42.88
43.16,45.00,45.02,42.70
45.00,46.87,46.87,44.80
48.19,46.58,48.99,46.01
45.79,46.84,47.19,45.32
47.61,49.31,49.33,47.61
48.89,49.26,49.69,48.29
49.76,50.14,50.75,49.50
50.05,48.54,50.23,48.47
47.49,46.23,47.64,45.99
44.68,46.00,46.07,44.20
46.76,49.08,49.12,46.45
48.35,47.80,48.62,47.40
47.04,46.38,47.72,46.19
45.50,48.17,48.21,45.50
48.47,48.64,49.44,48.11
49.00,49.76,50.42,48.51
50.36,51.27,51.33,50.09
51.28,51.34,52.23,50.57
50.13,49.94,50.44,49.37
50.00,50.19,51.16,49.82
50.29,47.69,50.63,47.67
46.31,46.74,47.39,45.95
46.41,47.29,47.34,46.22
47.95,49.42,49.57,47.39
50.34,49.20,50.94,48.81
49.44,47.90,50.16,47.90
49.18,49.79,49.80,48.27
48.87,48.19,49.18,48.19
47.78,46.24,48.72,46.21
45.23,46.59,46.69,44.74
46.71,47.21,47.65,45.85
47.00,49.27,49.39,46.33
49.72,47.75,49.72,47.54
48.97,50.30,50.30,48.87
49.75,49.90,50.50,49.12
50.24,51.97,52.86,50.21
51.39,51.28,51.77,50.01
51.81,51.16,52.12,50.46
50.43,49.01,50.80,48.94
49.46,51.22,51.90,49.40
51.05,51.33,53.70,50.90
51.79,53.10,53.24,51.02
53.95,54.06,54.46,53.20
54.06,54.98,55.52,53.96
54.00,53.02,54.35,52.84
53.94,53.89,54.46,53.06
56.61,55.97,56.78,54.89
55.85,55.07,56.08,54.72
54.01,53.71,55.51,53.67
51.33,51.38,52.78,50.89
52.49,52.60,53.19,52.00
53.52,53.41,53.73,51.77
52.88,52.67,52.92,51.50
52.66,53.76,53.81,52.56
54.00,54.56,54.70,53.30
53.12,51.81,53.51,51.58
52.66,52.65,53.12,52.19
53.63,53.87,54.34,53.55
53.32,52.81,53.61,52.35
52.60,53.61,54.01,52.54
52.77,52.82,54.43,52.69
52.70,52.02,53.74,51.74
52.25,52.69,52.96,51.62
51.96,50.97,51.96,50.83
50.82,50.21,51.13,50.12
49.88,48.88,49.88,48.87
48.80,49.07,50.09,48.80
50.66,50.25,50.82,49.72
50.78,50.83,51.56,50.16
52.86,54.21,54.35,51.93
53.92,53.47,54.00,52.62
54.14,53.97,54.81,53.80
54.98,55.18,55.65,54.59
55.19,54.97,55.33,54.44
54.74,55.96,56.25,54.52
55.62,54.40,56.01,54.24
54.81,55.91,56.10,54.60
55.18,54.62,55.43,54.03
54.75,53.85,55.34,53.40
53.57,54.05,54.65,53.40
54.65,53.90,55.09,53.83
54.60,55.09,55.53,54.59
55.13,54.38,55.65,54.07
55.50,56.15,56.44,55.44
56.31,56.88,57.00,55.42
56.96,58.00,58.30,56.96
58.28,58.57,58.70,57.80
58.60,58.37,58.60,58.11
58.28,57.48,58.37,57.29
57.56,58.30,58.36,57.56
58.21,57.67,58.41,57.45
58.93,59.03,59.58,58.69
58.77,59.22,59.56,58.01
58.99,59.81,60.25,58.56
59.59,59.91,60.04,58.70
60.02,60.40,60.52,59.39
61.22,61.57,61.75,60.72
61.27,61.65,61.73,60.80
61.66,62.09,62.13,60.86
61.38,61.73,61.80,60.20
62.17,61.24,62.87,60.88
59.79,59.64,60.17,58.44
59.36,59.40,59.81,59.16
59.35,59.63,59.84,58.91
59.76,59.73,60.78,59.49
59.26,59.52,59.74,58.95
59.14,59.62,59.93,59.08
60.00,58.90,60.72,58.51
58.57,59.08,59.38,58.45
58.25,59.02,59.21,57.79
59.47,58.92,59.92,58.79
59.62,59.86,60.52,59.50
59.94,59.81,60.14,59.70
60.50,62.20,62.30,60.50
61.48,61.07,61.95,60.91
60.73,60.70,61.22,60.34
60.67,60.43,60.98,60.01
60.66,60.39,61.00,59.90
59.61,59.67,59.76,58.26
60.11,60.09,60.28,59.49
59.94,59.56,59.94,58.93
59.75,59.51,60.18,59.28
59.51,60.70,60.71,59.09
61.18,61.14,61.32,60.71
61.37,61.26,61.85,60.75
61.02,59.71,61.20,59.61
59.69,59.68,59.92,59.35
59.89,59.38,60.00,59.07
59.10,59.42,59.68,58.78
59.42,59.54,59.68,59.06
59.54,59.52,60.14,59.09
59.70,60.29,60.69,59.61
60.16,59.61,60.71,59.47
59.42,58.76,59.55,58.01
57.93,57.14,58.12,56.88
57.26,57.92,58.15,57.06
58.15,58.73,58.87,57.84
58.82,59.40,59.69,58.78
59.25,59.50,59.56,58.68
59.99,61.94,62.00,59.76
61.90,61.35,62.26,60.58
61.40,63.00,63.22,60.75
63.54,63.42,63.67,62.89
63.23,63.64,64.25,62.82
63.39,63.49,63.68,62.84
63.67,63.45,63.80,63.05
62.98,62.60,63.12,62.20
62.46,63.36,63.39,62.33
63.48,63.99,63.99,63.03
64.00,63.11,64.16,63.09
63.20,64.70,64.79,62.85
63.42,63.95,64.07,63.00
64.37,64.49,64.49,63.60
64.24,64.72,64.85,63.95
64.46,64.70,64.79,63.94
64.19,63.87,64.60,63.79
63.55,63.53,64.24,63.16
62.48,62.64,63.11,62.36
62.69,61.75,62.75,61.59
62.75,62.47,62.82,62.22
62.57,63.41,63.57,62.32
62.84,61.28,62.84,61.25
61.90,62.14,62.55,61.44
62.52,63.41,63.67,62.50
63.52,63.78,64.84,63.31
63.96,64.60,64.84,63.96
64.61,65.38,65.46,64.49
64.56,64.98,65.05,64.21
65.00,65.57,65.61,64.82
65.99,66.26,66.27,65.41
66.00,67.22,67.26,65.91
67.43,66.73,67.47,66.53
66.69,66.32,66.92,65.93
66.46,67.33,67.89,66.38
66.92,66.73,66.98,66.10
66.79,66.27,66.82,66.09
65.96,65.26,66.12,65.06
65.17,66.05,66.36,65.08
65.80,65.89,66.07,65.15
65.16,64.63,65.27,64.35
65.33,65.53,66.07,65.22
64.99,65.48,65.85,64.45
64.55,64.26,65.09,64.22
64.16,63.39,64.38,63.21
63.41,62.52,64.23,62.52
62.42,61.64,62.76,61.64
61.87,61.33,62.19,61.04
61.39,62.26,62.65,61.08
62.43,62.02,63.18,61.53
61.62,61.91,62.05,60.79
62.25,62.20,62.31,61.26
62.02,62.09,62.61,61.86
62.52,62.80,62.87,62.14
62.31,61.35,62.36,61.04
61.44,61.42,62.01,60.59
60.20,58.07,60.34,57.92
58.31,56.84,58.34,56.50
56.61,57.23,57.98,56.56
57.91,58.70,58.70,57.36
59.22,58.63,59.64,58.54
58.27,59.35,59.39,57.85
59.72,58.17,60.09,58.12
55.94,57.50,57.50,55.60
57.36,57.81,58.75,57.25
57.98,57.90,58.22,57.39
58.45,59.01,59.01,57.99
58.71,58.06,58.97,57.97
58.45,59.54,59.72,58.22
59.57,59.86,60.20,58.92
60.05,58.64,60.60,58.56
59.02,59.15,59.36,58.42
58.40,58.56,58.62,57.69
58.70,58.86,59.19,58.04
59.04,59.60,59.78,58.56
59.20,59.51,59.59,58.51
60.95,61.11,61.11,60.31
61.66,61.49,62.14,60.85
61.47,62.14,62.31,61.47
61.76,61.09,62.13,60.99
60.40,60.70,61.10,60.40
60.45,60.24,60.81,59.80
60.56,59.66,61.12,59.55
59.80,61.41,61.57,59.79
60.36,60.35,60.68,60.14
60.28,61.42,61.51,59.95
61.49,61.11,61.49,60.91
61.48,61.59,61.71,60.78
61.21,61.01,61.42,60.37
60.86,61.31,62.14,60.77
60.76,59.14,60.79,59.11
58.48,57.61,58.50,56.76
57.77,57.37,57.97,56.84
57.50,57.67,58.06,57.33
58.64,58.44,58.84,57.97
58.77,59.56,59.90,58.43
59.35,59.82,60.04,59.02
59.52,59.10,59.82,59.08
59.20,59.10,59.71,58.98
58.35,58.50,58.56,57.80
59.40,60.25,60.46,59.18
60.65,60.13,60.73,60.07
60.41,60.77,61.29,60.15
60.52,61.04,61.18,60.20
60.89,60.77,61.25,60.52
60.56,60.73,60.84,60.04
60.48,60.42,60.61,59.87
60.70,60.43,60.86,60.27
60.29,60.97,61.28,60.16
61.00,61.55,61.77,60.77
61.79,62.05,62.10,61.35
61.95,61.69,62.06,61.56
61.90,62.20,63.05,61.78
61.96,62.16,62.68,61.69
62.11,61.83,62.19,61.70
61.64,62.05,62.39,61.64
62.34,62.01,62.71,62.00
61.85,61.97,62.43,61.67
62.15,62.57,62.82,62.14
62.10,62.04,62.26,61.65
62.30,62.16,62.74,61.95
62.03,62.34,62.54,61.80
62.22,61.84,62.46,61.84
61.98,63.01,63.13,61.94
63.29,63.80,64.00,63.09
64.16,63.88,64.81,63.86
64.03,63.96,64.37,63.79
64.16,64.15,64.61,63.95
64.02,65.74,65.92,63.66
65.84,66.78,67.04,64.92
66.48,65.66,66.75,65.45
65.66,65.67,66.14,65.41
65.67,66.16,66.49,65.47
65.64,65.74,65.89,65.09
66.42,65.85,66.52,65.84
65.46,65.59,65.98,65.35
65.65,64.54,66.11,64.54
64.62,63.51,64.76,63.45
63.73,63.83,64.27,63.40
63.55,63.10,63.59,62.99
63.47,62.76,63.81,62.64
63.54,63.94,64.15,63.33
64.20,64.38,64.60,63.90
64.77,64.75,64.93,64.34
65.25,64.80,65.73,64.56
64.42,64.49,64.80,64.26
64.55,64.40,64.77,64.33
64.74,64.55,64.83,64.35
65.10,64.95,65.19,64.75
63.33,62.73,63.90,62.27
62.99,62.93,63.14,62.35
61.30,60.40,61.60,59.94
60.01,59.77,60.16,59.01
59.73,59.84,60.33,59.64
59.83,59.42,59.91,59.18
59.26,59.09,59.41,58.55
58.33,58.64,58.80,58.04
58.99,58.00,59.11,57.94
58.50,58.44,58.73,57.74
58.42,57.76,58.53,57.65
57.96,58.20,58.47,57.52
58.16,59.25,59.33,57.77
59.73,59.19,59.75,59.00
58.93,58.73,58.93,57.70
58.88,59.08,59.65,58.81
58.25,56.60,58.33,56.41
56.75,56.25,57.65,56.25
56.11,56.26,56.81,56.02
56.51,56.31,56.74,56.12
55.89,54.96,56.33,54.87
55.15,53.69,55.25,53.40
53.82,54.37,54.80,53.75
54.47,54.34,54.57,53.36
55.07,54.91,55.41,54.64
54.88,54.80,55.47,54.65
54.83,54.81,54.98,54.27
55.01,55.75,55.78,54.84
55.49,55.55,55.66,55.04
55.47,55.03,55.93,54.96
54.75,55.35,55.38,54.37
55.48,55.35,55.74,55.21
55.46,56.14,56.36,55.25
56.38,55.31,56.46,55.14
55.17,55.08,55.56,54.34
55.42,55.89,56.38,55.37
55.90,55.33,55.94,55.02
55.71,55.80,55.86,55.33
55.70,55.88,56.02,55.49
55.92,56.24,56.67,55.77
56.35,56.70,56.99,56.20
56.56,56.54,56.81,56.37
56.36,55.85,56.81,55.75
56.20,57.87,57.92,56.06
57.90,59.52,59.58,57.57
59.88,58.63,59.88,58.63
58.63,59.17,59.21,58.55
58.11,58.31,58.70,57.71
58.23,58.57,58.68,58.12
58.62,58.05,58.77,57.66
58.06,57.95,58.28,57.37
57.47,57.46,58.15,57.39
57.42,58.31,58.32,57.20
59.51,59.54,59.64,58.96
59.54,59.75,59.92,59.23
59.93,60.48,60.57,59.54
60.25,61.03,61.20,60.08
60.81,60.25,60.88,60.05
59.00,60.17,60.56,58.96
60.50,61.14,61.15,60.25
60.97,60.05,60.97,59.77
59.93,59.45,60.09,59.22
59.12,59.77,59.84,59.09
59.75,59.78,60.08,59.35
61.01,62.01,62.38,60.70
62.26,61.84,62.39,61.27
61.70,62.12,62.25,61.51
61.41,61.84,61.97,61.41
61.93,61.86,62.18,61.46
62.05,61.97,62.38,61.80
61.99,61.97,62.31,61.44
61.33,61.91,62.16,61.24
61.90,61.82,62.03,61.47
61.79,61.80,62.02,61.43
62.22,63.20,63.34,62.08
62.78,62.49,62.98,62.32
62.95,63.19,63.40,62.67
62.67,63.34,63.42,62.67
63.25,63.65,63.85,62.98
63.57,63.35,63.71,63.23
63.49,64.00,64.10,63.31
64.15,64.77,64.89,63.73
64.80,64.17,64.82,63.94
63.89,63.87,64.22,63.70
64.16,63.87,64.23,63.73
63.96,63.51,64.00,63.40
63.37,63.17,63.57,63.02
62.92,62.39,63.59,62.35
62.78,62.90,62.98,62.21
63.25,60.82,63.25,60.82
61.13,61.14,61.29,60.37
61.13,61.68,61.80,60.84
61.64,62.39,62.61,61.57
62.02,62.78,62.94,61.52
62.64,63.52,63.58,62.42
63.90,63.66,64.36,63.37
64.10,64.16,64.46,63.36
64.30,64.81,64.99,64.16
65.03,65.02,65.19,64.44
65.03,65.87,65.90,64.95
65.78,65.42,65.87,65.11
65.55,65.93,65.99,65.30
66.02,66.26,66.48,65.82
66.00,66.80,66.93,65.84
65.90,66.25,66.47,65.52
66.28,66.25,66.65,65.71
66.63,66.70,66.93,66.44
66.33,66.03,66.62,65.83
66.19,66.21,66.48,65.97
66.44,66.14,66.63,65.73
66.63,66.28,66.64,66.08
65.90,66.19,66.27,65.53
66.06,66.50,66.58,65.80
66.41,65.79,66.55,65.61
66.15,66.81,66.87,65.96
66.68,65.13,66.76,64.91
65.38,65.60,65.99,65.00
64.73,65.24,65.35,64.21
65.15,66.07,66.09,64.79
66.13,66.35,66.67,65.98
66.59,67.19,67.32,66.53
67.28,67.31,67.57,66.96
66.33,65.81,66.48,65.63
65.69,63.75,66.51,63.74
64.28,64.79,64.86,63.69
65.61,65.05,66.25,64.47
65.26,65.24,65.95,64.76
65.50,65.23,65.56,64.93
65.43,65.41,65.71,65.11
65.56,67.21,67.44,65.18
67.34,68.44,68.47,67.00
68.69,68.70,69.65,68.52
68.61,68.10,68.98,67.89
68.17,68.41,68.57,68.03
68.22,67.88,68.34,67.54
67.80,67.17,67.98,67.08
67.22,67.18,67.55,67.03
67.92,68.11,68.57,67.90
68.12,68.26,68.46,67.98
68.47,68.76,68.86,68.01
68.68,68.97,69.03,68.40
68.96,68.72,69.09,68.50
68.89,68.57,69.00,68.38
68.50,68.76,69.02,67.97
68.86,70.17,70.40,68.74
70.11,70.85,70.97,70.04
70.53,70.46,71.04,70.35
70.76,71.51,71.68,70.66
71.37,71.28,71.94,71.15
71.29,72.20,72.35,71.18
72.16,71.24,73.13,70.94
70.52,70.94,71.19,70.09
70.51,71.11,71.14,70.07
72.06,71.03,72.22,70.77
70.50,71.80,72.20,70.31
71.77,72.88,73.23,71.52
72.50,71.64,73.04,71.64
71.75,71.83,72.06,70.47
71.90,71.09,72.35,70.87
70.86,69.83,71.22,69.42
69.65,70.27,70.29,69.15
70.79,71.10,71.24,70.41
71.47,72.93,73.11,71.28
72.26,71.75,72.58,71.60
72.18,70.84,72.23,70.44
70.84,71.76,71.85,70.11
71.62,71.00,71.95,70.70
71.55,71.29,71.91,70.86
71.45,71.74,71.81,71.16
71.77,70.88,71.95,70.79
70.35,71.05,71.69,70.15
