TPX,Tempur Sealy International,NASDAQ
32.95,32.71,33.14,32.41
32.93,32.97,33.15,32.28
32.37,32.79,33.47,32.24
31.56,32.81,33.14,31.26
32.97,34.11,34.20,32.96
34.13,35.03,35.36,33.97
35.23,34.75,35.23,34.36
34.60,34.73,35.01,34.48
34.40,34.46,34.76,34.03
34.77,34.49,35.00,34.11
34.44,34.50,34.71,34.21
34.74,34.53,35.00,34.15
34.86,35.03,35.15,34.32
35.06,35.35,35.43,34.74
36.05,35.65,36.96,35.36
35.68,35.55,36.38,35.25
35.17,35.79,35.83,35.00
35.84,35.29,35.84,35.10
35.34,35.67,35.71,34.99
35.22,36.12,36.18,35.21
35.74,35.12,36.36,34.96
35.34,34.51,35.66,34.34
34.18,33.99,34.68,33.49
33.94,33.68,34.20,33.48
34.15,34.41,35.02,34.08
34.36,35.33,35.41,33.97
35.20,36.29,36.38,35.02
35.75,35.05,36.18,34.69
35.41,36.23,36.28,35.34
35.89,36.43,36.47,35.79
36.02,35.62,36.14,34.90
35.10,35.11,35.29,34.51
35.69,35.79,36.19,35.35
35.84,36.60,37.14,35.84
36.38,36.86,36.97,36.05
36.73,37.40,37.69,36.51
37.85,36.91,38.02,36.81
37.03,36.63,37.19,36.45
37.06,36.65,37.23,36.37
36.68,37.09,37.18,36.41
37.30,36.80,37.30,36.60
36.88,36.34,36.93,36.17
36.23,35.78,36.47,35.65
36.07,37.17,37.90,35.86
37.16,38.65,38.97,36.97
38.77,39.57,39.82,38.77
39.72,40.03,40.23,39.68
40.16,39.79,40.21,39.47
39.73,39.48,40.11,39.01
39.18,39.87,40.49,39.09
39.93,39.99,40.26,39.65
40.02,40.62,40.96,39.97
40.53,40.33,41.17,40.22
40.34,40.06,40.49,39.83
40.44,40.78,40.92,40.21
40.93,40.20,40.97,39.76
40.07,41.47,41.50,39.89
41.33,40.81,41.66,40.49
40.91,40.51,41.48,39.49
40.21,41.13,41.24,40.00
41.47,41.49,41.82,40.89
41.83,42.08,42.51,41.40
42.06,41.85,42.39,41.73
41.68,41.53,41.81,40.97
41.56,41.56,41.94,41.07
41.46,40.65,41.46,40.47
40.41,39.40,40.62,38.88
41.78,43.65,43.93,41.57
43.79,44.26,44.50,43.72
43.45,43.39,43.82,42.83
43.66,44.26,44.43,43.16
44.33,44.91,44.92,43.68
44.71,43.23,44.95,43.18
43.48,43.64,44.25,43.29
43.96,44.25,44.70,43.86
43.95,43.96,44.09,43.50
43.85,44.25,44.34,43.38
44.17,46.09,46.12,44.17
46.00,46.04,46.22,45.67
45.95,46.25,46.30,45.57
46.17,46.45,46.95,45.79
45.94,47.53,47.73,45.94
47.13,48.62,48.64,47.05
48.50,47.56,48.58,47.48
47.56,47.00,47.67,46.53
47.03,46.99,47.27,46.75
46.98,47.46,47.59,46.96
47.67,47.05,47.67,46.87
46.00,46.68,46.79,45.67
46.46,45.36,47.12,44.26
45.35,45.30,45.93,44.75
45.50,47.11,47.17,45.37
47.12,46.94,47.27,46.25
47.22,45.97,47.45,45.78
45.78,46.98,47.17,45.58
47.33,48.30,48.56,47.33
48.27,48.54,48.60,47.76
48.82,49.04,49.31,48.28
48.81,49.04,49.33,48.41
49.00,48.49,49.12,48.10
47.99,47.35,48.26,47.10
47.40,48.69,48.90,47.27
48.28,48.10,48.76,47.99
46.50,49.48,49.75,46.50
49.32,48.42,49.87,47.98
49.14,48.11,49.31,47.99
48.83,48.77,48.94,48.01
49.26,49.58,49.60,48.65
49.74,49.37,49.75,49.00
49.25,49.61,49.82,48.65
49.87,50.04,50.21,49.01
50.30,50.16,50.44,49.72
50.25,49.67,50.51,49.64
49.72,50.10,50.33,49.33
50.36,50.74,50.85,50.10
50.75,50.66,50.92,50.25
50.95,51.67,51.79,50.72
51.82,52.16,52.31,50.93
51.95,52.26,52.58,51.66
52.68,51.34,52.88,51.06
51.45,50.99,51.68,50.55
57.41,57.17,59.98,56.51
58.21,56.23,58.54,55.70
55.95,57.82,57.87,55.49
58.02,58.47,58.71,57.33
58.06,57.98,59.18,57.31
58.17,57.80,58.22,57.16
57.42,58.11,58.14,56.71
58.24,58.63,58.67,57.67
59.68,60.00,60.61,59.26
60.57,61.73,61.81,59.49
61.94,61.08,62.54,60.74
61.15,61.72,61.95,60.68
61.94,61.90,62.06,61.10
61.88,62.64,62.93,61.63
62.58,62.78,63.14,62.10
62.91,61.58,63.18,61.21
61.58,60.50,62.04,59.48
60.55,59.19,60.83,58.80
58.81,60.90,61.72,58.40
61.36,61.76,62.65,61.14
61.64,62.56,63.44,61.59
62.62,63.90,64.20,62.44
63.92,62.94,64.20,62.09
62.60,64.05,64.20,62.05
64.16,64.07,64.71,63.94
63.38,62.51,63.98,62.28
62.50,63.13,63.38,62.14
63.27,64.72,65.33,63.15
65.20,65.35,66.33,64.74
65.09,64.05,65.19,63.53
62.95,62.69,63.00,62.16
62.95,63.23,63.54,62.79
62.89,64.17,64.32,62.31
63.47,64.50,64.90,63.47
64.30,64.77,65.12,64.10
65.23,65.04,65.39,63.91
64.97,63.05,65.14,62.95
63.10,61.93,63.34,60.88
60.94,59.84,61.34,59.44
59.85,57.83,60.13,57.76
57.67,57.65,58.84,56.83
57.51,55.20,57.64,55.06
55.49,60.21,60.95,55.43
59.63,58.33,60.47,58.04
58.28,57.79,60.17,57.31
58.65,61.04,61.18,58.65
60.51,59.63,61.45,59.63
59.53,59.24,60.39,58.50
60.11,60.95,61.40,59.37
60.51,63.48,63.74,60.51
63.59,64.93,65.66,63.59
65.09,64.70,65.86,64.33
63.90,66.15,66.25,63.02
66.18,65.39,66.84,64.58
65.27,65.73,66.03,64.68
66.23,67.24,67.39,65.73
67.76,67.97,69.05,67.41
68.45,67.82,68.60,67.22
68.26,67.97,68.31,67.17
68.34,68.93,69.73,68.02
69.09,69.97,69.98,68.08
70.00,69.54,71.70,69.40
68.32,69.24,69.31,67.19
68.07,67.12,69.11,66.27
66.71,65.97,66.89,65.83
66.59,66.34,67.85,65.82
66.78,65.50,67.16,64.98
65.81,65.90,66.36,64.88
65.42,65.46,66.37,64.78
65.88,67.85,67.90,65.80
68.13,68.30,68.89,67.45
68.62,67.76,68.97,67.45
67.97,67.76,68.44,67.25
66.88,66.70,67.81,66.18
66.64,66.02,67.09,65.34
71.60,72.24,74.81,69.81
72.25,71.82,73.40,71.61
70.70,72.01,72.49,69.51
73.10,71.23,73.41,70.52
70.61,68.98,71.72,68.78
69.26,69.90,71.78,67.08
68.96,63.83,69.71,63.66
64.58,63.58,65.16,61.99
59.13,54.89,60.87,54.40
55.72,57.68,58.53,54.11
56.25,56.66,58.43,55.48
57.22,58.07,58.84,56.53
58.75,58.50,59.66,56.36
59.33,61.72,61.78,58.86
60.64,60.42,61.54,59.98
61.03,57.39,61.17,57.04
55.38,53.77,55.38,52.68
52.98,51.55,55.22,51.09
52.80,51.32,52.98,50.68
51.69,53.28,53.48,50.95
53.33,54.20,55.06,51.93
54.60,53.25,54.91,52.39
52.61,55.04,56.02,51.97
55.84,58.26,58.38,55.67
58.19,58.63,59.20,57.36
59.07,58.24,60.33,56.90
58.02,57.90,59.35,57.49
56.64,55.75,57.08,55.30
53.97,56.32,56.69,53.15
57.29,59.28,59.36,57.09
59.00,58.49,61.15,58.29
57.69,56.90,58.20,55.94
55.92,58.25,58.50,55.62
58.25,60.80,61.57,57.54
60.73,62.88,63.69,60.51
63.08,62.61,63.98,61.44
62.61,63.33,64.60,62.53
61.80,62.81,64.30,61.46
63.23,60.84,63.49,60.59
60.99,59.09,61.96,59.00
56.96,55.83,57.95,54.27
55.83,56.54,57.19,55.61
57.00,58.34,58.42,54.55
60.06,59.05,61.04,58.73
59.52,56.89,59.99,56.73
58.30,53.91,58.30,51.13
53.00,52.61,54.75,52.29
52.18,48.69,53.00,48.66
48.54,51.13,51.17,46.53
51.05,53.39,53.66,50.47
53.06,56.39,56.62,52.68
57.02,56.17,57.91,55.34
57.81,59.59,60.48,57.71
59.20,61.03,61.49,58.41
61.51,61.04,63.29,60.93
60.60,61.72,62.48,60.01
62.89,63.37,63.51,61.15
62.86,63.37,64.12,62.48
63.32,62.44,63.35,60.70
62.47,61.19,63.15,60.31
62.09,63.60,65.31,62.09
63.26,67.50,68.00,63.15
67.91,69.31,70.28,67.50
68.83,67.40,69.16,67.19
68.47,67.94,68.84,66.50
70.46,69.34,71.50,68.35
68.73,69.33,70.38,68.20
68.06,68.06,72.00,67.97
65.64,65.19,66.85,64.01
66.93,66.65,68.41,65.61
67.64,69.03,69.95,66.01
68.23,69.82,70.22,68.22
69.62,66.84,69.72,66.06
67.18,67.88,67.99,65.24
65.86,65.47,66.76,64.95
66.18,65.58,66.98,64.34
66.31,67.23,67.71,65.85
66.92,66.77,68.15,66.52
66.32,66.84,67.30,65.52
66.28,64.59,66.42,64.21
64.81,62.74,65.52,62.36
62.88,61.09,63.23,60.91
59.47,56.33,59.52,55.52
56.18,55.46,56.68,53.85
55.41,53.17,56.33,53.12
53.16,48.93,53.34,48.60
51.87,53.25,54.49,51.50
53.14,52.84,53.30,52.05
55.11,54.61,56.75,53.67
54.44,55.58,56.17,53.76
56.12,53.81,57.55,53.74
54.99,55.70,56.07,54.75
55.54,53.93,55.59,53.15
53.52,52.22,53.52,51.46
51.91,51.65,53.07,51.15
52.15,52.68,53.00,51.66
53.01,52.53,53.22,51.19
53.35,51.34,53.72,50.68
51.17,50.41,51.84,50.33
51.39,50.71,51.49,50.19
50.96,52.67,53.16,50.94
52.77,50.28,53.44,50.05
51.39,51.64,52.84,51.10
51.66,51.71,52.10,50.25
51.76,54.33,55.12,51.76
54.38,53.88,54.46,53.06
53.85,52.96,53.99,52.85
53.05,51.77,53.20,51.64
52.04,53.79,54.00,51.82
53.71,52.53,53.76,52.53
54.06,55.18,55.93,53.76
55.14,56.01,56.03,54.28
55.46,58.20,59.47,55.30
57.38,58.51,59.44,57.38
58.15,58.08,58.77,57.76
58.48,58.00,58.48,57.53
58.18,59.58,59.84,57.90
59.68,59.75,59.92,58.94
59.28,58.94,59.28,57.79
59.45,58.57,59.57,56.57
58.57,60.60,60.74,58.34
60.42,62.81,63.23,59.63
62.45,61.21,62.65,60.85
61.50,60.49,62.14,59.67
60.00,62.25,62.65,59.90
67.20,67.81,69.25,66.10
68.37,68.89,69.32,67.46
68.49,70.09,70.43,68.09
69.12,68.38,69.53,67.99
69.47,66.71,69.80,65.91
67.58,67.02,69.37,66.93
67.44,67.80,68.60,67.11
69.03,71.13,71.57,68.53
70.63,71.07,72.57,70.16
70.64,70.60,71.52,69.78
70.93,70.39,71.41,69.42
70.85,71.50,71.82,69.56
70.29,71.11,71.50,70.13
71.71,74.07,74.09,71.50
73.08,74.08,74.39,73.00
74.50,73.75,75.95,73.15
73.70,73.75,74.45,73.00
74.03,73.56,75.36,73.38
74.01,73.64,75.13,73.34
73.50,74.55,74.67,72.14
74.82,77.04,78.51,74.70
77.31,77.47,78.41,77.10
76.66,78.04,78.29,75.48
77.67,78.72,79.08,77.11
78.70,79.00,79.78,77.33
79.36,81.37,81.54,79.13
81.42,79.81,81.54,79.39
80.13,79.68,80.71,78.52
78.20,77.94,78.44,77.05
78.31,79.73,80.20,78.20
80.15,80.93,81.57,79.58
81.23,82.36,83.06,81.16
81.03,81.99,82.59,80.61
82.41,83.42,83.59,81.31
83.44,82.30,83.80,82.11
83.14,83.55,83.94,82.49
83.65,82.95,83.65,82.23
82.95,83.12,84.14,82.23
82.58,82.60,82.95,81.57
82.94,82.24,83.27,82.00
82.04,82.22,82.40,81.16
81.68,82.51,82.66,80.67
83.57,84.41,84.83,83.57
84.55,84.12,85.33,83.55
84.56,84.02,84.95,82.34
83.13,83.76,84.45,82.11
84.08,84.43,84.75,83.40
83.83,84.93,85.55,83.83
85.22,85.93,86.61,85.13
84.58,84.82,85.06,83.36
84.43,85.80,86.45,84.43
84.04,85.11,85.54,83.92
85.05,80.85,85.06,80.57
83.50,83.17,84.06,82.64
83.52,84.81,84.92,83.45
84.74,86.02,86.36,84.74
86.61,85.72,87.27,85.14
86.57,86.26,86.79,85.54
85.59,87.26,87.43,84.98
86.17,83.75,86.59,83.19
69.77,66.53,70.32,64.51
65.83,65.12,66.52,63.88
64.93,61.34,65.36,59.08
60.60,62.03,62.45,59.79
62.10,60.00,62.10,57.93
60.00,59.64,60.21,58.74
59.74,58.84,59.91,58.38
58.76,58.95,59.56,58.14
58.80,61.18,62.00,58.29
60.97,59.04,61.29,58.60
58.21,56.71,58.66,56.46
55.56,48.29,56.92,45.44
47.99,46.59,47.99,44.50
46.91,48.79,51.25,46.79
52.43,49.92,53.56,49.65
51.35,52.30,53.19,50.72
52.31,51.03,52.88,50.77
51.00,51.40,52.24,50.27
51.65,49.38,51.70,49.07
49.40,46.36,49.67,46.22
46.40,46.07,47.96,45.76
46.44,48.06,48.15,45.72
48.25,48.81,49.21,47.83
48.39,47.75,48.55,46.73
48.10,47.10,48.56,46.39
48.22,48.97,50.84,48.19
49.54,48.96,49.74,48.71
48.57,47.30,48.60,46.50
47.29,46.21,47.29,45.17
45.14,43.14,45.14,42.13
43.52,42.70,43.66,41.59
42.61,43.67,43.88,41.53
26.71,22.39,26.88,21.92
22.39,22.39,22.78,21.05
22.84,25.54,25.70,22.61
25.34,23.41,25.79,23.32
23.54,23.87,23.99,22.95
24.13,23.00,24.44,22.76
23.09,23.23,23.33,22.58
23.20,24.18,24.19,23.18
23.69,23.45,23.69,23.05
23.72,23.54,24.14,23.45
23.49,23.34,23.87,23.18
23.40,21.67,23.50,21.52
21.90,22.03,22.23,21.73
21.86,21.20,22.08,21.15
21.23,21.02,21.53,20.70
21.23,21.75,21.90,20.94
21.41,22.22,23.43,21.41
22.64,23.39,23.71,22.35
23.32,22.35,23.49,22.08
22.33,22.83,22.91,22.18
22.75,23.70,23.87,22.67
23.35,24.21,24.72,23.08
23.95,23.94,24.77,23.63
24.03,23.48,24.25,23.23
23.51,23.84,23.98,23.11
23.68,24.28,24.50,23.37
24.43,25.69,26.24,24.37
25.70,25.32,25.85,24.94
24.24,25.31,25.39,23.83
25.25,25.53,25.77,24.81
26.44,27.57,27.86,26.00
27.36,26.54,27.47,26.18
25.74,27.01,27.21,25.50
27.05,27.11,27.29,26.12
29.13,29.67,31.63,28.98
30.02,30.14,30.33,28.87
30.23,31.34,31.56,29.89
31.17,29.45,31.17,28.98
29.28,28.49,29.62,28.35
28.83,28.77,29.56,28.68
28.53,27.76,29.01,27.25
28.33,28.85,29.13,28.14
28.88,30.11,30.79,28.75
30.17,31.81,32.35,30.11
31.65,31.40,32.34,31.23
31.46,31.55,31.86,31.11
31.28,30.76,31.67,30.40
30.81,31.13,31.26,30.19
31.35,31.73,31.83,30.99
31.70,31.21,31.72,30.77
31.25,32.76,32.85,31.21
32.76,33.52,33.65,32.16
33.53,32.75,33.55,32.31
32.87,33.04,33.49,32.80
32.94,31.82,33.27,31.60
31.80,31.72,32.68,31.50
31.71,32.26,32.40,31.11
32.35,32.41,32.99,31.79
32.36,32.15,33.07,32.07
32.25,32.70,32.95,31.41
32.48,31.28,32.89,31.18
31.59,31.24,31.73,30.97
31.15,31.62,31.94,31.00
31.76,31.75,31.88,31.05
32.05,33.19,33.22,32.05
31.84,31.71,32.28,31.10
31.66,31.63,31.99,31.26
31.62,32.62,32.83,31.59
32.90,33.35,33.39,32.62
33.29,34.95,35.50,32.96
35.16,34.75,36.11,34.49
34.56,33.61,34.59,33.54
33.51,32.70,33.84,32.26
32.87,32.58,33.23,32.45
32.22,31.32,32.34,31.06
31.63,30.10,31.99,30.06
29.88,28.18,30.01,27.75
28.48,27.57,28.95,27.50
27.57,26.78,27.57,26.16
30.87,30.64,32.99,30.07
30.11,29.89,30.39,29.01
29.75,30.90,30.98,29.65
31.09,30.78,31.19,30.44
30.98,30.53,31.77,30.38
30.94,32.13,32.23,30.38
32.32,32.54,33.25,32.32
32.18,34.11,34.28,31.84
34.03,32.82,34.29,32.81
32.78,32.47,32.91,32.02
32.94,32.71,33.19,32.14
32.62,32.37,33.40,31.68
32.41,32.82,33.00,32.13
33.11,32.71,33.65,32.58
32.74,33.39,33.62,32.65
33.12,33.19,33.21,32.03
32.94,33.12,33.19,32.56
33.10,33.41,33.72,32.48
32.72,31.87,33.00,31.73
25.99,25.66,26.24,24.50
25.72,25.82,26.18,25.66
25.73,25.40,26.10,24.96
25.40,26.44,26.61,25.25
26.60,27.56,27.64,26.60
27.70,27.04,27.98,26.87
27.02,26.77,27.02,26.51
26.87,26.99,27.24,26.64
26.60,27.10,27.14,26.25
27.08,26.15,27.15,25.95
26.15,26.48,26.75,25.32
26.56,25.82,26.63,25.71
25.60,25.38,25.85,25.34
25.54,24.77,25.57,24.75
24.75,24.54,24.96,24.02
24.50,24.65,24.87,24.12
25.15,24.89,26.06,24.75
24.78,24.70,24.87,24.28
24.84,25.32,25.45,24.55
25.60,25.80,26.30,25.54
25.97,26.24,26.65,25.75
26.28,26.27,26.84,26.21
26.19,26.43,26.60,25.90
26.45,26.21,26.65,25.77
26.26,26.65,26.88,26.04
26.62,26.12,26.99,25.78
26.50,27.41,27.49,26.36
25.76,27.40,27.74,25.51
27.28,27.36,27.69,26.91
27.36,27.20,27.57,26.91
27.32,27.99,28.03,27.01
28.00,28.00,28.38,27.80
28.17,28.50,29.18,28.09
28.40,30.60,30.81,28.40
30.46,30.10,31.09,29.70
30.24,30.69,30.94,29.79
30.74,31.64,32.00,30.74
31.80,31.49,32.27,31.12
31.45,30.95,31.51,30.49
30.45,30.70,30.85,29.85
30.79,30.33,31.36,30.26
30.34,30.85,31.09,30.29
30.94,29.98,31.10,29.50
29.79,30.34,30.58,29.72
30.21,31.49,31.69,29.77
32.12,32.69,32.89,32.11
32.67,33.65,34.22,32.53
33.78,34.44,34.60,33.54
34.35,33.51,34.99,33.43
33.57,33.52,33.75,32.85
33.69,33.91,34.26,33.53
34.04,34.85,35.15,34.03
34.87,35.30,35.59,34.06
35.26,34.98,35.85,34.50
34.75,35.16,35.68,34.40
35.02,34.62,35.41,34.59
34.85,34.98,35.23,34.53
35.07,34.99,35.42,34.59
35.06,35.19,35.36,34.55
35.30,35.12,35.96,34.95
35.42,38.35,38.60,35.42
42.05,40.79,43.45,40.37
39.97,40.15,40.71,38.91
40.08,39.84,40.47,39.39
40.27,39.98,41.11,39.94
39.81,38.96,39.98,38.83
39.37,39.03,39.87,38.88
38.90,38.73,39.54,38.36
38.91,38.70,39.41,38.51
38.67,38.58,39.14,38.47
38.57,38.53,38.98,37.93
38.58,38.41,38.80,37.83
38.38,38.41,38.72,38.03
38.37,39.17,39.65,38.23
39.08,39.70,40.45,39.08
39.45,39.02,39.45,38.14
38.90,38.45,39.56,38.16
38.57,39.23,39.25,38.15
39.06,36.14,39.43,36.13
36.00,35.54,36.45,35.08
35.81,37.05,37.08,35.34
37.23,37.00,38.38,36.50
37.11,37.88,38.32,36.60
38.29,41.19,41.24,38.29
41.10,41.07,41.78,40.43
40.80,40.70,41.40,39.83
39.50,41.41,41.43,38.63
40.91,43.00,43.72,40.85
42.99,42.88,43.70,42.66
42.94,42.62,43.40,42.36
45.60,45.10,46.44,44.62
45.13,45.97,45.99,44.40
46.51,45.49,46.64,45.11
45.52,45.54,46.06,44.90
45.78,45.54,45.91,45.30
45.21,45.65,46.02,44.58
45.09,46.36,46.98,45.00
46.60,46.01,46.94,45.24
46.43,46.49,47.13,46.24
46.00,45.42,46.61,45.15
45.67,45.45,46.12,45.00
45.46,46.31,47.15,45.34
46.45,46.81,46.97,46.39
46.59,50.07,51.02,46.59
49.79,49.63,50.54,49.09
49.82,49.05,50.49,48.95
49.34,48.58,49.60,48.25
48.80,46.61,49.22,46.21
46.74,46.67,47.16,46.24
45.67,46.51,46.60,45.03
46.68,47.53,47.65,46.47
47.53,47.07,47.92,46.62
47.42,47.38,47.95,47.22
47.40,47.52,48.47,47.19
47.37,48.22,48.75,47.17
47.98,46.33,48.08,45.76
46.92,46.73,47.27,45.45
46.23,45.56,46.23,44.36
45.46,45.65,46.40,44.70
45.76,46.01,46.48,44.92
46.25,46.95,47.19,45.51
47.28,48.37,48.89,47.28
48.31,48.55,48.82,47.27
48.79,48.92,49.20,48.68
48.93,48.79,49.38,48.32
48.94,49.26,49.92,48.47
49.14,48.50,49.83,48.30
48.33,47.16,48.81,46.93
47.40,47.80,48.02,46.88
46.52,46.17,47.38,45.30
46.20,45.44,46.57,45.16
45.57,45.25,46.27,44.08
45.30,46.16,46.25,44.69
46.16,47.30,47.79,45.85
47.32,48.61,48.99,47.30
48.62,47.27,48.62,47.02
47.28,47.78,47.82,46.75
47.72,48.41,48.54,47.54
48.34,46.81,48.78,46.79
46.87,47.90,48.27,46.83
47.75,47.14,48.24,46.89
47.18,47.55,47.94,46.77
47.41,43.28,47.58,43.11
42.70,42.44,43.10,42.07
42.24,43.08,43.26,42.00
43.58,42.85,44.94,42.43
42.55,41.90,43.07,41.35
41.72,42.43,43.22,41.72
42.21,42.28,43.09,42.05
42.25,41.41,42.29,39.98
41.52,41.21,42.50,40.49
41.46,41.59,43.70,41.02
41.77,43.34,43.56,41.74
43.51,44.10,44.74,42.90
44.17,44.02,44.52,43.23
43.18,43.05,43.98,42.71
43.50,42.77,43.88,42.62
42.67,44.48,44.76,42.28
44.45,44.05,44.97,43.49
44.44,44.76,45.03,43.88
44.77,45.68,45.69,44.64
45.65,44.72,45.87,44.68
44.07,41.49,44.07,41.07
