CYRX,CryoPort,NASDAQ
nan,6.60,nan,nan
6.60,7.20,7.20,6.60
6.60,6.84,7.20,6.60
6.72,7.20,7.20,6.72
6.72,6.72,6.84,6.12
6.72,7.20,7.20,6.60
7.32,7.44,8.40,7.32
7.68,7.56,7.80,6.96
7.20,7.08,7.44,6.96
7.20,6.12,7.20,6.12
6.60,7.80,7.80,6.60
8.64,9.60,10.80,7.57
10.80,9.84,11.40,9.60
10.32,9.84,10.32,9.84
9.96,10.32,11.40,9.96
nan,10.80,nan,nan
11.16,11.40,11.88,10.80
12.00,13.44,13.44,12.00
13.68,11.88,13.80,11.40
11.88,12.48,12.60,11.52
12.60,15.00,15.36,12.60
15.36,14.76,16.20,14.40
14.40,12.48,14.64,12.48
12.48,12.60,12.72,11.40
12.84,12.00,12.96,12.00
12.36,12.00,12.36,11.64
10.92,12.24,12.24,10.92
12.24,11.40,12.24,11.40
11.40,11.40,11.64,11.04
11.64,11.40,12.00,11.40
11.40,11.04,11.64,11.04
11.04,10.92,12.00,10.80
11.04,10.98,11.40,10.98
10.92,11.04,11.40,10.92
10.93,11.04,11.04,10.93
11.04,11.04,11.04,10.93
11.04,10.80,11.04,10.74
10.80,10.80,10.80,10.68
10.80,10.80,10.80,10.80
nan,14.28,nan,nan
14.28,15.00,16.80,14.04
15.24,13.80,15.36,13.20
13.80,13.20,13.80,12.72
13.44,14.40,15.60,13.44
15.00,16.20,16.44,14.40
16.56,15.60,16.80,15.00
15.60,14.40,15.60,14.40
14.40,15.60,16.32,14.40
16.44,18.72,19.20,16.44
18.60,19.32,20.28,18.48
19.20,19.20,19.32,18.36
19.20,20.28,20.28,18.60
19.80,18.60,20.28,18.24
18.24,18.60,19.20,18.00
18.36,18.72,19.08,18.36
18.36,16.80,18.36,16.80
17.28,16.80,17.28,16.80
17.76,16.20,17.76,15.60
16.32,18.60,18.60,16.20
17.40,16.20,18.36,16.20
17.40,17.40,17.40,17.04
16.92,16.92,17.28,16.92
17.04,17.16,18.00,17.04
17.04,16.80,17.04,16.80
18.00,18.36,18.48,17.40
17.76,17.88,18.60,17.76
18.00,17.52,18.00,17.40
17.88,16.80,17.88,15.96
16.20,16.80,16.80,15.00
16.80,18.00,18.60,16.80
18.12,16.80,18.12,16.80
19.20,15.96,19.20,15.00
18.00,15.60,18.00,15.60
15.72,15.48,15.84,15.24
15.60,16.80,16.80,15.00
16.56,15.24,16.56,15.00
16.56,16.56,16.56,16.20
16.56,16.56,16.56,16.20
16.56,17.76,17.76,16.56
16.80,17.40,17.40,16.80
17.40,15.60,17.40,15.36
15.72,17.04,17.04,15.72
nan,16.68,nan,nan
16.68,16.20,16.68,15.72
15.84,15.96,16.20,15.84
16.20,16.08,16.32,15.60
15.60,15.96,16.08,15.00
15.72,11.64,15.72,11.40
12.00,11.52,12.00,11.52
12.00,11.04,12.00,10.44
11.16,10.92,11.16,10.44
10.92,11.04,11.70,10.56
11.04,10.80,11.28,10.56
10.80,10.74,10.80,10.56
10.74,10.92,11.04,10.56
11.64,11.04,11.64,10.68
11.39,11.88,11.88,10.68
12.00,11.88,12.00,11.40
12.00,12.00,12.00,12.00
12.00,11.88,12.00,10.44
12.00,11.40,12.00,10.80
11.64,10.80,11.64,10.68
10.32,11.04,11.04,10.32
10.56,11.16,11.16,10.56
10.80,10.80,11.16,10.80
11.04,11.16,11.16,10.80
11.40,11.40,11.40,10.92
11.28,10.80,11.40,10.80
10.80,10.80,10.80,10.44
10.20,10.80,11.04,10.20
10.80,10.80,11.04,10.68
10.80,10.80,11.04,10.20
10.80,11.04,11.04,10.80
10.80,10.80,11.16,10.44
11.16,10.80,11.16,10.68
11.04,10.92,11.16,10.44
10.80,10.80,10.80,10.44
10.80,10.68,11.40,10.68
10.80,10.80,11.40,10.80
10.80,11.28,11.28,10.80
10.80,10.80,11.16,10.80
10.80,10.80,10.92,10.68
10.80,10.32,10.80,10.32
10.68,11.04,11.04,10.68
11.28,11.28,11.28,11.04
11.28,11.16,11.28,11.16
11.28,11.98,11.98,11.16
12.00,13.44,14.16,12.00
13.80,13.32,14.40,13.32
13.20,13.80,14.04,13.20
14.04,14.28,14.40,13.80
nan,14.40,nan,nan
14.16,14.64,14.76,14.16
14.64,15.00,15.60,14.64
15.48,16.80,18.00,14.40
17.04,18.60,18.60,17.04
18.36,18.00,20.76,16.80
18.84,16.80,18.84,16.80
16.92,17.76,17.88,16.92
18.12,17.40,18.12,16.80
17.40,16.92,17.76,16.80
17.04,17.04,17.28,16.80
16.56,16.80,16.80,16.20
17.16,16.20,17.16,15.84
16.20,15.60,16.56,15.60
15.60,17.40,17.40,15.60
16.56,15.60,16.56,15.12
15.36,16.20,16.80,15.36
15.60,15.36,15.72,15.36
15.60,15.00,15.60,15.00
14.40,14.76,15.12,13.20
13.92,15.00,15.60,13.56
15.24,14.76,16.80,14.76
14.64,14.64,15.00,14.40
14.40,14.40,14.40,13.56
14.16,14.04,14.16,13.68
13.20,12.00,13.32,11.52
nan,13.08,nan,nan
N/A,N/A,N/A,N/A
13.08,13.08,13.08,12.00
13.08,13.20,13.68,13.08
12.12,12.72,13.44,12.12
12.84,12.84,13.32,12.84
13.20,12.60,13.20,12.36
13.20,12.60,13.20,12.00
12.36,12.36,12.60,12.24
12.96,12.24,13.20,12.06
12.24,12.60,12.60,12.24
12.60,12.36,12.96,12.36
12.24,12.24,12.24,12.00
12.00,12.00,12.00,12.00
12.12,12.60,12.96,12.12
12.84,12.60,13.20,12.60
13.20,13.20,13.20,12.60
13.20,12.72,13.20,12.72
12.60,13.08,13.08,12.60
12.60,13.20,13.20,12.36
13.32,13.80,14.40,13.32
14.40,13.20,14.40,13.20
13.80,12.60,13.80,12.60
12.84,13.80,13.80,12.84
13.80,14.28,14.40,13.20
14.40,14.16,14.88,13.92
14.16,15.48,15.60,14.16
15.48,15.60,16.20,15.00
15.96,16.80,16.80,15.12
17.40,15.24,17.88,15.24
15.36,14.52,15.48,14.52
15.00,14.28,15.00,13.92
14.76,14.64,14.76,13.80
14.64,14.04,14.64,13.80
14.40,13.80,14.52,13.80
14.16,12.72,14.28,12.72
13.20,13.80,13.92,13.08
13.20,13.80,14.04,13.08
13.80,12.00,13.80,12.00
12.12,12.00,12.72,10.56
12.00,13.20,13.20,12.00
13.20,13.20,13.20,12.96
12.48,13.68,13.68,10.20
13.20,13.68,13.68,13.20
13.20,13.20,13.56,12.96
13.68,13.20,13.68,13.20
12.72,12.72,12.72,12.72
13.08,12.60,13.08,12.60
12.60,11.52,12.84,11.52
11.52,13.56,13.56,11.52
13.20,13.32,13.44,12.12
13.20,13.08,13.20,12.84
13.08,12.96,13.08,12.96
12.96,12.84,12.96,12.84
12.84,12.96,13.20,12.84
13.08,12.96,13.08,12.72
12.72,13.08,13.08,12.72
13.20,12.12,13.20,11.40
11.88,12.48,12.48,11.88
12.60,12.36,12.60,12.36
11.40,12.96,12.96,11.40
nan,11.88,nan,nan
N/A,N/A,N/A,N/A
14.88,11.40,14.88,11.40
11.40,11.16,12.12,11.04
11.40,11.40,11.40,11.40
11.16,10.92,11.16,10.92
11.40,10.44,11.40,10.08
10.68,11.04,11.40,10.20
10.32,9.60,11.04,8.88
9.72,10.20,10.80,9.72
10.68,10.20,10.68,9.60
10.20,10.67,10.67,9.84
10.67,8.88,10.67,8.88
9.60,9.84,9.84,9.36
nan,10.56,nan,nan
9.13,10.08,10.08,9.13
10.44,10.80,10.80,10.44
10.08,9.72,10.08,9.72
9.72,9.72,9.96,9.72
9.72,10.08,10.44,9.60
10.08,9.24,10.08,9.24
9.12,9.24,9.60,9.12
9.00,9.84,9.84,9.00
9.24,9.60,9.60,9.24
9.60,9.60,9.84,9.60
9.00,9.84,9.84,9.00
9.84,9.84,9.84,9.36
9.84,9.84,9.84,9.36
9.24,9.24,9.72,8.64
9.48,9.48,9.48,9.48
9.00,8.88,9.00,8.64
7.92,8.52,9.00,7.92
8.52,8.40,8.52,8.40
8.40,8.52,8.64,8.40
8.64,8.40,8.64,8.40
nan,9.00,nan,nan
8.88,7.80,9.00,7.80
8.64,9.00,9.00,7.99
8.52,8.40,8.64,8.40
8.64,8.16,8.64,8.04
8.52,8.58,8.58,8.16
8.58,8.64,8.64,8.16
8.64,8.64,8.64,8.16
nan,9.00,nan,nan
N/A,N/A,N/A,N/A
9.00,9.24,9.24,8.40
9.48,10.80,10.80,9.36
8.88,10.20,10.20,8.88
nan,9.84,nan,nan
9.84,9.84,9.84,9.72
9.24,10.20,10.20,9.24
10.20,9.60,10.20,9.48
9.48,8.70,9.72,8.70
8.70,8.70,9.12,8.16
9.48,8.76,9.60,8.76
8.76,8.64,8.76,8.64
8.76,9.00,9.00,8.76
8.40,8.88,8.88,8.05
8.16,8.40,8.64,7.68
8.40,8.88,8.88,8.40
8.40,8.40,8.40,8.40
8.76,8.63,8.76,7.20
8.63,7.92,8.63,7.92
8.52,8.64,8.64,8.52
8.40,8.40,8.40,8.40
7.92,8.76,8.76,7.92
8.40,8.16,8.40,8.16
8.16,8.16,8.16,8.16
8.16,8.40,8.40,8.16
8.40,8.52,8.52,8.40
8.52,8.40,8.88,8.16
8.40,8.40,8.40,8.40
8.40,8.88,8.88,8.40
7.92,8.40,8.40,7.92
10.20,7.92,10.20,7.32
8.40,9.24,9.24,8.40
9.24,9.48,9.60,8.76
9.48,9.30,9.48,8.88
9.60,9.60,9.60,8.52
9.60,9.00,9.60,9.00
9.48,9.60,9.60,9.48
9.00,9.12,9.12,9.00
9.00,8.40,9.36,8.40
9.36,8.40,9.36,8.40
9.00,8.64,9.36,8.64
N/A,N/A,N/A,N/A
8.76,9.00,9.00,8.76
8.40,8.40,8.52,8.28
8.52,8.40,8.52,8.28
8.40,8.40,8.40,8.40
8.40,8.52,8.52,8.40
8.52,8.40,9.00,8.28
8.42,8.52,8.52,8.40
8.64,8.52,8.64,8.40
8.52,8.16,8.52,8.16
8.52,8.22,8.52,8.22
8.76,8.16,8.76,8.16
8.16,7.80,8.16,7.80
7.80,8.64,8.64,7.80
8.64,8.40,8.64,8.40
7.80,7.56,8.16,7.32
8.28,7.68,8.28,7.68
7.68,7.44,7.92,7.44
7.32,7.80,7.80,7.32
7.56,7.32,7.80,7.32
7.80,7.80,7.99,7.80
7.32,7.56,7.56,7.32
7.32,7.32,7.44,7.20
6.36,6.90,7.20,6.36
7.04,6.60,7.04,6.36
6.36,6.00,6.60,6.00
6.00,6.24,6.24,6.00
6.24,6.12,6.60,6.12
6.24,5.16,6.24,5.16
5.16,5.76,6.00,5.16
5.76,5.16,5.76,5.16
5.40,5.16,5.40,5.16
N/A,N/A,N/A,N/A
6.00,6.00,6.00,6.00
6.00,6.00,6.00,5.17
6.00,4.80,6.00,4.80
4.68,5.40,6.06,4.68
5.40,5.40,5.40,5.40
5.04,5.40,5.40,4.80
5.40,5.28,5.76,4.44
4.56,4.56,4.56,4.56
4.80,4.80,5.04,4.58
4.92,4.92,4.92,4.92
4.80,4.56,4.80,4.56
4.80,4.56,4.80,4.56
4.80,6.00,6.06,4.80
4.86,4.86,4.86,4.86
4.86,4.92,4.92,4.86
5.04,5.40,5.40,5.04
N/A,N/A,N/A,N/A
6.00,6.96,6.96,5.46
N/A,N/A,N/A,N/A
7.32,6.12,7.32,6.12
7.08,7.08,7.08,7.08
7.08,6.60,7.08,6.36
6.12,7.80,7.80,6.12
8.40,6.12,8.40,6.12
7.80,7.68,7.80,7.68
6.48,6.48,6.48,6.48
6.48,6.36,6.48,6.00
6.12,5.76,6.12,5.76
7.20,7.20,7.20,7.20
7.08,7.20,7.20,5.88
6.12,5.52,6.12,5.52
6.00,6.00,6.12,6.00
6.12,6.12,6.12,6.12
N/A,N/A,N/A,N/A
5.52,5.52,5.52,5.52
5.88,5.16,5.88,5.04
6.00,5.52,6.12,5.52
5.52,6.00,6.00,5.52
6.24,6.96,6.96,6.24
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.24,5.64
6.00,5.40,6.00,5.16
5.04,5.04,5.04,5.04
5.28,5.28,5.28,5.16
4.92,5.28,5.28,4.80
4.80,4.80,4.92,4.80
4.32,4.80,4.80,4.32
4.56,4.80,4.80,4.56
5.16,4.80,5.16,4.32
4.32,4.80,4.80,4.32
4.80,4.80,4.80,4.20
4.80,4.80,4.80,4.44
4.32,4.80,4.80,4.20
4.20,4.32,4.68,4.20
3.96,4.32,4.44,3.96
4.32,4.32,4.32,4.32
3.96,4.20,4.20,3.60
4.08,3.60,4.08,3.60
3.84,3.84,3.84,3.60
3.72,3.72,3.96,3.72
3.84,3.96,3.96,2.40
4.20,4.08,4.20,3.42
3.90,3.96,3.96,3.90
4.08,4.08,4.08,3.96
3.96,4.20,5.40,3.96
4.44,4.44,4.44,4.44
4.21,4.80,4.80,4.21
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.80,5.16,5.40,4.80
4.32,4.32,4.32,4.32
4.32,4.32,4.32,4.32
5.04,4.92,5.04,4.92
4.32,4.20,4.44,4.20
3.96,4.56,4.56,3.84
3.86,3.86,3.86,3.86
3.86,3.86,3.86,3.86
3.96,3.96,4.20,3.96
3.96,3.96,3.96,3.96
3.96,3.96,3.96,3.96
3.96,3.96,4.20,3.96
4.20,4.20,4.20,3.96
3.60,4.20,5.40,3.60
4.08,4.80,4.80,4.08
6.12,4.80,6.12,4.80
4.56,5.40,5.40,4.56
6.00,5.04,6.00,5.04
5.04,4.44,5.04,4.20
4.56,4.44,4.56,4.44
4.56,4.20,4.56,4.20
4.20,3.84,4.20,3.84
3.60,4.20,4.20,3.60
4.20,3.97,4.32,3.97
3.96,3.96,4.08,3.96
3.60,3.48,3.72,3.48
3.60,3.60,3.60,3.60
3.60,3.48,3.60,3.12
3.48,3.60,3.60,3.00
3.60,2.64,3.60,2.64
2.94,3.00,3.12,2.82
3.12,3.00,3.12,2.65
3.00,2.88,3.00,2.70
2.88,2.70,3.00,2.70
2.76,2.88,2.88,2.76
2.76,2.58,2.88,2.58
2.76,2.40,2.76,2.40
2.40,2.40,2.40,2.28
2.40,2.40,2.52,2.34
2.40,2.40,2.58,2.40
2.40,2.40,2.40,2.34
2.40,2.16,2.40,2.16
2.40,2.16,2.40,2.16
2.04,2.04,2.06,1.68
2.16,2.16,2.16,1.92
1.92,1.98,2.16,1.92
2.04,2.04,2.10,1.93
2.10,2.64,2.76,2.10
2.64,2.10,2.76,2.04
2.10,2.28,2.34,2.10
2.28,2.16,2.33,2.16
2.16,2.04,2.28,2.04
2.04,2.10,2.10,2.04
2.16,2.28,2.28,2.10
2.28,2.32,2.32,2.16
2.52,2.28,2.52,2.28
2.28,2.88,2.88,2.28
2.88,3.12,3.24,2.88
3.00,3.36,3.85,3.00
3.84,3.48,3.84,3.36
3.36,3.48,3.48,3.36
3.36,3.00,3.36,2.65
2.65,2.64,2.65,2.64
2.88,2.40,2.88,2.40
2.52,2.52,2.52,2.16
2.52,2.28,2.52,2.28
2.28,2.28,2.28,2.28
N/A,N/A,N/A,N/A
2.04,2.40,2.40,2.04
2.52,2.80,2.88,2.52
2.81,2.64,2.81,2.52
N/A,N/A,N/A,N/A
2.88,2.75,2.88,2.69
2.76,2.76,2.88,2.76
2.64,2.64,2.64,2.64
2.64,2.64,2.76,2.64
2.64,2.16,2.64,2.16
2.64,2.58,2.64,2.40
2.40,2.52,2.52,2.28
2.34,2.29,2.34,2.28
2.58,2.52,2.58,2.28
N/A,N/A,N/A,N/A
2.40,2.16,2.40,2.16
2.28,2.28,2.28,2.28
2.16,2.16,2.16,2.16
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
N/A,N/A,N/A,N/A
2.07,2.12,2.12,2.07
2.16,2.10,2.16,1.92
1.88,1.74,1.88,1.32
1.86,1.80,1.92,1.80
1.75,1.75,1.75,1.75
1.75,1.80,1.92,1.75
1.80,2.52,2.52,1.74
2.52,2.64,2.64,2.40
2.64,2.40,2.64,2.28
2.28,2.58,2.58,2.28
2.52,2.28,2.52,2.16
2.10,3.12,3.80,2.10
3.36,3.96,4.08,3.12
3.73,4.50,4.68,3.73
4.92,4.44,4.92,3.96
4.56,3.96,4.56,3.96
3.96,4.20,4.31,3.96
4.20,4.68,4.92,4.20
4.44,5.16,5.88,3.96
5.23,4.56,5.39,4.32
4.56,4.92,4.92,4.32
4.92,4.68,5.21,4.39
5.16,5.34,5.88,5.04
5.23,5.16,5.70,5.16
5.10,5.76,5.76,5.10
5.40,5.28,5.64,5.28
5.28,6.00,6.00,5.17
6.12,6.24,7.26,6.00
7.26,6.38,7.26,6.24
6.72,5.70,6.72,5.70
6.24,6.36,6.93,5.52
6.36,6.36,6.48,5.52
6.36,5.88,6.36,5.88
6.00,6.12,6.24,5.88
5.88,6.00,6.24,5.64
5.47,6.29,6.30,5.47
5.64,6.72,6.72,5.48
6.72,6.72,6.72,6.06
6.60,6.84,6.84,6.12
6.72,6.60,6.78,6.12
6.60,6.60,6.60,6.12
6.71,6.36,6.71,6.24
6.48,6.06,6.48,6.06
6.12,6.00,6.24,5.76
6.00,6.00,6.24,5.76
6.00,5.52,6.00,5.16
5.52,5.28,5.52,4.82
5.22,5.22,5.22,5.04
5.10,4.86,5.65,4.68
4.98,4.80,5.04,4.74
4.92,4.92,4.92,4.86
5.04,4.74,5.16,4.74
4.92,4.98,5.04,4.80
5.16,5.16,5.16,4.74
4.86,4.80,4.86,4.68
4.74,4.92,5.16,4.74
4.92,5.16,5.16,4.68
5.04,5.16,5.16,4.80
4.74,5.16,5.16,4.74
4.92,5.16,5.16,4.92
4.98,5.15,5.16,4.68
4.73,4.92,5.14,4.68
5.16,4.80,5.16,4.44
4.92,4.90,4.92,4.90
4.56,6.48,6.48,4.56
6.48,6.12,6.60,6.00
6.12,6.48,6.60,5.88
6.60,6.60,6.60,6.36
6.84,6.72,6.84,6.66
6.72,6.48,6.72,6.36
6.66,6.60,6.66,5.88
6.00,6.72,6.72,5.88
6.72,6.59,6.72,6.00
6.36,6.24,6.36,5.76
6.72,6.36,6.72,6.12
6.12,6.72,6.72,6.12
6.12,6.24,6.72,5.77
5.77,6.24,6.24,5.77
5.76,6.24,6.66,5.70
6.00,6.00,6.00,5.52
4.92,6.00,6.00,4.92
6.00,6.00,6.00,5.05
6.00,6.00,6.00,5.40
5.28,6.00,6.00,5.28
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
5.52,6.00,6.00,5.52
5.52,6.00,6.00,5.52
5.52,6.00,6.00,5.52
6.00,6.00,6.24,5.40
5.64,5.64,6.00,5.64
5.40,6.00,6.00,5.40
5.40,5.76,5.76,5.40
5.40,5.76,5.76,5.40
5.40,5.70,5.70,4.92
5.43,5.70,5.70,5.43
5.43,5.40,5.52,5.40
4.92,5.76,5.88,4.92
5.70,5.88,6.00,4.92
4.92,6.00,6.00,4.92
6.00,6.00,6.00,4.70
5.04,5.88,6.00,4.92
5.76,5.76,5.76,4.93
5.17,5.76,5.76,5.17
5.17,5.64,5.76,4.68
4.92,5.73,5.76,4.92
N/A,N/A,N/A,N/A
5.04,5.58,5.58,4.68
4.92,5.64,5.64,4.80
4.92,5.58,5.58,4.44
4.80,5.40,5.52,4.80
4.68,5.16,5.16,4.68
4.68,4.20,4.68,3.64
3.72,4.20,4.44,3.63
4.20,4.07,4.20,3.36
4.07,3.93,4.07,3.24
3.84,3.24,3.84,2.76
3.24,3.66,3.72,3.11
3.60,3.70,3.70,3.24
3.66,3.70,3.70,2.90
3.36,3.36,3.70,3.03
3.24,3.84,3.84,3.24
3.48,3.57,3.82,3.12
3.57,3.60,3.81,3.00
3.60,3.30,3.72,3.24
3.00,3.60,3.63,3.00
3.60,3.58,3.60,3.24
3.00,3.12,3.55,2.88
3.12,2.88,3.55,2.88
2.88,2.40,2.88,2.04
2.40,2.28,2.64,2.16
2.28,1.97,2.50,1.47
1.97,2.26,2.27,1.80
2.31,2.28,2.31,2.16
2.33,2.76,2.76,2.28
2.76,3.00,3.00,2.76
3.00,3.00,3.00,2.80
