RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ
1.78,1.75,1.78,1.75
1.77,1.73,1.80,1.70
1.77,1.77,1.77,1.69
1.78,1.80,1.80,1.65
1.80,1.80,1.80,1.70
1.80,1.79,1.80,1.70
1.77,1.70,1.80,1.70
1.74,1.80,1.80,1.73
1.80,1.72,1.80,1.70
1.70,1.79,1.80,1.70
1.80,1.74,1.80,1.70
1.74,1.73,1.74,1.70
1.73,1.80,1.80,1.73
1.80,1.67,1.80,1.57
1.70,1.65,1.75,1.60
1.59,1.64,1.68,1.59
1.65,1.63,1.65,1.60
1.64,1.67,1.68,1.62
1.70,1.78,1.80,1.66
1.73,1.64,1.77,1.62
1.64,1.64,1.65,1.62
1.69,1.75,1.80,1.64
1.71,1.73,1.77,1.67
1.76,1.75,1.76,1.71
1.71,1.75,1.76,1.66
1.71,1.70,1.73,1.70
1.76,1.67,1.77,1.66
1.70,1.66,1.70,1.66
1.66,1.66,1.74,1.66
1.66,1.69,1.69,1.66
1.70,1.66,1.77,1.65
1.71,1.76,1.76,1.67
1.76,1.86,1.86,1.76
1.84,1.90,1.96,1.84
1.93,1.90,1.98,1.87
1.91,1.76,1.92,1.64
1.93,1.82,1.93,1.82
1.83,1.84,1.88,1.80
1.87,1.91,1.91,1.87
1.92,1.86,1.98,1.85
1.91,1.86,1.94,1.84
1.90,1.98,1.98,1.84
1.91,1.97,2.06,1.87
2.02,1.97,2.12,1.92
1.94,1.98,2.13,1.94
2.04,2.09,2.11,1.97
2.07,2.06,2.14,1.98
2.00,2.06,2.06,1.97
2.07,2.06,2.07,2.05
2.09,2.01,2.09,2.00
2.14,2.18,2.18,2.00
2.22,2.20,2.22,2.12
2.21,2.18,2.30,2.16
2.23,2.10,2.23,2.03
2.10,2.10,2.10,2.10
2.10,2.10,2.11,2.08
2.07,2.07,2.14,2.07
2.07,2.11,2.11,2.04
2.13,2.11,2.15,2.10
2.12,2.05,2.20,2.00
2.10,2.14,2.30,2.10
2.09,2.05,2.19,2.04
2.09,2.13,2.25,2.09
2.18,2.15,2.19,2.15
2.19,2.16,2.19,2.15
2.16,2.14,2.19,2.13
2.19,2.11,2.34,2.10
2.26,2.14,2.26,2.10
2.15,2.11,2.23,2.10
2.19,2.20,2.28,2.10
2.15,2.22,2.27,2.11
2.25,2.27,2.27,2.24
2.22,2.21,2.28,2.15
2.25,2.26,2.27,2.18
2.23,2.39,2.40,2.17
2.35,2.55,2.56,2.30
2.50,2.50,2.56,2.45
2.52,2.75,2.75,2.45
2.78,2.75,2.78,2.58
2.75,2.75,2.79,2.68
2.73,2.65,2.80,2.57
2.59,2.70,2.74,2.50
2.73,2.73,2.74,2.68
2.74,2.76,2.76,2.58
2.75,2.75,2.75,2.71
2.75,2.75,2.77,2.55
2.72,2.71,2.78,2.55
2.73,2.66,2.73,2.65
2.70,2.58,2.70,2.57
2.60,2.64,2.65,2.54
2.54,2.54,2.64,2.53
2.54,2.55,2.63,2.50
2.52,2.48,2.52,2.45
2.45,2.48,2.48,2.42
2.46,2.54,2.60,2.46
2.56,2.63,2.66,2.48
2.64,2.65,2.65,2.61
2.65,2.67,2.73,2.60
2.65,2.66,2.72,2.61
2.65,2.63,2.65,2.63
2.63,2.43,2.64,2.42
2.42,2.54,2.61,2.42
2.49,2.61,2.65,2.49
2.64,2.64,2.65,2.57
2.64,2.65,2.65,2.55
2.67,2.63,2.67,2.63
2.65,2.62,2.65,2.62
2.64,2.65,2.65,2.62
2.63,2.65,2.65,2.58
2.62,2.60,2.64,2.55
2.60,2.59,2.65,2.54
2.55,2.45,2.58,2.42
2.45,2.65,2.65,2.45
2.62,2.61,2.65,2.61
2.70,2.58,2.74,2.48
2.61,2.65,2.66,2.55
2.66,2.64,2.66,2.59
2.61,2.57,2.63,2.57
2.55,2.47,2.57,2.44
2.46,2.47,2.59,2.43
2.51,2.50,2.59,2.47
2.48,2.42,2.48,2.38
2.44,2.46,2.46,2.35
2.40,2.39,2.40,2.30
2.36,2.39,2.39,2.35
2.34,2.50,2.55,2.34
2.50,2.34,2.50,2.34
2.40,2.37,2.50,2.37
2.39,2.31,2.50,2.31
2.40,2.34,2.42,2.32
2.36,2.40,2.48,2.30
2.46,2.32,2.47,2.30
2.37,2.40,2.42,2.32
2.33,2.38,2.41,2.32
2.41,2.32,2.41,2.32
2.33,2.34,2.41,2.33
2.33,2.34,2.37,2.33
2.33,2.31,2.39,2.26
2.30,2.30,2.36,2.30
2.30,2.27,2.34,2.27
2.25,2.41,2.41,2.25
2.34,2.34,2.34,2.34
2.31,2.32,2.36,2.30
2.30,2.32,2.33,2.30
2.45,2.47,2.56,2.42
2.51,2.52,2.58,2.45
2.55,2.47,2.56,2.45
