CHNR,China Natural Resources,NASDAQ
14.00,14.20,14.30,13.83
14.19,14.10,14.20,13.98
13.90,13.94,14.11,13.90
13.99,13.53,13.99,13.49
13.60,13.23,13.60,13.20
13.20,13.10,13.20,12.90
13.09,12.77,13.10,12.71
12.90,12.90,12.97,12.75
12.80,12.80,12.80,12.80
13.76,13.03,13.80,12.96
12.73,12.94,13.67,12.73
13.20,13.10,13.20,13.03
13.10,13.64,13.80,13.04
13.61,13.93,14.10,13.61
13.95,13.71,14.17,13.71
13.75,13.50,13.80,13.35
13.83,13.30,13.87,13.30
13.45,13.52,13.53,13.40
14.00,13.52,14.00,13.30
13.91,13.36,13.91,13.20
13.44,13.36,13.45,13.15
13.98,13.31,13.98,13.18
13.31,13.64,13.99,13.26
13.52,13.59,13.66,13.39
13.43,13.60,13.75,13.43
13.70,13.71,13.78,13.16
13.56,13.25,13.56,13.25
13.35,13.16,13.35,13.15
13.45,13.08,13.45,13.08
13.79,13.42,13.79,13.32
13.48,13.65,13.65,13.42
13.69,13.74,13.78,13.60
13.60,13.22,13.73,13.22
13.23,13.36,13.40,13.23
13.50,13.57,13.60,13.50
13.65,13.51,13.66,13.50
13.51,13.61,13.61,13.51
13.54,13.65,13.80,12.97
13.16,13.18,13.38,13.13
13.50,13.24,13.52,13.22
13.20,13.48,13.77,13.11
13.44,13.48,13.59,13.29
13.34,13.48,13.48,13.29
13.35,13.28,13.35,13.28
13.34,13.28,13.34,13.28
13.30,13.28,13.34,13.28
13.28,13.35,13.35,13.28
13.28,13.66,13.80,13.28
13.54,13.75,13.80,13.52
13.76,13.76,13.92,13.61
13.71,13.70,13.71,13.58
13.70,13.70,13.76,13.70
13.61,13.20,13.62,13.18
13.20,13.23,13.74,12.97
13.18,13.07,13.41,13.00
13.05,12.50,13.06,12.50
12.59,12.98,13.19,12.51
13.10,12.78,13.10,12.78
12.81,12.72,12.85,12.71
12.71,12.81,12.83,12.71
12.71,12.71,12.79,12.71
12.71,12.58,13.00,12.58
13.24,13.09,13.64,12.90
N/A,N/A,N/A,N/A
13.15,13.13,13.25,13.13
12.96,13.35,13.36,12.96
12.76,12.94,12.94,12.75
12.86,13.19,13.47,12.86
13.17,13.17,13.34,13.01
13.00,13.27,13.32,13.00
13.08,12.96,13.08,12.92
13.29,12.85,13.29,12.85
13.20,12.81,13.20,12.75
12.80,12.80,13.13,12.80
12.70,12.84,12.93,12.70
12.70,12.67,12.84,12.58
12.50,12.28,12.51,12.27
11.96,11.87,12.34,11.86
11.61,11.95,11.99,11.58
11.95,12.05,12.05,11.90
12.07,11.98,12.07,11.95
11.97,11.95,12.10,11.95
11.91,11.98,12.00,11.91
11.94,11.62,11.95,11.62
11.66,11.66,11.66,11.66
11.58,11.25,11.58,11.25
11.25,11.25,11.30,11.25
11.30,11.27,11.49,11.25
11.25,10.87,11.25,10.87
10.58,10.71,10.71,10.25
10.50,8.83,10.50,8.20
9.00,9.20,9.44,9.00
9.38,9.28,9.54,9.00
9.88,9.65,9.89,9.22
9.69,10.16,10.21,9.69
10.43,10.99,11.00,10.17
11.24,10.25,11.24,10.10
10.22,10.58,10.98,10.22
10.26,10.50,10.93,10.10
10.53,9.58,10.53,9.41
9.40,9.51,10.04,9.40
9.59,9.95,10.26,9.52
9.81,10.20,10.25,9.62
10.06,10.25,10.47,9.59
10.03,9.84,10.03,9.84
9.90,9.68,9.90,9.49
9.31,9.10,10.15,9.00
9.00,9.10,9.17,8.97
9.60,9.33,9.72,9.10
9.04,9.17,9.50,9.00
9.11,9.47,9.50,9.01
9.50,9.27,9.85,9.11
9.35,9.15,9.35,9.15
9.23,8.93,9.26,8.93
8.93,9.00,9.39,8.91
8.81,8.85,8.85,8.78
8.85,8.85,8.85,8.78
8.75,8.52,8.77,8.46
8.80,8.85,8.96,8.80
8.27,8.00,8.30,8.00
7.26,8.00,8.16,7.15
8.23,9.15,9.45,8.03
8.57,8.81,9.53,8.57
9.52,8.62,9.52,8.30
9.00,9.08,9.25,9.00
9.47,9.38,9.85,8.64
9.36,9.30,9.80,9.30
9.44,9.10,9.44,9.10
8.07,8.88,9.49,8.07
9.00,9.23,9.49,9.00
9.22,9.60,9.76,9.22
9.80,10.50,11.16,9.58
10.57,11.50,11.50,10.56
11.35,11.68,11.77,11.01
11.39,11.01,11.44,10.70
11.12,11.53,11.89,10.85
11.54,11.71,11.87,11.54
11.86,11.86,11.89,11.70
12.19,11.78,12.19,11.70
11.91,11.00,11.91,11.00
11.16,11.32,11.64,10.70
11.76,11.22,11.76,11.19
10.70,10.88,11.00,10.70
10.52,10.63,10.65,10.51
10.80,10.93,11.37,10.50
10.60,10.99,10.99,10.51
10.63,11.12,11.62,10.46
12.20,10.74,12.20,10.44
10.53,11.29,11.29,10.20
11.17,11.61,11.75,10.83
10.64,11.66,11.66,10.64
10.81,10.30,10.81,10.30
9.40,9.86,10.20,9.40
9.02,10.24,10.50,9.02
10.48,10.05,10.88,10.05
10.88,11.00,11.10,10.74
11.05,11.00,11.05,10.56
11.22,10.82,11.22,10.04
10.08,10.40,10.40,10.08
10.25,9.50,10.27,9.10
9.13,9.87,10.47,8.76
9.31,10.12,10.12,9.04
10.10,9.94,10.10,9.89
9.90,9.90,10.00,9.51
10.00,10.07,10.07,10.00
10.00,10.28,10.28,9.99
9.83,9.90,10.15,9.83
10.21,9.90,10.21,9.90
N/A,N/A,N/A,N/A
9.96,10.18,10.25,9.96
9.93,9.90,10.25,9.90
9.82,9.01,9.82,9.01
9.53,9.20,9.66,9.00
9.28,9.61,9.61,9.28
9.64,9.70,9.82,9.63
9.26,9.60,9.60,9.26
9.21,9.76,10.00,9.21
9.35,9.48,9.50,9.30
9.48,9.50,9.55,9.30
9.31,9.65,9.95,9.31
9.96,9.75,9.98,9.30
9.72,9.70,9.75,9.66
9.92,9.80,9.92,9.53
9.53,9.53,9.73,9.52
9.70,9.76,9.77,9.43
9.68,9.75,9.75,9.45
N/A,N/A,N/A,N/A
9.30,9.75,9.75,9.30
9.76,9.72,9.90,9.72
9.43,9.61,9.76,9.30
9.60,9.75,9.94,9.60
9.63,9.65,9.93,9.51
9.54,9.39,9.55,9.30
9.30,9.80,10.00,9.00
9.61,10.00,10.00,9.15
9.46,9.46,9.46,9.46
9.52,9.41,9.52,9.41
9.99,9.99,9.99,9.99
9.95,10.20,10.20,9.54
10.25,10.06,10.34,10.05
9.86,9.31,9.86,9.20
9.15,9.59,9.59,9.15
9.23,9.40,9.48,9.23
9.51,9.27,9.51,9.10
9.11,9.00,9.11,9.00
9.10,9.10,9.10,9.10
9.91,9.10,9.91,9.10
8.91,9.07,9.07,8.90
9.11,8.88,9.20,8.88
8.24,9.19,9.78,8.24
8.72,8.56,8.95,8.56
8.66,8.40,9.12,8.25
8.25,7.90,8.71,7.80
8.00,8.19,8.26,7.93
8.04,7.95,8.33,7.94
8.37,7.96,8.37,7.80
7.60,7.54,7.99,7.38
7.41,7.40,7.71,7.18
7.46,7.34,7.50,7.00
7.17,7.09,7.38,7.00
7.05,6.80,7.28,6.80
6.85,7.06,8.20,6.83
6.81,7.54,7.61,6.81
7.60,7.19,7.60,7.01
7.24,7.19,7.24,7.14
7.61,7.06,7.61,7.06
7.12,7.46,7.84,7.12
7.49,7.51,7.51,7.30
7.43,7.47,7.47,7.42
N/A,N/A,N/A,N/A
7.51,7.54,7.64,7.51
7.53,7.66,7.66,7.47
7.73,7.87,8.40,7.73
7.96,8.03,8.28,7.90
8.00,8.02,8.19,7.68
8.00,8.02,8.02,7.90
7.93,8.01,8.01,7.93
8.03,8.26,8.64,8.03
8.62,7.92,8.62,7.92
7.92,7.97,8.04,7.77
7.80,7.82,7.99,7.62
7.98,8.22,8.22,7.85
8.05,8.02,8.05,8.00
8.12,7.70,8.12,7.65
7.71,7.80,7.80,7.71
7.65,7.74,7.74,7.65
7.83,7.87,8.19,7.75
8.01,8.05,8.24,8.01
7.78,7.86,7.86,7.78
7.81,7.81,7.81,7.81
7.79,7.89,8.15,7.79
8.01,7.85,8.05,7.73
7.88,7.90,7.91,7.87
7.99,7.97,7.99,7.95
7.93,8.09,8.47,7.93
7.90,8.15,8.36,7.90
8.19,8.13,8.19,8.13
8.06,8.06,8.06,8.06
7.90,7.93,8.21,7.90
8.06,8.47,8.89,8.06
8.80,8.96,9.00,8.62
8.83,9.06,9.11,8.77
9.05,8.80,9.05,8.09
8.58,8.61,8.79,8.58
8.60,8.60,8.60,8.60
8.59,8.11,8.63,8.01
8.40,8.46,8.75,8.38
8.40,8.40,8.61,8.39
8.43,8.54,8.85,8.43
nan,8.50,nan,nan
8.48,8.47,8.50,8.34
8.40,8.29,8.40,8.25
8.33,8.34,8.34,8.33
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.26,8.17,8.26,8.17
8.31,7.96,8.31,7.96
7.79,7.83,7.90,7.75
7.90,7.90,7.90,7.89
7.85,7.85,7.85,7.85
7.80,7.69,7.90,7.69
7.85,7.07,7.85,7.07
7.26,7.20,7.26,7.20
7.25,7.78,7.83,7.25
7.41,7.37,7.49,7.36
7.37,7.24,7.37,7.23
7.12,7.31,7.42,7.11
7.21,7.10,7.21,7.10
7.15,7.10,7.15,7.10
7.23,7.42,7.42,7.23
7.37,7.37,7.39,7.11
nan,7.28,nan,nan
7.10,7.13,7.13,7.10
7.11,7.10,7.15,7.10
7.15,7.15,7.15,7.15
7.13,7.15,7.15,7.13
nan,7.15,nan,nan
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.11,7.11,7.11,7.11
7.13,7.45,7.55,7.11
7.41,7.82,7.82,7.37
7.53,7.37,7.98,7.13
7.23,7.29,7.29,7.15
nan,7.22,nan,nan
7.12,7.20,7.20,7.12
nan,7.20,nan,nan
7.08,7.03,7.08,6.91
7.02,6.81,7.08,6.50
7.17,7.17,7.17,7.17
7.20,7.20,7.20,7.20
nan,7.20,nan,nan
7.05,7.00,7.05,7.00
6.82,7.08,7.19,6.82
6.51,6.75,7.10,6.51
6.71,6.71,6.71,6.71
6.71,6.68,6.71,6.68
7.04,6.49,7.04,6.14
6.69,7.10,7.10,6.57
6.69,6.51,6.97,6.51
6.48,6.47,6.75,6.19
6.41,6.88,7.15,6.41
6.86,6.46,6.92,6.34
6.43,6.55,6.55,6.43
6.43,7.05,7.05,6.02
6.92,6.31,6.95,6.21
6.71,6.71,6.71,6.71
6.50,6.02,6.50,6.01
6.09,6.29,6.29,6.09
6.22,6.22,6.22,6.22
6.05,6.03,6.05,6.03
6.10,6.03,6.10,6.03
6.12,6.34,6.34,6.12
6.29,6.02,6.29,6.02
6.06,5.07,6.06,5.02
5.05,3.61,5.05,3.32
3.84,4.19,4.22,3.84
4.26,4.35,4.89,4.26
4.31,4.49,4.49,4.22
4.84,4.43,4.84,4.43
4.06,4.13,4.40,3.75
4.16,4.42,4.49,4.10
4.47,4.47,4.47,4.47
nan,4.47,nan,nan
4.35,4.06,4.35,4.06
4.06,4.45,4.45,4.06
4.06,4.06,4.06,4.06
4.10,4.39,4.48,4.10
4.47,4.48,4.48,4.12
nan,4.47,nan,nan
4.20,4.26,4.48,4.20
4.25,4.21,4.25,4.21
4.33,4.21,4.33,4.21
nan,4.21,nan,nan
4.47,4.21,4.47,4.21
4.15,4.15,4.15,4.15
4.16,3.95,4.25,3.88
3.94,4.14,4.14,3.75
3.82,3.86,3.90,3.82
3.79,3.66,3.97,3.56
3.95,4.01,4.01,3.95
4.00,4.24,4.45,3.98
nan,4.37,nan,nan
4.27,4.78,4.78,4.27
4.81,4.80,5.00,4.59
4.85,4.47,4.85,4.39
4.99,4.99,5.04,4.99
5.02,5.23,5.43,5.02
5.50,5.30,6.00,5.30
5.86,5.39,5.86,5.39
5.60,6.01,6.28,5.60
6.28,6.55,6.55,6.25
6.82,7.07,7.15,6.48
7.01,6.80,7.01,6.54
7.04,7.15,7.36,7.04
7.19,6.81,7.19,6.81
7.15,7.05,7.41,7.00
7.25,7.25,7.25,7.25
7.30,7.92,7.92,7.24
8.54,8.54,8.55,8.04
8.94,8.50,8.95,8.08
8.51,8.40,8.80,8.06
8.08,8.18,8.18,8.08
8.09,7.37,8.09,7.37
7.62,7.23,7.62,7.23
7.52,7.30,7.67,7.05
7.33,7.30,7.36,7.30
7.27,7.28,7.28,7.27
7.36,7.36,7.36,7.36
7.48,7.32,8.20,7.32
7.33,7.10,7.33,7.09
7.09,7.43,7.43,7.05
7.40,7.10,7.40,7.10
7.07,7.01,7.34,6.86
7.12,6.99,7.12,6.99
7.01,7.01,7.03,7.01
7.00,7.15,7.15,7.00
7.00,7.10,7.15,6.95
7.17,7.00,7.17,6.99
7.08,6.50,7.08,6.50
6.80,6.60,6.81,6.55
6.74,7.14,7.19,6.50
6.52,6.60,6.76,6.51
6.74,6.50,6.74,6.50
nan,6.51,nan,nan
6.57,6.57,6.57,6.57
6.62,6.71,6.74,6.62
6.66,6.54,6.66,6.52
6.33,6.30,6.33,6.30
nan,6.54,nan,nan
6.00,6.50,6.61,6.00
6.25,6.30,6.35,6.17
6.25,5.95,6.25,5.95
nan,6.05,nan,nan
5.93,5.80,6.25,5.78
6.26,6.24,6.30,5.79
6.05,6.01,6.05,5.95
6.22,6.01,6.22,6.01
nan,6.14,nan,nan
5.87,5.87,5.87,5.87
5.87,5.68,5.87,5.63
5.79,6.25,6.29,5.79
6.14,6.18,6.23,6.14
5.67,5.77,6.04,5.67
5.86,5.84,5.86,5.84
6.02,5.81,6.02,5.81
5.90,5.90,5.92,5.90
5.71,5.75,5.75,5.70
5.74,5.70,5.74,5.70
5.85,5.70,5.85,5.70
5.70,5.85,5.85,5.67
5.70,5.70,5.70,5.70
5.56,5.59,5.59,5.56
5.67,5.67,5.67,5.67
5.70,5.70,5.70,5.70
nan,5.70,nan,nan
5.50,5.50,5.50,5.50
5.53,5.53,5.53,5.53
5.56,5.56,5.56,5.56
5.61,5.61,5.61,5.61
nan,5.64,nan,nan
5.63,5.61,5.65,5.60
5.60,5.60,5.61,5.60
5.60,5.50,5.60,5.50
5.51,5.51,5.51,5.51
5.50,5.61,5.61,5.48
5.55,5.40,5.55,5.40
5.38,5.21,5.38,5.15
5.20,5.30,5.49,5.20
5.29,5.30,5.30,5.20
5.20,5.38,5.40,5.20
5.20,5.23,5.43,5.20
5.25,5.25,5.25,5.25
5.25,5.23,5.52,5.20
5.23,5.23,5.23,5.23
5.00,5.00,5.00,5.00
4.95,4.78,5.00,4.32
4.57,4.69,4.69,4.08
N/A,N/A,N/A,N/A
4.50,4.33,4.50,4.21
4.40,4.35,4.41,4.33
4.57,4.67,4.67,4.12
4.67,4.65,4.67,4.33
4.29,4.37,4.63,4.25
4.34,4.34,4.34,4.26
4.26,4.49,4.63,4.26
4.41,4.68,4.68,4.41
4.45,4.45,4.65,4.44
4.40,4.45,4.45,4.29
4.33,4.40,4.51,4.33
4.28,4.30,4.35,4.26
4.35,4.34,4.35,4.26
4.29,4.35,4.39,4.29
N/A,N/A,N/A,N/A
4.38,4.92,5.12,4.38
5.15,5.50,6.08,5.06
5.50,5.93,6.17,5.40
5.95,6.18,6.19,5.60
6.03,6.18,6.18,6.00
6.23,6.10,6.23,6.10
5.56,5.95,5.95,5.50
5.90,5.56,5.90,5.45
5.81,5.57,5.97,5.57
6.00,5.89,6.00,5.37
5.69,5.69,5.69,5.69
5.87,5.43,5.92,5.33
5.52,5.52,5.52,5.52
5.64,5.64,5.64,5.64
5.17,5.52,5.52,5.17
5.20,5.50,5.50,5.20
5.20,5.25,5.25,5.20
5.26,5.21,5.26,5.21
5.16,4.80,5.25,4.80
5.21,5.48,5.65,4.75
5.99,5.65,6.00,5.64
5.50,5.50,5.50,5.50
5.53,5.40,5.55,5.30
5.00,5.94,5.94,4.97
5.10,5.81,5.99,5.07
5.82,5.99,6.00,5.12
5.64,5.41,5.98,5.32
5.45,5.44,5.49,5.31
5.50,5.10,5.50,5.10
4.85,4.87,4.87,4.85
N/A,N/A,N/A,N/A
4.85,4.90,4.98,4.85
4.93,4.93,4.93,4.93
4.96,4.83,4.96,4.80
4.80,4.80,4.80,4.80
4.80,5.14,5.21,4.78
5.44,5.44,5.44,4.83
5.06,5.10,5.10,5.05
N/A,N/A,N/A,N/A
4.84,5.30,5.30,4.84
5.39,5.20,5.40,4.84
5.00,5.02,5.02,5.00
5.00,4.95,5.14,4.95
5.30,5.25,5.30,5.25
N/A,N/A,N/A,N/A
4.90,4.87,5.07,4.87
4.85,4.85,4.85,4.85
4.85,5.08,5.25,4.85
5.08,5.08,5.08,5.08
5.10,5.10,5.10,5.10
5.13,5.08,5.13,5.08
5.08,5.08,5.08,5.08
5.09,5.00,5.09,5.00
4.98,4.97,5.00,4.85
4.84,4.71,4.85,4.71
4.80,4.74,5.20,4.74
4.70,4.70,4.70,4.70
4.75,4.80,4.80,4.75
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
N/A,N/A,N/A,N/A
4.70,4.70,4.70,4.70
4.70,4.57,4.70,4.50
4.51,4.51,4.51,4.50
4.57,4.65,4.65,4.49
4.64,4.74,4.74,4.64
4.92,4.92,4.92,4.92
4.84,4.66,4.84,4.66
4.90,4.89,4.90,4.89
N/A,N/A,N/A,N/A
4.75,4.65,4.75,4.65
N/A,N/A,N/A,N/A
4.90,5.04,5.04,4.90
4.93,4.77,4.93,4.73
4.76,4.75,4.76,4.75
4.65,4.69,5.05,4.65
4.65,4.65,4.65,4.65
4.69,4.67,4.73,4.67
4.80,4.69,4.80,4.65
N/A,N/A,N/A,N/A
4.68,4.70,4.70,4.60
4.66,4.60,4.89,4.60
4.60,4.60,4.60,4.60
4.67,4.67,4.67,4.67
4.75,4.20,4.75,4.20
4.28,4.28,4.28,4.28
4.32,4.30,4.32,4.30
4.23,4.48,4.48,4.20
4.59,4.15,4.59,4.05
4.08,4.20,4.20,4.08
4.07,4.09,4.12,4.02
4.03,4.04,4.34,4.03
4.14,4.02,4.14,4.02
4.03,4.03,4.03,4.03
4.13,4.15,4.62,4.13
N/A,N/A,N/A,N/A
4.38,4.19,4.38,4.19
4.19,4.17,4.19,4.15
4.19,4.05,4.30,4.05
4.15,4.04,4.15,4.03
4.05,4.03,4.13,4.03
4.02,4.02,4.07,4.02
4.22,4.20,4.45,4.05
4.12,4.05,4.12,4.05
4.14,4.15,4.40,4.14
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.12,4.15,4.15,4.10
4.15,4.02,4.16,4.02
4.22,4.22,4.22,4.22
4.02,4.02,4.02,4.02
4.00,4.00,4.01,4.00
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
3.98,3.98,3.98,3.98
N/A,N/A,N/A,N/A
3.83,3.97,3.97,3.83
N/A,N/A,N/A,N/A
