CVX,Chevron Corporation Common Stock,NASDAQ
112.39,112.76,113.48,112.21
113.04,114.44,114.48,112.82
114.73,115.17,115.40,114.20
114.99,115.81,115.99,114.97
117.77,117.15,118.99,116.57
117.90,117.42,118.31,116.03
116.71,115.96,117.88,115.76
115.63,117.05,117.39,115.36
117.84,118.08,118.58,117.42
118.37,117.65,118.45,117.42
117.85,117.95,118.63,117.67
118.34,117.91,119.00,117.86
117.94,118.77,118.99,117.77
118.41,118.42,118.70,118.05
118.50,118.22,118.90,118.11
118.31,117.91,118.86,117.75
118.01,117.82,118.42,117.48
117.44,117.70,118.24,117.31
118.38,117.85,119.00,116.59
118.41,117.82,118.65,117.60
118.00,117.31,118.48,116.72
117.45,116.84,117.58,116.38
116.29,115.84,116.36,115.11
115.56,114.96,116.39,114.89
115.15,115.93,116.45,114.86
116.50,116.16,116.99,115.41
115.86,116.38,116.88,115.61
