CVX,Chevron Corporation Common Stock,NASDAQ
77.57,77.88,78.00,77.20
77.67,77.37,77.83,76.96
76.93,77.66,78.00,76.63
78.04,79.50,79.62,78.00
79.50,80.43,80.80,79.37
80.42,80.21,80.57,79.27
80.46,80.58,80.61,80.03
80.61,81.59,81.76,80.51
81.46,80.75,81.90,80.28
80.25,81.32,81.50,80.05
81.82,82.05,82.36,81.66
82.30,81.92,82.67,81.24
81.11,81.20,81.45,80.64
81.04,82.67,82.77,80.95
82.52,82.59,83.14,82.34
82.08,80.23,82.51,80.07
80.62,80.62,80.92,79.85
81.19,82.29,82.99,81.19
82.37,81.44,83.13,81.29
81.96,82.83,83.41,81.33
82.01,80.76,82.24,79.63
79.69,80.19,80.73,79.45
79.41,77.20,80.21,71.50
77.22,77.10,78.61,76.41
79.37,79.89,80.56,78.53
79.64,79.70,80.74,79.49
79.77,80.06,80.46,79.36
79.80,78.92,80.06,78.75
78.42,77.83,78.49,76.98
77.39,77.73,77.95,75.95
78.31,76.85,78.67,76.39
76.35,76.60,77.00,75.54
75.04,73.60,75.40,73.53
72.35,74.48,74.65,72.00
74.22,73.44,74.38,73.31
71.74,72.57,72.69,70.80
73.19,71.55,73.50,71.44
73.13,74.36,74.36,72.30
74.00,73.87,74.40,73.04
73.56,72.29,74.52,72.29
72.66,74.13,74.13,72.12
74.66,73.91,74.75,73.14
72.15,71.28,72.71,70.80
71.66,71.35,72.49,71.19
71.68,71.02,71.73,69.82
71.17,70.79,72.39,70.60
72.87,74.17,74.17,72.69
73.48,74.06,74.06,72.79
74.23,74.18,75.54,74.16
74.57,75.23,75.26,74.18
74.61,74.95,75.39,74.45
75.02,75.32,75.49,74.20
75.47,75.52,75.75,74.90
76.81,75.72,77.25,75.29
75.45,74.00,75.72,73.88
73.84,72.26,73.90,72.15
71.80,70.83,72.13,70.70
71.13,70.06,71.13,69.88
70.56,69.96,70.57,69.63
69.20,68.36,69.39,68.00
68.22,67.86,69.06,67.80
68.19,67.48,68.30,66.83
67.79,67.31,68.15,66.87
68.28,67.56,68.32,66.86
67.82,69.45,69.50,67.49
70.18,70.41,70.69,69.21
70.46,71.84,72.00,70.05
71.53,71.85,72.13,71.35
72.99,73.23,73.58,72.50
73.01,73.05,73.12,72.35
73.23,73.04,73.23,72.16
72.65,71.50,72.84,71.25
71.84,72.00,72.30,71.49
71.00,73.10,73.21,70.96
73.33,72.17,73.55,71.57
72.80,73.44,74.00,72.58
73.28,73.52,73.55,72.67
73.82,74.62,74.62,73.41
74.86,75.30,75.43,74.50
75.13,75.56,75.66,75.01
75.89,76.02,76.37,75.28
75.15,76.21,76.37,74.89
77.62,77.80,78.33,77.32
77.92,78.66,79.12,77.81
78.78,79.02,79.10,78.23
78.51,79.07,79.19,78.24
78.23,78.73,79.02,77.81
79.30,79.29,79.43,78.87
78.54,79.04,79.48,78.16
77.97,77.13,77.98,77.02
76.41,77.07,77.78,76.20
77.04,77.40,77.77,76.91
77.11,77.71,77.83,76.37
77.57,77.77,78.08,77.08
77.61,77.04,77.73,76.54
76.72,75.84,76.82,75.50
75.46,75.05,75.56,74.55
75.34,75.05,75.99,75.05
74.27,73.78,74.90,73.62
73.32,74.07,74.30,72.57
74.37,73.33,74.38,73.10
73.89,74.93,75.04,72.93
74.63,73.78,74.80,73.78
73.51,74.08,74.53,73.23
75.36,76.77,76.91,75.24
76.75,77.45,77.48,76.47
77.39,78.00,78.00,77.39
77.68,77.05,77.91,76.97
77.16,77.25,77.88,77.07
77.89,77.36,78.28,77.27
78.33,78.82,78.82,77.94
79.37,79.25,79.51,78.67
79.25,79.51,79.98,79.18
79.06,79.21,79.33,78.52
78.99,79.05,79.13,78.39
79.42,78.46,79.73,78.24
78.54,79.90,80.13,78.47
80.04,79.75,80.23,79.10
79.93,79.25,80.40,79.24
78.52,78.54,79.37,78.16
79.26,80.12,80.29,78.71
80.30,80.08,80.61,80.07
80.45,80.88,81.20,79.58
80.74,81.28,81.70,80.49
81.69,81.05,82.19,80.33
81.89,81.95,82.36,81.48
81.89,81.31,82.14,80.68
82.18,83.39,83.50,81.95
83.29,83.89,84.30,83.21
84.42,83.52,84.50,82.94
83.47,83.94,84.10,82.95
83.85,83.71,84.00,83.35
83.36,83.84,84.18,82.63
83.45,83.67,84.11,82.86
83.65,83.90,83.92,82.96
84.39,83.61,84.54,83.12
83.48,84.48,84.77,83.40
83.38,82.79,83.68,82.14
83.14,84.02,84.52,82.93
84.51,84.25,85.00,83.39
84.79,84.55,84.79,84.17
85.13,84.87,85.79,84.74
84.65,85.15,85.24,84.49
84.64,84.31,84.64,83.29
85.27,84.44,85.65,84.10
82.89,82.60,83.23,81.98
83.15,81.45,84.08,81.09
82.36,82.15,82.45,81.72
82.66,82.70,83.12,81.91
84.16,85.14,85.31,83.88
84.71,84.98,85.32,84.05
84.62,84.80,85.00,83.79
83.91,83.56,84.27,83.10
83.78,85.17,85.22,83.25
85.00,86.09,86.19,85.00
85.46,85.44,85.61,84.56
85.74,84.86,85.97,84.83
83.55,82.48,83.58,81.93
82.41,82.46,83.13,82.10
83.04,83.82,83.98,82.95
83.69,83.94,83.96,82.82
83.47,83.45,83.58,82.05
82.47,81.75,82.50,81.15
82.15,82.93,83.01,82.00
82.44,82.05,82.57,81.79
81.30,81.69,82.05,80.41
80.64,80.97,81.61,80.47
82.15,82.70,83.22,81.75
82.70,84.50,84.67,82.53
84.49,84.89,85.00,84.36
84.79,84.95,85.21,84.49
85.92,86.30,86.63,85.71
86.51,86.14,86.80,85.63
86.79,86.65,86.98,85.84
86.96,87.03,87.08,86.24
87.72,88.37,88.95,87.51
88.58,88.38,88.95,88.13
88.02,88.01,88.63,87.93
88.08,89.06,89.22,87.85
88.85,88.49,88.96,88.08
88.96,88.80,89.60,88.57
89.34,89.23,89.82,88.95
89.62,89.92,89.96,89.32
89.89,90.68,90.89,89.82
90.49,90.12,90.60,90.04
90.32,91.19,91.43,90.12
91.54,91.37,92.39,91.35
91.32,91.60,91.94,91.15
91.58,91.25,91.80,91.00
91.66,91.94,92.38,91.30
92.28,91.60,92.48,91.22
90.92,91.44,92.07,90.50
91.76,90.69,91.83,90.27
90.98,91.19,91.30,90.27
90.95,90.41,91.17,90.12
90.87,91.83,91.99,90.81
92.36,92.45,92.85,92.20
92.01,92.18,92.60,91.78
92.12,92.83,92.88,91.82
92.94,93.35,93.75,92.93
93.63,92.97,93.71,92.58
92.14,92.71,92.86,91.58
93.37,93.78,93.94,93.10
93.89,94.10,94.53,93.66
93.78,94.08,94.44,93.35
94.38,94.64,94.97,93.58
94.56,94.75,94.96,94.30
94.49,93.37,94.85,92.93
93.85,94.93,95.19,93.37
95.63,96.22,96.49,95.17
95.37,96.48,96.85,95.37
96.57,97.31,97.44,95.76
96.93,97.11,97.33,96.52
97.28,97.66,98.23,97.26
97.87,97.74,97.99,97.11
97.25,96.24,97.38,95.70
95.88,96.70,96.98,95.74
96.09,96.45,97.18,95.89
95.50,96.95,97.16,95.50
96.58,96.34,96.85,95.66
96.72,96.66,97.02,96.08
96.56,97.17,97.34,96.41
97.41,98.72,98.81,97.03
99.23,100.32,102.12,99.23
100.53,102.27,103.94,100.52
103.09,102.03,103.42,101.55
101.71,102.10,102.63,101.35
102.28,103.75,103.94,102.18
104.07,102.90,104.99,102.84
103.05,103.47,103.97,102.19
103.84,104.19,104.57,103.32
104.13,103.75,104.78,102.50
104.12,103.01,104.77,103.01
103.41,103.77,104.04,101.45
103.18,102.14,103.68,101.90
101.48,99.08,101.48,98.29
98.10,99.93,100.75,97.60
99.16,100.80,101.00,99.03
98.18,101.23,102.00,97.98
101.65,99.51,102.07,98.63
100.88,102.24,102.57,100.40
103.37,102.80,103.97,102.36
103.86,105.19,105.20,103.20
105.36,105.23,105.94,105.12
104.73,105.48,105.92,104.45
105.87,105.38,105.92,104.93
105.72,106.78,107.01,105.38
106.40,106.04,107.10,106.04
106.04,107.37,107.48,105.52
107.61,108.01,108.74,107.55
109.31,107.49,109.65,107.35
108.29,108.32,108.78,107.51
108.52,108.23,108.57,107.85
108.25,109.33,109.80,108.23
109.83,108.66,109.94,108.44
109.02,108.94,109.10,107.51
109.35,109.66,109.94,109.14
109.74,107.78,109.90,107.57
106.47,104.18,106.70,103.48
104.82,103.81,105.14,103.34
103.32,104.88,105.29,103.13
105.52,106.24,106.50,104.35
104.95,104.50,104.99,103.04
104.49,105.40,105.85,104.27
107.71,107.81,108.34,107.01
108.25,108.13,108.25,107.49
107.37,107.42,107.78,106.68
107.85,108.75,108.83,107.16
109.11,108.97,109.17,107.55
109.08,108.81,109.10,108.08
108.48,109.44,109.60,107.78
109.48,108.18,109.58,107.61
107.58,106.17,107.84,105.19
106.02,104.68,106.02,103.70
103.36,102.62,104.12,101.11
103.34,102.88,104.45,102.00
103.25,104.09,104.86,103.00
104.32,104.36,104.95,103.25
103.27,102.26,103.46,101.25
101.63,102.76,103.32,100.41
103.45,102.39,103.49,101.27
102.03,101.65,103.29,101.41
100.31,100.41,101.19,99.61
100.92,102.86,103.46,100.17
103.69,103.87,104.53,102.94
103.55,102.57,103.81,101.77
101.13,101.37,101.91,100.70
101.85,102.27,103.39,101.85
102.00,103.25,103.86,101.81
102.99,103.36,103.80,102.10
103.64,103.21,104.22,102.53
104.61,104.91,105.21,103.71
104.73,102.49,104.95,102.08
102.35,101.12,102.59,100.36
99.73,101.00,101.69,99.57
100.90,99.68,101.31,99.30
100.23,99.47,100.91,99.38
99.51,99.95,100.84,99.50
100.51,101.23,101.87,100.32
100.94,99.67,101.00,98.98
100.04,98.93,100.51,98.07
100.02,100.60,101.29,99.89
99.20,98.41,99.91,97.71
98.06,99.43,99.66,97.81
100.23,99.17,100.84,98.73
98.88,99.91,100.20,98.65
100.54,101.59,101.98,100.32
101.27,101.07,102.46,101.00
98.90,99.36,99.55,97.00
99.54,97.90,99.74,97.81
97.94,98.90,99.64,97.94
99.53,100.35,100.60,99.30
100.69,101.28,101.71,99.91
101.79,102.84,102.94,101.28
102.71,104.09,104.19,102.01
104.11,105.12,105.76,104.11
104.82,105.08,105.24,104.57
106.08,106.59,106.92,105.80
105.45,105.89,106.00,105.07
104.43,104.41,104.64,103.75
103.99,104.39,105.95,103.99
104.74,105.09,106.61,104.72
105.70,104.67,106.47,104.57
105.68,106.19,106.30,105.14
105.58,106.23,106.50,105.11
106.49,107.48,107.80,106.49
107.51,107.10,107.65,106.88
107.88,109.43,109.75,107.76
109.39,108.97,109.66,108.82
107.55,108.10,109.00,107.46
107.91,107.57,108.47,107.34
106.97,105.63,107.00,105.47
105.15,105.03,105.85,104.43
103.72,104.02,105.23,103.07
106.08,105.38,106.13,103.92
104.72,103.45,105.70,103.43
103.53,102.76,103.74,100.87
100.78,96.84,100.98,96.51
98.03,97.61,99.34,93.82
94.28,90.25,95.80,89.75
91.60,93.40,93.71,87.30
92.71,90.57,93.85,89.74
92.07,94.07,95.14,90.78
95.64,95.86,97.05,94.92
97.00,99.10,99.23,96.79
97.99,98.14,99.28,97.15
98.41,97.68,99.09,97.11
95.14,93.24,95.38,91.75
92.09,93.29,95.36,92.08
96.55,93.30,96.55,92.95
93.92,97.33,97.38,93.46
96.83,97.59,97.76,96.07
98.05,95.96,98.52,95.29
94.68,96.85,97.35,93.36
98.28,98.74,98.76,96.58
97.97,98.40,98.98,96.74
98.85,98.84,99.72,98.08
99.01,98.52,100.48,98.50
96.31,96.41,97.06,95.07
93.58,95.61,95.80,92.75
98.27,99.29,99.44,97.86
98.89,98.41,100.58,98.00
97.01,95.19,97.39,94.78
93.94,95.91,95.93,93.16
96.76,95.93,96.84,94.63
96.31,97.31,99.00,95.15
98.72,99.26,99.50,98.06
100.00,99.63,100.16,98.29
97.19,98.71,99.34,96.60
99.28,97.79,99.74,97.74
97.21,94.27,97.78,94.14
90.91,90.17,91.51,88.59
90.13,90.01,90.84,88.56
90.65,91.49,91.65,88.76
94.16,93.54,95.35,93.05
93.99,91.74,95.33,91.54
94.19,94.39,94.48,92.32
92.96,92.59,94.80,92.52
91.93,89.88,92.77,89.85
88.72,91.48,91.84,86.68
92.14,94.66,94.74,91.03
93.38,94.61,94.81,92.72
95.67,94.40,95.73,93.66
96.13,98.20,98.24,96.09
97.21,97.60,98.64,97.15
98.11,97.78,98.75,96.69
96.62,97.79,98.10,96.25
98.97,100.47,100.56,98.85
99.91,98.61,100.25,98.40
99.03,102.95,104.15,97.97
102.69,102.24,104.08,101.71
102.68,103.39,103.66,101.72
104.50,105.53,105.84,104.21
105.50,106.27,106.87,105.27
106.62,104.50,106.91,104.33
106.08,106.77,106.84,104.46
107.84,109.26,110.01,107.62
108.85,109.64,109.99,107.26
107.72,105.05,108.00,105.05
101.47,102.08,103.68,100.79
103.96,104.54,104.93,103.14
105.84,106.13,106.35,104.70
105.75,106.43,106.60,104.48
106.65,107.72,108.53,105.54
108.27,108.86,109.00,106.50
105.80,104.28,106.49,103.88
105.32,105.50,106.01,103.50
106.69,107.05,107.52,106.61
106.20,106.17,106.74,105.38
106.23,103.27,107.33,102.58
102.51,101.05,103.42,100.74
100.75,100.08,102.13,98.75
100.52,97.88,101.50,97.52
96.92,95.66,96.94,94.45
95.68,96.42,97.25,95.00
95.42,93.75,95.58,93.75
94.03,92.29,94.45,92.29
96.03,95.77,96.35,95.00
95.96,97.39,98.05,95.75
100.50,102.82,102.82,100.11
102.82,101.83,103.00,100.96
103.04,101.69,103.19,101.50
103.58,102.82,104.00,102.04
103.10,104.36,104.73,102.84
104.22,104.52,105.74,103.97
104.00,102.25,104.80,101.95
102.74,104.25,104.50,102.71
104.02,103.07,104.23,101.50
104.22,103.62,105.89,103.10
102.75,100.53,104.02,99.51
101.23,99.67,101.60,99.32
100.32,100.86,100.86,99.59
101.16,99.72,101.33,99.50
101.94,103.67,103.85,101.78
103.68,105.43,105.53,103.55
105.51,106.31,106.58,105.06
106.63,107.50,107.61,106.10
107.26,107.98,108.49,107.26
107.86,105.96,108.16,105.88
106.38,107.47,107.56,106.32
106.79,106.40,107.50,106.18
108.74,110.37,110.99,108.73
109.83,110.18,110.37,109.20
109.39,109.10,109.54,107.97
109.41,108.31,109.61,108.09
108.24,109.49,109.67,108.03
110.12,109.06,110.66,108.90
108.51,107.77,108.65,107.13
104.52,104.97,106.04,104.52
104.62,106.09,106.15,103.51
107.27,106.72,107.98,106.03
106.00,106.83,106.94,105.20
107.21,106.93,107.50,105.82
106.95,106.89,107.20,106.25
106.99,107.01,107.50,106.56
106.45,106.72,107.09,106.18
106.37,107.73,108.00,105.09
108.03,106.59,108.57,106.35
104.39,103.96,104.67,103.12
103.40,103.41,103.50,102.08
104.61,103.12,104.78,102.40
104.42,102.79,104.42,102.68
103.03,103.69,103.96,102.88
104.91,105.50,105.60,104.48
104.62,106.67,106.76,104.37
106.02,106.83,107.06,105.44
107.27,106.76,107.50,106.09
107.18,106.37,107.41,106.07
105.19,105.28,105.52,104.58
106.16,106.38,106.53,105.28
106.25,106.49,106.53,105.56
106.24,105.00,106.24,104.59
105.52,106.52,106.57,104.80
107.02,106.66,107.24,106.04
107.51,108.41,108.50,107.44
108.16,107.50,108.56,107.20
107.54,108.35,108.50,107.32
108.80,109.08,109.40,108.50
108.29,109.63,110.22,108.28
109.68,109.61,110.40,109.18
110.40,109.12,110.92,108.92
109.17,109.76,110.14,109.10
109.50,109.61,109.87,109.00
109.14,109.32,109.45,108.14
108.14,108.85,109.03,108.00
109.00,109.46,109.95,108.19
109.80,110.03,110.57,109.56
109.89,109.57,110.41,109.37
109.65,110.00,110.00,109.16
110.22,111.19,111.31,109.43
111.05,110.69,112.28,110.54
110.51,110.03,110.93,109.46
110.43,110.28,110.83,110.10
110.52,110.70,111.06,110.30
109.93,109.08,109.93,108.93
108.95,107.91,109.02,107.35
106.85,105.35,106.99,105.03
105.68,106.36,106.90,104.85
107.23,107.84,107.97,106.83
107.88,107.04,108.00,107.01
106.57,105.89,106.96,105.20
105.08,106.85,107.02,104.92
107.04,107.21,107.24,106.41
106.85,108.30,108.79,106.60
107.93,107.14,108.23,106.23
106.25,105.60,106.26,105.03
105.17,104.75,105.90,104.33
103.30,103.49,104.08,102.85
103.25,101.45,103.38,101.40
102.31,100.95,102.45,100.78
100.89,102.59,102.86,100.51
102.29,100.78,102.36,100.72
101.62,101.51,102.24,101.17
102.46,103.62,104.09,102.34
103.42,103.39,103.97,102.85
103.27,102.51,103.64,102.18
103.11,102.52,103.84,102.42
101.19,102.44,102.72,100.89
102.77,103.03,103.17,102.14
103.56,103.85,103.89,102.62
104.00,106.22,106.70,103.99
106.78,106.20,106.80,105.67
106.16,106.56,106.61,105.81
106.74,108.27,108.79,106.39
107.51,107.03,107.65,106.59
107.04,105.99,107.06,105.41
105.27,103.72,105.49,103.26
103.08,103.31,103.82,102.59
102.75,102.84,103.21,101.55
101.61,101.78,102.50,101.37
102.83,103.36,104.24,102.65
102.95,102.69,103.95,102.47
101.74,101.94,102.30,101.27
102.04,100.90,102.66,100.71
100.77,100.10,101.78,100.01
100.20,100.14,101.41,99.89
100.48,98.46,100.75,98.24
98.81,99.69,99.74,98.35
99.93,99.32,100.68,98.73
98.33,99.00,99.00,96.70
99.26,100.06,100.12,98.55
100.04,98.86,100.24,98.42
99.81,100.24,100.85,99.50
99.11,97.63,99.11,97.50
98.06,98.31,99.16,96.68
96.65,96.41,97.29,96.02
96.48,96.58,97.14,95.73
96.39,96.49,96.87,95.78
97.89,99.80,99.80,97.58
100.98,100.39,102.00,100.18
99.89,100.84,101.00,99.69
101.99,99.91,102.33,99.57
100.20,100.74,100.90,99.56
100.68,100.13,101.40,99.71
100.17,101.92,102.17,99.90
103.00,104.33,104.50,102.64
103.14,103.46,103.97,103.00
103.99,104.06,104.65,103.77
104.04,103.63,104.55,102.59
103.46,100.02,103.75,99.87
100.65,100.44,101.12,99.58
99.34,99.08,99.56,98.17
98.97,100.95,101.29,98.83
101.46,102.57,102.90,101.25
101.85,103.46,103.65,101.43
105.32,105.50,105.51,104.35
105.59,105.86,106.09,104.69
106.29,107.37,107.42,106.22
106.27,106.03,107.05,105.73
104.99,105.07,105.35,104.39
104.97,104.46,105.04,103.55
104.87,103.88,105.39,103.29
104.31,104.85,105.63,104.02
104.31,105.03,106.08,104.27
105.34,106.01,106.19,104.87
105.71,106.78,107.25,105.50
106.99,107.43,107.50,105.58
106.79,107.88,107.98,106.66
107.92,108.84,108.98,107.12
108.16,109.19,109.25,107.50
107.25,107.95,108.28,106.03
108.16,106.30,108.16,104.61
106.52,106.06,106.77,105.28
107.59,108.27,108.63,107.26
109.38,109.26,109.50,107.13
108.87,109.82,109.93,108.76
109.55,109.58,110.82,109.53
109.72,110.50,111.23,109.14
109.46,109.25,109.93,108.47
111.14,111.12,111.88,110.90
110.75,111.31,112.10,110.70
111.60,111.95,112.39,111.51
111.50,112.14,112.64,111.36
112.26,112.63,113.28,111.73
111.96,113.55,113.64,111.28
113.32,113.28,113.59,112.71
113.70,113.32,113.87,112.96
112.13,112.57,113.00,112.00
112.72,113.32,113.59,112.10
113.31,112.66,113.57,112.51
112.69,112.52,112.89,112.14
112.81,111.98,113.45,111.78
111.90,112.15,112.35,111.28
112.08,111.29,112.17,110.95
110.77,112.01,112.20,110.76
112.18,111.73,112.39,111.46
111.84,112.35,112.80,111.77
112.33,111.80,112.44,111.60
111.49,110.93,111.69,110.92
111.67,112.16,112.95,111.67
112.00,111.22,112.27,110.88
111.60,110.77,111.73,110.59
111.57,113.03,113.44,111.57
112.97,114.00,114.00,112.74
114.20,113.96,114.54,113.60
114.07,114.18,114.75,114.00
114.23,114.48,114.74,114.03
114.73,116.56,116.97,114.12
116.93,117.25,118.22,116.48
117.17,117.14,118.50,116.89
116.99,116.97,117.65,116.59
117.09,116.60,117.18,115.83
116.14,117.85,118.17,115.50
118.53,117.80,118.53,117.47
117.55,117.78,118.49,117.46
118.18,116.93,118.50,116.53
116.82,116.30,117.00,116.15
116.78,117.20,117.40,116.52
116.88,116.56,116.89,116.15
116.92,117.25,118.25,116.87
117.65,117.96,118.08,116.92
117.65,116.14,117.74,116.05
116.64,117.15,117.47,116.47
117.42,117.50,118.25,117.12
117.19,117.62,117.87,116.95
117.52,117.36,118.38,117.35
114.64,112.45,115.05,112.01
113.37,113.06,114.22,113.06
113.08,112.07,113.29,111.61
112.16,112.82,113.04,111.10
113.48,114.09,114.41,113.32
114.36,115.18,115.36,114.36
114.55,114.66,115.03,114.37
114.90,113.38,114.99,113.11
113.61,112.74,113.70,111.73
111.58,109.38,111.58,109.10
109.42,109.71,110.49,109.03
110.63,110.96,110.97,109.65
110.67,111.18,111.69,110.58
111.93,110.24,111.94,109.25
110.02,111.46,111.69,109.89
110.70,108.37,111.21,107.57
107.74,109.19,109.34,107.74
109.65,110.36,110.69,109.25
109.24,107.51,109.30,106.78
107.23,105.87,107.67,105.87
105.26,105.84,106.69,105.08
106.45,105.93,106.52,105.49
105.37,105.28,106.45,105.20
104.99,102.50,105.01,102.22
101.99,101.62,103.47,100.66
101.56,102.40,102.49,101.00
103.67,104.35,104.35,103.14
104.01,103.56,104.12,102.92
103.95,104.10,104.12,103.41
104.87,105.47,105.47,104.46
104.75,104.99,104.99,104.25
105.00,103.38,105.16,103.20
102.98,105.58,105.62,102.76
105.89,105.79,106.69,105.38
106.10,105.69,106.37,105.27
106.00,104.66,106.07,104.38
104.40,103.96,105.09,103.94
104.38,105.17,105.81,104.00
105.49,106.45,106.50,105.29
106.73,106.99,107.00,106.14
107.10,106.96,107.69,106.48
107.29,107.74,108.23,107.15
108.17,108.08,109.18,107.92
108.54,107.91,108.54,107.46
107.61,107.82,108.39,107.40
107.97,108.68,108.84,107.94
108.54,110.10,110.40,108.32
110.47,109.91,111.11,109.89
110.00,110.38,110.67,109.65
109.57,109.71,110.30,108.56
109.30,108.63,109.39,108.48
109.10,108.46,109.27,108.21
108.46,108.52,108.86,107.27
107.68,106.45,107.78,106.30
105.75,108.14,108.23,105.75
110.27,110.39,110.42,108.74
110.14,109.92,110.92,109.51
109.99,110.50,110.62,109.90
110.02,109.75,110.09,109.19
109.48,109.26,109.69,109.10
109.72,109.54,110.08,109.20
110.19,110.47,110.76,110.09
111.20,111.73,112.08,110.80
111.38,112.85,112.95,111.35
112.26,113.44,113.47,112.15
113.31,113.97,114.33,113.16
114.73,114.74,115.86,114.59
115.23,115.24,115.24,114.06
115.11,115.91,115.94,114.53
115.35,115.01,115.90,114.93
115.49,115.50,116.37,115.28
115.52,116.20,116.38,115.15
116.56,116.04,116.58,115.41
116.28,117.21,117.40,116.25
117.07,116.45,117.50,116.26
116.22,115.15,116.90,115.15
115.84,116.50,116.69,115.05
115.02,115.20,115.89,114.29
115.74,115.81,116.38,115.51
115.43,115.91,115.92,114.85
115.99,115.02,116.00,114.33
114.93,115.64,115.78,114.90
115.68,115.64,115.84,115.01
115.72,116.50,116.84,115.51
115.43,115.53,115.84,114.91
115.16,115.71,116.26,115.06
115.50,114.96,115.70,114.03
115.19,115.92,116.26,115.19
115.93,114.99,116.10,114.84
114.79,114.99,115.30,114.09
115.51,115.96,116.23,114.82
116.50,113.54,117.34,113.50
114.47,114.96,115.17,113.75
114.71,116.65,116.95,114.71
116.57,117.15,117.89,116.35
116.73,116.90,117.24,115.95
116.78,117.49,117.81,116.08
117.97,117.93,118.25,117.67
118.30,118.47,118.78,118.03
118.62,118.56,118.89,118.21
118.95,118.57,119.11,117.99
118.63,118.73,118.80,118.10
118.88,118.25,119.30,118.16
118.38,118.36,118.70,118.06
118.73,120.00,120.26,118.60
119.59,119.68,119.92,118.91
118.78,119.13,119.90,118.70
119.39,119.46,119.81,118.65
119.98,120.35,120.88,119.86
120.00,120.34,120.99,119.81
120.66,121.18,121.40,120.48
121.50,120.18,121.56,119.56
120.74,120.98,121.13,120.32
120.50,120.19,120.72,119.70
120.44,118.82,120.73,118.76
118.99,119.61,119.86,118.76
119.84,119.00,119.95,118.66
119.18,117.78,119.25,117.35
117.93,118.07,118.68,117.17
116.64,117.52,117.64,116.17
117.49,117.81,117.87,116.65
117.99,118.64,118.87,117.63
118.89,119.64,119.83,118.51
119.96,120.95,121.15,119.52
120.46,119.94,120.90,119.50
118.81,116.57,118.90,116.50
117.34,117.01,117.50,116.21
116.40,114.81,116.40,114.12
114.88,115.59,116.12,114.60
116.36,115.90,116.95,115.83
116.39,116.57,117.10,115.89
116.99,117.48,118.09,115.90
118.04,118.28,118.68,117.98
119.07,118.51,120.00,118.30
119.00,120.04,120.41,118.68
120.44,121.32,121.60,120.04
121.05,122.01,122.01,120.12
121.25,120.27,121.58,120.05
121.00,122.04,122.33,120.63
122.69,123.49,123.91,122.46
123.32,123.25,123.78,122.71
123.35,123.04,123.72,122.54
122.98,123.36,123.60,122.85
123.46,123.64,123.95,122.96
123.38,123.23,123.71,122.12
122.90,122.85,123.10,122.17
122.92,125.00,125.00,122.91
123.73,123.01,123.73,122.60
122.74,122.76,123.37,122.50
122.74,123.42,123.42,122.27
123.43,124.78,124.84,123.18
124.84,125.94,126.20,124.75
125.91,124.93,126.98,124.60
124.21,125.40,125.83,124.21
124.50,125.45,125.56,124.33
126.39,126.43,127.40,125.86
126.07,125.49,126.73,124.81
125.23,125.11,125.97,124.51
124.64,122.75,125.30,122.75
122.35,124.09,124.12,122.35
122.82,122.96,123.65,122.14
122.34,121.57,123.10,121.31
121.36,120.59,121.49,118.66
121.22,121.70,121.97,120.14
122.94,122.69,122.98,121.80
121.87,121.45,122.76,121.26
122.32,119.97,122.73,119.61
119.90,121.66,121.83,119.81
121.13,120.28,121.68,120.10
120.45,121.22,121.78,120.28
121.03,121.52,121.72,120.86
121.80,120.50,122.38,120.41
