ULTI,The Ultimate Software Group,NASDAQ
192.58,191.40,193.40,187.68
192.63,192.96,195.09,190.22
193.21,195.40,196.35,192.00
196.15,195.77,197.30,193.07
196.02,193.52,196.89,193.23
193.65,190.40,194.18,188.73
190.51,187.66,191.61,186.85
188.82,193.82,194.53,181.56
193.20,187.90,193.60,187.25
187.81,184.23,188.34,183.88
184.06,183.82,186.31,183.33
183.90,185.83,187.11,183.31
186.63,187.24,189.73,184.51
187.49,184.77,188.84,184.39
184.24,181.36,184.24,180.29
181.35,183.33,185.94,180.33
183.89,184.50,185.11,183.30
184.72,182.04,184.72,181.38
182.20,181.81,183.37,180.49
182.53,182.35,183.96,181.01
182.75,186.13,186.16,182.41
186.96,189.61,191.27,186.96
189.00,187.43,190.14,186.60
187.93,189.08,189.65,185.31
188.60,191.06,191.73,188.50
191.36,191.13,191.50,187.96
190.65,196.64,196.68,190.00
195.53,198.22,198.52,192.15
199.22,201.14,201.65,198.17
