COO,Cooper Companies,NASDAQ
165.24,168.39,169.65,164.27
168.27,167.80,169.98,165.98
168.00,170.62,175.00,168.00
171.06,174.20,174.42,169.39
174.79,175.31,176.52,173.86
175.93,175.19,178.49,174.46
175.05,176.06,176.93,172.99
176.66,175.21,177.20,174.64
175.20,175.07,176.21,174.38
175.13,175.39,175.73,174.24
174.86,174.62,175.72,173.11
174.60,173.10,175.44,172.83
173.73,175.43,175.49,173.73
175.93,177.44,178.11,175.33
177.31,175.34,177.57,174.78
175.30,175.49,177.34,174.62
176.29,174.93,176.35,174.38
175.68,175.15,176.20,174.05
175.00,178.14,178.57,174.48
177.99,176.37,177.99,175.46
176.35,177.21,178.18,175.30
177.61,178.08,178.73,176.55
177.15,181.80,182.91,177.15
181.08,177.76,181.89,175.98
177.18,177.40,178.47,175.73
177.63,179.54,180.64,177.06
